,RTL LX Equity,RTL LX Equity,RTL LX Equity,RTL LX Equity,RTL LX Equity
2010-03-19,19.534,19.661,19.534,19.661,500.0
2010-03-20,19.534,19.661,19.534,19.661,500.0
2010-03-21,19.534,19.661,19.534,19.661,500.0
2010-03-22,20.439,20.439,19.607,19.607,300.0
2010-03-23,20.981,22.03,20.981,22.03,475.0
2010-03-24,21.614,21.614,21.614,21.614,475.0
2010-03-25,21.307,21.307,21.307,21.307,200.0
2010-03-26,21.347,21.347,21.347,21.347,200.0
2010-03-27,21.347,21.347,21.347,21.347,200.0
2010-03-28,21.347,21.347,21.347,21.347,200.0
2010-03-29,21.343,21.343,21.162,21.162,500.0
2010-03-30,20.619,20.619,20.619,20.619,400.0
2010-03-31,21.614,21.614,21.614,21.614,400.0
2010-04-01,21.632,21.632,21.632,21.632,100.0
2010-04-02,21.632,21.632,21.632,21.632,100.0
2010-04-03,21.632,21.632,21.632,21.632,100.0
2010-04-04,21.632,21.632,21.632,21.632,100.0
2010-04-05,21.632,21.632,21.632,21.632,100.0
2010-04-06,22.066,22.428,22.066,22.428,300.0
2010-04-07,23.441,23.441,23.441,23.441,113.0
2010-04-08,22.971,22.971,22.971,22.971,113.0
2010-04-09,22.066,22.79,22.066,22.79,500.0
2010-04-10,22.066,22.79,22.066,22.79,500.0
2010-04-11,22.066,22.79,22.066,22.79,500.0
2010-04-12,22.066,22.066,22.066,22.066,425.0
2010-04-13,22.428,22.428,22.428,22.428,425.0
2010-04-14,21.705,21.705,21.705,21.705,200.0
2010-04-15,21.705,21.705,21.705,21.705,425.0
2010-04-16,22.428,22.428,22.428,22.428,425.0
2010-04-17,22.428,22.428,22.428,22.428,425.0
2010-04-18,22.428,22.428,22.428,22.428,425.0
2010-04-19,22.215,22.215,22.215,22.215,425.0
2010-04-20,22.428,22.428,22.428,22.428,100.0
2010-04-21,22.754,22.79,22.609,22.609,700.0
2010-04-22,22.428,22.428,21.705,21.705,232.0
2010-04-23,21.705,21.705,21.705,21.705,18.0
2010-04-24,21.705,21.705,21.705,21.705,18.0
2010-04-25,21.705,21.705,21.705,21.705,18.0
2010-04-26,23.049,23.376,23.049,23.376,937.0
2010-04-27,22.435,22.435,22.435,22.435,100.0
2010-04-28,22.665,22.665,22.665,22.665,950.0
2010-04-29,21.839,21.839,21.839,21.839,100.0
2010-04-30,21.897,23.03,21.897,23.03,480.0
2010-05-01,21.897,23.03,21.897,23.03,480.0
2010-05-02,21.897,23.03,21.897,23.03,480.0
2010-05-03,23.103,23.103,23.103,23.103,480.0
2010-05-04,22.012,22.012,21.513,21.513,500.0
2010-05-05,23.126,23.126,21.551,21.551,305.0
2010-05-06,22.727,22.727,22.646,22.665,1574.0
2010-05-07,22.523,22.523,22.523,22.523,1574.0
2010-05-08,22.523,22.523,22.523,22.523,1574.0
2010-05-09,22.523,22.523,22.523,22.523,1574.0
2010-05-10,22.719,23.011,22.146,22.146,535.0
2010-05-11,23.011,23.318,23.011,23.318,150.0
2010-05-12,22.896,23.357,22.319,23.357,820.0
2010-05-13,22.896,23.357,22.319,23.357,820.0
2010-05-14,22.873,22.873,22.873,22.873,820.0
2010-05-15,22.873,22.873,22.873,22.873,820.0
2010-05-16,22.873,22.873,22.873,22.873,820.0
2010-05-17,22.992,22.992,22.992,22.992,200.0
2010-05-18,22.561,22.561,22.561,22.561,200.0
2010-05-19,22.281,22.281,22.281,22.281,200.0
2010-05-20,22.627,22.627,22.588,22.588,400.0
2010-05-21,22.857,23.011,22.031,22.742,4075.0
2010-05-22,22.857,23.011,22.031,22.742,4075.0
2010-05-23,22.857,23.011,22.031,22.742,4075.0
2010-05-24,22.857,23.011,22.031,22.742,4075.0
2010-05-25,22.385,22.385,22.385,22.385,4075.0
2010-05-26,22.385,22.385,22.385,22.385,4075.0
2010-05-27,22.281,22.281,21.897,21.897,50.0
2010-05-28,22.742,22.992,21.954,22.992,320.0
2010-05-29,22.742,22.992,21.954,22.992,320.0
2010-05-30,22.742,22.992,21.954,22.992,320.0
2010-05-31,21.954,22.953,21.954,22.953,470.0
2010-06-01,22.665,23.433,22.665,23.433,1103.0
2010-06-02,22.857,22.857,22.857,22.857,1103.0
2010-06-03,23.241,23.241,22.703,22.703,501.0
2010-06-04,22.78,22.78,22.78,22.78,501.0
2010-06-05,22.78,22.78,22.78,22.78,501.0
2010-06-06,22.78,22.78,22.78,22.78,501.0
2010-06-07,22.865,22.865,22.865,22.865,501.0
2010-06-08,22.75,22.75,22.75,22.75,501.0
2010-06-09,22.8,22.8,22.8,22.8,501.0
2010-06-10,22.857,22.857,22.857,22.857,501.0
2010-06-11,22.819,22.819,22.819,22.819,501.0
2010-06-12,22.819,22.819,22.819,22.819,501.0
2010-06-13,22.819,22.819,22.819,22.819,501.0
2010-06-14,22.865,22.865,22.865,22.865,501.0
2010-06-15,22.857,23.357,22.857,23.357,279.0
2010-06-16,23.549,23.549,22.665,23.433,920.0
2010-06-17,23.549,23.818,23.549,23.818,500.0
2010-06-18,24.01,24.586,23.203,24.586,490.0
2010-06-19,24.01,24.586,23.203,24.586,490.0
2010-06-20,24.01,24.586,23.203,24.586,490.0
2010-06-21,25.738,25.738,23.433,23.779,760.0
2010-06-22,24.394,24.394,23.203,23.203,493.0
2010-06-23,24.394,24.394,23.203,23.203,493.0
2010-06-24,23.453,23.453,23.453,23.453,493.0
2010-06-25,22.281,22.281,22.281,22.281,200.0
2010-06-26,22.281,22.281,22.281,22.281,200.0
2010-06-27,22.281,22.281,22.281,22.281,200.0
2010-06-28,23.241,23.241,23.241,23.241,200.0
2010-06-29,23.368,23.368,23.368,23.368,200.0
2010-06-30,23.049,23.049,23.049,23.049,400.0
2010-07-01,24.121,24.121,24.121,24.121,220.0
2010-07-02,23.264,23.264,23.264,23.264,220.0
2010-07-03,23.264,23.264,23.264,23.264,220.0
2010-07-04,23.264,23.264,23.264,23.264,220.0
2010-07-05,23.487,23.487,23.487,23.487,220.0
2010-07-06,23.433,23.433,23.433,23.433,200.0
2010-07-07,23.606,23.606,23.606,23.606,200.0
2010-07-08,23.818,23.818,23.818,23.818,250.0
2010-07-09,24.01,24.125,24.01,24.125,640.0
2010-07-10,24.01,24.125,24.01,24.125,640.0
2010-07-11,24.01,24.125,24.01,24.125,640.0
2010-07-12,23.057,23.057,23.057,23.057,253.0
2010-07-13,23.848,23.848,23.848,23.848,253.0
2010-07-14,23.091,23.091,23.091,23.091,600.0
2010-07-15,24.413,24.413,24.413,24.413,100.0
2010-07-16,24.355,24.355,24.355,24.355,100.0
2010-07-17,24.355,24.355,24.355,24.355,100.0
2010-07-18,24.355,24.355,24.355,24.355,100.0
2010-07-19,24.24,24.24,24.24,24.24,100.0
2010-07-20,24.202,24.202,24.202,24.202,100.0
2010-07-21,24.06,24.06,24.06,24.06,100.0
2010-07-22,24.202,24.202,24.202,24.202,300.0
2010-07-23,24.067,24.067,24.067,24.067,300.0
2010-07-24,24.067,24.067,24.067,24.067,300.0
2010-07-25,24.067,24.067,24.067,24.067,300.0
2010-07-26,23.837,23.837,23.837,23.837,300.0
2010-07-27,23.28,23.28,23.28,23.28,100.0
2010-07-28,23.894,23.894,23.894,23.894,100.0
2010-07-29,24.202,24.202,23.049,23.049,680.0
2010-07-30,23.564,23.564,23.564,23.564,680.0
2010-07-31,23.564,23.564,23.564,23.564,680.0
2010-08-01,23.564,23.564,23.564,23.564,680.0
2010-08-02,23.61,23.61,23.61,23.61,680.0
2010-08-03,23.752,23.752,23.752,23.752,680.0
2010-08-04,23.656,23.656,23.656,23.656,680.0
2010-08-05,23.675,23.675,23.675,23.675,680.0
2010-08-06,23.745,23.745,23.745,23.745,680.0
2010-08-07,23.745,23.745,23.745,23.745,680.0
2010-08-08,23.745,23.745,23.745,23.745,680.0
2010-08-09,23.894,23.894,23.894,23.894,680.0
2010-08-10,23.625,23.625,23.625,23.625,680.0
2010-08-11,23.049,23.049,23.049,23.049,50.0
2010-08-12,23.856,23.856,23.856,23.856,50.0
2010-08-13,23.061,23.061,23.061,23.061,100.0
2010-08-14,23.061,23.061,23.061,23.061,100.0
2010-08-15,23.061,23.061,23.061,23.061,100.0
2010-08-16,23.241,23.241,23.241,23.241,100.0
2010-08-17,23.295,23.295,23.295,23.295,100.0
2010-08-18,23.337,23.337,23.337,23.337,100.0
2010-08-19,23.241,23.357,23.241,23.357,900.0
2010-08-20,23.253,23.253,23.253,23.253,900.0
2010-08-21,23.253,23.253,23.253,23.253,900.0
2010-08-22,23.253,23.253,23.253,23.253,900.0
2010-08-23,23.222,23.222,23.222,23.222,900.0
2010-08-24,23.226,23.226,23.226,23.226,900.0
2010-08-25,23.357,23.357,23.357,23.357,150.0
2010-08-26,23.779,23.779,23.779,23.779,200.0
2010-08-27,23.818,23.818,23.818,23.818,90.0
2010-08-28,23.818,23.818,23.818,23.818,90.0
2010-08-29,23.818,23.818,23.818,23.818,90.0
2010-08-30,23.779,23.779,23.779,23.779,300.0
2010-08-31,23.952,23.952,23.952,23.952,300.0
2010-09-01,23.818,24.355,23.818,24.355,1580.0
2010-09-02,25.162,25.162,25.162,25.162,1580.0
2010-09-03,24.97,24.97,24.97,24.97,1580.0
2010-09-04,24.97,24.97,24.97,24.97,1580.0
2010-09-05,24.97,24.97,24.97,24.97,1580.0
2010-09-06,24.586,24.586,24.586,24.586,1580.0
2010-09-07,24.686,24.686,24.686,24.686,1580.0
2010-09-08,24.421,24.421,24.421,24.421,1580.0
2010-09-09,24.547,24.547,24.547,24.547,1580.0
2010-09-10,23.472,23.472,23.433,23.433,599.0
2010-09-11,23.472,23.472,23.433,23.433,599.0
2010-09-12,23.472,23.472,23.433,23.433,599.0
2010-09-13,24.463,24.463,24.463,24.463,599.0
2010-09-14,24.394,24.394,24.394,24.394,2344.0
2010-09-15,24.605,24.605,24.605,24.605,2344.0
2010-09-16,23.664,23.664,23.664,23.664,50.0
2010-09-17,24.632,24.632,24.632,24.632,50.0
2010-09-18,24.632,24.632,24.632,24.632,50.0
2010-09-19,24.632,24.632,24.632,24.632,50.0
2010-09-20,24.521,24.521,24.521,24.521,50.0
2010-09-21,24.682,24.682,24.682,24.682,400.0
2010-09-22,24.605,24.605,24.605,24.605,400.0
2010-09-23,24.547,24.547,24.547,24.547,1589.0
2010-09-24,24.547,24.586,24.547,24.586,401.0
2010-09-25,24.547,24.586,24.547,24.586,401.0
2010-09-26,24.547,24.586,24.547,24.586,401.0
2010-09-27,24.49,24.49,24.49,24.49,401.0
2010-09-28,23.28,23.28,23.28,23.28,313.0
2010-09-29,24.11,24.11,24.11,24.11,313.0
2010-09-30,24.49,24.49,24.49,24.49,313.0
2010-10-01,24.413,24.413,24.413,24.413,313.0
2010-10-02,24.413,24.413,24.413,24.413,313.0
2010-10-03,24.413,24.413,24.413,24.413,313.0
2010-10-04,23.664,23.818,23.664,23.818,1215.0
2010-10-05,24.244,24.244,24.244,24.244,1215.0
2010-10-06,24.586,24.586,24.586,24.586,280.0
2010-10-07,24.586,24.586,24.586,24.586,501.0
2010-10-08,24.279,24.279,24.279,24.279,501.0
2010-10-09,24.279,24.279,24.279,24.279,501.0
2010-10-10,24.279,24.279,24.279,24.279,501.0
2010-10-11,24.244,24.244,24.244,24.244,501.0
2010-10-12,24.97,24.97,24.97,24.97,200.0
2010-10-13,25.435,25.435,25.435,25.435,200.0
2010-10-14,25.162,25.162,25.162,25.162,200.0
2010-10-15,25.635,25.635,25.635,25.635,200.0
2010-10-16,25.635,25.635,25.635,25.635,200.0
2010-10-17,25.635,25.635,25.635,25.635,200.0
2010-10-18,25.25,25.25,25.25,25.25,200.0
2010-10-19,25.354,25.354,25.354,25.354,200.0
2010-10-20,24.997,24.997,24.997,24.997,200.0
2010-10-21,26.046,26.046,23.818,23.818,308.0
2010-10-22,24.897,24.897,24.897,24.897,308.0
2010-10-23,24.897,24.897,24.897,24.897,308.0
2010-10-24,24.897,24.897,24.897,24.897,308.0
2010-10-25,24.855,24.855,24.855,24.855,308.0
2010-10-26,24.958,24.958,24.958,24.958,308.0
2010-10-27,25.028,25.028,25.028,25.028,308.0
2010-10-28,24.855,24.855,24.855,24.855,308.0
2010-10-29,24.843,24.843,24.843,24.843,308.0
2010-10-30,24.843,24.843,24.843,24.843,308.0
2010-10-31,24.843,24.843,24.843,24.843,308.0
2010-11-01,24.843,24.843,24.843,24.843,308.0
2010-11-02,24.912,24.912,24.912,24.912,308.0
2010-11-03,24.202,24.202,24.202,24.202,143.0
2010-11-04,25.008,25.008,25.008,25.008,143.0
2010-11-05,24.24,24.24,24.24,24.24,25.0
2010-11-06,24.24,24.24,24.24,24.24,25.0
2010-11-07,24.24,24.24,24.24,24.24,25.0
2010-11-08,24.394,24.394,24.394,24.394,1000.0
2010-11-09,26.503,26.503,26.503,26.503,1000.0
2010-11-10,26.08,26.08,26.08,26.08,1000.0
2010-11-11,25.635,25.635,25.635,25.635,1000.0
2010-11-12,25.3,25.3,25.3,25.3,1000.0
2010-11-13,25.3,25.3,25.3,25.3,1000.0
2010-11-14,25.3,25.3,25.3,25.3,1000.0
2010-11-15,25.37,25.37,25.37,25.37,1000.0
2010-11-16,25.028,25.028,25.028,25.028,1000.0
2010-11-17,24.92,24.92,24.92,24.92,1000.0
2010-11-18,25.162,25.162,25.162,25.162,3364.0
2010-11-19,25.446,25.446,25.446,25.446,3364.0
2010-11-20,25.446,25.446,25.446,25.446,3364.0
2010-11-21,25.446,25.446,25.446,25.446,3364.0
2010-11-22,25.354,25.385,25.354,25.385,550.0
2010-11-23,25.45,25.45,25.45,25.45,550.0
2010-11-24,25.469,25.469,25.469,25.469,20.0
2010-11-25,25.492,25.492,25.492,25.492,20.0
2010-11-26,25.527,25.527,25.527,25.527,750.0
2010-11-27,25.527,25.527,25.527,25.527,750.0
2010-11-28,25.527,25.527,25.527,25.527,750.0
2010-11-29,25.243,25.243,25.243,25.243,750.0
2010-11-30,24.97,24.97,24.97,24.97,250.0
2010-12-01,25.604,25.604,25.604,25.604,250.0
2010-12-02,24.355,25.508,24.355,25.508,5419.0
2010-12-03,25.512,25.512,25.512,25.512,5419.0
2010-12-04,25.512,25.512,25.512,25.512,5419.0
2010-12-05,25.512,25.512,25.512,25.512,5419.0
2010-12-06,25.469,25.469,25.469,25.469,5419.0
2010-12-07,25.258,25.258,25.258,25.258,5419.0
2010-12-08,25.423,25.423,25.423,25.423,5419.0
2010-12-09,25.623,25.623,25.623,25.623,5419.0
2010-12-10,25.661,26.66,25.661,26.66,769.0
2010-12-11,25.661,26.66,25.661,26.66,769.0
2010-12-12,25.661,26.66,25.661,26.66,769.0
2010-12-13,26.968,26.968,25.508,25.508,612.0
2010-12-14,26.891,26.891,26.891,26.891,4.0
2010-12-15,25.93,26.122,25.93,26.122,654.0
2010-12-16,27.371,27.371,27.371,27.371,654.0
2010-12-17,27.413,27.413,27.413,27.413,730.0
2010-12-18,27.413,27.413,27.413,27.413,730.0
2010-12-19,27.413,27.413,27.413,27.413,730.0
2010-12-20,27.659,27.659,27.659,27.659,730.0
2010-12-21,28.716,28.716,28.716,28.716,730.0
2010-12-22,28.427,28.427,28.427,28.427,350.0
2010-12-23,29.376,29.376,29.376,29.376,350.0
2010-12-24,29.561,29.561,29.561,29.561,350.0
2010-12-25,29.561,29.561,29.561,29.561,350.0
2010-12-26,29.561,29.561,29.561,29.561,350.0
2010-12-27,28.888,28.888,28.888,28.888,503.0
2010-12-28,28.888,28.888,28.888,28.888,200.0
2010-12-29,27.625,27.625,27.625,27.625,15.0
2010-12-30,29.196,29.196,29.196,29.196,73.0
2010-12-31,30.655,30.655,30.655,30.655,10.0
2011-01-01,30.655,30.655,30.655,30.655,10.0
2011-01-02,30.655,30.655,30.655,30.655,10.0
2011-01-03,28.773,28.773,28.773,28.773,10.0
2011-01-04,28.812,28.812,28.812,28.812,10.0
2011-01-05,28.619,28.619,27.698,27.698,85.0
2011-01-06,28.328,28.328,28.328,28.328,85.0
2011-01-07,28.312,28.312,28.312,28.312,85.0
2011-01-08,28.312,28.312,28.312,28.312,85.0
2011-01-09,28.312,28.312,28.312,28.312,85.0
2011-01-10,28.619,28.619,28.619,28.619,85.0
2011-01-11,28.351,28.812,27.966,28.812,195.0
2011-01-12,28.812,28.812,27.947,28.427,2000.0
2011-01-13,28.762,28.762,28.762,28.762,2000.0
2011-01-14,28.619,28.619,28.619,28.619,2000.0
2011-01-15,28.619,28.619,28.619,28.619,2000.0
2011-01-16,28.619,28.619,28.619,28.619,2000.0
2011-01-17,28.427,28.466,28.427,28.466,650.0
2011-01-18,28.489,28.489,28.489,28.489,650.0
2011-01-19,28.235,28.381,28.235,28.381,220.0
2011-01-20,28.466,28.466,28.401,28.401,1230.0
2011-01-21,28.324,28.324,28.324,28.324,1230.0
2011-01-22,28.324,28.324,28.324,28.324,1230.0
2011-01-23,28.324,28.324,28.324,28.324,1230.0
2011-01-24,28.381,28.381,28.381,28.381,1230.0
2011-01-25,28.662,28.662,28.662,28.662,1230.0
2011-01-26,28.32,28.32,28.32,28.32,1230.0
2011-01-27,28.285,28.285,28.285,28.285,1230.0
2011-01-28,27.89,27.89,27.851,27.851,166.0
2011-01-29,27.89,27.89,27.851,27.851,166.0
2011-01-30,27.89,27.89,27.851,27.851,166.0
2011-01-31,27.897,27.897,27.897,27.897,166.0
2011-02-01,28.427,28.427,28.427,28.427,10.0
2011-02-02,29.618,29.618,28.062,28.062,75.0
2011-02-03,28.447,28.447,27.763,27.763,275.0
2011-02-04,29.188,29.188,28.043,28.043,50.0
2011-02-05,29.188,29.188,28.043,28.043,50.0
2011-02-06,29.188,29.188,28.043,28.043,50.0
2011-02-07,28.377,28.377,28.377,28.377,50.0
2011-02-08,28.512,28.512,28.512,28.512,50.0
2011-02-09,29.196,29.196,28.427,28.427,300.0
2011-02-10,28.52,28.52,28.52,28.52,300.0
2011-02-11,28.235,29.196,28.051,28.051,280.0
2011-02-12,28.235,29.196,28.051,28.051,280.0
2011-02-13,28.235,29.196,28.051,28.051,280.0
2011-02-14,28.189,28.189,28.189,28.189,280.0
2011-02-15,28.047,28.047,28.047,28.047,280.0
2011-02-16,28.062,28.062,28.062,28.062,280.0
2011-02-17,27.909,27.909,27.909,27.909,280.0
2011-02-18,27.778,27.778,27.778,27.778,20.0
2011-02-19,27.778,27.778,27.778,27.778,20.0
2011-02-20,27.778,27.778,27.778,27.778,20.0
2011-02-21,28.043,28.043,28.043,28.043,20.0
2011-02-22,27.813,27.813,27.813,27.813,20.0
2011-02-23,27.813,27.813,27.759,27.759,500.0
2011-02-24,27.851,27.851,27.851,27.851,500.0
2011-02-25,27.755,27.755,27.755,27.755,500.0
2011-02-26,27.755,27.755,27.755,27.755,500.0
2011-02-27,27.755,27.755,27.755,27.755,500.0
2011-02-28,28.381,28.381,28.381,28.381,500.0
2011-03-01,28.255,28.255,28.255,28.255,500.0
2011-03-02,28.043,28.043,28.043,28.043,500.0
2011-03-03,28.139,28.139,28.139,28.139,500.0
2011-03-04,27.863,27.863,27.863,27.863,500.0
2011-03-05,27.863,27.863,27.863,27.863,500.0
2011-03-06,27.863,27.863,27.863,27.863,500.0
2011-03-07,27.863,27.863,27.863,27.863,500.0
2011-03-08,27.732,27.732,27.732,27.732,500.0
2011-03-09,27.659,27.659,27.659,27.659,500.0
2011-03-10,28.043,28.608,27.851,28.608,150.0
2011-03-11,29.73,29.73,28.735,28.735,410.0
2011-03-12,29.73,29.73,28.735,28.735,410.0
2011-03-13,29.73,29.73,28.735,28.735,410.0
2011-03-14,28.812,28.812,28.239,28.239,200.0
2011-03-15,27.851,27.851,26.971,26.971,100.0
2011-03-16,27.083,27.659,27.083,27.375,245.0
2011-03-17,27.14,27.14,27.14,27.14,245.0
2011-03-18,27.137,27.137,27.137,27.137,245.0
2011-03-19,27.137,27.137,27.137,27.137,245.0
2011-03-20,27.137,27.137,27.137,27.137,245.0
2011-03-21,27.617,27.617,27.617,27.617,245.0
2011-03-22,27.467,27.467,27.467,27.467,500.0
2011-03-23,27.275,27.928,27.275,27.928,100.0
2011-03-24,29.157,29.157,27.705,27.89,1520.0
2011-03-25,28.059,28.059,28.059,28.059,1520.0
2011-03-26,28.059,28.059,28.059,28.059,1520.0
2011-03-27,28.059,28.059,28.059,28.059,1520.0
2011-03-28,27.16,28.043,27.16,28.043,300.0
2011-03-29,27.924,27.924,27.924,27.924,300.0
2011-03-30,28.043,28.043,28.043,28.043,300.0
2011-03-31,28.02,28.02,28.02,28.02,300.0
2011-04-01,28.101,28.101,28.101,28.101,300.0
2011-04-02,28.101,28.101,28.101,28.101,300.0
2011-04-03,28.101,28.101,28.101,28.101,300.0
2011-04-04,28.082,28.082,28.082,28.082,300.0
2011-04-05,28.427,28.427,28.427,28.427,300.0
2011-04-06,28.812,28.812,28.412,28.412,245.0
2011-04-07,28.243,28.243,28.243,28.243,245.0
2011-04-08,28.285,28.285,28.285,28.285,245.0
2011-04-09,28.285,28.285,28.285,28.285,245.0
2011-04-10,28.285,28.285,28.285,28.285,245.0
2011-04-11,28.135,28.135,28.135,28.135,245.0
2011-04-12,28.235,28.235,28.235,28.235,125.0
2011-04-13,27.179,27.598,27.179,27.598,136.0
2011-04-14,27.463,27.463,27.463,27.463,136.0
2011-04-15,27.59,27.59,27.59,27.59,136.0
2011-04-16,27.59,27.59,27.59,27.59,136.0
2011-04-17,27.59,27.59,27.59,27.59,136.0
2011-04-18,26.971,26.971,26.971,26.971,136.0
2011-04-19,26.971,26.971,26.971,26.971,136.0
2011-04-20,27.179,29.196,26.729,26.729,825.0
2011-04-21,27.548,27.548,27.548,27.548,825.0
2011-04-22,27.548,27.548,27.548,27.548,825.0
2011-04-23,27.548,27.548,27.548,27.548,825.0
2011-04-24,27.548,27.548,27.548,27.548,825.0
2011-04-25,27.548,27.548,27.548,27.548,825.0
2011-04-26,29.526,29.526,28.497,28.497,500.0
2011-04-27,28.035,28.035,28.035,28.035,500.0
2011-04-28,28.035,28.035,27.688,27.688,100.0
2011-04-29,29.216,29.216,28.184,28.184,2.0
2011-04-30,29.216,29.216,28.184,28.184,2.0
2011-05-01,29.216,29.216,28.184,28.184,2.0
2011-05-02,28.456,28.456,28.456,28.456,2.0
2011-05-03,28.493,28.493,27.919,27.919,400.0
2011-05-04,27.667,27.667,27.667,27.667,400.0
2011-05-05,28.266,28.266,28.266,28.266,400.0
2011-05-06,28.126,28.126,28.126,28.126,400.0
2011-05-07,28.126,28.126,28.126,28.126,400.0
2011-05-08,28.126,28.126,28.126,28.126,400.0
2011-05-09,28.051,28.051,28.051,28.051,400.0
2011-05-10,27.956,27.956,27.956,27.956,400.0
2011-05-11,28.08,28.08,28.08,28.08,400.0
2011-05-12,28.246,28.246,28.246,28.246,400.0
2011-05-13,28.378,28.378,28.378,28.378,400.0
2011-05-14,28.378,28.378,28.378,28.378,400.0
2011-05-15,28.378,28.378,28.378,28.378,400.0
2011-05-16,28.349,28.349,28.349,28.349,400.0
2011-05-17,28.08,28.08,28.08,28.08,400.0
2011-05-18,28.105,28.105,28.105,28.105,400.0
2011-05-19,28.122,28.122,27.254,28.068,1288.0
2011-05-20,27.254,28.142,27.254,28.142,282.0
2011-05-21,27.254,28.142,27.254,28.142,282.0
2011-05-22,27.254,28.142,27.254,28.142,282.0
2011-05-23,27.994,27.994,27.994,27.994,282.0
2011-05-24,28.043,28.043,28.043,28.043,282.0
2011-05-25,28.051,28.051,28.051,28.051,282.0
