,CTRA US Equity
2022-07-04,2.973
2022-07-05,3.19
2022-07-06,3.246
2022-07-07,3.364
2022-07-08,3.364
2022-07-09,3.364
2022-07-10,3.364
2022-07-11,3.369
2022-07-12,3.331
2022-07-13,3.331
2022-07-14,3.331
2022-07-15,3.331
2022-07-16,3.331
2022-07-17,3.331
2022-07-18,3.338
2022-07-19,3.413
2022-07-20,3.413
2022-07-21,3.401
2022-07-22,3.385
2022-07-23,3.385
2022-07-24,3.385
2022-07-25,3.385
2022-07-26,3.259
2022-07-27,3.259
2022-07-28,3.259
2022-07-29,3.259
2022-07-30,3.259
2022-07-31,3.259
2022-08-01,3.259
2022-08-02,3.258
2022-08-03,3.274
2022-08-04,3.282
2022-08-05,3.282
2022-08-06,3.282
2022-08-07,3.282
2022-08-08,3.282
2022-08-09,3.301
2022-08-10,3.301
2022-08-11,3.289
2022-08-12,3.289
2022-08-13,3.289
2022-08-14,3.289
2022-08-15,3.289
2022-08-16,3.289
2022-08-17,3.289
2022-08-18,3.289
2022-08-19,3.289
2022-08-20,3.289
2022-08-21,3.289
2022-08-22,3.289
2022-08-23,3.289
2022-08-24,3.289
2022-08-25,3.289
2022-08-26,3.289
2022-08-27,3.289
2022-08-28,3.289
2022-08-29,3.289
2022-08-30,3.289
2022-08-31,3.289
2022-09-01,3.289
2022-09-02,3.289
2022-09-03,3.289
2022-09-04,3.289
2022-09-05,3.289
2022-09-06,3.289
2022-09-07,3.289
2022-09-08,3.289
2022-09-09,3.289
2022-09-10,3.289
2022-09-11,3.289
2022-09-12,3.284
2022-09-13,3.284
2022-09-14,3.429
2022-09-15,3.424
2022-09-16,3.424
2022-09-17,3.424
2022-09-18,3.424
2022-09-19,3.424
2022-09-20,3.424
2022-09-21,3.424
2022-09-22,3.424
2022-09-23,3.424
2022-09-24,3.424
2022-09-25,3.424
2022-09-26,3.424
2022-09-27,3.424
2022-09-28,3.424
2022-09-29,3.424
2022-09-30,3.424
2022-10-01,3.424
2022-10-02,3.424
2022-10-03,3.351
2022-10-04,3.351
2022-10-05,3.346
2022-10-06,3.337
2022-10-07,3.287
2022-10-08,3.287
2022-10-09,3.287
2022-10-10,3.31
2022-10-11,3.31
2022-10-12,3.238
2022-10-13,3.222
2022-10-14,3.133
2022-10-15,3.133
2022-10-16,3.133
2022-10-17,3.133
2022-10-18,3.104
2022-10-19,3.104
2022-10-20,3.104
2022-10-21,3.104
2022-10-22,3.104
2022-10-23,3.104
2022-10-24,3.104
2022-10-25,3.104
2022-10-26,3.104
2022-10-27,3.104
2022-10-28,3.104
2022-10-29,3.104
2022-10-30,3.104
2022-10-31,3.104
2022-11-01,3.104
2022-11-02,3.104
2022-11-03,3.119
2022-11-04,3.105
2022-11-05,3.105
2022-11-06,3.116
2022-11-07,3.119
2022-11-08,3.119
2022-11-09,3.119
2022-11-10,3.119
2022-11-11,3.123
2022-11-12,3.123
2022-11-13,3.123
2022-11-14,3.131
2022-11-15,3.131
2022-11-16,3.131
2022-11-17,3.131
2022-11-18,3.173
2022-11-19,3.173
2022-11-20,3.173
2022-11-21,3.173
2022-11-22,3.173
2022-11-23,3.161
2022-11-24,3.161
2022-11-25,3.161
2022-11-26,3.161
2022-11-27,3.161
2022-11-28,3.161
2022-11-29,3.205
2022-11-30,3.205
2022-12-01,3.205
2022-12-02,3.205
2022-12-03,3.205
2022-12-04,3.205
2022-12-05,3.217
2022-12-06,3.217
2022-12-07,3.217
2022-12-08,3.217
2022-12-09,3.215
2022-12-10,3.215
2022-12-11,3.215
2022-12-12,3.215
2022-12-13,3.215
2022-12-14,3.215
2022-12-15,3.215
2022-12-16,3.215
2022-12-17,3.215
2022-12-18,3.215
2022-12-19,3.215
2022-12-20,3.215
2022-12-21,3.215
2022-12-22,3.215
2022-12-23,3.215
2022-12-24,3.215
2022-12-25,3.215
2022-12-26,3.215
2022-12-27,3.215
2022-12-28,3.215
2022-12-29,3.215
2022-12-30,3.215
2022-12-31,3.215
2023-01-01,3.215
2023-01-02,3.215
2023-01-03,3.217
2023-01-04,3.217
2023-01-05,3.186
2023-01-06,3.186
2023-01-07,3.186
2023-01-08,3.186
2023-01-09,3.186
2023-01-10,3.17
2023-01-11,3.135
2023-01-12,3.105
2023-01-13,3.123
2023-01-14,3.123
2023-01-15,3.123
2023-01-16,3.123
2023-01-17,3.128
2023-01-18,3.171
2023-01-19,3.171
2023-01-20,3.171
2023-01-21,3.171
2023-01-22,3.171
2023-01-23,3.161
2023-01-24,3.257
2023-01-25,3.257
2023-01-26,3.257
2023-01-27,3.211
2023-01-28,3.211
2023-01-29,3.211
2023-01-30,3.211
2023-01-31,3.211
2023-02-01,3.193
2023-02-02,3.193
2023-02-03,3.195
2023-02-04,3.195
2023-02-05,3.195
2023-02-06,3.195
2023-02-07,3.195
2023-02-08,3.195
2023-02-09,3.184
2023-02-10,3.184
2023-02-11,3.184
2023-02-12,3.184
2023-02-13,3.184
2023-02-14,3.184
2023-02-15,3.184
2023-02-16,3.184
2023-02-17,3.184
2023-02-18,3.184
2023-02-19,3.184
2023-02-20,3.184
2023-02-21,3.184
2023-02-22,3.213
2023-02-23,3.241
2023-02-24,3.281
2023-02-25,3.281
2023-02-26,3.281
2023-02-27,3.244
2023-02-28,3.263
2023-03-01,3.273
2023-03-02,3.279
2023-03-03,3.305
2023-03-04,3.305
2023-03-05,3.305
2023-03-06,3.319
2023-03-07,3.354
2023-03-08,3.418
2023-03-09,3.433
2023-03-10,3.433
2023-03-11,3.433
2023-03-12,3.433
2023-03-13,3.423
2023-03-14,3.423
2023-03-15,3.444
2023-03-16,3.449
2023-03-17,3.449
2023-03-18,3.449
2023-03-19,3.449
2023-03-20,3.449
2023-03-21,3.449
2023-03-22,3.449
2023-03-23,3.326
2023-03-24,3.339
2023-03-25,3.339
2023-03-26,3.339
2023-03-27,3.338
2023-03-28,3.338
2023-03-29,3.324
2023-03-30,3.324
2023-03-31,3.324
2023-04-01,3.324
2023-04-02,3.324
2023-04-03,3.324
2023-04-04,3.334
2023-04-05,3.368
2023-04-06,3.368
2023-04-07,3.368
2023-04-08,3.368
2023-04-09,3.368
2023-04-10,3.384
2023-04-11,3.297
2023-04-12,3.349
2023-04-13,3.349
2023-04-14,3.354
2023-04-15,3.354
2023-04-16,3.354
2023-04-17,3.359
2023-04-18,3.351
2023-04-19,3.35
2023-04-20,3.351
2023-04-21,3.351
2023-04-22,3.351
2023-04-23,3.351
2023-04-24,3.373
2023-04-25,3.373
2023-04-26,3.373
2023-04-27,3.376
2023-04-28,3.376
2023-04-29,3.376
2023-04-30,3.376
2023-05-01,3.376
2023-05-02,3.376
2023-05-03,3.376
2023-05-04,3.357
2023-05-05,3.351
2023-05-06,3.38
2023-05-07,3.38
2023-05-08,3.384
2023-05-09,3.386
2023-05-10,3.382
2023-05-11,3.406
2023-05-12,3.388
2023-05-13,3.388
2023-05-14,3.388
2023-05-15,3.397
2023-05-16,3.385
2023-05-17,3.378
2023-05-18,3.341
2023-05-19,3.352
2023-05-20,3.352
2023-05-21,3.344
2023-05-22,3.344
2023-05-23,3.344
2023-05-24,3.344
2023-05-25,3.313
2023-05-26,3.313
2023-05-27,3.313
2023-05-28,3.313
2023-05-29,3.313
2023-05-30,3.313
2023-05-31,3.313
2023-06-01,3.302
2023-06-02,3.304
2023-06-03,3.304
2023-06-04,3.304
2023-06-05,3.304
2023-06-06,3.304
2023-06-07,3.304
2023-06-08,3.304
2023-06-09,3.304
2023-06-10,3.304
2023-06-11,3.304
2023-06-12,3.288
2023-06-13,3.288
2023-06-14,3.288
2023-06-15,3.288
2023-06-16,3.288
2023-06-17,3.288
2023-06-18,3.288
2023-06-19,3.288
2023-06-20,3.274
2023-06-21,3.274
2023-06-22,3.259
2023-06-23,3.259
2023-06-24,3.259
2023-06-25,3.251
2023-06-26,3.251
2023-06-27,3.23
2023-06-28,3.23
2023-06-29,3.23
2023-06-30,3.23
2023-07-01,3.22
2023-07-02,3.22
2023-07-03,3.223
2023-07-04,3.223
2023-07-05,3.198
2023-07-06,3.198
2023-07-07,3.198
2023-07-08,3.198
2023-07-09,3.198
2023-07-10,3.19
2023-07-11,3.186
2023-07-12,3.188
2023-07-13,3.147
2023-07-14,3.066
2023-07-15,3.066
2023-07-16,3.066
2023-07-17,3.071
2023-07-18,3.057
2023-07-19,3.06
2023-07-20,3.063
2023-07-21,3.063
2023-07-22,3.063
2023-07-23,3.065
2023-07-24,3.077
2023-07-25,3.077
2023-07-26,3.077
2023-07-27,3.077
2023-07-28,3.077
2023-07-29,3.077
2023-07-30,3.077
2023-07-31,3.077
2023-08-01,3.077
2023-08-02,3.077
2023-08-03,3.077
2023-08-04,3.077
2023-08-05,3.077
2023-08-06,3.077
2023-08-07,3.045
2023-08-08,3.108
2023-08-09,3.103
2023-08-10,3.1
2023-08-11,3.104
2023-08-12,3.104
2023-08-13,3.101
2023-08-14,3.117
2023-08-15,3.117
2023-08-16,3.203
2023-08-17,3.196
2023-08-18,3.182
2023-08-19,3.182
2023-08-20,3.181
2023-08-21,3.181
2023-08-22,3.181
2023-08-23,3.186
2023-08-24,3.186
2023-08-25,3.186
2023-08-26,3.186
2023-08-27,3.199
2023-08-28,3.199
2023-08-29,3.199
2023-08-30,3.199
2023-08-31,3.187
2023-09-01,3.187
2023-09-02,3.187
2023-09-03,3.186
2023-09-04,3.186
2023-09-05,3.186
2023-09-06,3.186
2023-09-07,3.186
2023-09-08,3.186
2023-09-09,3.186
2023-09-10,3.186
2023-09-11,3.186
2023-09-12,3.186
2023-09-13,3.186
2023-09-14,3.186
2023-09-15,3.187
2023-09-16,3.187
2023-09-17,3.187
2023-09-18,3.191
2023-09-19,3.191
2023-09-20,3.179
2023-09-21,3.179
2023-09-22,3.179
2023-09-23,3.179
2023-09-24,3.179
2023-09-25,3.179
2023-09-26,3.179
2023-09-27,3.179
2023-09-28,3.179
2023-09-29,3.182
2023-09-30,3.182
2023-10-01,3.184
2023-10-02,3.248
2023-10-03,3.255
2023-10-04,3.257
2023-10-05,3.246
2023-10-06,3.249
2023-10-07,3.249
2023-10-08,3.249
2023-10-09,3.249
2023-10-10,3.249
2023-10-11,3.248
2023-10-12,3.252
2023-10-13,3.252
2023-10-14,3.252
2023-10-15,3.252
2023-10-16,3.287
2023-10-17,3.279
2023-10-18,3.282
2023-10-19,3.304
2023-10-20,3.304
2023-10-21,3.304
2023-10-22,3.304
2023-10-23,3.304
2023-10-24,3.304
2023-10-25,3.304
2023-10-26,3.304
2023-10-27,3.304
2023-10-28,3.304
2023-10-29,3.304
2023-10-30,3.304
2023-10-31,3.302
2023-11-01,3.302
2023-11-02,3.302
2023-11-03,3.303
2023-11-04,3.303
2023-11-05,3.303
2023-11-06,3.319
2023-11-07,3.348
2023-11-08,3.36
2023-11-09,3.376
2023-11-10,3.386
2023-11-11,3.386
2023-11-12,3.386
2023-11-13,3.384
2023-11-14,3.384
2023-11-15,3.393
2023-11-16,3.393
2023-11-17,3.393
2023-11-18,3.393
2023-11-19,3.395
2023-11-20,3.395
2023-11-21,3.406
2023-11-22,3.458
2023-11-23,3.458
2023-11-24,3.458
2023-11-25,3.458
2023-11-26,3.456
2023-11-27,3.43
2023-11-28,3.417
2023-11-29,3.43
2023-11-30,3.43
2023-12-01,3.43
2023-12-02,3.43
2023-12-03,3.432
2023-12-04,3.432
2023-12-05,3.419
2023-12-06,3.409
2023-12-07,3.402
2023-12-08,3.402
2023-12-09,3.402
2023-12-10,3.402
2023-12-11,3.445
2023-12-12,3.468
2023-12-13,3.47
2023-12-14,3.47
2023-12-15,3.47
2023-12-16,3.47
2023-12-17,3.47
2023-12-18,3.418
2023-12-19,3.41
2023-12-20,3.41
2023-12-21,3.382
2023-12-22,3.359
2023-12-23,3.359
2023-12-24,3.359
2023-12-25,3.359
2023-12-26,3.359
2023-12-27,3.359
2023-12-28,3.359
2023-12-29,3.359
2023-12-30,3.359
2023-12-31,3.359
2024-01-01,3.359
2024-01-02,3.34
2024-01-03,3.34
2024-01-04,3.3
2024-01-05,3.3
2024-01-06,3.3
2024-01-07,3.291
2024-01-08,3.243
2024-01-09,3.243
2024-01-10,3.243
2024-01-11,3.243
2024-01-12,3.221
2024-01-13,3.221
2024-01-14,3.221
2024-01-15,3.242
2024-01-16,3.236
2024-01-17,3.236
2024-01-18,3.203
2024-01-19,3.208
2024-01-20,3.208
2024-01-21,3.206
2024-01-22,3.135
2024-01-23,3.15
2024-01-24,3.154
2024-01-25,3.154
2024-01-26,3.119
2024-01-27,3.119
2024-01-28,3.119
2024-01-29,2.986
2024-01-30,2.968
2024-01-31,2.968
2024-02-01,2.968
2024-02-02,3.101
2024-02-03,3.101
2024-02-04,3.101
2024-02-05,3.101
2024-02-06,3.098
2024-02-07,3.078
2024-02-08,3.068
2024-02-09,3.057
2024-02-10,3.057
2024-02-11,3.048
2024-02-12,3.057
2024-02-13,3.057
2024-02-14,3.057
2024-02-15,3.057
2024-02-16,3.057
2024-02-17,3.057
2024-02-18,3.057
2024-02-19,3.057
2024-02-20,3.057
2024-02-21,3.057
2024-02-22,2.984
2024-02-23,2.938
2024-02-24,2.938
2024-02-25,2.932
2024-02-26,2.922
2024-02-27,2.917
2024-02-28,2.917
2024-02-29,2.917
2024-03-01,2.908
2024-03-02,2.908
2024-03-03,2.908
2024-03-04,2.894
2024-03-05,2.894
2024-03-06,2.938
2024-03-07,2.94
2024-03-08,2.94
2024-03-09,2.94
2024-03-10,2.94
2024-03-11,2.931
2024-03-12,2.929
2024-03-13,2.929
2024-03-14,2.93
2024-03-15,2.93
2024-03-16,2.93
2024-03-17,2.961
2024-03-18,2.988
2024-03-19,3.024
2024-03-20,3.043
2024-03-21,3.041
2024-03-22,3.041
2024-03-23,3.041
2024-03-24,3.041
2024-03-25,3.041
2024-03-26,3.041
2024-03-27,3.041
2024-03-28,3.022
2024-03-29,3.022
2024-03-30,3.022
2024-03-31,3.022
2024-04-01,3.022
2024-04-02,3.022
2024-04-03,3.034
2024-04-04,3.041
2024-04-05,3.029
2024-04-06,3.029
2024-04-07,3.029
2024-04-08,3.029
2024-04-09,3.048
2024-04-10,3.028
2024-04-11,3.017
2024-04-12,3.02
2024-04-13,3.02
2024-04-14,3.016
2024-04-15,2.996
2024-04-16,2.968
2024-04-17,2.929
2024-04-18,2.925
2024-04-19,2.925
2024-04-20,2.925
2024-04-21,2.928
2024-04-22,2.928
2024-04-23,2.92
2024-04-24,2.92
2024-04-25,2.92
2024-04-26,2.92
2024-04-27,2.92
2024-04-28,2.92
2024-04-29,2.923
2024-04-30,2.923
2024-05-01,2.923
