,ALXN US Equity
2019-08-26,12.926
2019-08-27,12.926
2019-08-28,12.926
2019-08-29,12.926
2019-08-30,12.926
2019-08-31,12.926
2019-09-01,12.926
2019-09-02,12.926
2019-09-03,12.912
2019-09-04,12.912
2019-09-05,12.904
2019-09-06,12.904
2019-09-07,12.904
2019-09-08,12.904
2019-09-09,12.904
2019-09-10,12.904
2019-09-11,12.841
2019-09-12,12.841
2019-09-13,12.841
2019-09-14,12.841
2019-09-15,12.841
2019-09-16,12.841
2019-09-17,12.841
2019-09-18,12.841
2019-09-19,12.841
2019-09-20,12.841
2019-09-21,12.841
2019-09-22,12.841
2019-09-23,12.841
2019-09-24,12.841
2019-09-25,12.841
2019-09-26,12.841
2019-09-27,12.841
2019-09-28,12.841
2019-09-29,12.841
2019-09-30,12.841
2019-10-01,12.841
2019-10-02,12.841
2019-10-03,12.841
2019-10-04,12.841
2019-10-05,12.841
2019-10-06,12.841
2019-10-07,12.841
2019-10-08,12.841
2019-10-09,12.841
2019-10-10,12.841
2019-10-11,12.842
2019-10-12,12.842
2019-10-13,12.842
2019-10-14,12.844
2019-10-15,12.844
2019-10-16,12.826
2019-10-17,12.819
2019-10-18,12.819
2019-10-19,12.819
2019-10-20,12.819
2019-10-21,12.819
2019-10-22,12.819
2019-10-23,13.054
2019-10-24,13.101
2019-10-25,13.101
2019-10-26,13.101
2019-10-27,13.101
2019-10-28,13.101
2019-10-29,13.101
2019-10-30,13.101
2019-10-31,13.101
2019-11-01,13.101
2019-11-02,13.101
2019-11-03,13.101
2019-11-04,13.101
2019-11-05,13.101
2019-11-06,13.059
2019-11-07,13.059
2019-11-08,13.059
2019-11-09,13.059
2019-11-10,13.059
2019-11-11,13.101
2019-11-12,13.101
2019-11-13,13.101
2019-11-14,13.101
2019-11-15,13.101
2019-11-16,13.101
2019-11-17,13.101
2019-11-18,13.101
2019-11-19,13.101
2019-11-20,13.101
2019-11-21,13.101
2019-11-22,13.101
2019-11-23,13.101
2019-11-24,13.101
2019-11-25,13.101
2019-11-26,13.101
2019-11-27,13.101
2019-11-28,13.101
2019-11-29,13.101
2019-11-30,13.101
2019-12-01,13.101
2019-12-02,13.101
2019-12-03,13.101
2019-12-04,13.101
2019-12-05,13.101
2019-12-06,13.101
2019-12-07,13.101
2019-12-08,13.101
2019-12-09,13.101
2019-12-10,13.101
2019-12-11,13.101
2019-12-12,13.098
2019-12-13,13.098
2019-12-14,13.098
2019-12-15,13.098
2019-12-16,13.098
2019-12-17,13.098
2019-12-18,13.098
2019-12-19,13.098
2019-12-20,13.098
2019-12-21,13.098
2019-12-22,13.098
2019-12-23,13.098
2019-12-24,13.098
2019-12-25,13.098
2019-12-26,13.098
2019-12-27,13.098
2019-12-28,13.098
2019-12-29,13.098
2019-12-30,13.098
2019-12-31,13.098
2020-01-01,13.098
2020-01-02,13.098
2020-01-03,13.098
2020-01-04,13.098
2020-01-05,13.098
2020-01-06,13.098
2020-01-07,13.075
2020-01-08,13.075
2020-01-09,13.075
2020-01-10,13.075
2020-01-11,13.075
2020-01-12,13.075
2020-01-13,13.075
2020-01-14,13.075
2020-01-15,13.101
2020-01-16,13.101
2020-01-17,13.101
2020-01-18,13.101
2020-01-19,13.101
2020-01-20,13.101
2020-01-21,13.101
2020-01-22,13.101
2020-01-23,13.116
2020-01-24,13.116
2020-01-25,13.116
2020-01-26,13.116
2020-01-27,13.116
2020-01-28,13.116
2020-01-29,13.116
2020-01-30,12.901
2020-01-31,12.744
2020-02-01,12.744
2020-02-02,12.744
2020-02-03,12.744
2020-02-04,12.744
2020-02-05,12.744
2020-02-06,12.744
2020-02-07,12.744
2020-02-08,12.744
2020-02-09,12.744
2020-02-10,12.672
2020-02-11,12.672
2020-02-12,12.672
2020-02-13,12.672
2020-02-14,12.672
2020-02-15,12.672
2020-02-16,12.672
2020-02-17,12.672
2020-02-18,12.672
2020-02-19,12.672
2020-02-20,12.672
2020-02-21,12.672
2020-02-22,12.672
2020-02-23,12.672
2020-02-24,12.672
2020-02-25,12.672
2020-02-26,12.672
2020-02-27,12.672
2020-02-28,12.672
2020-02-29,12.672
2020-03-01,12.672
2020-03-02,12.672
2020-03-03,12.672
2020-03-04,12.672
2020-03-05,12.672
2020-03-06,12.672
2020-03-07,12.672
2020-03-08,12.672
2020-03-09,12.672
2020-03-10,12.672
2020-03-11,12.672
2020-03-12,12.672
2020-03-13,12.672
2020-03-14,12.672
2020-03-15,12.672
2020-03-16,12.672
2020-03-17,12.644
2020-03-18,12.644
2020-03-19,12.644
2020-03-20,12.644
2020-03-21,12.644
2020-03-22,12.644
2020-03-23,12.644
2020-03-24,12.644
2020-03-25,12.644
2020-03-26,12.644
2020-03-27,12.644
2020-03-28,12.644
2020-03-29,12.644
2020-03-30,12.644
2020-03-31,12.644
2020-04-01,12.644
2020-04-02,12.644
2020-04-03,12.644
2020-04-04,12.644
2020-04-05,12.644
2020-04-06,12.644
2020-04-07,12.644
2020-04-08,12.644
2020-04-09,12.644
2020-04-10,12.644
2020-04-11,12.644
2020-04-12,12.644
2020-04-13,12.629
2020-04-14,12.629
2020-04-15,12.624
2020-04-16,12.624
2020-04-17,12.631
2020-04-18,12.631
2020-04-19,12.631
2020-04-20,12.611
2020-04-21,12.611
2020-04-22,12.611
2020-04-23,12.611
2020-04-24,12.611
2020-04-25,12.611
2020-04-26,12.611
2020-04-27,12.611
2020-04-28,12.611
2020-04-29,12.611
2020-04-30,12.611
2020-05-01,12.611
2020-05-02,12.611
2020-05-03,12.611
2020-05-04,12.611
2020-05-05,12.583
2020-05-06,12.559
2020-05-07,12.442
2020-05-08,12.442
2020-05-09,12.442
2020-05-10,12.442
2020-05-11,12.457
2020-05-12,12.457
2020-05-13,12.457
2020-05-14,12.457
2020-05-15,12.457
2020-05-16,12.457
2020-05-17,12.457
2020-05-18,12.457
2020-05-19,12.457
2020-05-20,12.457
2020-05-21,12.457
2020-05-22,12.457
2020-05-23,12.457
2020-05-24,12.457
2020-05-25,12.457
2020-05-26,12.457
2020-05-27,12.457
2020-05-28,12.352
2020-05-29,12.352
2020-05-30,12.352
2020-05-31,12.352
2020-06-01,12.352
2020-06-02,12.255
2020-06-03,12.255
2020-06-04,12.255
2020-06-05,12.255
2020-06-06,12.255
2020-06-07,12.255
2020-06-08,12.255
2020-06-09,12.255
2020-06-10,12.255
2020-06-11,12.255
2020-06-12,12.255
2020-06-13,12.255
2020-06-14,12.255
2020-06-15,12.255
2020-06-16,12.255
2020-06-17,12.255
2020-06-18,12.255
2020-06-19,12.255
2020-06-20,12.255
2020-06-21,12.255
2020-06-22,12.255
2020-06-23,12.255
2020-06-24,12.255
2020-06-25,12.255
2020-06-26,12.255
2020-06-27,12.255
2020-06-28,12.255
2020-06-29,12.255
2020-06-30,12.255
2020-07-01,12.255
2020-07-02,12.255
2020-07-03,12.255
2020-07-04,12.255
2020-07-05,12.255
2020-07-06,12.255
2020-07-07,12.255
2020-07-08,12.255
2020-07-09,12.255
2020-07-10,12.255
2020-07-11,12.255
2020-07-12,12.255
2020-07-13,12.274
2020-07-14,12.294
2020-07-15,12.294
2020-07-16,12.294
2020-07-17,12.294
2020-07-18,12.294
2020-07-19,12.294
2020-07-20,12.294
2020-07-21,12.294
2020-07-22,12.294
2020-07-23,12.294
2020-07-24,12.299
2020-07-25,12.299
2020-07-26,12.299
2020-07-27,12.299
2020-07-28,12.299
2020-07-29,12.299
2020-07-30,12.815
2020-07-31,13.091
2020-08-01,13.091
2020-08-02,13.091
2020-08-03,13.091
2020-08-04,13.091
2020-08-05,13.091
2020-08-06,13.091
2020-08-07,13.091
2020-08-08,13.091
2020-08-09,13.091
2020-08-10,13.061
2020-08-11,13.061
2020-08-12,13.061
2020-08-13,13.061
2020-08-14,13.061
2020-08-15,13.061
2020-08-16,13.061
2020-08-17,13.061
2020-08-18,13.061
2020-08-19,13.061
2020-08-20,13.061
2020-08-21,13.061
2020-08-22,13.061
2020-08-23,13.061
2020-08-24,13.061
2020-08-25,13.061
2020-08-26,13.061
2020-08-27,13.061
2020-08-28,13.061
2020-08-29,13.061
2020-08-30,13.061
2020-08-31,13.212
2020-09-01,13.212
2020-09-02,13.271
2020-09-03,13.271
2020-09-04,13.271
2020-09-05,13.271
2020-09-06,13.271
2020-09-07,13.271
2020-09-08,13.271
2020-09-09,13.271
2020-09-10,13.271
2020-09-11,13.271
2020-09-12,13.271
2020-09-13,13.271
2020-09-14,13.271
2020-09-15,13.271
2020-09-16,13.271
2020-09-17,13.271
2020-09-18,13.271
2020-09-19,13.271
2020-09-20,13.271
2020-09-21,13.271
2020-09-22,13.271
2020-09-23,13.271
2020-09-24,13.271
2020-09-25,13.271
2020-09-26,13.271
2020-09-27,13.271
2020-09-28,13.271
2020-09-29,13.271
2020-09-30,13.271
2020-10-01,13.271
2020-10-02,13.271
2020-10-03,13.271
2020-10-04,13.271
2020-10-05,13.271
2020-10-06,13.364
2020-10-07,13.424
2020-10-08,13.424
2020-10-09,13.424
2020-10-10,13.424
2020-10-11,13.424
2020-10-12,13.424
2020-10-13,13.426
2020-10-14,13.426
2020-10-15,13.426
2020-10-16,13.426
2020-10-17,13.426
2020-10-18,13.426
2020-10-19,13.424
2020-10-20,13.424
2020-10-21,13.424
2020-10-22,13.424
2020-10-23,13.424
2020-10-24,13.424
2020-10-25,13.424
2020-10-26,13.424
2020-10-27,13.424
2020-10-28,13.455
2020-10-29,13.638
2020-10-30,13.861
2020-10-31,13.956
2020-11-01,13.956
2020-11-02,13.956
2020-11-03,13.956
2020-11-04,13.956
2020-11-05,13.964
2020-11-06,13.964
2020-11-07,13.964
2020-11-08,13.964
2020-11-09,13.964
2020-11-10,13.964
2020-11-11,13.964
2020-11-12,13.964
2020-11-13,13.964
2020-11-14,13.964
2020-11-15,13.964
2020-11-16,13.964
2020-11-17,13.964
2020-11-18,13.964
2020-11-19,14.025
2020-11-20,14.025
2020-11-21,14.025
2020-11-22,14.025
2020-11-23,14.025
2020-11-24,14.025
2020-11-25,14.025
2020-11-26,14.025
2020-11-27,14.025
2020-11-28,14.025
2020-11-29,14.025
2020-11-30,14.025
2020-12-01,14.025
2020-12-02,14.025
2020-12-03,14.025
2020-12-04,14.025
2020-12-05,14.025
2020-12-06,14.025
2020-12-07,14.025
2020-12-08,14.025
2020-12-09,14.025
2020-12-10,14.025
2020-12-11,14.025
2020-12-12,14.025
2020-12-13,14.076
2020-12-14,14.266
2020-12-15,14.268
2020-12-16,14.268
2020-12-17,14.268
2020-12-18,14.268
2020-12-19,14.268
2020-12-20,14.268
2020-12-21,14.268
2020-12-22,14.268
2020-12-23,14.268
2020-12-24,14.268
2020-12-25,14.268
2020-12-26,14.268
2020-12-27,14.268
2020-12-28,14.268
2020-12-29,14.268
2020-12-30,14.268
2020-12-31,14.268
2021-01-01,14.268
2021-01-02,14.268
2021-01-03,14.268
2021-01-04,14.268
2021-01-05,14.375
2021-01-06,14.375
2021-01-07,14.375
2021-01-08,14.375
2021-01-09,14.375
2021-01-10,14.375
2021-01-11,14.375
2021-01-12,14.386
2021-01-13,14.386
2021-01-14,14.386
2021-01-15,14.386
2021-01-16,14.386
2021-01-17,14.386
2021-01-18,14.386
2021-01-19,14.396
2021-01-20,14.396
2021-01-21,14.396
2021-01-22,14.396
2021-01-23,14.396
2021-01-24,14.396
2021-01-25,14.396
2021-01-26,14.396
2021-01-27,14.396
2021-01-28,14.396
2021-01-29,14.396
2021-01-30,14.396
2021-01-31,14.396
2021-02-01,14.395
2021-02-02,14.395
2021-02-03,14.429
2021-02-04,14.368
2021-02-05,14.372
2021-02-06,14.372
2021-02-07,14.372
2021-02-08,14.372
2021-02-09,14.372
2021-02-10,14.372
2021-02-11,14.372
2021-02-12,14.372
2021-02-13,14.372
2021-02-14,14.372
2021-02-15,14.372
2021-02-16,14.372
2021-02-17,14.372
2021-02-18,14.441
2021-02-19,14.454
2021-02-20,14.454
2021-02-21,14.454
2021-02-22,14.454
2021-02-23,14.454
2021-02-24,14.454
2021-02-25,14.454
2021-02-26,14.454
2021-02-27,14.454
2021-02-28,14.454
2021-03-01,14.454
2021-03-02,14.454
2021-03-03,14.454
2021-03-04,14.454
2021-03-05,14.454
2021-03-06,14.454
2021-03-07,14.454
2021-03-08,14.454
2021-03-09,14.454
2021-03-10,14.454
2021-03-11,14.454
2021-03-12,14.49
2021-03-13,14.49
2021-03-14,14.49
2021-03-15,14.49
2021-03-16,14.49
2021-03-17,14.49
2021-03-18,14.49
2021-03-19,14.49
2021-03-20,14.49
2021-03-21,14.49
2021-03-22,14.49
2021-03-23,14.1
2021-03-24,14.1
2021-03-25,14.1
2021-03-26,14.1
2021-03-27,14.1
2021-03-28,14.1
2021-03-29,14.1
2021-03-30,14.1
2021-03-31,14.1
2021-04-01,14.1
2021-04-02,14.1
2021-04-03,14.1
2021-04-04,14.1
2021-04-05,14.1
2021-04-06,14.1
2021-04-07,14.1
2021-04-08,14.1
2021-04-09,13.928
2021-04-10,13.928
2021-04-11,13.928
2021-04-12,13.928
2021-04-13,13.928
2021-04-14,13.928
2021-04-15,13.928
2021-04-16,14.125
2021-04-17,14.125
2021-04-18,14.125
2021-04-19,14.125
2021-04-20,14.125
2021-04-21,14.125
2021-04-22,14.125
2021-04-23,13.942
2021-04-24,13.942
2021-04-25,13.942
2021-04-26,13.942
2021-04-27,13.942
2021-04-28,13.942
2021-04-29,13.942
2021-04-30,13.968
2021-05-01,13.968
2021-05-02,13.968
2021-05-03,14.058
2021-05-04,14.267
2021-05-05,14.267
2021-05-06,14.267
2021-05-07,14.267
2021-05-08,14.267
2021-05-09,14.267
2021-05-10,14.267
2021-05-11,14.267
2021-05-12,14.258
2021-05-13,14.258
2021-05-14,14.258
2021-05-15,14.258
2021-05-16,14.258
2021-05-17,14.258
2021-05-18,14.258
2021-05-19,14.258
2021-05-20,14.207
2021-05-21,14.207
2021-05-22,14.207
2021-05-23,14.207
2021-05-24,14.207
2021-05-25,14.207
2021-05-26,14.207
2021-05-27,14.207
2021-05-28,14.173
2021-05-29,14.173
2021-05-30,14.173
2021-05-31,14.173
2021-06-01,14.173
2021-06-02,14.173
2021-06-03,14.173
2021-06-04,14.173
2021-06-05,14.173
2021-06-06,14.173
2021-06-07,14.173
2021-06-08,14.173
2021-06-09,14.173
2021-06-10,14.173
2021-06-11,14.173
2021-06-12,14.173
2021-06-13,14.173
2021-06-14,14.173
2021-06-15,14.173
2021-06-16,14.173
2021-06-17,14.173
2021-06-18,14.173
2021-06-19,14.173
2021-06-20,14.173
2021-06-21,14.173
2021-06-22,14.173
2021-06-23,14.173
2021-06-24,14.173
2021-06-25,14.173
2021-06-26,14.173
2021-06-27,14.173
2021-06-28,14.173
2021-06-29,14.173
2021-06-30,14.173
2021-07-01,14.173
2021-07-02,14.173
2021-07-03,14.173
2021-07-04,14.173
2021-07-05,14.173
2021-07-06,14.173
2021-07-07,14.173
2021-07-08,14.173
2021-07-09,14.204
2021-07-10,14.204
2021-07-11,14.204
2021-07-12,14.204
2021-07-13,14.204
2021-07-14,14.204
2021-07-15,14.204
2021-07-16,14.24
2021-07-17,14.24
2021-07-18,14.24
2021-07-19,14.24
2021-07-20,14.24
2021-07-21,14.326
2021-07-22,14.326
2021-07-23,14.454
2021-07-24,14.454
2021-07-25,14.454
2021-07-26,14.454
2021-07-27,14.454
2021-07-28,14.454
2021-07-29,14.454
2021-07-30,14.454
2021-07-31,14.454
2021-08-01,14.454
2021-08-02,14.454
2021-08-03,14.454
2021-08-04,14.454
2021-08-05,14.454
2021-08-06,14.454
2021-08-07,14.454
2021-08-08,14.454
2021-08-09,14.454
2021-08-10,14.454
2021-08-11,14.454
2021-08-12,14.454
2021-08-13,14.454
2021-08-14,14.454
2021-08-15,14.454
2021-08-16,14.454
2021-08-17,14.454
2021-08-18,14.454
2021-08-19,14.454
2021-08-20,14.454
2021-08-21,14.454
2021-08-22,14.454
2021-08-23,14.454
2021-08-24,14.454
2021-08-25,14.454
2021-08-26,14.454
2021-08-27,14.454
2021-08-28,14.454
2021-08-29,14.454
2021-08-30,14.454
2021-08-31,14.454
2021-09-01,14.454
2021-09-02,14.454
2021-09-03,14.454
2021-09-04,14.454
2021-09-05,14.454
2021-09-06,14.454
2021-09-07,14.454
2021-09-08,14.454
2021-09-09,14.454
2021-09-10,14.454
2021-09-11,14.454
2021-09-12,14.454
2021-09-13,14.454
2021-09-14,14.454
2021-09-15,14.454
2021-09-16,14.454
2021-09-17,14.454
2021-09-18,14.454
2021-09-19,14.454
2021-09-20,14.454
2021-09-21,14.454
2021-09-22,14.454
2021-09-23,14.454
2021-09-24,14.454
2021-09-25,14.454
2021-09-26,14.454
2021-09-27,14.454
2021-09-28,14.454
2021-09-29,14.454
2021-09-30,14.454
2021-10-01,14.454
2021-10-02,14.454
2021-10-03,14.454
2021-10-04,14.454
2021-10-05,14.454
2021-10-06,14.454
2021-10-07,14.454
2021-10-08,14.454
2021-10-09,14.454
2021-10-10,14.454
2021-10-11,14.454
2021-10-12,14.454
2021-10-13,14.454
2021-10-14,14.454
2021-10-15,14.454
2021-10-16,14.454
2021-10-17,14.454
2021-10-18,14.454
2021-10-19,14.454
2021-10-20,14.454
2021-10-21,14.454
2021-10-22,14.454
2021-10-23,14.454
2021-10-24,14.454
2021-10-25,14.454
2021-10-26,14.454
2021-10-27,14.454
2021-10-28,14.454
2021-10-29,14.454
2021-10-30,14.454
2021-10-31,14.454
2021-11-01,14.454
2021-11-02,14.454
2021-11-03,14.454
2021-11-04,14.454
2021-11-05,14.454
2021-11-06,14.454
2021-11-07,14.454
2021-11-08,14.454
2021-11-09,14.454
2021-11-10,14.454
2021-11-11,14.454
2021-11-12,14.454
2021-11-13,14.454
2021-11-14,14.454
2021-11-15,14.454
2021-11-16,14.454
2021-11-17,14.454
2021-11-18,14.454
2021-11-19,14.454
2021-11-20,14.454
2021-11-21,14.454
2021-11-22,14.454
2021-11-23,14.454
2021-11-24,14.454
2021-11-25,14.454
2021-11-26,14.454
2021-11-27,14.454
2021-11-28,14.454
2021-11-29,14.454
2021-11-30,14.454
2021-12-01,14.454
2021-12-02,14.454
2021-12-03,14.454
2021-12-04,14.454
2021-12-05,14.454
2021-12-06,14.454
2021-12-07,14.454
2021-12-08,14.454
2021-12-09,14.454
2021-12-10,14.454
2021-12-11,14.454
2021-12-12,14.454
2021-12-13,14.454
2021-12-14,14.454
2021-12-15,14.454
2021-12-16,14.454
2021-12-17,14.454
2021-12-18,14.454
2021-12-19,14.454
2021-12-20,14.454
2021-12-21,14.454
2021-12-22,14.454
2021-12-23,14.454
2021-12-24,14.454
2021-12-25,14.454
2021-12-26,14.454
2021-12-27,14.454
2021-12-28,14.454
2021-12-29,14.454
2021-12-30,14.454
2021-12-31,14.454
2022-01-01,14.454
2022-01-02,14.454
2022-01-03,14.454
2022-01-04,14.454
2022-01-05,14.454
2022-01-06,14.454
2022-01-07,14.454
2022-01-08,14.454
2022-01-09,14.454
2022-01-10,14.454
2022-01-11,14.454
2022-01-12,14.454
2022-01-13,14.454
2022-01-14,14.454
2022-01-15,14.454
2022-01-16,14.454
2022-01-17,14.454
2022-01-18,14.454
2022-01-19,14.454
2022-01-20,14.454
2022-01-21,14.454
2022-01-22,14.454
2022-01-23,14.454
2022-01-24,14.454
2022-01-25,14.454
2022-01-26,14.454
2022-01-27,14.454
2022-01-28,14.454
2022-01-29,14.454
2022-01-30,14.454
2022-01-31,14.454
2022-02-01,14.454
2022-02-02,14.454
2022-02-03,14.454
2022-02-04,14.454
2022-02-05,14.454
2022-02-06,14.454
2022-02-07,14.454
2022-02-08,14.454
2022-02-09,14.454
2022-02-10,14.454
2022-02-11,14.454
2022-02-12,14.454
2022-02-13,14.454
2022-02-14,14.454
2022-02-15,14.454
2022-02-16,14.454
2022-02-17,14.454
2022-02-18,14.454
2022-02-19,14.454
2022-02-20,14.454
2022-02-21,14.454
2022-02-22,14.454
2022-02-23,14.454
2022-02-24,14.454
2022-02-25,14.454
2022-02-26,14.454
2022-02-27,14.454
2022-02-28,14.454
2022-03-01,14.454
2022-03-02,14.454
2022-03-03,14.454
2022-03-04,14.454
2022-03-05,14.454
2022-03-06,14.454
2022-03-07,14.454
2022-03-08,14.454
2022-03-09,14.454
2022-03-10,14.454
2022-03-11,14.454
2022-03-12,14.454
2022-03-13,14.454
2022-03-14,14.454
2022-03-15,14.454
2022-03-16,14.454
2022-03-17,14.454
2022-03-18,14.454
2022-03-19,14.454
2022-03-20,14.454
2022-03-21,14.454
2022-03-22,14.454
2022-03-23,14.454
2022-03-24,14.454
2022-03-25,14.454
2022-03-26,14.454
2022-03-27,14.454
2022-03-28,14.454
2022-03-29,14.454
2022-03-30,14.454
2022-03-31,14.454
2022-04-01,14.454
2022-04-02,14.454
2022-04-03,14.454
2022-04-04,14.454
2022-04-05,14.454
2022-04-06,14.454
2022-04-07,14.454
2022-04-08,14.454
2022-04-09,14.454
2022-04-10,14.454
2022-04-11,14.454
2022-04-12,14.454
2022-04-13,14.454
2022-04-14,14.454
2022-04-15,14.454
2022-04-16,14.454
2022-04-17,14.454
2022-04-18,14.454
2022-04-19,14.454
2022-04-20,14.454
2022-04-21,14.454
2022-04-22,14.454
2022-04-23,14.454
2022-04-24,14.454
2022-04-25,14.454
2022-04-26,14.454
2022-04-27,14.454
2022-04-28,14.454
2022-04-29,14.454
2022-04-30,14.454
2022-05-01,14.454
2022-05-02,14.454
2022-05-03,14.454
2022-05-04,14.454
2022-05-05,14.454
2022-05-06,14.454
2022-05-07,14.454
2022-05-08,14.454
2022-05-09,14.454
2022-05-10,14.454
2022-05-11,14.454
2022-05-12,14.454
2022-05-13,14.454
2022-05-14,14.454
2022-05-15,14.454
2022-05-16,14.454
2022-05-17,14.454
2022-05-18,14.454
2022-05-19,14.454
2022-05-20,14.454
2022-05-21,14.454
2022-05-22,14.454
2022-05-23,14.454
2022-05-24,14.454
2022-05-25,14.454
2022-05-26,14.454
2022-05-27,14.454
2022-05-28,14.454
2022-05-29,14.454
2022-05-30,14.454
2022-05-31,14.454
2022-06-01,14.454
2022-06-02,14.454
2022-06-03,14.454
2022-06-04,14.454
2022-06-05,14.454
2022-06-06,14.454
2022-06-07,14.454
2022-06-08,14.454
2022-06-09,14.454
2022-06-10,14.454
2022-06-11,14.454
2022-06-12,14.454
2022-06-13,14.454
2022-06-14,14.454
2022-06-15,14.454
2022-06-16,14.454
2022-06-17,14.454
2022-06-18,14.454
2022-06-19,14.454
2022-06-20,14.454
2022-06-21,14.454
2022-06-22,14.454
