,GRA US Equity
2019-08-26,6.35
2019-08-27,6.35
2019-08-28,6.35
2019-08-29,6.35
2019-08-30,6.35
2019-08-31,6.35
2019-09-01,6.35
2019-09-02,6.35
2019-09-03,6.35
2019-09-04,6.35
2019-09-05,6.35
2019-09-06,6.35
2019-09-07,6.35
2019-09-08,6.35
2019-09-09,6.35
2019-09-10,6.35
2019-09-11,6.35
2019-09-12,6.35
2019-09-13,6.35
2019-09-14,6.35
2019-09-15,6.35
2019-09-16,6.35
2019-09-17,6.35
2019-09-18,6.35
2019-09-19,6.35
2019-09-20,6.35
2019-09-21,6.35
2019-09-22,6.35
2019-09-23,6.35
2019-09-24,6.35
2019-09-25,6.35
2019-09-26,6.35
2019-09-27,6.35
2019-09-28,6.35
2019-09-29,6.35
2019-09-30,6.35
2019-10-01,6.35
2019-10-02,6.35
2019-10-03,6.35
2019-10-04,6.35
2019-10-05,6.35
2019-10-06,6.35
2019-10-07,6.35
2019-10-08,6.35
2019-10-09,6.35
2019-10-10,6.35
2019-10-11,6.35
2019-10-12,6.35
2019-10-13,6.35
2019-10-14,6.35
2019-10-15,6.35
2019-10-16,6.35
2019-10-17,6.35
2019-10-18,6.35
2019-10-19,6.35
2019-10-20,6.35
2019-10-21,6.35
2019-10-22,6.35
2019-10-23,6.35
2019-10-24,6.35
2019-10-25,5.7
2019-10-26,5.7
2019-10-27,5.7
2019-10-28,5.7
2019-10-29,5.7
2019-10-30,5.7
2019-10-31,5.7
2019-11-01,5.7
2019-11-02,5.7
2019-11-03,5.7
2019-11-04,5.7
2019-11-05,5.7
2019-11-06,5.7
2019-11-07,5.7
2019-11-08,5.7
2019-11-09,5.7
2019-11-10,5.7
2019-11-11,5.7
2019-11-12,5.7
2019-11-13,5.7
2019-11-14,5.7
2019-11-15,5.7
2019-11-16,5.7
2019-11-17,5.7
2019-11-18,5.7
2019-11-19,5.7
2019-11-20,5.7
2019-11-21,5.7
2019-11-22,5.7
2019-11-23,5.7
2019-11-24,5.7
2019-11-25,5.7
2019-11-26,5.7
2019-11-27,5.7
2019-11-28,5.7
2019-11-29,5.7
2019-11-30,5.7
2019-12-01,5.7
2019-12-02,5.7
2019-12-03,5.7
2019-12-04,5.7
2019-12-05,5.7
2019-12-06,5.7
2019-12-07,5.7
2019-12-08,5.7
2019-12-09,5.7
2019-12-10,5.7
2019-12-11,5.7
2019-12-12,5.7
2019-12-13,5.7
2019-12-14,5.7
2019-12-15,5.7
2019-12-16,5.7
2019-12-17,5.7
2019-12-18,5.7
2019-12-19,5.7
2019-12-20,5.7
2019-12-21,5.7
2019-12-22,5.7
2019-12-23,5.7
2019-12-24,5.7
2019-12-25,5.7
2019-12-26,5.7
2019-12-27,5.7
2019-12-28,5.7
2019-12-29,5.7
2019-12-30,5.7
2019-12-31,5.7
2020-01-01,5.7
2020-01-02,5.7
2020-01-03,5.7
2020-01-04,5.7
2020-01-05,5.7
2020-01-06,5.9
2020-01-07,5.9
2020-01-08,5.9
2020-01-09,5.9
2020-01-10,5.9
2020-01-11,5.9
2020-01-12,5.9
2020-01-13,5.9
2020-01-14,5.9
2020-01-15,5.9
2020-01-16,5.9
2020-01-17,5.9
2020-01-18,5.9
2020-01-19,5.9
2020-01-20,5.9
2020-01-21,5.9
2020-01-22,5.9
2020-01-23,5.9
2020-01-24,5.9
2020-01-25,5.9
2020-01-26,5.9
2020-01-27,5.9
2020-01-28,5.9
2020-01-29,5.9
2020-01-30,5.9
2020-01-31,5.9
2020-02-01,5.9
2020-02-02,5.9
2020-02-03,5.9
2020-02-04,6.0
2020-02-05,5.933
2020-02-06,5.933
2020-02-07,5.84
2020-02-08,5.84
2020-02-09,5.84
2020-02-10,5.84
2020-02-11,5.84
2020-02-12,5.84
2020-02-13,5.743
2020-02-14,5.743
2020-02-15,5.743
2020-02-16,5.743
2020-02-17,5.743
2020-02-18,5.743
2020-02-19,5.743
2020-02-20,5.743
2020-02-21,5.743
2020-02-22,5.743
2020-02-23,5.743
2020-02-24,5.743
2020-02-25,5.743
2020-02-26,5.743
2020-02-27,5.743
2020-02-28,5.743
2020-02-29,5.743
2020-03-01,5.743
2020-03-02,5.743
2020-03-03,5.743
2020-03-04,5.743
2020-03-05,5.743
2020-03-06,5.743
2020-03-07,5.743
2020-03-08,5.743
2020-03-09,5.743
2020-03-10,5.743
2020-03-11,5.743
2020-03-12,5.743
2020-03-13,5.743
2020-03-14,5.743
2020-03-15,5.743
2020-03-16,5.743
2020-03-17,5.743
2020-03-18,5.743
2020-03-19,5.743
2020-03-20,5.743
2020-03-21,5.743
2020-03-22,5.743
2020-03-23,5.68
2020-03-24,5.68
2020-03-25,5.68
2020-03-26,5.68
2020-03-27,5.435
2020-03-28,5.435
2020-03-29,5.435
2020-03-30,5.342
2020-03-31,5.342
2020-04-01,5.342
2020-04-02,5.342
2020-04-03,5.342
2020-04-04,5.342
2020-04-05,5.342
2020-04-06,4.978
2020-04-07,4.978
2020-04-08,4.938
2020-04-09,4.938
2020-04-10,4.938
2020-04-11,4.938
2020-04-12,4.938
2020-04-13,4.938
2020-04-14,4.938
2020-04-15,4.938
2020-04-16,4.938
2020-04-17,4.938
2020-04-18,4.938
2020-04-19,4.938
2020-04-20,4.938
2020-04-21,4.938
2020-04-22,4.938
2020-04-23,4.938
2020-04-24,4.938
2020-04-25,4.938
2020-04-26,4.938
2020-04-27,4.938
2020-04-28,4.938
2020-04-29,4.938
2020-04-30,4.778
2020-05-01,4.678
2020-05-02,4.678
2020-05-03,4.678
2020-05-04,4.678
2020-05-05,4.678
2020-05-06,4.678
2020-05-07,4.678
2020-05-08,4.636
2020-05-09,4.636
2020-05-10,4.636
2020-05-11,4.636
2020-05-12,4.636
2020-05-13,4.594
2020-05-14,4.564
2020-05-15,4.564
2020-05-16,4.564
2020-05-17,4.564
2020-05-18,4.564
2020-05-19,4.564
2020-05-20,4.564
2020-05-21,4.564
2020-05-22,4.564
2020-05-23,4.564
2020-05-24,4.564
2020-05-25,4.564
2020-05-26,4.564
2020-05-27,4.564
2020-05-28,4.564
2020-05-29,4.564
2020-05-30,4.564
2020-05-31,4.564
2020-06-01,4.564
2020-06-02,4.564
2020-06-03,4.564
2020-06-04,4.564
2020-06-05,4.564
2020-06-06,4.564
2020-06-07,4.564
2020-06-08,4.564
2020-06-09,4.564
2020-06-10,4.564
2020-06-11,4.564
2020-06-12,4.564
2020-06-13,4.564
2020-06-14,4.564
2020-06-15,4.564
2020-06-16,4.564
2020-06-17,4.564
2020-06-18,4.564
2020-06-19,4.564
2020-06-20,4.564
2020-06-21,4.564
2020-06-22,4.564
2020-06-23,4.564
2020-06-24,4.564
2020-06-25,4.564
2020-06-26,4.564
2020-06-27,4.564
2020-06-28,4.564
2020-06-29,4.564
2020-06-30,4.564
2020-07-01,4.564
2020-07-02,4.564
2020-07-03,4.564
2020-07-04,4.564
2020-07-05,4.564
2020-07-06,4.564
2020-07-07,4.564
2020-07-08,4.564
2020-07-09,4.564
2020-07-10,4.564
2020-07-11,4.564
2020-07-12,4.564
2020-07-13,4.564
2020-07-14,4.564
2020-07-15,4.572
2020-07-16,4.572
2020-07-17,4.572
2020-07-18,4.572
2020-07-19,4.572
2020-07-20,4.572
2020-07-21,4.572
2020-07-22,4.572
2020-07-23,4.572
2020-07-24,4.572
2020-07-25,4.572
2020-07-26,4.572
2020-07-27,4.572
2020-07-28,4.572
2020-07-29,4.572
2020-07-30,4.546
2020-07-31,4.572
2020-08-01,4.572
2020-08-02,4.572
2020-08-03,4.572
2020-08-04,4.572
2020-08-05,4.586
2020-08-06,4.586
2020-08-07,4.568
2020-08-08,4.568
2020-08-09,4.568
2020-08-10,4.568
2020-08-11,4.568
2020-08-12,4.568
2020-08-13,4.568
2020-08-14,4.568
2020-08-15,4.568
2020-08-16,4.568
2020-08-17,4.568
2020-08-18,4.568
2020-08-19,4.568
2020-08-20,4.568
2020-08-21,4.568
2020-08-22,4.568
2020-08-23,4.568
2020-08-24,4.568
2020-08-25,4.568
2020-08-26,4.568
2020-08-27,4.568
2020-08-28,4.568
2020-08-29,4.568
2020-08-30,4.568
2020-08-31,4.568
2020-09-01,4.568
2020-09-02,4.568
2020-09-03,4.568
2020-09-04,4.568
2020-09-05,4.568
2020-09-06,4.568
2020-09-07,4.568
2020-09-08,4.568
2020-09-09,4.568
2020-09-10,4.568
2020-09-11,4.568
2020-09-12,4.568
2020-09-13,4.568
2020-09-14,4.568
2020-09-15,4.568
2020-09-16,4.568
2020-09-17,4.542
2020-09-18,4.542
2020-09-19,4.542
2020-09-20,4.542
2020-09-21,4.542
2020-09-22,4.542
2020-09-23,4.542
2020-09-24,4.542
2020-09-25,4.542
2020-09-26,4.542
2020-09-27,4.542
2020-09-28,4.542
2020-09-29,4.542
2020-09-30,4.542
2020-10-01,4.542
2020-10-02,4.542
2020-10-03,4.542
2020-10-04,4.542
2020-10-05,4.542
2020-10-06,4.512
2020-10-07,4.512
2020-10-08,4.512
2020-10-09,4.512
2020-10-10,4.512
2020-10-11,4.512
2020-10-12,4.512
2020-10-13,4.512
2020-10-14,4.512
2020-10-15,4.45
2020-10-16,4.45
2020-10-17,4.45
2020-10-18,4.45
2020-10-19,4.45
2020-10-20,4.45
2020-10-21,4.45
2020-10-22,4.462
2020-10-23,4.462
2020-10-24,4.462
2020-10-25,4.462
2020-10-26,4.462
2020-10-27,4.462
2020-10-28,4.376
2020-10-29,4.292
2020-10-30,4.323
2020-10-31,4.33
2020-11-01,4.33
2020-11-02,4.347
2020-11-03,4.347
2020-11-04,4.347
2020-11-05,4.347
2020-11-06,4.347
2020-11-07,4.347
2020-11-08,4.347
2020-11-09,4.344
2020-11-10,4.344
2020-11-11,4.344
2020-11-12,4.344
2020-11-13,4.344
2020-11-14,4.344
2020-11-15,4.344
2020-11-16,4.344
2020-11-17,4.344
2020-11-18,4.344
2020-11-19,4.344
2020-11-20,4.344
2020-11-21,4.344
2020-11-22,4.344
2020-11-23,4.344
2020-11-24,4.344
2020-11-25,4.344
2020-11-26,4.344
2020-11-27,4.344
2020-11-28,4.344
2020-11-29,4.344
2020-11-30,4.344
2020-12-01,4.344
2020-12-02,4.344
2020-12-03,4.344
2020-12-04,4.344
2020-12-05,4.344
2020-12-06,4.344
2020-12-07,4.344
2020-12-08,4.344
2020-12-09,4.344
2020-12-10,4.344
2020-12-11,4.344
2020-12-12,4.344
2020-12-13,4.344
2020-12-14,4.344
2020-12-15,4.344
2020-12-16,4.344
2020-12-17,4.344
2020-12-18,4.344
2020-12-19,4.344
2020-12-20,4.344
2020-12-21,4.344
2020-12-22,4.344
2020-12-23,4.344
2020-12-24,4.344
2020-12-25,4.344
2020-12-26,4.344
2020-12-27,4.344
2020-12-28,4.344
2020-12-29,4.344
2020-12-30,4.344
2020-12-31,4.344
2021-01-01,4.344
2021-01-02,4.344
2021-01-03,4.344
2021-01-04,4.344
2021-01-05,4.383
2021-01-06,4.383
2021-01-07,4.383
2021-01-08,4.383
2021-01-09,4.383
2021-01-10,4.383
2021-01-11,4.383
2021-01-12,4.383
2021-01-13,4.383
2021-01-14,4.383
2021-01-15,4.374
2021-01-16,4.374
2021-01-17,4.374
2021-01-18,4.374
2021-01-19,4.374
2021-01-20,4.374
2021-01-21,4.374
2021-01-22,4.374
2021-01-23,4.374
2021-01-24,4.374
2021-01-25,4.374
2021-01-26,4.374
2021-01-27,4.374
2021-01-28,4.374
2021-01-29,4.374
2021-01-30,4.374
2021-01-31,4.374
2021-02-01,4.374
2021-02-02,4.374
2021-02-03,4.374
2021-02-04,4.374
2021-02-05,4.374
2021-02-06,4.374
2021-02-07,4.374
2021-02-08,4.374
2021-02-09,4.45
2021-02-10,4.452
2021-02-11,4.411
2021-02-12,4.415
2021-02-13,4.415
2021-02-14,4.415
2021-02-15,4.415
2021-02-16,4.402
2021-02-17,4.402
2021-02-18,4.402
2021-02-19,4.393
2021-02-20,4.393
2021-02-21,4.393
2021-02-22,4.393
2021-02-23,4.393
2021-02-24,4.393
2021-02-25,4.402
2021-02-26,4.402
2021-02-27,4.402
2021-02-28,4.402
2021-03-01,4.402
2021-03-02,4.402
2021-03-03,4.402
2021-03-04,4.402
2021-03-05,4.402
2021-03-06,4.402
2021-03-07,4.402
2021-03-08,4.402
2021-03-09,4.402
2021-03-10,4.402
2021-03-11,4.402
2021-03-12,4.4
2021-03-13,4.4
2021-03-14,4.4
2021-03-15,4.4
2021-03-16,4.4
2021-03-17,4.4
2021-03-18,4.4
2021-03-19,4.4
2021-03-20,4.4
2021-03-21,4.4
2021-03-22,4.436
2021-03-23,4.436
2021-03-24,4.436
2021-03-25,4.436
2021-03-26,4.455
2021-03-27,4.455
2021-03-28,4.455
2021-03-29,4.455
2021-03-30,4.455
2021-03-31,4.455
2021-04-01,4.455
2021-04-02,4.455
2021-04-03,4.455
2021-04-04,4.455
2021-04-05,4.455
2021-04-06,4.474
2021-04-07,4.474
2021-04-08,4.474
2021-04-09,4.474
2021-04-10,4.474
2021-04-11,4.474
2021-04-12,4.469
2021-04-13,4.469
2021-04-14,4.469
2021-04-15,4.469
2021-04-16,4.469
2021-04-17,4.469
2021-04-18,4.469
2021-04-19,4.469
2021-04-20,4.469
2021-04-21,4.469
2021-04-22,4.469
2021-04-23,4.469
2021-04-24,4.469
2021-04-25,4.469
2021-04-26,4.421
2021-04-27,4.54
2021-04-28,4.54
2021-04-29,4.54
2021-04-30,4.54
2021-05-01,4.54
2021-05-02,4.54
2021-05-03,4.54
2021-05-04,4.54
2021-05-05,4.54
2021-05-06,4.54
2021-05-07,4.54
2021-05-08,4.54
2021-05-09,4.54
2021-05-10,4.54
2021-05-11,4.54
2021-05-12,4.54
2021-05-13,4.54
2021-05-14,4.503
2021-05-15,4.503
2021-05-16,4.503
2021-05-17,4.503
2021-05-18,4.503
2021-05-19,4.503
2021-05-20,4.503
2021-05-21,4.503
2021-05-22,4.503
2021-05-23,4.503
2021-05-24,4.503
2021-05-25,4.503
2021-05-26,4.503
2021-05-27,4.503
2021-05-28,4.475
2021-05-29,4.475
2021-05-30,4.475
2021-05-31,4.475
2021-06-01,4.475
2021-06-02,4.475
2021-06-03,4.475
2021-06-04,4.475
2021-06-05,4.475
2021-06-06,4.475
2021-06-07,4.475
2021-06-08,4.475
2021-06-09,4.475
2021-06-10,4.475
2021-06-11,4.475
2021-06-12,4.475
2021-06-13,4.475
2021-06-14,4.475
2021-06-15,4.475
2021-06-16,4.475
2021-06-17,4.475
2021-06-18,4.475
2021-06-19,4.475
2021-06-20,4.475
2021-06-21,4.475
2021-06-22,4.475
2021-06-23,4.475
2021-06-24,4.475
2021-06-25,4.475
2021-06-26,4.475
2021-06-27,4.475
2021-06-28,4.475
2021-06-29,4.475
2021-06-30,4.475
2021-07-01,4.475
2021-07-02,4.475
2021-07-03,4.517
2021-07-04,4.517
2021-07-05,4.517
2021-07-06,4.517
2021-07-07,4.543
2021-07-08,4.543
2021-07-09,4.543
2021-07-10,4.543
2021-07-11,4.543
2021-07-12,4.543
2021-07-13,4.543
2021-07-14,4.543
2021-07-15,4.543
2021-07-16,4.517
2021-07-17,4.517
2021-07-18,4.517
2021-07-19,4.517
2021-07-20,4.517
2021-07-21,4.517
2021-07-22,4.517
2021-07-23,4.517
2021-07-24,4.517
2021-07-25,4.517
2021-07-26,4.517
2021-07-27,4.517
2021-07-28,4.517
2021-07-29,4.517
2021-07-30,4.517
2021-07-31,4.517
2021-08-01,4.517
2021-08-02,4.517
2021-08-03,4.583
2021-08-04,4.583
2021-08-05,4.583
2021-08-06,4.583
2021-08-07,4.583
2021-08-08,4.583
2021-08-09,4.583
2021-08-10,4.583
2021-08-11,4.583
2021-08-12,4.583
2021-08-13,4.583
2021-08-14,4.583
2021-08-15,4.583
2021-08-16,4.583
2021-08-17,4.583
2021-08-18,4.583
2021-08-19,4.583
2021-08-20,4.583
2021-08-21,4.583
2021-08-22,4.583
2021-08-23,4.583
2021-08-24,4.583
2021-08-25,4.583
2021-08-26,4.583
2021-08-27,4.583
2021-08-28,4.583
2021-08-29,4.583
2021-08-30,4.583
2021-08-31,4.583
2021-09-01,4.583
2021-09-02,4.583
2021-09-03,4.583
2021-09-04,4.583
2021-09-05,4.583
2021-09-06,4.583
2021-09-07,4.583
2021-09-08,4.583
2021-09-09,4.583
2021-09-10,4.583
2021-09-11,4.583
2021-09-12,4.583
2021-09-13,4.583
2021-09-14,4.583
2021-09-15,4.583
2021-09-16,4.593
2021-09-17,4.593
2021-09-18,4.593
2021-09-19,4.593
2021-09-20,4.593
2021-09-21,4.593
2021-09-22,4.385
2021-09-23,4.385
2021-09-24,4.523
2021-09-25,4.523
2021-09-26,4.523
2021-09-27,4.523
2021-09-28,4.523
2021-09-29,4.523
2021-09-30,4.523
2021-10-01,4.523
2021-10-02,4.523
2021-10-03,4.523
2021-10-04,4.523
2021-10-05,4.523
2021-10-06,4.523
2021-10-07,4.523
2021-10-08,4.523
2021-10-09,4.523
2021-10-10,4.523
2021-10-11,4.523
2021-10-12,4.523
2021-10-13,4.523
2021-10-14,4.523
2021-10-15,4.523
2021-10-16,4.523
2021-10-17,4.523
2021-10-18,4.523
2021-10-19,4.523
2021-10-20,4.523
2021-10-21,4.523
2021-10-22,4.523
2021-10-23,4.523
2021-10-24,4.523
2021-10-25,4.523
2021-10-26,4.523
2021-10-27,4.523
2021-10-28,4.523
2021-10-29,4.523
2021-10-30,4.523
2021-10-31,4.523
2021-11-01,4.523
2021-11-02,4.523
2021-11-03,4.523
2021-11-04,4.523
2021-11-05,4.523
2021-11-06,4.523
2021-11-07,4.523
2021-11-08,4.523
2021-11-09,4.523
2021-11-10,4.523
2021-11-11,4.523
2021-11-12,4.523
2021-11-13,4.523
2021-11-14,4.523
2021-11-15,4.523
2021-11-16,4.523
2021-11-17,4.523
2021-11-18,4.523
2021-11-19,4.523
2021-11-20,4.523
2021-11-21,4.523
2021-11-22,4.523
2021-11-23,4.523
2021-11-24,4.523
2021-11-25,4.523
2021-11-26,4.523
2021-11-27,4.523
2021-11-28,4.523
2021-11-29,4.523
2021-11-30,4.523
2021-12-01,4.523
2021-12-02,4.523
2021-12-03,4.523
2021-12-04,4.523
2021-12-05,4.523
2021-12-06,4.523
2021-12-07,4.523
2021-12-08,4.523
2021-12-09,4.523
2021-12-10,4.523
2021-12-11,4.523
2021-12-12,4.523
2021-12-13,4.523
2021-12-14,4.523
2021-12-15,4.523
2021-12-16,4.523
2021-12-17,4.523
2021-12-18,4.523
2021-12-19,4.523
2021-12-20,4.523
2021-12-21,4.523
2021-12-22,4.523
2021-12-23,4.523
2021-12-24,4.523
2021-12-25,4.523
2021-12-26,4.523
2021-12-27,4.523
2021-12-28,4.523
2021-12-29,4.523
2021-12-30,4.523
2021-12-31,4.523
2022-01-01,4.523
2022-01-02,4.523
2022-01-03,4.523
2022-01-04,4.523
2022-01-05,4.523
2022-01-06,4.523
2022-01-07,4.523
2022-01-08,4.523
2022-01-09,4.523
2022-01-10,4.523
2022-01-11,4.523
2022-01-12,4.523
2022-01-13,4.523
2022-01-14,4.523
2022-01-15,4.523
2022-01-16,4.523
2022-01-17,4.523
2022-01-18,4.523
2022-01-19,4.523
2022-01-20,4.523
2022-01-21,4.523
2022-01-22,4.523
2022-01-23,4.523
2022-01-24,4.523
2022-01-25,4.523
2022-01-26,4.523
2022-01-27,4.523
2022-01-28,4.523
2022-01-29,4.523
2022-01-30,4.523
2022-01-31,4.523
2022-02-01,4.523
2022-02-02,4.523
2022-02-03,4.523
2022-02-04,4.523
2022-02-05,4.523
2022-02-06,4.523
2022-02-07,4.523
2022-02-08,4.523
2022-02-09,4.523
2022-02-10,4.523
2022-02-11,4.523
2022-02-12,4.523
2022-02-13,4.523
2022-02-14,4.523
2022-02-15,4.523
2022-02-16,4.523
2022-02-17,4.523
2022-02-18,4.523
2022-02-19,4.523
2022-02-20,4.523
2022-02-21,4.523
2022-02-22,4.523
2022-02-23,4.523
2022-02-24,4.523
2022-02-25,4.523
2022-02-26,4.523
2022-02-27,4.523
2022-02-28,4.523
2022-03-01,4.523
2022-03-02,4.523
2022-03-03,4.523
2022-03-04,4.523
2022-03-05,4.523
2022-03-06,4.523
2022-03-07,4.523
2022-03-08,4.523
2022-03-09,4.523
2022-03-10,4.523
2022-03-11,4.523
2022-03-12,4.523
2022-03-13,4.523
2022-03-14,4.523
2022-03-15,4.523
2022-03-16,4.523
2022-03-17,4.523
2022-03-18,4.523
2022-03-19,4.523
2022-03-20,4.523
2022-03-21,4.523
2022-03-22,4.523
2022-03-23,4.523
2022-03-24,4.523
2022-03-25,4.523
2022-03-26,4.523
2022-03-27,4.523
2022-03-28,4.523
2022-03-29,4.523
2022-03-30,4.523
2022-03-31,4.523
2022-04-01,4.523
2022-04-02,4.523
2022-04-03,4.523
2022-04-04,4.523
2022-04-05,4.523
2022-04-06,4.523
2022-04-07,4.523
2022-04-08,4.523
2022-04-09,4.523
2022-04-10,4.523
2022-04-11,4.523
2022-04-12,4.523
2022-04-13,4.523
2022-04-14,4.523
2022-04-15,4.523
2022-04-16,4.523
2022-04-17,4.523
2022-04-18,4.523
2022-04-19,4.523
2022-04-20,4.523
2022-04-21,4.523
2022-04-22,4.523
2022-04-23,4.523
2022-04-24,4.523
2022-04-25,4.523
2022-04-26,4.523
2022-04-27,4.523
2022-04-28,4.523
2022-04-29,4.523
2022-04-30,4.523
2022-05-01,4.523
2022-05-02,4.523
2022-05-03,4.523
2022-05-04,4.523
2022-05-05,4.523
2022-05-06,4.523
2022-05-07,4.523
2022-05-08,4.523
2022-05-09,4.523
2022-05-10,4.523
2022-05-11,4.523
2022-05-12,4.523
2022-05-13,4.523
2022-05-14,4.523
2022-05-15,4.523
2022-05-16,4.523
2022-05-17,4.523
2022-05-18,4.523
2022-05-19,4.523
2022-05-20,4.523
2022-05-21,4.523
2022-05-22,4.523
2022-05-23,4.523
2022-05-24,4.523
2022-05-25,4.523
2022-05-26,4.523
2022-05-27,4.523
2022-05-28,4.523
2022-05-29,4.523
2022-05-30,4.523
2022-05-31,4.523
2022-06-01,4.523
2022-06-02,4.523
2022-06-03,4.523
2022-06-04,4.523
2022-06-05,4.523
2022-06-06,4.523
2022-06-07,4.523
2022-06-08,4.523
2022-06-09,4.523
2022-06-10,4.523
2022-06-11,4.523
2022-06-12,4.523
2022-06-13,4.523
2022-06-14,4.523
2022-06-15,4.523
2022-06-16,4.523
2022-06-17,4.523
2022-06-18,4.523
2022-06-19,4.523
2022-06-20,4.523
2022-06-21,4.523
2022-06-22,4.523
