,BKNG US Equity
2019-04-07,231.41
2019-04-08,231.41
2019-04-09,231.41
2019-04-10,231.41
2019-04-11,231.41
2019-04-12,231.41
2019-04-13,231.41
2019-04-14,231.41
2019-04-15,231.41
2019-04-16,231.41
2019-04-17,231.41
2019-04-18,231.41
2019-04-19,231.41
2019-04-20,231.41
2019-04-21,231.41
2019-04-22,231.41
2019-04-23,231.41
2019-04-24,231.41
2019-04-25,231.41
2019-04-26,231.41
2019-04-27,231.41
2019-04-28,231.41
2019-04-29,231.41
2019-04-30,231.41
2019-05-01,231.41
2019-05-02,231.41
2019-05-03,231.41
2019-05-04,231.41
2019-05-05,231.41
2019-05-06,231.41
2019-05-07,231.41
2019-05-08,231.41
2019-05-09,231.41
2019-05-10,231.41
2019-05-11,231.41
2019-05-12,231.41
2019-05-13,231.41
2019-05-14,231.41
2019-05-15,231.41
2019-05-16,231.41
2019-05-17,231.41
2019-05-18,231.41
2019-05-19,231.41
2019-05-20,231.41
2019-05-21,231.41
2019-05-22,231.41
2019-05-23,231.41
2019-05-24,231.41
2019-05-25,231.41
2019-05-26,231.41
2019-05-27,231.41
2019-05-28,231.41
2019-05-29,231.41
2019-05-30,231.41
2019-05-31,231.41
2019-06-01,231.41
2019-06-02,231.41
2019-06-03,231.41
2019-06-04,231.41
2019-06-05,231.41
2019-06-06,231.41
2019-06-07,231.41
2019-06-08,231.41
2019-06-09,231.41
2019-06-10,231.41
2019-06-11,231.41
2019-06-12,231.41
2019-06-13,231.41
2019-06-14,231.41
2019-06-15,231.41
2019-06-16,231.41
2019-06-17,231.41
2019-06-18,231.41
2019-06-19,231.41
2019-06-20,231.41
2019-06-21,231.41
2019-06-22,231.41
2019-06-23,231.41
2019-06-24,231.41
2019-06-25,231.41
2019-06-26,231.41
2019-06-27,231.41
2019-06-28,231.41
2019-06-29,231.41
2019-06-30,231.41
2019-07-01,231.41
2019-07-02,231.41
2019-07-03,231.41
2019-07-04,231.41
2019-07-05,231.41
2019-07-06,231.41
2019-07-07,231.41
2019-07-08,231.41
2019-07-09,231.41
2019-07-10,231.41
2019-07-11,231.41
2019-07-12,231.41
2019-07-13,231.41
2019-07-14,231.41
2019-07-15,231.41
2019-07-16,231.41
2019-07-17,231.41
2019-07-18,231.41
2019-07-19,231.41
2019-07-20,231.41
2019-07-21,231.41
2019-07-22,231.41
2019-07-23,231.41
2019-07-24,231.41
2019-07-25,231.41
2019-07-26,231.41
2019-07-27,231.41
2019-07-28,231.41
2019-07-29,231.41
2019-07-30,231.41
2019-07-31,231.41
2019-08-01,231.41
2019-08-02,231.41
2019-08-03,231.41
2019-08-04,231.41
2019-08-05,231.41
2019-08-06,231.41
2019-08-07,231.41
2019-08-08,231.41
2019-08-09,231.41
2019-08-10,231.41
2019-08-11,231.41
2019-08-12,231.41
2019-08-13,231.41
2019-08-14,231.41
2019-08-15,231.41
2019-08-16,231.41
2019-08-17,231.41
2019-08-18,231.41
2019-08-19,231.41
2019-08-20,231.41
2019-08-21,231.41
2019-08-22,231.41
2019-08-23,231.41
2019-08-24,231.41
2019-08-25,231.41
2019-08-26,231.41
2019-08-27,231.41
2019-08-28,231.41
2019-08-29,231.41
2019-08-30,231.41
2019-08-31,231.41
2019-09-01,231.41
2019-09-02,231.41
2019-09-03,231.41
2019-09-04,231.41
2019-09-05,231.41
2019-09-06,231.41
2019-09-07,231.41
2019-09-08,231.41
2019-09-09,231.41
2019-09-10,231.41
2019-09-11,231.41
2019-09-12,231.41
2019-09-13,231.41
2019-09-14,231.41
2019-09-15,231.41
2019-09-16,231.41
2019-09-17,231.41
2019-09-18,231.41
2019-09-19,231.41
2019-09-20,231.41
2019-09-21,231.41
2019-09-22,231.41
2019-09-23,231.41
2019-09-24,231.41
2019-09-25,231.41
2019-09-26,231.41
2019-09-27,231.41
2019-09-28,231.41
2019-09-29,231.41
2019-09-30,231.41
2019-10-01,231.41
2019-10-02,231.41
2019-10-03,231.41
2019-10-04,231.41
2019-10-05,231.41
2019-10-06,231.41
2019-10-07,231.41
2019-10-08,231.41
2019-10-09,231.41
2019-10-10,231.41
2019-10-11,231.41
2019-10-12,231.41
2019-10-13,231.41
2019-10-14,231.41
2019-10-15,231.41
2019-10-16,231.41
2019-10-17,231.41
2019-10-18,231.41
2019-10-19,231.41
2019-10-20,231.41
2019-10-21,231.41
2019-10-22,231.41
2019-10-23,231.41
2019-10-24,231.41
2019-10-25,231.41
2019-10-26,231.41
2019-10-27,231.41
2019-10-28,231.41
2019-10-29,231.41
2019-10-30,231.41
2019-10-31,231.41
2019-11-01,231.41
2019-11-02,231.41
2019-11-03,231.41
2019-11-04,231.41
2019-11-05,231.41
2019-11-06,231.41
2019-11-07,162.24
2019-11-08,162.24
2019-11-09,162.24
2019-11-10,162.24
2019-11-11,162.24
2019-11-12,162.24
2019-11-13,162.24
2019-11-14,162.24
2019-11-15,162.24
2019-11-16,162.24
2019-11-17,162.24
2019-11-18,162.24
2019-11-19,162.24
2019-11-20,162.24
2019-11-21,162.24
2019-11-22,162.24
2019-11-23,162.24
2019-11-24,162.24
2019-11-25,162.24
2019-11-26,162.24
2019-11-27,162.24
2019-11-28,162.24
2019-11-29,162.24
2019-11-30,162.24
2019-12-01,162.24
2019-12-02,162.24
2019-12-03,162.24
2019-12-04,162.24
2019-12-05,162.24
2019-12-06,162.24
2019-12-07,162.24
2019-12-08,162.24
2019-12-09,162.24
2019-12-10,162.24
2019-12-11,162.24
2019-12-12,162.24
2019-12-13,162.24
2019-12-14,162.24
2019-12-15,162.24
2019-12-16,162.24
2019-12-17,162.24
2019-12-18,162.24
2019-12-19,162.24
2019-12-20,162.24
2019-12-21,162.24
2019-12-22,162.24
2019-12-23,162.24
2019-12-24,162.24
2019-12-25,162.24
2019-12-26,162.24
2019-12-27,162.24
2019-12-28,162.24
2019-12-29,162.24
2019-12-30,162.24
2019-12-31,162.24
2020-01-01,162.24
2020-01-02,162.24
2020-01-03,162.24
2020-01-04,162.24
2020-01-05,162.24
2020-01-06,162.24
2020-01-07,162.24
2020-01-08,162.24
2020-01-09,162.24
2020-01-10,162.24
2020-01-11,162.24
2020-01-12,162.24
2020-01-13,162.24
2020-01-14,162.24
2020-01-15,162.24
2020-01-16,162.24
2020-01-17,162.24
2020-01-18,162.24
2020-01-19,162.24
2020-01-20,162.24
2020-01-21,162.24
2020-01-22,162.24
2020-01-23,162.24
2020-01-24,162.24
2020-01-25,162.24
2020-01-26,162.24
2020-01-27,162.24
2020-01-28,162.24
2020-01-29,162.24
2020-01-30,162.24
2020-01-31,162.24
2020-02-01,162.24
2020-02-02,162.24
2020-02-03,162.24
2020-02-04,162.24
2020-02-05,162.24
2020-02-06,162.24
2020-02-07,162.24
2020-02-08,162.24
2020-02-09,162.24
2020-02-10,162.24
2020-02-11,162.24
2020-02-12,162.24
2020-02-13,162.24
2020-02-14,162.24
2020-02-15,162.24
2020-02-16,162.24
2020-02-17,162.24
2020-02-18,162.24
2020-02-19,162.24
2020-02-20,162.24
2020-02-21,162.24
2020-02-22,162.24
2020-02-23,162.24
2020-02-24,161.37
2020-02-25,161.37
2020-02-26,161.37
2020-02-27,172.18
2020-02-28,172.18
2020-02-29,172.18
2020-03-01,172.18
2020-03-02,172.18
2020-03-03,172.18
2020-03-04,172.18
2020-03-05,172.18
2020-03-06,172.18
2020-03-07,172.18
2020-03-08,172.18
2020-03-09,172.18
2020-03-10,164.215
2020-03-11,164.215
2020-03-12,164.215
2020-03-13,160.205
2020-03-14,160.205
2020-03-15,160.205
2020-03-16,160.205
2020-03-17,160.205
2020-03-18,181.943
2020-03-19,181.943
2020-03-20,181.943
2020-03-21,181.943
2020-03-22,181.943
2020-03-23,181.943
2020-03-24,181.943
2020-03-25,181.943
2020-03-26,181.943
2020-03-27,182.79
2020-03-28,182.79
2020-03-29,182.79
2020-03-30,182.79
2020-03-31,182.79
2020-04-01,182.79
2020-04-02,182.79
2020-04-03,182.79
2020-04-04,182.79
2020-04-05,182.79
2020-04-06,182.79
2020-04-07,182.79
2020-04-08,183.698
2020-04-09,183.698
2020-04-10,183.698
2020-04-11,183.698
2020-04-12,183.698
2020-04-13,183.698
2020-04-14,183.698
2020-04-15,183.698
2020-04-16,178.125
2020-04-17,178.125
2020-04-18,178.125
2020-04-19,178.125
2020-04-20,178.125
2020-04-21,178.125
2020-04-22,178.125
2020-04-23,178.125
2020-04-24,176.47
2020-04-25,176.47
2020-04-26,176.47
2020-04-27,176.47
2020-04-28,176.47
2020-04-29,176.47
2020-04-30,176.47
2020-05-01,176.47
2020-05-02,176.47
2020-05-03,176.47
2020-05-04,176.47
2020-05-05,176.47
2020-05-06,176.47
2020-05-07,176.47
2020-05-08,179.333
2020-05-09,175.76
2020-05-10,175.76
2020-05-11,175.76
2020-05-12,175.76
2020-05-13,175.76
2020-05-14,175.76
2020-05-15,175.76
2020-05-16,175.76
2020-05-17,175.76
2020-05-18,175.76
2020-05-19,175.76
2020-05-20,175.76
2020-05-21,175.76
2020-05-22,175.76
2020-05-23,175.76
2020-05-24,175.76
2020-05-25,175.76
2020-05-26,175.76
2020-05-27,175.76
2020-05-28,175.76
2020-05-29,175.76
2020-05-30,175.76
2020-05-31,175.76
2020-06-01,175.76
2020-06-02,175.76
2020-06-03,175.76
2020-06-04,175.76
2020-06-05,175.76
2020-06-06,175.76
2020-06-07,175.76
2020-06-08,175.76
2020-06-09,175.76
2020-06-10,175.76
2020-06-11,175.76
2020-06-12,175.76
2020-06-13,175.76
2020-06-14,175.76
2020-06-15,175.76
2020-06-16,175.76
2020-06-17,175.76
2020-06-18,175.76
2020-06-19,175.76
2020-06-20,175.76
2020-06-21,175.76
2020-06-22,175.76
2020-06-23,175.76
2020-06-24,175.76
2020-06-25,175.76
2020-06-26,175.76
2020-06-27,175.76
2020-06-28,175.76
2020-06-29,175.76
2020-06-30,175.76
2020-07-01,175.76
2020-07-02,175.76
2020-07-03,175.76
2020-07-04,175.76
2020-07-05,175.76
2020-07-06,175.76
2020-07-07,175.76
2020-07-08,175.76
2020-07-09,175.76
2020-07-10,175.76
2020-07-11,175.76
2020-07-12,175.76
2020-07-13,175.76
2020-07-14,175.76
2020-07-15,175.76
2020-07-16,175.76
2020-07-17,175.76
2020-07-18,175.76
2020-07-19,175.76
2020-07-20,175.76
2020-07-21,175.76
2020-07-22,175.76
2020-07-23,175.76
2020-07-24,175.76
2020-07-25,175.76
2020-07-26,175.76
2020-07-27,175.76
2020-07-28,175.76
2020-07-29,175.76
2020-07-30,175.76
2020-07-31,175.76
2020-08-01,175.76
2020-08-02,175.76
2020-08-03,175.76
2020-08-04,175.76
2020-08-05,175.76
2020-08-06,175.76
2020-08-07,146.123
2020-08-08,146.123
2020-08-09,146.123
2020-08-10,146.123
2020-08-11,144.047
2020-08-12,144.047
2020-08-13,144.047
2020-08-14,144.047
2020-08-15,144.047
2020-08-16,144.047
2020-08-17,144.047
2020-08-18,144.047
2020-08-19,144.047
2020-08-20,144.047
2020-08-21,144.047
2020-08-22,144.047
2020-08-23,144.047
2020-08-24,144.047
2020-08-25,144.047
2020-08-26,144.047
2020-08-27,144.047
2020-08-28,144.047
2020-08-29,144.047
2020-08-30,144.047
2020-08-31,144.047
2020-09-01,144.047
2020-09-02,144.047
2020-09-03,144.047
2020-09-04,144.047
2020-09-05,144.047
2020-09-06,144.047
2020-09-07,144.047
2020-09-08,144.047
2020-09-09,144.047
2020-09-10,144.047
2020-09-11,144.047
2020-09-12,144.047
2020-09-13,144.047
2020-09-14,144.047
2020-09-15,144.047
2020-09-16,144.047
2020-09-17,144.047
2020-09-18,144.047
2020-09-19,144.047
2020-09-20,144.047
2020-09-21,144.047
2020-09-22,144.047
2020-09-23,144.047
2020-09-24,138.11
2020-09-25,138.11
2020-09-26,138.11
2020-09-27,138.11
2020-09-28,138.11
2020-09-29,138.11
2020-09-30,138.11
2020-10-01,138.11
2020-10-02,138.11
2020-10-03,138.11
2020-10-04,138.11
2020-10-05,138.11
2020-10-06,138.11
2020-10-07,140.204
2020-10-08,140.204
2020-10-09,140.204
2020-10-10,140.204
2020-10-11,140.204
2020-10-12,140.204
2020-10-13,140.204
2020-10-14,140.204
2020-10-15,140.204
2020-10-16,140.204
2020-10-17,140.204
2020-10-18,140.204
2020-10-19,158.778
2020-10-20,158.778
2020-10-21,158.778
2020-10-22,158.778
2020-10-23,158.778
2020-10-24,158.778
2020-10-25,158.778
2020-10-26,158.778
2020-10-27,158.778
2020-10-28,158.778
2020-10-29,158.778
2020-10-30,158.778
2020-10-31,158.778
2020-11-01,158.778
2020-11-02,158.778
2020-11-03,154.937
2020-11-04,154.937
2020-11-05,154.937
2020-11-06,153.008
2020-11-07,153.008
2020-11-08,166.318
2020-11-09,166.318
2020-11-10,166.318
2020-11-11,166.318
2020-11-12,166.318
2020-11-13,165.807
2020-11-14,165.807
2020-11-15,165.807
2020-11-16,165.807
2020-11-17,165.807
2020-11-18,165.807
2020-11-19,165.807
2020-11-20,165.807
2020-11-21,165.807
2020-11-22,165.807
2020-11-23,165.807
2020-11-24,165.807
2020-11-25,165.807
2020-11-26,165.807
2020-11-27,165.807
2020-11-28,165.807
2020-11-29,165.807
2020-11-30,165.807
2020-12-01,165.807
2020-12-02,165.807
2020-12-03,165.807
2020-12-04,165.807
2020-12-05,165.807
2020-12-06,165.807
2020-12-07,165.807
2020-12-08,165.807
2020-12-09,165.807
2020-12-10,165.807
2020-12-11,165.807
2020-12-12,165.807
2020-12-13,165.807
2020-12-14,165.807
2020-12-15,165.807
2020-12-16,165.807
2020-12-17,165.807
2020-12-18,165.807
2020-12-19,165.807
2020-12-20,165.807
2020-12-21,165.807
2020-12-22,165.807
2020-12-23,165.807
2020-12-24,165.807
2020-12-25,165.807
2020-12-26,165.807
2020-12-27,165.807
2020-12-28,165.807
2020-12-29,165.807
2020-12-30,165.807
2020-12-31,165.807
2021-01-01,165.807
2021-01-02,165.807
2021-01-03,165.807
2021-01-04,167.601
2021-01-05,167.639
2021-01-06,167.639
2021-01-07,167.639
2021-01-08,167.639
2021-01-09,167.639
2021-01-10,167.639
2021-01-11,167.639
2021-01-12,167.639
2021-01-13,167.639
2021-01-14,167.639
2021-01-15,167.639
2021-01-16,167.639
2021-01-17,167.639
2021-01-18,167.639
2021-01-19,167.639
2021-01-20,167.639
2021-01-21,169.173
2021-01-22,169.173
2021-01-23,169.173
2021-01-24,169.173
2021-01-25,169.173
2021-01-26,169.173
2021-01-27,169.173
2021-01-28,169.173
2021-01-29,169.173
2021-01-30,169.173
2021-01-31,169.173
2021-02-01,169.173
2021-02-02,169.173
2021-02-03,169.173
2021-02-04,172.543
2021-02-05,172.543
2021-02-06,172.543
2021-02-07,172.543
2021-02-08,172.543
2021-02-09,172.543
2021-02-10,172.543
2021-02-11,172.543
2021-02-12,172.543
2021-02-13,172.543
2021-02-14,172.543
2021-02-15,172.543
2021-02-16,172.543
2021-02-17,172.543
2021-02-18,172.543
2021-02-19,172.543
2021-02-20,172.543
2021-02-21,172.543
2021-02-22,175.304
2021-02-23,175.304
2021-02-24,172.191
2021-02-25,164.233
2021-02-26,164.233
2021-02-27,164.233
2021-02-28,164.233
2021-03-01,164.233
2021-03-02,161.169
2021-03-03,161.169
2021-03-04,158.139
2021-03-05,158.139
2021-03-06,158.139
2021-03-07,158.139
2021-03-08,158.139
2021-03-09,158.139
2021-03-10,158.139
2021-03-11,158.139
2021-03-12,158.139
2021-03-13,158.139
2021-03-14,158.139
2021-03-15,158.139
2021-03-16,158.139
2021-03-17,158.139
2021-03-18,158.139
2021-03-19,158.139
2021-03-20,158.139
2021-03-21,158.139
2021-03-22,158.139
2021-03-23,158.139
2021-03-24,158.139
2021-03-25,158.139
2021-03-26,158.139
2021-03-27,158.139
2021-03-28,158.139
2021-03-29,158.139
2021-03-30,158.139
2021-03-31,158.139
2021-04-01,158.139
2021-04-02,158.139
2021-04-03,158.139
2021-04-04,158.139
2021-04-05,158.139
2021-04-06,158.139
2021-04-07,158.139
2021-04-08,158.139
2021-04-09,158.139
2021-04-10,158.139
2021-04-11,158.139
2021-04-12,158.139
2021-04-13,158.139
2021-04-14,158.139
2021-04-15,158.139
2021-04-16,158.139
2021-04-17,158.139
2021-04-18,158.139
2021-04-19,157.719
2021-04-20,157.719
2021-04-21,157.719
2021-04-22,157.719
2021-04-23,157.719
2021-04-24,157.719
2021-04-25,157.719
2021-04-26,157.719
2021-04-27,157.719
2021-04-28,157.719
2021-04-29,157.719
2021-04-30,157.719
2021-05-01,157.719
2021-05-02,160.828
2021-05-03,160.828
2021-05-04,160.828
2021-05-05,154.579
2021-05-06,151.621
2021-05-07,151.621
2021-05-08,151.621
2021-05-09,151.621
2021-05-10,151.621
2021-05-11,151.621
2021-05-12,152.187
2021-05-13,152.187
2021-05-14,152.187
2021-05-15,152.187
2021-05-16,152.187
2021-05-17,152.187
2021-05-18,152.187
2021-05-19,152.187
2021-05-20,152.187
2021-05-21,152.187
2021-05-22,152.187
2021-05-23,152.187
2021-05-24,152.187
2021-05-25,152.187
2021-05-26,152.187
2021-05-27,152.187
2021-05-28,152.187
2021-05-29,152.187
2021-05-30,152.187
2021-05-31,152.187
2021-06-01,152.187
2021-06-02,152.187
2021-06-03,152.187
2021-06-04,148.952
2021-06-05,148.952
2021-06-06,148.952
2021-06-07,148.952
2021-06-08,148.952
2021-06-09,148.952
2021-06-10,148.952
2021-06-11,148.952
2021-06-12,148.952
2021-06-13,148.952
2021-06-14,148.952
2021-06-15,148.952
2021-06-16,148.952
2021-06-17,148.952
2021-06-18,148.952
2021-06-19,148.952
2021-06-20,148.952
2021-06-21,148.952
2021-06-22,148.952
2021-06-23,148.952
2021-06-24,148.952
2021-06-25,148.952
2021-06-26,148.952
2021-06-27,148.952
2021-06-28,148.952
2021-06-29,148.952
2021-06-30,148.952
2021-07-01,148.952
2021-07-02,148.952
2021-07-03,148.952
2021-07-04,148.952
2021-07-05,148.952
2021-07-06,148.952
2021-07-07,148.952
2021-07-08,148.952
2021-07-09,148.952
2021-07-10,148.952
2021-07-11,148.952
2021-07-12,148.952
2021-07-13,148.952
2021-07-14,148.952
2021-07-15,148.952
2021-07-16,148.952
2021-07-17,148.952
2021-07-18,148.952
2021-07-19,148.952
2021-07-20,150.44
2021-07-21,150.44
2021-07-22,150.44
2021-07-23,150.44
2021-07-24,150.44
2021-07-25,150.44
2021-07-26,150.44
2021-07-27,150.44
2021-07-28,150.44
2021-07-29,150.44
2021-07-30,150.44
2021-07-31,150.44
2021-08-01,150.44
2021-08-02,150.44
2021-08-03,150.44
2021-08-04,152.586
2021-08-05,158.579
2021-08-06,158.579
2021-08-07,158.579
2021-08-08,158.579
2021-08-09,157.901
2021-08-10,158.581
2021-08-11,158.581
2021-08-12,158.581
2021-08-13,158.581
2021-08-14,158.581
2021-08-15,158.581
2021-08-16,158.581
2021-08-17,158.581
2021-08-18,158.581
2021-08-19,158.581
2021-08-20,158.581
2021-08-21,158.581
2021-08-22,158.581
2021-08-23,158.581
2021-08-24,158.581
2021-08-25,158.581
2021-08-26,158.581
2021-08-27,158.581
2021-08-28,158.581
2021-08-29,159.824
2021-08-30,159.824
2021-08-31,159.824
2021-09-01,159.824
2021-09-02,159.824
2021-09-03,159.824
2021-09-04,159.824
2021-09-05,159.824
2021-09-06,159.824
2021-09-07,159.824
2021-09-08,159.824
2021-09-09,159.824
2021-09-10,159.824
2021-09-11,159.824
2021-09-12,159.824
2021-09-13,159.824
2021-09-14,159.824
2021-09-15,159.824
2021-09-16,159.824
2021-09-17,159.824
2021-09-18,159.824
2021-09-19,159.824
2021-09-20,159.824
2021-09-21,159.824
2021-09-22,159.824
2021-09-23,159.824
2021-09-24,159.824
2021-09-25,159.824
2021-09-26,159.824
2021-09-27,157.412
2021-09-28,157.412
2021-09-29,157.412
2021-09-30,157.412
2021-10-01,157.412
2021-10-02,157.412
2021-10-03,157.412
2021-10-04,157.412
2021-10-05,157.412
2021-10-06,157.412
2021-10-07,157.412
2021-10-08,157.412
2021-10-09,157.412
2021-10-10,157.412
2021-10-11,157.412
2021-10-12,157.412
2021-10-13,157.412
2021-10-14,157.412
2021-10-15,157.412
2021-10-16,157.412
2021-10-17,157.412
2021-10-18,156.354
2021-10-19,156.354
2021-10-20,156.354
2021-10-21,156.354
2021-10-22,156.354
2021-10-23,156.354
2021-10-24,156.354
2021-10-25,156.354
2021-10-26,156.354
2021-10-27,156.354
2021-10-28,156.354
2021-10-29,156.354
2021-10-30,156.354
2021-10-31,156.354
2021-11-01,156.354
2021-11-02,156.354
2021-11-03,157.67
2021-11-04,158.477
2021-11-05,159.28
2021-11-06,159.28
2021-11-07,159.28
2021-11-08,159.28
2021-11-09,159.28
2021-11-10,159.28
2021-11-11,159.28
2021-11-12,160.001
2021-11-13,160.001
2021-11-14,160.001
2021-11-15,160.001
2021-11-16,160.001
2021-11-17,160.001
2021-11-18,160.001
2021-11-19,160.001
2021-11-20,160.001
2021-11-21,160.001
2021-11-22,160.001
2021-11-23,166.912
2021-11-24,166.912
2021-11-25,166.912
2021-11-26,166.912
2021-11-27,166.912
2021-11-28,166.912
2021-11-29,166.912
2021-11-30,166.912
2021-12-01,166.912
2021-12-02,166.912
2021-12-03,166.912
2021-12-04,166.912
2021-12-05,166.912
2021-12-06,166.912
2021-12-07,166.912
2021-12-08,166.912
2021-12-09,166.912
2021-12-10,166.912
2021-12-11,166.912
2021-12-12,166.912
2021-12-13,166.912
2021-12-14,166.912
2021-12-15,166.912
2021-12-16,166.912
2021-12-17,166.912
2021-12-18,166.912
2021-12-19,166.912
2021-12-20,166.912
2021-12-21,166.912
2021-12-22,166.912
2021-12-23,166.912
2021-12-24,166.912
2021-12-25,166.912
2021-12-26,166.912
2021-12-27,166.912
2021-12-28,166.912
2021-12-29,166.44
2021-12-30,166.44
2021-12-31,166.44
2022-01-01,166.44
2022-01-02,166.44
2022-01-03,166.44
2022-01-04,166.44
2022-01-05,166.44
2022-01-06,166.44
2022-01-07,166.44
2022-01-08,166.44
2022-01-09,166.543
2022-01-10,166.543
2022-01-11,166.543
2022-01-12,166.543
2022-01-13,166.516
2022-01-14,166.516
2022-01-15,166.516
2022-01-16,166.516
2022-01-17,166.516
2022-01-18,166.516
2022-01-19,166.516
2022-01-20,168.062
2022-01-21,168.062
2022-01-22,168.062
2022-01-23,168.062
2022-01-24,168.062
2022-01-25,168.062
2022-01-26,168.701
2022-01-27,168.701
2022-01-28,168.701
2022-01-29,168.701
2022-01-30,168.701
2022-01-31,168.701
2022-02-01,168.701
2022-02-02,168.701
2022-02-03,168.701
2022-02-04,168.701
2022-02-05,168.701
2022-02-06,168.701
2022-02-07,169.555
2022-02-08,169.555
2022-02-09,169.555
2022-02-10,169.555
2022-02-11,169.555
2022-02-12,169.555
2022-02-13,169.555
2022-02-14,169.555
2022-02-15,169.555
2022-02-16,169.555
2022-02-17,169.555
2022-02-18,169.555
2022-02-19,169.555
2022-02-20,169.555
2022-02-21,169.555
2022-02-22,169.555
2022-02-23,171.785
2022-02-24,168.93
2022-02-25,168.93
2022-02-26,168.93
2022-02-27,168.93
2022-02-28,168.93
2022-03-01,169.031
2022-03-02,169.031
2022-03-03,169.031
2022-03-04,169.031
2022-03-05,169.031
2022-03-06,169.031
2022-03-07,169.031
2022-03-08,169.031
2022-03-09,166.984
2022-03-10,168.921
2022-03-11,168.921
2022-03-12,168.921
2022-03-13,168.921
2022-03-14,168.921
2022-03-15,168.009
2022-03-16,168.009
2022-03-17,168.009
2022-03-18,168.009
2022-03-19,168.009
2022-03-20,168.009
2022-03-21,168.009
2022-03-22,168.009
2022-03-23,168.009
2022-03-24,168.009
2022-03-25,168.009
2022-03-26,168.009
2022-03-27,168.009
2022-03-28,168.009
2022-03-29,168.009
2022-03-30,168.009
2022-03-31,168.009
2022-04-01,167.782
2022-04-02,167.782
2022-04-03,167.782
2022-04-04,167.782
2022-04-05,167.782
2022-04-06,167.782
2022-04-07,167.647
2022-04-08,167.859
2022-04-09,167.859
2022-04-10,167.859
2022-04-11,167.859
2022-04-12,167.716
2022-04-13,167.716
2022-04-14,167.716
2022-04-15,167.716
2022-04-16,167.716
2022-04-17,167.716
2022-04-18,167.716
2022-04-19,167.716
2022-04-20,167.716
2022-04-21,167.716
2022-04-22,168.212
2022-04-23,168.212
2022-04-24,168.212
2022-04-25,169.171
2022-04-26,169.171
2022-04-27,169.171
2022-04-28,169.171
2022-04-29,169.171
2022-04-30,169.171
2022-05-01,169.171
2022-05-02,169.171
2022-05-03,169.171
2022-05-04,170.9
2022-05-05,179.375
2022-05-06,179.375
2022-05-07,179.375
2022-05-08,179.375
2022-05-09,179.375
2022-05-10,180.338
2022-05-11,180.338
2022-05-12,180.338
2022-05-13,180.338
2022-05-14,180.338
2022-05-15,180.338
2022-05-16,180.338
2022-05-17,180.338
2022-05-18,180.338
2022-05-19,180.338
2022-05-20,180.338
2022-05-21,180.338
2022-05-22,180.338
2022-05-23,180.338
2022-05-24,180.338
2022-05-25,180.338
2022-05-26,180.338
2022-05-27,180.338
2022-05-28,180.338
2022-05-29,180.338
2022-05-30,180.338
2022-05-31,181.09
2022-06-01,181.09
2022-06-02,179.62
2022-06-03,176.167
2022-06-04,176.167
2022-06-05,176.167
2022-06-06,176.167
2022-06-07,176.167
2022-06-08,176.167
2022-06-09,176.167
2022-06-10,176.167
2022-06-11,176.167
2022-06-12,176.167
2022-06-13,176.167
2022-06-14,176.167
2022-06-15,176.167
2022-06-16,176.167
2022-06-17,176.167
2022-06-18,176.167
2022-06-19,176.167
2022-06-20,176.167
2022-06-21,177.905
2022-06-22,177.905
