,OEC US Equity
2019-07-29,3.45
2019-07-30,3.45
2019-07-31,3.45
2019-08-01,3.45
2019-08-02,3.15
2019-08-03,3.15
2019-08-04,3.15
2019-08-05,3.15
2019-08-06,3.15
2019-08-07,3.15
2019-08-08,3.15
2019-08-09,3.15
2019-08-10,3.15
2019-08-11,3.15
2019-08-12,3.15
2019-08-13,3.15
2019-08-14,3.15
2019-08-15,3.15
2019-08-16,3.15
2019-08-17,3.15
2019-08-18,3.15
2019-08-19,3.15
2019-08-20,3.15
2019-08-21,3.15
2019-08-22,3.15
2019-08-23,3.15
2019-08-24,3.15
2019-08-25,3.15
2019-08-26,3.15
2019-08-27,3.15
2019-08-28,3.15
2019-08-29,3.15
2019-08-30,3.15
2019-08-31,3.15
2019-09-01,3.15
2019-09-02,3.15
2019-09-03,3.15
2019-09-04,3.15
2019-09-05,3.15
2019-09-06,3.15
2019-09-07,3.15
2019-09-08,3.15
2019-09-09,3.15
2019-09-10,3.15
2019-09-11,3.15
2019-09-12,3.15
2019-09-13,3.15
2019-09-14,3.15
2019-09-15,3.15
2019-09-16,3.15
2019-09-17,3.15
2019-09-18,3.15
2019-09-19,3.15
2019-09-20,3.15
2019-09-21,3.15
2019-09-22,3.15
2019-09-23,3.15
2019-09-24,3.15
2019-09-25,3.15
2019-09-26,3.15
2019-09-27,3.15
2019-09-28,3.15
2019-09-29,3.15
2019-09-30,3.15
2019-10-01,3.15
2019-10-02,3.15
2019-10-03,3.15
2019-10-04,3.15
2019-10-05,3.15
2019-10-06,3.15
2019-10-07,3.15
2019-10-08,3.15
2019-10-09,3.15
2019-10-10,3.15
2019-10-11,3.15
2019-10-12,3.15
2019-10-13,3.15
2019-10-14,3.15
2019-10-15,3.15
2019-10-16,3.15
2019-10-17,3.15
2019-10-18,3.15
2019-10-19,3.15
2019-10-20,3.15
2019-10-21,3.15
2019-10-22,3.15
2019-10-23,3.15
2019-10-24,3.15
2019-10-25,3.15
2019-10-26,3.15
2019-10-27,3.15
2019-10-28,3.15
2019-10-29,3.15
2019-10-30,3.15
2019-10-31,3.15
2019-11-01,3.15
2019-11-02,3.15
2019-11-03,2.5
2019-11-04,2.5
2019-11-05,2.5
2019-11-06,2.5
2019-11-07,2.5
2019-11-08,2.5
2019-11-09,2.5
2019-11-10,2.5
2019-11-11,2.5
2019-11-12,2.5
2019-11-13,2.5
2019-11-14,2.5
2019-11-15,2.5
2019-11-16,2.5
2019-11-17,2.5
2019-11-18,2.5
2019-11-19,2.5
2019-11-20,2.5
2019-11-21,2.5
2019-11-22,2.5
2019-11-23,2.5
2019-11-24,2.5
2019-11-25,2.5
2019-11-26,2.5
2019-11-27,2.5
2019-11-28,2.5
2019-11-29,2.5
2019-11-30,2.5
2019-12-01,2.5
2019-12-02,2.5
2019-12-03,2.5
2019-12-04,2.5
2019-12-05,2.5
2019-12-06,2.5
2019-12-07,2.5
2019-12-08,2.5
2019-12-09,2.5
2019-12-10,2.5
2019-12-11,2.5
2019-12-12,2.5
2019-12-13,2.5
2019-12-14,2.5
2019-12-15,2.5
2019-12-16,2.5
2019-12-17,2.5
2019-12-18,2.5
2019-12-19,2.5
2019-12-20,2.5
2019-12-21,2.5
2019-12-22,2.5
2019-12-23,2.5
2019-12-24,2.5
2019-12-25,2.5
2019-12-26,2.5
2019-12-27,2.5
2019-12-28,2.5
2019-12-29,2.5
2019-12-30,2.5
2019-12-31,2.5
2020-01-01,2.5
2020-01-02,2.5
2020-01-03,2.5
2020-01-04,2.5
2020-01-05,2.5
2020-01-06,2.5
2020-01-07,2.5
2020-01-08,2.5
2020-01-09,2.5
2020-01-10,2.5
2020-01-11,2.5
2020-01-12,2.5
2020-01-13,2.5
2020-01-14,2.5
2020-01-15,2.5
2020-01-16,2.5
2020-01-17,2.5
2020-01-18,2.5
2020-01-19,2.5
2020-01-20,2.5
2020-01-21,2.5
2020-01-22,2.5
2020-01-23,2.5
2020-01-24,2.5
2020-01-25,2.5
2020-01-26,2.5
2020-01-27,2.5
2020-01-28,2.5
2020-01-29,2.5
2020-01-30,2.5
2020-01-31,2.5
2020-02-01,2.5
2020-02-02,2.5
2020-02-03,2.5
2020-02-04,2.5
2020-02-05,2.5
2020-02-06,2.5
2020-02-07,2.5
2020-02-08,2.5
2020-02-09,2.5
2020-02-10,2.5
2020-02-11,2.5
2020-02-12,2.5
2020-02-13,2.5
2020-02-14,2.5
2020-02-15,2.5
2020-02-16,2.5
2020-02-17,2.5
2020-02-18,2.5
2020-02-19,2.5
2020-02-20,2.5
2020-02-21,2.5
2020-02-22,2.5
2020-02-23,2.5
2020-02-24,2.6
2020-02-25,2.6
2020-02-26,2.6
2020-02-27,2.6
2020-02-28,2.6
2020-02-29,2.6
2020-03-01,2.6
2020-03-02,2.6
2020-03-03,2.6
2020-03-04,2.6
2020-03-05,2.6
2020-03-06,2.45
2020-03-07,2.45
2020-03-08,2.45
2020-03-09,2.45
2020-03-10,2.1
2020-03-11,2.1
2020-03-12,2.1
2020-03-13,2.1
2020-03-14,2.1
2020-03-15,2.1
2020-03-16,2.1
2020-03-17,2.1
2020-03-18,2.1
2020-03-19,2.1
2020-03-20,2.1
2020-03-21,2.1
2020-03-22,2.1
2020-03-23,2.1
2020-03-24,2.1
2020-03-25,2.1
2020-03-26,1.95
2020-03-27,1.95
2020-03-28,1.95
2020-03-29,1.95
2020-03-30,1.95
2020-03-31,1.95
2020-04-01,1.95
2020-04-02,1.95
2020-04-03,1.95
2020-04-04,1.95
2020-04-05,1.95
2020-04-06,1.95
2020-04-07,1.95
2020-04-08,1.95
2020-04-09,1.95
2020-04-10,1.95
2020-04-11,1.95
2020-04-12,1.95
2020-04-13,1.95
2020-04-14,1.95
2020-04-15,1.95
2020-04-16,1.95
2020-04-17,1.95
2020-04-18,1.95
2020-04-19,1.95
2020-04-20,1.95
2020-04-21,1.95
2020-04-22,1.95
2020-04-23,1.95
2020-04-24,1.95
2020-04-25,1.95
2020-04-26,1.95
2020-04-27,1.95
2020-04-28,1.95
2020-04-29,1.95
2020-04-30,1.95
2020-05-01,1.95
2020-05-02,1.95
2020-05-03,1.95
2020-05-04,1.95
2020-05-05,1.95
2020-05-06,1.95
2020-05-07,1.95
2020-05-08,1.95
2020-05-09,1.95
2020-05-10,1.85
2020-05-11,1.85
2020-05-12,1.85
2020-05-13,1.85
2020-05-14,1.85
2020-05-15,1.85
2020-05-16,1.85
2020-05-17,1.85
2020-05-18,1.85
2020-05-19,1.85
2020-05-20,1.85
2020-05-21,1.85
2020-05-22,1.85
2020-05-23,1.85
2020-05-24,1.85
2020-05-25,1.85
2020-05-26,1.85
2020-05-27,1.85
2020-05-28,1.85
2020-05-29,1.85
2020-05-30,1.85
2020-05-31,1.85
2020-06-01,1.85
2020-06-02,1.85
2020-06-03,1.85
2020-06-04,1.85
2020-06-05,1.85
2020-06-06,1.85
2020-06-07,1.85
2020-06-08,1.85
2020-06-09,1.85
2020-06-10,1.85
2020-06-11,1.85
2020-06-12,1.85
2020-06-13,1.85
2020-06-14,1.85
2020-06-15,1.85
2020-06-16,1.85
2020-06-17,1.85
2020-06-18,1.85
2020-06-19,1.85
2020-06-20,1.85
2020-06-21,1.85
2020-06-22,1.85
2020-06-23,1.85
2020-06-24,1.85
2020-06-25,1.85
2020-06-26,1.85
2020-06-27,1.85
2020-06-28,1.85
2020-06-29,1.85
2020-06-30,1.85
2020-07-01,1.85
2020-07-02,1.85
2020-07-03,1.85
2020-07-04,1.85
2020-07-05,1.85
2020-07-06,1.85
2020-07-07,1.85
2020-07-08,1.85
2020-07-09,1.85
2020-07-10,1.85
2020-07-11,1.85
2020-07-12,1.85
2020-07-13,1.85
2020-07-14,1.85
2020-07-15,1.85
2020-07-16,1.85
2020-07-17,1.85
2020-07-18,1.85
2020-07-19,1.85
2020-07-20,1.85
2020-07-21,1.85
2020-07-22,1.85
2020-07-23,1.85
2020-07-24,1.85
2020-07-25,1.85
2020-07-26,1.85
2020-07-27,1.85
2020-07-28,1.85
2020-07-29,1.85
2020-07-30,1.85
2020-07-31,1.85
2020-08-01,1.85
2020-08-02,1.85
2020-08-03,1.85
2020-08-04,1.85
2020-08-05,1.85
2020-08-06,1.85
2020-08-07,1.85
2020-08-08,1.85
2020-08-09,2.15
2020-08-10,2.15
2020-08-11,2.15
2020-08-12,2.15
2020-08-13,2.15
2020-08-14,2.15
2020-08-15,2.15
2020-08-16,2.15
2020-08-17,2.15
2020-08-18,2.15
2020-08-19,2.15
2020-08-20,2.15
2020-08-21,2.15
2020-08-22,2.15
2020-08-23,2.15
2020-08-24,2.15
2020-08-25,2.15
2020-08-26,2.15
2020-08-27,2.15
2020-08-28,2.15
2020-08-29,2.15
2020-08-30,2.15
2020-08-31,2.15
2020-09-01,2.15
2020-09-02,2.15
2020-09-03,2.15
2020-09-04,2.15
2020-09-05,2.15
2020-09-06,2.15
2020-09-07,2.15
2020-09-08,2.15
2020-09-09,2.15
2020-09-10,2.15
2020-09-11,2.15
2020-09-12,2.15
2020-09-13,2.15
2020-09-14,2.15
2020-09-15,2.15
2020-09-16,2.15
2020-09-17,2.15
2020-09-18,2.15
2020-09-19,2.15
2020-09-20,2.15
2020-09-21,2.15
2020-09-22,2.15
2020-09-23,2.15
2020-09-24,2.15
2020-09-25,2.15
2020-09-26,2.15
2020-09-27,2.15
2020-09-28,2.15
2020-09-29,2.15
2020-09-30,2.15
2020-10-01,2.15
2020-10-02,2.15
2020-10-03,2.15
2020-10-04,2.15
2020-10-05,2.15
2020-10-06,2.15
2020-10-07,2.15
2020-10-08,2.15
2020-10-09,2.15
2020-10-10,2.15
2020-10-11,2.15
2020-10-12,2.15
2020-10-13,2.15
2020-10-14,2.15
2020-10-15,2.15
2020-10-16,2.15
2020-10-17,2.15
2020-10-18,2.15
2020-10-19,2.15
2020-10-20,2.15
2020-10-21,2.15
2020-10-22,2.15
2020-10-23,2.15
2020-10-24,2.15
2020-10-25,2.15
2020-10-26,2.15
2020-10-27,2.15
2020-10-28,2.15
2020-10-29,2.15
2020-10-30,2.15
2020-10-31,2.15
2020-11-01,2.15
2020-11-02,2.15
2020-11-03,2.15
2020-11-04,2.15
2020-11-05,2.15
2020-11-06,2.15
2020-11-07,2.15
2020-11-08,2.15
2020-11-09,2.0
2020-11-10,2.0
2020-11-11,2.0
2020-11-12,2.0
2020-11-13,2.0
2020-11-14,2.0
2020-11-15,2.0
2020-11-16,2.0
2020-11-17,2.0
2020-11-18,2.0
2020-11-19,2.0
2020-11-20,2.0
2020-11-21,2.0
2020-11-22,2.0
2020-11-23,2.0
2020-11-24,2.0
2020-11-25,2.0
2020-11-26,2.0
2020-11-27,2.0
2020-11-28,2.0
2020-11-29,2.0
2020-11-30,2.0
2020-12-01,2.0
2020-12-02,2.0
2020-12-03,2.0
2020-12-04,2.0
2020-12-05,2.0
2020-12-06,2.0
2020-12-07,2.0
2020-12-08,2.0
2020-12-09,2.0
2020-12-10,2.0
2020-12-11,2.0
2020-12-12,2.0
2020-12-13,2.0
2020-12-14,2.0
2020-12-15,2.0
2020-12-16,2.0
2020-12-17,2.0
2020-12-18,2.0
2020-12-19,2.0
2020-12-20,2.0
2020-12-21,2.0
2020-12-22,2.0
2020-12-23,2.0
2020-12-24,2.0
2020-12-25,2.0
2020-12-26,2.0
2020-12-27,2.0
2020-12-28,2.0
2020-12-29,2.0
2020-12-30,2.0
2020-12-31,2.0
2021-01-01,2.0
2021-01-02,2.0
2021-01-03,2.0
2021-01-04,2.0
2021-01-05,2.0
2021-01-06,2.0
2021-01-07,2.0
2021-01-08,2.0
2021-01-09,2.0
2021-01-10,2.0
2021-01-11,2.0
2021-01-12,2.0
2021-01-13,2.0
2021-01-14,2.0
2021-01-15,2.0
2021-01-16,2.0
2021-01-17,2.0
2021-01-18,2.0
2021-01-19,2.0
2021-01-20,2.0
2021-01-21,2.0
2021-01-22,2.0
2021-01-23,2.0
2021-01-24,2.0
2021-01-25,2.0
2021-01-26,2.0
2021-01-27,2.0
2021-01-28,2.0
2021-01-29,2.0
2021-01-30,2.0
2021-01-31,2.0
2021-02-01,2.0
2021-02-02,2.0
2021-02-03,2.0
2021-02-04,2.0
2021-02-05,2.0
2021-02-06,2.0
2021-02-07,2.0
2021-02-08,2.0
2021-02-09,2.0
2021-02-10,2.0
2021-02-11,2.0
2021-02-12,2.0
2021-02-13,2.0
2021-02-14,2.0
2021-02-15,2.0
2021-02-16,2.0
2021-02-17,2.0
2021-02-18,2.0
2021-02-19,2.0
2021-02-20,2.0
2021-02-21,2.0
2021-02-22,2.65
2021-02-23,2.65
2021-02-24,2.65
2021-02-25,2.65
2021-02-26,2.65
2021-02-27,2.65
2021-02-28,2.65
2021-03-01,2.65
2021-03-02,2.65
2021-03-03,2.65
2021-03-04,2.65
2021-03-05,2.65
2021-03-06,2.65
2021-03-07,2.65
2021-03-08,2.65
2021-03-09,2.65
2021-03-10,2.65
2021-03-11,2.65
2021-03-12,2.65
2021-03-13,2.65
2021-03-14,2.65
2021-03-15,2.65
2021-03-16,2.65
2021-03-17,2.65
2021-03-18,2.65
2021-03-19,2.65
2021-03-20,2.65
2021-03-21,2.65
2021-03-22,2.65
2021-03-23,2.65
2021-03-24,2.65
2021-03-25,2.65
2021-03-26,2.65
2021-03-27,2.65
2021-03-28,2.65
2021-03-29,2.65
2021-03-30,2.65
2021-03-31,2.65
2021-04-01,2.7
2021-04-02,2.7
2021-04-03,2.7
2021-04-04,2.7
2021-04-05,2.7
2021-04-06,2.7
2021-04-07,2.7
2021-04-08,2.7
2021-04-09,2.7
2021-04-10,2.7
2021-04-11,2.7
2021-04-12,2.7
2021-04-13,2.7
2021-04-14,2.7
2021-04-15,2.7
2021-04-16,2.7
2021-04-17,2.7
2021-04-18,2.7
2021-04-19,2.7
2021-04-20,2.7
2021-04-21,2.7
2021-04-22,2.7
2021-04-23,2.7
2021-04-24,2.7
2021-04-25,2.7
2021-04-26,2.7
2021-04-27,2.7
2021-04-28,2.7
2021-04-29,2.7
2021-04-30,2.7
2021-05-01,2.7
2021-05-02,2.7
2021-05-03,2.7
2021-05-04,2.7
2021-05-05,2.7
2021-05-06,2.7
2021-05-07,2.7
2021-05-08,2.7
2021-05-09,2.7
2021-05-10,2.7
2021-05-11,2.7
2021-05-12,2.7
2021-05-13,2.7
2021-05-14,2.7
2021-05-15,2.7
2021-05-16,2.7
2021-05-17,2.7
2021-05-18,2.7
2021-05-19,2.7
2021-05-20,2.7
2021-05-21,2.7
2021-05-22,2.7
2021-05-23,2.7
2021-05-24,2.7
2021-05-25,2.7
2021-05-26,2.7
2021-05-27,2.7
2021-05-28,2.7
2021-05-29,2.7
2021-05-30,2.7
2021-05-31,2.7
2021-06-01,2.7
2021-06-02,2.7
2021-06-03,2.7
2021-06-04,2.7
2021-06-05,2.7
2021-06-06,2.7
2021-06-07,2.7
2021-06-08,2.7
2021-06-09,2.7
2021-06-10,2.7
2021-06-11,2.7
2021-06-12,2.7
2021-06-13,2.7
2021-06-14,2.7
2021-06-15,2.7
2021-06-16,2.7
2021-06-17,2.7
2021-06-18,2.7
2021-06-19,2.7
2021-06-20,2.7
2021-06-21,2.7
2021-06-22,2.7
2021-06-23,2.7
2021-06-24,2.7
2021-06-25,2.7
2021-06-26,2.7
2021-06-27,2.7
2021-06-28,2.7
2021-06-29,2.7
2021-06-30,2.7
2021-07-01,2.7
2021-07-02,2.7
2021-07-03,2.7
2021-07-04,2.7
2021-07-05,2.7
2021-07-06,2.7
2021-07-07,2.7
2021-07-08,2.7
2021-07-09,2.7
2021-07-10,2.7
2021-07-11,2.7
2021-07-12,2.7
2021-07-13,2.7
2021-07-14,2.7
2021-07-15,2.7
2021-07-16,2.7
2021-07-17,2.7
2021-07-18,2.7
2021-07-19,2.7
2021-07-20,2.7
2021-07-21,2.7
2021-07-22,2.7
2021-07-23,2.7
2021-07-24,2.7
2021-07-25,2.7
2021-07-26,2.7
2021-07-27,2.7
2021-07-28,2.7
2021-07-29,2.7
2021-07-30,2.7
2021-07-31,2.7
2021-08-01,2.7
2021-08-02,2.7
2021-08-03,2.7
2021-08-04,2.7
2021-08-05,2.7
2021-08-06,2.7
2021-08-07,2.7
2021-08-08,2.7
2021-08-09,2.8
2021-08-10,2.925
2021-08-11,2.925
2021-08-12,2.925
2021-08-13,2.925
2021-08-14,2.925
2021-08-15,2.925
2021-08-16,2.925
2021-08-17,2.925
2021-08-18,2.925
2021-08-19,2.925
2021-08-20,2.925
2021-08-21,2.925
2021-08-22,2.925
2021-08-23,2.925
2021-08-24,2.925
2021-08-25,2.925
2021-08-26,2.925
2021-08-27,2.925
2021-08-28,2.925
2021-08-29,2.925
2021-08-30,2.925
2021-08-31,2.925
2021-09-01,2.925
2021-09-02,2.925
2021-09-03,2.925
2021-09-04,2.925
2021-09-05,2.925
2021-09-06,2.925
2021-09-07,2.925
2021-09-08,2.925
2021-09-09,2.925
2021-09-10,2.925
2021-09-11,2.925
2021-09-12,2.925
2021-09-13,2.925
2021-09-14,2.925
2021-09-15,2.925
2021-09-16,2.925
2021-09-17,2.925
2021-09-18,2.925
2021-09-19,2.925
2021-09-20,2.925
2021-09-21,2.925
2021-09-22,2.925
2021-09-23,2.925
2021-09-24,2.925
2021-09-25,2.925
2021-09-26,2.925
2021-09-27,2.925
2021-09-28,2.925
2021-09-29,2.925
2021-09-30,2.925
2021-10-01,2.925
2021-10-02,2.925
2021-10-03,2.925
2021-10-04,2.925
2021-10-05,2.925
2021-10-06,2.925
2021-10-07,2.925
2021-10-08,2.925
2021-10-09,2.925
2021-10-10,2.925
2021-10-11,2.925
2021-10-12,2.925
2021-10-13,2.925
2021-10-14,2.925
2021-10-15,2.925
2021-10-16,2.925
2021-10-17,2.925
2021-10-18,2.925
2021-10-19,2.925
2021-10-20,2.925
2021-10-21,2.925
2021-10-22,2.925
2021-10-23,2.925
2021-10-24,2.925
2021-10-25,2.925
2021-10-26,2.925
2021-10-27,2.925
2021-10-28,2.925
2021-10-29,2.925
2021-10-30,2.925
2021-10-31,2.925
2021-11-01,2.925
2021-11-02,2.925
2021-11-03,2.925
2021-11-04,2.925
2021-11-05,2.975
2021-11-06,2.975
2021-11-07,2.975
2021-11-08,2.975
2021-11-09,2.975
2021-11-10,3.155
2021-11-11,3.155
2021-11-12,3.155
2021-11-13,3.155
2021-11-14,3.155
2021-11-15,3.155
2021-11-16,3.155
2021-11-17,3.155
2021-11-18,3.155
2021-11-19,3.155
2021-11-20,3.155
2021-11-21,3.155
2021-11-22,3.155
2021-11-23,3.155
2021-11-24,3.155
2021-11-25,3.155
2021-11-26,3.155
2021-11-27,3.155
2021-11-28,3.155
2021-11-29,3.155
2021-11-30,3.155
2021-12-01,3.155
2021-12-02,3.155
2021-12-03,3.155
2021-12-04,3.155
2021-12-05,3.155
2021-12-06,3.155
2021-12-07,3.155
2021-12-08,3.155
2021-12-09,3.155
2021-12-10,3.155
2021-12-11,3.155
2021-12-12,3.155
2021-12-13,3.155
2021-12-14,3.155
2021-12-15,3.155
2021-12-16,3.155
2021-12-17,3.155
2021-12-18,3.155
2021-12-19,3.155
2021-12-20,3.155
2021-12-21,3.155
2021-12-22,3.155
2021-12-23,3.155
2021-12-24,3.155
2021-12-25,3.155
2021-12-26,3.155
2021-12-27,3.155
2021-12-28,3.155
2021-12-29,3.155
2021-12-30,3.155
2021-12-31,3.155
2022-01-01,3.155
2022-01-02,3.155
2022-01-03,3.155
2022-01-04,3.155
2022-01-05,3.155
2022-01-06,3.155
2022-01-07,3.155
2022-01-08,3.155
2022-01-09,3.155
2022-01-10,3.155
2022-01-11,3.155
2022-01-12,3.155
2022-01-13,3.155
2022-01-14,3.155
2022-01-15,3.155
2022-01-16,3.155
2022-01-17,3.155
2022-01-18,3.155
2022-01-19,3.155
2022-01-20,3.155
2022-01-21,3.155
2022-01-22,3.155
2022-01-23,3.155
2022-01-24,3.155
2022-01-25,3.155
2022-01-26,3.155
2022-01-27,3.155
2022-01-28,3.155
2022-01-29,3.155
2022-01-30,3.155
2022-01-31,3.155
2022-02-01,3.155
2022-02-02,3.155
2022-02-03,3.155
2022-02-04,3.155
2022-02-05,3.155
2022-02-06,3.155
2022-02-07,3.155
2022-02-08,3.155
2022-02-09,3.155
2022-02-10,3.155
2022-02-11,3.155
2022-02-12,3.155
2022-02-13,3.155
2022-02-14,3.155
2022-02-15,3.155
2022-02-16,3.155
2022-02-17,3.155
2022-02-18,3.155
2022-02-19,3.155
2022-02-20,3.155
2022-02-21,3.03
2022-02-22,3.03
2022-02-23,3.03
2022-02-24,3.03
2022-02-25,3.03
2022-02-26,3.03
2022-02-27,3.03
2022-02-28,3.03
2022-03-01,3.03
2022-03-02,3.03
2022-03-03,3.03
2022-03-04,3.03
2022-03-05,3.03
2022-03-06,3.03
2022-03-07,3.03
2022-03-08,3.03
2022-03-09,3.03
2022-03-10,3.03
2022-03-11,3.03
2022-03-12,3.03
2022-03-13,3.03
2022-03-14,3.03
2022-03-15,3.03
2022-03-16,3.03
2022-03-17,3.03
2022-03-18,3.03
2022-03-19,3.03
2022-03-20,3.03
2022-03-21,3.03
2022-03-22,3.03
2022-03-23,3.03
2022-03-24,3.03
2022-03-25,3.03
2022-03-26,3.03
2022-03-27,3.03
2022-03-28,3.03
2022-03-29,3.03
2022-03-30,3.03
2022-03-31,3.03
2022-04-01,3.03
2022-04-02,3.03
2022-04-03,3.03
2022-04-04,3.03
2022-04-05,3.03
2022-04-06,3.03
2022-04-07,3.03
2022-04-08,3.03
2022-04-09,3.03
2022-04-10,3.03
2022-04-11,3.03
2022-04-12,3.03
2022-04-13,3.03
2022-04-14,3.03
2022-04-15,3.03
2022-04-16,3.03
2022-04-17,3.03
2022-04-18,3.03
2022-04-19,3.03
2022-04-20,3.03
2022-04-21,3.03
2022-04-22,3.03
2022-04-23,3.03
2022-04-24,3.03
2022-04-25,3.03
2022-04-26,3.03
2022-04-27,3.03
2022-04-28,3.03
2022-04-29,3.03
2022-04-30,3.03
2022-05-01,3.03
2022-05-02,3.03
2022-05-03,3.03
2022-05-04,3.03
2022-05-05,3.03
2022-05-06,3.03
2022-05-07,3.03
2022-05-08,3.03
2022-05-09,3.03
2022-05-10,3.03
2022-05-11,3.03
2022-05-12,3.0
2022-05-13,3.0
2022-05-14,3.0
2022-05-15,3.0
2022-05-16,3.0
2022-05-17,3.0
2022-05-18,3.0
2022-05-19,3.0
2022-05-20,3.0
2022-05-21,3.0
2022-05-22,3.0
2022-05-23,3.0
2022-05-24,3.0
2022-05-25,3.0
2022-05-26,3.0
2022-05-27,3.0
2022-05-28,3.0
2022-05-29,3.0
2022-05-30,3.0
2022-05-31,3.0
2022-06-01,3.0
2022-06-02,3.0
2022-06-03,3.0
2022-06-04,3.0
2022-06-05,3.0
2022-06-06,3.0
2022-06-07,3.0
2022-06-08,3.0
2022-06-09,3.6
2022-06-10,3.6
2022-06-11,3.6
2022-06-12,3.6
2022-06-13,3.6
2022-06-14,3.6
2022-06-15,3.6
2022-06-16,3.6
2022-06-17,3.6
2022-06-18,3.6
2022-06-19,3.6
2022-06-20,3.6
2022-06-21,3.6
2022-06-22,3.6
