,BMY US Equity
2019-05-21,4.913
2019-05-22,4.913
2019-05-23,4.913
2019-05-24,4.913
2019-05-25,4.913
2019-05-26,4.913
2019-05-27,4.913
2019-05-28,4.913
2019-05-29,4.917
2019-05-30,4.917
2019-05-31,4.917
2019-06-01,4.917
2019-06-02,4.917
2019-06-03,4.917
2019-06-04,4.917
2019-06-05,4.917
2019-06-06,4.917
2019-06-07,4.917
2019-06-08,4.917
2019-06-09,4.917
2019-06-10,4.917
2019-06-11,4.917
2019-06-12,4.917
2019-06-13,4.917
2019-06-14,4.917
2019-06-15,4.917
2019-06-16,4.917
2019-06-17,4.917
2019-06-18,4.917
2019-06-19,4.917
2019-06-20,4.917
2019-06-21,4.917
2019-06-22,4.917
2019-06-23,4.917
2019-06-24,5.323
2019-06-25,5.508
2019-06-26,5.508
2019-06-27,5.63
2019-06-28,5.63
2019-06-29,5.63
2019-06-30,5.63
2019-07-01,5.63
2019-07-02,5.63
2019-07-03,5.63
2019-07-04,5.63
2019-07-05,5.63
2019-07-06,5.63
2019-07-07,5.63
2019-07-08,5.626
2019-07-09,5.626
2019-07-10,5.626
2019-07-11,5.626
2019-07-12,5.626
2019-07-13,5.626
2019-07-14,5.626
2019-07-15,5.626
2019-07-16,5.592
2019-07-17,5.592
2019-07-18,5.592
2019-07-19,5.592
2019-07-20,5.592
2019-07-21,5.592
2019-07-22,5.592
2019-07-23,5.592
2019-07-24,5.592
2019-07-25,5.618
2019-07-26,6.118
2019-07-27,6.118
2019-07-28,6.118
2019-07-29,6.118
2019-07-30,6.118
2019-07-31,6.118
2019-08-01,6.118
2019-08-02,6.118
2019-08-03,6.118
2019-08-04,6.118
2019-08-05,6.118
2019-08-06,6.118
2019-08-07,6.118
2019-08-08,6.223
2019-08-09,6.223
2019-08-10,6.223
2019-08-11,6.223
2019-08-12,6.223
2019-08-13,6.223
2019-08-14,6.223
2019-08-15,6.223
2019-08-16,6.223
2019-08-17,6.223
2019-08-18,6.223
2019-08-19,6.223
2019-08-20,6.223
2019-08-21,6.223
2019-08-22,6.223
2019-08-23,6.223
2019-08-24,6.223
2019-08-25,6.223
2019-08-26,5.677
2019-08-27,5.677
2019-08-28,5.677
2019-08-29,5.677
2019-08-30,5.677
2019-08-31,5.677
2019-09-01,5.677
2019-09-02,5.677
2019-09-03,5.677
2019-09-04,5.677
2019-09-05,5.18
2019-09-06,5.18
2019-09-07,5.18
2019-09-08,5.18
2019-09-09,5.18
2019-09-10,5.33
2019-09-11,5.33
2019-09-12,5.33
2019-09-13,5.33
2019-09-14,5.33
2019-09-15,5.33
2019-09-16,5.33
2019-09-17,5.33
2019-09-18,5.33
2019-09-19,5.33
2019-09-20,5.33
2019-09-21,5.33
2019-09-22,5.33
2019-09-23,5.33
2019-09-24,5.33
2019-09-25,5.33
2019-09-26,5.33
2019-09-27,5.33
2019-09-28,5.18
2019-09-29,5.18
2019-09-30,5.653
2019-10-01,5.653
2019-10-02,5.653
2019-10-03,5.653
2019-10-04,5.653
2019-10-05,5.653
2019-10-06,5.653
2019-10-07,5.653
2019-10-08,5.653
2019-10-09,5.653
2019-10-10,5.653
2019-10-11,5.653
2019-10-12,5.653
2019-10-13,5.653
2019-10-14,5.653
2019-10-15,5.663
2019-10-16,5.663
2019-10-17,5.663
2019-10-18,5.663
2019-10-19,5.663
2019-10-20,5.663
2019-10-21,5.663
2019-10-22,5.663
2019-10-23,5.663
2019-10-24,5.663
2019-10-25,5.663
2019-10-26,5.663
2019-10-27,5.663
2019-10-28,5.663
2019-10-29,5.663
2019-10-30,5.663
2019-10-31,5.663
2019-11-01,5.43
2019-11-02,5.43
2019-11-03,5.43
2019-11-04,5.43
2019-11-05,5.43
2019-11-06,5.43
2019-11-07,5.43
2019-11-08,5.43
2019-11-09,5.43
2019-11-10,5.43
2019-11-11,5.43
2019-11-12,5.43
2019-11-13,5.43
2019-11-14,5.43
2019-11-15,5.43
2019-11-16,5.43
2019-11-17,5.43
2019-11-18,6.51
2019-11-19,6.51
2019-11-20,6.51
2019-11-21,6.51
2019-11-22,6.51
2019-11-23,6.51
2019-11-24,6.51
2019-11-25,6.51
2019-11-26,6.51
2019-11-27,6.51
2019-11-28,6.51
2019-11-29,6.51
2019-11-30,6.51
2019-12-01,6.51
2019-12-02,6.51
2019-12-03,6.51
2019-12-04,6.51
2019-12-05,6.51
2019-12-06,6.51
2019-12-07,6.51
2019-12-08,6.51
2019-12-09,6.51
2019-12-10,6.51
2019-12-11,6.66
2019-12-12,6.66
2019-12-13,6.66
2019-12-14,6.66
2019-12-15,6.66
2019-12-16,6.66
2019-12-17,6.66
2019-12-18,6.66
2019-12-19,6.66
2019-12-20,6.66
2019-12-21,6.66
2019-12-22,6.66
2019-12-23,6.66
2019-12-24,6.66
2019-12-25,6.66
2019-12-26,6.66
2019-12-27,6.66
2019-12-28,6.66
2019-12-29,6.66
2019-12-30,6.66
2019-12-31,6.66
2020-01-01,6.66
2020-01-02,6.66
2020-01-03,6.66
2020-01-04,6.66
2020-01-05,6.66
2020-01-06,6.66
2020-01-07,6.66
2020-01-08,6.66
2020-01-09,6.843
2020-01-10,6.843
2020-01-11,6.843
2020-01-12,6.843
2020-01-13,6.843
2020-01-14,6.843
2020-01-15,6.843
2020-01-16,6.843
2020-01-17,6.843
2020-01-18,6.843
2020-01-19,6.843
2020-01-20,7.738
2020-01-21,7.738
2020-01-22,7.738
2020-01-23,7.737
2020-01-24,7.737
2020-01-25,7.737
2020-01-26,7.737
2020-01-27,7.737
2020-01-28,7.737
2020-01-29,7.737
2020-01-30,7.737
2020-01-31,7.737
2020-02-01,7.737
2020-02-02,7.737
2020-02-03,7.737
2020-02-04,7.737
2020-02-05,7.737
2020-02-06,7.7
2020-02-07,7.53
2020-02-08,7.53
2020-02-09,7.53
2020-02-10,7.49
2020-02-11,7.49
2020-02-12,7.49
2020-02-13,7.49
2020-02-14,7.49
2020-02-15,7.49
2020-02-16,7.49
2020-02-17,7.49
2020-02-18,7.49
2020-02-19,7.49
2020-02-20,7.49
2020-02-21,7.49
2020-02-22,7.49
2020-02-23,7.49
2020-02-24,7.53
2020-02-25,7.564
2020-02-26,7.564
2020-02-27,7.564
2020-02-28,7.564
2020-02-29,7.564
2020-03-01,7.564
2020-03-02,7.564
2020-03-03,7.564
2020-03-04,7.564
2020-03-05,7.564
2020-03-06,7.564
2020-03-07,7.564
2020-03-08,7.564
2020-03-09,7.564
2020-03-10,7.564
2020-03-11,7.564
2020-03-12,7.564
2020-03-13,7.564
2020-03-14,7.564
2020-03-15,7.564
2020-03-16,7.564
2020-03-17,7.564
2020-03-18,7.564
2020-03-19,7.564
2020-03-20,7.564
2020-03-21,7.564
2020-03-22,7.564
2020-03-23,7.925
2020-03-24,7.925
2020-03-25,7.925
2020-03-26,7.943
2020-03-27,7.968
2020-03-28,7.968
2020-03-29,7.968
2020-03-30,7.968
2020-03-31,7.968
2020-04-01,7.968
2020-04-02,7.968
2020-04-03,7.968
2020-04-04,7.968
2020-04-05,7.968
2020-04-06,7.968
2020-04-07,7.968
2020-04-08,7.968
2020-04-09,7.968
2020-04-10,7.968
2020-04-11,7.968
2020-04-12,7.968
2020-04-13,7.968
2020-04-14,7.968
2020-04-15,7.307
2020-04-16,7.307
2020-04-17,7.307
2020-04-18,7.307
2020-04-19,7.307
2020-04-20,7.307
2020-04-21,7.34
2020-04-22,7.34
2020-04-23,7.34
2020-04-24,7.34
2020-04-25,7.34
2020-04-26,7.34
2020-04-27,7.34
2020-04-28,7.34
2020-04-29,7.34
2020-04-30,7.34
2020-05-01,7.34
2020-05-02,7.34
2020-05-03,7.34
2020-05-04,7.34
2020-05-05,7.34
2020-05-06,7.34
2020-05-07,7.672
2020-05-08,7.66
2020-05-09,7.66
2020-05-10,7.66
2020-05-11,7.66
2020-05-12,7.66
2020-05-13,7.66
2020-05-14,7.66
2020-05-15,7.66
2020-05-16,7.66
2020-05-17,7.66
2020-05-18,7.66
2020-05-19,7.66
2020-05-20,7.66
2020-05-21,7.66
2020-05-22,7.66
2020-05-23,7.66
2020-05-24,7.66
2020-05-25,7.66
2020-05-26,7.66
2020-05-27,7.66
2020-05-28,7.66
2020-05-29,7.66
2020-05-30,7.66
2020-05-31,7.66
2020-06-01,7.668
2020-06-02,7.66
2020-06-03,7.685
2020-06-04,7.685
2020-06-05,7.685
2020-06-06,7.685
2020-06-07,7.685
2020-06-08,7.685
2020-06-09,7.685
2020-06-10,7.685
2020-06-11,7.685
2020-06-12,7.685
2020-06-13,7.685
2020-06-14,7.685
2020-06-15,7.685
2020-06-16,7.685
2020-06-17,7.685
2020-06-18,7.685
2020-06-19,7.685
2020-06-20,7.685
2020-06-21,7.685
2020-06-22,7.685
2020-06-23,7.685
2020-06-24,7.685
2020-06-25,7.685
2020-06-26,7.685
2020-06-27,7.685
2020-06-28,7.685
2020-06-29,8.142
2020-06-30,8.142
2020-07-01,8.069
2020-07-02,8.069
2020-07-03,8.069
2020-07-04,8.069
2020-07-05,8.069
2020-07-06,7.911
2020-07-07,7.911
2020-07-08,7.911
2020-07-09,8.436
2020-07-10,8.436
2020-07-11,8.436
2020-07-12,8.436
2020-07-13,8.203
2020-07-14,8.456
2020-07-15,8.456
2020-07-16,8.456
2020-07-17,8.456
2020-07-18,8.456
2020-07-19,8.456
2020-07-20,8.323
2020-07-21,8.323
2020-07-22,8.323
2020-07-23,8.323
2020-07-24,8.323
2020-07-25,8.323
2020-07-26,8.323
2020-07-27,8.323
2020-07-28,8.326
2020-07-29,8.326
2020-07-30,8.326
2020-07-31,8.326
2020-08-01,8.326
2020-08-02,8.326
2020-08-03,8.326
2020-08-04,8.326
2020-08-05,8.326
2020-08-06,8.351
2020-08-07,8.297
2020-08-08,8.287
2020-08-09,8.287
2020-08-10,8.287
2020-08-11,8.304
2020-08-12,8.211
2020-08-13,8.211
2020-08-14,8.211
2020-08-15,8.211
2020-08-16,8.211
2020-08-17,8.211
2020-08-18,8.211
2020-08-19,8.211
2020-08-20,8.211
2020-08-21,8.211
2020-08-22,8.211
2020-08-23,8.211
2020-08-24,8.211
2020-08-25,8.211
2020-08-26,8.211
2020-08-27,8.231
2020-08-28,8.231
2020-08-29,8.231
2020-08-30,8.231
2020-08-31,8.231
2020-09-01,8.231
2020-09-02,8.231
2020-09-03,8.231
2020-09-04,8.231
2020-09-05,8.231
2020-09-06,8.231
2020-09-07,8.231
2020-09-08,8.248
2020-09-09,8.248
2020-09-10,8.248
2020-09-11,8.248
2020-09-12,8.248
2020-09-13,8.248
2020-09-14,8.248
2020-09-15,8.248
2020-09-16,8.248
2020-09-17,8.314
2020-09-18,8.314
2020-09-19,8.314
2020-09-20,8.314
2020-09-21,8.337
2020-09-22,8.378
2020-09-23,8.378
2020-09-24,8.378
2020-09-25,8.388
2020-09-26,8.388
2020-09-27,8.388
2020-09-28,8.357
2020-09-29,8.35
2020-09-30,8.35
2020-10-01,8.359
2020-10-02,8.359
2020-10-03,8.359
2020-10-04,8.359
2020-10-05,8.429
2020-10-06,8.331
2020-10-07,8.331
2020-10-08,8.331
2020-10-09,8.337
2020-10-10,8.337
2020-10-11,8.337
2020-10-12,8.334
2020-10-13,8.343
2020-10-14,8.408
2020-10-15,8.408
2020-10-16,8.446
2020-10-17,8.446
2020-10-18,8.446
2020-10-19,8.446
2020-10-20,8.446
2020-10-21,8.446
2020-10-22,8.375
2020-10-23,8.375
2020-10-24,8.375
2020-10-25,8.375
2020-10-26,8.375
2020-10-27,8.375
2020-10-28,8.375
2020-10-29,8.375
2020-10-30,8.375
2020-10-31,8.375
2020-11-01,8.375
2020-11-02,8.375
2020-11-03,8.345
2020-11-04,8.345
2020-11-05,8.415
2020-11-06,8.424
2020-11-07,8.424
2020-11-08,8.424
2020-11-09,8.391
2020-11-10,8.391
2020-11-11,8.391
2020-11-12,8.391
2020-11-13,8.41
2020-11-14,8.41
2020-11-15,8.41
2020-11-16,8.529
2020-11-17,8.454
2020-11-18,8.454
2020-11-19,8.454
2020-11-20,8.454
2020-11-21,8.454
2020-11-22,8.454
2020-11-23,8.454
2020-11-24,8.454
2020-11-25,8.454
2020-11-26,8.454
2020-11-27,8.454
2020-11-28,8.454
2020-11-29,8.454
2020-11-30,8.454
2020-12-01,8.454
2020-12-02,8.455
2020-12-03,8.455
2020-12-04,8.455
2020-12-05,8.455
2020-12-06,8.455
2020-12-07,8.455
2020-12-08,8.431
2020-12-09,8.431
2020-12-10,8.431
2020-12-11,8.431
2020-12-12,8.431
2020-12-13,8.431
2020-12-14,8.431
2020-12-15,8.431
2020-12-16,8.431
2020-12-17,8.431
2020-12-18,8.431
2020-12-19,8.431
2020-12-20,8.431
2020-12-21,8.431
2020-12-22,8.431
2020-12-23,8.431
2020-12-24,8.431
2020-12-25,8.431
2020-12-26,8.431
2020-12-27,8.431
2020-12-28,8.431
2020-12-29,8.431
2020-12-30,8.431
2020-12-31,8.431
2021-01-01,8.431
2021-01-02,8.431
2021-01-03,8.431
2021-01-04,8.427
2021-01-05,8.427
2021-01-06,8.427
2021-01-07,8.427
2021-01-08,8.427
2021-01-09,8.427
2021-01-10,8.427
2021-01-11,8.427
2021-01-12,8.427
2021-01-13,8.427
2021-01-14,8.427
2021-01-15,8.427
2021-01-16,8.427
2021-01-17,8.427
2021-01-18,8.427
2021-01-19,8.427
2021-01-20,8.297
2021-01-21,8.297
2021-01-22,8.297
2021-01-23,8.297
2021-01-24,8.297
2021-01-25,8.247
2021-01-26,8.247
2021-01-27,8.227
2021-01-28,8.204
2021-01-29,8.204
2021-01-30,8.204
2021-01-31,8.204
2021-02-01,8.204
2021-02-02,8.204
2021-02-03,8.204
2021-02-04,8.226
2021-02-05,8.176
2021-02-06,8.176
2021-02-07,8.176
2021-02-08,8.164
2021-02-09,8.167
2021-02-10,8.167
2021-02-11,8.167
2021-02-12,8.167
2021-02-13,8.167
2021-02-14,8.167
2021-02-15,8.167
2021-02-16,8.169
2021-02-17,8.169
2021-02-18,8.169
2021-02-19,8.169
2021-02-20,8.169
2021-02-21,8.169
2021-02-22,8.169
2021-02-23,8.169
2021-02-24,8.169
2021-02-25,8.141
2021-02-26,8.141
2021-02-27,8.141
2021-02-28,8.141
2021-03-01,8.141
2021-03-02,8.141
2021-03-03,8.164
2021-03-04,8.164
2021-03-05,8.164
2021-03-06,8.164
2021-03-07,8.164
2021-03-08,8.164
2021-03-09,8.245
2021-03-10,8.245
2021-03-11,8.245
2021-03-12,8.245
2021-03-13,8.245
2021-03-14,8.245
2021-03-15,8.255
2021-03-16,8.255
2021-03-17,8.255
2021-03-18,8.255
2021-03-19,8.256
2021-03-20,8.256
2021-03-21,8.256
2021-03-22,8.256
2021-03-23,8.256
2021-03-24,8.256
2021-03-25,8.27
2021-03-26,8.27
2021-03-27,8.27
2021-03-28,8.27
2021-03-29,8.267
2021-03-30,8.267
2021-03-31,8.267
2021-04-01,8.344
2021-04-02,8.344
2021-04-03,8.344
2021-04-04,8.344
2021-04-05,8.344
2021-04-06,8.344
2021-04-07,8.344
2021-04-08,8.244
2021-04-09,8.322
2021-04-10,8.322
2021-04-11,8.322
2021-04-12,8.322
2021-04-13,8.353
2021-04-14,8.353
2021-04-15,8.353
2021-04-16,8.33
2021-04-17,8.33
2021-04-18,8.33
2021-04-19,8.33
2021-04-20,8.33
2021-04-21,8.33
2021-04-22,8.33
2021-04-23,8.33
2021-04-24,8.33
2021-04-25,8.33
2021-04-26,8.477
2021-04-27,8.477
2021-04-28,8.17
2021-04-29,7.958
2021-04-30,8.059
2021-05-01,8.059
2021-05-02,8.059
2021-05-03,8.059
2021-05-04,8.059
2021-05-05,8.059
2021-05-06,8.044
2021-05-07,8.044
2021-05-08,8.044
2021-05-09,8.044
2021-05-10,8.044
2021-05-11,8.044
2021-05-12,8.044
2021-05-13,8.044
2021-05-14,8.044
2021-05-15,8.044
2021-05-16,8.044
2021-05-17,8.044
2021-05-18,8.044
2021-05-19,8.044
2021-05-20,8.044
2021-05-21,8.044
2021-05-22,8.044
2021-05-23,8.032
2021-05-24,8.044
2021-05-25,8.044
2021-05-26,8.044
2021-05-27,8.044
2021-05-28,8.044
2021-05-29,8.044
2021-05-30,8.044
2021-05-31,8.044
2021-06-01,8.044
2021-06-02,8.044
2021-06-03,8.044
2021-06-04,8.044
2021-06-05,8.044
2021-06-06,8.044
2021-06-07,8.044
2021-06-08,8.044
2021-06-09,8.044
2021-06-10,8.044
2021-06-11,8.061
2021-06-12,8.061
2021-06-13,8.061
2021-06-14,8.061
2021-06-15,8.061
2021-06-16,8.061
2021-06-17,8.061
2021-06-18,8.061
2021-06-19,8.057
2021-06-20,8.057
2021-06-21,8.057
2021-06-22,8.057
2021-06-23,8.057
2021-06-24,8.057
2021-06-25,8.057
2021-06-26,8.057
2021-06-27,8.057
2021-06-28,8.057
2021-06-29,8.057
2021-06-30,8.069
2021-07-01,8.069
2021-07-02,8.069
2021-07-03,8.069
2021-07-04,8.069
2021-07-05,8.069
2021-07-06,8.05
2021-07-07,8.05
2021-07-08,8.056
2021-07-09,8.056
2021-07-10,8.056
2021-07-11,8.056
2021-07-12,8.056
2021-07-13,8.053
2021-07-14,8.053
2021-07-15,8.053
2021-07-16,8.053
2021-07-17,8.053
2021-07-18,8.053
2021-07-19,8.053
2021-07-20,7.97
2021-07-21,7.97
2021-07-22,7.97
2021-07-23,8.309
2021-07-24,8.309
2021-07-25,8.309
2021-07-26,8.309
2021-07-27,8.309
2021-07-28,8.525
2021-07-29,8.546
2021-07-30,8.546
2021-07-31,8.554
2021-08-01,8.554
2021-08-02,8.554
2021-08-03,8.554
2021-08-04,8.554
2021-08-05,8.554
2021-08-06,8.581
2021-08-07,8.581
2021-08-08,8.581
2021-08-09,8.581
2021-08-10,8.581
2021-08-11,8.588
2021-08-12,8.588
2021-08-13,8.588
2021-08-14,8.588
2021-08-15,8.588
2021-08-16,8.588
2021-08-17,8.588
2021-08-18,8.588
2021-08-19,8.588
2021-08-20,8.588
2021-08-21,8.588
2021-08-22,8.588
2021-08-23,8.588
2021-08-24,8.588
2021-08-25,8.588
2021-08-26,8.588
2021-08-27,8.588
2021-08-28,8.588
2021-08-29,8.588
2021-08-30,8.588
2021-08-31,8.588
2021-09-01,8.588
2021-09-02,8.588
2021-09-03,8.588
2021-09-04,8.588
2021-09-05,8.588
2021-09-06,8.588
2021-09-07,8.588
2021-09-08,8.588
2021-09-09,8.588
2021-09-10,8.588
2021-09-11,8.588
2021-09-12,8.588
2021-09-13,8.588
2021-09-14,8.588
2021-09-15,8.588
2021-09-16,8.53
2021-09-17,8.53
2021-09-18,8.53
2021-09-19,8.475
2021-09-20,8.53
2021-09-21,8.53
2021-09-22,8.53
2021-09-23,8.53
2021-09-24,8.53
2021-09-25,8.53
2021-09-26,8.53
2021-09-27,8.53
2021-09-28,8.53
2021-09-29,8.53
2021-09-30,8.53
2021-10-01,8.53
2021-10-02,8.53
2021-10-03,8.53
2021-10-04,8.53
2021-10-05,8.546
2021-10-06,8.546
2021-10-07,8.54
2021-10-08,8.505
2021-10-09,8.505
2021-10-10,8.505
2021-10-11,8.505
2021-10-12,8.505
2021-10-13,8.505
2021-10-14,8.466
2021-10-15,8.502
2021-10-16,8.502
2021-10-17,8.502
2021-10-18,8.507
2021-10-19,8.507
2021-10-20,8.507
2021-10-21,8.467
2021-10-22,8.467
2021-10-23,8.467
2021-10-24,8.467
2021-10-25,8.467
2021-10-26,8.467
2021-10-27,8.392
2021-10-28,8.241
2021-10-29,8.241
2021-10-30,8.241
2021-10-31,8.241
2021-11-01,8.182
2021-11-02,8.182
2021-11-03,8.185
2021-11-04,8.185
2021-11-05,8.185
2021-11-06,8.185
2021-11-07,8.185
2021-11-08,8.185
2021-11-09,8.172
2021-11-10,8.172
2021-11-11,8.172
2021-11-12,8.172
2021-11-13,8.172
2021-11-14,8.172
2021-11-15,8.172
2021-11-16,8.185
2021-11-17,8.222
2021-11-18,8.36
2021-11-19,8.352
2021-11-20,8.352
2021-11-21,8.352
2021-11-22,8.352
2021-11-23,8.352
2021-11-24,8.352
2021-11-25,8.352
2021-11-26,8.352
2021-11-27,8.352
2021-11-28,8.352
2021-11-29,8.352
2021-11-30,8.352
2021-12-01,8.352
2021-12-02,8.352
2021-12-03,8.352
2021-12-04,8.352
2021-12-05,8.352
2021-12-06,8.352
2021-12-07,8.352
2021-12-08,8.302
2021-12-09,8.302
2021-12-10,8.302
2021-12-11,8.302
2021-12-12,8.302
2021-12-13,8.302
2021-12-14,8.302
2021-12-15,8.302
2021-12-16,8.33
2021-12-17,8.33
2021-12-18,8.33
2021-12-19,8.33
2021-12-20,8.33
2021-12-21,8.33
2021-12-22,8.33
2021-12-23,8.33
2021-12-24,8.33
2021-12-25,8.33
2021-12-26,8.33
2021-12-27,8.33
2021-12-28,8.33
2021-12-29,8.33
2021-12-30,8.33
2021-12-31,8.33
2022-01-01,8.33
2022-01-02,8.33
2022-01-03,8.375
2022-01-04,8.403
2022-01-05,8.403
2022-01-06,8.403
2022-01-07,8.404
2022-01-08,8.404
2022-01-09,8.404
2022-01-10,8.385
2022-01-11,8.397
2022-01-12,8.397
2022-01-13,8.397
2022-01-14,8.397
2022-01-15,8.397
2022-01-16,8.397
2022-01-17,8.397
2022-01-18,8.395
2022-01-19,8.45
2022-01-20,8.47
2022-01-21,8.47
2022-01-22,8.47
2022-01-23,8.47
2022-01-24,8.449
2022-01-25,8.449
2022-01-26,8.41
2022-01-27,8.469
2022-01-28,8.469
2022-01-29,8.469
2022-01-30,8.435
2022-01-31,8.469
2022-02-01,8.451
2022-02-02,8.451
2022-02-03,8.451
2022-02-04,8.556
2022-02-05,8.556
2022-02-06,8.581
2022-02-07,8.706
2022-02-08,8.691
2022-02-09,8.691
2022-02-10,8.691
2022-02-11,8.691
2022-02-12,8.691
2022-02-13,8.757
2022-02-14,8.757
2022-02-15,8.795
2022-02-16,8.795
2022-02-17,8.795
2022-02-18,8.795
2022-02-19,8.795
2022-02-20,8.795
2022-02-21,8.795
2022-02-22,8.795
2022-02-23,8.795
2022-02-24,8.795
2022-02-25,8.795
2022-02-26,8.795
2022-02-27,8.795
2022-02-28,8.801
2022-03-01,8.801
2022-03-02,8.801
2022-03-03,8.801
2022-03-04,8.855
2022-03-05,8.855
2022-03-06,8.855
2022-03-07,8.868
2022-03-08,8.868
2022-03-09,8.868
2022-03-10,8.868
2022-03-11,8.868
2022-03-12,8.868
2022-03-13,8.868
2022-03-14,8.868
2022-03-15,8.868
2022-03-16,8.868
2022-03-17,8.868
2022-03-18,8.868
2022-03-19,8.868
2022-03-20,8.872
2022-03-21,8.872
2022-03-22,8.874
2022-03-23,8.874
2022-03-24,8.874
2022-03-25,8.874
2022-03-26,8.874
2022-03-27,8.874
2022-03-28,8.874
2022-03-29,8.873
2022-03-30,8.873
2022-03-31,8.882
2022-04-01,8.904
2022-04-02,8.904
2022-04-03,8.904
2022-04-04,8.871
2022-04-05,8.871
2022-04-06,8.871
2022-04-07,8.871
2022-04-08,8.871
2022-04-09,8.871
2022-04-10,8.871
2022-04-11,8.871
2022-04-12,8.891
2022-04-13,8.891
2022-04-14,8.886
2022-04-15,8.886
2022-04-16,8.886
2022-04-17,8.882
2022-04-18,8.882
2022-04-19,8.88
2022-04-20,8.845
2022-04-21,8.816
2022-04-22,8.816
2022-04-23,8.816
2022-04-24,8.816
2022-04-25,8.816
2022-04-26,8.816
2022-04-27,8.816
2022-04-28,8.816
2022-04-29,8.8
2022-04-30,8.792
2022-05-01,8.813
2022-05-02,8.865
2022-05-03,8.857
2022-05-04,8.857
2022-05-05,8.857
2022-05-06,8.843
2022-05-07,8.843
2022-05-08,8.843
2022-05-09,8.843
2022-05-10,8.843
2022-05-11,8.854
2022-05-12,8.872
2022-05-13,8.872
2022-05-14,8.872
2022-05-15,8.872
2022-05-16,8.869
2022-05-17,8.869
2022-05-18,8.869
2022-05-19,8.869
2022-05-20,8.869
2022-05-21,8.869
2022-05-22,8.869
2022-05-23,8.869
2022-05-24,8.869
2022-05-25,8.869
2022-05-26,8.869
2022-05-27,8.869
2022-05-28,8.869
2022-05-29,8.871
2022-05-30,8.871
2022-05-31,8.871
2022-06-01,8.871
2022-06-02,8.871
2022-06-03,8.855
2022-06-04,8.855
2022-06-05,8.855
2022-06-06,8.855
2022-06-07,8.855
2022-06-08,8.855
2022-06-09,8.855
2022-06-10,8.855
2022-06-11,8.855
2022-06-12,8.855
2022-06-13,8.851
2022-06-14,8.865
2022-06-15,8.865
2022-06-16,8.865
2022-06-17,8.865
2022-06-18,8.865
2022-06-19,8.865
2022-06-20,8.865
2022-06-21,8.894
2022-06-22,8.792
