,CIE SM Equity,CIE SM Equity,CIE SM Equity,CIE SM Equity,CIE SM Equity
2017-01-01,13.2177,13.4595,13.1852,13.3657,55813.0
2017-01-02,13.3224,13.5245,13.3224,13.492,35176.0
2017-01-03,13.6379,13.7182,13.5723,13.5723,80521.0
2017-01-04,13.6671,13.6671,13.4446,13.5066,210694.0
2017-01-05,13.5905,13.6234,13.4592,13.4993,135328.0
2017-01-06,13.4701,13.565,13.3789,13.4738,75254.0
2017-01-07,13.4701,13.565,13.3789,13.4738,75254.0
2017-01-08,13.4701,13.565,13.3789,13.4738,75254.0
2017-01-09,13.5175,13.5394,13.368,13.4446,159889.0
2017-01-10,13.5358,13.5577,13.3971,13.4409,110777.0
2017-01-11,13.5212,13.5358,13.4117,13.4993,494181.0
2017-01-12,13.5212,13.5212,13.3534,13.3534,241295.0
2017-01-13,13.4117,13.4957,13.1855,13.3534,273225.0
2017-01-14,13.4117,13.4957,13.1855,13.3534,273225.0
2017-01-15,13.4117,13.4957,13.1855,13.3534,273225.0
2017-01-16,13.4008,13.4409,13.2622,13.368,177135.0
2017-01-17,13.4409,13.4957,13.2658,13.3716,111293.0
2017-01-18,13.368,13.4993,13.3497,13.4847,223195.0
2017-01-19,13.4117,13.5431,13.3424,13.5139,102037.0
2017-01-20,13.4993,13.5869,13.2986,13.5504,66016.0
2017-01-21,13.4993,13.5869,13.2986,13.5504,66016.0
2017-01-22,13.4993,13.5869,13.2986,13.5504,66016.0
2017-01-23,13.6379,13.6416,13.5686,13.5942,82174.0
2017-01-24,13.6124,13.6161,13.4847,13.5978,92182.0
2017-01-25,13.7109,13.7109,13.1709,13.2257,575660.0
2017-01-26,13.2731,13.2768,13.1345,13.1782,121292.0
2017-01-27,13.1345,13.2001,12.952,12.9885,168322.0
2017-01-28,13.1345,13.2001,12.952,12.9885,168322.0
2017-01-29,13.1345,13.2001,12.952,12.9885,168322.0
2017-01-30,12.9228,13.025,12.6529,12.6966,206822.0
2017-01-31,12.6966,12.7331,12.5544,12.5544,208811.0
2017-02-01,12.5434,12.7076,12.5106,12.6857,514828.0
2017-02-02,12.8316,12.8316,12.6675,12.6966,245845.0
2017-02-03,12.631,12.9703,12.631,12.901,271530.0
2017-02-04,12.631,12.9703,12.631,12.901,271530.0
2017-02-05,12.631,12.9703,12.631,12.901,271530.0
2017-02-06,12.952,12.952,12.7295,12.7477,236234.0
2017-02-07,12.7623,12.7696,12.5653,12.5872,143010.0
2017-02-08,12.7623,12.7842,12.6383,12.6821,484961.0
2017-02-09,12.7331,12.8134,12.6018,12.7696,346282.0
2017-02-10,12.8316,12.9119,12.7879,12.8462,237821.0
2017-02-11,12.8316,12.9119,12.7879,12.8462,237821.0
2017-02-12,12.8316,12.9119,12.7879,12.8462,237821.0
2017-02-13,12.8864,13.3935,12.8864,13.284,838666.0
2017-02-14,13.3242,13.357,13.222,13.3169,250051.0
2017-02-15,13.3534,13.357,13.2111,13.2512,152664.0
2017-02-16,13.2585,13.2768,13.0651,13.1126,178600.0
2017-02-17,13.1126,13.4628,13.0104,13.3899,384795.0
2017-02-18,13.1126,13.4628,13.0104,13.3899,384795.0
2017-02-19,13.1126,13.4628,13.0104,13.3899,384795.0
2017-02-20,13.4409,13.4847,13.2658,13.3169,130458.0
2017-02-21,13.3096,13.3971,13.2038,13.295,119649.0
2017-02-22,13.3023,13.419,13.1746,13.222,123826.0
2017-02-23,13.233,13.3716,13.16,13.3461,129129.0
2017-02-24,13.3169,13.3716,13.0287,13.1636,761058.0
2017-02-25,13.3169,13.3716,13.0287,13.1636,761058.0
2017-02-26,13.3169,13.3716,13.0287,13.1636,761058.0
2017-02-27,13.3023,13.3023,13.0834,13.1199,240511.0
2017-02-28,13.1673,13.4373,13.0651,13.2366,138980.0
2017-03-01,13.2804,13.5431,13.2403,13.4701,247961.0
2017-03-02,13.4701,13.5139,13.4482,13.4993,237327.0
2017-03-03,13.3971,13.5358,13.1782,13.2512,296222.0
2017-03-04,13.3971,13.5358,13.1782,13.2512,296222.0
2017-03-05,13.3971,13.5358,13.1782,13.2512,296222.0
2017-03-06,13.2439,13.2877,13.1016,13.1308,143420.0
2017-03-07,13.1855,13.1928,13.0943,13.1345,108743.0
2017-03-08,13.0907,13.1819,13.0104,13.025,145259.0
2017-03-09,13.0287,13.0688,12.901,12.9046,136198.0
2017-03-10,13.0031,13.0031,12.7733,12.828,308285.0
2017-03-11,13.0031,13.0031,12.7733,12.828,308285.0
2017-03-12,13.0031,13.0031,12.7733,12.828,308285.0
2017-03-13,12.9922,12.9922,12.7404,12.9192,236555.0
2017-03-14,12.9228,13.0141,12.8499,12.9083,179615.0
2017-03-15,13.0177,13.0615,12.9228,12.9703,184035.0
2017-03-16,13.0688,13.0761,12.8499,13.0432,376473.0
2017-03-17,12.9593,13.098,12.9083,13.098,143886.0
2017-03-18,12.9593,13.098,12.9083,13.098,143886.0
2017-03-19,12.9593,13.098,12.9083,13.098,143886.0
2017-03-20,12.9885,13.036,12.9301,12.9703,307305.0
2017-03-21,12.9703,13.0432,12.9301,12.952,150552.0
2017-03-22,12.8535,12.9156,12.7076,12.9083,372667.0
2017-03-23,12.8499,12.963,12.7696,12.9301,595821.0
2017-03-24,12.9374,13.1053,12.9265,13.0834,180269.0
2017-03-25,12.9374,13.1053,12.9265,13.0834,180269.0
2017-03-26,12.9374,13.1053,12.9265,13.0834,180269.0
2017-03-27,13.1199,13.1965,12.8645,12.9374,212062.0
2017-03-28,12.9593,13.2074,12.9593,13.2074,357362.0
2017-03-29,13.2001,13.2658,13.1418,13.2476,181520.0
2017-03-30,13.2658,13.3096,13.2074,13.3096,114045.0
2017-03-31,13.295,13.4847,13.2731,13.4847,316185.0
2017-04-01,13.295,13.4847,13.2731,13.4847,316185.0
2017-04-02,13.295,13.4847,13.2731,13.4847,316185.0
2017-04-03,13.4993,13.5358,13.4044,13.4993,234030.0
2017-04-04,13.4592,13.4592,13.2695,13.419,216513.0
2017-04-05,13.4336,13.4884,13.2622,13.4701,342755.0
2017-04-06,13.492,13.492,13.284,13.3753,136490.0
2017-04-07,13.368,13.3789,13.222,13.3242,223506.0
2017-04-08,13.368,13.3789,13.222,13.3242,223506.0
2017-04-09,13.368,13.3789,13.222,13.3242,223506.0
2017-04-10,13.3169,13.3169,13.1709,13.1709,178805.0
2017-04-11,13.1345,13.2622,13.1345,13.1928,173003.0
2017-04-12,13.3023,13.3716,13.2111,13.2366,89263.0
2017-04-13,13.2366,13.2622,13.1454,13.233,76082.0
2017-04-14,13.2366,13.2622,13.1454,13.233,76082.0
2017-04-15,13.2366,13.2622,13.1454,13.233,76082.0
2017-04-16,13.2366,13.2622,13.1454,13.233,76082.0
2017-04-17,13.2366,13.2622,13.1454,13.233,76082.0
2017-04-18,13.1564,13.2731,13.1053,13.1527,121608.0
2017-04-19,13.1782,13.2512,13.1418,13.2512,1167361.0
2017-04-20,13.295,13.3862,13.2293,13.3424,145827.0
2017-04-21,13.3278,13.4044,13.2731,13.2804,124474.0
2017-04-22,13.3278,13.4044,13.2731,13.2804,124474.0
2017-04-23,13.3278,13.4044,13.2731,13.2804,124474.0
2017-04-24,13.419,13.824,13.3534,13.7292,366182.0
2017-04-25,13.8277,13.8569,13.7474,13.8204,120172.0
2017-04-26,13.8277,14.0101,13.7328,14.0101,158651.0
2017-04-27,14.0612,14.1998,13.8933,14.1816,556016.0
2017-04-28,14.1925,14.4771,14.1451,14.4078,335439.0
2017-04-29,14.1925,14.4771,14.1451,14.4078,335439.0
2017-04-30,14.1925,14.4771,14.1451,14.4078,335439.0
2017-05-01,14.1925,14.4771,14.1451,14.4078,335439.0
2017-05-02,14.4479,14.5282,14.3603,14.499,207581.0
2017-05-03,14.5026,14.5501,14.2618,14.364,281332.0
2017-05-04,14.4807,14.6194,14.2618,14.5282,433939.0
2017-05-05,14.3895,14.7434,14.302,14.623,384171.0
2017-05-06,14.3895,14.7434,14.302,14.623,384171.0
2017-05-07,14.3895,14.7434,14.302,14.623,384171.0
2017-05-08,14.7763,14.7763,14.5756,14.6924,192401.0
2017-05-09,14.696,14.7398,14.5756,14.6668,168246.0
2017-05-10,14.6376,14.7106,14.5938,14.7106,179374.0
2017-05-11,14.6778,14.7069,14.6084,14.6668,235911.0
2017-05-12,14.9404,14.9404,14.5975,14.6924,181751.0
2017-05-13,14.9404,14.9404,14.5975,14.6924,181751.0
2017-05-14,14.9404,14.9404,14.5975,14.6924,181751.0
2017-05-15,14.7763,14.8492,14.623,14.8128,166073.0
2017-05-16,14.8602,14.9259,14.6996,14.9076,826080.0
2017-05-17,14.831,15.0171,14.7033,14.8675,273020.0
2017-05-18,14.893,14.893,14.4114,14.561,364155.0
2017-05-19,14.5537,14.6668,14.4333,14.5537,278311.0
2017-05-20,14.5537,14.6668,14.4333,14.5537,278311.0
2017-05-21,14.5537,14.6668,14.4333,14.5537,278311.0
2017-05-22,14.5938,14.5938,14.4114,14.5282,192822.0
2017-05-23,14.4953,15.0025,14.4953,14.8055,302892.0
2017-05-24,14.758,14.8967,14.7544,14.8565,156046.0
2017-05-25,14.8565,15.5169,14.8565,15.4257,285562.0
2017-05-26,15.4366,15.4549,15.1922,15.3892,403656.0
2017-05-27,15.4366,15.4549,15.1922,15.3892,403656.0
2017-05-28,15.4366,15.4549,15.1922,15.3892,403656.0
2017-05-29,15.422,15.5643,15.3235,15.5133,127320.0
2017-05-30,15.5279,15.6373,15.4768,15.5424,582994.0
2017-05-31,15.5023,15.5315,15.3308,15.4695,345871.0
2017-06-01,15.4695,15.7249,15.433,15.6884,135363.0
2017-06-02,15.6884,16.1371,15.6884,16.0678,377938.0
2017-06-03,15.6884,16.1371,15.6884,16.0678,377938.0
2017-06-04,15.6884,16.1371,15.6884,16.0678,377938.0
2017-06-05,16.0423,16.1116,15.8015,15.8453,94071.0
2017-06-06,15.8124,15.9547,15.6227,15.6884,99987.0
2017-06-07,15.6227,15.7285,15.5534,15.6264,75934.0
2017-06-08,15.3381,15.6884,15.3272,15.4038,239515.0
2017-06-09,15.3746,15.5315,15.1995,15.2542,183014.0
2017-06-10,15.3746,15.5315,15.1995,15.2542,183014.0
2017-06-11,15.3746,15.5315,15.1995,15.2542,183014.0
2017-06-12,15.1995,15.3199,15.1156,15.1995,125410.0
2017-06-13,15.2652,15.371,15.1411,15.3162,62369.0
2017-06-14,15.298,15.4293,15.225,15.2834,84103.0
2017-06-15,15.2579,15.2579,15.0171,15.0718,106870.0
2017-06-16,15.0973,15.2506,14.9879,15.1119,213648.0
2017-06-17,15.0973,15.2506,14.9879,15.1119,213648.0
2017-06-18,15.0973,15.2506,14.9879,15.1119,213648.0
2017-06-19,15.2177,15.5461,15.2068,15.371,376333.0
2017-06-20,15.4731,15.4731,15.2323,15.2725,147621.0
2017-06-21,15.1338,15.3418,15.0499,15.2943,170176.0
2017-06-22,15.2031,15.3892,15.1812,15.3089,92878.0
2017-06-23,15.2652,15.3235,15.0536,15.2104,106877.0
2017-06-24,15.2652,15.3235,15.0536,15.2104,106877.0
2017-06-25,15.2652,15.3235,15.0536,15.2104,106877.0
2017-06-26,15.2688,15.3235,15.1667,15.1776,143938.0
2017-06-27,15.0681,15.0973,14.229,14.8748,1438002.0
2017-06-28,14.8419,15.0244,14.6595,14.9696,119679.0
2017-06-29,15.0353,15.0353,14.5318,14.5318,183009.0
2017-06-30,14.5318,14.7325,14.5318,14.6632,86056.0
2017-07-01,14.5318,14.7325,14.5318,14.6632,86056.0
2017-07-02,14.5318,14.7325,14.5318,14.6632,86056.0
2017-07-03,14.7848,14.9655,14.4604,14.8475,85603.0
2017-07-04,14.748,14.807,14.6374,14.748,88711.0
2017-07-05,14.7996,14.9802,14.7222,14.9065,112274.0
2017-07-06,14.8623,14.8659,14.6816,14.8438,73548.0
2017-07-07,14.8143,15.0319,14.689,15.0319,118910.0
2017-07-08,14.8143,15.0319,14.689,15.0319,118910.0
2017-07-09,14.8143,15.0319,14.689,15.0319,118910.0
2017-07-10,15.0429,15.113,14.8954,15.0024,96421.0
2017-07-11,15.0134,15.1277,14.9618,14.9802,63020.0
2017-07-12,15.0909,15.1535,15.0097,15.1388,108728.0
2017-07-13,15.1867,15.3268,15.1203,15.2383,49125.0
2017-07-14,15.2641,15.3231,15.1572,15.2605,38451.0
2017-07-15,15.2641,15.3231,15.1572,15.2605,38451.0
2017-07-16,15.2641,15.3231,15.1572,15.2605,38451.0
2017-07-17,15.3268,15.3895,15.1462,15.3821,57556.0
2017-07-18,15.3526,15.3747,15.0798,15.2273,82299.0
2017-07-19,15.2641,15.7951,15.2605,15.7951,274169.0
2017-07-20,15.7029,15.7066,15.4669,15.5665,101162.0
2017-07-21,15.489,15.6918,15.2162,15.3711,239003.0
2017-07-22,15.489,15.6918,15.2162,15.3711,239003.0
2017-07-23,15.489,15.6918,15.2162,15.3711,239003.0
2017-07-24,15.3858,15.4964,15.0429,15.4485,120736.0
2017-07-25,15.3895,15.537,15.1757,15.3637,81555.0
2017-07-26,15.2088,15.5259,15.1498,15.4669,85368.0
2017-07-27,15.3969,15.5997,15.2641,15.2752,75555.0
2017-07-28,15.2568,15.4522,15.1351,15.4042,90411.0
2017-07-29,15.2568,15.4522,15.1351,15.4042,90411.0
2017-07-30,15.2568,15.4522,15.1351,15.4042,90411.0
2017-07-31,15.3158,15.4964,15.3158,15.4337,79858.0
2017-08-01,15.5997,16.0384,15.5591,15.9278,150140.0
2017-08-02,15.9831,16.0273,15.7361,15.913,134316.0
2017-08-03,15.8799,15.9536,15.6402,15.7066,206282.0
2017-08-04,15.7213,15.7213,15.6292,15.655,251365.0
2017-08-05,15.7213,15.7213,15.6292,15.655,251365.0
2017-08-06,15.7213,15.7213,15.6292,15.655,251365.0
2017-08-07,15.6476,15.7287,15.5702,15.6033,80962.0
2017-08-08,15.6439,15.7471,15.6181,15.6476,86585.0
2017-08-09,15.5591,15.6328,15.2826,15.4706,105313.0
2017-08-10,15.4706,15.5849,15.3047,15.5665,66442.0
2017-08-11,15.4817,15.6181,15.2568,15.4079,83169.0
2017-08-12,15.4817,15.6181,15.2568,15.4079,83169.0
2017-08-13,15.4817,15.6181,15.2568,15.4079,83169.0
2017-08-14,15.4559,15.8061,15.3932,15.8061,131773.0
2017-08-15,15.913,15.9352,15.6771,15.7361,51391.0
2017-08-16,15.8651,15.9094,15.7582,15.8725,101720.0
2017-08-17,15.7656,15.9278,15.7656,15.9241,109031.0
2017-08-18,15.8356,15.8356,15.5628,15.6881,62244.0
2017-08-19,15.8356,15.8356,15.5628,15.6881,62244.0
2017-08-20,15.8356,15.8356,15.5628,15.6881,62244.0
2017-08-21,15.6328,15.725,15.5112,15.6845,186700.0
2017-08-22,15.7213,15.8172,15.6107,15.7803,44747.0
2017-08-23,15.8541,15.8725,15.7398,15.843,37092.0
2017-08-24,15.784,15.8541,15.6808,15.7656,58595.0
2017-08-25,15.8577,15.8577,15.6181,15.666,43401.0
2017-08-26,15.8577,15.8577,15.6181,15.666,43401.0
2017-08-27,15.8577,15.8577,15.6181,15.666,43401.0
2017-08-28,15.6808,15.6808,15.4854,15.4854,40381.0
2017-08-29,15.5222,15.5222,15.1425,15.2531,132292.0
2017-08-30,15.3969,15.489,15.2678,15.4854,51323.0
2017-08-31,15.4854,15.5517,15.2641,15.5222,63964.0
2017-09-01,15.6918,15.9831,15.5923,15.8541,229192.0
2017-09-02,15.6918,15.9831,15.5923,15.8541,229192.0
2017-09-03,15.6918,15.9831,15.5923,15.8541,229192.0
2017-09-04,15.6955,15.8246,15.6218,15.7103,51096.0
2017-09-05,15.7545,15.9684,15.6697,15.9278,71510.0
2017-09-06,15.902,15.9573,15.7213,15.8209,60448.0
2017-09-07,15.8872,15.8872,15.6623,15.7213,110342.0
2017-09-08,15.5665,15.714,15.4337,15.5665,89270.0
2017-09-09,15.5665,15.714,15.4337,15.5665,89270.0
2017-09-10,15.5665,15.714,15.4337,15.5665,89270.0
2017-09-11,15.8872,15.9647,15.6292,15.9647,58535.0
2017-09-12,15.8836,15.902,15.4411,15.8836,231913.0
2017-09-13,15.8319,16.0384,15.8098,16.0052,144953.0
2017-09-14,15.9942,15.9942,15.6697,15.9278,92626.0
2017-09-15,15.9425,16.0605,15.7951,16.0347,201862.0
2017-09-16,15.9425,16.0605,15.7951,16.0347,201862.0
2017-09-17,15.9425,16.0605,15.7951,16.0347,201862.0
2017-09-18,16.0347,16.3665,15.9389,16.3334,111054.0
2017-09-19,16.5325,16.8127,16.4514,16.6836,130549.0
2017-09-20,16.6394,16.6799,16.4698,16.5435,69525.0
2017-09-21,16.5546,16.6652,16.5325,16.5988,48893.0
2017-09-22,16.5804,16.5804,16.2559,16.4772,67932.0
2017-09-23,16.5804,16.5804,16.2559,16.4772,67932.0
2017-09-24,16.5804,16.5804,16.2559,16.4772,67932.0
2017-09-25,16.5214,16.5362,16.396,16.4919,105076.0
2017-09-26,16.444,16.7389,16.444,16.5472,85940.0
2017-09-27,16.6062,16.7389,16.444,16.691,51768.0
2017-09-28,16.6873,16.7389,16.6062,16.6873,62090.0
2017-09-29,16.6504,16.7942,16.5583,16.6578,160577.0
2017-09-30,16.6504,16.7942,16.5583,16.6578,160577.0
2017-10-01,16.6504,16.7942,16.5583,16.6578,160577.0
2017-10-02,16.3039,16.8053,16.2965,16.7352,155393.0
2017-10-03,16.9085,16.9602,16.6173,16.7832,198221.0
2017-10-04,16.7758,17.1998,16.632,17.0892,209490.0
2017-10-05,17.0892,17.1593,16.9823,17.0966,110811.0
2017-10-06,17.174,17.4985,17.174,17.4579,324220.0
2017-10-07,17.174,17.4985,17.174,17.4579,324220.0
2017-10-08,17.174,17.4985,17.174,17.4579,324220.0
2017-10-09,17.5501,17.7787,17.5501,17.6238,224413.0
2017-10-10,17.6238,17.8524,17.5464,17.7418,138465.0
2017-10-11,17.9151,17.9999,17.6976,17.8819,432282.0
2017-10-12,17.8819,17.8819,17.7492,17.845,50162.0
2017-10-13,17.834,18.0257,17.7492,17.8082,156062.0
2017-10-14,17.834,18.0257,17.7492,17.8082,156062.0
2017-10-15,17.834,18.0257,17.7492,17.8082,156062.0
2017-10-16,17.716,17.963,17.6976,17.8819,61499.0
2017-10-17,17.8192,18.1216,17.8192,17.963,69937.0
2017-10-18,18.0994,18.1363,17.9483,17.9483,84835.0
2017-10-19,17.8266,18.0515,17.6128,17.786,87684.0
2017-10-20,17.7676,17.8745,17.7455,17.845,84057.0
2017-10-21,17.7676,17.8745,17.7455,17.845,84057.0
2017-10-22,17.7676,17.8745,17.7455,17.845,84057.0
2017-10-23,17.8635,17.9077,17.6976,17.8487,48883.0
2017-10-24,17.7934,17.8118,17.6681,17.7897,99506.0
2017-10-25,17.8082,18.0773,17.7123,17.7713,153882.0
2017-10-26,17.8819,18.0663,17.7787,17.9999,193519.0
2017-10-27,17.8819,18.2395,17.8819,18.14,97711.0
2017-10-28,17.8819,18.2395,17.8819,18.14,97711.0
2017-10-29,17.8819,18.2395,17.8819,18.14,97711.0
2017-10-30,18.3981,18.4239,18.2727,18.2801,108742.0
2017-10-31,18.4202,18.8737,18.3907,18.8184,137665.0
2017-11-01,18.8036,19.0433,18.7668,18.87,100772.0
2017-11-02,18.9585,19.165,18.7668,18.8405,82884.0
2017-11-03,18.9106,19.0396,18.6746,18.8184,114012.0
2017-11-04,18.9106,19.0396,18.6746,18.8184,114012.0
2017-11-05,18.9106,19.0396,18.6746,18.8184,114012.0
2017-11-06,18.8811,19.1723,18.8036,18.988,84659.0
2017-11-07,19.2203,19.3198,18.9806,19.165,325026.0
2017-11-08,19.2277,19.3088,18.7926,18.8811,110804.0
2017-11-09,18.9216,18.929,18.5566,18.6451,112988.0
2017-11-10,18.7299,18.7299,18.3391,18.376,94114.0
2017-11-11,18.7299,18.7299,18.3391,18.376,94114.0
2017-11-12,18.7299,18.7299,18.3391,18.376,94114.0
2017-11-13,18.4423,18.4939,17.9815,18.0515,104858.0
2017-11-14,17.9999,18.2137,17.9999,18.0663,96429.0
2017-11-15,18.0699,18.0699,17.6017,17.657,91507.0
2017-11-16,17.786,17.9372,17.727,17.7344,206993.0
2017-11-17,17.8266,18.1474,17.775,18.0331,243008.0
2017-11-18,17.8266,18.1474,17.775,18.0331,243008.0
2017-11-19,17.8266,18.1474,17.775,18.0331,243008.0
2017-11-20,18.0663,18.1584,17.8856,18.0663,106847.0
2017-11-21,18.0663,18.2838,17.9999,18.0773,84916.0
2017-11-22,18.0884,18.2838,18.0294,18.1363,110234.0
2017-11-23,18.1437,18.3428,18.0921,18.0921,64452.0
2017-11-24,18.0957,18.3243,18.0294,18.3243,93434.0
2017-11-25,18.0957,18.3243,18.0294,18.3243,93434.0
2017-11-26,18.0957,18.3243,18.0294,18.3243,93434.0
2017-11-27,18.2506,18.3833,18.1621,18.2174,84605.0
2017-11-28,18.2727,18.4165,18.2137,18.2875,53612.0
2017-11-29,18.3538,18.4276,18.199,18.2506,72670.0
2017-11-30,18.3096,18.3207,18.0294,18.1842,142013.0
2017-12-01,18.2137,18.2137,17.3878,17.6644,323967.0
2017-12-02,18.2137,18.2137,17.3878,17.6644,323967.0
2017-12-03,18.2137,18.2137,17.3878,17.6644,323967.0
2017-12-04,17.7934,17.8967,17.657,17.6865,210697.0
2017-12-05,17.6902,17.7639,17.5132,17.598,168178.0
2017-12-06,17.539,17.9815,17.4395,17.9483,158941.0
2017-12-07,17.8856,17.9409,17.5906,17.7012,65800.0
2017-12-08,17.7492,17.8008,17.5501,17.6091,67143.0
2017-12-09,17.7492,17.8008,17.5501,17.6091,67143.0
2017-12-10,17.7492,17.8008,17.5501,17.6091,67143.0
2017-12-11,17.598,17.6865,17.4247,17.4985,72090.0
2017-12-12,17.5058,17.6238,17.3289,17.5058,96245.0
2017-12-13,17.5169,17.7455,17.5132,17.6275,13012280.0
2017-12-14,17.6607,17.9556,17.6386,17.9188,190577.0
2017-12-15,17.8893,17.9556,17.7197,17.8155,227338.0
2017-12-16,17.8893,17.9556,17.7197,17.8155,227338.0
2017-12-17,17.8893,17.9556,17.7197,17.8155,227338.0
2017-12-18,17.8155,17.9925,17.8082,17.8524,88920.0
2017-12-19,17.8487,17.9925,17.8155,17.9593,76244.0
2017-12-20,17.9925,18.2653,17.9483,18.0478,131944.0
2017-12-21,18.1842,18.3502,17.8745,18.2948,281056.0
2017-12-22,18.1437,18.1621,18.0146,18.081,62099.0
2017-12-23,18.1437,18.1621,18.0146,18.081,62099.0
2017-12-24,18.1437,18.1621,18.0146,18.081,62099.0
2017-12-25,18.1437,18.1621,18.0146,18.081,62099.0
2017-12-26,18.1437,18.1621,18.0146,18.081,62099.0
2017-12-27,18.0663,18.1142,17.952,18.0368,83846.0
2017-12-28,17.9667,18.14,17.9667,18.0331,71396.0
2017-12-29,18.0073,18.0073,17.7565,17.8524,73797.0
2017-12-30,18.0073,18.0073,17.7565,17.8524,73797.0
2017-12-31,18.0073,18.0073,17.7565,17.8524,73797.0
2018-01-01,18.0073,18.0073,17.7565,17.8524,73797.0
2018-01-02,17.8598,17.9225,17.4763,17.9225,120308.0
2018-01-03,18.1127,18.2917,17.9486,17.9635,113494.0
2018-01-04,18.1425,18.7393,18.1425,18.7393,129634.0
2018-01-05,18.8885,19.0228,18.7841,18.9482,119666.0
2018-01-06,18.8885,19.0228,18.7841,18.9482,119666.0
2018-01-07,18.8885,19.0228,18.7841,18.9482,119666.0
2018-01-08,19.0377,19.1869,18.9034,18.9482,595427.0
2018-01-09,18.9482,19.4256,18.9482,19.2764,132617.0
2018-01-10,19.2615,19.2615,19.0079,19.1272,89502.0
2018-01-11,19.172,19.2168,18.8885,19.0526,115897.0
2018-01-12,19.0526,19.2615,19.0079,19.0228,49357.0
2018-01-13,19.0526,19.2615,19.0079,19.0228,49357.0
2018-01-14,19.0526,19.2615,19.0079,19.0228,49357.0
2018-01-15,19.1272,19.1272,18.9482,19.0974,107597.0
2018-01-16,19.0974,19.2466,18.993,19.2018,91682.0
2018-01-17,19.0676,19.2466,18.993,19.1422,110551.0
2018-01-18,19.1422,19.1571,18.9631,19.0974,55421.0
2018-01-19,19.0377,19.5002,19.0079,19.4555,191438.0
2018-01-20,19.0377,19.5002,19.0079,19.4555,191438.0
2018-01-21,19.0377,19.5002,19.0079,19.4555,191438.0
2018-01-22,19.3958,19.5897,19.2168,19.5748,154876.0
2018-01-23,19.6942,20.0523,19.6793,19.9478,188764.0
2018-01-24,20.0075,20.3059,19.8285,20.1567,156351.0
2018-01-25,20.0821,20.3656,19.9777,20.3507,199818.0
2018-01-26,20.4103,21.0817,20.3357,20.6341,240873.0
2018-01-27,20.4103,21.0817,20.3357,20.6341,240873.0
2018-01-28,20.4103,21.0817,20.3357,20.6341,240873.0
2018-01-29,20.664,20.7386,20.4849,20.6043,146717.0
2018-01-30,20.5595,20.6043,20.2462,20.3954,167142.0
2018-01-31,20.3954,20.7386,20.3507,20.6192,135945.0
2018-02-01,20.7087,20.8132,20.4402,20.6043,128457.0
2018-02-02,20.5745,20.7237,20.0224,20.1119,188512.0
2018-02-03,20.5745,20.7237,20.0224,20.1119,188512.0
2018-02-04,20.5745,20.7237,20.0224,20.1119,188512.0
2018-02-05,19.8881,19.9926,19.4405,19.8583,133632.0
2018-02-06,19.5002,20.2015,19.2168,19.8285,298250.0
2018-02-07,19.9329,20.5148,19.9329,20.4999,149915.0
2018-02-08,20.4253,20.47,20.0523,20.1418,195703.0
2018-02-09,20.0373,20.2164,19.6793,19.8881,391034.0
2018-02-10,20.0373,20.2164,19.6793,19.8881,391034.0
2018-02-11,20.0373,20.2164,19.6793,19.8881,391034.0
2018-02-12,20.1269,20.2164,19.8881,19.9926,155249.0
2018-02-13,20.0075,20.0373,19.7688,19.7688,150424.0
2018-02-14,19.8881,20.47,19.8583,20.3059,162941.0
2018-02-15,20.4253,20.5745,20.0821,20.2015,96088.0
2018-02-16,20.2313,20.4103,20.0672,20.3507,83260.0
2018-02-17,20.2313,20.4103,20.0672,20.3507,83260.0
2018-02-18,20.2313,20.4103,20.0672,20.3507,83260.0
2018-02-19,20.3954,20.47,20.3208,20.3656,56636.0
2018-02-20,20.3954,20.5745,20.3656,20.5148,72033.0
2018-02-21,20.4103,20.4999,20.3059,20.4103,108496.0
2018-02-22,20.2462,20.8132,20.2015,20.7386,96387.0
2018-02-23,20.8579,20.8878,20.3954,20.47,98047.0
2018-02-24,20.8579,20.8878,20.3954,20.47,98047.0
2018-02-25,20.8579,20.8878,20.3954,20.47,98047.0
2018-02-26,20.6043,20.7386,20.4849,20.5595,77134.0
2018-02-27,20.5894,20.664,20.3507,20.47,115846.0
2018-02-28,20.4999,20.8878,20.4551,20.664,145891.0
2018-03-01,20.6789,20.7087,20.097,20.1269,120166.0
2018-03-02,20.0373,20.0373,19.2913,19.4704,241932.0
2018-03-03,20.0373,20.0373,19.2913,19.4704,241932.0
2018-03-04,20.0373,20.0373,19.2913,19.4704,241932.0
2018-03-05,19.3063,19.5002,18.9333,19.2466,295913.0
2018-03-06,19.3958,19.5748,19.1422,19.2466,243605.0
2018-03-07,19.2018,19.3958,19.0228,19.3659,224970.0
2018-03-08,19.3809,19.8434,19.3659,19.6047,364963.0
2018-03-09,19.6196,20.1716,19.6196,20.1716,564321.0
2018-03-10,19.6196,20.1716,19.6196,20.1716,564321.0
2018-03-11,19.6196,20.1716,19.6196,20.1716,564321.0
2018-03-12,20.3656,20.3805,19.9777,20.0821,142592.0
2018-03-13,20.0821,20.3208,20.0672,20.2611,229885.0
2018-03-14,20.2611,20.3507,20.097,20.2462,559206.0
2018-03-15,20.2462,20.5148,20.1567,20.4849,177478.0
2018-03-16,20.5148,20.6043,20.3805,20.5297,135203.0
2018-03-17,20.5148,20.6043,20.3805,20.5297,135203.0
