,CIE SM Equity,CIE SM Equity,CIE SM Equity,CIE SM Equity,CIE SM Equity
2010-02-01,2.0972,2.1259,2.0972,2.1068,4700.0
2010-02-02,2.1291,2.1578,2.0748,2.1068,73947.0
2010-02-03,2.1387,2.1387,2.1068,2.1068,1906.0
2010-02-04,2.0812,2.1004,2.0812,2.0812,14275.0
2010-02-05,2.0812,2.0812,1.9152,2.0174,42351.0
2010-02-06,2.0812,2.0812,1.9152,2.0174,42351.0
2010-02-07,2.0812,2.0812,1.9152,2.0174,42351.0
2010-02-08,1.9886,2.0429,1.9791,2.0429,37845.0
2010-02-09,1.9918,2.0461,1.9791,2.0461,5690.0
2010-02-10,1.9982,2.1291,1.9982,2.0493,5668.0
2010-02-11,2.0748,2.0748,1.9791,1.9791,30808.0
2010-02-12,2.0206,2.0206,1.9408,2.0174,9146.0
2010-02-13,2.0206,2.0206,1.9408,2.0174,9146.0
2010-02-14,2.0206,2.0206,1.9408,2.0174,9146.0
2010-02-15,1.9918,2.1642,1.9918,2.0429,7589.0
2010-02-16,2.0206,2.0206,1.9823,1.9918,35456.0
2010-02-17,1.9982,2.0429,1.9982,2.0429,15778.0
2010-02-18,2.0684,2.0684,2.0046,2.0429,69968.0
2010-02-19,2.0365,2.0684,2.0365,2.0429,42860.0
2010-02-20,2.0365,2.0684,2.0365,2.0429,42860.0
2010-02-21,2.0365,2.0684,2.0365,2.0429,42860.0
2010-02-22,2.1036,2.1642,2.027,2.0557,11730.0
2010-02-23,2.0684,2.1323,2.0493,2.0748,207900.0
2010-02-24,1.9855,2.0748,1.9855,1.9982,58876.0
2010-02-25,1.9823,2.0142,1.9248,1.9886,30255.0
2010-02-26,1.9376,2.0653,1.9376,1.9791,3091.0
2010-02-27,1.9376,2.0653,1.9376,1.9791,3091.0
2010-02-28,1.9376,2.0653,1.9376,1.9791,3091.0
2010-03-01,2.0301,2.0301,2.0174,2.0174,5714.0
2010-03-02,2.0301,2.1195,2.0301,2.0748,70611.0
2010-03-03,2.0429,2.1131,2.0429,2.1131,9776.0
2010-03-04,2.1036,2.1068,2.1036,2.1068,10922.0
2010-03-05,2.1068,2.1068,2.0493,2.1068,6760.0
2010-03-06,2.1068,2.1068,2.0493,2.1068,6760.0
2010-03-07,2.1068,2.1068,2.0493,2.1068,6760.0
2010-03-08,2.0748,2.1068,2.0748,2.1068,12050.0
2010-03-09,2.0748,2.1068,2.0748,2.1068,7661.0
2010-03-10,2.0589,2.1036,2.0493,2.1036,13622.0
2010-03-11,2.0684,2.1004,2.0525,2.0972,2728.0
2010-03-12,2.0589,2.0748,2.0589,2.0589,1500.0
2010-03-13,2.0589,2.0748,2.0589,2.0589,1500.0
2010-03-14,2.0589,2.0748,2.0589,2.0589,1500.0
2010-03-15,2.0429,2.0557,2.0429,2.0557,5263.0
2010-03-16,2.0748,2.1036,2.0557,2.094,23875.0
2010-03-17,2.1068,2.1068,2.078,2.1068,16598.0
2010-03-18,2.1068,2.1068,2.078,2.1068,730.0
2010-03-19,2.0748,2.1068,2.0748,2.1068,7442.0
2010-03-20,2.0748,2.1068,2.0748,2.1068,7442.0
2010-03-21,2.0748,2.1068,2.0748,2.1068,7442.0
2010-03-22,2.1068,2.1068,2.0684,2.1004,2320.0
2010-03-23,2.1004,2.1068,2.0748,2.1068,10000.0
2010-03-24,2.1674,2.2855,2.1674,2.2217,121666.0
2010-03-25,2.2344,2.3302,2.1993,2.2983,257578.0
2010-03-26,2.2983,2.2983,2.2025,2.2312,104321.0
2010-03-27,2.2983,2.2983,2.2025,2.2312,104321.0
2010-03-28,2.2983,2.2983,2.2025,2.2312,104321.0
2010-03-29,2.26,2.3621,2.2312,2.3302,470071.0
2010-03-30,2.3621,2.394,2.2983,2.311,363826.0
2010-03-31,2.327,2.3302,2.2983,2.2983,100689.0
2010-04-01,2.3238,2.426,2.3238,2.3494,45034.0
2010-04-02,2.3238,2.426,2.3238,2.3494,45034.0
2010-04-03,2.3238,2.426,2.3238,2.3494,45034.0
2010-04-04,2.3238,2.426,2.3238,2.3494,45034.0
2010-04-05,2.3238,2.426,2.3238,2.3494,45034.0
2010-04-06,2.3813,2.3813,2.343,2.343,95825.0
2010-04-07,2.343,2.3621,2.3398,2.343,29676.0
2010-04-08,2.3398,2.3398,2.1195,2.2664,104964.0
2010-04-09,2.2664,2.2983,2.2664,2.2951,60961.0
2010-04-10,2.2664,2.2983,2.2664,2.2951,60961.0
2010-04-11,2.2664,2.2983,2.2664,2.2951,60961.0
2010-04-12,2.2983,2.3238,2.2344,2.244,80186.0
2010-04-13,2.2632,2.3206,2.244,2.3015,95359.0
2010-04-14,2.3015,2.3015,2.2855,2.3015,69970.0
2010-04-15,2.2983,2.3749,2.2664,2.3302,204268.0
2010-04-16,2.2983,2.3302,2.2855,2.2855,314988.0
2010-04-17,2.2983,2.3302,2.2855,2.2855,314988.0
2010-04-18,2.2983,2.3302,2.2855,2.2855,314988.0
2010-04-19,2.2855,2.3174,2.2536,2.2727,69925.0
2010-04-20,2.2983,2.343,2.2536,2.2983,274366.0
2010-04-21,2.2983,2.3174,2.2727,2.2855,190773.0
2010-04-22,2.2919,2.2983,2.2217,2.2344,102118.0
2010-04-23,2.2855,2.2855,2.2217,2.2632,96955.0
2010-04-24,2.2855,2.2855,2.2217,2.2632,96955.0
2010-04-25,2.2855,2.2855,2.2217,2.2632,96955.0
2010-04-26,2.2855,2.2919,2.2281,2.2408,131362.0
2010-04-27,2.26,2.2664,2.2025,2.2025,191615.0
2010-04-28,2.1706,2.2089,2.1259,2.1706,144444.0
2010-04-29,2.1706,2.343,2.1706,2.2727,332244.0
2010-04-30,2.2983,2.3494,2.2727,2.3174,585821.0
2010-05-01,2.2983,2.3494,2.2727,2.3174,585821.0
2010-05-02,2.2983,2.3494,2.2727,2.3174,585821.0
2010-05-03,2.3334,2.3334,2.2408,2.2536,135532.0
2010-05-04,2.2855,2.2983,2.177,2.1993,178044.0
2010-05-05,2.2344,2.2344,2.1451,2.2344,123145.0
2010-05-06,2.2504,2.2504,2.177,2.177,123313.0
2010-05-07,2.1834,2.2249,1.9344,2.0684,216915.0
2010-05-08,2.1834,2.2249,1.9344,2.0684,216915.0
2010-05-09,2.1834,2.2249,1.9344,2.0684,216915.0
2010-05-10,2.1419,2.2344,2.1419,2.2089,93086.0
2010-05-11,2.1929,2.1961,2.1163,2.1961,115096.0
2010-05-12,2.2281,2.2281,2.1706,2.1929,20046.0
2010-05-13,2.2121,2.2121,2.1897,2.2121,42076.0
2010-05-14,2.1897,2.1897,2.1004,2.1195,116420.0
2010-05-15,2.1897,2.1897,2.1004,2.1195,116420.0
2010-05-16,2.1897,2.1897,2.1004,2.1195,116420.0
2010-05-17,2.1163,2.1802,2.1163,2.1706,19239.0
2010-05-18,2.1802,2.1802,2.1259,2.1514,25376.0
2010-05-19,2.1387,2.1387,2.0621,2.0684,102274.0
2010-05-20,2.0078,2.1355,2.0078,2.0653,53875.0
2010-05-21,2.0748,2.0876,2.0684,2.0716,35817.0
2010-05-22,2.0748,2.0876,2.0684,2.0716,35817.0
2010-05-23,2.0748,2.0876,2.0684,2.0716,35817.0
2010-05-24,2.0653,2.0972,2.0461,2.0461,12856.0
2010-05-25,2.0493,2.0493,2.011,2.0429,32000.0
2010-05-26,2.0812,2.1068,2.0812,2.1004,3394.0
2010-05-27,2.1004,2.1323,1.9886,2.1323,38833.0
2010-05-28,2.177,2.177,2.1195,2.1323,23554.0
2010-05-29,2.177,2.177,2.1195,2.1323,23554.0
2010-05-30,2.177,2.177,2.1195,2.1323,23554.0
2010-05-31,2.0525,2.1004,2.0525,2.0748,13188.0
2010-06-01,2.1068,2.1068,2.0301,2.0397,37767.0
2010-06-02,2.0429,2.0429,1.9918,2.0333,21275.0
2010-06-03,2.0046,2.0972,2.0046,2.078,30690.0
2010-06-04,2.0238,2.1387,2.0238,2.1004,29498.0
2010-06-05,2.0238,2.1387,2.0238,2.1004,29498.0
2010-06-06,2.0238,2.1387,2.0238,2.1004,29498.0
2010-06-07,2.1004,2.1004,2.0174,2.0493,20534.0
2010-06-08,2.0493,2.1451,2.0429,2.1068,36799.0
2010-06-09,2.1099,2.1387,2.1068,2.1387,11408.0
2010-06-10,2.1323,2.2153,2.1259,2.2153,18577.0
2010-06-11,2.1642,2.2249,2.1387,2.2249,29132.0
2010-06-12,2.1642,2.2249,2.1387,2.2249,29132.0
2010-06-13,2.1642,2.2249,2.1387,2.2249,29132.0
2010-06-14,2.2344,2.2632,2.1163,2.2344,123198.0
2010-06-15,2.2344,2.2344,2.1897,2.2281,24727.0
2010-06-16,2.2344,2.2344,2.2089,2.2089,21518.0
2010-06-17,2.2153,2.2217,2.2089,2.2217,2192.0
2010-06-18,2.1834,2.2281,2.1834,2.1929,12117.0
2010-06-19,2.1834,2.2281,2.1834,2.1929,12117.0
2010-06-20,2.1834,2.2281,2.1834,2.1929,12117.0
2010-06-21,2.2312,2.2344,2.1929,2.1929,32558.0
2010-06-22,2.1451,2.2185,2.1451,2.161,3810.0
2010-06-23,2.1387,2.2281,2.1387,2.1961,9722.0
2010-06-24,2.2281,2.2281,2.1387,2.1514,3618.0
2010-06-25,2.1259,2.1259,2.1259,2.1259,1022.0
2010-06-26,2.1259,2.1259,2.1259,2.1259,1022.0
2010-06-27,2.1259,2.1259,2.1259,2.1259,1022.0
2010-06-28,2.1961,2.2025,2.1706,2.177,5309.0
2010-06-29,2.1291,2.2025,2.094,2.1387,22612.0
2010-06-30,2.1674,2.1706,2.1323,2.1323,8448.0
2010-07-01,2.1068,2.1578,2.094,2.1323,34177.0
2010-07-02,2.1004,2.1004,2.0748,2.094,4332.0
2010-07-03,2.1004,2.1004,2.0748,2.094,4332.0
2010-07-04,2.1004,2.1004,2.0748,2.094,4332.0
2010-07-05,2.0748,2.1387,2.0748,2.094,5640.0
2010-07-06,2.0429,2.1355,2.0429,2.1323,6732.0
2010-07-07,2.0589,2.1227,2.0557,2.094,4155.0
2010-07-08,2.1195,2.1355,2.1004,2.1355,9003.0
2010-07-09,2.0844,2.1323,2.0844,2.1323,3040.0
2010-07-10,2.0844,2.1323,2.0844,2.1323,3040.0
2010-07-11,2.0844,2.1323,2.0844,2.1323,3040.0
2010-07-12,2.1099,2.1355,2.094,2.1291,7695.0
2010-07-13,2.1323,2.1323,2.0908,2.1163,18827.0
2010-07-14,2.0876,2.1163,2.0429,2.0876,43248.0
2010-07-15,2.0748,2.1259,2.0429,2.0461,19834.0
2010-07-16,2.0876,2.1004,2.0589,2.0684,14536.0
2010-07-17,2.0876,2.1004,2.0589,2.0684,14536.0
2010-07-18,2.0876,2.1004,2.0589,2.0684,14536.0
2010-07-19,2.0653,2.1291,2.0301,2.0301,56946.0
2010-07-20,2.0684,2.094,2.0174,2.0429,12530.0
2010-07-21,2.0429,2.0812,2.011,2.0429,14095.0
2010-07-22,2.0078,2.0716,2.0078,2.0206,39384.0
2010-07-23,2.027,2.1068,2.0238,2.1068,103161.0
2010-07-24,2.027,2.1068,2.0238,2.1068,103161.0
2010-07-25,2.027,2.1068,2.0238,2.1068,103161.0
2010-07-26,2.1259,2.1674,2.0812,2.1674,13111.0
2010-07-27,2.1674,2.2121,2.1323,2.1834,33973.0
2010-07-28,2.1834,2.2727,2.1834,2.1993,75431.0
2010-07-29,2.2472,2.2472,2.177,2.2025,14848.0
2010-07-30,2.2249,2.2472,2.1195,2.1866,26266.0
2010-07-31,2.2249,2.2472,2.1195,2.1866,26266.0
2010-08-01,2.2249,2.2472,2.1195,2.1866,26266.0
2010-08-02,2.1866,2.2344,2.1834,2.2025,39772.0
2010-08-03,2.2249,2.2344,2.2057,2.2312,41530.0
2010-08-04,2.2344,2.2344,2.2153,2.2281,10916.0
2010-08-05,2.2344,2.2344,2.2249,2.2249,11430.0
2010-08-06,2.2344,2.2344,2.1897,2.1897,32644.0
2010-08-07,2.2344,2.2344,2.1897,2.1897,32644.0
2010-08-08,2.2344,2.2344,2.1897,2.1897,32644.0
2010-08-09,2.2249,2.2249,2.2185,2.2185,2770.0
2010-08-10,2.2025,2.2057,2.2025,2.2057,2020.0
2010-08-11,2.2025,2.2217,2.1514,2.1834,16688.0
2010-08-12,2.2089,2.2089,2.1706,2.1834,4693.0
2010-08-13,2.2025,2.2025,2.1738,2.1961,4258.0
2010-08-14,2.2025,2.2025,2.1738,2.1961,4258.0
2010-08-15,2.2025,2.2025,2.1738,2.1961,4258.0
2010-08-16,2.1993,2.1993,2.177,2.177,5195.0
2010-08-17,2.1961,2.2344,2.1961,2.2057,16323.0
2010-08-18,2.1834,2.2025,2.1834,2.2025,11178.0
2010-08-19,2.2025,2.2344,2.2025,2.2153,20297.0
2010-08-20,2.2153,2.2153,2.2025,2.2089,8906.0
2010-08-21,2.2153,2.2153,2.2025,2.2089,8906.0
2010-08-22,2.2153,2.2153,2.2025,2.2089,8906.0
2010-08-23,2.1961,2.2281,2.1961,2.2281,2115.0
2010-08-24,2.1866,2.1929,2.1834,2.1897,463038.0
2010-08-25,2.1706,2.1866,2.1387,2.1674,26011.0
2010-08-26,2.2121,2.2153,2.1802,2.1802,6740.0
2010-08-27,2.1993,2.2121,2.1355,2.1897,5336.0
2010-08-28,2.1993,2.2121,2.1355,2.1897,5336.0
2010-08-29,2.1993,2.2121,2.1355,2.1897,5336.0
2010-08-30,2.1578,2.2185,2.1578,2.2121,2228.0
2010-08-31,2.1738,2.1738,2.1578,2.1578,7370.0
2010-09-01,2.2025,2.2089,2.1387,2.177,18451.0
2010-09-02,2.161,2.2121,2.161,2.1897,4569.0
2010-09-03,2.1706,2.1802,2.1642,2.177,15278.0
2010-09-04,2.1706,2.1802,2.1642,2.177,15278.0
2010-09-05,2.1706,2.1802,2.1642,2.177,15278.0
2010-09-06,2.1578,2.1802,2.1578,2.1578,41801.0
2010-09-07,2.1546,2.1834,2.1546,2.177,7538.0
2010-09-08,2.1578,2.1834,2.1578,2.1834,968.0
2010-09-09,2.1642,2.2121,2.1642,2.1674,23032.0
2010-09-10,2.1706,2.1802,2.1642,2.1706,20813.0
2010-09-11,2.1706,2.1802,2.1642,2.1706,20813.0
2010-09-12,2.1706,2.1802,2.1642,2.1706,20813.0
2010-09-13,2.2217,2.2217,2.1706,2.1738,19714.0
2010-09-14,2.1738,2.2919,2.1706,2.2919,293655.0
2010-09-15,2.2791,2.3366,2.2504,2.2983,136607.0
2010-09-16,2.2983,2.2983,2.2504,2.2983,33370.0
2010-09-17,2.2983,2.2983,2.2025,2.2217,18508.0
2010-09-18,2.2983,2.2983,2.2025,2.2217,18508.0
2010-09-19,2.2983,2.2983,2.2025,2.2217,18508.0
2010-09-20,2.2632,2.2855,2.2344,2.2823,23394.0
2010-09-21,2.2855,2.2919,2.2472,2.2664,53348.0
2010-09-22,2.2536,2.2791,2.2472,2.2664,20894.0
2010-09-23,2.2536,2.2951,2.2536,2.26,25114.0
2010-09-24,2.2664,2.2887,2.2408,2.2887,23500.0
2010-09-25,2.2664,2.2887,2.2408,2.2887,23500.0
2010-09-26,2.2664,2.2887,2.2408,2.2887,23500.0
2010-09-27,2.2983,2.2983,2.2855,2.2983,39818.0
2010-09-28,2.2727,2.2887,2.2472,2.2472,15483.0
2010-09-29,2.2887,2.2887,2.26,2.26,6827.0
2010-09-30,2.2919,2.2919,2.2504,2.2855,8550.0
2010-10-01,2.2887,2.2983,2.2504,2.2664,35605.0
2010-10-02,2.2887,2.2983,2.2504,2.2664,35605.0
2010-10-03,2.2887,2.2983,2.2504,2.2664,35605.0
2010-10-04,2.2919,2.2919,2.2408,2.26,23619.0
2010-10-05,2.2887,2.2887,2.2472,2.2727,16100.0
2010-10-06,2.2791,2.3174,2.2727,2.2791,117081.0
2010-10-07,2.3174,2.4068,2.2951,2.3621,633312.0
2010-10-08,2.394,2.394,2.3685,2.394,81173.0
2010-10-09,2.394,2.394,2.3685,2.394,81173.0
2010-10-10,2.394,2.394,2.3685,2.394,81173.0
2010-10-11,2.41,2.41,2.2983,2.3557,47948.0
2010-10-12,2.3525,2.3813,2.2983,2.3621,59100.0
2010-10-13,2.3621,2.394,2.3494,2.394,100565.0
2010-10-14,2.394,2.394,2.3653,2.394,71171.0
2010-10-15,2.4196,2.4196,2.3877,2.3877,13892.0
2010-10-16,2.4196,2.4196,2.3877,2.3877,13892.0
2010-10-17,2.4196,2.4196,2.3877,2.3877,13892.0
2010-10-18,2.41,2.41,2.3717,2.3877,13940.0
2010-10-19,2.41,2.41,2.3813,2.4068,56908.0
2010-10-20,2.3877,2.394,2.3749,2.394,33866.0
2010-10-21,2.426,2.4387,2.3813,2.4068,120820.0
2010-10-22,2.426,2.4834,2.3813,2.4387,282075.0
2010-10-23,2.426,2.4834,2.3813,2.4387,282075.0
2010-10-24,2.426,2.4834,2.3813,2.4387,282075.0
2010-10-25,2.4579,2.5536,2.4451,2.5026,154302.0
2010-10-26,2.5217,2.5696,2.509,2.5217,121928.0
2010-10-27,2.5153,2.5473,2.5058,2.5217,130039.0
2010-10-28,2.5313,2.5473,2.5058,2.5153,59660.0
2010-10-29,2.5153,2.5153,2.4579,2.4834,69828.0
2010-10-30,2.5153,2.5153,2.4579,2.4834,69828.0
2010-10-31,2.5153,2.5153,2.4579,2.4834,69828.0
2010-11-01,2.5409,2.5792,2.5345,2.5377,26202.0
2010-11-02,2.5345,2.5345,2.4706,2.4706,42530.0
2010-11-03,2.4962,2.5121,2.493,2.493,28152.0
2010-11-04,2.4706,2.5951,2.4706,2.5536,162830.0
2010-11-05,2.5856,2.5856,2.5217,2.5536,77314.0
2010-11-06,2.5856,2.5856,2.5217,2.5536,77314.0
2010-11-07,2.5856,2.5856,2.5217,2.5536,77314.0
2010-11-08,2.5441,2.5536,2.5281,2.5473,64583.0
2010-11-09,2.5536,2.6079,2.5345,2.5856,151250.0
2010-11-10,2.6079,2.7611,2.5888,2.6622,505482.0
2010-11-11,2.7069,2.7069,2.6111,2.6175,86223.0
2010-11-12,2.5856,2.6494,2.5856,2.6047,66052.0
2010-11-13,2.5856,2.6494,2.5856,2.6047,66052.0
2010-11-14,2.5856,2.6494,2.5856,2.6047,66052.0
2010-11-15,2.6494,2.6494,2.5856,2.6303,99210.0
2010-11-16,2.6175,2.6462,2.56,2.6175,117891.0
2010-11-17,2.6398,2.6813,2.6143,2.6717,65859.0
2010-11-18,2.6749,2.6877,2.6494,2.6749,34288.0
2010-11-19,2.6813,2.7037,2.6686,2.7005,242674.0
2010-11-20,2.6813,2.7037,2.6686,2.7005,242674.0
2010-11-21,2.6813,2.7037,2.6686,2.7005,242674.0
2010-11-22,2.6749,2.7132,2.6686,2.6686,215092.0
2010-11-23,2.5983,2.6494,2.5856,2.6111,88792.0
2010-11-24,2.5345,2.5664,2.5217,2.5536,109350.0
2010-11-25,2.4898,2.5536,2.4898,2.5536,95785.0
2010-11-26,2.5217,2.6111,2.5153,2.5983,35634.0
2010-11-27,2.5217,2.6111,2.5153,2.5983,35634.0
2010-11-28,2.5217,2.6111,2.5153,2.5983,35634.0
2010-11-29,2.5536,2.6175,2.5345,2.5536,99510.0
2010-11-30,2.5536,2.5536,2.4898,2.5026,57405.0
2010-12-01,2.5504,2.5536,2.509,2.5536,168213.0
2010-12-02,2.5728,2.6175,2.5728,2.6047,97460.0
2010-12-03,2.6079,2.6111,2.5792,2.5983,60369.0
2010-12-04,2.6079,2.6111,2.5792,2.5983,60369.0
2010-12-05,2.6079,2.6111,2.5792,2.5983,60369.0
2010-12-06,2.6398,2.6398,2.6047,2.6047,21795.0
2010-12-07,2.5919,2.6175,2.5792,2.6047,61109.0
2010-12-08,2.6111,2.6366,2.6047,2.6303,18048.0
2010-12-09,2.6398,2.6654,2.6175,2.6654,155446.0
2010-12-10,2.6654,2.7867,2.6558,2.7547,100766.0
2010-12-11,2.6654,2.7867,2.6558,2.7547,100766.0
2010-12-12,2.6654,2.7867,2.6558,2.7547,100766.0
2010-12-13,2.8058,2.8409,2.7835,2.8409,66834.0
2010-12-14,2.8409,2.8856,2.7835,2.8154,50437.0
2010-12-15,2.7962,2.825,2.7771,2.8218,26624.0
2010-12-16,2.7835,2.8728,2.7771,2.8601,27594.0
2010-12-17,2.8728,2.8728,2.7771,2.809,55292.0
2010-12-18,2.8728,2.8728,2.7771,2.809,55292.0
2010-12-19,2.8728,2.8728,2.7771,2.809,55292.0
2010-12-20,2.7196,2.8186,2.7196,2.7835,39245.0
2010-12-21,2.7515,2.809,2.7515,2.8058,58956.0
2010-12-22,2.809,2.8728,2.8026,2.8218,66579.0
2010-12-23,2.8409,2.8601,2.809,2.8409,103767.0
2010-12-24,2.8409,2.8601,2.809,2.8409,103767.0
2010-12-25,2.8409,2.8601,2.809,2.8409,103767.0
2010-12-26,2.8409,2.8601,2.809,2.8409,103767.0
2010-12-27,2.8728,2.8728,2.809,2.8314,83150.0
2010-12-28,2.8218,2.8409,2.8218,2.8409,91603.0
2010-12-29,2.8409,2.9112,2.809,2.9048,77862.0
2010-12-30,2.8856,3.058,2.8728,3.058,172037.0
2010-12-31,2.8856,3.058,2.8728,3.058,172037.0
2011-01-01,2.8856,3.058,2.8728,3.058,172037.0
2011-01-02,2.8856,3.058,2.8728,3.058,172037.0
2011-01-03,3.1091,3.1091,3.0324,3.0324,125714.0
2011-01-04,2.9814,3.058,2.9814,3.058,37466.0
2011-01-05,3.0324,3.058,2.9558,3.058,49490.0
2011-01-06,3.0133,3.0516,3.0133,3.0133,4128.0
2011-01-07,3.0133,3.0197,2.9782,3.0133,39735.0
2011-01-08,3.0133,3.0197,2.9782,3.0133,39735.0
2011-01-09,3.0133,3.0197,2.9782,3.0133,39735.0
2011-01-10,3.0835,3.0835,3.0069,3.0197,132680.0
2011-01-11,3.0133,3.0644,2.8824,3.0516,190024.0
2011-01-12,3.0324,3.058,3.0101,3.0324,116904.0
2011-01-13,3.0197,3.1346,3.0197,3.0963,95874.0
2011-01-14,3.0388,3.1857,3.0388,3.1825,114504.0
2011-01-15,3.0388,3.1857,3.0388,3.1825,114504.0
2011-01-16,3.0388,3.1857,3.0388,3.1825,114504.0
2011-01-17,3.1889,3.1984,3.1442,3.1729,98970.0
2011-01-18,3.1601,3.2878,3.1601,3.2623,117532.0
2011-01-19,3.2559,3.441,3.1921,3.4155,773526.0
2011-01-20,3.4155,3.4761,3.3676,3.4346,223461.0
2011-01-21,3.4474,3.7092,3.4474,3.7092,399622.0
2011-01-22,3.4474,3.7092,3.4474,3.7092,399622.0
2011-01-23,3.4474,3.7092,3.4474,3.7092,399622.0
2011-01-24,3.6389,3.7475,3.4857,3.6709,217738.0
2011-01-25,3.7219,3.7219,3.5432,3.6262,192585.0
2011-01-26,3.5623,3.6549,3.5623,3.6006,36958.0
2011-01-27,3.6709,3.7666,3.5751,3.6485,332300.0
2011-01-28,3.8081,3.8113,3.5943,3.5943,80450.0
2011-01-29,3.8081,3.8113,3.5943,3.5943,80450.0
2011-01-30,3.8081,3.8113,3.5943,3.5943,80450.0
2011-01-31,3.5751,3.6198,3.3836,3.4857,319475.0
2011-02-01,3.4793,3.5432,3.4027,3.4985,125520.0
2011-02-02,3.607,3.607,3.5113,3.5751,119020.0
2011-02-03,3.6134,3.6134,3.441,3.4474,130380.0
2011-02-04,3.4474,3.4602,3.2719,3.3165,269663.0
2011-02-05,3.4474,3.4602,3.2719,3.3165,269663.0
2011-02-06,3.4474,3.4602,3.2719,3.3165,269663.0
2011-02-07,3.5113,3.5113,3.3197,3.3453,274242.0
2011-02-08,3.3708,3.3836,3.3453,3.358,55324.0
2011-02-09,3.3548,3.4793,3.3261,3.4027,105693.0
2011-02-10,3.4474,3.4666,3.3644,3.3963,98334.0
2011-02-11,3.4283,3.4283,3.358,3.3836,39251.0
2011-02-12,3.4283,3.4283,3.358,3.3836,39251.0
2011-02-13,3.4283,3.4283,3.358,3.3836,39251.0
2011-02-14,3.3836,3.3836,3.3421,3.3772,22779.0
2011-02-15,3.3325,3.3836,3.3165,3.3261,68322.0
2011-02-16,3.3485,3.4219,3.3485,3.4219,104355.0
2011-02-17,3.4027,3.4027,3.3517,3.3836,46891.0
2011-02-18,3.3836,3.3836,3.3197,3.3197,120286.0
2011-02-19,3.3836,3.3836,3.3197,3.3197,120286.0
2011-02-20,3.3836,3.3836,3.3197,3.3197,120286.0
2011-02-21,3.3229,3.3517,3.3006,3.3006,33170.0
2011-02-22,3.2814,3.2846,3.2367,3.2559,74354.0
2011-02-23,3.2367,3.2367,3.1921,3.1921,59322.0
2011-02-24,3.1921,3.2272,3.1059,3.1059,113687.0
2011-02-25,3.1218,3.2112,3.1091,3.1857,119666.0
2011-02-26,3.1218,3.2112,3.1091,3.1857,119666.0
2011-02-27,3.1218,3.2112,3.1091,3.1857,119666.0
2011-02-28,3.3006,3.3836,3.1952,3.1952,163924.0
2011-03-01,3.2367,3.2782,3.0771,3.1091,98853.0
2011-03-02,3.1091,3.1346,3.0261,3.0516,89774.0
2011-03-03,3.1154,3.1921,3.058,3.0899,56759.0
2011-03-04,3.2176,3.2176,3.1027,3.1059,128370.0
2011-03-05,3.2176,3.2176,3.1027,3.1059,128370.0
2011-03-06,3.2176,3.2176,3.1027,3.1059,128370.0
2011-03-07,3.1091,3.1793,3.1091,3.1346,17256.0
2011-03-08,3.1857,3.1857,3.1346,3.1346,81215.0
2011-03-09,3.1537,3.1857,3.0963,3.1314,191496.0
2011-03-10,3.1091,3.2559,3.1091,3.1474,161452.0
2011-03-11,3.1123,3.1729,3.1123,3.1282,14154.0
2011-03-12,3.1123,3.1729,3.1123,3.1282,14154.0
2011-03-13,3.1123,3.1729,3.1123,3.1282,14154.0
