,1928 HK Equity,1928 HK Equity,1928 HK Equity,1928 HK Equity,1928 HK Equity
2014-07-26,41.993,42.066,41.082,41.118,8563750.0
2014-07-27,41.993,42.066,41.082,41.118,8563750.0
2014-07-28,41.41,42.139,41.009,41.519,13398810.0
2014-07-29,41.92,42.285,41.665,42.066,12938984.0
2014-07-30,42.285,42.759,41.847,42.212,19570402.0
2014-07-31,42.503,42.503,41.738,42.03,10192152.0
2014-08-01,41.556,41.884,40.972,41.155,13386564.0
2014-08-02,41.556,41.884,40.972,41.155,13386564.0
2014-08-03,41.556,41.884,40.972,41.155,13386564.0
2014-08-04,41.373,41.665,41.082,41.373,5343578.0
2014-08-05,41.556,41.556,40.754,40.9,7162300.0
2014-08-06,40.572,40.9,40.462,40.499,10850110.0
2014-08-07,39.113,39.113,37.619,38.166,54656535.0
2014-08-08,37.765,38.129,37.218,37.947,23242550.0
2014-08-09,37.765,38.129,37.218,37.947,23242550.0
2014-08-10,37.765,38.129,37.218,37.947,23242550.0
2014-08-11,38.093,38.311,37.619,38.02,17319507.0
2014-08-12,38.056,38.311,37.801,38.056,13111233.0
2014-08-13,38.02,38.384,37.801,38.311,14700059.0
2014-08-14,38.494,39.369,38.275,38.749,20042093.0
2014-08-15,38.64,39.223,38.64,38.822,16667312.0
2014-08-16,38.64,39.223,38.64,38.822,16667312.0
2014-08-17,38.64,39.223,38.64,38.822,16667312.0
2014-08-18,39.004,39.004,38.494,38.749,9109578.0
2014-08-19,38.567,39.842,38.567,39.551,17654597.0
2014-08-20,40.025,40.025,39.186,39.259,12446750.0
2014-08-21,39.259,39.296,38.166,38.858,15053541.0
2014-08-22,38.712,39.077,38.457,38.676,6982336.0
2014-08-23,38.712,39.077,38.457,38.676,6982336.0
2014-08-24,38.712,39.077,38.457,38.676,6982336.0
2014-08-25,38.712,39.223,38.457,38.53,7197896.0
2014-08-26,38.275,38.858,38.166,38.202,10794679.0
2014-08-27,37.947,38.348,37.801,37.91,9892763.0
2014-08-28,37.838,37.91,36.926,37.437,21560380.0
2014-08-29,36.999,37.364,35.796,36.817,26998263.0
2014-08-30,36.999,37.364,35.796,36.817,26998263.0
2014-08-31,36.999,37.364,35.796,36.817,26998263.0
2014-09-01,36.416,36.489,35.432,35.65,30375361.0
2014-09-02,35.505,36.088,35.432,35.578,17100268.0
2014-09-03,35.286,35.541,34.994,35.322,27119358.0
2014-09-04,35.286,35.796,35.213,35.505,18881493.0
2014-09-05,35.359,35.541,34.63,35.14,22816530.0
2014-09-06,35.359,35.541,34.63,35.14,22816530.0
2014-09-07,35.359,35.541,34.63,35.14,22816530.0
2014-09-08,35.578,35.578,34.776,34.885,12024612.0
2014-09-09,35.578,35.578,34.776,34.885,12024612.0
2014-09-10,34.01,34.375,33.755,34.083,22074429.0
2014-09-11,34.375,34.375,33.828,33.901,10107909.0
2014-09-12,34.229,34.375,33.791,34.01,11406044.0
2014-09-13,34.229,34.375,33.791,34.01,11406044.0
2014-09-14,34.229,34.375,33.791,34.01,11406044.0
2014-09-15,34.01,34.047,33.281,33.536,8669266.0
2014-09-16,33.354,33.573,31.969,32.224,27008783.0
2014-09-17,32.333,32.443,30.328,30.985,51237502.0
2014-09-18,31.167,32.005,30.839,31.422,36553971.0
2014-09-19,32.042,32.698,31.75,32.552,34453018.0
2014-09-20,32.042,32.698,31.75,32.552,34453018.0
2014-09-21,32.042,32.698,31.75,32.552,34453018.0
2014-09-22,32.37,32.807,32.151,32.516,27390870.0
2014-09-23,32.771,32.771,31.276,31.531,21907701.0
2014-09-24,31.531,31.641,30.729,31.021,16661971.0
2014-09-25,31.021,31.167,29.964,30.11,23386154.0
2014-09-26,29.745,31.167,29.381,30.948,28108954.0
2014-09-27,29.745,31.167,29.381,30.948,28108954.0
2014-09-28,29.745,31.167,29.381,30.948,28108954.0
2014-09-29,30.328,30.584,29.782,30.255,26451558.0
2014-09-30,30.511,30.547,29.417,29.526,19899177.0
2014-10-01,30.511,30.547,29.417,29.526,19899177.0
2014-10-02,30.511,30.547,29.417,29.526,19899177.0
2014-10-03,29.162,29.454,28.214,29.235,35977599.0
2014-10-04,29.162,29.454,28.214,29.235,35977599.0
2014-10-05,29.162,29.454,28.214,29.235,35977599.0
2014-10-06,29.672,31.495,29.49,31.313,26756671.0
2014-10-07,31.714,31.896,31.021,31.531,23562491.0
2014-10-08,30.62,30.766,30.219,30.729,22990282.0
2014-10-09,31.276,31.349,30.766,31.094,9842045.0
2014-10-10,30.766,30.839,30.219,30.547,8720265.0
2014-10-11,30.766,30.839,30.219,30.547,8720265.0
2014-10-12,30.766,30.839,30.219,30.547,8720265.0
2014-10-13,30.547,30.547,29.818,30.365,13250407.0
2014-10-14,30.365,30.584,29.745,30.146,13166863.0
2014-10-15,30.146,31.094,29.891,30.802,13519482.0
2014-10-16,30.474,31.094,30.183,31.021,13390448.0
2014-10-17,31.422,32.771,31.422,32.443,31699574.0
2014-10-18,31.422,32.771,31.422,32.443,31699574.0
2014-10-19,31.422,32.771,31.422,32.443,31699574.0
2014-10-20,33.208,33.208,32.588,32.734,13983146.0
2014-10-21,33.172,33.172,32.297,32.661,8544873.0
2014-10-22,33.39,33.39,32.588,32.953,14216694.0
2014-10-23,32.734,33.135,32.698,33.026,13004624.0
2014-10-24,32.88,33.099,32.698,32.917,8181539.0
2014-10-25,32.88,33.099,32.698,32.917,8181539.0
2014-10-26,32.88,33.099,32.698,32.917,8181539.0
2014-10-27,32.297,32.625,31.604,32.115,11301264.0
2014-10-28,32.078,32.734,32.078,32.588,9360601.0
2014-10-29,33.39,34.484,33.208,34.229,29395116.0
2014-10-30,34.593,34.593,33.791,34.192,11933452.0
2014-10-31,34.776,35.65,34.739,35.213,21634531.0
2014-11-01,34.776,35.65,34.739,35.213,21634531.0
2014-11-02,34.776,35.65,34.739,35.213,21634531.0
2014-11-03,35.65,35.687,35.031,35.286,14058774.0
2014-11-04,35.177,35.942,33.755,34.119,27511578.0
2014-11-05,33.463,33.536,32.661,32.989,29264594.0
2014-11-06,32.661,32.698,31.24,31.458,34485932.0
2014-11-07,31.203,32.698,31.203,32.26,21046267.0
2014-11-08,31.203,32.698,31.203,32.26,21046267.0
2014-11-09,31.203,32.698,31.203,32.26,21046267.0
2014-11-10,33.026,33.828,32.661,32.88,15566968.0
2014-11-11,33.172,33.828,32.88,33.682,15524691.0
2014-11-12,33.828,34.083,32.917,33.609,11615149.0
2014-11-13,33.427,34.703,33.427,34.192,11591816.0
2014-11-14,34.338,34.921,33.755,34.776,12472362.0
2014-11-15,34.338,34.921,33.755,34.776,12472362.0
2014-11-16,34.338,34.921,33.755,34.776,12472362.0
2014-11-17,35.505,35.614,34.156,34.52,19126919.0
2014-11-18,34.666,34.703,32.88,33.427,20147287.0
2014-11-19,33.427,33.682,32.807,32.989,16320589.0
2014-11-20,32.807,33.026,32.333,32.661,17102642.0
2014-11-21,32.698,33.718,32.224,33.172,18861924.0
2014-11-22,32.698,33.718,32.224,33.172,18861924.0
2014-11-23,32.698,33.718,32.224,33.172,18861924.0
2014-11-24,34.265,34.484,33.755,33.864,15031041.0
2014-11-25,34.192,34.265,33.755,33.937,10409433.0
2014-11-26,34.229,34.375,33.755,34.192,15179569.0
2014-11-27,34.593,34.63,34.01,34.192,12772147.0
2014-11-28,34.484,34.484,33.573,33.864,10508611.0
2014-11-29,34.484,34.484,33.573,33.864,10508611.0
2014-11-30,34.484,34.484,33.573,33.864,10508611.0
2014-12-01,33.573,33.755,32.516,33.172,11038173.0
2014-12-02,32.807,32.88,31.896,32.26,23475674.0
2014-12-03,31.422,31.641,30.365,30.62,23688440.0
2014-12-04,30.073,30.474,29.271,29.672,30004354.0
2014-12-05,30.0,30.693,29.526,29.964,26600264.0
2014-12-06,30.0,30.693,29.526,29.964,26600264.0
2014-12-07,30.0,30.693,29.526,29.964,26600264.0
2014-12-08,29.563,29.709,28.87,29.053,21112974.0
2014-12-09,28.287,29.125,28.287,29.053,18628673.0
2014-12-10,28.761,30.037,28.615,29.381,15097800.0
2014-12-11,29.053,29.599,28.251,29.235,9843237.0
2014-12-12,29.672,30.11,29.526,29.855,13195170.0
2014-12-13,29.672,30.11,29.526,29.855,13195170.0
2014-12-14,29.672,30.11,29.526,29.855,13195170.0
2014-12-15,29.417,29.964,29.417,29.745,7610605.0
2014-12-16,29.563,29.745,29.235,29.49,15019566.0
2014-12-17,29.162,29.417,27.558,27.667,46554031.0
2014-12-18,27.959,28.433,26.902,28.251,41869546.0
2014-12-19,28.797,29.308,28.032,28.105,16575006.0
2014-12-20,28.797,29.308,28.032,28.105,16575006.0
2014-12-21,28.797,29.308,28.032,28.105,16575006.0
2014-12-22,28.141,28.761,27.23,27.376,16512402.0
2014-12-23,27.886,27.886,26.975,27.23,12056867.0
2014-12-24,27.522,28.396,26.975,28.068,11001116.0
2014-12-25,27.522,28.396,26.975,28.068,11001116.0
2014-12-26,27.522,28.396,26.975,28.068,11001116.0
2014-12-27,27.522,28.396,26.975,28.068,11001116.0
2014-12-28,27.522,28.396,26.975,28.068,11001116.0
2014-12-29,28.068,28.761,28.068,28.36,9229593.0
2014-12-30,28.834,28.834,27.923,27.995,10202170.0
2014-12-31,27.594,28.141,27.558,27.813,4391278.0
2015-01-01,27.594,28.141,27.558,27.813,4391278.0
2015-01-02,27.813,28.214,27.193,27.485,7453455.0
2015-01-03,27.813,28.214,27.193,27.485,7453455.0
2015-01-04,27.813,28.214,27.193,27.485,7453455.0
2015-01-05,27.813,27.813,27.048,27.157,8774386.0
2015-01-06,26.793,26.902,25.954,26.209,17516607.0
2015-01-07,25.954,27.339,25.152,27.011,27340773.0
2015-01-08,27.558,28.032,26.501,27.084,11875686.0
2015-01-09,27.594,27.631,26.793,26.829,10601765.0
2015-01-10,27.594,27.631,26.793,26.829,10601765.0
2015-01-11,27.594,27.631,26.793,26.829,10601765.0
2015-01-12,27.121,27.121,26.246,26.647,12828380.0
2015-01-13,26.829,27.485,26.72,27.266,13840910.0
2015-01-14,27.667,27.704,27.266,27.376,10088595.0
2015-01-15,27.85,27.85,27.376,27.777,8671260.0
2015-01-16,27.704,28.032,26.829,26.938,21924219.0
2015-01-17,27.704,28.032,26.829,26.938,21924219.0
2015-01-18,27.704,28.032,26.829,26.938,21924219.0
2015-01-19,26.647,26.829,25.662,25.918,17898110.0
2015-01-20,25.699,26.464,25.59,25.808,11359208.0
2015-01-21,26.246,27.084,25.954,26.647,16004952.0
2015-01-22,27.376,27.704,26.756,27.594,16340389.0
2015-01-23,27.85,28.396,27.157,27.813,21677528.0
2015-01-24,27.85,28.396,27.157,27.813,21677528.0
2015-01-25,27.85,28.396,27.157,27.813,21677528.0
2015-01-26,29.162,29.162,28.141,28.433,12414047.0
2015-01-27,29.125,29.417,28.797,29.271,22139470.0
2015-01-28,29.563,29.563,28.724,28.907,16495138.0
2015-01-29,28.907,29.198,28.506,28.579,13590832.0
2015-01-30,29.016,29.016,27.558,27.74,15054829.0
2015-01-31,29.016,29.016,27.558,27.74,15054829.0
2015-02-01,29.016,29.016,27.558,27.74,15054829.0
2015-02-02,27.631,27.704,26.975,27.485,15570025.0
2015-02-03,27.959,27.995,27.558,27.558,12240617.0
2015-02-04,27.813,27.813,27.084,27.485,10824535.0
2015-02-05,27.74,28.251,27.011,27.121,12718483.0
2015-02-06,27.121,28.214,26.865,27.959,20151049.0
2015-02-07,27.121,28.214,26.865,27.959,20151049.0
2015-02-08,27.121,28.214,26.865,27.959,20151049.0
2015-02-09,27.704,27.923,27.339,27.85,11110720.0
2015-02-10,27.805,28.74,27.73,28.216,17032846.0
2015-02-11,28.441,28.74,28.142,28.478,15283253.0
2015-02-12,28.815,28.815,27.767,28.029,19959512.0
2015-02-13,28.366,29.077,28.254,28.927,28801049.0
2015-02-14,28.366,29.077,28.254,28.927,28801049.0
2015-02-15,28.366,29.077,28.254,28.927,28801049.0
2015-02-16,29.04,29.302,28.591,29.152,16020366.0
2015-02-17,29.264,29.489,29.227,29.264,8098240.0
2015-02-18,29.564,29.788,29.564,29.751,6933768.0
2015-02-19,29.564,29.788,29.564,29.751,6933768.0
2015-02-20,29.564,29.788,29.564,29.751,6933768.0
2015-02-21,29.564,29.788,29.564,29.751,6933768.0
2015-02-22,29.564,29.788,29.564,29.751,6933768.0
2015-02-23,29.826,29.826,28.89,29.152,16281046.0
2015-02-24,29.339,29.638,27.992,28.366,18152209.0
2015-02-25,27.356,27.543,26.233,26.719,36268744.0
2015-02-26,26.27,26.645,25.859,25.896,34249116.0
2015-02-27,26.158,26.794,26.158,26.495,20312745.0
2015-02-28,26.158,26.794,26.158,26.495,20312745.0
2015-03-01,26.158,26.794,26.158,26.495,20312745.0
2015-03-02,26.458,26.645,26.083,26.42,14396462.0
2015-03-03,26.981,27.692,26.757,26.869,22818599.0
2015-03-04,26.832,26.944,26.196,26.42,11169617.0
2015-03-05,26.345,26.607,25.522,25.821,23760252.0
2015-03-06,25.559,25.896,25.372,25.41,17027938.0
2015-03-07,25.559,25.896,25.372,25.41,17027938.0
2015-03-08,25.559,25.896,25.372,25.41,17027938.0
2015-03-09,25.634,25.634,24.998,25.185,14653745.0
2015-03-10,25.148,25.185,23.988,24.25,24909230.0
2015-03-11,24.1,24.175,23.277,23.389,23396537.0
2015-03-12,23.202,23.688,22.603,23.501,33942194.0
2015-03-13,23.501,23.838,23.09,23.426,17153828.0
2015-03-14,23.501,23.838,23.09,23.426,17153828.0
2015-03-15,23.501,23.838,23.09,23.426,17153828.0
2015-03-16,23.09,23.426,22.828,23.09,15352392.0
2015-03-17,23.351,23.501,22.117,22.416,34023630.0
2015-03-18,22.191,22.94,22.079,22.603,29378573.0
2015-03-19,22.678,23.613,22.528,23.351,29936964.0
2015-03-20,23.838,24.212,23.501,24.1,23691743.0
2015-03-21,23.838,24.212,23.501,24.1,23691743.0
2015-03-22,23.838,24.212,23.501,24.1,23691743.0
2015-03-23,24.661,24.661,23.763,23.875,14227031.0
2015-03-24,24.25,24.287,23.95,23.988,13245497.0
2015-03-25,24.324,24.848,24.175,24.549,20321399.0
2015-03-26,24.324,24.811,24.25,24.324,7999233.0
2015-03-27,24.137,24.512,24.025,24.175,9405922.0
2015-03-28,24.137,24.512,24.025,24.175,9405922.0
2015-03-29,24.137,24.512,24.025,24.175,9405922.0
2015-03-30,24.624,24.736,24.212,24.324,12574886.0
2015-03-31,24.699,24.699,23.801,24.025,13193545.0
2015-04-01,23.95,24.586,23.651,24.437,11449847.0
2015-04-02,24.699,24.699,24.137,24.324,7729660.0
2015-04-03,24.699,24.699,24.137,24.324,7729660.0
2015-04-04,24.699,24.699,24.137,24.324,7729660.0
2015-04-05,24.699,24.699,24.137,24.324,7729660.0
2015-04-06,24.699,24.699,24.137,24.324,7729660.0
2015-04-07,24.699,24.699,24.137,24.324,7729660.0
2015-04-08,24.923,26.308,24.699,25.896,31354185.0
2015-04-09,27.468,29.302,26.607,27.43,55450012.0
2015-04-10,28.516,28.628,27.356,27.88,34715758.0
2015-04-11,28.516,28.628,27.356,27.88,34715758.0
2015-04-12,28.516,28.628,27.356,27.88,34715758.0
2015-04-13,28.254,28.254,26.57,27.094,24900318.0
2015-04-14,26.719,26.719,25.597,25.784,21837386.0
2015-04-15,25.597,25.784,24.998,25.148,36695042.0
2015-04-16,25.148,26.27,24.811,25.447,19156537.0
2015-04-17,25.447,25.559,25.185,25.447,10782139.0
2015-04-18,25.447,25.559,25.185,25.447,10782139.0
2015-04-19,25.447,25.559,25.185,25.447,10782139.0
2015-04-20,25.896,25.896,24.699,24.774,17867346.0
2015-04-21,24.699,25.297,24.549,24.961,26236462.0
2015-04-22,25.41,25.41,24.137,24.399,35858412.0
2015-04-23,23.95,24.137,23.389,23.801,24858581.0
2015-04-24,23.426,24.998,23.351,24.437,22456937.0
2015-04-25,23.426,24.998,23.351,24.437,22456937.0
2015-04-26,23.426,24.998,23.351,24.437,22456937.0
2015-04-27,24.137,24.586,24.137,24.399,20134672.0
2015-04-28,24.287,24.399,23.95,24.1,22129988.0
2015-04-29,23.576,24.025,23.464,23.95,17457134.0
2015-04-30,23.875,24.1,23.613,23.763,14324048.0
2015-05-01,23.875,24.1,23.613,23.763,14324048.0
2015-05-02,23.875,24.1,23.613,23.763,14324048.0
2015-05-03,23.875,24.1,23.613,23.763,14324048.0
2015-05-04,23.763,24.661,23.651,24.549,29836782.0
2015-05-05,24.661,24.923,24.399,24.811,19277970.0
2015-05-06,24.699,24.998,24.362,24.512,10026468.0
2015-05-07,24.512,24.624,24.137,24.287,9186051.0
2015-05-08,24.736,25.073,24.175,24.699,16218613.0
2015-05-09,24.736,25.073,24.175,24.699,16218613.0
2015-05-10,24.736,25.073,24.175,24.699,16218613.0
2015-05-11,25.148,25.148,24.549,24.699,10926423.0
2015-05-12,24.923,24.961,24.324,24.624,11175860.0
2015-05-13,24.699,24.811,24.437,24.474,6490935.0
2015-05-14,24.586,24.586,23.426,23.913,17128531.0
2015-05-15,24.399,24.624,23.95,24.362,12136743.0
2015-05-16,24.399,24.624,23.95,24.362,12136743.0
2015-05-17,24.399,24.624,23.95,24.362,12136743.0
2015-05-18,24.399,24.399,23.838,23.988,6659071.0
2015-05-19,23.726,23.95,23.576,23.726,12962907.0
2015-05-20,23.539,23.763,23.351,23.651,10701940.0
2015-05-21,23.95,24.137,23.539,23.988,18552156.0
2015-05-22,24.137,24.362,23.95,24.212,11755302.0
2015-05-23,24.137,24.362,23.95,24.212,11755302.0
2015-05-24,24.137,24.362,23.95,24.212,11755302.0
2015-05-25,24.137,24.362,23.95,24.212,11755302.0
2015-05-26,24.624,24.736,23.726,23.875,12250793.0
2015-05-27,24.137,24.137,23.576,23.651,10128060.0
2015-05-28,23.539,23.576,22.491,22.828,26649967.0
2015-05-29,22.902,23.052,22.154,22.416,22025915.0
2015-05-30,22.902,23.052,22.154,22.416,22025915.0
2015-05-31,22.902,23.052,22.154,22.416,22025915.0
2015-06-01,22.453,22.491,21.48,21.593,26187584.0
2015-06-02,21.593,21.967,21.144,21.331,22660972.0
2015-06-03,21.293,21.331,20.994,21.293,13933121.0
2015-06-04,21.63,23.09,21.555,22.304,38447190.0
2015-06-05,22.828,23.202,21.929,22.528,24264219.0
2015-06-06,22.828,23.202,21.929,22.528,24264219.0
2015-06-07,22.828,23.202,21.929,22.528,24264219.0
2015-06-08,22.266,22.902,22.229,22.416,13690030.0
2015-06-09,22.042,22.191,21.78,22.042,12907126.0
2015-06-10,21.929,22.154,21.406,21.855,8759691.0
2015-06-11,21.78,22.004,21.368,21.593,12136822.0
2015-06-12,21.817,22.079,21.667,21.817,6951886.0
2015-06-13,21.817,22.079,21.667,21.817,6951886.0
2015-06-14,21.817,22.079,21.667,21.817,6951886.0
2015-06-15,21.555,21.967,21.555,21.78,7954935.0
2015-06-16,21.705,22.266,21.705,21.855,9326186.0
2015-06-17,22.117,22.341,21.705,22.079,9855464.0
2015-06-18,22.266,22.453,21.967,22.341,10044897.0
2015-06-19,22.491,23.052,22.341,22.453,13680212.0
2015-06-20,22.491,23.052,22.341,22.453,13680212.0
2015-06-21,22.491,23.052,22.341,22.453,13680212.0
2015-06-22,22.26,22.608,21.718,22.337,11567161.0
2015-06-23,22.531,22.531,21.95,22.376,6853187.0
2015-06-24,22.686,22.686,21.989,22.144,8591722.0
2015-06-25,22.26,22.376,21.989,22.144,9518887.0
2015-06-26,21.989,22.027,21.369,21.64,14481642.0
2015-06-27,21.989,22.027,21.369,21.64,14481642.0
2015-06-28,21.989,22.027,21.369,21.64,14481642.0
2015-06-29,21.524,21.64,20.285,20.634,20623605.0
2015-06-30,20.634,20.75,20.053,20.208,21131259.0
2015-07-01,20.634,20.75,20.053,20.208,21131259.0
2015-07-02,22.84,23.886,22.066,22.647,67523127.0
2015-07-03,23.073,23.653,22.686,22.802,30735767.0
2015-07-04,23.073,23.653,22.686,22.802,30735767.0
2015-07-05,23.073,23.653,22.686,22.802,30735767.0
2015-07-06,22.492,23.46,21.679,22.453,21076399.0
2015-07-07,22.995,23.576,22.221,22.492,28501919.0
2015-07-08,22.918,22.918,20.905,21.718,35295000.0
2015-07-09,22.066,22.763,21.486,22.298,42214292.0
2015-07-10,22.724,23.692,22.144,22.879,36410775.0
2015-07-11,22.724,23.692,22.144,22.879,36410775.0
2015-07-12,22.724,23.692,22.144,22.879,36410775.0
2015-07-13,22.763,24.157,22.337,23.963,27890277.0
2015-07-14,24.776,25.821,24.544,25.124,47825203.0
2015-07-15,25.395,25.395,24.079,24.544,20073027.0
2015-07-16,24.466,24.583,23.847,24.466,10809168.0
2015-07-17,24.621,25.047,24.312,24.892,8511054.0
2015-07-18,24.621,25.047,24.312,24.892,8511054.0
2015-07-19,24.621,25.047,24.312,24.892,8511054.0
2015-07-20,25.163,25.163,24.428,24.854,7373960.0
2015-07-21,25.047,25.047,24.389,24.583,7698707.0
2015-07-22,24.776,24.776,23.886,23.924,12017316.0
2015-07-23,25.163,26.441,25.086,25.821,38170390.0
2015-07-24,26.325,27.215,25.937,26.208,36586834.0
2015-07-25,26.325,27.215,25.937,26.208,36586834.0
2015-07-26,26.325,27.215,25.937,26.208,36586834.0
2015-07-27,25.976,26.208,24.931,25.202,22832313.0
2015-07-28,24.621,25.55,24.312,25.008,19218669.0
2015-07-29,24.97,25.899,24.66,25.512,16035244.0
2015-07-30,25.666,25.86,25.279,25.473,14205138.0
2015-07-31,26.015,26.712,25.976,26.557,24780267.0
2015-08-01,26.015,26.712,25.976,26.557,24780267.0
2015-08-02,26.015,26.712,25.976,26.557,24780267.0
2015-08-03,26.557,26.789,25.705,26.247,17475631.0
2015-08-04,26.867,26.867,25.899,26.17,12660523.0
2015-08-05,26.441,27.37,26.286,26.634,15605448.0
2015-08-06,26.634,27.254,26.479,26.789,10096751.0
2015-08-07,26.983,27.331,26.75,27.215,13682745.0
2015-08-08,26.983,27.331,26.75,27.215,13682745.0
2015-08-09,26.983,27.331,26.75,27.215,13682745.0
2015-08-10,27.409,28.57,26.944,28.299,23653020.0
2015-08-11,28.996,29.073,27.757,28.26,26694163.0
2015-08-12,27.796,27.834,26.363,26.789,38684011.0
2015-08-13,26.905,26.905,25.666,25.937,41025629.0
2015-08-14,25.705,26.634,25.705,26.247,18716033.0
2015-08-15,25.705,26.634,25.705,26.247,18716033.0
2015-08-16,25.705,26.634,25.705,26.247,18716033.0
2015-08-17,25.937,26.286,25.628,25.976,9958853.0
2015-08-18,25.86,26.092,24.931,25.318,17264100.0
2015-08-19,24.815,25.086,23.924,24.466,34497059.0
2015-08-20,24.428,24.428,23.073,23.576,20598045.0
2015-08-21,22.84,23.189,22.686,22.84,22162362.0
2015-08-22,22.84,23.189,22.686,22.84,22162362.0
2015-08-23,22.84,23.189,22.686,22.84,22162362.0
2015-08-24,21.873,22.415,21.292,21.64,23546617.0
2015-08-25,21.369,22.569,20.75,21.137,30023971.0
2015-08-26,20.518,21.253,20.363,20.479,17114751.0
2015-08-27,21.679,21.756,20.982,21.679,26715106.0
2015-08-28,22.608,22.686,21.137,21.176,15261506.0
2015-08-29,22.608,22.686,21.137,21.176,15261506.0
2015-08-30,22.608,22.686,21.137,21.176,15261506.0
2015-08-31,21.602,21.679,20.518,20.827,14995020.0
2015-09-01,20.479,21.098,19.821,20.324,21756034.0
2015-09-02,20.479,20.711,19.434,19.666,22224937.0
2015-09-03,20.479,20.711,19.434,19.666,22224937.0
2015-09-04,20.518,20.944,20.208,20.827,23299009.0
2015-09-05,20.518,20.944,20.208,20.827,23299009.0
2015-09-06,20.518,20.944,20.208,20.827,23299009.0
2015-09-07,20.44,20.944,20.363,20.556,19487121.0
2015-09-08,20.905,21.563,20.634,21.292,16853931.0
2015-09-09,21.834,22.027,21.253,21.989,13843407.0
2015-09-10,21.137,21.524,20.827,20.944,10306711.0
2015-09-11,20.75,20.944,20.402,20.634,15281175.0
2015-09-12,20.75,20.944,20.402,20.634,15281175.0
2015-09-13,20.75,20.944,20.402,20.634,15281175.0
2015-09-14,20.634,20.827,19.705,20.014,15646104.0
2015-09-15,19.743,20.014,19.434,19.821,31003085.0
2015-09-16,19.976,20.866,19.937,20.75,18302647.0
2015-09-17,20.982,21.176,20.518,20.866,19086195.0
2015-09-18,21.215,22.182,21.137,22.066,27173608.0
2015-09-19,21.215,22.182,21.137,22.066,27173608.0
2015-09-20,21.215,22.182,21.137,22.066,27173608.0
2015-09-21,21.602,21.834,21.369,21.524,18246787.0
2015-09-22,21.563,21.795,20.944,21.021,21158285.0
2015-09-23,20.518,20.75,19.976,20.402,16845292.0
2015-09-24,20.711,20.711,19.976,20.053,15386789.0
2015-09-25,20.363,20.944,20.092,20.711,22116598.0
2015-09-26,20.363,20.944,20.092,20.711,22116598.0
2015-09-27,20.363,20.944,20.092,20.711,22116598.0
2015-09-28,20.363,20.944,20.092,20.711,22116598.0
2015-09-29,19.705,20.285,18.621,18.776,39829900.0
2015-09-30,18.776,18.853,17.692,18.04,30449403.0
2015-10-01,18.776,18.853,17.692,18.04,30449403.0
