,HEIM MK Equity,HEIM MK Equity,HEIM MK Equity,HEIM MK Equity,HEIM MK Equity
2010-04-24,3.557,3.557,3.542,3.547,66800.0
2010-04-25,3.557,3.557,3.542,3.547,66800.0
2010-04-26,3.506,3.542,3.506,3.542,59500.0
2010-04-27,3.542,3.552,3.542,3.552,65500.0
2010-04-28,3.542,3.563,3.542,3.552,45700.0
2010-04-29,3.557,3.568,3.552,3.568,110400.0
2010-04-30,3.568,3.568,3.527,3.537,54100.0
2010-05-01,3.568,3.568,3.527,3.537,54100.0
2010-05-02,3.568,3.568,3.527,3.537,54100.0
2010-05-03,3.537,3.557,3.527,3.557,92900.0
2010-05-04,3.542,3.563,3.542,3.542,103600.0
2010-05-05,3.542,3.542,3.542,3.542,8400.0
2010-05-06,3.552,3.552,3.552,3.552,55800.0
2010-05-07,3.552,3.563,3.537,3.547,217300.0
2010-05-08,3.552,3.563,3.537,3.547,217300.0
2010-05-09,3.552,3.563,3.537,3.547,217300.0
2010-05-10,3.552,3.619,3.552,3.593,12000.0
2010-05-11,3.619,3.634,3.619,3.634,59900.0
2010-05-12,3.634,3.655,3.634,3.645,37000.0
2010-05-13,3.665,3.67,3.655,3.67,38700.0
2010-05-14,3.67,3.691,3.67,3.686,51400.0
2010-05-15,3.67,3.691,3.67,3.686,51400.0
2010-05-16,3.67,3.691,3.67,3.686,51400.0
2010-05-17,3.681,3.686,3.681,3.681,58400.0
2010-05-18,3.681,3.686,3.681,3.686,43000.0
2010-05-19,3.686,3.691,3.681,3.681,252000.0
2010-05-20,3.675,3.675,3.665,3.67,131500.0
2010-05-21,3.645,3.675,3.634,3.675,109200.0
2010-05-22,3.645,3.675,3.634,3.675,109200.0
2010-05-23,3.645,3.675,3.634,3.675,109200.0
2010-05-24,3.67,3.691,3.67,3.691,47900.0
2010-05-25,3.681,3.681,3.66,3.67,321800.0
2010-05-26,3.67,3.686,3.67,3.675,45200.0
2010-05-27,3.675,3.696,3.675,3.686,299700.0
2010-05-28,3.675,3.696,3.675,3.686,299700.0
2010-05-29,3.675,3.696,3.675,3.686,299700.0
2010-05-30,3.675,3.696,3.675,3.686,299700.0
2010-05-31,3.691,3.691,3.686,3.686,110200.0
2010-06-01,3.67,3.675,3.66,3.675,111000.0
2010-06-02,3.67,3.675,3.66,3.675,111000.0
2010-06-03,3.675,3.696,3.675,3.686,40600.0
2010-06-04,3.686,3.696,3.686,3.696,30500.0
2010-06-05,3.686,3.696,3.686,3.696,30500.0
2010-06-06,3.686,3.696,3.686,3.696,30500.0
2010-06-07,3.696,3.696,3.691,3.691,21500.0
2010-06-08,3.67,3.67,3.67,3.67,2000.0
2010-06-09,3.681,3.686,3.681,3.686,4000.0
2010-06-10,3.696,3.732,3.696,3.722,277500.0
2010-06-11,3.727,3.763,3.727,3.763,148500.0
2010-06-12,3.727,3.763,3.727,3.763,148500.0
2010-06-13,3.727,3.763,3.727,3.763,148500.0
2010-06-14,3.722,3.829,3.722,3.819,34000.0
2010-06-15,3.799,3.901,3.799,3.891,130700.0
2010-06-16,3.901,3.917,3.896,3.917,176200.0
2010-06-17,3.891,3.912,3.881,3.906,27300.0
2010-06-18,3.906,3.912,3.906,3.912,117000.0
2010-06-19,3.906,3.912,3.906,3.912,117000.0
2010-06-20,3.906,3.912,3.906,3.912,117000.0
2010-06-21,3.912,3.994,3.912,3.989,143900.0
2010-06-22,3.953,3.989,3.953,3.989,45600.0
2010-06-23,3.983,3.983,3.958,3.958,37500.0
2010-06-24,3.953,3.989,3.953,3.978,61400.0
2010-06-25,3.978,3.978,3.953,3.958,38300.0
2010-06-26,3.978,3.978,3.953,3.958,38300.0
2010-06-27,3.978,3.978,3.953,3.958,38300.0
2010-06-28,3.958,3.973,3.953,3.973,19800.0
2010-06-29,3.963,3.963,3.953,3.953,70400.0
2010-06-30,3.901,3.963,3.901,3.953,35100.0
2010-07-01,3.953,3.963,3.953,3.953,52000.0
2010-07-02,3.953,3.963,3.953,3.958,21300.0
2010-07-03,3.953,3.963,3.953,3.958,21300.0
2010-07-04,3.953,3.963,3.953,3.958,21300.0
2010-07-05,3.948,3.958,3.948,3.953,184000.0
2010-07-06,3.953,3.963,3.953,3.963,13400.0
2010-07-07,3.963,3.963,3.958,3.958,49900.0
2010-07-08,3.963,3.973,3.963,3.973,59800.0
2010-07-09,3.958,3.963,3.953,3.953,27400.0
2010-07-10,3.958,3.963,3.953,3.953,27400.0
2010-07-11,3.958,3.963,3.953,3.953,27400.0
2010-07-12,3.958,3.958,3.953,3.953,160000.0
2010-07-13,3.958,3.973,3.958,3.973,259800.0
2010-07-14,3.978,3.989,3.978,3.978,134600.0
2010-07-15,3.978,3.978,3.978,3.978,25500.0
2010-07-16,3.978,3.983,3.978,3.978,23000.0
2010-07-17,3.978,3.983,3.978,3.978,23000.0
2010-07-18,3.978,3.983,3.978,3.978,23000.0
2010-07-19,3.978,3.983,3.958,3.978,38700.0
2010-07-20,3.978,3.983,3.978,3.983,21600.0
2010-07-21,3.978,3.978,3.978,3.978,3000.0
2010-07-22,4.004,4.004,3.994,3.999,37000.0
2010-07-23,3.994,3.999,3.989,3.999,19300.0
2010-07-24,3.994,3.999,3.989,3.999,19300.0
2010-07-25,3.994,3.999,3.989,3.999,19300.0
2010-07-26,4.014,4.132,4.014,4.107,208500.0
2010-07-27,4.107,4.132,4.081,4.081,42200.0
2010-07-28,4.081,4.158,4.081,4.132,75200.0
2010-07-29,4.107,4.122,4.091,4.107,64100.0
2010-07-30,4.107,4.189,4.107,4.173,128200.0
2010-07-31,4.107,4.189,4.107,4.173,128200.0
2010-08-01,4.107,4.189,4.107,4.173,128200.0
2010-08-02,4.168,4.179,4.055,4.179,340700.0
2010-08-03,4.184,4.184,4.117,4.117,17100.0
2010-08-04,4.127,4.158,4.127,4.158,16200.0
2010-08-05,4.184,4.225,4.184,4.22,140400.0
2010-08-06,4.235,4.235,4.209,4.23,62900.0
2010-08-07,4.235,4.235,4.209,4.23,62900.0
2010-08-08,4.235,4.235,4.209,4.23,62900.0
2010-08-09,4.214,4.22,4.214,4.214,49100.0
2010-08-10,4.209,4.23,4.204,4.23,38300.0
2010-08-11,4.225,4.225,4.209,4.214,41000.0
2010-08-12,4.209,4.209,4.204,4.204,34500.0
2010-08-13,4.199,4.23,4.199,4.23,30100.0
2010-08-14,4.199,4.23,4.199,4.23,30100.0
2010-08-15,4.199,4.23,4.199,4.23,30100.0
2010-08-16,4.261,4.261,4.199,4.22,31900.0
2010-08-17,4.199,4.209,4.189,4.189,8300.0
2010-08-18,4.184,4.209,4.184,4.184,62500.0
2010-08-19,4.209,4.209,4.173,4.194,50400.0
2010-08-20,4.189,4.199,4.189,4.194,85400.0
2010-08-21,4.189,4.199,4.189,4.194,85400.0
2010-08-22,4.189,4.199,4.189,4.194,85400.0
2010-08-23,4.209,4.209,4.189,4.194,12000.0
2010-08-24,4.199,4.199,4.199,4.199,600.0
2010-08-25,4.189,4.189,4.122,4.132,25400.0
2010-08-26,4.148,4.168,4.148,4.153,6900.0
2010-08-27,4.132,4.184,4.132,4.158,81600.0
2010-08-28,4.132,4.184,4.132,4.158,81600.0
2010-08-29,4.132,4.184,4.132,4.158,81600.0
2010-08-30,4.158,4.158,4.158,4.158,23800.0
2010-08-31,4.158,4.158,4.158,4.158,23800.0
2010-09-01,4.209,4.209,4.132,4.132,58500.0
2010-09-02,4.158,4.163,4.132,4.158,72400.0
2010-09-03,4.158,4.261,4.158,4.261,101700.0
2010-09-04,4.158,4.261,4.158,4.261,101700.0
2010-09-05,4.158,4.261,4.158,4.261,101700.0
2010-09-06,4.266,4.276,4.25,4.266,73500.0
2010-09-07,4.261,4.271,4.24,4.271,245500.0
2010-09-08,4.261,4.276,4.24,4.276,167100.0
2010-09-09,4.214,4.214,4.214,4.214,2000.0
2010-09-10,4.214,4.214,4.214,4.214,2000.0
2010-09-11,4.214,4.214,4.214,4.214,2000.0
2010-09-12,4.214,4.214,4.214,4.214,2000.0
2010-09-13,4.276,4.276,4.245,4.25,43500.0
2010-09-14,4.25,4.261,4.25,4.25,99300.0
2010-09-15,4.261,4.276,4.261,4.271,30600.0
2010-09-16,4.261,4.276,4.261,4.271,30600.0
2010-09-17,4.281,4.286,4.271,4.286,33800.0
2010-09-18,4.281,4.286,4.271,4.286,33800.0
2010-09-19,4.281,4.286,4.271,4.286,33800.0
2010-09-20,4.291,4.302,4.291,4.291,102500.0
2010-09-21,4.291,4.302,4.291,4.302,46500.0
2010-09-22,4.307,4.307,4.261,4.261,40100.0
2010-09-23,4.261,4.261,4.261,4.261,47000.0
2010-09-24,4.261,4.286,4.261,4.276,37000.0
2010-09-25,4.261,4.286,4.261,4.276,37000.0
2010-09-26,4.261,4.286,4.261,4.276,37000.0
2010-09-27,4.276,4.276,4.271,4.271,10400.0
2010-09-28,4.271,4.276,4.256,4.266,28400.0
2010-09-29,4.271,4.297,4.271,4.297,90200.0
2010-09-30,4.302,4.302,4.297,4.302,55800.0
2010-10-01,4.302,4.312,4.297,4.302,67400.0
2010-10-02,4.302,4.312,4.297,4.302,67400.0
2010-10-03,4.302,4.312,4.297,4.302,67400.0
2010-10-04,4.322,4.322,4.312,4.317,61400.0
2010-10-05,4.317,4.317,4.307,4.307,49600.0
2010-10-06,4.312,4.338,4.312,4.338,58300.0
2010-10-07,4.338,4.343,4.333,4.333,67000.0
2010-10-08,4.327,4.338,4.261,4.338,41400.0
2010-10-09,4.327,4.338,4.261,4.338,41400.0
2010-10-10,4.327,4.338,4.261,4.338,41400.0
2010-10-11,4.312,4.338,4.302,4.317,52700.0
2010-10-12,4.322,4.322,4.307,4.312,80400.0
2010-10-13,4.327,4.343,4.327,4.333,66700.0
2010-10-14,4.343,4.399,4.343,4.389,92100.0
2010-10-15,4.41,4.42,4.363,4.379,188600.0
2010-10-16,4.41,4.42,4.363,4.379,188600.0
2010-10-17,4.41,4.42,4.363,4.379,188600.0
2010-10-18,4.389,4.41,4.384,4.399,393300.0
2010-10-19,4.399,4.415,4.379,4.415,245700.0
2010-10-20,4.415,4.456,4.107,4.394,53000.0
2010-10-21,4.456,4.538,4.456,4.471,156600.0
2010-10-22,4.471,4.471,4.466,4.471,311500.0
2010-10-23,4.471,4.471,4.466,4.471,311500.0
2010-10-24,4.471,4.471,4.466,4.471,311500.0
2010-10-25,4.492,4.492,4.471,4.471,47300.0
2010-10-26,4.466,4.471,4.456,4.471,41500.0
2010-10-27,4.466,4.471,4.456,4.471,50700.0
2010-10-28,4.466,4.471,4.451,4.451,320100.0
2010-10-29,4.466,4.466,4.456,4.456,16900.0
2010-10-30,4.466,4.466,4.456,4.456,16900.0
2010-10-31,4.466,4.466,4.456,4.456,16900.0
2010-11-01,4.456,4.487,4.456,4.481,199500.0
2010-11-02,4.466,4.492,4.466,4.492,35100.0
2010-11-03,4.507,4.533,4.492,4.533,72300.0
2010-11-04,4.538,4.538,4.517,4.528,118000.0
2010-11-05,4.538,4.538,4.517,4.528,118000.0
2010-11-06,4.538,4.538,4.517,4.528,118000.0
2010-11-07,4.538,4.538,4.517,4.528,118000.0
2010-11-08,4.538,4.62,4.538,4.615,95800.0
2010-11-09,4.615,4.682,4.615,4.682,54800.0
2010-11-10,4.651,4.748,4.651,4.748,218000.0
2010-11-11,4.855,4.855,4.727,4.818,111100.0
2010-11-12,4.818,4.818,4.78,4.802,203900.0
2010-11-13,4.818,4.818,4.78,4.802,203900.0
2010-11-14,4.818,4.818,4.78,4.802,203900.0
2010-11-15,4.919,4.919,4.807,4.86,80000.0
2010-11-16,4.828,4.855,4.828,4.85,102000.0
2010-11-17,4.828,4.855,4.828,4.85,102000.0
2010-11-18,4.908,4.908,4.839,4.85,245400.0
2010-11-19,4.919,4.919,4.818,4.908,409200.0
2010-11-20,4.919,4.919,4.818,4.908,409200.0
2010-11-21,4.919,4.919,4.818,4.908,409200.0
2010-11-22,4.834,4.882,4.828,4.844,17200.0
2010-11-23,4.85,4.85,4.823,4.844,57000.0
2010-11-24,4.802,4.85,4.78,4.85,49600.0
2010-11-25,4.85,4.85,4.818,4.818,30100.0
2010-11-26,4.818,4.818,4.818,4.818,10500.0
2010-11-27,4.818,4.818,4.818,4.818,10500.0
2010-11-28,4.818,4.818,4.818,4.818,10500.0
2010-11-29,4.78,4.812,4.78,4.812,38400.0
2010-11-30,4.887,4.887,4.828,4.855,167800.0
2010-12-01,4.855,4.871,4.855,4.855,23800.0
2010-12-02,4.908,5.036,4.892,4.994,258100.0
2010-12-03,4.999,5.154,4.999,5.148,205800.0
2010-12-04,4.999,5.154,4.999,5.148,205800.0
2010-12-05,4.999,5.154,4.999,5.148,205800.0
2010-12-06,5.175,5.314,5.148,5.314,178400.0
2010-12-07,5.175,5.314,5.148,5.314,178400.0
2010-12-08,5.228,5.335,5.228,5.293,75600.0
2010-12-09,5.298,5.298,5.271,5.298,39400.0
2010-12-10,5.325,5.325,5.282,5.282,20900.0
2010-12-11,5.325,5.325,5.282,5.282,20900.0
2010-12-12,5.325,5.325,5.282,5.282,20900.0
2010-12-13,5.309,5.325,5.293,5.303,12200.0
2010-12-14,5.282,5.287,5.282,5.282,14600.0
2010-12-15,5.282,5.293,5.228,5.228,35200.0
2010-12-16,5.282,5.282,5.202,5.218,642200.0
2010-12-17,5.234,5.244,5.223,5.228,77000.0
2010-12-18,5.234,5.244,5.223,5.228,77000.0
2010-12-19,5.234,5.244,5.223,5.228,77000.0
2010-12-20,5.132,5.25,5.132,5.25,66700.0
2010-12-21,5.244,5.314,5.239,5.309,76800.0
2010-12-22,5.309,5.325,5.293,5.325,70500.0
2010-12-23,5.325,5.346,5.325,5.346,161100.0
2010-12-24,5.325,5.346,5.325,5.346,161100.0
2010-12-25,5.325,5.346,5.325,5.346,161100.0
2010-12-26,5.325,5.346,5.325,5.346,161100.0
2010-12-27,5.335,5.335,5.335,5.335,1100.0
2010-12-28,5.33,5.335,5.282,5.309,41800.0
2010-12-29,5.335,5.389,5.314,5.389,164200.0
2010-12-30,5.335,5.421,5.335,5.421,206900.0
2010-12-31,5.335,5.421,5.335,5.421,206900.0
2011-01-01,5.335,5.421,5.335,5.421,206900.0
2011-01-02,5.335,5.421,5.335,5.421,206900.0
2011-01-03,5.335,5.399,5.335,5.399,45300.0
2011-01-04,5.421,5.442,5.41,5.442,67700.0
2011-01-05,5.431,5.442,5.431,5.431,115100.0
2011-01-06,5.442,5.442,5.421,5.421,108300.0
2011-01-07,5.442,5.527,5.442,5.527,81000.0
2011-01-08,5.442,5.527,5.442,5.527,81000.0
2011-01-09,5.442,5.527,5.442,5.527,81000.0
2011-01-10,5.506,5.655,5.506,5.613,76500.0
2011-01-11,5.687,5.762,5.687,5.751,63900.0
2011-01-12,5.73,5.783,5.719,5.783,111600.0
2011-01-13,5.794,5.869,5.794,5.869,910700.0
2011-01-14,5.826,5.826,5.826,5.826,25000.0
2011-01-15,5.826,5.826,5.826,5.826,25000.0
2011-01-16,5.826,5.826,5.826,5.826,25000.0
2011-01-17,5.762,5.815,5.655,5.815,23600.0
2011-01-18,5.815,5.815,5.687,5.709,32500.0
2011-01-19,5.751,5.751,5.602,5.645,69600.0
2011-01-20,5.751,5.751,5.602,5.645,69600.0
2011-01-21,5.549,5.602,5.538,5.538,65000.0
2011-01-22,5.549,5.602,5.538,5.538,65000.0
2011-01-23,5.549,5.602,5.538,5.538,65000.0
2011-01-24,5.485,5.485,5.335,5.335,47300.0
2011-01-25,5.389,5.666,5.293,5.309,50500.0
2011-01-26,5.282,5.282,5.068,5.111,211300.0
2011-01-27,5.111,5.207,5.111,5.138,143600.0
2011-01-28,5.138,5.148,5.127,5.138,63600.0
2011-01-29,5.138,5.148,5.127,5.138,63600.0
2011-01-30,5.138,5.148,5.127,5.138,63600.0
2011-01-31,5.015,5.122,5.015,5.111,89300.0
2011-02-01,5.015,5.122,5.015,5.111,89300.0
2011-02-02,5.164,5.164,5.116,5.143,96100.0
2011-02-03,5.164,5.164,5.116,5.143,96100.0
2011-02-04,5.164,5.164,5.116,5.143,96100.0
2011-02-05,5.164,5.164,5.116,5.143,96100.0
2011-02-06,5.164,5.164,5.116,5.143,96100.0
2011-02-07,5.143,5.143,5.138,5.143,80400.0
2011-02-08,5.148,5.154,5.143,5.148,148800.0
2011-02-09,5.148,5.148,5.143,5.148,79500.0
2011-02-10,5.148,5.148,4.946,5.079,193400.0
2011-02-11,5.095,5.095,4.994,5.015,42800.0
2011-02-12,5.095,5.095,4.994,5.015,42800.0
2011-02-13,5.095,5.095,4.994,5.015,42800.0
2011-02-14,5.068,5.068,4.983,4.994,28700.0
2011-02-15,5.068,5.068,4.983,4.994,28700.0
2011-02-16,5.02,5.02,4.892,4.892,111600.0
2011-02-17,4.908,4.908,4.882,4.892,28700.0
2011-02-18,4.887,4.988,4.887,4.988,4900.0
2011-02-19,4.887,4.988,4.887,4.988,4900.0
2011-02-20,4.887,4.988,4.887,4.988,4900.0
2011-02-21,4.962,5.068,4.962,5.068,17100.0
2011-02-22,5.068,5.111,5.015,5.111,147900.0
2011-02-23,5.068,5.068,5.026,5.026,18400.0
2011-02-24,5.02,5.068,5.015,5.042,11800.0
2011-02-25,5.058,5.063,5.058,5.063,17200.0
2011-02-26,5.058,5.063,5.058,5.063,17200.0
2011-02-27,5.058,5.063,5.058,5.063,17200.0
2011-02-28,5.063,5.095,5.063,5.063,18400.0
2011-03-01,5.068,5.068,5.058,5.068,46000.0
2011-03-02,5.063,5.063,5.058,5.058,135900.0
2011-03-03,5.068,5.068,5.058,5.058,1200.0
2011-03-04,5.068,5.068,5.036,5.047,688200.0
2011-03-05,5.068,5.068,5.036,5.047,688200.0
2011-03-06,5.068,5.068,5.036,5.047,688200.0
2011-03-07,5.122,5.122,5.068,5.068,42900.0
2011-03-08,5.068,5.148,5.047,5.143,26900.0
2011-03-09,5.25,5.25,5.207,5.228,59100.0
2011-03-10,5.202,5.239,5.202,5.239,2500.0
2011-03-11,5.223,5.25,5.223,5.25,15500.0
2011-03-12,5.223,5.25,5.223,5.25,15500.0
2011-03-13,5.223,5.25,5.223,5.25,15500.0
2011-03-14,5.207,5.212,5.175,5.175,55200.0
2011-03-15,5.175,5.175,5.09,5.106,77700.0
2011-03-16,5.175,5.223,5.116,5.223,38900.0
2011-03-17,5.228,5.228,5.079,5.127,183000.0
2011-03-18,5.122,5.122,5.068,5.068,109400.0
2011-03-19,5.122,5.122,5.068,5.068,109400.0
2011-03-20,5.122,5.122,5.068,5.068,109400.0
2011-03-21,5.074,5.122,5.074,5.095,41800.0
2011-03-22,5.095,5.095,5.079,5.079,33600.0
2011-03-23,5.074,5.074,5.058,5.063,48800.0
2011-03-24,5.116,5.148,5.1,5.116,595500.0
2011-03-25,5.116,5.164,5.116,5.148,7500.0
2011-03-26,5.116,5.164,5.116,5.148,7500.0
2011-03-27,5.116,5.164,5.116,5.148,7500.0
2011-03-28,5.106,5.223,5.106,5.154,7600.0
2011-03-29,5.229,5.229,5.165,5.165,21200.0
2011-03-30,5.148,5.165,5.148,5.165,11300.0
2011-03-31,5.165,5.186,5.154,5.186,84200.0
2011-04-01,5.218,5.229,5.181,5.202,110100.0
2011-04-02,5.218,5.229,5.181,5.202,110100.0
2011-04-03,5.218,5.229,5.181,5.202,110100.0
2011-04-04,5.283,5.299,5.278,5.283,67400.0
2011-04-05,5.332,5.337,5.283,5.294,24600.0
2011-04-06,5.337,5.38,5.326,5.38,64100.0
2011-04-07,5.391,5.391,5.38,5.391,36000.0
2011-04-08,5.423,5.434,5.38,5.391,16700.0
2011-04-09,5.423,5.434,5.38,5.391,16700.0
2011-04-10,5.423,5.434,5.38,5.391,16700.0
2011-04-11,5.369,5.369,5.364,5.364,31500.0
2011-04-12,5.391,5.391,5.38,5.391,22000.0
2011-04-13,5.445,5.445,5.364,5.391,19700.0
2011-04-14,5.391,5.391,5.386,5.386,36000.0
2011-04-15,5.413,5.413,5.391,5.391,27600.0
2011-04-16,5.413,5.413,5.391,5.391,27600.0
2011-04-17,5.413,5.413,5.391,5.391,27600.0
2011-04-18,5.499,5.499,5.391,5.402,152900.0
2011-04-19,5.391,5.391,5.364,5.391,4500.0
2011-04-20,5.364,5.391,5.364,5.391,1000.0
2011-04-21,5.391,5.391,5.359,5.359,93000.0
2011-04-22,5.375,5.375,5.375,5.375,3000.0
2011-04-23,5.375,5.375,5.375,5.375,3000.0
2011-04-24,5.375,5.375,5.375,5.375,3000.0
2011-04-25,5.364,5.364,5.353,5.353,59000.0
2011-04-26,5.359,5.391,5.353,5.391,7300.0
2011-04-27,5.391,5.391,5.386,5.391,32400.0
2011-04-28,5.445,5.445,5.402,5.413,23500.0
2011-04-29,5.413,5.477,5.413,5.445,55700.0
2011-04-30,5.413,5.477,5.413,5.445,55700.0
2011-05-01,5.413,5.477,5.413,5.445,55700.0
2011-05-02,5.413,5.477,5.413,5.445,55700.0
2011-05-03,5.553,5.585,5.499,5.542,82200.0
2011-05-04,5.542,5.542,5.531,5.531,7200.0
2011-05-05,5.531,5.542,5.52,5.52,26400.0
2011-05-06,5.466,5.499,5.466,5.499,15300.0
2011-05-07,5.466,5.499,5.466,5.499,15300.0
2011-05-08,5.466,5.499,5.466,5.499,15300.0
2011-05-09,5.445,5.488,5.445,5.477,38700.0
