,HEIM MK Equity,HEIM MK Equity,HEIM MK Equity,HEIM MK Equity,HEIM MK Equity
2017-09-11,14.988,15.019,14.988,14.988,151500.0
2017-09-12,14.988,15.003,14.988,14.988,99200.0
2017-09-13,14.988,15.035,14.972,15.035,50900.0
2017-09-14,14.972,14.972,14.831,14.894,22600.0
2017-09-15,14.894,14.972,14.894,14.972,13500.0
2017-09-16,14.894,14.972,14.894,14.972,13500.0
2017-09-17,14.894,14.972,14.894,14.972,13500.0
2017-09-18,14.957,14.957,14.815,14.831,38000.0
2017-09-19,14.8,14.847,14.752,14.752,135900.0
2017-09-20,14.752,14.768,14.752,14.752,32900.0
2017-09-21,14.752,14.8,14.752,14.752,230700.0
2017-09-22,14.752,14.8,14.752,14.752,230700.0
2017-09-23,14.752,14.8,14.752,14.752,230700.0
2017-09-24,14.752,14.8,14.752,14.752,230700.0
2017-09-25,14.752,14.752,14.36,14.36,54400.0
2017-09-26,14.564,14.564,14.376,14.486,8200.0
2017-09-27,14.423,14.752,14.36,14.705,21400.0
2017-09-28,14.705,14.705,14.423,14.439,49900.0
2017-09-29,14.439,14.611,14.423,14.596,34100.0
2017-09-30,14.439,14.611,14.423,14.596,34100.0
2017-10-01,14.439,14.611,14.423,14.596,34100.0
2017-10-02,14.737,14.752,14.486,14.658,159800.0
2017-10-03,14.705,14.705,14.643,14.658,26500.0
2017-10-04,14.705,14.705,14.58,14.58,60300.0
2017-10-05,14.611,14.611,14.58,14.596,43500.0
2017-10-06,14.627,14.627,14.517,14.548,31100.0
2017-10-07,14.627,14.627,14.517,14.548,31100.0
2017-10-08,14.627,14.627,14.517,14.548,31100.0
2017-10-09,14.517,14.517,14.454,14.501,6600.0
2017-10-10,14.47,14.501,14.454,14.486,29900.0
2017-10-11,14.486,14.517,14.486,14.501,257200.0
2017-10-12,14.501,14.674,14.47,14.517,254200.0
2017-10-13,14.517,14.658,14.501,14.658,105000.0
2017-10-14,14.517,14.658,14.501,14.658,105000.0
2017-10-15,14.517,14.658,14.501,14.658,105000.0
2017-10-16,14.658,14.658,14.596,14.658,50500.0
2017-10-17,14.658,14.674,14.643,14.658,60000.0
2017-10-18,14.658,14.674,14.643,14.658,60000.0
2017-10-19,14.658,14.69,14.596,14.658,124900.0
2017-10-20,14.674,15.302,14.658,14.909,606600.0
2017-10-21,14.674,15.302,14.658,14.909,606600.0
2017-10-22,14.674,15.302,14.658,14.909,606600.0
2017-10-23,14.909,14.909,14.721,14.721,7800.0
2017-10-24,14.878,14.878,14.721,14.752,172400.0
2017-10-25,14.831,14.909,14.737,14.768,46600.0
2017-10-26,14.752,14.815,14.752,14.815,203800.0
2017-10-27,14.752,14.8,14.752,14.8,16700.0
2017-10-28,14.752,14.8,14.752,14.8,16700.0
2017-10-29,14.752,14.8,14.752,14.8,16700.0
2017-10-30,14.909,15.145,14.815,14.815,167100.0
2017-10-31,14.894,14.894,14.831,14.894,159700.0
2017-11-01,14.894,14.909,14.831,14.894,25400.0
2017-11-02,14.894,14.988,14.894,14.909,268300.0
2017-11-03,14.752,14.752,14.737,14.737,600.0
2017-11-04,14.752,14.752,14.737,14.737,600.0
2017-11-05,14.752,14.752,14.737,14.737,600.0
2017-11-06,14.517,14.831,14.501,14.737,140700.0
2017-11-07,14.627,14.674,14.533,14.627,606900.0
2017-11-08,14.721,14.847,14.517,14.847,67700.0
2017-11-09,14.768,14.768,14.596,14.596,3100.0
2017-11-10,14.674,14.752,14.533,14.596,207600.0
2017-11-11,14.674,14.752,14.533,14.596,207600.0
2017-11-12,14.674,14.752,14.533,14.596,207600.0
2017-11-13,14.596,14.596,14.439,14.439,40000.0
2017-11-14,14.439,14.486,14.376,14.376,29600.0
2017-11-15,14.376,14.376,14.266,14.266,30000.0
2017-11-16,14.297,14.297,14.046,14.203,62900.0
2017-11-17,14.093,14.297,14.093,14.297,16500.0
2017-11-18,14.093,14.297,14.093,14.297,16500.0
2017-11-19,14.093,14.297,14.093,14.297,16500.0
2017-11-20,14.203,14.203,14.093,14.125,8300.0
2017-11-21,14.109,14.109,13.575,13.591,406900.0
2017-11-22,13.732,14.015,13.575,13.968,695500.0
2017-11-23,13.952,14.031,13.921,13.983,217900.0
2017-11-24,13.999,13.999,13.921,13.921,66000.0
2017-11-25,13.999,13.999,13.921,13.921,66000.0
2017-11-26,13.999,13.999,13.921,13.921,66000.0
2017-11-27,13.921,13.968,13.623,13.732,398200.0
2017-11-28,13.827,13.827,13.654,13.654,18500.0
2017-11-29,13.732,13.795,13.654,13.795,50000.0
2017-11-30,13.889,13.889,13.795,13.811,53700.0
2017-12-01,13.889,13.889,13.795,13.811,53700.0
2017-12-02,13.889,13.889,13.795,13.811,53700.0
2017-12-03,13.889,13.889,13.795,13.811,53700.0
2017-12-04,13.811,13.842,13.764,13.811,103700.0
2017-12-05,13.811,13.889,13.811,13.842,36400.0
2017-12-06,13.968,14.392,13.968,14.203,78800.0
2017-12-07,14.282,14.58,14.282,14.517,324500.0
2017-12-08,14.596,14.611,14.517,14.548,31900.0
2017-12-09,14.596,14.611,14.517,14.548,31900.0
2017-12-10,14.596,14.611,14.517,14.548,31900.0
2017-12-11,14.643,14.643,14.282,14.344,7900.0
2017-12-12,14.329,14.643,14.329,14.596,39000.0
2017-12-13,14.564,14.674,14.564,14.627,73600.0
2017-12-14,14.627,14.658,14.596,14.643,20100.0
2017-12-15,14.439,14.58,14.439,14.486,92600.0
2017-12-16,14.439,14.58,14.439,14.486,92600.0
2017-12-17,14.439,14.58,14.439,14.486,92600.0
2017-12-18,14.486,14.501,14.439,14.501,68200.0
2017-12-19,14.533,14.58,14.501,14.58,40300.0
2017-12-20,14.454,14.674,14.454,14.674,169400.0
2017-12-21,14.596,14.847,14.596,14.847,50900.0
2017-12-22,14.674,14.721,14.674,14.705,3700.0
2017-12-23,14.674,14.721,14.674,14.705,3700.0
2017-12-24,14.674,14.721,14.674,14.705,3700.0
2017-12-25,14.674,14.721,14.674,14.705,3700.0
2017-12-26,14.784,14.784,14.69,14.69,300.0
2017-12-27,14.737,14.847,14.721,14.768,66100.0
2017-12-28,14.768,14.862,14.768,14.847,49600.0
2017-12-29,14.784,14.847,14.784,14.831,40200.0
2017-12-30,14.784,14.847,14.784,14.831,40200.0
2017-12-31,14.784,14.847,14.784,14.831,40200.0
2018-01-01,14.784,14.847,14.784,14.831,40200.0
2018-01-02,14.831,14.941,14.831,14.941,43300.0
2018-01-03,14.941,15.066,14.909,15.066,273900.0
2018-01-04,15.051,15.051,14.909,14.909,105900.0
2018-01-05,14.972,14.972,14.878,14.909,67600.0
2018-01-06,14.972,14.972,14.878,14.909,67600.0
2018-01-07,14.972,14.972,14.878,14.909,67600.0
2018-01-08,14.909,15.004,14.909,14.972,20700.0
2018-01-09,14.988,15.066,14.988,15.051,9300.0
2018-01-10,15.066,15.066,15.004,15.019,9300.0
2018-01-11,15.051,15.066,15.019,15.066,34900.0
2018-01-12,15.066,15.145,15.019,15.035,265400.0
2018-01-13,15.066,15.145,15.019,15.035,265400.0
2018-01-14,15.066,15.145,15.019,15.035,265400.0
2018-01-15,14.909,15.113,14.909,15.066,39200.0
2018-01-16,15.066,15.066,14.988,15.019,103100.0
2018-01-17,15.019,15.066,15.019,15.035,138400.0
2018-01-18,15.035,15.051,15.004,15.035,173900.0
2018-01-19,15.035,15.035,15.019,15.035,201600.0
2018-01-20,15.035,15.035,15.019,15.035,201600.0
2018-01-21,15.035,15.035,15.019,15.035,201600.0
2018-01-22,15.035,15.035,14.768,14.768,22000.0
2018-01-23,14.768,15.035,14.752,15.004,15100.0
2018-01-24,15.004,15.051,14.988,15.004,11100.0
2018-01-25,15.035,15.035,14.988,14.988,77600.0
2018-01-26,14.988,15.004,14.972,14.988,82900.0
2018-01-27,14.988,15.004,14.972,14.988,82900.0
2018-01-28,14.988,15.004,14.972,14.988,82900.0
2018-01-29,14.941,15.004,14.941,14.972,175800.0
2018-01-30,14.957,15.066,14.925,14.988,32500.0
2018-01-31,14.957,15.066,14.925,14.988,32500.0
2018-02-01,14.957,15.066,14.925,14.988,32500.0
2018-02-02,14.988,15.098,14.925,15.004,51200.0
2018-02-03,14.988,15.098,14.925,15.004,51200.0
2018-02-04,14.988,15.098,14.925,15.004,51200.0
2018-02-05,14.988,15.412,14.988,15.38,82800.0
2018-02-06,15.38,15.49,15.098,15.474,151800.0
2018-02-07,15.474,15.616,15.474,15.584,63200.0
2018-02-08,15.616,15.788,15.616,15.726,83800.0
2018-02-09,15.38,15.726,15.38,15.678,58800.0
2018-02-10,15.38,15.726,15.38,15.678,58800.0
2018-02-11,15.38,15.726,15.38,15.678,58800.0
2018-02-12,15.616,15.93,15.616,15.726,39500.0
2018-02-13,15.694,15.992,15.694,15.977,59700.0
2018-02-14,15.93,16.024,15.93,16.024,59500.0
2018-02-15,16.008,16.086,15.977,16.039,28200.0
2018-02-16,16.008,16.086,15.977,16.039,28200.0
2018-02-17,16.008,16.086,15.977,16.039,28200.0
2018-02-18,16.008,16.086,15.977,16.039,28200.0
2018-02-19,16.039,16.118,15.882,15.93,77900.0
2018-02-20,16.008,16.008,15.93,16.008,24900.0
2018-02-21,16.008,16.086,15.93,16.086,104400.0
2018-02-22,16.071,16.322,16.071,16.322,128000.0
2018-02-23,16.243,16.887,16.243,16.636,195500.0
2018-02-24,16.243,16.887,16.243,16.636,195500.0
2018-02-25,16.243,16.887,16.243,16.636,195500.0
2018-02-26,16.636,16.636,16.479,16.495,65000.0
2018-02-27,16.479,16.557,16.416,16.557,102200.0
2018-02-28,16.557,16.557,16.447,16.557,16700.0
2018-03-01,16.557,16.636,16.385,16.636,63300.0
2018-03-02,16.636,16.871,16.479,16.636,65800.0
2018-03-03,16.636,16.871,16.479,16.636,65800.0
2018-03-04,16.636,16.871,16.479,16.636,65800.0
2018-03-05,16.62,16.871,16.51,16.651,58200.0
2018-03-06,16.479,17.107,16.479,17.06,116900.0
2018-03-07,17.091,17.264,16.95,17.185,155000.0
2018-03-08,17.264,17.264,17.028,17.185,73200.0
2018-03-09,17.185,17.201,17.169,17.185,92800.0
2018-03-10,17.185,17.201,17.169,17.185,92800.0
2018-03-11,17.185,17.201,17.169,17.185,92800.0
2018-03-12,17.264,17.452,17.248,17.436,57600.0
2018-03-13,17.405,18.048,17.264,18.033,63400.0
2018-03-14,18.064,18.08,17.468,17.844,146500.0
2018-03-15,17.734,17.734,17.107,17.248,199600.0
2018-03-16,17.264,17.264,16.51,16.793,165300.0
2018-03-17,17.264,17.264,16.51,16.793,165300.0
2018-03-18,17.264,17.264,16.51,16.793,165300.0
2018-03-19,16.699,16.699,16.243,16.259,90100.0
2018-03-20,16.338,16.338,16.149,16.149,88900.0
2018-03-21,16.165,16.322,16.071,16.165,66000.0
2018-03-22,16.228,16.275,16.165,16.243,172400.0
2018-03-23,16.259,16.793,16.228,16.73,141800.0
2018-03-24,16.259,16.793,16.228,16.73,141800.0
2018-03-25,16.259,16.793,16.228,16.73,141800.0
2018-03-26,16.73,16.746,16.353,16.385,23300.0
2018-03-27,16.4,16.4,16.181,16.353,216700.0
2018-03-28,16.353,16.479,15.851,15.851,181100.0
2018-03-29,16.557,16.557,16.212,16.479,79700.0
2018-03-30,16.322,16.4,16.322,16.322,7000.0
2018-03-31,16.322,16.4,16.322,16.322,7000.0
2018-04-01,16.322,16.4,16.322,16.322,7000.0
2018-04-02,16.306,16.557,16.196,16.385,30400.0
2018-04-03,16.306,16.557,16.196,16.385,30400.0
2018-04-04,16.463,16.463,15.694,15.773,25700.0
2018-04-05,16.165,16.322,15.741,16.165,37700.0
2018-04-06,16.275,16.275,15.851,16.165,134800.0
2018-04-07,16.275,16.275,15.851,16.165,134800.0
2018-04-08,16.275,16.275,15.851,16.165,134800.0
2018-04-09,16.243,16.557,16.212,16.322,69600.0
2018-04-10,16.479,16.479,16.322,16.322,75500.0
2018-04-11,16.322,16.432,16.086,16.306,49600.0
2018-04-12,16.447,16.573,16.243,16.416,196000.0
2018-04-13,16.432,16.447,16.338,16.353,50600.0
2018-04-14,16.432,16.447,16.338,16.353,50600.0
2018-04-15,16.432,16.447,16.338,16.353,50600.0
2018-04-16,16.432,16.432,16.369,16.4,26700.0
2018-04-17,16.4,16.95,16.322,16.322,78900.0
2018-04-18,16.165,16.636,16.165,16.479,99400.0
2018-04-19,16.824,16.934,16.463,16.934,94800.0
2018-04-20,16.855,16.855,16.4,16.4,21300.0
2018-04-21,16.855,16.855,16.4,16.4,21300.0
2018-04-22,16.855,16.855,16.4,16.4,21300.0
2018-04-23,16.338,16.479,16.243,16.338,35100.0
2018-04-24,16.196,16.291,16.165,16.165,135200.0
2018-04-25,16.165,16.228,15.992,16.181,129800.0
2018-04-26,16.086,16.165,16.008,16.039,26800.0
2018-04-27,16.165,16.181,16.071,16.071,251900.0
2018-04-28,16.165,16.181,16.071,16.071,251900.0
2018-04-29,16.165,16.181,16.071,16.071,251900.0
2018-04-30,15.977,16.071,15.977,16.071,7800.0
2018-05-01,15.977,16.071,15.977,16.071,7800.0
2018-05-02,16.086,16.385,16.071,16.369,219800.0
2018-05-03,16.259,16.322,16.243,16.259,1900.0
2018-05-04,16.259,16.322,16.102,16.243,40500.0
2018-05-05,16.259,16.322,16.102,16.243,40500.0
2018-05-06,16.259,16.322,16.102,16.243,40500.0
2018-05-07,16.243,16.243,16.039,16.055,92100.0
2018-05-08,16.055,16.055,15.694,15.835,81000.0
2018-05-09,16.055,16.055,15.694,15.835,81000.0
2018-05-10,16.055,16.055,15.694,15.835,81000.0
2018-05-11,16.055,16.055,15.694,15.835,81000.0
2018-05-12,16.055,16.055,15.694,15.835,81000.0
2018-05-13,16.055,16.055,15.694,15.835,81000.0
2018-05-14,15.867,17.719,15.867,17.656,223800.0
2018-05-15,17.342,18.189,17.342,17.64,244500.0
2018-05-16,17.576,18.459,17.319,18.443,75200.0
2018-05-17,18.058,18.443,18.058,18.154,108500.0
2018-05-18,18.282,18.828,18.154,18.619,225900.0
2018-05-19,18.282,18.828,18.154,18.619,225900.0
2018-05-20,18.282,18.828,18.154,18.619,225900.0
2018-05-21,18.651,18.78,18.459,18.539,23600.0
2018-05-22,18.764,18.764,18.074,18.619,32200.0
2018-05-23,18.651,18.651,18.09,18.571,153200.0
2018-05-24,18.651,18.876,18.09,18.651,95100.0
2018-05-25,18.86,18.86,18.603,18.651,62200.0
2018-05-26,18.86,18.86,18.603,18.651,62200.0
2018-05-27,18.86,18.86,18.603,18.651,62200.0
2018-05-28,18.539,18.539,18.154,18.443,5200.0
2018-05-29,18.539,18.539,18.154,18.443,5200.0
2018-05-30,18.764,18.764,18.154,18.33,93100.0
2018-05-31,18.234,18.298,18.138,18.298,86500.0
2018-06-01,18.33,18.812,18.33,18.716,18900.0
2018-06-02,18.33,18.812,18.33,18.716,18900.0
2018-06-03,18.33,18.812,18.33,18.716,18900.0
2018-06-04,18.716,18.78,18.7,18.732,6300.0
2018-06-05,18.539,19.277,18.539,19.261,266800.0
2018-06-06,18.7,19.245,18.7,19.085,19300.0
2018-06-07,19.197,19.261,18.86,19.101,276000.0
2018-06-08,19.181,19.181,18.539,18.539,31200.0
2018-06-09,19.181,19.181,18.539,18.539,31200.0
2018-06-10,19.181,19.181,18.539,18.539,31200.0
2018-06-11,18.555,18.555,18.025,18.074,50200.0
2018-06-12,18.074,18.074,17.704,17.785,115900.0
2018-06-13,17.785,17.785,17.576,17.656,60600.0
2018-06-14,17.656,17.656,17.56,17.656,42500.0
2018-06-15,17.656,17.656,17.56,17.656,42500.0
2018-06-16,17.656,17.656,17.56,17.656,42500.0
2018-06-17,17.656,17.656,17.56,17.656,42500.0
2018-06-18,17.656,17.656,17.255,17.271,160200.0
2018-06-19,17.56,17.656,17.271,17.64,52800.0
2018-06-20,17.319,17.656,17.319,17.656,141500.0
2018-06-21,17.496,17.592,17.287,17.335,107800.0
2018-06-22,17.496,17.496,17.255,17.48,49200.0
2018-06-23,17.496,17.496,17.255,17.48,49200.0
2018-06-24,17.496,17.496,17.255,17.48,49200.0
2018-06-25,17.48,17.48,17.175,17.175,99900.0
2018-06-26,17.175,17.191,16.966,17.127,104700.0
2018-06-27,17.159,17.897,17.143,17.319,155900.0
2018-06-28,17.335,17.415,17.143,17.351,168400.0
2018-06-29,17.528,17.576,17.48,17.56,91700.0
2018-06-30,17.528,17.576,17.48,17.56,91700.0
2018-07-01,17.528,17.576,17.48,17.56,91700.0
2018-07-02,17.656,17.656,17.512,17.592,94200.0
2018-07-03,17.624,17.897,17.624,17.753,218200.0
2018-07-04,17.512,18.298,17.512,18.234,11600.0
2018-07-05,18.234,18.234,17.753,17.993,33000.0
2018-07-06,17.993,18.218,17.977,18.058,117400.0
2018-07-07,17.993,18.218,17.977,18.058,117400.0
2018-07-08,17.993,18.218,17.977,18.058,117400.0
2018-07-09,17.977,18.122,17.897,18.09,891300.0
2018-07-10,18.09,18.459,18.09,18.443,573700.0
2018-07-11,18.363,18.86,18.363,18.475,72100.0
2018-07-12,18.218,18.587,18.218,18.411,89100.0
2018-07-13,18.764,18.812,18.523,18.684,103800.0
2018-07-14,18.764,18.812,18.523,18.684,103800.0
2018-07-15,18.764,18.812,18.523,18.684,103800.0
2018-07-16,18.684,18.684,18.314,18.539,33200.0
2018-07-17,18.443,19.021,18.443,18.86,131700.0
2018-07-18,18.924,18.924,18.603,18.732,81100.0
2018-07-19,18.732,18.924,18.7,18.844,79500.0
2018-07-20,18.812,18.828,18.33,18.33,25100.0
2018-07-21,18.812,18.828,18.33,18.33,25100.0
2018-07-22,18.812,18.828,18.33,18.33,25100.0
2018-07-23,18.78,18.78,18.33,18.587,69100.0
2018-07-24,18.78,18.78,18.058,18.218,77600.0
2018-07-25,18.459,18.619,18.218,18.443,64600.0
2018-07-26,18.459,18.459,18.314,18.443,50100.0
2018-07-27,18.459,18.619,18.25,18.459,81200.0
2018-07-28,18.459,18.619,18.25,18.459,81200.0
2018-07-29,18.459,18.619,18.25,18.459,81200.0
2018-07-30,18.78,18.78,18.074,18.282,23900.0
2018-07-31,18.346,18.346,18.17,18.186,84300.0
2018-08-01,18.186,18.202,18.122,18.138,30600.0
2018-08-02,18.09,18.122,17.881,17.945,53800.0
2018-08-03,17.977,18.041,17.929,17.945,164100.0
2018-08-04,17.977,18.041,17.929,17.945,164100.0
2018-08-05,17.977,18.041,17.929,17.945,164100.0
2018-08-06,18.138,18.523,17.913,18.411,63800.0
2018-08-07,18.395,18.523,18.395,18.411,250600.0
2018-08-08,18.684,18.684,18.411,18.491,32500.0
2018-08-09,18.507,18.684,18.459,18.475,97200.0
2018-08-10,18.475,18.539,18.33,18.379,26100.0
2018-08-11,18.475,18.539,18.33,18.379,26100.0
2018-08-12,18.475,18.539,18.33,18.379,26100.0
2018-08-13,18.298,18.443,18.106,18.138,15800.0
2018-08-14,17.977,18.282,17.929,18.058,74200.0
2018-08-15,18.058,18.058,17.977,18.009,90400.0
2018-08-16,17.913,17.993,17.688,17.753,53800.0
2018-08-17,17.801,17.881,17.688,17.881,21500.0
2018-08-18,17.801,17.881,17.688,17.881,21500.0
2018-08-19,17.801,17.881,17.688,17.881,21500.0
2018-08-20,17.881,18.058,17.881,17.897,24500.0
2018-08-21,17.753,17.993,17.753,17.929,29200.0
2018-08-22,17.753,17.993,17.753,17.929,29200.0
2018-08-23,17.945,18.138,17.945,18.106,133400.0
2018-08-24,18.122,18.17,17.929,17.929,102700.0
2018-08-25,18.122,18.17,17.929,17.929,102700.0
2018-08-26,18.122,18.17,17.929,17.929,102700.0
2018-08-27,17.929,18.234,17.913,18.122,35200.0
2018-08-28,17.977,17.977,17.72,17.72,103100.0
2018-08-29,17.769,17.897,17.72,17.785,68000.0
2018-08-30,17.737,17.817,17.56,17.56,252000.0
2018-08-31,17.737,17.817,17.56,17.56,252000.0
2018-09-01,17.737,17.817,17.56,17.56,252000.0
2018-09-02,17.737,17.817,17.56,17.56,252000.0
2018-09-03,17.512,17.576,17.335,17.335,62400.0
2018-09-04,17.271,17.287,17.094,17.143,56100.0
2018-09-05,17.175,17.303,17.078,17.078,52500.0
2018-09-06,17.078,17.143,16.854,16.87,95700.0
2018-09-07,16.886,16.934,16.854,16.854,46200.0
2018-09-08,16.886,16.934,16.854,16.854,46200.0
2018-09-09,16.886,16.934,16.854,16.854,46200.0
2018-09-10,16.886,16.934,16.854,16.854,46200.0
2018-09-11,16.886,16.934,16.854,16.854,46200.0
2018-09-12,16.789,16.789,16.533,16.613,341900.0
2018-09-13,16.565,16.581,16.292,16.292,46600.0
2018-09-14,16.308,16.501,16.308,16.308,111400.0
2018-09-15,16.308,16.501,16.308,16.308,111400.0
2018-09-16,16.308,16.501,16.308,16.308,111400.0
2018-09-17,16.308,16.501,16.308,16.308,111400.0
2018-09-18,16.34,16.452,16.115,16.115,319600.0
2018-09-19,16.436,16.436,16.196,16.292,68700.0
2018-09-20,16.501,16.533,16.244,16.388,77300.0
2018-09-21,16.42,16.436,16.228,16.276,142400.0
2018-09-22,16.42,16.436,16.228,16.276,142400.0
2018-09-23,16.42,16.436,16.228,16.276,142400.0
2018-09-24,16.276,16.501,16.276,16.372,17900.0
2018-09-25,16.404,16.549,16.324,16.34,65000.0
2018-09-26,16.373,16.389,16.291,16.373,75700.0
2018-09-27,16.356,16.618,16.34,16.455,63400.0
2018-09-28,16.455,16.52,16.422,16.471,67900.0
2018-09-29,16.455,16.52,16.422,16.471,67900.0
2018-09-30,16.455,16.52,16.422,16.471,67900.0
2018-10-01,16.438,16.782,16.406,16.635,76600.0
2018-10-02,16.749,16.913,16.733,16.913,64500.0
2018-10-03,16.864,16.913,16.7,16.782,526600.0
2018-10-04,16.782,16.782,16.7,16.766,46300.0
2018-10-05,16.7,16.749,16.635,16.749,88300.0
2018-10-06,16.7,16.749,16.635,16.749,88300.0
2018-10-07,16.7,16.749,16.635,16.749,88300.0
2018-10-08,16.733,16.749,16.7,16.749,369900.0
2018-10-09,16.749,16.749,16.618,16.717,145800.0
2018-10-10,16.7,16.7,16.209,16.291,183800.0
2018-10-11,16.111,16.111,15.472,15.521,207400.0
2018-10-12,15.603,15.882,15.554,15.571,80900.0
2018-10-13,15.603,15.882,15.554,15.571,80900.0
2018-10-14,15.603,15.882,15.554,15.571,80900.0
2018-10-15,15.571,15.571,15.079,15.128,394300.0
2018-10-16,15.128,15.128,14.408,14.424,521900.0
2018-10-17,14.424,14.736,14.277,14.539,741400.0
2018-10-18,14.539,15.128,14.539,14.899,292300.0
2018-10-19,14.965,15.194,14.457,14.457,705700.0
2018-10-20,14.965,15.194,14.457,14.457,705700.0
2018-10-21,14.965,15.194,14.457,14.457,705700.0
2018-10-22,14.637,14.67,14.261,14.392,373900.0
2018-10-23,14.523,14.736,14.474,14.572,159400.0
2018-10-24,14.67,14.932,14.654,14.899,38900.0
2018-10-25,14.736,14.736,14.49,14.637,63400.0
2018-10-26,14.719,14.817,14.523,14.654,33800.0
2018-10-27,14.719,14.817,14.523,14.654,33800.0
2018-10-28,14.719,14.817,14.523,14.654,33800.0
2018-10-29,14.654,14.736,14.572,14.654,22500.0
2018-10-30,14.654,14.817,14.621,14.736,135000.0
2018-10-31,14.654,14.801,14.654,14.736,43200.0
2018-11-01,14.817,15.03,14.817,14.948,54600.0
2018-11-02,14.965,15.702,14.965,15.636,153500.0
2018-11-03,14.965,15.702,14.965,15.636,153500.0
2018-11-04,14.965,15.702,14.965,15.636,153500.0
2018-11-05,15.882,16.34,15.882,16.225,133000.0
2018-11-06,15.882,16.34,15.882,16.225,133000.0
2018-11-07,16.225,16.537,16.225,16.537,81100.0
2018-11-08,16.553,16.553,16.209,16.52,106100.0
2018-11-09,16.209,16.275,16.094,16.225,88100.0
2018-11-10,16.209,16.275,16.094,16.225,88100.0
2018-11-11,16.209,16.275,16.094,16.225,88100.0
2018-11-12,16.258,16.291,15.652,16.176,69600.0
2018-11-13,15.718,15.963,15.718,15.882,292700.0
2018-11-14,15.865,15.882,15.702,15.865,66100.0
2018-11-15,15.865,15.882,15.8,15.849,157900.0
2018-11-16,15.963,16.013,15.931,15.963,242200.0
2018-11-17,15.963,16.013,15.931,15.963,242200.0
2018-11-18,15.963,16.013,15.931,15.963,242200.0
2018-11-19,15.98,15.98,15.832,15.849,8100.0
2018-11-20,15.98,15.98,15.832,15.849,8100.0
2018-11-21,15.783,15.865,15.554,15.652,23400.0
2018-11-22,15.652,15.8,15.652,15.734,377100.0
2018-11-23,15.734,15.865,15.734,15.767,13500.0
2018-11-24,15.734,15.865,15.734,15.767,13500.0
2018-11-25,15.734,15.865,15.734,15.767,13500.0
2018-11-26,15.849,15.947,15.767,15.8,82700.0
2018-11-27,15.8,15.8,15.636,15.718,123700.0
2018-11-28,15.718,15.783,15.685,15.734,16900.0
2018-11-29,15.783,16.176,15.734,16.094,150100.0
2018-11-30,16.193,16.373,16.062,16.34,38800.0
2018-12-01,16.193,16.373,16.062,16.34,38800.0
2018-12-02,16.193,16.373,16.062,16.34,38800.0
2018-12-03,16.373,16.455,16.291,16.455,23900.0
2018-12-04,16.537,16.537,16.373,16.537,73400.0
2018-12-05,16.373,16.471,16.291,16.291,6600.0
2018-12-06,16.373,16.389,16.275,16.356,19300.0
2018-12-07,16.455,16.455,16.16,16.291,49800.0
2018-12-08,16.455,16.455,16.16,16.291,49800.0
2018-12-09,16.455,16.455,16.16,16.291,49800.0
2018-12-10,16.307,16.537,16.258,16.537,49100.0
2018-12-11,16.209,16.406,16.209,16.225,31500.0
2018-12-12,16.291,16.7,16.209,16.651,51900.0
2018-12-13,16.618,16.766,16.618,16.766,117700.0
2018-12-14,16.749,16.749,16.537,16.668,40100.0
2018-12-15,16.749,16.749,16.537,16.668,40100.0
2018-12-16,16.749,16.749,16.537,16.668,40100.0
2018-12-17,16.602,16.782,16.307,16.782,55800.0
2018-12-18,16.537,16.733,16.455,16.487,97200.0
2018-12-19,16.717,16.717,16.618,16.618,32600.0
2018-12-20,16.537,16.668,16.225,16.586,33700.0
2018-12-21,16.373,16.684,16.373,16.602,53100.0
2018-12-22,16.373,16.684,16.373,16.602,53100.0
2018-12-23,16.373,16.684,16.373,16.602,53100.0
2018-12-24,16.209,16.684,15.947,16.275,9400.0
2018-12-25,16.209,16.684,15.947,16.275,9400.0
2018-12-26,16.275,16.668,16.209,16.668,38600.0
2018-12-27,16.618,16.684,16.618,16.668,15000.0
2018-12-28,16.7,16.766,16.586,16.733,92600.0
2018-12-29,16.7,16.766,16.586,16.733,92600.0
2018-12-30,16.7,16.766,16.586,16.733,92600.0
2018-12-31,16.733,16.766,16.7,16.749,100800.0
2019-01-01,16.733,16.766,16.7,16.749,100800.0
2019-01-02,16.717,16.749,16.684,16.717,15000.0
2019-01-03,16.717,16.717,16.438,16.438,26000.0
2019-01-04,16.602,16.602,16.258,16.406,25300.0
2019-01-05,16.602,16.602,16.258,16.406,25300.0
2019-01-06,16.602,16.602,16.258,16.406,25300.0
2019-01-07,16.455,16.487,16.307,16.307,83500.0
2019-01-08,16.438,16.455,16.324,16.356,35500.0
2019-01-09,16.373,16.373,16.324,16.34,33900.0
2019-01-10,16.356,16.373,16.242,16.242,289700.0
2019-01-11,16.209,16.291,16.16,16.225,168700.0
2019-01-12,16.209,16.291,16.16,16.225,168700.0
2019-01-13,16.209,16.291,16.16,16.225,168700.0
2019-01-14,16.225,16.291,16.225,16.275,153200.0
2019-01-15,16.34,16.34,16.225,16.225,96700.0
2019-01-16,16.209,16.373,16.209,16.291,26800.0
2019-01-17,16.373,16.52,16.324,16.52,18700.0
2019-01-18,16.455,16.913,16.422,16.864,348300.0
2019-01-19,16.455,16.913,16.422,16.864,348300.0
2019-01-20,16.455,16.913,16.422,16.864,348300.0
2019-01-21,16.455,16.913,16.422,16.864,348300.0
