,MFG AU Equity,MFG AU Equity,MFG AU Equity,MFG AU Equity,MFG AU Equity
2010-02-03,0.459,0.459,0.4379,0.4485,79163.0
2010-02-04,0.4379,0.4485,0.4379,0.4485,25667.0
2010-02-05,0.4485,0.4485,0.4327,0.4327,39825.0
2010-02-06,0.4485,0.4485,0.4327,0.4327,39825.0
2010-02-07,0.4485,0.4485,0.4327,0.4327,39825.0
2010-02-08,0.4274,0.4379,0.4274,0.4379,178758.0
2010-02-09,0.4379,0.4379,0.4327,0.4327,51201.0
2010-02-10,0.4327,0.4485,0.4327,0.4485,73587.0
2010-02-11,0.4511,0.4511,0.4327,0.4485,57021.0
2010-02-12,0.4432,0.4432,0.4432,0.4432,41826.0
2010-02-13,0.4432,0.4432,0.4432,0.4432,41826.0
2010-02-14,0.4432,0.4432,0.4432,0.4432,41826.0
2010-02-15,0.4221,0.4274,0.4116,0.4274,21069.0
2010-02-16,0.4274,0.4274,0.4274,0.4274,1334.0
2010-02-17,0.4432,0.4432,0.4327,0.4327,1667.0
2010-02-18,0.4327,0.4353,0.4274,0.4353,118339.0
2010-02-19,0.4353,0.4459,0.4353,0.4459,126000.0
2010-02-20,0.4353,0.4459,0.4353,0.4459,126000.0
2010-02-21,0.4353,0.4459,0.4353,0.4459,126000.0
2010-02-22,0.4459,0.4617,0.4459,0.4617,370089.0
2010-02-23,0.4617,0.4801,0.4617,0.4749,398003.0
2010-02-24,0.4749,0.4749,0.4749,0.4749,58000.0
2010-02-25,0.4749,0.4801,0.4511,0.4511,114028.0
2010-02-26,0.4511,0.4511,0.4511,0.4511,14770.0
2010-02-27,0.4511,0.4511,0.4511,0.4511,14770.0
2010-02-28,0.4511,0.4511,0.4511,0.4511,14770.0
2010-03-01,0.4485,0.4538,0.4485,0.4485,22042.0
2010-03-02,0.4749,0.4801,0.467,0.4749,155000.0
2010-03-03,0.4643,0.4801,0.4643,0.4749,417434.0
2010-03-04,0.4801,0.4801,0.4749,0.4801,148217.0
2010-03-05,0.4749,0.4801,0.4749,0.4801,375967.0
2010-03-06,0.4749,0.4801,0.4749,0.4801,375967.0
2010-03-07,0.4749,0.4801,0.4749,0.4801,375967.0
2010-03-08,0.4828,0.5013,0.4828,0.4907,783387.0
2010-03-09,0.4907,0.4907,0.4854,0.4854,302359.0
2010-03-10,0.4907,0.4907,0.4907,0.4907,8231.0
2010-03-11,0.4907,0.4907,0.4801,0.4854,42109.0
2010-03-12,0.4854,0.4854,0.4854,0.4854,1000.0
2010-03-13,0.4854,0.4854,0.4854,0.4854,1000.0
2010-03-14,0.4854,0.4854,0.4854,0.4854,1000.0
2010-03-15,0.5144,0.5144,0.4986,0.5118,35981.0
2010-03-16,0.5171,0.5197,0.5118,0.5118,91341.0
2010-03-17,0.5118,0.5118,0.5118,0.5118,2000.0
2010-03-18,0.5065,0.5276,0.4881,0.5276,135378.0
2010-03-19,0.5224,0.5224,0.5224,0.5224,22000.0
2010-03-20,0.5224,0.5224,0.5224,0.5224,22000.0
2010-03-21,0.5224,0.5224,0.5224,0.5224,22000.0
2010-03-22,0.5224,0.5224,0.5171,0.5171,90913.0
2010-03-23,0.5065,0.5276,0.5065,0.5276,451176.0
2010-03-24,0.5408,0.5408,0.5355,0.5355,34446.0
2010-03-25,0.5276,0.5382,0.5171,0.5171,78199.0
2010-03-26,0.5224,0.5382,0.5224,0.5382,25900.0
2010-03-27,0.5224,0.5382,0.5224,0.5382,25900.0
2010-03-28,0.5224,0.5382,0.5224,0.5382,25900.0
2010-03-29,0.5329,0.5329,0.5171,0.5224,54336.0
2010-03-30,0.5224,0.5276,0.5171,0.5171,230007.0
2010-03-31,0.5171,0.5382,0.5171,0.5382,34586.0
2010-04-01,0.5382,0.554,0.5382,0.5382,84566.0
2010-04-02,0.5382,0.554,0.5382,0.5382,84566.0
2010-04-03,0.5382,0.554,0.5382,0.5382,84566.0
2010-04-04,0.5382,0.554,0.5382,0.5382,84566.0
2010-04-05,0.5382,0.554,0.5382,0.5382,84566.0
2010-04-06,0.554,0.5619,0.5382,0.5382,42070.0
2010-04-07,0.5408,0.554,0.5276,0.554,62467.0
2010-04-08,0.5276,0.5382,0.5276,0.5329,69963.0
2010-04-09,0.5276,0.5329,0.5224,0.5329,135134.0
2010-04-10,0.5276,0.5329,0.5224,0.5329,135134.0
2010-04-11,0.5276,0.5329,0.5224,0.5329,135134.0
2010-04-12,0.5329,0.5487,0.5303,0.5303,45201.0
2010-04-13,0.5329,0.5435,0.5329,0.5329,72001.0
2010-04-14,0.5487,0.5487,0.5329,0.5487,92228.0
2010-04-15,0.5487,0.5487,0.5435,0.5435,18270.0
2010-04-16,0.5435,0.5487,0.5382,0.5435,95061.0
2010-04-17,0.5435,0.5487,0.5382,0.5435,95061.0
2010-04-18,0.5435,0.5487,0.5382,0.5435,95061.0
2010-04-19,0.5382,0.5382,0.5329,0.5329,35747.0
2010-04-20,0.5276,0.5276,0.5276,0.5276,90000.0
2010-04-21,0.5276,0.5329,0.5197,0.5303,34834.0
2010-04-22,0.5197,0.5329,0.5197,0.5276,56476.0
2010-04-23,0.5276,0.5329,0.5224,0.5224,38373.0
2010-04-24,0.5276,0.5329,0.5224,0.5224,38373.0
2010-04-25,0.5276,0.5329,0.5224,0.5224,38373.0
2010-04-26,0.5276,0.5329,0.5224,0.5224,38373.0
2010-04-27,0.525,0.5276,0.5224,0.5224,35070.0
2010-04-28,0.5224,0.5224,0.5224,0.5224,3000.0
2010-04-29,0.5065,0.5065,0.5013,0.5013,22981.0
2010-04-30,0.496,0.5092,0.496,0.5013,123423.0
2010-05-01,0.496,0.5092,0.496,0.5013,123423.0
2010-05-02,0.496,0.5092,0.496,0.5013,123423.0
2010-05-03,0.5013,0.5118,0.5013,0.5039,89003.0
2010-05-04,0.5065,0.5276,0.5013,0.5276,465445.0
2010-05-05,0.5171,0.5276,0.5171,0.5276,1124201.0
2010-05-06,0.5276,0.5804,0.5276,0.554,120316.0
2010-05-07,0.5329,0.5329,0.5065,0.5092,67016.0
2010-05-08,0.5329,0.5329,0.5065,0.5092,67016.0
2010-05-09,0.5329,0.5329,0.5065,0.5092,67016.0
2010-05-10,0.5092,0.5276,0.5092,0.5276,37160.0
2010-05-11,0.5276,0.5487,0.5276,0.5435,41460.0
2010-05-12,0.5487,0.554,0.5329,0.5329,81397.0
2010-05-13,0.5382,0.5382,0.5276,0.5276,52719.0
2010-05-14,0.5382,0.5382,0.5276,0.5276,52719.0
2010-05-15,0.5382,0.5382,0.5276,0.5276,52719.0
2010-05-16,0.5382,0.5382,0.5276,0.5276,52719.0
2010-05-17,0.5329,0.5355,0.5329,0.5355,845936.0
2010-05-18,0.5355,0.5408,0.5355,0.5408,4282.0
2010-05-19,0.5355,0.5382,0.5355,0.5355,148633.0
2010-05-20,0.5355,0.554,0.5355,0.554,149721.0
2010-05-21,0.5382,0.5382,0.5013,0.5276,245918.0
2010-05-22,0.5382,0.5382,0.5013,0.5276,245918.0
2010-05-23,0.5382,0.5382,0.5013,0.5276,245918.0
2010-05-24,0.5329,0.5804,0.5329,0.5804,116128.0
2010-05-25,0.5804,0.5804,0.5593,0.5593,16170.0
2010-05-26,0.5593,0.5593,0.5355,0.5435,299334.0
2010-05-27,0.5382,0.5408,0.5382,0.5408,8310.0
2010-05-28,0.5646,0.5646,0.5461,0.5461,73091.0
2010-05-29,0.5646,0.5646,0.5461,0.5461,73091.0
2010-05-30,0.5646,0.5646,0.5461,0.5461,73091.0
2010-05-31,0.554,0.554,0.5435,0.554,25434.0
2010-06-01,0.5408,0.5461,0.5355,0.5461,62025.0
2010-06-02,0.5435,0.554,0.5355,0.5382,165853.0
2010-06-03,0.5355,0.5382,0.5355,0.5355,8401.0
2010-06-04,0.5355,0.5355,0.5355,0.5355,7334.0
2010-06-05,0.5355,0.5355,0.5355,0.5355,7334.0
2010-06-06,0.5355,0.5355,0.5355,0.5355,7334.0
2010-06-07,0.5355,0.5382,0.5355,0.5382,43560.0
2010-06-08,0.554,0.554,0.5382,0.5382,47617.0
2010-06-09,0.5382,0.5382,0.5355,0.5355,51301.0
2010-06-10,0.5355,0.5487,0.5355,0.5487,11922.0
2010-06-11,0.5382,0.5461,0.5382,0.5461,16065.0
2010-06-12,0.5382,0.5461,0.5382,0.5461,16065.0
2010-06-13,0.5382,0.5461,0.5382,0.5461,16065.0
2010-06-14,0.5382,0.5461,0.5382,0.5461,16065.0
2010-06-15,0.5461,0.5461,0.5382,0.5435,24586.0
2010-06-16,0.554,0.5593,0.554,0.5567,125253.0
2010-06-17,0.5567,0.5804,0.5567,0.5567,139898.0
2010-06-18,0.5567,0.5593,0.5461,0.5593,70627.0
2010-06-19,0.5567,0.5593,0.5461,0.5593,70627.0
2010-06-20,0.5567,0.5593,0.5461,0.5593,70627.0
2010-06-21,0.5619,0.6068,0.5619,0.6068,25069.0
2010-06-22,0.5804,0.6121,0.5804,0.6068,68540.0
2010-06-23,0.5962,0.5962,0.5698,0.5698,67200.0
2010-06-24,0.5646,0.5804,0.5646,0.5804,9201.0
2010-06-25,0.5778,0.5804,0.5698,0.5804,241535.0
2010-06-26,0.5778,0.5804,0.5698,0.5804,241535.0
2010-06-27,0.5778,0.5804,0.5698,0.5804,241535.0
2010-06-28,0.5698,0.5698,0.5698,0.5698,37673.0
2010-06-29,0.5698,0.5698,0.5698,0.5698,25001.0
2010-06-30,0.5698,0.5962,0.5698,0.5962,97313.0
2010-07-01,0.5962,0.5962,0.5962,0.5962,4524.0
2010-07-02,0.591,0.591,0.5857,0.5857,54115.0
2010-07-03,0.591,0.591,0.5857,0.5857,54115.0
2010-07-04,0.591,0.591,0.5857,0.5857,54115.0
2010-07-05,0.591,0.591,0.5857,0.5857,54115.0
2010-07-06,0.6015,0.6015,0.5804,0.6015,121532.0
2010-07-07,0.6015,0.6121,0.5804,0.5804,36082.0
2010-07-08,0.6041,0.6068,0.6015,0.6068,67228.0
2010-07-09,0.5857,0.5857,0.5857,0.5857,983.0
2010-07-10,0.5857,0.5857,0.5857,0.5857,983.0
2010-07-11,0.5857,0.5857,0.5857,0.5857,983.0
2010-07-12,0.5857,0.6041,0.5857,0.6041,26000.0
2010-07-13,0.5962,0.6041,0.5962,0.5962,18000.0
2010-07-14,0.5962,0.5962,0.5857,0.5857,48215.0
2010-07-15,0.5857,0.5857,0.5857,0.5857,14384.0
2010-07-16,0.5804,0.5857,0.5804,0.5804,3864.0
2010-07-17,0.5804,0.5857,0.5804,0.5804,3864.0
2010-07-18,0.5804,0.5857,0.5804,0.5804,3864.0
2010-07-19,0.5804,0.5804,0.5778,0.5804,33104.0
2010-07-20,0.5804,0.5804,0.5804,0.5804,51667.0
2010-07-21,0.5804,0.5857,0.5804,0.5857,195764.0
2010-07-22,0.5962,0.6041,0.5936,0.5962,268399.0
2010-07-23,0.5962,0.5962,0.5962,0.5962,7934.0
2010-07-24,0.5962,0.5962,0.5962,0.5962,7934.0
2010-07-25,0.5962,0.5962,0.5962,0.5962,7934.0
2010-07-26,0.5962,0.5962,0.5962,0.5962,5333.0
2010-07-27,0.6041,0.6173,0.6041,0.6173,76379.0
2010-07-28,0.6173,0.6173,0.6094,0.6121,75317.0
2010-07-29,0.6173,0.6173,0.6094,0.6121,75317.0
2010-07-30,0.6121,0.6279,0.6121,0.6279,67433.0
2010-07-31,0.6121,0.6279,0.6121,0.6279,67433.0
2010-08-01,0.6121,0.6279,0.6121,0.6279,67433.0
2010-08-02,0.6332,0.6332,0.6226,0.6279,59255.0
2010-08-03,0.6279,0.6332,0.6279,0.6332,27027.0
2010-08-04,0.6279,0.6384,0.6279,0.6332,228646.0
2010-08-05,0.6384,0.6543,0.6384,0.6543,28000.0
2010-08-06,0.6543,0.6543,0.6332,0.6543,43490.0
2010-08-07,0.6543,0.6543,0.6332,0.6543,43490.0
2010-08-08,0.6543,0.6543,0.6332,0.6543,43490.0
2010-08-09,0.6595,0.6648,0.6543,0.6543,40345.0
2010-08-10,0.6648,0.6859,0.6648,0.6648,45000.0
2010-08-11,0.6648,0.6648,0.6543,0.6648,17906.0
2010-08-12,0.6543,0.6648,0.649,0.6648,54553.0
2010-08-13,0.6437,0.6595,0.6332,0.6332,681501.0
2010-08-14,0.6437,0.6595,0.6332,0.6332,681501.0
2010-08-15,0.6437,0.6595,0.6332,0.6332,681501.0
2010-08-16,0.6332,0.6648,0.6332,0.6648,32570.0
2010-08-17,0.6595,0.6701,0.649,0.6648,33806.0
2010-08-18,0.6648,0.6648,0.6622,0.6648,17134.0
2010-08-19,0.6648,0.6648,0.6648,0.6648,667.0
2010-08-20,0.6648,0.6648,0.649,0.649,9074.0
2010-08-21,0.6648,0.6648,0.649,0.649,9074.0
2010-08-22,0.6648,0.6648,0.649,0.649,9074.0
2010-08-23,0.649,0.649,0.6437,0.6437,83267.0
2010-08-24,0.649,0.649,0.5989,0.6332,105916.0
2010-08-25,0.6332,0.6332,0.6332,0.6332,9435.0
2010-08-26,0.6332,0.6332,0.6068,0.6332,126456.0
2010-08-27,0.6332,0.6701,0.6332,0.6648,112369.0
2010-08-28,0.6332,0.6701,0.6332,0.6648,112369.0
2010-08-29,0.6332,0.6701,0.6332,0.6648,112369.0
2010-08-30,0.6543,0.6648,0.649,0.6543,50403.0
2010-08-31,0.6543,0.6543,0.649,0.649,30661.0
2010-09-01,0.649,0.649,0.6464,0.649,25127.0
2010-09-02,0.649,0.649,0.6384,0.6464,54667.0
2010-09-03,0.6464,0.649,0.6437,0.6437,6312.0
2010-09-04,0.6464,0.649,0.6437,0.6437,6312.0
2010-09-05,0.6464,0.649,0.6437,0.6437,6312.0
2010-09-06,0.6464,0.6595,0.6279,0.649,36651.0
2010-09-07,0.6332,0.649,0.6332,0.6437,48620.0
2010-09-08,0.649,0.649,0.6437,0.6437,116500.0
2010-09-09,0.6332,0.6437,0.6332,0.6437,12647.0
2010-09-10,0.6384,0.6437,0.6384,0.6437,41852.0
2010-09-11,0.6384,0.6437,0.6384,0.6437,41852.0
2010-09-12,0.6384,0.6437,0.6384,0.6437,41852.0
2010-09-13,0.649,0.649,0.649,0.649,8074.0
2010-09-14,0.6543,0.6595,0.649,0.649,39281.0
2010-09-15,0.649,0.649,0.6437,0.6437,63780.0
2010-09-16,0.6437,0.649,0.6437,0.649,14615.0
2010-09-17,0.6464,0.6464,0.6384,0.6384,111560.0
2010-09-18,0.6464,0.6464,0.6384,0.6384,111560.0
2010-09-19,0.6464,0.6464,0.6384,0.6384,111560.0
2010-09-20,0.6384,0.6384,0.6332,0.6332,23096.0
2010-09-21,0.6332,0.6516,0.6279,0.6516,18565.0
2010-09-22,0.6384,0.6384,0.583,0.6015,164509.0
2010-09-23,0.5989,0.5989,0.554,0.5619,346694.0
2010-09-24,0.5619,0.5804,0.5435,0.5804,136685.0
2010-09-25,0.5619,0.5804,0.5435,0.5804,136685.0
2010-09-26,0.5619,0.5804,0.5435,0.5804,136685.0
2010-09-27,0.5804,0.6094,0.5804,0.5962,129307.0
2010-09-28,0.6068,0.6252,0.6068,0.6068,78863.0
2010-09-29,0.6068,0.6068,0.6068,0.6068,109589.0
2010-09-30,0.6068,0.6068,0.5962,0.5962,75798.0
2010-10-01,0.5962,0.6015,0.5962,0.6015,12114.0
2010-10-02,0.5962,0.6015,0.5962,0.6015,12114.0
2010-10-03,0.5962,0.6015,0.5962,0.6015,12114.0
2010-10-04,0.6015,0.6015,0.6015,0.6015,1834.0
2010-10-05,0.6015,0.6068,0.6015,0.6068,218364.0
2010-10-06,0.6068,0.6068,0.6068,0.6068,205746.0
2010-10-07,0.6068,0.6068,0.6041,0.6068,49801.0
2010-10-08,0.6068,0.6068,0.6041,0.6068,49801.0
2010-10-09,0.6068,0.6068,0.6041,0.6068,49801.0
2010-10-10,0.6068,0.6068,0.6041,0.6068,49801.0
2010-10-11,0.5698,0.5804,0.5619,0.5698,80667.0
2010-10-12,0.5698,0.5778,0.5698,0.5778,44936.0
2010-10-13,0.5804,0.5989,0.5804,0.5804,51919.0
2010-10-14,0.5804,0.5962,0.5804,0.5857,60834.0
2010-10-15,0.5857,0.6068,0.5857,0.6068,64256.0
2010-10-16,0.5857,0.6068,0.5857,0.6068,64256.0
2010-10-17,0.5857,0.6068,0.5857,0.6068,64256.0
2010-10-18,0.6068,0.6173,0.6068,0.6068,16126.0
2010-10-19,0.6068,0.6173,0.6068,0.6173,38337.0
2010-10-20,0.6332,0.6595,0.6332,0.6595,88474.0
2010-10-21,0.6595,0.6595,0.6226,0.6226,29291.0
2010-10-22,0.6226,0.6595,0.6226,0.6595,45001.0
2010-10-23,0.6226,0.6595,0.6226,0.6595,45001.0
2010-10-24,0.6226,0.6595,0.6226,0.6595,45001.0
2010-10-25,0.6332,0.6437,0.6332,0.6437,6370.0
2010-10-26,0.6595,0.6727,0.6595,0.6727,55318.0
2010-10-27,0.6543,0.6595,0.6543,0.6595,3601.0
2010-10-28,0.6595,0.6859,0.6595,0.6859,86662.0
2010-10-29,0.6701,0.6859,0.6701,0.6859,71625.0
2010-10-30,0.6701,0.6859,0.6701,0.6859,71625.0
2010-10-31,0.6701,0.6859,0.6701,0.6859,71625.0
2010-11-01,0.6859,0.6859,0.6595,0.6754,82553.0
2010-11-02,0.6806,0.7123,0.6806,0.707,54133.0
2010-11-03,0.707,0.7123,0.6648,0.707,86677.0
2010-11-04,0.7097,0.7123,0.6938,0.6938,58349.0
2010-11-05,0.7018,0.7334,0.6965,0.7334,58835.0
2010-11-06,0.7018,0.7334,0.6965,0.7334,58835.0
2010-11-07,0.7018,0.7334,0.6965,0.7334,58835.0
2010-11-08,0.7281,0.7334,0.6859,0.6859,43452.0
2010-11-09,0.7097,0.7229,0.707,0.707,18418.0
2010-11-10,0.7123,0.7123,0.7123,0.7123,48500.0
2010-11-11,0.7123,0.7255,0.7123,0.7255,37416.0
2010-11-12,0.7334,0.7334,0.7255,0.7334,64301.0
2010-11-13,0.7334,0.7334,0.7255,0.7334,64301.0
2010-11-14,0.7334,0.7334,0.7255,0.7334,64301.0
2010-11-15,0.7176,0.7387,0.7176,0.7387,67500.0
2010-11-16,0.7387,0.7387,0.7361,0.7387,25799.0
2010-11-17,0.7387,0.7387,0.7334,0.7387,56333.0
2010-11-18,0.744,0.7545,0.7387,0.7387,34000.0
2010-11-19,0.7387,0.7387,0.7334,0.7334,211439.0
2010-11-20,0.7387,0.7387,0.7334,0.7334,211439.0
2010-11-21,0.7387,0.7387,0.7334,0.7334,211439.0
2010-11-22,0.7334,0.7334,0.7176,0.7176,8016.0
2010-11-23,0.7176,0.7387,0.7176,0.7387,41333.0
2010-11-24,0.7651,0.773,0.7387,0.7387,21900.0
2010-11-25,0.7308,0.7308,0.7255,0.7255,13604.0
2010-11-26,0.7176,0.7176,0.7176,0.7176,4089.0
2010-11-27,0.7176,0.7176,0.7176,0.7176,4089.0
2010-11-28,0.7176,0.7176,0.7176,0.7176,4089.0
2010-11-29,0.7176,0.7176,0.7176,0.7176,23334.0
2010-11-30,0.7229,0.7334,0.7229,0.7334,26572.0
2010-12-01,0.7281,0.744,0.7281,0.7387,57383.0
2010-12-02,0.744,0.744,0.7387,0.7387,40000.0
2010-12-03,0.7492,0.7809,0.7492,0.7756,115049.0
2010-12-04,0.7492,0.7809,0.7492,0.7756,115049.0
2010-12-05,0.7492,0.7809,0.7492,0.7756,115049.0
2010-12-06,0.7809,0.8178,0.7809,0.8178,124202.0
2010-12-07,0.8706,0.8706,0.7915,0.8178,47554.0
2010-12-08,0.8178,0.8178,0.7915,0.7967,22966.0
2010-12-09,0.7915,0.802,0.7915,0.802,16234.0
2010-12-10,0.802,0.8178,0.7915,0.8178,193570.0
2010-12-11,0.802,0.8178,0.7915,0.8178,193570.0
2010-12-12,0.802,0.8178,0.7915,0.8178,193570.0
2010-12-13,0.7915,0.8178,0.7915,0.8178,161000.0
2010-12-14,0.8178,0.8231,0.8073,0.8231,86946.0
2010-12-15,0.8178,0.8442,0.8178,0.8442,143871.0
2010-12-16,0.8389,0.8706,0.8389,0.8706,31152.0
2010-12-17,0.8706,0.9814,0.8706,0.8812,294943.0
2010-12-18,0.8706,0.9814,0.8706,0.8812,294943.0
2010-12-19,0.8706,0.9814,0.8706,0.8812,294943.0
2010-12-20,0.9234,0.9339,0.9234,0.9339,12900.0
2010-12-21,0.9181,0.9181,0.8653,0.8917,46120.0
2010-12-22,0.9023,0.9023,0.8864,0.897,22733.0
2010-12-23,0.8759,0.9207,0.8759,0.9207,34101.0
2010-12-24,0.9234,0.9339,0.897,0.9075,77802.0
2010-12-25,0.9234,0.9339,0.897,0.9075,77802.0
2010-12-26,0.9234,0.9339,0.897,0.9075,77802.0
2010-12-27,0.9234,0.9339,0.897,0.9075,77802.0
2010-12-28,0.9234,0.9339,0.897,0.9075,77802.0
2010-12-29,0.9234,0.9339,0.897,0.9075,77802.0
2010-12-30,0.9102,0.9102,0.9075,0.9075,10000.0
2010-12-31,0.9075,0.9075,0.897,0.9075,6000.0
2011-01-01,0.9075,0.9075,0.897,0.9075,6000.0
2011-01-02,0.9075,0.9075,0.897,0.9075,6000.0
2011-01-03,0.9075,0.9075,0.897,0.9075,6000.0
2011-01-04,0.9392,0.9445,0.9392,0.9445,43973.0
2011-01-05,0.9445,0.9656,0.9445,0.9445,99649.0
2011-01-06,0.9603,0.9629,0.9603,0.9629,12000.0
2011-01-07,0.9629,0.9629,0.9629,0.9629,4000.0
2011-01-08,0.9629,0.9629,0.9629,0.9629,4000.0
2011-01-09,0.9629,0.9629,0.9629,0.9629,4000.0
2011-01-10,0.9497,0.9497,0.9339,0.9392,43090.0
2011-01-11,0.9445,0.9577,0.9339,0.9339,42717.0
2011-01-12,0.9339,0.9497,0.9234,0.9234,71144.0
2011-01-13,0.9445,0.9445,0.897,0.9234,26003.0
2011-01-14,0.9234,0.9234,0.9234,0.9234,11429.0
2011-01-15,0.9234,0.9234,0.9234,0.9234,11429.0
2011-01-16,0.9234,0.9234,0.9234,0.9234,11429.0
2011-01-17,0.9234,0.9445,0.9234,0.9234,31460.0
2011-01-18,0.9234,0.9234,0.897,0.897,58385.0
2011-01-19,0.9181,0.9234,0.897,0.897,19403.0
2011-01-20,0.897,0.897,0.8864,0.8917,11574.0
2011-01-21,0.8917,0.8917,0.8653,0.8706,20211.0
2011-01-22,0.8917,0.8917,0.8653,0.8706,20211.0
2011-01-23,0.8917,0.8917,0.8653,0.8706,20211.0
2011-01-24,0.8442,0.8442,0.8152,0.8416,53550.0
2011-01-25,0.8178,0.8389,0.7888,0.831,95806.0
2011-01-26,0.8178,0.8389,0.7888,0.831,95806.0
2011-01-27,0.8178,0.8785,0.8099,0.8785,205277.0
2011-01-28,0.8732,0.8732,0.8442,0.86,28417.0
2011-01-29,0.8732,0.8732,0.8442,0.86,28417.0
2011-01-30,0.8732,0.8732,0.8442,0.86,28417.0
2011-01-31,0.8442,0.86,0.8389,0.86,40923.0
2011-02-01,0.86,0.8812,0.86,0.8812,8582.0
2011-02-02,0.8653,0.8812,0.8442,0.8442,10231.0
2011-02-03,0.8706,0.9234,0.8706,0.897,249739.0
2011-02-04,0.897,0.9708,0.8759,0.9708,209457.0
2011-02-05,0.897,0.9708,0.8759,0.9708,209457.0
2011-02-06,0.897,0.9708,0.8759,0.9708,209457.0
2011-02-07,0.9814,0.992,0.9234,0.9286,199872.0
2011-02-08,0.9392,0.9603,0.9392,0.955,75625.0
2011-02-09,0.955,0.9603,0.955,0.955,71681.0
2011-02-10,0.9603,0.9629,0.9577,0.9603,137448.0
2011-02-11,0.9708,0.992,0.9708,0.9867,146928.0
2011-02-12,0.9708,0.992,0.9708,0.9867,146928.0
2011-02-13,0.9708,0.992,0.9708,0.9867,146928.0
2011-02-14,0.9867,0.9867,0.9761,0.9788,26268.0
2011-02-15,0.9867,0.9867,0.9761,0.9761,3069444.0
2011-02-16,0.9761,0.9867,0.9761,0.9761,36744.0
2011-02-17,0.9708,1.0394,0.9629,1.0236,565792.0
2011-02-18,1.0025,1.0025,0.9761,0.9814,87623.0
2011-02-19,1.0025,1.0025,0.9761,0.9814,87623.0
2011-02-20,1.0025,1.0025,0.9761,0.9814,87623.0
2011-02-21,0.9867,1.0025,0.9867,0.9972,15934.0
2011-02-22,0.9867,0.9867,0.9392,0.9392,40714.0
2011-02-23,0.9392,0.9392,0.8706,0.9075,99400.0
2011-02-24,0.9075,0.9418,0.8996,0.9418,15110.0
2011-02-25,0.9418,0.9418,0.9313,0.9366,7772.0
2011-02-26,0.9418,0.9418,0.9313,0.9366,7772.0
2011-02-27,0.9418,0.9418,0.9313,0.9366,7772.0
2011-02-28,0.9286,0.9286,0.9234,0.9234,23938.0
2011-03-01,0.9234,0.9445,0.9128,0.9181,55023.0
2011-03-02,0.9181,0.9497,0.9181,0.9497,45541.0
2011-03-03,0.9497,0.9497,0.9128,0.9339,24256.0
2011-03-04,0.9339,0.9524,0.9339,0.9339,71831.0
2011-03-05,0.9339,0.9524,0.9339,0.9339,71831.0
2011-03-06,0.9339,0.9524,0.9339,0.9339,71831.0
2011-03-07,0.9497,0.9497,0.9313,0.9445,58513.0
2011-03-08,0.9445,0.9445,0.9286,0.9392,138555.0
2011-03-09,0.9497,0.9497,0.9392,0.9497,21909.0
2011-03-10,0.9339,0.9497,0.9234,0.9234,74999.0
2011-03-11,0.9154,0.9234,0.897,0.9234,78858.0
2011-03-12,0.9154,0.9234,0.897,0.9234,78858.0
2011-03-13,0.9154,0.9234,0.897,0.9234,78858.0
2011-03-14,0.9128,0.9339,0.9128,0.9234,84112.0
