,MFG AU Equity,MFG AU Equity,MFG AU Equity,MFG AU Equity,MFG AU Equity
2016-10-12,14.335,14.3611,14.1327,14.2893,393004.0
2016-10-13,14.2632,14.2893,13.8326,13.963,469478.0
2016-10-14,14.0283,14.4133,13.9957,14.4002,638432.0
2016-10-15,14.0283,14.4133,13.9957,14.4002,638432.0
2016-10-16,14.0283,14.4133,13.9957,14.4002,638432.0
2016-10-17,14.3545,14.4459,14.2632,14.2828,743265.0
2016-10-18,14.2632,14.4002,14.1262,14.2371,512433.0
2016-10-19,14.2306,14.2828,14.1327,14.2632,334213.0
2016-10-20,14.2697,14.335,14.1001,14.2958,252190.0
2016-10-21,14.2501,14.3415,14.1066,14.1653,138764.0
2016-10-22,14.2501,14.3415,14.1066,14.1653,138764.0
2016-10-23,14.2501,14.3415,14.1066,14.1653,138764.0
2016-10-24,14.1653,14.224,13.9761,14.1131,237642.0
2016-10-25,14.1523,14.3872,14.1066,14.3415,162748.0
2016-10-26,14.0935,14.348,14.025,14.1001,335291.0
2016-10-27,14.0935,14.1914,14.0022,14.1001,394937.0
2016-10-28,14.1066,14.1262,13.8456,13.9043,379283.0
2016-10-29,14.1066,14.1262,13.8456,13.9043,379283.0
2016-10-30,14.1066,14.1262,13.8456,13.9043,379283.0
2016-10-31,13.9043,14.0283,13.8782,13.8913,293057.0
2016-11-01,13.8391,13.8587,13.5911,13.7412,273273.0
2016-11-02,13.6694,13.7216,13.4084,13.4345,304165.0
2016-11-03,13.3693,13.5455,13.2975,13.4215,287957.0
2016-11-04,13.4411,13.8913,13.4411,13.5846,317210.0
2016-11-05,13.4411,13.8913,13.4411,13.5846,317210.0
2016-11-06,13.4411,13.8913,13.4411,13.5846,317210.0
2016-11-07,13.6499,13.9174,13.5716,13.8717,398920.0
2016-11-08,14.0087,14.2045,13.9435,14.0087,445629.0
2016-11-09,14.1784,14.2371,12.893,13.5063,894290.0
2016-11-10,14.1457,14.4491,14.0348,14.3806,675713.0
2016-11-11,14.3806,14.6025,14.3219,14.485,290124.0
2016-11-12,14.3806,14.6025,14.3219,14.485,290124.0
2016-11-13,14.3806,14.6025,14.3219,14.485,290124.0
2016-11-14,14.3806,14.6416,14.2175,14.3872,417983.0
2016-11-15,14.3872,14.6351,14.3023,14.5177,912083.0
2016-11-16,14.6482,14.6482,14.3872,14.4655,695224.0
2016-11-17,14.3415,14.4785,14.2697,14.335,323300.0
2016-11-18,14.2893,14.6221,14.2828,14.5829,584049.0
2016-11-19,14.2893,14.6221,14.2828,14.5829,584049.0
2016-11-20,14.2893,14.6221,14.2828,14.5829,584049.0
2016-11-21,14.596,14.6351,14.0413,14.2958,636993.0
2016-11-22,14.4655,14.6221,14.2958,14.4198,769702.0
2016-11-23,14.4655,15.1408,14.4459,15.1114,605747.0
2016-11-24,15.255,15.2811,14.8374,15.0723,364327.0
2016-11-25,15.1701,15.4572,15.0396,15.3072,396234.0
2016-11-26,15.1701,15.4572,15.0396,15.3072,396234.0
2016-11-27,15.1701,15.4572,15.0396,15.3072,396234.0
2016-11-28,15.3724,15.4572,15.1506,15.2745,314443.0
2016-11-29,15.2811,15.3528,15.0005,15.1571,356026.0
2016-11-30,15.1701,15.1962,14.746,14.8896,525571.0
2016-12-01,15.007,15.0396,14.8504,15.0331,429069.0
2016-12-02,14.9613,15.1375,14.8113,14.8374,812211.0
2016-12-03,14.9613,15.1375,14.8113,14.8374,812211.0
2016-12-04,14.9613,15.1375,14.8113,14.8374,812211.0
2016-12-05,14.9744,14.9744,14.5046,14.6025,317604.0
2016-12-06,14.6482,14.733,14.3415,14.4198,427343.0
2016-12-07,14.4263,14.6612,14.3741,14.5177,270265.0
2016-12-08,14.7525,15.0462,14.6677,15.0135,309393.0
2016-12-09,15.0135,15.392,14.9157,15.1767,471814.0
2016-12-10,15.0135,15.392,14.9157,15.1767,471814.0
2016-12-11,15.0135,15.392,14.9157,15.1767,471814.0
2016-12-12,15.3006,15.3202,14.8896,14.9222,442995.0
2016-12-13,14.9352,15.0201,14.8439,14.9091,318941.0
2016-12-14,14.9418,15.3267,14.87,15.2093,1287557.0
2016-12-15,15.0788,15.4377,15.007,15.3072,470769.0
2016-12-16,15.268,15.6203,15.268,15.529,910896.0
2016-12-17,15.268,15.6203,15.268,15.529,910896.0
2016-12-18,15.268,15.6203,15.268,15.529,910896.0
2016-12-19,15.5616,15.6595,15.3855,15.4703,269766.0
2016-12-20,15.5159,15.5551,15.2028,15.5486,392268.0
2016-12-21,15.6464,15.7247,15.4996,15.542,245472.0
2016-12-22,15.5942,15.6725,15.4311,15.5877,284083.0
2016-12-23,15.653,15.6595,15.3333,15.4377,117501.0
2016-12-24,15.653,15.6595,15.3333,15.4377,117501.0
2016-12-25,15.653,15.6595,15.3333,15.4377,117501.0
2016-12-26,15.653,15.6595,15.3333,15.4377,117501.0
2016-12-27,15.653,15.6595,15.3333,15.4377,117501.0
2016-12-28,15.6464,15.7247,15.4507,15.5486,206690.0
2016-12-29,15.6203,15.6203,15.4442,15.4898,225460.0
2016-12-30,15.5942,15.6073,15.4246,15.5094,195365.0
2016-12-31,15.5942,15.6073,15.4246,15.5094,195365.0
2017-01-01,15.5942,15.6073,15.4246,15.5094,195365.0
2017-01-02,15.5942,15.6073,15.4246,15.5094,195365.0
2017-01-03,15.6725,15.7247,15.5616,15.6203,438285.0
2017-01-04,15.6595,15.6595,15.529,15.5942,423752.0
2017-01-05,15.5942,15.914,15.5942,15.7378,494135.0
2017-01-06,15.914,16.2337,15.8096,15.9466,386868.0
2017-01-07,15.914,16.2337,15.8096,15.9466,386868.0
2017-01-08,15.914,16.2337,15.8096,15.9466,386868.0
2017-01-09,15.9857,16.5991,15.9857,16.449,629719.0
2017-01-10,16.3446,16.3642,15.9074,15.9923,485686.0
2017-01-11,15.9857,16.1325,15.8226,16.0249,492613.0
2017-01-12,16.2989,16.2989,15.8161,15.9662,306542.0
2017-01-13,16.0836,16.1097,15.8161,15.8683,313092.0
2017-01-14,16.0836,16.1097,15.8161,15.8683,313092.0
2017-01-15,16.0836,16.1097,15.8161,15.8683,313092.0
2017-01-16,15.8879,15.9466,15.8096,15.8357,266624.0
2017-01-17,15.7574,15.7574,15.5355,15.6921,482231.0
2017-01-18,15.5355,15.6986,15.4964,15.6203,553907.0
2017-01-19,15.7117,15.803,15.5681,15.5877,396006.0
2017-01-20,15.542,15.7052,15.405,15.4768,422298.0
2017-01-21,15.542,15.7052,15.405,15.4768,422298.0
2017-01-22,15.542,15.7052,15.405,15.4768,422298.0
2017-01-23,15.6595,15.7704,15.3463,15.4311,384114.0
2017-01-24,15.3659,15.5225,15.3398,15.3724,393264.0
2017-01-25,15.3724,15.4311,15.2745,15.3855,341689.0
2017-01-26,15.3724,15.4311,15.2745,15.3855,341689.0
2017-01-27,15.3985,15.5681,15.3594,15.4703,301275.0
2017-01-28,15.3985,15.5681,15.3594,15.4703,301275.0
2017-01-29,15.3985,15.5681,15.3594,15.4703,301275.0
2017-01-30,15.4703,15.5029,15.2028,15.2941,527191.0
2017-01-31,15.268,15.4018,15.2028,15.3333,452769.0
2017-02-01,15.2876,15.3855,15.0984,15.2745,347533.0
2017-02-02,15.2093,15.3267,15.1277,15.2876,526817.0
2017-02-03,15.2745,15.4638,15.1897,15.1897,763389.0
2017-02-04,15.2745,15.4638,15.1897,15.1897,763389.0
2017-02-05,15.2745,15.4638,15.1897,15.1897,763389.0
2017-02-06,15.3463,15.542,15.268,15.268,541464.0
2017-02-07,15.3855,15.4898,15.2028,15.3659,298029.0
2017-02-08,15.3659,15.865,15.3528,15.8096,700024.0
2017-02-09,15.8357,15.914,15.5812,15.6856,351250.0
2017-02-10,15.9335,15.9727,15.8096,15.8879,376208.0
2017-02-11,15.9335,15.9727,15.8096,15.8879,376208.0
2017-02-12,15.9335,15.9727,15.8096,15.8879,376208.0
2017-02-13,15.9205,16.4425,15.9074,16.1815,487297.0
2017-02-14,16.175,16.2859,16.0184,16.1358,258998.0
2017-02-15,16.1489,16.4588,16.1489,16.4229,468802.0
2017-02-16,16.1032,16.1032,14.9679,15.6791,1112351.0
2017-02-17,15.6595,16.0379,15.3789,15.4638,687947.0
2017-02-18,15.6595,16.0379,15.3789,15.4638,687947.0
2017-02-19,15.6595,16.0379,15.3789,15.4638,687947.0
2017-02-20,15.4638,15.5094,15.343,15.4898,590108.0
2017-02-21,15.2736,15.6185,15.2736,15.4991,484370.0
2017-02-22,15.5853,15.5853,15.1941,15.3665,436065.0
2017-02-23,15.3532,15.466,15.2007,15.3665,497481.0
2017-02-24,15.4527,15.4991,15.1808,15.1808,395947.0
2017-02-25,15.4527,15.4991,15.1808,15.1808,395947.0
2017-02-26,15.4527,15.4991,15.1808,15.1808,395947.0
2017-02-27,15.2338,15.34,15.1344,15.2471,391535.0
2017-02-28,15.3134,15.3996,15.1344,15.141,575245.0
2017-03-01,15.2073,15.2736,15.015,15.0747,551080.0
2017-03-02,15.4859,15.5522,15.2206,15.393,1230929.0
2017-03-03,15.3068,15.4792,15.214,15.34,362159.0
2017-03-04,15.3068,15.4792,15.214,15.34,362159.0
2017-03-05,15.3068,15.4792,15.214,15.34,362159.0
2017-03-06,15.6251,15.6782,15.3532,15.4859,304226.0
2017-03-07,15.4726,15.5456,15.4262,15.519,368787.0
2017-03-08,15.5058,15.5489,15.2803,15.3201,283058.0
2017-03-09,15.3996,15.4726,15.3798,15.4262,210039.0
2017-03-10,15.5522,15.7313,15.519,15.7114,528446.0
2017-03-11,15.5522,15.7313,15.519,15.7114,528446.0
2017-03-12,15.5522,15.7313,15.519,15.7114,528446.0
2017-03-13,15.7511,15.7843,15.5257,15.5323,346588.0
2017-03-14,15.5588,15.718,15.5389,15.592,346866.0
2017-03-15,15.592,15.6583,15.3333,15.466,466557.0
2017-03-16,15.3466,15.5124,15.2338,15.5058,783994.0
2017-03-17,15.8175,15.8175,15.6251,15.7777,1277701.0
2017-03-18,15.8175,15.8175,15.6251,15.7777,1277701.0
2017-03-19,15.8175,15.8175,15.6251,15.7777,1277701.0
2017-03-20,15.9236,16.0164,15.6716,15.718,251255.0
2017-03-21,15.6981,15.7313,15.5588,15.645,312904.0
2017-03-22,15.5058,15.5058,15.0548,15.0879,386847.0
2017-03-23,15.1742,15.3134,15.1012,15.1941,283193.0
2017-03-24,15.3201,15.4129,15.2073,15.34,321235.0
2017-03-25,15.3201,15.4129,15.2073,15.34,321235.0
2017-03-26,15.3201,15.4129,15.2073,15.34,321235.0
2017-03-27,15.2537,15.3068,15.0879,15.2338,230116.0
2017-03-28,15.3532,15.4792,15.2869,15.4063,514808.0
2017-03-29,15.4859,15.6517,15.3731,15.6318,350365.0
2017-03-30,15.718,15.7976,15.6119,15.6915,345335.0
2017-03-31,15.6517,15.8241,15.6517,15.6716,180665.0
2017-04-01,15.6517,15.8241,15.6517,15.6716,180665.0
2017-04-02,15.6517,15.8241,15.6517,15.6716,180665.0
2017-04-03,15.8506,15.9435,15.5124,15.6318,289657.0
2017-04-04,15.6318,15.7445,15.519,15.6848,178026.0
2017-04-05,15.718,15.8042,15.5389,15.6119,293375.0
2017-04-06,15.5721,15.5721,15.3599,15.4527,445578.0
2017-04-07,15.5787,15.8772,15.4726,15.5655,288256.0
2017-04-08,15.5787,15.8772,15.4726,15.5655,288256.0
2017-04-09,15.5787,15.8772,15.4726,15.5655,288256.0
2017-04-10,15.5853,15.6583,15.4859,15.5389,233856.0
2017-04-11,15.4593,15.917,15.4593,15.917,378199.0
2017-04-12,15.9435,15.9435,15.5588,15.6119,292295.0
2017-04-13,15.6384,15.6848,15.5058,15.5389,231023.0
2017-04-14,15.6384,15.6848,15.5058,15.5389,231023.0
2017-04-15,15.6384,15.6848,15.5058,15.5389,231023.0
2017-04-16,15.6384,15.6848,15.5058,15.5389,231023.0
2017-04-17,15.6384,15.6848,15.5058,15.5389,231023.0
2017-04-18,15.5257,15.6318,15.4792,15.5655,289496.0
2017-04-19,15.5522,15.8971,15.5058,15.7511,499663.0
2017-04-20,15.8108,15.8573,15.4527,15.4925,310805.0
2017-04-21,15.5522,15.6517,15.4063,15.4262,246938.0
2017-04-22,15.5522,15.6517,15.4063,15.4262,246938.0
2017-04-23,15.5522,15.6517,15.4063,15.4262,246938.0
2017-04-24,15.4527,15.4527,15.3201,15.393,413493.0
2017-04-25,15.4527,15.4527,15.3201,15.393,413493.0
2017-04-26,15.917,15.917,15.6318,15.718,334763.0
2017-04-27,15.718,15.8573,15.718,15.7976,254733.0
2017-04-28,15.7511,15.7511,15.5389,15.6384,245000.0
2017-04-29,15.7511,15.7511,15.5389,15.6384,245000.0
2017-04-30,15.7511,15.7511,15.5389,15.6384,245000.0
2017-05-01,15.5721,15.7047,15.4925,15.519,367677.0
2017-05-02,15.5456,15.7843,15.4991,15.7114,596410.0
2017-05-03,15.6384,15.8042,15.5588,15.6318,549501.0
2017-05-04,15.592,15.6716,15.5456,15.6517,427136.0
2017-05-05,15.592,15.7843,15.5257,15.6251,361613.0
2017-05-06,15.592,15.7843,15.5257,15.6251,361613.0
2017-05-07,15.592,15.7843,15.5257,15.6251,361613.0
2017-05-08,15.7843,16.0828,15.7346,16.0231,697501.0
2017-05-09,16.043,16.5536,16.043,16.5205,798709.0
2017-05-10,16.6332,16.8587,16.6199,16.8454,675245.0
2017-05-11,16.8653,17.0046,16.7924,16.9449,870746.0
2017-05-12,16.9051,16.9383,16.5901,16.6796,288568.0
2017-05-13,16.9051,16.9383,16.5901,16.6796,288568.0
2017-05-14,16.9051,16.9383,16.5901,16.6796,288568.0
2017-05-15,16.5802,16.9118,16.5404,16.9118,465080.0
2017-05-16,16.9781,17.187,16.9516,17.177,608367.0
2017-05-17,17.0643,17.1505,16.8322,16.8587,537804.0
2017-05-18,16.0297,16.4608,16.0297,16.4608,574147.0
2017-05-19,16.474,16.5205,16.3547,16.4475,274158.0
2017-05-20,16.474,16.5205,16.3547,16.4475,274158.0
2017-05-21,16.474,16.5205,16.3547,16.4475,274158.0
2017-05-22,16.5138,16.5404,16.3812,16.4475,309239.0
2017-05-23,16.5603,16.7327,16.4608,16.6863,267697.0
2017-05-24,16.6664,16.8786,16.6664,16.872,361832.0
2017-05-25,16.8786,16.8786,16.5868,16.6929,410880.0
2017-05-26,16.5868,16.746,16.5868,16.6531,319927.0
2017-05-27,16.5868,16.746,16.5868,16.6531,319927.0
2017-05-28,16.5868,16.746,16.5868,16.6531,319927.0
2017-05-29,16.6266,16.746,16.5072,16.7261,534314.0
2017-05-30,16.6133,16.7659,16.5437,16.6597,239335.0
2017-05-31,16.7128,16.8653,16.6332,16.6995,450632.0
2017-06-01,16.7659,16.9051,16.6465,16.799,223666.0
2017-06-02,16.925,17.1804,16.9118,17.0908,465754.0
2017-06-03,16.925,17.1804,16.9118,17.0908,465754.0
2017-06-04,16.925,17.1804,16.9118,17.0908,465754.0
2017-06-05,17.0776,17.2102,16.9781,17.1174,273803.0
2017-06-06,17.177,17.4556,17.177,17.376,514951.0
2017-06-07,17.3495,17.827,17.3428,17.8137,610235.0
2017-06-08,17.7076,18.0591,17.6479,18.0061,522756.0
2017-06-09,17.9066,18.404,17.8601,18.2846,583378.0
2017-06-10,17.9066,18.404,17.8601,18.2846,583378.0
2017-06-11,17.9066,18.404,17.8601,18.2846,583378.0
2017-06-12,17.9066,18.404,17.8601,18.2846,583378.0
2017-06-13,18.2315,18.278,17.9596,18.205,795615.0
2017-06-14,18.3244,18.7223,18.3244,18.5698,725186.0
2017-06-15,18.5631,18.5963,18.3244,18.4637,1752321.0
2017-06-16,18.4968,18.8218,18.4637,18.7488,769313.0
2017-06-17,18.4968,18.8218,18.4637,18.7488,769313.0
2017-06-18,18.4968,18.8218,18.4637,18.7488,769313.0
2017-06-19,18.7157,18.7422,18.5399,18.6892,442136.0
2017-06-20,18.6361,18.9146,18.6361,18.7356,602117.0
2017-06-21,18.2448,18.5631,18.1122,18.3841,644287.0
2017-06-22,18.457,18.7024,18.457,18.6361,573464.0
2017-06-23,18.9743,19.0407,18.7024,18.9345,543573.0
2017-06-24,18.9743,19.0407,18.7024,18.9345,543573.0
2017-06-25,18.9743,19.0407,18.7024,18.9345,543573.0
2017-06-26,18.9345,19.1401,18.9014,19.1335,537326.0
2017-06-27,19.0871,19.1003,18.8616,18.9611,304286.0
2017-06-28,18.8881,19.3391,18.8351,19.286,408622.0
2017-06-29,19.4651,19.5646,19.3457,19.4386,284115.0
2017-06-30,19.1468,19.2297,18.8947,19.1269,594217.0
2017-07-01,19.1468,19.2297,18.8947,19.1269,594217.0
2017-07-02,19.1468,19.2297,18.8947,19.1269,594217.0
2017-07-03,18.8019,18.8019,18.3973,18.5698,586455.0
2017-07-04,18.5698,18.8815,18.5167,18.7289,624847.0
2017-07-05,18.6825,18.8417,18.404,18.583,776638.0
2017-07-06,18.2514,18.4769,18.0856,18.3708,788845.0
2017-07-07,18.1055,18.3907,17.9265,17.953,819423.0
2017-07-08,18.1055,18.3907,17.9265,17.953,819423.0
2017-07-09,18.1055,18.3907,17.9265,17.953,819423.0
2017-07-10,17.9066,18.1719,17.7076,17.9066,675498.0
2017-07-11,17.6546,18.1387,17.6148,18.0923,753427.0
2017-07-12,17.9198,18.152,17.6413,17.6744,770304.0
2017-07-13,17.7739,18.0458,17.7408,17.9994,359159.0
2017-07-14,18.0724,18.2183,17.8535,17.9729,378504.0
2017-07-15,18.0724,18.2183,17.8535,17.9729,378504.0
2017-07-16,18.0724,18.2183,17.8535,17.9729,378504.0
2017-07-17,17.9066,18.1851,17.8601,17.88,379662.0
2017-07-18,17.9198,17.9663,17.5484,17.6943,596802.0
2017-07-19,17.754,17.8668,17.575,17.7872,363339.0
2017-07-20,17.8601,17.9198,17.7275,17.9132,623370.0
2017-07-21,17.7806,17.9066,17.7076,17.754,317300.0
2017-07-22,17.7806,17.9066,17.7076,17.754,317300.0
2017-07-23,17.7806,17.9066,17.7076,17.754,317300.0
2017-07-24,17.5882,17.6678,17.4689,17.628,239010.0
2017-07-25,17.7408,18.0259,17.701,17.953,482232.0
2017-07-26,18.0458,18.0989,17.7938,17.9663,376353.0
2017-07-27,17.9198,18.0525,17.7739,17.8601,215528.0
2017-07-28,17.6612,17.7142,17.3561,17.4025,487887.0
2017-07-29,17.6612,17.7142,17.3561,17.4025,487887.0
2017-07-30,17.6612,17.7142,17.3561,17.4025,487887.0
2017-07-31,17.4025,17.6347,17.3893,17.5153,278541.0
2017-08-01,17.449,17.6811,17.3826,17.5949,417331.0
2017-08-02,17.6015,17.9663,17.6015,17.7142,443979.0
2017-08-03,17.502,17.7938,17.4357,17.7275,338528.0
2017-08-04,17.7076,17.9663,17.6744,17.8204,218018.0
2017-08-05,17.7076,17.9663,17.6744,17.8204,218018.0
2017-08-06,17.7076,17.9663,17.6744,17.8204,218018.0
2017-08-07,18.0657,18.3045,18.0359,18.278,228907.0
2017-08-08,18.2846,18.3377,17.9729,18.1188,269532.0
2017-08-09,18.0326,18.8351,18.0326,18.4836,313310.0
2017-08-10,18.0193,18.1453,17.6015,17.8204,637059.0
2017-08-11,17.5617,17.575,16.9118,17.2036,819077.0
2017-08-12,17.5617,17.575,16.9118,17.2036,819077.0
2017-08-13,17.5617,17.575,16.9118,17.2036,819077.0
2017-08-14,17.1969,17.2832,16.9913,17.124,616478.0
2017-08-15,17.1388,17.2132,16.7268,16.7673,609023.0
2017-08-16,16.7673,16.9497,16.6727,16.9227,599765.0
2017-08-17,16.9429,17.0037,16.5511,16.666,590649.0
2017-08-18,16.4768,16.7876,16.4295,16.7335,478905.0
2017-08-19,16.4768,16.7876,16.4295,16.7335,478905.0
2017-08-20,16.4768,16.7876,16.4295,16.7335,478905.0
2017-08-21,16.6457,16.6457,16.362,16.4768,385582.0
2017-08-22,16.6119,16.7403,16.5173,16.6389,299352.0
2017-08-23,16.72,16.7943,16.6423,16.7605,480353.0
2017-08-24,16.5511,16.7403,16.3417,16.5781,544339.0
2017-08-25,16.6119,16.8213,16.6052,16.774,272434.0
2017-08-26,16.6119,16.8213,16.6052,16.774,272434.0
2017-08-27,16.6119,16.8213,16.6052,16.774,272434.0
2017-08-28,16.6727,16.7876,16.6524,16.6592,246939.0
2017-08-29,16.6322,16.6592,16.4903,16.5241,384768.0
2017-08-30,16.5849,16.7335,16.5308,16.6389,320226.0
2017-08-31,16.747,16.8146,16.6524,16.7065,308988.0
2017-09-01,16.7268,16.7335,16.3822,16.3957,327087.0
2017-09-02,16.7268,16.7335,16.3822,16.3957,327087.0
2017-09-03,16.7268,16.7335,16.3822,16.3957,327087.0
2017-09-04,16.4025,16.4836,16.3079,16.443,167841.0
2017-09-05,16.4498,16.5106,16.3214,16.3755,229469.0
2017-09-06,16.2809,16.3822,16.0444,16.166,386345.0
2017-09-07,16.2809,16.3991,15.9634,16.0647,408818.0
2017-09-08,16.085,16.112,15.8688,15.9093,321088.0
2017-09-09,16.085,16.112,15.8688,15.9093,321088.0
2017-09-10,16.085,16.112,15.8688,15.9093,321088.0
2017-09-11,15.9093,16.2268,15.8553,15.9161,511343.0
2017-09-12,15.9499,16.0377,15.8215,15.8823,443518.0
2017-09-13,15.8823,16.0039,15.8012,15.835,299477.0
2017-09-14,15.8283,15.8958,15.7067,15.7269,278618.0
2017-09-15,15.6999,15.862,15.6999,15.7404,515146.0
2017-09-16,15.6999,15.862,15.6999,15.7404,515146.0
2017-09-17,15.6999,15.862,15.6999,15.7404,515146.0
2017-09-18,15.8756,16.0444,15.8215,15.9228,347995.0
2017-09-19,15.9296,16.0039,15.862,15.9026,420445.0
2017-09-20,15.9161,16.0039,15.835,15.862,346396.0
2017-09-21,15.7945,15.8148,15.4972,15.6053,494380.0
2017-09-22,15.7067,15.7438,15.5817,15.7202,291896.0
2017-09-23,15.7067,15.7438,15.5817,15.7202,291896.0
2017-09-24,15.7067,15.7438,15.5817,15.7202,291896.0
2017-09-25,15.9566,16.1086,15.9499,16.0242,333322.0
2017-09-26,16.0377,16.058,15.4635,15.5445,326700.0
2017-09-27,15.6053,15.6864,15.5108,15.5986,355859.0
2017-09-28,15.6121,15.8012,15.5851,15.6729,499052.0
2017-09-29,15.7742,16.693,15.7742,16.5916,715793.0
2017-09-30,15.7742,16.693,15.7742,16.5916,715793.0
2017-10-01,15.7742,16.693,15.7742,16.5916,715793.0
2017-10-02,16.6052,16.7538,16.3012,16.6322,512409.0
2017-10-03,16.6322,16.7335,16.362,16.6187,410772.0
2017-10-04,16.4295,16.6119,16.3687,16.4971,471633.0
2017-10-05,16.3957,16.818,16.3957,16.774,352322.0
2017-10-06,17.0443,17.2064,16.7538,16.8078,588707.0
2017-10-07,17.0443,17.2064,16.7538,16.8078,588707.0
2017-10-08,17.0443,17.2064,16.7538,16.8078,588707.0
2017-10-09,16.9429,17.2402,16.8078,17.2064,543654.0
2017-10-10,17.1591,17.382,16.8213,16.8619,770872.0
2017-10-11,16.8889,16.9429,16.6727,16.7605,735203.0
2017-10-12,16.7876,17.0037,16.7538,17.0037,414139.0
2017-10-13,16.8956,17.0713,16.8011,16.9902,322807.0
2017-10-14,16.8956,17.0713,16.8011,16.9902,322807.0
2017-10-15,16.8956,17.0713,16.8011,16.9902,322807.0
2017-10-16,17.0645,17.1524,16.9835,17.051,326316.0
2017-10-17,17.0983,17.301,17.0645,17.2942,469416.0
2017-10-18,17.2942,17.3483,17.0172,17.0308,358822.0
2017-10-19,17.0916,17.1591,16.9632,17.0848,420970.0
2017-10-20,17.0037,17.0172,16.8484,16.997,413054.0
2017-10-21,17.0037,17.0172,16.8484,16.997,413054.0
2017-10-22,17.0037,17.0172,16.8484,16.997,413054.0
2017-10-23,17.024,17.1591,16.8619,17.0578,369858.0
2017-10-24,16.997,17.0848,16.8754,16.9429,316692.0
2017-10-25,16.9835,16.9835,16.7538,16.7876,372676.0
2017-10-26,16.6997,16.747,16.4836,16.6322,529860.0
2017-10-27,16.6862,16.8146,16.389,16.6727,502144.0
2017-10-28,16.6862,16.8146,16.389,16.6727,502144.0
2017-10-29,16.6862,16.8146,16.389,16.6727,502144.0
2017-10-30,16.8213,17.051,16.5849,16.6052,493074.0
2017-10-31,16.5579,16.6119,16.362,16.3957,510754.0
2017-11-01,16.4295,16.6187,16.3079,16.5849,487557.0
2017-11-02,16.7065,16.7065,16.4363,16.4836,356002.0
2017-11-03,16.6524,16.6862,16.4363,16.6254,362426.0
2017-11-04,16.6524,16.6862,16.4363,16.6254,362426.0
2017-11-05,16.6524,16.6862,16.4363,16.6254,362426.0
2017-11-06,16.7538,17.2402,16.7132,17.2199,755176.0
2017-11-07,17.5915,17.8414,17.3618,17.7198,944826.0
2017-11-08,17.5172,17.7029,17.4293,17.5374,502752.0
2017-11-09,17.6658,17.6658,17.4901,17.5644,432307.0
2017-11-10,17.5239,17.6185,17.4631,17.5577,438435.0
2017-11-11,17.5239,17.6185,17.4631,17.5577,438435.0
2017-11-12,17.5239,17.6185,17.4631,17.5577,438435.0
2017-11-13,17.605,17.6928,17.5273,17.6117,383395.0
2017-11-14,17.5644,17.6455,17.4631,17.5036,325665.0
2017-11-15,17.4564,17.5915,17.1861,17.2334,523311.0
2017-11-16,17.1659,17.3483,16.97,17.2875,440686.0
2017-11-17,17.3618,17.5577,17.328,17.5036,439819.0
2017-11-18,17.3618,17.5577,17.328,17.5036,439819.0
2017-11-19,17.3618,17.5577,17.328,17.5036,439819.0
2017-11-20,17.3956,17.5104,17.2334,17.4631,358155.0
2017-11-21,17.4226,17.5644,17.3077,17.5374,324821.0
2017-11-22,17.5104,17.5915,17.4158,17.4631,327212.0
2017-11-23,17.4158,17.4226,17.2773,17.4023,293831.0
2017-11-24,17.3483,17.4226,17.0983,17.3956,330907.0
2017-11-25,17.3483,17.4226,17.0983,17.3956,330907.0
2017-11-26,17.3483,17.4226,17.0983,17.3956,330907.0
2017-11-27,17.328,17.4699,17.1794,17.3888,219494.0
2017-11-28,17.328,17.5982,17.3145,17.328,385766.0
2017-11-29,17.3753,17.5442,17.2402,17.2942,426734.0
2017-11-30,17.2334,17.3145,16.9767,17.0916,496358.0
2017-12-01,17.078,17.1253,16.8956,16.9835,414577.0
2017-12-02,17.078,17.1253,16.8956,16.9835,414577.0
2017-12-03,17.078,17.1253,16.8956,16.9835,414577.0
2017-12-04,17.0578,17.328,16.9835,16.9902,443738.0
2017-12-05,17.0578,18.0711,17.0308,18.0508,629187.0
2017-12-06,18.0779,18.2738,17.8212,18.2738,723106.0
2017-12-07,18.3076,18.3751,17.8752,18.1387,374340.0
2017-12-08,18.186,18.3008,18.0002,18.0373,388760.0
2017-12-09,18.186,18.3008,18.0002,18.0373,388760.0
2017-12-10,18.186,18.3008,18.0002,18.0373,388760.0
2017-12-11,18.0306,18.1319,17.8347,18.0508,477083.0
2017-12-12,18.0508,18.1522,17.8009,17.9022,371211.0
2017-12-13,18.0373,18.1116,17.838,18.0576,341922.0
2017-12-14,18.1319,18.1387,17.9022,17.9022,235963.0
2017-12-15,17.8887,17.8955,17.6421,17.6725,415874.0
2017-12-16,17.8887,17.8955,17.6421,17.6725,415874.0
2017-12-17,17.8887,17.8955,17.6421,17.6725,415874.0
2017-12-18,17.7333,17.9968,17.6455,17.9698,594183.0
2017-12-19,18.0103,18.2738,17.882,18.24,332767.0
2017-12-20,18.1184,18.2535,18.0711,18.1995,316225.0
2017-12-21,17.9698,18.2062,17.9428,18.1995,417560.0
2017-12-22,18.294,18.4156,18.186,18.3076,294436.0
2017-12-23,18.294,18.4156,18.186,18.3076,294436.0
2017-12-24,18.294,18.4156,18.186,18.3076,294436.0
2017-12-25,18.294,18.4156,18.186,18.3076,294436.0
2017-12-26,18.294,18.4156,18.186,18.3076,294436.0
2017-12-27,18.3954,18.4967,18.0846,18.0914,330919.0
