,PFE US Equity
2023-06-23,10.445
2023-06-24,10.445
2023-06-25,10.445
2023-06-26,10.061
2023-06-27,9.955
2023-06-28,9.92
2023-06-29,9.913
2023-06-30,10.104
2023-07-01,10.104
2023-07-02,10.104
2023-07-03,10.096
2023-07-04,10.096
2023-07-05,10.043
2023-07-06,9.815
2023-07-07,9.787
2023-07-08,9.787
2023-07-09,9.787
2023-07-10,9.828
2023-07-11,9.931
2023-07-12,9.922
2023-07-13,9.942
2023-07-14,10.025
2023-07-15,10.025
2023-07-16,10.025
2023-07-17,9.978
2023-07-18,10.084
2023-07-19,10.139
2023-07-20,10.231
2023-07-21,10.413
2023-07-22,10.413
2023-07-23,10.413
2023-07-24,10.443
2023-07-25,10.318
2023-07-26,10.378
2023-07-27,10.209
2023-07-28,10.172
2023-07-29,10.172
2023-07-30,10.172
2023-07-31,10.166
2023-08-01,10.187
2023-08-02,10.197
2023-08-03,10.117
2023-08-04,10.159
2023-08-05,10.159
2023-08-06,10.159
2023-08-07,10.35
2023-08-08,10.339
2023-08-09,10.397
2023-08-10,10.362
2023-08-11,10.455
2023-08-12,10.455
2023-08-13,10.455
2023-08-14,10.501
2023-08-15,10.303
2023-08-16,10.329
2023-08-17,10.629
2023-08-18,10.673
2023-08-19,10.673
2023-08-20,10.673
2023-08-21,10.765
2023-08-22,10.715
2023-08-23,10.663
2023-08-24,10.515
2023-08-25,10.578
2023-08-26,10.578
2023-08-27,10.578
2023-08-28,10.529
2023-08-29,10.403
2023-08-30,10.331
2023-08-31,10.288
2023-09-01,10.376
2023-09-02,10.376
2023-09-03,10.376
2023-09-04,10.376
2023-09-05,10.251
2023-09-06,9.958
2023-09-07,9.932
2023-09-08,9.924
2023-09-09,9.924
2023-09-10,9.924
2023-09-11,9.834
2023-09-12,9.895
2023-09-13,9.874
2023-09-14,9.865
2023-09-15,9.842
2023-09-16,9.842
2023-09-17,9.842
2023-09-18,9.712
2023-09-19,9.813
2023-09-20,9.706
2023-09-21,9.484
2023-09-22,9.438
2023-09-23,9.438
2023-09-24,9.438
2023-09-25,9.521
2023-09-26,9.354
2023-09-27,9.289
2023-09-28,9.287
2023-09-29,9.631
2023-09-30,9.631
2023-10-01,9.631
2023-10-02,9.875
2023-10-03,9.849
2023-10-04,9.677
2023-10-05,9.729
2023-10-06,9.57
2023-10-07,9.57
2023-10-08,9.57
2023-10-09,9.591
2023-10-10,9.613
2023-10-11,9.59
2023-10-12,9.535
2023-10-13,9.301
2023-10-14,9.301
2023-10-15,9.301
2023-10-16,10.059
2023-10-17,9.952
2023-10-18,9.608
2023-10-19,9.54
2023-10-20,9.363
2023-10-21,9.363
2023-10-22,9.363
2023-10-23,9.421
2023-10-24,9.296
2023-10-25,9.329
2023-10-26,9.46
2023-10-27,9.141
2023-10-28,9.141
2023-10-29,9.141
2023-10-30,9.274
2023-10-31,9.214
2023-11-01,9.199
2023-11-02,9.185
2023-11-03,9.367
2023-11-04,9.367
2023-11-05,9.367
2023-11-06,9.343
2023-11-07,9.387
2023-11-08,9.258
2023-11-09,9.036
2023-11-10,8.975
2023-11-11,8.975
2023-11-12,8.975
2023-11-13,8.823
2023-11-14,8.908
2023-11-15,9.191
2023-11-16,9.063
2023-11-17,9.109
2023-11-18,9.109
2023-11-19,9.109
2023-11-20,9.03
2023-11-21,9.126
2023-11-22,9.132
2023-11-23,9.132
2023-11-24,9.283
2023-11-25,9.283
2023-11-26,9.283
2023-11-27,9.167
2023-11-28,9.031
2023-11-29,9.149
2023-11-30,9.268
2023-12-01,8.793
2023-12-02,8.793
2023-12-03,8.793
2023-12-04,8.972
2023-12-05,8.914
2023-12-06,8.852
2023-12-07,8.803
2023-12-08,8.849
2023-12-09,8.849
2023-12-10,8.849
2023-12-11,8.842
2023-12-12,8.785
2023-12-13,9.013
2023-12-14,10.572
2023-12-15,11.014
2023-12-16,11.014
2023-12-17,11.014
2023-12-18,11.571
2023-12-19,11.999
2023-12-20,11.774
2023-12-21,12.053
2023-12-22,12.091
2023-12-23,12.091
2023-12-24,12.091
2023-12-25,12.091
2023-12-26,12.095
2023-12-27,12.218
2023-12-28,12.294
2023-12-29,12.294
2023-12-30,12.294
2023-12-31,12.294
2024-01-01,12.294
2024-01-02,12.696
2024-01-03,12.696
2024-01-04,12.423
2024-01-05,12.585
2024-01-06,12.585
2024-01-07,12.585
2024-01-08,12.632
2024-01-09,12.555
2024-01-10,12.38
2024-01-11,12.128
2024-01-12,12.256
2024-01-13,12.256
2024-01-14,12.256
2024-01-15,12.256
2024-01-16,12.094
2024-01-17,12.011
2024-01-18,11.985
2024-01-19,12.082
2024-01-20,12.082
2024-01-21,12.082
2024-01-22,12.069
2024-01-23,12.12
2024-01-24,12.29
2024-01-25,12.096
2024-01-26,12.117
2024-01-27,12.117
2024-01-28,12.117
2024-01-29,12.111
2024-01-30,11.872
2024-01-31,11.924
2024-02-01,11.99
2024-02-02,11.843
2024-02-03,11.843
2024-02-04,11.843
2024-02-05,11.684
2024-02-06,12.093
2024-02-07,12.12
2024-02-08,12.124
2024-02-09,12.12
2024-02-10,12.12
2024-02-11,12.12
2024-02-12,12.164
2024-02-13,11.86
2024-02-14,11.922
2024-02-15,12.098
2024-02-16,12.146
2024-02-17,12.146
2024-02-18,12.146
2024-02-19,12.146
2024-02-20,12.143
2024-02-21,12.179
2024-02-22,12.477
2024-02-23,12.572
2024-02-24,12.572
2024-02-25,12.572
2024-02-26,12.31
2024-02-27,12.178
2024-02-28,12.246
2024-02-29,12.056
2024-03-01,12.07
2024-03-02,12.07
2024-03-03,12.07
2024-03-04,11.752
2024-03-05,11.838
2024-03-06,12.325
2024-03-07,12.161
2024-03-08,12.356
2024-03-09,12.356
2024-03-10,12.356
2024-03-11,12.878
2024-03-12,12.714
2024-03-13,12.81
2024-03-14,12.769
2024-03-15,12.654
2024-03-16,12.654
2024-03-17,12.654
2024-03-18,12.554
2024-03-19,12.514
2024-03-20,12.551
2024-03-21,12.454
2024-03-22,12.341
2024-03-23,12.341
2024-03-24,12.341
2024-03-25,12.373
2024-03-26,12.445
2024-03-27,12.53
2024-03-28,12.517
2024-03-29,12.517
2024-03-30,12.517
2024-03-31,12.517
2024-04-01,12.503
2024-04-02,12.427
2024-04-03,12.272
2024-04-04,12.015
2024-04-05,12.02
2024-04-06,12.02
2024-04-07,12.02
2024-04-08,11.984
