,OGS US Equity
2023-06-23,17.228
2023-06-24,17.228
2023-06-25,17.228
2023-06-26,17.357
2023-06-27,17.429
2023-06-28,17.242
2023-06-29,17.436
2023-06-30,17.323
2023-07-01,17.323
2023-07-02,17.323
2023-07-03,17.377
2023-07-04,17.377
2023-07-05,17.337
2023-07-06,17.143
2023-07-07,16.734
2023-07-08,16.734
2023-07-09,16.734
2023-07-10,16.982
2023-07-11,17.258
2023-07-12,17.551
2023-07-13,17.585
2023-07-14,17.188
2023-07-15,17.188
2023-07-16,17.188
2023-07-17,17.47
2023-07-18,17.585
2023-07-19,17.77
2023-07-20,18.063
2023-07-21,18.163
2023-07-22,18.163
2023-07-23,18.163
2023-07-24,18.165
2023-07-25,18.208
2023-07-26,18.339
2023-07-27,17.906
2023-07-28,17.87
2023-07-29,17.87
2023-07-30,17.87
2023-07-31,17.83
2023-08-01,17.598
2023-08-02,17.894
2023-08-03,17.6
2023-08-04,17.47
2023-08-05,17.47
2023-08-06,17.47
2023-08-07,17.553
2023-08-08,17.249
2023-08-09,17.161
2023-08-10,17.17
2023-08-11,17.052
2023-08-12,17.052
2023-08-13,17.052
2023-08-14,16.84
2023-08-15,16.718
2023-08-16,17.006
2023-08-17,16.954
2023-08-18,17.006
2023-08-19,17.006
2023-08-20,17.006
2023-08-21,16.954
2023-08-22,17.063
2023-08-23,17.024
2023-08-24,16.865
2023-08-25,17.033
2023-08-26,17.033
2023-08-27,17.033
2023-08-28,16.942
2023-08-29,16.974
2023-08-30,16.826
2023-08-31,16.492
2023-09-01,16.628
2023-09-02,16.628
2023-09-03,16.628
2023-09-04,16.628
2023-09-05,16.451
2023-09-06,16.665
2023-09-07,16.796
2023-09-08,16.849
2023-09-09,16.849
2023-09-10,16.849
2023-09-11,16.978
2023-09-12,16.814
2023-09-13,16.844
2023-09-14,16.962
2023-09-15,17.203
2023-09-16,17.203
2023-09-17,17.203
2023-09-18,17.033
2023-09-19,16.862
2023-09-20,16.96
2023-09-21,16.648
2023-09-22,16.685
2023-09-23,16.685
2023-09-24,16.685
2023-09-25,16.614
2023-09-26,16.103
2023-09-27,15.902
2023-09-28,15.716
2023-09-29,15.527
2023-09-30,15.527
2023-10-01,15.527
2023-10-02,14.931
2023-10-03,15.113
2023-10-04,15.172
2023-10-05,15.229
2023-10-06,15.327
2023-10-07,15.327
2023-10-08,15.327
2023-10-09,15.548
2023-10-10,15.618
2023-10-11,15.746
2023-10-12,15.541
2023-10-13,15.716
2023-10-14,15.716
2023-10-15,15.716
2023-10-16,15.873
2023-10-17,15.823
2023-10-18,15.523
2023-10-19,15.168
2023-10-20,15.026
2023-10-21,15.026
2023-10-22,15.026
2023-10-23,14.955
2023-10-24,14.73
2023-10-25,14.544
2023-10-26,14.597
2023-10-27,14.243
2023-10-28,14.243
2023-10-29,14.243
2023-10-30,14.199
2023-10-31,14.029
2023-11-01,14.27
2023-11-02,14.482
2023-11-03,14.449
2023-11-04,14.449
2023-11-05,14.449
2023-11-06,14.449
2023-11-07,14.252
2023-11-08,13.898
2023-11-09,14.012
2023-11-10,14.043
2023-11-11,14.043
2023-11-12,14.043
2023-11-13,13.889
2023-11-14,14.463
2023-11-15,14.541
2023-11-16,14.531
2023-11-17,14.515
2023-11-18,14.515
2023-11-19,14.515
2023-11-20,14.216
2023-11-21,14.034
2023-11-22,14.091
2023-11-23,14.091
2023-11-24,14.015
2023-11-25,14.015
2023-11-26,14.015
2023-11-27,13.965
2023-11-28,14.022
2023-11-29,13.987
2023-11-30,14.193
2023-12-01,14.959
2023-12-02,14.959
2023-12-03,14.959
2023-12-04,15.495
2023-12-05,15.101
2023-12-06,15.357
2023-12-07,15.297
2023-12-08,15.412
2023-12-09,15.412
2023-12-10,15.412
2023-12-11,15.302
2023-12-12,15.284
2023-12-13,16.066
2023-12-14,16.466
2023-12-15,16.152
2023-12-16,16.152
2023-12-17,16.152
2023-12-18,16.098
2023-12-19,16.277
2023-12-20,16.095
2023-12-21,16.41
2023-12-22,16.619
2023-12-23,16.619
2023-12-24,16.619
2023-12-25,16.619
2023-12-26,16.558
2023-12-27,16.438
2023-12-28,16.417
2023-12-29,16.277
2023-12-30,16.277
2023-12-31,16.277
2024-01-01,16.277
2024-01-02,16.525
2024-01-03,16.606
2024-01-04,16.448
2024-01-05,16.33
2024-01-06,16.33
2024-01-07,16.33
2024-01-08,16.484
2024-01-09,16.098
2024-01-10,15.965
2024-01-11,15.59
2024-01-12,15.531
2024-01-13,15.531
2024-01-14,15.531
2024-01-15,15.531
2024-01-16,15.14
2024-01-17,15.035
2024-01-18,14.961
2024-01-19,15.117
2024-01-20,15.117
2024-01-21,15.117
2024-01-22,15.403
2024-01-23,15.596
2024-01-24,15.453
2024-01-25,15.617
2024-01-26,15.645
2024-01-27,15.645
2024-01-28,15.645
2024-01-29,15.912
2024-01-30,15.678
2024-01-31,15.652
2024-02-01,15.787
2024-02-02,15.627
2024-02-03,15.627
2024-02-04,15.627
2024-02-05,15.012
2024-02-06,14.964
2024-02-07,14.987
2024-02-08,15.369
2024-02-09,15.52
2024-02-10,15.52
2024-02-11,15.52
2024-02-12,15.928
2024-02-13,15.089
2024-02-14,15.277
2024-02-15,15.675
2024-02-16,15.512
2024-02-17,15.512
2024-02-18,15.512
2024-02-19,15.512
2024-02-20,15.463
2024-02-21,15.422
2024-02-22,15.674
2024-02-23,15.333
2024-02-24,15.333
2024-02-25,15.333
2024-02-26,15.072
2024-02-27,15.245
2024-02-28,15.362
2024-02-29,15.401
2024-03-01,15.37
2024-03-02,15.37
2024-03-03,15.37
2024-03-04,15.667
2024-03-05,15.884
2024-03-06,15.997
2024-03-07,16.196
2024-03-08,16.313
2024-03-09,16.313
2024-03-10,16.313
2024-03-11,16.315
2024-03-12,16.3
2024-03-13,16.083
2024-03-14,15.863
2024-03-15,15.871
2024-03-16,15.871
2024-03-17,15.871
2024-03-18,16.018
2024-03-19,16.08
2024-03-20,16.256
2024-03-21,16.271
2024-03-22,16.127
2024-03-23,16.127
2024-03-24,16.127
2024-03-25,16.15
2024-03-26,15.977
2024-03-27,16.398
2024-03-28,16.674
2024-03-29,16.674
2024-03-30,16.674
2024-03-31,16.674
2024-04-01,16.473
2024-04-02,16.546
2024-04-03,16.424
2024-04-04,16.59
2024-04-05,16.499
2024-04-06,16.499
2024-04-07,16.499
2024-04-08,16.528
