,HES US Equity
2020-04-21,5.141
2020-04-22,6.155
2020-04-23,6.513
2020-04-24,6.422
2020-04-25,6.422
2020-04-26,6.422
2020-04-27,6.529
2020-04-28,6.7
2020-04-29,7.413
2020-04-30,7.357
2020-05-01,6.697
2020-05-02,6.697
2020-05-03,6.697
2020-05-04,7.001
2020-05-05,6.979
2020-05-06,6.808
2020-05-07,7.018
2020-05-08,7.332
2020-05-09,7.332
2020-05-10,7.332
2020-05-11,7.28
2020-05-12,6.92
2020-05-13,6.543
2020-05-14,6.606
2020-05-15,6.807
2020-05-16,6.807
2020-05-17,6.807
2020-05-18,7.586
2020-05-19,7.084
2020-05-20,9.101
2020-05-21,10.119
2020-05-22,10.089
2020-05-23,10.089
2020-05-24,10.089
2020-05-25,10.089
2020-05-26,10.417
2020-05-27,10.911
2020-05-28,10.452
2020-05-29,10.243
2020-05-30,10.243
2020-05-31,10.243
2020-06-01,10.368
2020-06-02,11.016
2020-06-03,11.094
2020-06-04,11.173
2020-06-05,12.142
2020-06-06,12.142
2020-06-07,12.142
2020-06-08,12.77
2020-06-09,12.278
2020-06-10,11.405
2020-06-11,10.341
2020-06-12,10.617
2020-06-13,10.617
2020-06-14,10.617
2020-06-15,10.615
2020-06-16,11.173
2020-06-17,11.539
2020-06-18,11.823
2020-06-19,11.729
2020-06-20,11.729
2020-06-21,11.729
2020-06-22,11.862
2020-06-23,11.997
2020-06-24,11.207
2020-06-25,11.589
2020-06-26,11.097
2020-06-27,11.097
2020-06-28,11.097
2020-06-29,11.01
2020-06-30,12.45
2020-07-01,11.979
2020-07-02,12.374
2020-07-03,12.374
2020-07-04,12.374
2020-07-05,12.374
2020-07-06,11.893
2020-07-07,11.621
2020-07-08,11.852
2020-07-09,10.737
2020-07-10,10.79
2020-07-11,10.79
2020-07-12,10.79
2020-07-13,10.891
2020-07-14,11.538
2020-07-15,11.913
2020-07-16,11.916
2020-07-17,11.762
2020-07-18,11.762
2020-07-19,11.762
2020-07-20,11.844
2020-07-21,12.841
2020-07-22,12.799
2020-07-23,12.541
2020-07-24,12.457
2020-07-25,12.457
2020-07-26,12.457
2020-07-27,12.522
2020-07-28,11.977
2020-07-29,12.479
2020-07-30,11.58
2020-07-31,11.986
2020-08-01,11.986
2020-08-02,11.986
2020-08-03,12.669
2020-08-04,12.883
2020-08-05,13.627
2020-08-06,13.572
2020-08-07,13.48
2020-08-08,13.48
2020-08-09,13.48
2020-08-10,14.016
2020-08-11,13.605
2020-08-12,13.683
2020-08-13,13.404
2020-08-14,13.671
2020-08-15,13.671
2020-08-16,13.671
2020-08-17,13.338
2020-08-18,12.715
2020-08-19,12.065
2020-08-20,11.977
2020-08-21,11.821
2020-08-22,11.821
2020-08-23,11.821
2020-08-24,11.9
2020-08-25,12.022
2020-08-26,11.596
2020-08-27,11.626
2020-08-28,11.756
2020-08-29,11.756
2020-08-30,11.756
2020-08-31,11.53
2020-09-01,11.505
2020-09-02,11.493
2020-09-03,11.623
2020-09-04,11.339
2020-09-05,11.339
2020-09-06,11.339
2020-09-07,11.339
2020-09-08,10.991
2020-09-09,11.291
2020-09-10,10.466
2020-09-11,10.401
2020-09-12,10.401
2020-09-13,10.401
2020-09-14,10.604
2020-09-15,10.365
2020-09-16,10.757
2020-09-17,10.769
2020-09-18,10.47
2020-09-19,10.47
2020-09-20,10.47
2020-09-21,10.015
2020-09-22,10.034
2020-09-23,9.492
2020-09-24,9.504
2020-09-25,9.752
2020-09-26,9.752
2020-09-27,9.752
2020-09-28,9.885
2020-09-29,9.803
2020-09-30,9.861
2020-10-01,9.246
2020-10-02,8.945
2020-10-03,8.945
2020-10-04,8.945
2020-10-05,9.337
2020-10-06,9.37
2020-10-07,9.298
2020-10-08,8.881
2020-10-09,8.759
2020-10-10,8.759
2020-10-11,8.759
2020-10-12,8.892
2020-10-13,9.003
2020-10-14,8.989
2020-10-15,9.159
2020-10-16,8.865
2020-10-17,8.865
2020-10-18,8.865
2020-10-19,8.851
2020-10-20,9.084
2020-10-21,8.926
2020-10-22,9.42
2020-10-23,9.449
2020-10-24,9.449
2020-10-25,9.449
2020-10-26,8.983
2020-10-27,8.976
2020-10-28,8.786
2020-10-29,9.643
2020-10-30,9.9
2020-10-31,9.9
2020-11-01,9.9
2020-11-02,10.118
2020-11-03,9.818
2020-11-04,9.9
2020-11-05,9.842
2020-11-06,9.706
2020-11-07,9.706
2020-11-08,9.706
2020-11-09,11.541
2020-11-10,11.861
2020-11-11,11.652
2020-11-12,11.014
2020-11-13,11.498
2020-11-14,11.498
2020-11-15,11.498
2020-11-16,12.605
2020-11-17,12.737
2020-11-18,11.456
2020-11-19,11.715
2020-11-20,11.583
2020-11-21,11.583
2020-11-22,11.583
2020-11-23,12.429
2020-11-24,14.551
2020-11-25,14.264
2020-11-26,14.264
2020-11-27,13.773
2020-11-28,13.773
2020-11-29,13.773
2020-11-30,12.799
2020-12-01,12.956
2020-12-02,13.322
2020-12-03,13.835
2020-12-04,14.755
2020-12-05,14.755
2020-12-06,14.755
2020-12-07,14.25
2020-12-08,14.495
2020-12-09,14.863
2020-12-10,15.745
2020-12-11,15.561
2020-12-12,15.561
2020-12-13,15.561
2020-12-14,14.877
2020-12-15,15.567
2020-12-16,15.627
2020-12-17,15.673
2020-12-18,15.474
2020-12-19,15.474
2020-12-20,15.474
2020-12-21,15.015
2020-12-22,14.406
2020-12-23,14.223
2020-12-24,14.05
2020-12-25,14.05
2020-12-26,14.05
2020-12-27,14.05
2020-12-28,13.864
2020-12-29,13.796
2020-12-30,14.111
2020-12-31,13.853
2021-01-01,13.853
2021-01-02,13.853
2021-01-03,13.853
2021-01-04,13.86
2021-01-05,14.842
2021-01-06,15.679
2021-01-07,16.054
2021-01-08,15.815
2021-01-09,15.815
2021-01-10,15.815
2021-01-11,14.776
2021-01-12,15.479
2021-01-13,15.696
2021-01-14,16.41
2021-01-15,15.705
2021-01-16,15.705
2021-01-17,15.705
2021-01-18,15.705
2021-01-19,15.903
2021-01-20,15.895
2021-01-21,15.5
2021-01-22,13.947
2021-01-23,13.947
2021-01-24,13.947
2021-01-25,13.509
2021-01-26,13.309
2021-01-27,12.542
2021-01-28,12.419
2021-01-29,11.452
2021-01-30,11.452
2021-01-31,11.452
2021-02-01,11.562
2021-02-02,11.558
2021-02-03,12.381
2021-02-04,12.277
2021-02-05,12.079
2021-02-06,12.079
2021-02-07,12.079
2021-02-08,12.809
2021-02-09,12.4
2021-02-10,11.887
2021-02-11,11.533
2021-02-12,11.947
2021-02-13,11.947
2021-02-14,11.947
2021-02-15,11.947
2021-02-16,12.296
2021-02-17,12.309
2021-02-18,12.09
2021-02-19,12.66
2021-02-20,12.66
2021-02-21,12.66
2021-02-22,13.024
2021-02-23,13.592
2021-02-24,13.699
2021-02-25,13.333
2021-02-26,13.105
2021-02-27,13.105
2021-02-28,13.105
2021-03-01,13.105
2021-03-02,12.945
2021-03-03,13.522
2021-03-04,14.264
2021-03-05,15.121
2021-03-06,15.121
2021-03-07,15.121
2021-03-08,15.327
2021-03-09,14.645
2021-03-10,14.726
2021-03-11,15.204
2021-03-12,15.059
2021-03-13,15.059
2021-03-14,15.059
2021-03-15,14.391
2021-03-16,13.943
2021-03-17,14.314
2021-03-18,13.659
2021-03-19,13.868
2021-03-20,13.868
2021-03-21,13.868
2021-03-22,13.845
2021-03-23,13.534
2021-03-24,13.963
2021-03-25,13.936
2021-03-26,14.618
2021-03-27,14.618
2021-03-28,14.618
2021-03-29,14.474
2021-03-30,14.272
2021-03-31,14.366
2021-04-01,15.436
2021-04-02,15.436
2021-04-03,15.436
2021-04-04,15.436
2021-04-05,14.665
2021-04-06,14.506
2021-04-07,14.816
2021-04-08,13.525
2021-04-09,13.593
2021-04-10,13.593
2021-04-11,13.593
2021-04-12,13.462
2021-04-13,13.016
2021-04-14,13.301
2021-04-15,12.32
2021-04-16,12.105
2021-04-17,12.105
2021-04-18,12.105
2021-04-19,12.111
2021-04-20,11.777
2021-04-21,11.828
2021-04-22,11.654
2021-04-23,11.701
2021-04-24,11.701
2021-04-25,11.701
2021-04-26,11.85
2021-04-27,12.25
2021-04-28,13.281
2021-04-29,12.737
2021-04-30,11.937
2021-05-01,11.937
2021-05-02,11.937
2021-05-03,12.305
2021-05-04,12.339
2021-05-05,12.945
2021-05-06,12.999
2021-05-07,13.198
2021-05-08,13.198
2021-05-09,13.198
2021-05-10,13.202
2021-05-11,12.979
2021-05-12,12.978
2021-05-13,12.77
2021-05-14,13.32
2021-05-15,13.32
2021-05-16,13.32
2021-05-17,13.419
2021-05-18,13.166
2021-05-19,12.846
2021-05-20,12.726
2021-05-21,12.723
2021-05-22,12.723
2021-05-23,12.723
2021-05-24,13.072
2021-05-25,12.799
2021-05-26,12.61
2021-05-27,12.789
2021-05-28,12.583
2021-05-29,12.583
2021-05-30,12.583
2021-05-31,12.583
2021-06-01,13.176
2021-06-02,13.271
2021-06-03,13.154
2021-06-04,13.367
2021-06-05,13.367
2021-06-06,13.367
2021-06-07,13.387
2021-06-08,13.557
2021-06-09,13.361
2021-06-10,13.384
2021-06-11,13.129
2021-06-12,13.129
2021-06-13,13.129
2021-06-14,13.018
2021-06-15,13.31
2021-06-16,12.996
2021-06-17,12.524
2021-06-18,12.337
2021-06-19,12.337
2021-06-20,12.337
2021-06-21,12.913
2021-06-22,12.658
2021-06-23,12.611
2021-06-24,12.641
2021-06-25,12.758
2021-06-26,12.758
2021-06-27,12.758
2021-06-28,12.31
2021-06-29,12.311
2021-06-30,12.441
2021-07-01,12.665
2021-07-02,12.562
2021-07-03,12.562
2021-07-04,12.562
2021-07-05,12.562
2021-07-06,12.067
2021-07-07,11.806
2021-07-08,11.676
2021-07-09,11.875
2021-07-10,11.875
2021-07-11,11.875
2021-07-12,11.959
2021-07-13,11.861
2021-07-14,11.363
2021-07-15,10.876
2021-07-16,10.597
2021-07-17,10.597
2021-07-18,10.597
2021-07-19,10.123
2021-07-20,10.204
2021-07-21,10.488
2021-07-22,10.142
2021-07-23,10.002
2021-07-24,10.002
2021-07-25,10.002
2021-07-26,10.046
2021-07-27,9.808
2021-07-28,10.146
2021-07-29,11.276
2021-07-30,11.099
2021-07-31,11.099
2021-08-01,11.099
2021-08-02,10.755
2021-08-03,10.93
2021-08-04,10.476
2021-08-05,10.67
2021-08-06,10.662
2021-08-07,10.662
2021-08-08,10.662
2021-08-09,10.537
2021-08-10,10.683
2021-08-11,10.708
2021-08-12,10.606
2021-08-13,10.304
2021-08-14,10.304
2021-08-15,10.304
2021-08-16,9.939
2021-08-17,9.782
2021-08-18,9.538
2021-08-19,9.368
2021-08-20,9.476
2021-08-21,9.476
2021-08-22,9.476
2021-08-23,9.834
2021-08-24,10.046
2021-08-25,10.216
2021-08-26,9.963
2021-08-27,10.325
2021-08-28,10.325
2021-08-29,10.325
2021-08-30,10.211
2021-08-31,10.163
2021-09-01,10.172
2021-09-02,10.535
2021-09-03,10.334
2021-09-04,10.334
2021-09-05,10.334
2021-09-06,10.334
2021-09-07,10.364
2021-09-08,10.109
2021-09-09,10.15
2021-09-10,10.03
2021-09-11,10.03
2021-09-12,10.03
2021-09-13,10.566
2021-09-14,10.235
2021-09-15,10.803
2021-09-16,10.731
2021-09-17,10.609
2021-09-18,10.609
2021-09-19,10.609
2021-09-20,10.052
2021-09-21,10.009
2021-09-22,10.528
2021-09-23,11.105
2021-09-24,11.183
2021-09-25,11.183
2021-09-26,11.183
2021-09-27,11.651
2021-09-28,11.583
2021-09-29,11.539
2021-09-30,11.502
2021-10-01,11.949
2021-10-02,11.949
2021-10-03,11.949
2021-10-04,12.089
2021-10-05,12.283
2021-10-06,12.104
2021-10-07,12.21
2021-10-08,12.639
2021-10-09,12.639
2021-10-10,12.639
2021-10-11,12.745
2021-10-12,12.774
2021-10-13,12.887
2021-10-14,12.988
2021-10-15,13.022
2021-10-16,13.022
2021-10-17,13.022
2021-10-18,12.884
2021-10-19,13.021
2021-10-20,12.943
2021-10-21,12.286
2021-10-22,12.711
2021-10-23,12.711
2021-10-24,12.711
2021-10-25,12.633
2021-10-26,12.729
2021-10-27,12.252
2021-10-28,12.042
2021-10-29,11.892
2021-10-30,11.892
2021-10-31,11.892
2021-11-01,12.156
2021-11-02,11.827
2021-11-03,11.641
2021-11-04,11.714
2021-11-05,11.773
2021-11-06,11.773
2021-11-07,11.773
2021-11-08,11.963
2021-11-09,11.948
2021-11-10,11.325
2021-11-11,11.259
2021-11-12,11.378
2021-11-13,11.378
2021-11-14,11.378
2021-11-15,11.394
2021-11-16,11.226
2021-11-17,11.027
2021-11-18,11.145
2021-11-19,10.5
2021-11-20,10.5
2021-11-21,10.5
2021-11-22,11.425
2021-11-23,12.024
2021-11-24,12.035
2021-11-25,12.035
2021-11-26,11.208
2021-11-27,11.208
2021-11-28,11.208
2021-11-29,10.948
2021-11-30,10.724
2021-12-01,10.486
2021-12-02,11.102
2021-12-03,10.949
2021-12-04,10.949
2021-12-05,10.949
2021-12-06,11.134
2021-12-07,11.516
2021-12-08,11.601
2021-12-09,11.34
2021-12-10,11.399
2021-12-11,11.399
2021-12-12,11.399
2021-12-13,11.097
2021-12-14,10.835
2021-12-15,10.723
2021-12-16,10.757
2021-12-17,10.186
2021-12-18,10.186
2021-12-19,10.186
2021-12-20,10.124
2021-12-21,10.596
2021-12-22,10.541
2021-12-23,10.452
2021-12-24,10.452
2021-12-25,10.452
2021-12-26,10.452
2021-12-27,10.806
2021-12-28,10.759
2021-12-29,10.672
2021-12-30,10.57
2021-12-31,10.58
2022-01-01,10.58
2022-01-02,10.58
2022-01-03,10.975
2022-01-04,10.476
2022-01-05,10.409
2022-01-06,10.904
2022-01-07,11.079
2022-01-08,11.079
2022-01-09,11.079
2022-01-10,10.8
2022-01-11,11.42
2022-01-12,11.615
2022-01-13,11.62
2022-01-14,11.77
2022-01-15,11.77
2022-01-16,11.77
2022-01-17,11.77
2022-01-18,11.882
2022-01-19,11.76
2022-01-20,11.468
2022-01-21,11.303
2022-01-22,11.303
2022-01-23,11.303
2022-01-24,11.474
2022-01-25,11.689
2022-01-26,11.209
2022-01-27,12.154
2022-01-28,11.875
2022-01-29,11.875
2022-01-30,11.875
2022-01-31,12.043
2022-02-01,12.201
2022-02-02,12.149
2022-02-03,12.19
2022-02-04,12.671
2022-02-05,12.671
2022-02-06,12.671
2022-02-07,12.823
2022-02-08,12.564
2022-02-09,12.538
2022-02-10,12.416
2022-02-11,12.926
2022-02-12,12.926
2022-02-13,12.926
2022-02-14,13.403
2022-02-15,13.185
2022-02-16,13.336
2022-02-17,13.328
2022-02-18,13.281
2022-02-19,13.281
2022-02-20,13.281
2022-02-21,13.281
2022-02-22,13.281
2022-02-23,12.515
2022-02-24,12.691
2022-02-25,12.992
2022-02-26,12.992
2022-02-27,12.992
2022-02-28,13.473
2022-03-01,13.524
2022-03-02,13.895
2022-03-03,13.727
2022-03-04,13.756
2022-03-05,13.756
2022-03-06,13.756
2022-03-07,13.315
2022-03-08,13.246
2022-03-09,12.619
2022-03-10,12.51
2022-03-11,12.257
2022-03-12,12.257
2022-03-13,12.257
2022-03-14,11.646
2022-03-15,11.506
2022-03-16,11.712
2022-03-17,12.008
2022-03-18,11.789
2022-03-19,11.789
2022-03-20,11.789
2022-03-21,12.129
2022-03-22,11.56
2022-03-23,12.086
2022-03-24,12.108
2022-03-25,12.168
2022-03-26,12.168
2022-03-27,12.168
2022-03-28,11.632
2022-03-29,11.661
2022-03-30,11.755
2022-03-31,11.591
2022-04-01,11.802
2022-04-02,11.802
2022-04-03,11.802
2022-04-04,11.604
2022-04-05,11.041
2022-04-06,10.477
2022-04-07,10.607
2022-04-08,11.069
2022-04-09,11.069
2022-04-10,11.069
2022-04-11,11.022
2022-04-12,11.105
2022-04-13,11.305
2022-04-14,11.373
2022-04-15,11.373
2022-04-16,11.373
2022-04-17,11.373
2022-04-18,11.135
2022-04-19,11.007
2022-04-20,11.053
2022-04-21,10.6
2022-04-22,10.171
2022-04-23,10.171
2022-04-24,10.171
2022-04-25,9.654
2022-04-26,9.547
2022-04-27,9.38
2022-04-28,9.576
2022-04-29,9.386
2022-04-30,9.386
2022-05-01,9.386
2022-05-02,9.35
2022-05-03,9.759
2022-05-04,10.182
2022-05-05,10.007
2022-05-06,10.708
2022-05-07,10.708
2022-05-08,10.708
2022-05-09,9.847
2022-05-10,9.758
2022-05-11,9.884
2022-05-12,9.767
2022-05-13,10.296
2022-05-14,10.296
2022-05-15,10.296
2022-05-16,10.54
2022-05-17,10.465
2022-05-18,10.095
2022-05-19,10.028
2022-05-20,10.02
2022-05-21,10.02
2022-05-22,10.02
2022-05-23,10.279
2022-05-24,10.359
2022-05-25,10.397
2022-05-26,10.519
2022-05-27,10.53
2022-05-28,10.53
2022-05-29,10.53
2022-05-30,10.53
2022-05-31,10.512
2022-06-01,10.886
2022-06-02,10.784
2022-06-03,10.924
2022-06-04,10.924
2022-06-05,10.924
2022-06-06,10.727
2022-06-07,10.904
2022-06-08,10.942
2022-06-09,10.707
2022-06-10,10.78
2022-06-11,10.78
2022-06-12,10.78
2022-06-13,9.977
2022-06-14,9.887
2022-06-15,9.647
2022-06-16,8.952
2022-06-17,8.471
2022-06-18,8.471
2022-06-19,8.471
2022-06-20,8.471
2022-06-21,8.701
2022-06-22,8.345
2022-06-23,8.024
2022-06-24,8.212
2022-06-25,8.212
2022-06-26,8.212
2022-06-27,8.887
2022-06-28,9.373
2022-06-29,9.044
2022-06-30,8.763
2022-07-01,8.718
2022-07-02,8.718
2022-07-03,8.718
2022-07-04,8.718
2022-07-05,8.117
2022-07-06,8.033
2022-07-07,8.383
2022-07-08,8.416
2022-07-09,8.416
2022-07-10,8.416
2022-07-11,8.258
2022-07-12,7.938
2022-07-13,8.047
2022-07-14,8.001
2022-07-15,8.093
2022-07-16,8.093
2022-07-17,8.093
2022-07-18,8.5
2022-07-19,8.911
2022-07-20,9.012
2022-07-21,8.881
2022-07-22,8.789
2022-07-23,8.789
2022-07-24,8.789
2022-07-25,9.254
2022-07-26,9.16
2022-07-27,9.212
2022-07-28,9.419
2022-07-29,9.708
2022-07-30,9.708
2022-07-31,9.708
2022-08-01,9.412
2022-08-02,9.488
2022-08-03,9.146
2022-08-04,8.644
2022-08-05,8.906
2022-08-06,8.906
2022-08-07,8.906
2022-08-08,9.001
2022-08-09,9.196
2022-08-10,9.283
2022-08-11,9.904
2022-08-12,10.043
2022-08-13,10.043
2022-08-14,10.043
2022-08-15,9.803
2022-08-16,9.754
2022-08-17,9.919
2022-08-18,10.284
2022-08-19,10.26
2022-08-20,10.26
2022-08-21,10.26
2022-08-22,10.16
2022-08-23,10.502
2022-08-24,10.763
2022-08-25,10.896
2022-08-26,10.892
2022-08-27,10.892
2022-08-28,10.892
2022-08-29,10.97
2022-08-30,10.24
2022-08-31,9.981
2022-09-01,9.623
2022-09-02,9.991
2022-09-03,9.991
2022-09-04,9.991
2022-09-05,9.991
2022-09-06,9.87
2022-09-07,9.748
2022-09-08,9.759
2022-09-09,10.12
2022-09-10,10.12
2022-09-11,10.12
2022-09-12,10.372
2022-09-13,10.109
2022-09-14,10.333
2022-09-15,10.031
2022-09-16,9.794
2022-09-17,9.794
2022-09-18,9.794
2022-09-19,9.684
2022-09-20,9.607
2022-09-21,9.414
2022-09-22,9.559
2022-09-23,8.751
2022-09-24,8.751
2022-09-25,8.751
2022-09-26,8.428
2022-09-27,8.454
2022-09-28,9.057
2022-09-29,9.128
2022-09-30,9.115
2022-10-01,9.115
2022-10-02,9.115
2022-10-03,9.835
2022-10-04,10.656
2022-10-05,10.926
2022-10-06,11.261
2022-10-07,11.305
2022-10-08,11.305
2022-10-09,11.305
2022-10-10,11.18
2022-10-11,10.949
2022-10-12,10.94
2022-10-13,11.264
2022-10-14,10.982
2022-10-15,10.982
2022-10-16,10.982
2022-10-17,11.19
2022-10-18,11.059
2022-10-19,11.368
2022-10-20,11.482
2022-10-21,11.987
2022-10-22,11.987
2022-10-23,11.987
2022-10-24,12.047
2022-10-25,12.002
2022-10-26,12.589
2022-10-27,12.564
2022-10-28,12.456
2022-10-29,12.456
2022-10-30,12.456
2022-10-31,12.519
2022-11-01,12.716
2022-11-02,12.459
2022-11-03,12.61
2022-11-04,13.003
2022-11-05,13.003
2022-11-06,13.003
2022-11-07,13.202
2022-11-08,13.498
2022-11-09,12.535
2022-11-10,12.729
2022-11-11,13.22
2022-11-12,13.22
2022-11-13,13.22
2022-11-14,13.213
2022-11-15,13.57
2022-11-16,13.321
2022-11-17,13.319
2022-11-18,13.036
2022-11-19,13.036
2022-11-20,13.036
2022-11-21,12.791
2022-11-22,13.374
2022-11-23,13.113
2022-11-24,13.113
2022-11-25,13.1
2022-11-26,13.1
2022-11-27,13.1
2022-11-28,13.419
2022-11-29,13.655
2022-11-30,13.841
2022-12-01,13.789
2022-12-02,13.854
2022-12-03,13.854
2022-12-04,13.854
2022-12-05,13.51
2022-12-06,13.192
2022-12-07,13.111
2022-12-08,12.981
2022-12-09,12.604
2022-12-10,12.604
2022-12-11,12.604
2022-12-12,12.727
2022-12-13,13.016
2022-12-14,12.772
2022-12-15,12.632
2022-12-16,12.511
2022-12-17,12.511
2022-12-18,12.511
2022-12-19,12.569
2022-12-20,12.793
2022-12-21,13.196
2022-12-22,12.726
2022-12-23,13.327
2022-12-24,13.327
2022-12-25,13.327
2022-12-26,13.327
2022-12-27,13.489
2022-12-28,13.068
2022-12-29,13.277
2022-12-30,13.386
2022-12-31,13.386
2023-01-01,13.386
2023-01-02,13.386
2023-01-03,12.697
2023-01-04,12.89
2023-01-05,13.285
2023-01-06,13.561
2023-01-07,13.561
2023-01-08,13.561
2023-01-09,14.044
2023-01-10,13.6
2023-01-11,13.696
2023-01-12,14.228
2023-01-13,14.368
2023-01-14,14.368
2023-01-15,14.368
2023-01-16,14.368
2023-01-17,14.329
2023-01-18,14.181
2023-01-19,14.483
2023-01-20,14.464
2023-01-21,14.464
2023-01-22,14.464
2023-01-23,14.717
2023-01-24,14.616
2023-01-25,15.14
2023-01-26,15.533
2023-01-27,15.127
2023-01-28,15.127
2023-01-29,15.127
2023-01-30,14.81
2023-01-31,14.653
2023-02-01,14.025
2023-02-02,13.496
2023-02-03,13.378
2023-02-04,13.378
2023-02-05,13.378
2023-02-06,13.352
2023-02-07,13.93
2023-02-08,13.899
2023-02-09,13.696
2023-02-10,14.329
2023-02-11,14.329
2023-02-12,14.329
2023-02-13,14.374
2023-02-14,14.469
2023-02-15,14.275
2023-02-16,14.055
2023-02-17,13.249
2023-02-18,13.249
2023-02-19,13.249
2023-02-20,13.249
2023-02-21,13.191
2023-02-22,13.07
2023-02-23,13.184
2023-02-24,13.49
2023-02-25,13.49
2023-02-26,13.49
2023-02-27,13.84
2023-02-28,13.424
2023-03-01,13.739
2023-03-02,14.218
2023-03-03,14.311
2023-03-04,14.311
2023-03-05,14.311
2023-03-06,14.448
2023-03-07,13.973
2023-03-08,13.869
2023-03-09,13.912
2023-03-10,13.515
2023-03-11,13.515
2023-03-12,13.515
2023-03-13,12.953
2023-03-14,12.958
2023-03-15,12.086
2023-03-16,12.072
2023-03-17,11.879
2023-03-18,11.879
2023-03-19,11.879
2023-03-20,12.223
2023-03-21,12.658
2023-03-22,12.414
2023-03-23,12.283
2023-03-24,12.651
2023-03-25,12.651
2023-03-26,12.651
2023-03-27,12.893
2023-03-28,13.213
2023-03-29,13.56
2023-03-30,13.506
2023-03-31,13.493
2023-04-01,13.493
2023-04-02,13.493
2023-04-03,14.669
2023-04-04,14.898
2023-04-05,15.498
2023-04-06,15.292
2023-04-07,15.292
2023-04-08,15.292
2023-04-09,15.292
2023-04-10,15.521
2023-04-11,15.871
2023-04-12,16.025
2023-04-13,16.115
2023-04-14,16.598
2023-04-15,16.598
2023-04-16,16.598
2023-04-17,16.236
2023-04-18,16.253
2023-04-19,15.993
2023-04-20,15.77
2023-04-21,15.754
2023-04-22,15.754
2023-04-23,15.754
2023-04-24,15.961
2023-04-25,15.461
2023-04-26,15.519
2023-04-27,15.317
2023-04-28,15.872
2023-04-29,15.872
2023-04-30,15.872
2023-05-01,15.715
2023-05-02,15.034
2023-05-03,14.839
2023-05-04,14.383
2023-05-05,14.971
2023-05-06,14.971
2023-05-07,14.971
2023-05-08,15.366
2023-05-09,15.285
2023-05-10,15.182
2023-05-11,14.635
2023-05-12,14.679
2023-05-13,14.679
2023-05-14,14.679
2023-05-15,14.789
2023-05-16,14.431
2023-05-17,14.746
2023-05-18,14.849
2023-05-19,14.807
2023-05-20,14.807
2023-05-21,14.807
2023-05-22,15.12
2023-05-23,14.974
2023-05-24,15.104
2023-05-25,14.62
2023-05-26,14.744
2023-05-27,14.744
2023-05-28,14.744
2023-05-29,14.744
2023-05-30,14.482
2023-05-31,14.344
2023-06-01,14.615
2023-06-02,15.138
2023-06-03,15.138
2023-06-04,15.138
2023-06-05,14.845
2023-06-06,14.907
2023-06-07,15.452
2023-06-08,15.445
2023-06-09,15.711
2023-06-10,15.711
2023-06-11,15.711
2023-06-12,15.523
2023-06-13,15.65
2023-06-14,15.41
2023-06-15,15.614
2023-06-16,15.586
2023-06-17,15.586
2023-06-18,15.586
2023-06-19,15.586
2023-06-20,15.218
2023-06-21,15.317
2023-06-22,15.384
2023-06-23,15.149
