,SYY US Equity
2021-01-12,17.661
2021-01-13,17.158
2021-01-14,17.008
2021-01-15,17.022
2021-01-16,17.022
2021-01-17,17.022
2021-01-18,17.022
2021-01-19,16.864
2021-01-20,17.348
2021-01-21,17.563
2021-01-22,17.188
2021-01-23,17.188
2021-01-24,17.188
2021-01-25,16.687
2021-01-26,16.955
2021-01-27,16.463
2021-01-28,16.95
2021-01-29,16.347
2021-01-30,16.347
2021-01-31,16.347
2021-02-01,16.361
2021-02-02,16.522
2021-02-03,17.234
2021-02-04,17.261
2021-02-05,17.387
2021-02-06,17.387
2021-02-07,17.387
2021-02-08,17.351
2021-02-09,17.183
2021-02-10,17.167
2021-02-11,17.185
2021-02-12,17.189
2021-02-13,17.189
2021-02-14,17.189
2021-02-15,17.189
2021-02-16,17.223
2021-02-17,16.885
2021-02-18,16.894
2021-02-19,17.295
2021-02-20,17.295
2021-02-21,17.295
2021-02-22,17.735
2021-02-23,17.841
2021-02-24,18.258
2021-02-25,18.127
2021-02-26,17.954
2021-02-27,17.954
2021-02-28,17.954
2021-03-01,18.242
2021-03-02,18.044
2021-03-03,18.375
2021-03-04,17.906
2021-03-05,18.441
2021-03-06,18.441
2021-03-07,18.441
2021-03-08,18.42
2021-03-09,17.893
2021-03-10,18.314
2021-03-11,18.269
2021-03-12,18.804
2021-03-13,18.804
2021-03-14,18.804
2021-03-15,18.768
2021-03-16,18.139
2021-03-17,18.209
2021-03-18,17.771
2021-03-19,17.97
2021-03-20,17.97
2021-03-21,17.97
2021-03-22,17.722
2021-03-23,17.537
2021-03-24,17.507
2021-03-25,17.945
2021-03-26,18.179
2021-03-27,18.179
2021-03-28,18.179
2021-03-29,17.818
2021-03-30,18.012
2021-03-31,17.854
2021-04-01,17.684
2021-04-02,17.684
2021-04-03,17.684
2021-04-04,17.684
2021-04-05,17.976
2021-04-06,18.423
2021-04-07,18.287
2021-04-08,18.278
2021-04-09,18.227
2021-04-10,18.227
2021-04-11,18.227
2021-04-12,18.232
2021-04-13,17.989
2021-04-14,18.0
2021-04-15,18.011
2021-04-16,18.006
2021-04-17,18.006
2021-04-18,18.006
2021-04-19,18.123
2021-04-20,17.951
2021-04-21,18.418
2021-04-22,18.413
2021-04-23,18.471
2021-04-24,18.471
2021-04-25,18.471
2021-04-26,18.391
2021-04-27,18.617
2021-04-28,18.605
2021-04-29,18.813
2021-04-30,18.938
2021-05-01,18.938
2021-05-02,18.938
2021-05-03,18.784
2021-05-04,17.635
2021-05-05,17.328
2021-05-06,17.816
2021-05-07,18.0
2021-05-08,18.0
2021-05-09,18.0
2021-05-10,17.504
2021-05-11,17.165
2021-05-12,16.582
2021-05-13,16.866
2021-05-14,17.045
2021-05-15,17.045
2021-05-16,17.045
2021-05-17,17.071
2021-05-18,16.824
2021-05-19,16.465
2021-05-20,16.558
2021-05-21,16.54
2021-05-22,16.54
2021-05-23,16.54
2021-05-24,16.073
2021-05-25,16.301
2021-05-26,16.217
2021-05-27,16.087
2021-05-28,16.199
2021-05-29,16.199
2021-05-30,16.199
2021-05-31,16.199
2021-06-01,16.289
2021-06-02,16.135
2021-06-03,16.057
2021-06-04,15.921
2021-06-05,15.921
2021-06-06,15.921
2021-06-07,15.965
2021-06-08,16.061
2021-06-09,15.891
2021-06-10,15.785
2021-06-11,15.973
2021-06-12,15.973
2021-06-13,15.973
2021-06-14,15.879
2021-06-15,15.843
2021-06-16,15.487
2021-06-17,15.207
2021-06-18,14.941
2021-06-19,14.941
2021-06-20,14.941
2021-06-21,15.471
2021-06-22,15.425
2021-06-23,15.453
2021-06-24,15.445
2021-06-25,15.407
2021-06-26,15.407
2021-06-27,15.407
2021-06-28,15.243
2021-06-29,15.135
2021-06-30,15.549
2021-07-01,15.456
2021-07-02,15.41
2021-07-03,15.41
2021-07-04,15.41
2021-07-05,15.41
2021-07-06,15.158
2021-07-07,15.06
2021-07-08,14.947
2021-07-09,15.319
2021-07-10,15.319
2021-07-11,15.319
2021-07-12,15.136
2021-07-13,14.75
2021-07-14,14.732
2021-07-15,14.605
2021-07-16,14.402
2021-07-17,14.402
2021-07-18,14.402
2021-07-19,14.178
2021-07-20,14.621
2021-07-21,14.742
2021-07-22,14.478
2021-07-23,14.661
2021-07-24,14.661
2021-07-25,14.661
2021-07-26,14.733
2021-07-27,14.787
2021-07-28,14.799
2021-07-29,15.086
2021-07-30,14.91
2021-07-31,14.91
2021-08-01,14.91
2021-08-02,14.705
2021-08-03,14.58
2021-08-04,14.417
2021-08-05,14.773
2021-08-06,14.853
2021-08-07,14.853
2021-08-08,14.853
2021-08-09,14.759
2021-08-10,15.594
2021-08-11,15.293
2021-08-12,15.363
2021-08-13,15.347
2021-08-14,15.347
2021-08-15,15.347
2021-08-16,15.207
2021-08-17,15.08
2021-08-18,14.748
2021-08-19,14.482
2021-08-20,14.72
2021-08-21,14.72
2021-08-22,14.72
2021-08-23,14.867
2021-08-24,15.038
2021-08-25,15.172
2021-08-26,15.147
2021-08-27,15.383
2021-08-28,15.383
2021-08-29,15.383
2021-08-30,15.141
2021-08-31,15.268
2021-09-01,15.141
2021-09-02,15.021
2021-09-03,14.827
2021-09-04,14.827
2021-09-05,14.827
2021-09-06,14.827
2021-09-07,14.787
2021-09-08,14.647
2021-09-09,14.946
2021-09-10,14.676
2021-09-11,14.676
2021-09-12,14.676
2021-09-13,14.735
2021-09-14,14.526
2021-09-15,14.62
2021-09-16,14.714
2021-09-17,14.585
2021-09-18,14.585
2021-09-19,14.585
2021-09-20,14.595
2021-09-21,14.658
2021-09-22,14.894
2021-09-23,15.295
2021-09-24,15.427
2021-09-25,15.427
2021-09-26,15.427
2021-09-27,15.653
2021-09-28,15.469
2021-09-29,15.513
2021-09-30,15.166
2021-10-01,15.615
2021-10-02,15.615
2021-10-03,15.615
2021-10-04,15.731
2021-10-05,15.599
2021-10-06,15.671
2021-10-07,16.011
2021-10-08,16.104
2021-10-09,16.104
2021-10-10,16.104
2021-10-11,16.009
2021-10-12,16.048
2021-10-13,15.844
2021-10-14,15.92
2021-10-15,15.918
2021-10-16,15.918
2021-10-17,15.918
2021-10-18,15.779
2021-10-19,15.787
2021-10-20,15.492
2021-10-21,15.455
2021-10-22,15.27
2021-10-23,15.27
2021-10-24,15.27
2021-10-25,15.148
2021-10-26,14.952
2021-10-27,14.832
2021-10-28,14.875
2021-10-29,14.925
2021-10-30,14.925
2021-10-31,14.925
2021-11-01,15.21
2021-11-02,15.063
2021-11-03,15.018
2021-11-04,15.06
2021-11-05,15.758
2021-11-06,15.758
2021-11-07,15.758
2021-11-08,15.584
2021-11-09,15.497
2021-11-10,15.245
2021-11-11,15.055
2021-11-12,14.791
2021-11-13,14.791
2021-11-14,14.791
2021-11-15,14.858
2021-11-16,14.878
2021-11-17,14.709
2021-11-18,14.567
2021-11-19,14.419
2021-11-20,14.419
2021-11-21,14.419
2021-11-22,14.652
2021-11-23,14.874
2021-11-24,14.839
2021-11-25,14.839
2021-11-26,14.139
2021-11-27,14.139
2021-11-28,14.139
2021-11-29,14.23
2021-11-30,13.616
2021-12-01,13.233
2021-12-02,13.643
2021-12-03,13.604
2021-12-04,13.604
2021-12-05,13.604
2021-12-06,14.193
2021-12-07,14.179
2021-12-08,14.292
2021-12-09,14.364
2021-12-10,14.325
2021-12-11,14.325
2021-12-12,14.325
2021-12-13,14.268
2021-12-14,14.296
2021-12-15,14.5
2021-12-16,14.445
2021-12-17,14.042
2021-12-18,14.042
2021-12-19,14.042
2021-12-20,13.867
2021-12-21,14.505
2021-12-22,14.657
2021-12-23,14.926
2021-12-24,14.926
2021-12-25,14.926
2021-12-26,14.926
2021-12-27,15.093
2021-12-28,15.251
2021-12-29,15.177
2021-12-30,15.189
2021-12-31,15.296
2022-01-01,15.296
2022-01-02,15.296
2022-01-03,15.336
2022-01-04,15.71
2022-01-05,15.578
2022-01-06,15.567
2022-01-07,15.721
2022-01-08,15.721
2022-01-09,15.721
2022-01-10,15.496
2022-01-11,15.324
2022-01-12,15.277
2022-01-13,15.713
2022-01-14,15.613
2022-01-15,15.613
2022-01-16,15.613
2022-01-17,15.613
2022-01-18,15.442
2022-01-19,15.202
2022-01-20,15.268
2022-01-21,15.147
2022-01-22,15.147
2022-01-23,15.147
2022-01-24,15.1
2022-01-25,15.096
2022-01-26,15.094
2022-01-27,15.016
2022-01-28,15.206
2022-01-29,15.206
2022-01-30,15.206
2022-01-31,15.324
2022-02-01,15.58
2022-02-02,15.684
2022-02-03,15.535
2022-02-04,15.44
2022-02-05,15.44
2022-02-06,15.44
2022-02-07,15.667
2022-02-08,16.147
2022-02-09,16.205
2022-02-10,16.517
2022-02-11,16.443
2022-02-12,16.443
2022-02-13,16.443
2022-02-14,16.328
2022-02-15,16.83
2022-02-16,16.983
2022-02-17,16.723
2022-02-18,16.582
2022-02-19,16.582
2022-02-20,16.582
2022-02-21,16.582
2022-02-22,16.719
2022-02-23,16.689
2022-02-24,16.862
2022-02-25,17.317
2022-02-26,17.317
2022-02-27,17.317
2022-02-28,17.287
2022-03-01,17.098
2022-03-02,17.539
2022-03-03,17.283
2022-03-04,16.862
2022-03-05,16.862
2022-03-06,16.862
2022-03-07,15.431
2022-03-08,14.947
2022-03-09,15.83
2022-03-10,15.874
2022-03-11,15.445
2022-03-12,15.445
2022-03-13,15.445
2022-03-14,15.235
2022-03-15,15.439
2022-03-16,15.894
2022-03-17,15.828
2022-03-18,16.124
2022-03-19,16.124
2022-03-20,16.124
2022-03-21,16.027
2022-03-22,16.098
2022-03-23,15.963
2022-03-24,16.181
2022-03-25,16.058
2022-03-26,16.058
2022-03-27,16.058
2022-03-28,16.064
2022-03-29,16.493
2022-03-30,16.471
2022-03-31,16.297
2022-04-01,16.449
2022-04-02,16.449
2022-04-03,16.449
2022-04-04,16.543
2022-04-05,16.467
2022-04-06,16.575
2022-04-07,16.703
2022-04-08,17.08
2022-04-09,17.08
2022-04-10,17.08
2022-04-11,16.908
2022-04-12,16.88
2022-04-13,17.299
2022-04-14,17.194
2022-04-15,17.194
2022-04-16,17.194
2022-04-17,17.194
2022-04-18,17.123
2022-04-19,17.559
2022-04-20,17.758
2022-04-21,17.886
2022-04-22,17.699
2022-04-23,17.699
2022-04-24,17.699
2022-04-25,17.886
2022-04-26,17.469
2022-04-27,17.483
2022-04-28,17.603
2022-04-29,17.037
2022-04-30,17.037
2022-05-01,17.037
2022-05-02,16.969
2022-05-03,17.093
2022-05-04,17.18
2022-05-05,16.668
2022-05-06,16.435
2022-05-07,16.435
2022-05-08,16.435
2022-05-09,16.157
2022-05-10,16.965
2022-05-11,16.518
2022-05-12,16.22
2022-05-13,16.636
2022-05-14,16.636
2022-05-15,16.636
2022-05-16,16.527
2022-05-17,16.796
2022-05-18,15.778
2022-05-19,15.459
2022-05-20,15.049
2022-05-21,15.049
2022-05-22,15.049
2022-05-23,15.364
2022-05-24,15.074
2022-05-25,15.471
2022-05-26,16.194
2022-05-27,16.515
2022-05-28,16.515
2022-05-29,16.515
2022-05-30,16.515
2022-05-31,16.456
2022-06-01,16.275
2022-06-02,16.484
2022-06-03,16.47
2022-06-04,16.47
2022-06-05,16.47
2022-06-06,16.562
2022-06-07,16.638
2022-06-08,16.648
2022-06-09,16.126
2022-06-10,16.013
2022-06-11,16.013
2022-06-12,16.013
2022-06-13,15.584
2022-06-14,15.667
2022-06-15,15.792
2022-06-16,15.334
2022-06-17,15.399
2022-06-18,15.399
2022-06-19,15.399
2022-06-20,15.399
2022-06-21,15.653
2022-06-22,15.307
2022-06-23,15.801
2022-06-24,16.728
2022-06-25,16.728
2022-06-26,16.728
2022-06-27,16.832
2022-06-28,16.626
2022-06-29,16.675
2022-06-30,16.656
2022-07-01,16.972
2022-07-02,16.972
2022-07-03,16.972
2022-07-04,16.972
2022-07-05,16.752
2022-07-06,16.677
2022-07-07,16.919
2022-07-08,16.939
2022-07-09,16.939
2022-07-10,16.939
2022-07-11,16.976
2022-07-12,16.986
2022-07-13,16.962
2022-07-14,17.055
2022-07-15,17.228
2022-07-16,17.228
2022-07-17,17.228
2022-07-18,16.971
2022-07-19,17.17
2022-07-20,17.341
2022-07-21,17.083
2022-07-22,17.071
2022-07-23,17.071
2022-07-24,17.071
2022-07-25,17.268
2022-07-26,16.938
2022-07-27,16.975
2022-07-28,17.154
2022-07-29,16.686
2022-07-30,16.686
2022-07-31,16.686
2022-08-01,16.902
2022-08-02,16.786
2022-08-03,16.981
2022-08-04,16.959
2022-08-05,16.951
2022-08-06,16.951
2022-08-07,16.951
2022-08-08,17.048
2022-08-09,16.273
2022-08-10,16.327
2022-08-11,16.407
2022-08-12,16.908
2022-08-13,16.908
2022-08-14,16.908
2022-08-15,16.986
2022-08-16,17.242
2022-08-17,17.096
2022-08-18,17.246
2022-08-19,17.318
2022-08-20,17.318
2022-08-21,17.318
2022-08-22,16.956
2022-08-23,17.038
2022-08-24,17.192
2022-08-25,17.26
2022-08-26,16.708
2022-08-27,16.708
2022-08-28,16.708
2022-08-29,16.598
2022-08-30,16.503
2022-08-31,16.396
2022-09-01,16.322
2022-09-02,16.109
2022-09-03,16.109
2022-09-04,16.109
2022-09-05,16.109
2022-09-06,16.045
2022-09-07,16.538
2022-09-08,16.566
2022-09-09,16.736
2022-09-10,16.736
2022-09-11,16.736
2022-09-12,16.806
2022-09-13,16.091
2022-09-14,15.842
2022-09-15,15.892
2022-09-16,15.599
2022-09-17,15.599
2022-09-18,15.599
2022-09-19,15.918
2022-09-20,15.866
2022-09-21,15.65
2022-09-22,15.437
2022-09-23,14.946
2022-09-24,14.946
2022-09-25,14.946
2022-09-26,14.687
2022-09-27,14.559
2022-09-28,14.715
2022-09-29,14.26
2022-09-30,14.106
2022-10-01,14.106
2022-10-02,14.106
2022-10-03,14.406
2022-10-04,14.987
2022-10-05,15.087
2022-10-06,14.737
2022-10-07,14.52
2022-10-08,14.52
2022-10-09,14.52
2022-10-10,14.643
2022-10-11,14.782
2022-10-12,14.671
2022-10-13,14.985
2022-10-14,14.838
2022-10-15,14.838
2022-10-16,14.838
2022-10-17,15.208
2022-10-18,15.494
2022-10-19,15.584
2022-10-20,15.534
2022-10-21,16.108
2022-10-22,16.108
2022-10-23,16.108
2022-10-24,16.401
2022-10-25,16.605
2022-10-26,16.808
2022-10-27,16.849
2022-10-28,17.297
2022-10-29,17.297
2022-10-30,17.297
2022-10-31,17.414
2022-11-01,16.949
2022-11-02,16.517
2022-11-03,16.477
2022-11-04,16.666
2022-11-05,16.666
2022-11-06,16.666
2022-11-07,16.901
2022-11-08,16.942
2022-11-09,16.852
2022-11-10,17.112
2022-11-11,17.159
2022-11-12,17.159
2022-11-13,17.159
2022-11-14,17.193
2022-11-15,16.916
2022-11-16,17.09
2022-11-17,17.048
2022-11-18,17.242
2022-11-19,17.242
2022-11-20,17.242
2022-11-21,17.277
2022-11-22,17.475
2022-11-23,17.445
2022-11-24,17.445
2022-11-25,17.524
2022-11-26,17.524
2022-11-27,17.524
2022-11-28,17.419
2022-11-29,17.248
2022-11-30,17.536
2022-12-01,17.441
2022-12-02,17.297
2022-12-03,17.297
2022-12-04,17.297
2022-12-05,17.256
2022-12-06,17.08
2022-12-07,17.066
2022-12-08,17.009
2022-12-09,16.637
2022-12-10,16.637
2022-12-11,16.637
2022-12-12,16.819
2022-12-13,16.694
2022-12-14,16.619
2022-12-15,15.85
2022-12-16,15.929
2022-12-17,15.929
2022-12-18,15.929
2022-12-19,15.773
2022-12-20,15.848
2022-12-21,15.617
2022-12-22,15.633
2022-12-23,15.809
2022-12-24,15.809
2022-12-25,15.809
2022-12-26,15.809
2022-12-27,15.785
2022-12-28,15.587
2022-12-29,15.556
2022-12-30,15.477
2022-12-31,15.477
2023-01-01,15.477
2023-01-02,15.477
2023-01-03,15.384
2023-01-04,15.524
2023-01-05,15.54
2023-01-06,16.037
2023-01-07,16.037
2023-01-08,16.037
2023-01-09,16.137
2023-01-10,16.292
2023-01-11,16.415
2023-01-12,16.344
2023-01-13,16.36
2023-01-14,16.36
2023-01-15,16.36
2023-01-16,16.36
2023-01-17,16.311
2023-01-18,15.787
2023-01-19,15.719
2023-01-20,15.895
2023-01-21,15.895
2023-01-22,15.895
2023-01-23,16.185
2023-01-24,15.952
2023-01-25,16.164
2023-01-26,15.999
2023-01-27,15.907
2023-01-28,15.907
2023-01-29,15.907
2023-01-30,15.95
2023-01-31,16.077
2023-02-01,16.25
2023-02-02,16.099
2023-02-03,16.048
2023-02-04,16.048
2023-02-05,16.048
2023-02-06,16.088
2023-02-07,16.154
2023-02-08,15.936
2023-02-09,15.987
2023-02-10,16.221
2023-02-11,16.221
2023-02-12,16.221
2023-02-13,16.357
2023-02-14,16.262
2023-02-15,16.179
2023-02-16,16.198
2023-02-17,16.457
2023-02-18,16.457
2023-02-19,16.457
2023-02-20,16.457
2023-02-21,16.06
2023-02-22,16.198
2023-02-23,16.005
2023-02-24,15.875
2023-02-25,15.875
2023-02-26,15.875
2023-02-27,15.848
2023-02-28,15.612
2023-03-01,15.72
2023-03-02,15.817
2023-03-03,15.965
2023-03-04,15.965
2023-03-05,15.965
2023-03-06,15.984
2023-03-07,15.831
2023-03-08,15.668
2023-03-09,15.567
2023-03-10,15.32
2023-03-11,15.32
2023-03-12,15.32
2023-03-13,15.471
2023-03-14,15.641
2023-03-15,15.708
2023-03-16,15.607
2023-03-17,15.28
2023-03-18,15.28
2023-03-19,15.28
2023-03-20,15.541
2023-03-21,15.774
2023-03-22,15.535
2023-03-23,15.361
2023-03-24,15.636
2023-03-25,15.636
2023-03-26,15.636
2023-03-27,15.93
2023-03-28,15.997
2023-03-29,16.213
2023-03-30,16.118
2023-03-31,16.179
2023-04-01,16.179
2023-04-02,16.179
2023-04-03,16.374
2023-04-04,16.286
2023-04-05,16.328
2023-04-06,16.29
2023-04-07,16.29
2023-04-08,16.29
2023-04-09,16.29
2023-04-10,16.383
2023-04-11,16.511
2023-04-12,15.776
2023-04-13,15.74
2023-04-14,15.491
2023-04-15,15.491
2023-04-16,15.491
2023-04-17,15.884
2023-04-18,15.79
2023-04-19,15.788
2023-04-20,15.712
2023-04-21,15.957
2023-04-22,15.957
2023-04-23,15.957
2023-04-24,15.945
2023-04-25,15.833
2023-04-26,15.621
2023-04-27,15.866
2023-04-28,16.217
2023-04-29,16.217
2023-04-30,16.217
2023-05-01,16.234
2023-05-02,16.155
2023-05-03,16.152
2023-05-04,16.223
2023-05-05,16.485
2023-05-06,16.485
2023-05-07,16.485
2023-05-08,16.337
2023-05-09,16.468
2023-05-10,15.938
2023-05-11,15.997
2023-05-12,16.21
2023-05-13,16.21
2023-05-14,16.21
2023-05-15,16.183
2023-05-16,15.959
2023-05-17,15.933
2023-05-18,15.909
2023-05-19,15.896
2023-05-20,15.896
2023-05-21,15.896
2023-05-22,15.6
2023-05-23,15.383
2023-05-24,15.483
2023-05-25,15.32
2023-05-26,15.365
2023-05-27,15.365
2023-05-28,15.365
2023-05-29,15.365
2023-05-30,15.105
2023-05-31,15.198
2023-06-01,15.487
2023-06-02,15.782
2023-06-03,15.782
2023-06-04,15.782
2023-06-05,15.761
2023-06-06,15.832
2023-06-07,15.793
2023-06-08,15.661
2023-06-09,15.761
2023-06-10,15.761
2023-06-11,15.761
2023-06-12,15.715
2023-06-13,15.809
2023-06-14,15.824
2023-06-15,15.955
2023-06-16,15.953
2023-06-17,15.953
2023-06-18,15.953
2023-06-19,15.953
2023-06-20,15.751
2023-06-21,15.777
2023-06-22,15.916
