,CIR US Equity
2020-04-09,3.187
2020-04-10,3.187
2020-04-11,3.187
2020-04-12,3.187
2020-04-13,3.23
2020-04-14,3.124
2020-04-15,2.955
2020-04-16,2.72
2020-04-17,3.029
2020-04-18,3.029
2020-04-19,3.029
2020-04-20,2.749
2020-04-21,2.815
2020-04-22,2.934
2020-04-23,3.024
2020-04-24,2.887
2020-04-25,2.887
2020-04-26,2.887
2020-04-27,2.934
2020-04-28,3.335
2020-04-29,3.879
2020-04-30,3.939
2020-05-01,3.322
2020-05-02,3.322
2020-05-03,3.322
2020-05-04,3.045
2020-05-05,3.005
2020-05-06,2.892
2020-05-07,3.129
2020-05-08,3.158
2020-05-09,3.158
2020-05-10,3.158
2020-05-11,3.066
2020-05-12,3.058
2020-05-13,2.649
2020-05-14,2.826
2020-05-15,2.818
2020-05-16,2.818
2020-05-17,2.818
2020-05-18,3.142
2020-05-19,3.037
2020-05-20,3.166
2020-05-21,3.462
2020-05-22,3.507
2020-05-23,3.507
2020-05-24,3.507
2020-05-25,3.507
2020-05-26,4.325
2020-05-27,4.119
2020-05-28,4.208
2020-05-29,4.243
2020-05-30,4.243
2020-05-31,4.243
2020-06-01,4.714
2020-06-02,4.372
2020-06-03,4.315
2020-06-04,4.588
2020-06-05,5.194
2020-06-06,5.194
2020-06-07,5.194
2020-06-08,5.91
2020-06-09,5.43
2020-06-10,5.099
2020-06-11,4.464
2020-06-12,4.779
2020-06-13,4.779
2020-06-14,4.779
2020-06-15,5.088
2020-06-16,5.448
2020-06-17,5.155
2020-06-18,5.027
2020-06-19,5.261
2020-06-20,5.261
2020-06-21,5.261
2020-06-22,4.95
2020-06-23,4.966
2020-06-24,4.534
2020-06-25,4.788
2020-06-26,5.191
2020-06-27,5.191
2020-06-28,5.191
2020-06-29,5.502
2020-06-30,5.739
2020-07-01,5.518
2020-07-02,5.628
2020-07-03,5.628
2020-07-04,5.628
2020-07-05,5.628
2020-07-06,5.554
2020-07-07,5.475
2020-07-08,5.363
2020-07-09,5.178
2020-07-10,5.342
2020-07-11,5.342
2020-07-12,5.342
2020-07-13,5.489
2020-07-14,5.766
2020-07-15,6.288
2020-07-16,6.315
2020-07-17,6.259
2020-07-18,6.259
2020-07-19,6.259
2020-07-20,6.185
2020-07-21,6.367
2020-07-22,6.376
2020-07-23,6.486
2020-07-24,6.291
2020-07-25,6.291
2020-07-26,6.291
2020-07-27,6.329
2020-07-28,6.273
2020-07-29,6.43
2020-07-30,6.345
2020-07-31,5.905
2020-08-01,5.905
2020-08-02,5.905
2020-08-03,6.306
2020-08-04,6.514
2020-08-05,6.831
2020-08-06,6.797
2020-08-07,7.007
2020-08-08,7.007
2020-08-09,7.007
2020-08-10,6.735
2020-08-11,6.64
2020-08-12,6.677
2020-08-13,6.59
2020-08-14,6.685
2020-08-15,6.685
2020-08-16,6.685
2020-08-17,6.573
2020-08-18,6.319
2020-08-19,6.269
2020-08-20,6.174
2020-08-21,6.043
2020-08-22,6.043
2020-08-23,6.043
2020-08-24,6.286
2020-08-25,6.275
2020-08-26,6.28
2020-08-27,6.466
2020-08-28,6.575
2020-08-29,6.575
2020-08-30,6.575
2020-08-31,6.432
2020-09-01,6.516
2020-09-02,6.521
2020-09-03,6.193
2020-09-04,6.306
2020-09-05,6.306
2020-09-06,6.306
2020-09-07,6.306
2020-09-08,5.937
2020-09-09,6.0
2020-09-10,5.941
2020-09-11,5.855
2020-09-12,5.855
2020-09-13,5.855
2020-09-14,5.889
2020-09-15,5.807
2020-09-16,5.92
2020-09-17,5.92
2020-09-18,6.02
2020-09-19,6.02
2020-09-20,6.02
2020-09-21,5.488
2020-09-22,5.714
2020-09-23,5.521
2020-09-24,5.69
2020-09-25,5.781
2020-09-26,5.781
2020-09-27,5.781
2020-09-28,5.996
2020-09-29,6.011
2020-09-30,5.933
2020-10-01,5.987
2020-10-02,6.1
2020-10-03,6.1
2020-10-04,6.1
2020-10-05,6.115
2020-10-06,6.043
2020-10-07,6.33
2020-10-08,6.39
2020-10-09,6.43
2020-10-10,6.43
2020-10-11,6.43
2020-10-12,7.026
2020-10-13,6.969
2020-10-14,7.019
2020-10-15,7.115
2020-10-16,6.974
2020-10-17,6.974
2020-10-18,6.974
2020-10-19,6.885
2020-10-20,7.082
2020-10-21,6.866
2020-10-22,7.026
2020-10-23,7.035
2020-10-24,7.035
2020-10-25,7.035
2020-10-26,6.847
2020-10-27,6.621
2020-10-28,6.353
2020-10-29,6.353
2020-10-30,6.565
2020-10-31,6.565
2020-11-01,6.565
2020-11-02,6.772
2020-11-03,6.92
2020-11-04,6.635
2020-11-05,6.619
2020-11-06,6.706
2020-11-07,6.706
2020-11-08,6.706
2020-11-09,8.014
2020-11-10,8.301
2020-11-11,7.981
2020-11-12,7.736
2020-11-13,7.868
2020-11-14,7.868
2020-11-15,7.868
2020-11-16,8.205
2020-11-17,8.16
2020-11-18,8.322
2020-11-19,8.558
2020-11-20,8.388
2020-11-21,8.388
2020-11-22,8.388
2020-11-23,8.598
2020-11-24,9.064
2020-11-25,8.673
2020-11-26,8.673
2020-11-27,8.52
2020-11-28,8.52
2020-11-29,8.52
2020-11-30,7.781
2020-12-01,8.04
2020-12-02,8.219
2020-12-03,8.464
2020-12-04,8.955
2020-12-05,8.955
2020-12-06,8.955
2020-12-07,8.861
2020-12-08,8.675
2020-12-09,8.715
2020-12-10,8.746
2020-12-11,8.565
2020-12-12,8.565
2020-12-13,8.565
2020-12-14,8.539
2020-12-15,9.548
2020-12-16,9.416
2020-12-17,9.638
2020-12-18,9.472
2020-12-19,9.472
2020-12-20,9.472
2020-12-21,9.135
2020-12-22,8.898
2020-12-23,9.314
2020-12-24,9.426
2020-12-25,9.426
2020-12-26,9.426
2020-12-27,9.426
2020-12-28,9.533
2020-12-29,9.523
2020-12-30,9.76
2020-12-31,9.806
2021-01-01,9.806
2021-01-02,9.806
2021-01-03,9.806
2021-01-04,9.005
2021-01-05,9.281
2021-01-06,9.88
2021-01-07,10.018
2021-01-08,9.717
2021-01-09,9.717
2021-01-10,9.717
2021-01-11,9.658
2021-01-12,10.026
2021-01-13,9.786
2021-01-14,10.003
2021-01-15,9.745
2021-01-16,9.745
2021-01-17,9.745
2021-01-18,9.745
2021-01-19,9.732
2021-01-20,9.824
2021-01-21,9.245
2021-01-22,9.242
2021-01-23,9.242
2021-01-24,9.242
2021-01-25,9.105
2021-01-26,8.931
2021-01-27,8.452
2021-01-28,8.495
2021-01-29,8.156
2021-01-30,8.156
2021-01-31,8.156
2021-02-01,8.273
2021-02-02,8.406
2021-02-03,8.339
2021-02-04,8.487
2021-02-05,8.684
2021-02-06,8.684
2021-02-07,8.684
2021-02-08,8.862
2021-02-09,8.806
2021-02-10,8.536
2021-02-11,8.497
2021-02-12,8.533
2021-02-13,8.533
2021-02-14,8.533
2021-02-15,8.533
2021-02-16,8.778
2021-02-17,8.666
2021-02-18,8.355
2021-02-19,8.89
2021-02-20,8.89
2021-02-21,8.89
2021-02-22,9.018
2021-02-23,8.737
2021-02-24,9.638
2021-02-25,9.163
2021-02-26,9.084
2021-02-27,9.084
2021-02-28,9.084
2021-03-01,10.041
2021-03-02,9.985
2021-03-03,9.668
2021-03-04,10.052
2021-03-05,10.257
2021-03-06,10.257
2021-03-07,10.257
2021-03-08,10.994
2021-03-09,11.12
2021-03-10,11.477
2021-03-11,11.216
2021-03-12,11.939
2021-03-13,11.939
2021-03-14,11.939
2021-03-15,12.295
2021-03-16,11.643
2021-03-17,11.558
2021-03-18,10.845
2021-03-19,10.301
2021-03-20,10.301
2021-03-21,10.301
2021-03-22,9.959
2021-03-23,9.74
2021-03-24,9.629
2021-03-25,9.556
2021-03-26,9.886
2021-03-27,9.886
2021-03-28,9.886
2021-03-29,9.55
2021-03-30,10.111
2021-03-31,10.181
2021-04-01,10.342
2021-04-02,10.342
2021-04-03,10.342
2021-04-04,10.342
2021-04-05,10.503
2021-04-06,10.295
2021-04-07,9.69
2021-04-08,10.006
2021-04-09,10.038
2021-04-10,10.038
2021-04-11,10.038
2021-04-12,10.117
2021-04-13,9.658
2021-04-14,9.848
2021-04-15,9.76
2021-04-16,10.064
2021-04-17,10.064
2021-04-18,10.064
2021-04-19,9.883
2021-04-20,9.678
2021-04-21,9.985
2021-04-22,9.833
2021-04-23,9.88
2021-04-24,9.88
2021-04-25,9.88
2021-04-26,10.091
2021-04-27,9.918
2021-04-28,9.959
2021-04-29,10.018
2021-04-30,10.05
2021-05-01,10.05
2021-05-02,10.05
2021-05-03,10.102
2021-05-04,10.424
2021-05-05,10.529
2021-05-06,10.775
2021-05-07,10.921
2021-05-08,10.921
2021-05-09,10.921
2021-05-10,11.05
2021-05-11,10.629
2021-05-12,10.03
2021-05-13,10.549
2021-05-14,10.887
2021-05-15,10.887
2021-05-16,10.887
2021-05-17,11.087
2021-05-18,11.028
2021-05-19,10.479
2021-05-20,10.449
2021-05-21,10.875
2021-05-22,10.875
2021-05-23,10.875
2021-05-24,10.963
2021-05-25,10.825
2021-05-26,10.852
2021-05-27,11.122
2021-05-28,11.051
2021-05-29,11.051
2021-05-30,11.051
2021-05-31,11.051
2021-06-01,11.454
2021-06-02,11.36
2021-06-03,11.266
2021-06-04,11.325
2021-06-05,11.325
2021-06-06,11.325
2021-06-07,11.181
2021-06-08,11.348
2021-06-09,11.137
2021-06-10,10.893
2021-06-11,10.919
2021-06-12,10.919
2021-06-13,10.919
2021-06-14,10.722
2021-06-15,10.881
2021-06-16,10.631
2021-06-17,10.056
2021-06-18,9.568
2021-06-19,9.568
2021-06-20,9.568
2021-06-21,9.389
2021-06-22,9.204
2021-06-23,9.457
2021-06-24,9.762
2021-06-25,9.659
2021-06-26,9.659
2021-06-27,9.659
2021-06-28,9.642
2021-06-29,9.565
2021-06-30,9.574
2021-07-01,9.451
2021-07-02,9.419
2021-07-03,9.419
2021-07-04,9.419
2021-07-05,9.419
2021-07-06,9.093
2021-07-07,8.972
2021-07-08,9.151
2021-07-09,9.465
2021-07-10,9.465
2021-07-11,9.465
2021-07-12,9.695
2021-07-13,9.31
2021-07-14,8.99
2021-07-15,8.963
2021-07-16,8.652
2021-07-17,8.652
2021-07-18,8.652
2021-07-19,8.338
2021-07-20,8.738
2021-07-21,9.055
2021-07-22,8.761
2021-07-23,8.859
2021-07-24,8.859
2021-07-25,8.859
2021-07-26,8.901
2021-07-27,8.907
2021-07-28,8.963
2021-07-29,9.161
2021-07-30,9.138
2021-07-31,9.138
2021-08-01,9.138
2021-08-02,8.987
2021-08-03,9.153
2021-08-04,8.759
2021-08-05,8.856
2021-08-06,9.079
2021-08-07,9.079
2021-08-08,9.079
2021-08-09,8.877
2021-08-10,9.285
2021-08-11,9.459
2021-08-12,9.337
2021-08-13,9.299
2021-08-14,9.299
2021-08-15,9.299
2021-08-16,9.174
2021-08-17,9.375
2021-08-18,9.427
2021-08-19,9.131
2021-08-20,9.532
2021-08-21,9.532
2021-08-22,9.532
2021-08-23,9.965
2021-08-24,10.346
2021-08-25,10.285
2021-08-26,10.154
2021-08-27,10.477
2021-08-28,10.477
2021-08-29,10.477
2021-08-30,10.378
2021-08-31,10.392
2021-09-01,10.308
2021-09-02,10.026
2021-09-03,9.596
2021-09-04,9.596
2021-09-05,9.596
2021-09-06,9.596
2021-09-07,9.718
2021-09-08,9.753
2021-09-09,9.776
2021-09-10,9.477
2021-09-11,9.477
2021-09-12,9.477
2021-09-13,9.547
2021-09-14,9.241
2021-09-15,9.279
2021-09-16,9.259
2021-09-17,9.305
2021-09-18,9.305
2021-09-19,9.305
2021-09-20,9.105
2021-09-21,9.015
2021-09-22,9.253
2021-09-23,9.57
2021-09-24,9.712
2021-09-25,9.712
2021-09-26,9.712
2021-09-27,10.023
2021-09-28,9.933
2021-09-29,9.91
2021-09-30,9.596
2021-10-01,9.916
2021-10-02,9.916
2021-10-03,9.916
2021-10-04,9.869
2021-10-05,10.032
2021-10-06,9.631
2021-10-07,9.846
2021-10-08,9.756
2021-10-09,9.756
2021-10-10,9.756
2021-10-11,9.24
2021-10-12,9.25
2021-10-13,9.184
2021-10-14,9.524
2021-10-15,9.729
2021-10-16,9.729
2021-10-17,9.729
2021-10-18,9.795
2021-10-19,9.958
2021-10-20,9.949
2021-10-21,9.91
2021-10-22,9.741
2021-10-23,9.741
2021-10-24,9.741
2021-10-25,9.527
2021-10-26,9.292
2021-10-27,8.94
2021-10-28,8.922
2021-10-29,8.596
2021-10-30,8.596
2021-10-31,8.596
2021-11-01,9.63
2021-11-02,9.687
2021-11-03,9.846
2021-11-04,9.62
2021-11-05,10.44
2021-11-06,10.44
2021-11-07,10.44
2021-11-08,10.554
2021-11-09,10.5
2021-11-10,10.614
2021-11-11,10.696
2021-11-12,10.34
2021-11-13,10.34
2021-11-14,10.34
2021-11-15,10.191
2021-11-16,10.524
2021-11-17,10.685
2021-11-18,10.685
2021-11-19,10.698
2021-11-20,10.698
2021-11-21,10.698
2021-11-22,10.478
2021-11-23,10.404
2021-11-24,10.375
2021-11-25,10.375
2021-11-26,9.654
2021-11-27,9.654
2021-11-28,9.654
2021-11-29,9.509
2021-11-30,8.713
2021-12-01,8.364
2021-12-02,8.691
2021-12-03,8.697
2021-12-04,8.697
2021-12-05,8.697
2021-12-06,9.101
2021-12-07,9.137
2021-12-08,9.192
2021-12-09,9.15
2021-12-10,8.875
2021-12-11,8.875
2021-12-12,8.875
2021-12-13,8.425
2021-12-14,8.409
2021-12-15,8.561
2021-12-16,8.471
2021-12-17,7.916
2021-12-18,7.916
2021-12-19,7.916
2021-12-20,7.798
2021-12-21,8.012
2021-12-22,8.087
2021-12-23,8.494
2021-12-24,8.494
2021-12-25,8.494
2021-12-26,8.494
2021-12-27,8.739
2021-12-28,8.627
2021-12-29,8.528
2021-12-30,8.441
2021-12-31,8.441
2022-01-01,8.441
2022-01-02,8.441
2022-01-03,8.519
2022-01-04,8.55
2022-01-05,8.214
2022-01-06,8.096
2022-01-07,7.978
2022-01-08,7.978
2022-01-09,7.978
2022-01-10,7.717
2022-01-11,8.048
2022-01-12,7.88
2022-01-13,8.0
2022-01-14,7.942
2022-01-15,7.942
2022-01-16,7.942
2022-01-17,7.942
2022-01-18,7.703
2022-01-19,7.864
2022-01-20,8.784
2022-01-21,8.904
2022-01-22,8.904
2022-01-23,8.904
2022-01-24,9.007
2022-01-25,8.837
2022-01-26,8.801
2022-01-27,8.595
2022-01-28,8.757
2022-01-29,8.757
2022-01-30,8.757
2022-01-31,9.226
2022-02-01,8.957
2022-02-02,8.97
2022-02-03,8.867
2022-02-04,8.681
2022-02-05,8.681
2022-02-06,8.681
2022-02-07,8.934
2022-02-08,9.395
2022-02-09,9.518
2022-02-10,9.103
2022-02-11,9.066
2022-02-12,9.066
2022-02-13,9.066
2022-02-14,9.023
2022-02-15,9.159
2022-02-16,9.189
2022-02-17,9.169
2022-02-18,9.336
2022-02-19,9.336
2022-02-20,9.336
2022-02-21,9.336
2022-02-22,8.99
2022-02-23,8.628
2022-02-24,8.714
2022-02-25,8.907
2022-02-26,8.907
2022-02-27,8.907
2022-02-28,8.95
2022-03-01,8.482
2022-03-02,8.605
2022-03-03,8.565
2022-03-04,8.07
2022-03-05,8.07
2022-03-06,8.07
2022-03-07,7.917
2022-03-08,8.033
2022-03-09,8.475
2022-03-10,8.326
2022-03-11,8.027
2022-03-12,8.027
2022-03-13,8.027
2022-03-14,7.827
2022-03-15,9.179
2022-03-16,9.286
2022-03-17,9.565
2022-03-18,9.611
2022-03-19,9.611
2022-03-20,9.611
2022-03-21,9.405
2022-03-22,9.329
2022-03-23,9.229
2022-03-24,9.11
2022-03-25,9.219
2022-03-26,9.219
2022-03-27,9.219
2022-03-28,9.143
2022-03-29,9.339
2022-03-30,8.967
2022-03-31,8.844
2022-04-01,8.907
2022-04-02,8.907
2022-04-03,8.907
2022-04-04,8.734
2022-04-05,8.395
2022-04-06,8.219
2022-04-07,8.143
2022-04-08,7.993
2022-04-09,7.993
2022-04-10,7.993
2022-04-11,7.797
2022-04-12,7.86
2022-04-13,7.98
2022-04-14,7.934
2022-04-15,7.934
2022-04-16,7.934
2022-04-17,7.934
2022-04-18,7.873
2022-04-19,8.147
2022-04-20,8.203
2022-04-21,8.087
2022-04-22,7.823
2022-04-23,7.823
2022-04-24,7.823
2022-04-25,7.843
2022-04-26,7.457
2022-04-27,6.987
2022-04-28,6.983
2022-04-29,6.55
2022-04-30,6.55
2022-05-01,6.55
2022-05-02,6.47
2022-05-03,6.38
2022-05-04,6.687
2022-05-05,6.2
2022-05-06,6.0
2022-05-07,6.0
2022-05-08,6.0
2022-05-09,6.217
2022-05-10,6.273
2022-05-11,6.317
2022-05-12,6.477
2022-05-13,6.413
2022-05-14,6.413
2022-05-15,6.413
2022-05-16,6.4
2022-05-17,6.613
2022-05-18,6.483
2022-05-19,6.39
2022-05-20,6.26
2022-05-21,6.26
2022-05-22,6.26
2022-05-23,6.513
2022-05-24,6.243
2022-05-25,6.103
2022-05-26,6.307
2022-05-27,6.473
2022-05-28,6.473
2022-05-29,6.473
2022-05-30,6.473
2022-05-31,6.48
2022-06-01,6.667
2022-06-02,6.657
2022-06-03,6.48
2022-06-04,6.48
2022-06-05,6.48
2022-06-06,6.573
2022-06-07,6.77
2022-06-08,6.547
2022-06-09,6.68
2022-06-10,6.163
2022-06-11,6.163
2022-06-12,6.163
2022-06-13,5.793
2022-06-14,5.557
2022-06-15,5.543
2022-06-16,5.177
2022-06-17,5.22
2022-06-18,5.22
2022-06-19,5.22
2022-06-20,5.22
2022-06-21,5.28
2022-06-22,5.373
2022-06-23,5.233
2022-06-24,5.183
2022-06-25,5.183
2022-06-26,5.183
2022-06-27,5.12
2022-06-28,5.05
2022-06-29,5.063
2022-06-30,5.463
2022-07-01,5.38
2022-07-02,5.38
2022-07-03,5.38
2022-07-04,5.38
2022-07-05,5.44
2022-07-06,5.043
2022-07-07,5.173
2022-07-08,5.163
2022-07-09,5.163
2022-07-10,5.163
2022-07-11,4.82
2022-07-12,4.557
2022-07-13,4.753
2022-07-14,4.78
2022-07-15,4.917
2022-07-16,4.917
2022-07-17,4.917
2022-07-18,5.06
2022-07-19,5.25
2022-07-20,5.24
2022-07-21,5.293
2022-07-22,5.113
2022-07-23,5.113
2022-07-24,5.113
2022-07-25,5.2
2022-07-26,5.688
2022-07-27,6.303
2022-07-28,6.374
2022-07-29,6.455
2022-07-30,6.455
2022-07-31,6.455
2022-08-01,6.726
2022-08-02,6.567
2022-08-03,6.696
2022-08-04,6.544
2022-08-05,6.522
2022-08-06,6.522
2022-08-07,6.522
2022-08-08,6.448
2022-08-09,6.374
2022-08-10,6.708
2022-08-11,7.398
2022-08-12,7.666
2022-08-13,7.666
2022-08-14,7.666
2022-08-15,7.674
2022-08-16,7.705
2022-08-17,7.814
2022-08-18,10.625
2022-08-19,9.948
2022-08-20,9.948
2022-08-21,9.948
2022-08-22,9.109
2022-08-23,9.12
2022-08-24,9.339
2022-08-25,9.484
2022-08-26,8.979
2022-08-27,8.979
2022-08-28,8.979
2022-08-29,8.708
2022-08-30,8.688
2022-08-31,8.49
2022-09-01,8.286
2022-09-02,8.156
2022-09-03,8.156
2022-09-04,8.156
2022-09-05,8.156
2022-09-06,8.302
2022-09-07,8.813
2022-09-08,8.74
2022-09-09,9.099
2022-09-10,9.099
2022-09-11,9.099
2022-09-12,9.266
2022-09-13,8.677
2022-09-14,8.786
2022-09-15,8.99
2022-09-16,8.76
2022-09-17,8.76
2022-09-18,8.76
2022-09-19,8.828
2022-09-20,8.516
2022-09-21,8.464
2022-09-22,7.792
2022-09-23,7.521
2022-09-24,7.521
2022-09-25,7.521
2022-09-26,7.021
2022-09-27,7.052
2022-09-28,7.427
2022-09-29,7.516
2022-09-30,8.589
2022-10-01,8.589
2022-10-02,8.589
2022-10-03,12.534
2022-10-04,13.565
2022-10-05,13.98
2022-10-06,13.701
2022-10-07,12.663
2022-10-08,12.663
2022-10-09,12.663
2022-10-10,12.534
2022-10-11,12.498
2022-10-12,11.79
2022-10-13,12.334
2022-10-14,11.775
2022-10-15,11.775
2022-10-16,11.775
2022-10-17,12.534
2022-10-18,12.727
2022-10-19,12.534
2022-10-20,12.369
2022-10-21,12.956
2022-10-22,12.956
2022-10-23,12.956
2022-10-24,13.193
2022-10-25,13.593
2022-10-26,13.694
2022-10-27,13.837
2022-10-28,14.488
2022-10-29,14.488
2022-10-30,14.488
2022-10-31,14.796
2022-11-01,15.261
2022-11-02,14.445
2022-11-03,14.438
2022-11-04,14.767
2022-11-05,14.767
2022-11-06,14.767
2022-11-07,14.925
2022-11-08,14.868
2022-11-09,14.316
2022-11-10,15.383
2022-11-11,15.519
2022-11-12,15.519
2022-11-13,15.519
2022-11-14,15.86
2022-11-15,17.096
2022-11-16,16.433
2022-11-17,16.204
2022-11-18,16.038
2022-11-19,16.038
2022-11-20,16.038
2022-11-21,15.573
2022-11-22,15.79
2022-11-23,15.911
2022-11-24,15.911
2022-11-25,16.076
2022-11-26,16.076
2022-11-27,16.076
2022-11-28,15.79
2022-11-29,16.363
2022-11-30,17.548
2022-12-01,17.573
2022-12-02,20.14
2022-12-03,20.14
2022-12-04,20.14
2022-12-05,19.963
2022-12-06,19.638
2022-12-07,19.579
2022-12-08,19.956
2022-12-09,19.122
2022-12-10,19.122
2022-12-11,19.122
2022-12-12,19.557
2022-12-13,19.875
2022-12-14,19.587
2022-12-15,18.458
2022-12-16,17.764
2022-12-17,17.764
2022-12-18,17.764
2022-12-19,17.597
2022-12-20,17.685
2022-12-21,17.956
2022-12-22,17.194
2022-12-23,17.407
2022-12-24,17.407
2022-12-25,17.407
2022-12-26,17.407
2022-12-27,18.007
2022-12-28,17.414
2022-12-29,18.125
2022-12-30,17.553
2022-12-31,17.553
2023-01-01,17.553
2023-01-02,17.553
2023-01-03,17.297
2023-01-04,17.502
2023-01-05,17.282
2023-01-06,17.751
2023-01-07,17.751
2023-01-08,17.751
2023-01-09,18.132
2023-01-10,18.813
2023-01-11,18.703
2023-01-12,19.077
2023-01-13,19.319
2023-01-14,19.319
2023-01-15,19.319
2023-01-16,19.319
2023-01-17,19.092
2023-01-18,18.655
2023-01-19,18.378
2023-01-20,18.051
2023-01-21,18.051
2023-01-22,18.051
2023-01-23,17.293
2023-01-24,17.22
2023-01-25,17.06
2023-01-26,18.393
2023-01-27,18.916
2023-01-28,18.916
2023-01-29,18.916
2023-01-30,18.669
2023-01-31,20.109
2023-02-01,19.971
2023-02-02,20.015
2023-02-03,20.109
2023-02-04,20.109
2023-02-05,20.109
2023-02-06,19.404
2023-02-07,19.949
2023-02-08,19.738
2023-02-09,19.513
2023-02-10,19.52
2023-02-11,19.52
2023-02-12,19.52
2023-02-13,19.731
2023-02-14,19.796
2023-02-15,19.804
2023-02-16,19.498
2023-02-17,19.455
2023-02-18,19.455
2023-02-19,19.455
2023-02-20,19.455
2023-02-21,18.902
2023-02-22,17.707
2023-02-23,20.931
2023-02-24,20.582
2023-02-25,20.582
2023-02-26,20.582
2023-02-27,21.12
2023-02-28,21.287
2023-03-01,21.062
2023-03-02,21.113
2023-03-03,21.447
2023-03-04,21.447
2023-03-05,21.447
2023-03-06,20.596
2023-03-07,20.495
2023-03-08,20.676
2023-03-09,20.196
2023-03-10,18.975
2023-03-11,18.975
2023-03-12,18.975
2023-03-13,17.855
2023-03-14,17.073
2023-03-15,17.301
2023-03-16,20.006
2023-03-17,19.049
2023-03-18,19.049
2023-03-19,19.049
2023-03-20,18.848
2023-03-21,19.204
2023-03-22,18.699
2023-03-23,19.081
2023-03-24,19.32
2023-03-25,19.32
2023-03-26,19.32
2023-03-27,19.845
2023-03-28,20.239
2023-03-29,20.272
2023-03-30,20.168
2023-03-31,20.142
2023-04-01,20.142
2023-04-02,20.142
2023-04-03,20.453
2023-04-04,19.974
2023-04-05,19.45
2023-04-06,19.074
2023-04-07,19.074
2023-04-08,19.074
2023-04-09,19.074
2023-04-10,19.223
2023-04-11,19.633
2023-04-12,19.607
2023-04-13,19.285
2023-04-14,18.787
2023-04-15,18.787
2023-04-16,18.787
2023-04-17,19.239
2023-04-18,18.695
2023-04-19,18.557
2023-04-20,18.321
2023-04-21,18.079
2023-04-22,18.079
2023-04-23,18.079
2023-04-24,17.967
2023-04-25,17.436
2023-04-26,17.41
2023-04-27,18.446
2023-04-28,18.256
2023-04-29,18.256
2023-04-30,18.256
2023-05-01,18.013
2023-05-02,17.856
2023-05-03,17.652
2023-05-04,17.226
2023-05-05,17.869
2023-05-06,17.869
2023-05-07,17.869
2023-05-08,17.646
2023-05-09,17.58
2023-05-10,17.613
2023-05-11,19.37
2023-05-12,14.681
2023-05-13,14.681
2023-05-14,14.681
2023-05-15,14.744
2023-05-16,14.053
2023-05-17,14.251
2023-05-18,14.454
2023-05-19,14.522
2023-05-20,14.522
2023-05-21,14.522
2023-05-22,14.816
2023-05-23,14.217
2023-05-24,14.019
2023-05-25,14.106
2023-05-26,14.488
2023-05-27,14.488
2023-05-28,14.488
2023-05-29,14.488
2023-05-30,14.411
2023-05-31,14.0
2023-06-01,14.106
2023-06-02,15.3
2023-06-03,15.3
2023-06-04,15.3
2023-06-05,23.111
2023-06-06,23.068
2023-06-07,23.024
2023-06-08,23.058
2023-06-09,23.068
2023-06-10,23.068
2023-06-11,23.068
2023-06-12,23.063
2023-06-13,23.048
2023-06-14,23.072
2023-06-15,23.087
2023-06-16,23.043
2023-06-17,23.043
2023-06-18,23.043
2023-06-19,23.043
2023-06-20,23.126
2023-06-21,23.155
2023-06-22,23.14
