,AGCO US Equity
2020-10-23,9.178
2020-10-24,9.178
2020-10-25,9.178
2020-10-26,9.027
2020-10-27,8.646
2020-10-28,8.471
2020-10-29,8.558
2020-10-30,8.537
2020-10-31,8.537
2020-11-01,8.537
2020-11-02,8.879
2020-11-03,9.635
2020-11-04,9.118
2020-11-05,9.557
2020-11-06,9.567
2020-11-07,9.567
2020-11-08,9.567
2020-11-09,9.443
2020-11-10,9.397
2020-11-11,9.306
2020-11-12,9.396
2020-11-13,9.685
2020-11-14,9.685
2020-11-15,9.685
2020-11-16,10.126
2020-11-17,9.776
2020-11-18,9.725
2020-11-19,9.663
2020-11-20,9.641
2020-11-21,9.641
2020-11-22,9.641
2020-11-23,9.856
2020-11-24,10.092
2020-11-25,9.776
2020-11-26,9.776
2020-11-27,9.803
2020-11-28,9.803
2020-11-29,9.803
2020-11-30,9.704
2020-12-01,9.66
2020-12-02,9.637
2020-12-03,9.756
2020-12-04,9.516
2020-12-05,9.516
2020-12-06,9.516
2020-12-07,9.525
2020-12-08,9.537
2020-12-09,9.627
2020-12-10,9.544
2020-12-11,9.595
2020-12-12,9.595
2020-12-13,9.595
2020-12-14,9.074
2020-12-15,9.833
2020-12-16,9.968
2020-12-17,10.171
2020-12-18,10.329
2020-12-19,10.329
2020-12-20,10.329
2020-12-21,10.368
2020-12-22,10.351
2020-12-23,10.406
2020-12-24,10.362
2020-12-25,10.362
2020-12-26,10.362
2020-12-27,10.362
2020-12-28,10.259
2020-12-29,10.166
2020-12-30,10.259
2020-12-31,10.35
2021-01-01,10.35
2021-01-02,10.35
2021-01-03,10.35
2021-01-04,10.292
2021-01-05,10.588
2021-01-06,11.036
2021-01-07,11.526
2021-01-08,11.254
2021-01-09,11.254
2021-01-10,11.254
2021-01-11,11.489
2021-01-12,11.545
2021-01-13,11.548
2021-01-14,11.71
2021-01-15,11.494
2021-01-16,11.494
2021-01-17,11.494
2021-01-18,11.494
2021-01-19,11.673
2021-01-20,11.636
2021-01-21,11.589
2021-01-22,11.49
2021-01-23,11.49
2021-01-24,11.49
2021-01-25,11.294
2021-01-26,11.186
2021-01-27,10.353
2021-01-28,11.323
2021-01-29,11.169
2021-01-30,11.169
2021-01-31,11.169
2021-02-01,11.543
2021-02-02,11.815
2021-02-03,11.86
2021-02-04,12.196
2021-02-05,11.555
2021-02-06,11.555
2021-02-07,11.555
2021-02-08,11.634
2021-02-09,11.614
2021-02-10,11.428
2021-02-11,11.546
2021-02-12,11.34
2021-02-13,11.34
2021-02-14,11.34
2021-02-15,11.34
2021-02-16,11.249
2021-02-17,11.35
2021-02-18,11.002
2021-02-19,11.849
2021-02-20,11.849
2021-02-21,11.849
2021-02-22,12.095
2021-02-23,12.058
2021-02-24,12.414
2021-02-25,12.35
2021-02-26,12.38
2021-02-27,12.38
2021-02-28,12.38
2021-03-01,12.593
2021-03-02,12.345
2021-03-03,10.712
2021-03-04,10.816
2021-03-05,11.473
2021-03-06,11.473
2021-03-07,11.473
2021-03-08,11.462
2021-03-09,11.26
2021-03-10,11.61
2021-03-11,11.733
2021-03-12,11.908
2021-03-13,11.908
2021-03-14,11.908
2021-03-15,12.283
2021-03-16,12.222
2021-03-17,12.392
2021-03-18,12.68
2021-03-19,12.377
2021-03-20,12.377
2021-03-21,12.377
2021-03-22,12.3
2021-03-23,11.627
2021-03-24,11.75
2021-03-25,12.138
2021-03-26,12.283
2021-03-27,12.283
2021-03-28,12.283
2021-03-29,12.127
2021-03-30,12.369
2021-03-31,12.379
2021-04-01,12.445
2021-04-02,12.445
2021-04-03,12.445
2021-04-04,12.445
2021-04-05,12.566
2021-04-06,12.519
2021-04-07,12.268
2021-04-08,12.388
2021-04-09,12.537
2021-04-10,12.537
2021-04-11,12.537
2021-04-12,12.363
2021-04-13,12.341
2021-04-14,12.52
2021-04-15,12.55
2021-04-16,12.622
2021-04-17,12.622
2021-04-18,12.622
2021-04-19,12.609
2021-04-20,12.061
2021-04-21,12.308
2021-04-22,12.305
2021-04-23,12.775
2021-04-24,12.775
2021-04-25,12.775
2021-04-26,12.964
2021-04-27,13.014
2021-04-28,12.978
2021-04-29,11.604
2021-04-30,10.883
2021-05-01,10.883
2021-05-02,10.883
2021-05-03,11.226
2021-05-04,11.377
2021-05-05,11.345
2021-05-06,11.673
2021-05-07,11.771
2021-05-08,11.771
2021-05-09,11.771
2021-05-10,11.567
2021-05-11,11.287
2021-05-12,10.986
2021-05-13,11.112
2021-05-14,11.182
2021-05-15,11.182
2021-05-16,11.182
2021-05-17,11.463
2021-05-18,10.908
2021-05-19,10.356
2021-05-20,10.136
2021-05-21,10.186
2021-05-22,10.186
2021-05-23,10.186
2021-05-24,10.227
2021-05-25,10.379
2021-05-26,10.429
2021-05-27,10.632
2021-05-28,10.605
2021-05-29,10.605
2021-05-30,10.605
2021-05-31,10.605
2021-06-01,10.766
2021-06-02,10.519
2021-06-03,10.423
2021-06-04,10.44
2021-06-05,10.44
2021-06-06,10.44
2021-06-07,10.468
2021-06-08,10.714
2021-06-09,10.459
2021-06-10,10.22
2021-06-11,10.265
2021-06-12,10.265
2021-06-13,10.265
2021-06-14,9.916
2021-06-15,9.942
2021-06-16,9.857
2021-06-17,9.554
2021-06-18,9.601
2021-06-19,9.601
2021-06-20,9.601
2021-06-21,9.785
2021-06-22,9.832
2021-06-23,9.947
2021-06-24,9.996
2021-06-25,10.321
2021-06-26,10.321
2021-06-27,10.321
2021-06-28,10.171
2021-06-29,10.005
2021-06-30,10.231
2021-07-01,10.369
2021-07-02,10.373
2021-07-03,10.373
2021-07-04,10.373
2021-07-05,10.373
2021-07-06,10.111
2021-07-07,10.151
2021-07-08,9.847
2021-07-09,10.206
2021-07-10,10.206
2021-07-11,10.206
2021-07-12,10.308
2021-07-13,10.267
2021-07-14,10.074
2021-07-15,10.011
2021-07-16,9.854
2021-07-17,9.854
2021-07-18,9.854
2021-07-19,9.365
2021-07-20,9.666
2021-07-21,9.845
2021-07-22,9.681
2021-07-23,9.807
2021-07-24,9.807
2021-07-25,9.807
2021-07-26,9.862
2021-07-27,9.783
2021-07-28,9.833
2021-07-29,9.149
2021-07-30,9.437
2021-07-31,9.437
2021-08-01,9.437
2021-08-02,9.255
2021-08-03,9.59
2021-08-04,9.416
2021-08-05,9.542
2021-08-06,9.668
2021-08-07,9.668
2021-08-08,9.668
2021-08-09,9.706
2021-08-10,9.936
2021-08-11,10.211
2021-08-12,10.249
2021-08-13,10.075
2021-08-14,10.075
2021-08-15,10.075
2021-08-16,10.011
2021-08-17,9.603
2021-08-18,9.593
2021-08-19,9.236
2021-08-20,9.252
2021-08-21,9.252
2021-08-22,9.252
2021-08-23,9.437
2021-08-24,9.591
2021-08-25,9.83
2021-08-26,9.876
2021-08-27,9.907
2021-08-28,9.907
2021-08-29,9.907
2021-08-30,9.897
2021-08-31,9.737
2021-09-01,9.607
2021-09-02,9.793
2021-09-03,9.766
2021-09-04,9.766
2021-09-05,9.766
2021-09-06,9.766
2021-09-07,9.498
2021-09-08,9.326
2021-09-09,9.136
2021-09-10,9.057
2021-09-11,9.057
2021-09-12,9.057
2021-09-13,9.118
2021-09-14,9.044
2021-09-15,9.244
2021-09-16,9.149
2021-09-17,8.93
2021-09-18,8.93
2021-09-19,8.93
2021-09-20,8.673
2021-09-21,8.68
2021-09-22,8.833
2021-09-23,9.037
2021-09-24,8.757
2021-09-25,8.757
2021-09-26,8.757
2021-09-27,9.016
2021-09-28,9.0
2021-09-29,9.062
2021-09-30,8.67
2021-10-01,8.883
2021-10-02,8.883
2021-10-03,8.883
2021-10-04,8.96
2021-10-05,9.005
2021-10-06,8.891
2021-10-07,9.053
2021-10-08,9.021
2021-10-09,9.021
2021-10-10,9.021
2021-10-11,8.812
2021-10-12,8.734
2021-10-13,8.82
2021-10-14,8.962
2021-10-15,9.05
2021-10-16,9.05
2021-10-17,9.05
2021-10-18,8.89
2021-10-19,9.14
2021-10-20,9.248
2021-10-21,9.295
2021-10-22,9.213
2021-10-23,9.213
2021-10-24,9.213
2021-10-25,9.403
2021-10-26,9.052
2021-10-27,8.923
2021-10-28,8.793
2021-10-29,8.684
2021-10-30,8.684
2021-10-31,8.684
2021-11-01,8.806
2021-11-02,8.863
2021-11-03,8.662
2021-11-04,8.686
2021-11-05,8.872
2021-11-06,8.872
2021-11-07,8.872
2021-11-08,8.955
2021-11-09,8.679
2021-11-10,8.727
2021-11-11,8.808
2021-11-12,9.116
2021-11-13,9.116
2021-11-14,9.116
2021-11-15,9.071
2021-11-16,8.937
2021-11-17,8.677
2021-11-18,8.586
2021-11-19,8.45
2021-11-20,8.45
2021-11-21,8.45
2021-11-22,8.612
2021-11-23,8.634
2021-11-24,8.832
2021-11-25,8.832
2021-11-26,8.347
2021-11-27,8.347
2021-11-28,8.347
2021-11-29,8.121
2021-11-30,7.844
2021-12-01,7.773
2021-12-02,8.076
2021-12-03,8.063
2021-12-04,8.063
2021-12-05,8.063
2021-12-06,8.315
2021-12-07,8.486
2021-12-08,8.477
2021-12-09,8.619
2021-12-10,8.409
2021-12-11,8.409
2021-12-12,8.409
2021-12-13,8.254
2021-12-14,8.33
2021-12-15,8.266
2021-12-16,8.26
2021-12-17,8.09
2021-12-18,8.09
2021-12-19,8.09
2021-12-20,7.852
2021-12-21,8.345
2021-12-22,8.361
2021-12-23,8.452
2021-12-24,8.452
2021-12-25,8.452
2021-12-26,8.452
2021-12-27,8.559
2021-12-28,8.499
2021-12-29,8.473
2021-12-30,8.389
2021-12-31,8.482
2022-01-01,8.482
2022-01-02,8.482
2022-01-03,8.571
2022-01-04,8.968
2022-01-05,8.909
2022-01-06,8.841
2022-01-07,8.882
2022-01-08,8.882
2022-01-09,8.882
2022-01-10,8.73
2022-01-11,8.982
2022-01-12,8.982
2022-01-13,9.254
2022-01-14,9.181
2022-01-15,9.181
2022-01-16,9.181
2022-01-17,9.181
2022-01-18,9.223
2022-01-19,8.841
2022-01-20,8.642
2022-01-21,8.556
2022-01-22,8.556
2022-01-23,8.556
2022-01-24,8.66
2022-01-25,8.493
2022-01-26,8.475
2022-01-27,8.255
2022-01-28,8.398
2022-01-29,8.398
2022-01-30,8.398
2022-01-31,8.535
2022-02-01,8.607
2022-02-02,8.47
2022-02-03,8.409
2022-02-04,8.34
2022-02-05,8.34
2022-02-06,8.34
2022-02-07,8.431
2022-02-08,8.871
2022-02-09,9.049
2022-02-10,8.926
2022-02-11,8.912
2022-02-12,8.912
2022-02-13,8.912
2022-02-14,8.97
2022-02-15,9.285
2022-02-16,9.191
2022-02-17,8.909
2022-02-18,8.918
2022-02-19,8.918
2022-02-20,8.918
2022-02-21,8.918
2022-02-22,8.523
2022-02-23,8.171
2022-02-24,8.232
2022-02-25,8.248
2022-02-26,8.248
2022-02-27,8.248
2022-02-28,8.371
2022-03-01,8.399
2022-03-02,8.955
2022-03-03,9.13
2022-03-04,9.035
2022-03-05,9.035
2022-03-06,9.035
2022-03-07,8.198
2022-03-08,8.609
2022-03-09,8.902
2022-03-10,9.027
2022-03-11,9.104
2022-03-12,9.104
2022-03-13,9.104
2022-03-14,8.96
2022-03-15,8.834
2022-03-16,9.071
2022-03-17,9.135
2022-03-18,9.199
2022-03-19,9.199
2022-03-20,9.199
2022-03-21,9.506
2022-03-22,9.578
2022-03-23,9.799
2022-03-24,9.931
2022-03-25,10.277
2022-03-26,10.277
2022-03-27,10.277
2022-03-28,10.323
2022-03-29,9.889
2022-03-30,10.085
2022-03-31,10.147
2022-04-01,10.056
2022-04-02,10.056
2022-04-03,10.056
2022-04-04,9.944
2022-04-05,9.728
2022-04-06,9.457
2022-04-07,9.337
2022-04-08,9.373
2022-04-09,9.373
2022-04-10,9.373
2022-04-11,9.463
2022-04-12,9.507
2022-04-13,9.535
2022-04-14,9.749
2022-04-15,9.749
2022-04-16,9.749
2022-04-17,9.749
2022-04-18,9.751
2022-04-19,9.858
2022-04-20,9.959
2022-04-21,9.747
2022-04-22,9.277
2022-04-23,9.277
2022-04-24,9.277
2022-04-25,8.832
2022-04-26,8.432
2022-04-27,8.715
2022-04-28,8.759
2022-04-29,8.765
2022-04-30,8.765
2022-05-01,8.765
2022-05-02,8.861
2022-05-03,8.86
2022-05-04,9.245
2022-05-05,8.825
2022-05-06,8.308
2022-05-07,8.308
2022-05-08,8.308
2022-05-09,8.23
2022-05-10,8.123
2022-05-11,7.982
2022-05-12,7.974
2022-05-13,8.239
2022-05-14,8.239
2022-05-15,8.239
2022-05-16,8.34
2022-05-17,8.601
2022-05-18,8.364
2022-05-19,8.387
2022-05-20,7.851
2022-05-21,7.851
2022-05-22,7.851
2022-05-23,8.413
2022-05-24,8.433
2022-05-25,8.585
2022-05-26,8.683
2022-05-27,8.94
2022-05-28,8.94
2022-05-29,8.94
2022-05-30,8.94
2022-05-31,8.973
2022-06-01,8.833
2022-06-02,9.097
2022-06-03,9.08
2022-06-04,9.08
2022-06-05,9.08
2022-06-06,9.27
2022-06-07,9.32
2022-06-08,9.05
2022-06-09,8.494
2022-06-10,8.192
2022-06-11,8.192
2022-06-12,8.192
2022-06-13,7.708
2022-06-14,7.739
2022-06-15,7.915
2022-06-16,7.478
2022-06-17,7.494
2022-06-18,7.494
2022-06-19,7.494
2022-06-20,7.494
2022-06-21,7.691
2022-06-22,7.381
2022-06-23,6.761
2022-06-24,7.001
2022-06-25,7.001
2022-06-26,7.001
2022-06-27,7.121
2022-06-28,7.125
2022-06-29,7.037
2022-06-30,6.866
2022-07-01,7.019
2022-07-02,7.019
2022-07-03,7.019
2022-07-04,7.019
2022-07-05,6.665
2022-07-06,6.571
2022-07-07,6.827
2022-07-08,6.761
2022-07-09,6.761
2022-07-10,6.761
2022-07-11,6.554
2022-07-12,6.492
2022-07-13,6.385
2022-07-14,6.278
2022-07-15,6.426
2022-07-16,6.426
2022-07-17,6.426
2022-07-18,6.484
2022-07-19,6.922
2022-07-20,7.015
2022-07-21,6.984
2022-07-22,6.962
2022-07-23,6.962
2022-07-24,6.962
2022-07-25,7.147
2022-07-26,7.097
2022-07-27,7.38
2022-07-28,7.323
2022-07-29,7.728
2022-07-30,7.728
2022-07-31,7.728
2022-08-01,7.655
2022-08-02,7.531
2022-08-03,7.527
2022-08-04,7.591
2022-08-05,7.586
2022-08-06,7.586
2022-08-07,7.586
2022-08-08,7.653
2022-08-09,7.635
2022-08-10,7.897
2022-08-11,8.037
2022-08-12,8.085
2022-08-13,8.085
2022-08-14,8.085
2022-08-15,8.023
2022-08-16,8.112
2022-08-17,7.96
2022-08-18,8.049
2022-08-19,7.958
2022-08-20,7.958
2022-08-21,7.958
2022-08-22,7.712
2022-08-23,7.941
2022-08-24,8.073
2022-08-25,8.269
2022-08-26,7.935
2022-08-27,7.935
2022-08-28,7.935
2022-08-29,7.992
2022-08-30,7.833
2022-08-31,7.799
2022-09-01,7.658
2022-09-02,7.666
2022-09-03,7.666
2022-09-04,7.666
2022-09-05,7.666
2022-09-06,7.661
2022-09-07,7.825
2022-09-08,7.895
2022-09-09,8.144
2022-09-10,8.144
2022-09-11,8.144
2022-09-12,8.229
2022-09-13,7.778
2022-09-14,7.656
2022-09-15,7.703
2022-09-16,7.445
2022-09-17,7.445
2022-09-18,7.445
2022-09-19,7.655
2022-09-20,7.5
2022-09-21,7.444
2022-09-22,7.255
2022-09-23,6.973
2022-09-24,6.973
2022-09-25,6.973
2022-09-26,6.817
2022-09-27,6.751
2022-09-28,6.973
2022-09-29,6.909
2022-09-30,6.878
2022-10-01,6.878
2022-10-02,6.878
2022-10-03,7.112
2022-10-04,7.546
2022-10-05,7.668
2022-10-06,7.61
2022-10-07,7.592
2022-10-08,7.592
2022-10-09,7.592
2022-10-10,7.727
2022-10-11,7.73
2022-10-12,7.576
2022-10-13,7.958
2022-10-14,7.677
2022-10-15,7.677
2022-10-16,7.677
2022-10-17,7.801
2022-10-18,8.009
2022-10-19,7.957
2022-10-20,7.937
2022-10-21,8.309
2022-10-22,8.309
2022-10-23,8.309
2022-10-24,8.308
2022-10-25,8.524
2022-10-26,8.569
2022-10-27,8.71
2022-10-28,8.893
2022-10-29,8.893
2022-10-30,8.893
2022-10-31,8.917
2022-11-01,8.476
2022-11-02,8.33
2022-11-03,8.508
2022-11-04,8.696
2022-11-05,8.696
2022-11-06,8.696
2022-11-07,8.777
2022-11-08,8.904
2022-11-09,8.656
2022-11-10,9.157
2022-11-11,9.188
2022-11-12,9.188
2022-11-13,9.188
2022-11-14,9.073
2022-11-15,9.035
2022-11-16,8.937
2022-11-17,8.985
2022-11-18,8.92
2022-11-19,8.92
2022-11-20,8.92
2022-11-21,9.008
2022-11-22,9.228
2022-11-23,9.451
2022-11-24,9.451
2022-11-25,9.61
2022-11-26,9.61
2022-11-27,9.61
2022-11-28,9.412
2022-11-29,9.388
2022-11-30,9.604
2022-12-01,9.516
2022-12-02,9.807
2022-12-03,9.807
2022-12-04,9.807
2022-12-05,9.544
2022-12-06,9.617
2022-12-07,9.745
2022-12-08,9.777
2022-12-09,9.604
2022-12-10,9.604
2022-12-11,9.604
2022-12-12,9.615
2022-12-13,9.591
2022-12-14,9.527
2022-12-15,9.204
2022-12-16,9.128
2022-12-17,9.128
2022-12-18,9.128
2022-12-19,9.099
2022-12-20,9.084
2022-12-21,9.361
2022-12-22,9.246
2022-12-23,9.235
2022-12-24,9.235
2022-12-25,9.235
2022-12-26,9.235
2022-12-27,9.284
2022-12-28,9.388
2022-12-29,9.543
2022-12-30,9.546
2022-12-31,9.546
2023-01-01,9.546
2023-01-02,9.546
2023-01-03,9.448
2023-01-04,9.388
2023-01-05,9.273
2023-01-06,9.381
2023-01-07,9.381
2023-01-08,9.381
2023-01-09,9.404
2023-01-10,9.608
2023-01-11,9.549
2023-01-12,9.691
2023-01-13,9.709
2023-01-14,9.709
2023-01-15,9.709
2023-01-16,9.709
2023-01-17,9.662
2023-01-18,9.531
2023-01-19,9.276
2023-01-20,9.393
2023-01-21,9.393
2023-01-22,9.393
2023-01-23,9.317
2023-01-24,9.478
2023-01-25,9.478
2023-01-26,9.524
2023-01-27,9.502
2023-01-28,9.502
2023-01-29,9.502
2023-01-30,9.406
2023-01-31,9.459
2023-02-01,9.534
2023-02-02,9.019
2023-02-03,9.027
2023-02-04,9.027
2023-02-05,9.027
2023-02-06,9.219
2023-02-07,9.202
2023-02-08,9.14
2023-02-09,9.122
2023-02-10,9.421
2023-02-11,9.421
2023-02-12,9.421
2023-02-13,9.397
2023-02-14,9.18
2023-02-15,9.277
2023-02-16,9.192
2023-02-17,9.398
2023-02-18,9.398
2023-02-19,9.398
2023-02-20,9.398
2023-02-21,9.432
2023-02-22,9.41
2023-02-23,9.634
2023-02-24,9.488
2023-02-25,9.488
2023-02-26,9.488
2023-02-27,9.594
2023-02-28,9.57
2023-03-01,9.67
2023-03-02,9.701
2023-03-03,9.803
2023-03-04,9.803
2023-03-05,9.803
2023-03-06,9.684
2023-03-07,9.527
2023-03-08,9.499
2023-03-09,9.332
2023-03-10,8.824
2023-03-11,8.824
2023-03-12,8.824
2023-03-13,8.582
2023-03-14,8.727
2023-03-15,8.208
2023-03-16,8.303
2023-03-17,8.088
2023-03-18,8.088
2023-03-19,8.088
2023-03-20,8.482
2023-03-21,8.789
2023-03-22,8.576
2023-03-23,8.537
2023-03-24,8.478
2023-03-25,8.478
2023-03-26,8.478
2023-03-27,8.736
2023-03-28,8.779
2023-03-29,8.856
2023-03-30,9.046
2023-03-31,9.188
2023-04-01,9.188
2023-04-02,9.188
2023-04-03,9.079
2023-04-04,8.624
2023-04-05,8.127
2023-04-06,8.097
2023-04-07,8.097
2023-04-08,8.097
2023-04-09,8.097
2023-04-10,8.322
2023-04-11,8.425
2023-04-12,8.488
2023-04-13,8.523
2023-04-14,8.562
2023-04-15,8.562
2023-04-16,8.562
2023-04-17,8.611
2023-04-18,8.713
2023-04-19,8.606
2023-04-20,8.563
2023-04-21,8.452
2023-04-22,8.452
2023-04-23,8.452
2023-04-24,8.524
2023-04-25,8.359
2023-04-26,8.331
2023-04-27,8.363
2023-04-28,8.427
2023-04-29,8.427
2023-04-30,8.427
2023-05-01,8.474
2023-05-02,8.566
2023-05-03,8.433
2023-05-04,8.062
2023-05-05,8.357
2023-05-06,8.357
2023-05-07,8.357
2023-05-08,8.354
2023-05-09,8.375
2023-05-10,8.358
2023-05-11,8.119
2023-05-12,8.037
2023-05-13,8.037
2023-05-14,8.037
2023-05-15,8.106
2023-05-16,7.799
2023-05-17,7.94
2023-05-18,7.888
2023-05-19,7.762
2023-05-20,7.762
2023-05-21,7.762
2023-05-22,7.792
2023-05-23,7.881
2023-05-24,7.614
2023-05-25,7.712
2023-05-26,7.764
2023-05-27,7.764
2023-05-28,7.764
2023-05-29,7.764
2023-05-30,7.653
2023-05-31,7.5
2023-06-01,7.59
2023-06-02,8.12
2023-06-03,8.12
2023-06-04,8.12
2023-06-05,7.939
2023-06-06,8.204
2023-06-07,8.358
2023-06-08,8.349
2023-06-09,8.353
2023-06-10,8.353
2023-06-11,8.353
2023-06-12,8.482
2023-06-13,8.823
2023-06-14,8.831
2023-06-15,8.972
2023-06-16,8.968
2023-06-17,8.968
2023-06-18,8.968
2023-06-19,8.968
2023-06-20,8.999
2023-06-21,9.163
2023-06-22,9.089
