,COP US Equity
2023-06-24,9.648
2023-06-25,9.648
2023-06-26,9.798
2023-06-27,9.748
2023-06-28,9.904
2023-06-29,9.957
2023-06-30,10.043
2023-07-01,10.043
2023-07-02,10.043
2023-07-03,10.136
2023-07-04,10.136
2023-07-05,10.1
2023-07-06,9.739
2023-07-07,10.019
2023-07-08,10.019
2023-07-09,10.019
2023-07-10,10.128
2023-07-11,10.425
2023-07-12,10.644
2023-07-13,10.834
2023-07-14,10.53
2023-07-15,10.53
2023-07-16,10.53
2023-07-17,10.521
2023-07-18,10.743
2023-07-19,10.886
2023-07-20,11.089
2023-07-21,11.208
2023-07-22,11.208
2023-07-23,11.208
2023-07-24,11.39
2023-07-25,11.535
2023-07-26,11.599
2023-07-27,11.495
2023-07-28,11.51
2023-07-29,11.51
2023-07-30,11.51
2023-07-31,11.666
2023-08-01,11.633
2023-08-02,11.455
2023-08-03,11.466
2023-08-04,11.328
2023-08-05,11.328
2023-08-06,11.328
2023-08-07,11.416
2023-08-08,11.527
2023-08-09,11.718
2023-08-10,11.705
2023-08-11,12.002
2023-08-12,12.002
2023-08-13,12.002
2023-08-14,11.9
2023-08-15,11.672
2023-08-16,11.574
2023-08-17,11.821
2023-08-18,11.894
2023-08-19,11.894
2023-08-20,11.894
2023-08-21,11.89
2023-08-22,11.783
2023-08-23,11.722
2023-08-24,11.615
2023-08-25,11.789
2023-08-26,11.789
2023-08-27,11.789
2023-08-28,11.778
2023-08-29,11.695
2023-08-30,11.798
2023-08-31,11.831
2023-09-01,12.167
2023-09-02,12.167
2023-09-03,12.167
2023-09-04,12.167
2023-09-05,12.358
2023-09-06,12.383
2023-09-07,12.246
2023-09-08,12.347
2023-09-09,12.347
2023-09-10,12.347
2023-09-11,12.037
2023-09-12,12.167
2023-09-13,12.091
2023-09-14,12.307
2023-09-15,12.143
2023-09-16,12.143
2023-09-17,12.143
2023-09-18,12.106
2023-09-19,11.977
2023-09-20,11.784
2023-09-21,11.58
2023-09-22,11.588
2023-09-23,11.588
2023-09-24,11.588
2023-09-25,11.774
2023-09-26,11.684
2023-09-27,11.914
2023-09-28,11.878
2023-09-29,11.595
2023-09-30,11.595
2023-10-01,11.595
2023-10-02,11.45
2023-10-03,11.45
2023-10-04,10.977
2023-10-05,10.985
2023-10-06,11.17
2023-10-07,11.17
2023-10-08,11.17
2023-10-09,11.799
2023-10-10,11.7
2023-10-11,11.755
2023-10-12,11.831
2023-10-13,12.187
2023-10-14,12.187
2023-10-15,12.187
2023-10-16,12.088
2023-10-17,12.081
2023-10-18,12.194
2023-10-19,12.088
2023-10-20,11.866
2023-10-21,11.866
2023-10-22,11.866
2023-10-23,11.654
2023-10-24,11.507
2023-10-25,11.551
2023-10-26,11.35
2023-10-27,11.301
2023-10-28,11.301
2023-10-29,11.301
2023-10-30,11.352
2023-10-31,11.416
2023-11-01,11.211
2023-11-02,11.748
2023-11-03,11.437
2023-11-04,11.437
2023-11-05,11.437
2023-11-06,11.337
2023-11-07,11.029
2023-11-08,10.952
2023-11-09,10.923
2023-11-10,11.063
2023-11-11,11.063
2023-11-12,11.063
2023-11-13,11.096
2023-11-14,11.098
2023-11-15,11.049
2023-11-16,10.757
2023-11-17,11.007
2023-11-18,11.007
2023-11-19,11.007
2023-11-20,11.084
2023-11-21,11.063
2023-11-22,11.082
2023-11-23,11.082
2023-11-24,11.144
2023-11-25,11.144
2023-11-26,11.144
2023-11-27,11.077
2023-11-28,11.095
2023-11-29,10.998
2023-11-30,11.153
2023-12-01,11.12
2023-12-02,11.12
2023-12-03,11.12
2023-12-04,11.099
2023-12-05,10.98
2023-12-06,10.726
2023-12-07,10.891
2023-12-08,11.049
2023-12-09,11.049
2023-12-10,11.049
2023-12-11,11.077
2023-12-12,11.154
2023-12-13,11.191
2023-12-14,11.572
2023-12-15,11.531
2023-12-16,11.531
2023-12-17,11.531
2023-12-18,11.496
2023-12-19,11.648
2023-12-20,11.668
2023-12-21,11.91
2023-12-22,11.995
2023-12-23,11.995
2023-12-24,11.995
2023-12-25,11.995
2023-12-26,12.133
2023-12-27,12.113
2023-12-28,11.909
2023-12-29,11.865
2023-12-30,11.865
2023-12-31,11.865
2024-01-01,11.865
2024-01-02,12.021
2024-01-03,12.176
2024-01-04,11.94
2024-01-05,12.09
2024-01-06,12.09
2024-01-07,12.09
2024-01-08,12.312
2024-01-09,12.095
2024-01-10,11.927
2024-01-11,11.897
2024-01-12,12.002
2024-01-13,12.002
2024-01-14,12.002
2024-01-15,12.002
2024-01-16,11.798
2024-01-17,11.686
2024-01-18,11.616
2024-01-19,11.749
2024-01-20,11.749
2024-01-21,11.749
2024-01-22,12.012
2024-01-23,12.079
2024-01-24,12.267
2024-01-25,12.533
2024-01-26,12.607
2024-01-27,12.607
2024-01-28,12.607
2024-01-29,12.536
2024-01-30,12.823
2024-01-31,12.578
2024-02-01,12.523
2024-02-02,12.439
2024-02-03,12.439
2024-02-04,12.439
2024-02-05,12.365
2024-02-06,12.539
2024-02-07,12.629
2024-02-08,12.918
2024-02-09,12.71
2024-02-10,12.71
2024-02-11,12.71
2024-02-12,12.775
2024-02-13,12.599
2024-02-14,12.657
2024-02-15,12.849
2024-02-16,12.799
2024-02-17,12.799
2024-02-18,12.799
2024-02-19,12.799
2024-02-20,12.671
2024-02-21,13.056
2024-02-22,12.981
2024-02-23,12.899
2024-02-24,12.899
2024-02-25,12.899
2024-02-26,12.997
2024-02-27,12.903
2024-02-28,12.953
2024-02-29,13.01
2024-03-01,13.239
2024-03-02,13.239
2024-03-03,13.239
2024-03-04,12.969
2024-03-05,12.921
2024-03-06,13.107
2024-03-07,13.195
2024-03-08,13.201
2024-03-09,13.201
2024-03-10,13.201
2024-03-11,13.54
2024-03-12,13.483
2024-03-13,13.79
2024-03-14,13.988
2024-03-15,14.018
2024-03-16,14.018
2024-03-17,14.018
2024-03-18,14.043
2024-03-19,14.174
2024-03-20,14.161
2024-03-21,14.298
2024-03-22,14.243
2024-03-23,14.243
2024-03-24,14.243
2024-03-25,14.613
2024-03-26,14.584
2024-03-27,14.689
2024-03-28,14.73
2024-03-29,14.73
2024-03-30,14.73
2024-03-31,14.73
2024-04-01,14.852
2024-04-02,14.937
2024-04-03,14.99
2024-04-04,15.004
2024-04-05,15.159
2024-04-06,15.159
2024-04-07,15.159
2024-04-08,15.029
