,ROP US Equity
2023-06-23,26.389
2023-06-24,26.389
2023-06-25,26.389
2023-06-26,26.354
2023-06-27,27.417
2023-06-28,27.432
2023-06-29,27.723
2023-06-30,27.995
2023-07-01,27.995
2023-07-02,27.995
2023-07-03,27.796
2023-07-04,27.796
2023-07-05,27.772
2023-07-06,27.773
2023-07-07,27.779
2023-07-08,27.779
2023-07-09,27.779
2023-07-10,27.713
2023-07-11,27.908
2023-07-12,27.926
2023-07-13,28.021
2023-07-14,27.95
2023-07-15,27.95
2023-07-16,27.95
2023-07-17,27.885
2023-07-18,28.1
2023-07-19,28.239
2023-07-20,28.178
2023-07-21,28.94
2023-07-22,28.94
2023-07-23,28.94
2023-07-24,27.997
2023-07-25,27.928
2023-07-26,27.899
2023-07-27,27.749
2023-07-28,27.817
2023-07-29,27.817
2023-07-30,27.817
2023-07-31,28.271
2023-08-01,28.248
2023-08-02,28.226
2023-08-03,28.215
2023-08-04,27.97
2023-08-05,27.97
2023-08-06,27.97
2023-08-07,28.314
2023-08-08,28.21
2023-08-09,28.054
2023-08-10,28.02
2023-08-11,28.085
2023-08-12,28.085
2023-08-13,28.085
2023-08-14,28.493
2023-08-15,28.413
2023-08-16,28.46
2023-08-17,27.949
2023-08-18,27.811
2023-08-19,27.811
2023-08-20,27.811
2023-08-21,27.906
2023-08-22,27.997
2023-08-23,28.313
2023-08-24,28.062
2023-08-25,28.411
2023-08-26,28.411
2023-08-27,28.411
2023-08-28,28.46
2023-08-29,28.599
2023-08-30,28.856
2023-08-31,28.652
2023-09-01,28.682
2023-09-02,28.682
2023-09-03,28.682
2023-09-04,28.682
2023-09-05,28.329
2023-09-06,28.422
2023-09-07,28.384
2023-09-08,28.221
2023-09-09,28.221
2023-09-10,28.221
2023-09-11,28.425
2023-09-12,28.187
2023-09-13,28.29
2023-09-14,28.514
2023-09-15,28.308
2023-09-16,28.308
2023-09-17,28.308
2023-09-18,28.47
2023-09-19,28.676
2023-09-20,28.755
2023-09-21,28.269
2023-09-22,28.231
2023-09-23,28.231
2023-09-24,28.231
2023-09-25,28.096
2023-09-26,27.575
2023-09-27,27.756
2023-09-28,27.805
2023-09-29,27.622
2023-09-30,27.622
2023-10-01,27.622
2023-10-02,27.599
2023-10-03,27.379
2023-10-04,27.79
2023-10-05,27.887
2023-10-06,28.171
2023-10-07,28.171
2023-10-08,28.171
2023-10-09,28.379
2023-10-10,28.244
2023-10-11,28.519
2023-10-12,28.534
2023-10-13,28.281
2023-10-14,28.281
2023-10-15,28.281
2023-10-16,28.512
2023-10-17,28.4
2023-10-18,27.962
2023-10-19,27.651
2023-10-20,27.344
2023-10-21,27.344
2023-10-22,27.344
2023-10-23,27.1
2023-10-24,27.369
2023-10-25,27.048
2023-10-26,26.897
2023-10-27,26.663
2023-10-28,26.663
2023-10-29,26.663
2023-10-30,26.726
2023-10-31,26.933
2023-11-01,26.855
2023-11-02,27.235
2023-11-03,27.703
2023-11-04,27.703
2023-11-05,27.703
2023-11-06,27.74
2023-11-07,27.953
2023-11-08,28.173
2023-11-09,28.1
2023-11-10,28.509
2023-11-11,28.509
2023-11-12,28.509
2023-11-13,28.501
2023-11-14,28.925
2023-11-15,28.715
2023-11-16,28.947
2023-11-17,28.926
2023-11-18,28.926
2023-11-19,28.926
2023-11-20,28.926
2023-11-21,29.06
2023-11-22,29.354
2023-11-23,29.354
2023-11-24,28.974
2023-11-25,28.974
2023-11-26,28.974
2023-11-27,28.942
2023-11-28,28.99
2023-11-29,28.987
2023-11-30,29.672
2023-12-01,29.801
2023-12-02,29.801
2023-12-03,29.801
2023-12-04,29.589
2023-12-05,29.523
2023-12-06,29.513
2023-12-07,29.482
2023-12-08,29.581
2023-12-09,29.581
2023-12-10,29.581
2023-12-11,29.777
2023-12-12,29.956
2023-12-13,30.359
2023-12-14,29.701
2023-12-15,29.851
2023-12-16,29.851
2023-12-17,29.851
2023-12-18,29.939
2023-12-19,29.861
2023-12-20,29.496
2023-12-21,29.792
2023-12-22,29.932
2023-12-23,29.932
2023-12-24,29.932
2023-12-25,29.932
2023-12-26,29.971
2023-12-27,29.982
2023-12-28,30.114
2023-12-29,30.06
2023-12-30,30.06
2023-12-31,30.06
2024-01-01,30.06
2024-01-02,29.471
2024-01-03,29.253
2024-01-04,28.877
2024-01-05,28.808
2024-01-06,28.808
2024-01-07,28.808
2024-01-08,28.714
2024-01-09,28.863
2024-01-10,28.797
2024-01-11,28.911
2024-01-12,29.008
2024-01-13,29.008
2024-01-14,29.008
2024-01-15,29.008
2024-01-16,29.175
2024-01-17,29.171
2024-01-18,29.429
2024-01-19,29.784
2024-01-20,29.784
2024-01-21,29.784
2024-01-22,29.925
2024-01-23,30.083
2024-01-24,29.808
2024-01-25,29.993
2024-01-26,29.883
2024-01-27,29.883
2024-01-28,29.883
2024-01-29,30.223
2024-01-30,30.53
2024-01-31,29.386
2024-02-01,30.112
2024-02-02,30.322
2024-02-03,30.322
2024-02-04,30.322
2024-02-05,30.113
2024-02-06,30.081
2024-02-07,30.253
2024-02-08,30.068
2024-02-09,30.339
2024-02-10,30.339
2024-02-11,30.339
2024-02-12,29.901
2024-02-13,29.521
2024-02-14,29.864
2024-02-15,30.21
2024-02-16,30.079
2024-02-17,30.079
2024-02-18,30.079
2024-02-19,30.079
2024-02-20,29.998
2024-02-21,30.269
2024-02-22,30.616
2024-02-23,30.702
2024-02-24,30.702
2024-02-25,30.702
2024-02-26,30.208
2024-02-27,30.163
2024-02-28,29.962
2024-02-29,30.033
2024-03-01,30.211
2024-03-02,30.211
2024-03-03,30.211
2024-03-04,30.175
2024-03-05,29.612
2024-03-06,29.788
2024-03-07,30.125
2024-03-08,30.105
2024-03-09,30.105
2024-03-10,30.105
2024-03-11,30.542
2024-03-12,30.615
2024-03-13,30.302
2024-03-14,30.167
2024-03-15,30.182
2024-03-16,30.182
2024-03-17,30.182
2024-03-18,30.116
2024-03-19,30.431
2024-03-20,30.552
2024-03-21,30.674
2024-03-22,30.68
2024-03-23,30.68
2024-03-24,30.68
2024-03-25,30.38
2024-03-26,30.572
2024-03-27,30.834
2024-03-28,30.926
2024-03-29,30.926
2024-03-30,30.926
2024-03-31,30.926
2024-04-01,30.528
2024-04-02,30.103
2024-04-03,30.033
2024-04-04,29.666
2024-04-05,29.982
2024-04-06,29.982
2024-04-07,29.982
2024-04-08,29.986
