,SIVBQ US Equity
2020-09-09,10.036
2020-09-10,9.727
2020-09-11,9.737
2020-09-12,9.737
2020-09-13,9.737
2020-09-14,9.819
2020-09-15,9.723
2020-09-16,9.779
2020-09-17,9.632
2020-09-18,9.65
2020-09-19,9.65
2020-09-20,9.65
2020-09-21,9.317
2020-09-22,9.027
2020-09-23,8.877
2020-09-24,8.833
2020-09-25,8.993
2020-09-26,8.993
2020-09-27,8.993
2020-09-28,9.302
2020-09-29,9.287
2020-09-30,9.425
2020-10-01,9.608
2020-10-02,9.622
2020-10-03,9.622
2020-10-04,9.622
2020-10-05,9.981
2020-10-06,9.951
2020-10-07,10.44
2020-10-08,10.697
2020-10-09,10.753
2020-10-10,10.753
2020-10-11,10.753
2020-10-12,10.818
2020-10-13,10.534
2020-10-14,10.485
2020-10-15,10.704
2020-10-16,10.697
2020-10-17,10.697
2020-10-18,10.697
2020-10-19,10.596
2020-10-20,10.805
2020-10-21,10.861
2020-10-22,11.161
2020-10-23,9.512
2020-10-24,9.512
2020-10-25,9.512
2020-10-26,9.305
2020-10-27,9.293
2020-10-28,8.939
2020-10-29,9.052
2020-10-30,9.329
2020-10-31,9.329
2020-11-01,9.329
2020-11-02,9.852
2020-11-03,9.967
2020-11-04,9.517
2020-11-05,10.034
2020-11-06,10.057
2020-11-07,10.057
2020-11-08,10.057
2020-11-09,10.656
2020-11-10,10.801
2020-11-11,10.553
2020-11-12,10.643
2020-11-13,11.101
2020-11-14,11.101
2020-11-15,11.101
2020-11-16,11.381
2020-11-17,11.179
2020-11-18,11.152
2020-11-19,11.382
2020-11-20,11.455
2020-11-21,11.455
2020-11-22,11.455
2020-11-23,11.194
2020-11-24,11.612
2020-11-25,11.379
2020-11-26,11.379
2020-11-27,11.354
2020-11-28,11.354
2020-11-29,11.354
2020-11-30,11.067
2020-12-01,11.398
2020-12-02,11.333
2020-12-03,11.44
2020-12-04,11.499
2020-12-05,11.499
2020-12-06,11.499
2020-12-07,11.392
2020-12-08,11.369
2020-12-09,11.172
2020-12-10,11.352
2020-12-11,11.229
2020-12-12,11.229
2020-12-13,11.229
2020-12-14,11.216
2020-12-15,11.463
2020-12-16,11.5
2020-12-17,11.709
2020-12-18,11.483
2020-12-19,11.483
2020-12-20,11.483
2020-12-21,11.794
2020-12-22,11.816
2020-12-23,12.116
2020-12-24,12.066
2020-12-25,12.066
2020-12-26,12.066
2020-12-27,12.066
2020-12-28,12.131
2020-12-29,12.067
2020-12-30,12.309
2020-12-31,12.446
2021-01-01,12.446
2021-01-02,12.446
2021-01-03,12.446
2021-01-04,11.426
2021-01-05,11.391
2021-01-06,12.257
2021-01-07,12.724
2021-01-08,12.508
2021-01-09,12.508
2021-01-10,12.508
2021-01-11,12.804
2021-01-12,13.178
2021-01-13,18.425
2021-01-14,19.401
2021-01-15,19.226
2021-01-16,19.226
2021-01-17,19.226
2021-01-18,19.226
2021-01-19,19.611
2021-01-20,19.28
2021-01-21,18.983
2021-01-22,20.006
2021-01-23,20.006
2021-01-24,20.006
2021-01-25,20.611
2021-01-26,20.859
2021-01-27,19.387
2021-01-28,19.554
2021-01-29,18.941
2021-01-30,18.941
2021-01-31,18.941
2021-02-01,19.752
2021-02-02,20.421
2021-02-03,20.605
2021-02-04,21.354
2021-02-05,21.416
2021-02-06,21.416
2021-02-07,21.416
2021-02-08,21.994
2021-02-09,22.028
2021-02-10,21.855
2021-02-11,21.829
2021-02-12,22.003
2021-02-13,22.003
2021-02-14,22.003
2021-02-15,22.003
2021-02-16,22.813
2021-02-17,23.029
2021-02-18,22.686
2021-02-19,23.475
2021-02-20,23.475
2021-02-21,23.475
2021-02-22,23.316
2021-02-23,22.713
2021-02-24,23.241
2021-02-25,22.51
2021-02-26,21.745
2021-02-27,21.745
2021-02-28,21.745
2021-03-01,22.859
2021-03-02,22.429
2021-03-03,22.137
2021-03-04,21.622
2021-03-05,21.854
2021-03-06,21.854
2021-03-07,21.854
2021-03-08,21.994
2021-03-09,21.87
2021-03-10,22.768
2021-03-11,23.736
2021-03-12,23.605
2021-03-13,23.605
2021-03-14,23.605
2021-03-15,23.714
2021-03-16,23.229
2021-03-17,23.435
2021-03-18,23.687
2021-03-19,23.434
2021-03-20,23.434
2021-03-21,23.434
2021-03-22,21.948
2021-03-23,21.308
2021-03-24,20.904
2021-03-25,21.257
2021-03-26,21.1
2021-03-27,21.1
2021-03-28,21.1
2021-03-29,20.131
2021-03-30,20.33
2021-03-31,20.454
2021-04-01,18.638
2021-04-02,18.638
2021-04-03,18.638
2021-04-04,18.638
2021-04-05,18.715
2021-04-06,18.707
2021-04-07,18.275
2021-04-08,18.41
2021-04-09,18.696
2021-04-10,18.696
2021-04-11,18.696
2021-04-12,18.807
2021-04-13,18.713
2021-04-14,19.046
2021-04-15,19.223
2021-04-16,19.494
2021-04-17,19.494
2021-04-18,19.494
2021-04-19,19.506
2021-04-20,19.073
2021-04-21,19.835
2021-04-22,19.496
2021-04-23,20.187
2021-04-24,20.187
2021-04-25,20.187
2021-04-26,19.809
2021-04-27,19.911
2021-04-28,19.39
2021-04-29,19.674
2021-04-30,19.391
2021-05-01,19.391
2021-05-02,19.391
2021-05-03,19.146
2021-05-04,19.428
2021-05-05,19.722
2021-05-06,19.632
2021-05-07,20.02
2021-05-08,20.02
2021-05-09,20.02
2021-05-10,19.608
2021-05-11,19.881
2021-05-12,18.634
2021-05-13,18.984
2021-05-14,19.694
2021-05-15,19.694
2021-05-16,19.694
2021-05-17,19.664
2021-05-18,19.593
2021-05-19,19.167
2021-05-20,19.061
2021-05-21,19.403
2021-05-22,19.403
2021-05-23,19.403
2021-05-24,19.587
2021-05-25,19.358
2021-05-26,19.738
2021-05-27,19.908
2021-05-28,19.846
2021-05-29,19.846
2021-05-30,19.846
2021-05-31,19.846
2021-06-01,20.091
2021-06-02,20.018
2021-06-03,20.062
2021-06-04,20.295
2021-06-05,20.295
2021-06-06,20.295
2021-06-07,20.51
2021-06-08,20.662
2021-06-09,20.233
2021-06-10,19.287
2021-06-11,19.128
2021-06-12,19.128
2021-06-13,19.128
2021-06-14,18.582
2021-06-15,18.734
2021-06-16,19.307
2021-06-17,18.569
2021-06-18,18.078
2021-06-19,18.078
2021-06-20,18.078
2021-06-21,18.845
2021-06-22,18.939
2021-06-23,19.073
2021-06-24,19.102
2021-06-25,19.414
2021-06-26,19.414
2021-06-27,19.414
2021-06-28,19.145
2021-06-29,19.145
2021-06-30,19.073
2021-07-01,19.508
2021-07-02,19.428
2021-07-03,19.428
2021-07-04,19.428
2021-07-05,19.428
2021-07-06,18.905
2021-07-07,18.683
2021-07-08,18.376
2021-07-09,19.4
2021-07-10,19.4
2021-07-11,19.4
2021-07-12,20.022
2021-07-13,19.522
2021-07-14,19.569
2021-07-15,19.586
2021-07-16,18.946
2021-07-17,18.946
2021-07-18,18.946
2021-07-19,18.042
2021-07-20,18.942
2021-07-21,19.359
2021-07-22,19.013
2021-07-23,18.583
2021-07-24,18.583
2021-07-25,18.583
2021-07-26,18.238
2021-07-27,17.949
2021-07-28,18.188
2021-07-29,18.35
2021-07-30,17.808
2021-07-31,17.808
2021-08-01,17.808
2021-08-02,17.456
2021-08-03,17.593
2021-08-04,17.465
2021-08-05,18.142
2021-08-06,18.793
2021-08-07,18.793
2021-08-08,18.793
2021-08-09,18.707
2021-08-10,18.58
2021-08-11,19.085
2021-08-12,19.056
2021-08-13,18.758
2021-08-14,18.758
2021-08-15,18.758
2021-08-16,18.817
2021-08-17,18.22
2021-08-18,18.006
2021-08-19,17.563
2021-08-20,17.901
2021-08-21,17.901
2021-08-22,17.901
2021-08-23,18.051
2021-08-24,18.375
2021-08-25,18.492
2021-08-26,18.128
2021-08-27,18.572
2021-08-28,18.572
2021-08-29,18.572
2021-08-30,18.094
2021-08-31,18.087
2021-09-01,18.252
2021-09-02,18.417
2021-09-03,18.476
2021-09-04,18.476
2021-09-05,18.476
2021-09-06,18.476
2021-09-07,18.871
2021-09-08,18.867
2021-09-09,18.988
2021-09-10,19.051
2021-09-11,19.051
2021-09-12,19.051
2021-09-13,19.393
2021-09-14,18.821
2021-09-15,19.254
2021-09-16,19.347
2021-09-17,19.58
2021-09-18,19.58
2021-09-19,19.58
2021-09-20,18.849
2021-09-21,19.027
2021-09-22,19.497
2021-09-23,20.598
2021-09-24,20.849
2021-09-25,20.849
2021-09-26,20.849
2021-09-27,21.444
2021-09-28,20.765
2021-09-29,21.009
2021-09-30,20.717
2021-10-01,20.616
2021-10-02,20.616
2021-10-03,20.616
2021-10-04,20.094
2021-10-05,20.585
2021-10-06,20.351
2021-10-07,20.558
2021-10-08,20.71
2021-10-09,20.71
2021-10-10,20.71
2021-10-11,20.471
2021-10-12,20.244
2021-10-13,20.509
2021-10-14,21.005
2021-10-15,21.203
2021-10-16,21.203
2021-10-17,21.203
2021-10-18,21.317
2021-10-19,21.434
2021-10-20,21.598
2021-10-21,20.922
2021-10-22,22.736
2021-10-23,22.736
2021-10-24,22.736
2021-10-25,22.327
2021-10-26,22.422
2021-10-27,21.008
2021-10-28,20.886
2021-10-29,21.091
2021-10-30,21.091
2021-10-31,21.091
2021-11-01,21.342
2021-11-02,21.566
2021-11-03,22.043
2021-11-04,21.931
2021-11-05,21.824
2021-11-06,21.824
2021-11-07,21.824
2021-11-08,21.853
2021-11-09,22.083
2021-11-10,21.831
2021-11-11,21.833
2021-11-12,21.89
2021-11-13,21.89
2021-11-14,21.89
2021-11-15,21.85
2021-11-16,22.045
2021-11-17,21.77
2021-11-18,21.78
2021-11-19,21.278
2021-11-20,21.278
2021-11-21,21.278
2021-11-22,21.67
2021-11-23,21.508
2021-11-24,21.6
2021-11-25,21.6
2021-11-26,20.834
2021-11-27,20.834
2021-11-28,20.834
2021-11-29,21.027
2021-11-30,20.093
2021-12-01,19.352
2021-12-02,20.4
2021-12-03,19.323
2021-12-04,19.323
2021-12-05,19.323
2021-12-06,19.549
2021-12-07,20.168
2021-12-08,19.983
2021-12-09,19.832
2021-12-10,19.772
2021-12-11,19.772
2021-12-12,19.772
2021-12-13,18.712
2021-12-14,18.742
2021-12-15,19.052
2021-12-16,18.583
2021-12-17,17.813
2021-12-18,17.813
2021-12-19,17.813
2021-12-20,17.367
2021-12-21,18.119
2021-12-22,18.162
2021-12-23,18.218
2021-12-24,18.218
2021-12-25,18.218
2021-12-26,18.218
2021-12-27,18.619
2021-12-28,18.388
2021-12-29,18.395
2021-12-30,18.295
2021-12-31,18.262
2022-01-01,18.262
2022-01-02,18.262
2022-01-03,18.495
2022-01-04,18.889
2022-01-05,18.062
2022-01-06,19.41
2022-01-07,19.296
2022-01-08,19.296
2022-01-09,19.296
2022-01-10,18.559
2022-01-11,19.139
2022-01-12,19.252
2022-01-13,18.549
2022-01-14,18.36
2022-01-15,18.36
2022-01-16,18.36
2022-01-17,18.36
2022-01-18,17.421
2022-01-19,17.072
2022-01-20,16.624
2022-01-21,14.499
2022-01-22,14.499
2022-01-23,14.499
2022-01-24,14.064
2022-01-25,13.689
2022-01-26,13.828
2022-01-27,13.391
2022-01-28,13.779
2022-01-29,13.779
2022-01-30,13.779
2022-01-31,14.407
2022-02-01,14.942
2022-02-02,14.949
2022-02-03,14.777
2022-02-04,15.073
2022-02-05,15.073
2022-02-06,15.073
2022-02-07,15.193
2022-02-08,15.698
2022-02-09,15.801
2022-02-10,15.872
2022-02-11,15.5
2022-02-12,15.5
2022-02-13,15.5
2022-02-14,15.286
2022-02-15,15.873
2022-02-16,16.119
2022-02-17,15.297
2022-02-18,15.108
2022-02-19,15.108
2022-02-20,15.108
2022-02-21,15.108
2022-02-22,14.977
2022-02-23,14.422
2022-02-24,14.268
2022-02-25,15.232
2022-02-26,15.232
2022-02-27,15.232
2022-02-28,14.814
2022-03-01,13.609
2022-03-02,14.503
2022-03-03,14.252
2022-03-04,13.249
2022-03-05,13.249
2022-03-06,13.249
2022-03-07,12.063
2022-03-08,12.616
2022-03-09,13.15
2022-03-10,13.164
2022-03-11,12.947
2022-03-12,12.947
2022-03-13,12.947
2022-03-14,12.496
2022-03-15,12.927
2022-03-16,13.666
2022-03-17,13.861
2022-03-18,14.001
2022-03-19,14.001
2022-03-20,14.001
2022-03-21,13.748
2022-03-22,14.292
2022-03-23,13.839
2022-03-24,14.025
2022-03-25,14.256
2022-03-26,14.256
2022-03-27,14.256
2022-03-28,14.071
2022-03-29,14.306
2022-03-30,13.582
2022-03-31,13.401
2022-04-01,12.854
2022-04-02,12.854
2022-04-03,12.854
2022-04-04,12.839
2022-04-05,12.531
2022-04-06,12.038
2022-04-07,11.795
2022-04-08,11.842
2022-04-09,11.842
2022-04-10,11.842
2022-04-11,12.163
2022-04-12,11.946
2022-04-13,12.272
2022-04-14,11.951
2022-04-15,11.951
2022-04-16,11.951
2022-04-17,11.951
2022-04-18,11.856
2022-04-19,12.641
2022-04-20,12.194
2022-04-21,11.57
2022-04-22,11.923
2022-04-23,11.923
2022-04-24,11.923
2022-04-25,11.803
2022-04-26,11.177
2022-04-27,11.037
2022-04-28,11.195
2022-04-29,10.593
2022-04-30,10.593
2022-05-01,10.593
2022-05-02,10.811
2022-05-03,11.136
2022-05-04,11.653
2022-05-05,11.129
2022-05-06,10.704
2022-05-07,10.704
2022-05-08,10.704
2022-05-09,10.187
2022-05-10,9.974
2022-05-11,9.57
2022-05-12,9.444
2022-05-13,9.742
2022-05-14,9.742
2022-05-15,9.742
2022-05-16,9.37
2022-05-17,9.714
2022-05-18,9.351
2022-05-19,9.443
2022-05-20,9.426
2022-05-21,9.426
2022-05-22,9.426
2022-05-23,9.714
2022-05-24,9.271
2022-05-25,9.807
2022-05-26,10.249
2022-05-27,10.654
2022-05-28,10.654
2022-05-29,10.654
2022-05-30,10.654
2022-05-31,10.604
2022-06-01,10.303
2022-06-02,10.678
2022-06-03,10.392
2022-06-04,10.392
2022-06-05,10.392
2022-06-06,10.39
2022-06-07,10.577
2022-06-08,10.445
2022-06-09,10.119
2022-06-10,9.521
2022-06-11,9.521
2022-06-12,9.521
2022-06-13,8.714
2022-06-14,8.806
2022-06-15,9.097
2022-06-16,8.447
2022-06-17,8.678
2022-06-18,8.678
2022-06-19,8.678
2022-06-20,8.678
2022-06-21,8.745
2022-06-22,8.687
2022-06-23,8.707
2022-06-24,9.02
2022-06-25,9.02
2022-06-26,9.02
2022-06-27,8.95
2022-06-28,8.784
2022-06-29,8.693
2022-06-30,8.529
2022-07-01,8.708
2022-07-02,8.708
2022-07-03,8.708
2022-07-04,8.708
2022-07-05,8.957
2022-07-06,8.844
2022-07-07,9.239
2022-07-08,9.139
2022-07-09,9.139
2022-07-10,9.139
2022-07-11,8.911
2022-07-12,9.042
2022-07-13,9.002
2022-07-14,8.71
2022-07-15,9.053
2022-07-16,9.053
2022-07-17,9.053
2022-07-18,9.168
2022-07-19,9.454
2022-07-20,9.612
2022-07-21,9.819
2022-07-22,8.74
2022-07-23,8.74
2022-07-24,8.74
2022-07-25,9.876
2022-07-26,9.368
2022-07-27,9.736
2022-07-28,10.027
2022-07-29,10.355
2022-07-30,10.355
2022-07-31,10.355
2022-08-01,10.169
2022-08-02,10.225
2022-08-03,10.562
2022-08-04,10.635
2022-08-05,10.558
2022-08-06,10.558
2022-08-07,10.558
2022-08-08,10.545
2022-08-09,10.725
2022-08-10,11.555
2022-08-11,11.631
2022-08-12,11.861
2022-08-13,11.861
2022-08-14,11.861
2022-08-15,11.899
2022-08-16,12.207
2022-08-17,11.826
2022-08-18,11.766
2022-08-19,11.198
2022-08-20,11.198
2022-08-21,11.198
2022-08-22,10.825
2022-08-23,10.867
2022-08-24,11.047
2022-08-25,11.278
2022-08-26,10.559
2022-08-27,10.559
2022-08-28,10.559
2022-08-29,10.436
2022-08-30,10.523
2022-08-31,10.48
2022-09-01,10.362
2022-09-02,10.186
2022-09-03,10.186
2022-09-04,10.186
2022-09-05,10.186
2022-09-06,9.908
2022-09-07,10.293
2022-09-08,10.692
2022-09-09,10.924
2022-09-10,10.924
2022-09-11,10.924
2022-09-12,10.848
2022-09-13,10.323
2022-09-14,10.147
2022-09-15,10.296
2022-09-16,9.912
2022-09-17,9.912
2022-09-18,9.912
2022-09-19,10.058
2022-09-20,10.041
2022-09-21,9.886
2022-09-22,9.419
2022-09-23,9.371
2022-09-24,9.371
2022-09-25,9.371
2022-09-26,9.216
2022-09-27,9.165
2022-09-28,9.446
2022-09-29,9.54
2022-09-30,9.606
2022-10-01,9.606
2022-10-02,9.606
2022-10-03,10.153
2022-10-04,10.737
2022-10-05,10.526
2022-10-06,10.383
2022-10-07,9.943
2022-10-08,9.943
2022-10-09,9.943
2022-10-10,9.916
2022-10-11,9.835
2022-10-12,9.964
2022-10-13,10.256
2022-10-14,9.445
2022-10-15,9.445
2022-10-16,9.445
2022-10-17,9.913
2022-10-18,9.876
2022-10-19,9.437
2022-10-20,9.568
2022-10-21,9.241
2022-10-22,9.241
2022-10-23,9.241
2022-10-24,9.714
2022-10-25,10.027
2022-10-26,10.119
2022-10-27,9.721
2022-10-28,9.923
2022-10-29,9.923
2022-10-30,9.923
2022-10-31,9.788
2022-11-01,9.704
2022-11-02,9.449
2022-11-03,9.208
2022-11-04,9.455
2022-11-05,9.455
2022-11-06,9.455
2022-11-07,9.443
2022-11-08,9.687
2022-11-09,9.238
2022-11-10,10.243
2022-11-11,10.45
2022-11-12,10.45
2022-11-13,10.45
2022-11-14,9.746
2022-11-15,10.76
2022-11-16,10.539
2022-11-17,9.982
2022-11-18,10.022
2022-11-19,10.022
2022-11-20,10.022
2022-11-21,9.645
2022-11-22,9.765
2022-11-23,9.987
2022-11-24,9.987
2022-11-25,10.005
2022-11-26,10.005
2022-11-27,10.005
2022-11-28,9.777
2022-11-29,9.849
2022-11-30,10.418
2022-12-01,10.276
2022-12-02,10.129
2022-12-03,10.129
2022-12-04,10.129
2022-12-05,9.501
2022-12-06,9.129
2022-12-07,9.527
2022-12-08,10.184
2022-12-09,10.093
2022-12-10,10.093
2022-12-11,10.093
2022-12-12,10.286
2022-12-13,10.751
2022-12-14,10.586
2022-12-15,10.118
2022-12-16,9.788
2022-12-17,9.788
2022-12-18,9.788
2022-12-19,9.65
2022-12-20,9.745
2022-12-21,9.969
2022-12-22,9.932
2022-12-23,9.981
2022-12-24,9.981
2022-12-25,9.981
2022-12-26,9.981
2022-12-27,9.992
2022-12-28,10.007
2022-12-29,10.848
2022-12-30,10.64
2022-12-31,10.64
2023-01-01,10.64
2023-01-02,10.64
2023-01-03,10.719
2023-01-04,11.513
2023-01-05,11.148
2023-01-06,11.809
2023-01-07,11.809
2023-01-08,11.809
2023-01-09,11.973
2023-01-10,12.129
2023-01-11,12.243
2023-01-12,12.187
2023-01-13,12.135
2023-01-14,12.135
2023-01-15,12.135
2023-01-16,12.135
2023-01-17,12.483
2023-01-18,12.099
2023-01-19,12.451
2023-01-20,14.478
2023-01-21,14.478
2023-01-22,14.478
2023-01-23,15.426
2023-01-24,14.892
2023-01-25,15.223
2023-01-26,15.153
2023-01-27,15.503
2023-01-28,15.503
2023-01-29,15.503
2023-01-30,15.156
2023-01-31,15.594
2023-02-01,16.158
2023-02-02,17.195
2023-02-03,16.665
2023-02-04,16.665
2023-02-05,16.665
2023-02-06,16.284
2023-02-07,16.656
2023-02-08,16.504
2023-02-09,16.272
2023-02-10,15.97
2023-02-11,15.97
2023-02-12,15.97
2023-02-13,16.049
2023-02-14,16.004
2023-02-15,16.312
2023-02-16,15.549
2023-02-17,15.078
2023-02-18,15.078
2023-02-19,15.078
2023-02-20,15.078
2023-02-21,14.714
2023-02-22,14.808
2023-02-23,14.958
2023-02-24,14.569
2023-02-25,14.569
2023-02-26,14.569
2023-02-27,14.724
2023-02-28,14.837
2023-03-01,14.575
2023-03-02,14.232
2023-03-03,14.604
2023-03-04,14.604
2023-03-05,14.604
2023-03-06,14.534
2023-03-07,13.73
2023-03-08,14.125
2023-03-09,7.655
2023-03-10,7.655
2023-03-11,7.655
2023-03-12,7.655
2023-03-13,7.655
2023-03-14,7.655
2023-03-15,7.655
2023-03-16,7.655
2023-03-17,7.655
2023-03-18,7.655
2023-03-19,7.655
2023-03-20,7.655
2023-03-21,7.655
2023-03-22,7.655
2023-03-23,7.655
2023-03-24,7.655
2023-03-25,7.655
2023-03-26,7.655
2023-03-27,7.655
2023-03-28,0.051
2023-03-29,0.123
2023-03-30,0.14
2023-03-31,0.142
2023-04-01,0.142
2023-04-02,0.142
2023-04-03,0.265
2023-04-04,0.265
2023-04-05,0.265
2023-04-06,0.265
2023-04-07,0.265
2023-04-08,0.265
2023-04-09,0.265
2023-04-10,0.265
2023-04-11,0.265
2023-04-12,0.265
2023-04-13,0.265
2023-04-14,0.265
2023-04-15,0.265
2023-04-16,0.265
2023-04-17,0.265
2023-04-18,0.265
2023-04-19,0.265
2023-04-20,0.265
2023-04-21,0.265
2023-04-22,0.265
2023-04-23,0.265
2023-04-24,0.265
2023-04-25,0.265
2023-04-26,0.265
2023-04-27,0.265
2023-04-28,0.265
2023-04-29,0.265
2023-04-30,0.265
2023-05-01,0.265
2023-05-02,0.265
2023-05-03,0.265
2023-05-04,0.265
2023-05-05,0.265
2023-05-06,0.265
2023-05-07,0.265
2023-05-08,0.265
2023-05-09,0.265
2023-05-10,0.265
2023-05-11,0.265
2023-05-12,0.265
2023-05-13,0.265
2023-05-14,0.265
2023-05-15,0.265
2023-05-16,0.265
2023-05-17,0.265
2023-05-18,0.265
2023-05-19,0.265
2023-05-20,0.265
2023-05-21,0.265
2023-05-22,0.265
2023-05-23,0.265
2023-05-24,0.265
2023-05-25,0.265
2023-05-26,0.265
2023-05-27,0.265
2023-05-28,0.265
2023-05-29,0.265
2023-05-30,0.265
2023-05-31,0.265
2023-06-01,0.265
2023-06-02,0.265
2023-06-03,0.265
2023-06-04,0.265
2023-06-05,0.265
2023-06-06,0.265
2023-06-07,0.265
2023-06-08,0.265
2023-06-09,0.265
2023-06-10,0.265
2023-06-11,0.265
2023-06-12,0.265
2023-06-13,0.265
2023-06-14,0.265
2023-06-15,0.265
2023-06-16,0.265
2023-06-17,0.265
2023-06-18,0.265
2023-06-19,0.265
2023-06-20,0.265
2023-06-21,0.265
2023-06-22,0.265
2023-06-23,0.265
2023-06-24,0.265
2023-06-25,0.265
2023-06-26,0.265
2023-06-27,0.265
2023-06-28,0.265
2023-06-29,0.265
