,TTC US Equity
2023-07-11,19.543
2023-07-12,19.682
2023-07-13,19.511
2023-07-14,19.5
2023-07-15,19.5
2023-07-16,19.5
2023-07-17,19.329
2023-07-18,19.363
2023-07-19,19.473
2023-07-20,19.295
2023-07-21,19.173
2023-07-22,19.173
2023-07-23,19.173
2023-07-24,19.357
2023-07-25,19.408
2023-07-26,19.046
2023-07-27,18.892
2023-07-28,19.102
2023-07-29,19.102
2023-07-30,19.102
2023-07-31,19.07
2023-08-01,19.402
2023-08-02,19.479
2023-08-03,19.023
2023-08-04,18.972
2023-08-05,18.972
2023-08-06,18.972
2023-08-07,19.305
2023-08-08,19.149
2023-08-09,19.094
2023-08-10,19.177
2023-08-11,19.222
2023-08-12,19.222
2023-08-13,19.222
2023-08-14,19.305
2023-08-15,18.884
2023-08-16,18.926
2023-08-17,18.487
2023-08-18,18.438
2023-08-19,18.438
2023-08-20,18.438
2023-08-21,18.374
2023-08-22,18.329
2023-08-23,18.56
2023-08-24,18.449
2023-08-25,18.652
2023-08-26,18.652
2023-08-27,18.652
2023-08-28,18.745
2023-08-29,19.001
2023-08-30,19.137
2023-08-31,19.091
2023-09-01,19.339
2023-09-02,19.339
2023-09-03,19.339
2023-09-04,19.339
2023-09-05,18.637
2023-09-06,18.607
2023-09-07,16.532
2023-09-08,17.671
2023-09-09,17.671
2023-09-10,17.671
2023-09-11,17.566
2023-09-12,17.669
2023-09-13,17.686
2023-09-14,17.824
2023-09-15,17.678
2023-09-16,17.678
2023-09-17,17.678
2023-09-18,17.519
2023-09-19,17.448
2023-09-20,17.329
2023-09-21,17.361
2023-09-22,17.422
2023-09-23,17.422
2023-09-24,17.422
2023-09-25,17.648
2023-09-26,17.605
2023-09-27,17.848
2023-09-28,18.054
2023-09-29,18.034
2023-09-30,18.034
2023-10-01,18.034
2023-10-02,17.98
2023-10-03,17.788
2023-10-04,18.061
2023-10-05,18.069
2023-10-06,18.385
2023-10-07,18.385
2023-10-08,18.385
2023-10-09,18.52
2023-10-10,18.586
2023-10-11,18.76
2023-10-12,18.446
2023-10-13,18.719
2023-10-14,18.719
2023-10-15,18.719
2023-10-16,18.995
2023-10-17,19.063
2023-10-18,18.405
2023-10-19,18.222
2023-10-20,17.917
2023-10-21,17.917
2023-10-22,17.917
2023-10-23,17.74
2023-10-24,17.719
2023-10-25,17.509
2023-10-26,17.827
2023-10-27,17.712
2023-10-28,17.712
2023-10-29,17.712
2023-10-30,17.775
2023-10-31,17.616
2023-11-01,17.657
2023-11-02,18.239
2023-11-03,18.758
2023-11-04,18.758
2023-11-05,18.758
2023-11-06,18.283
2023-11-07,18.098
2023-11-08,18.307
2023-11-09,17.91
2023-11-10,18.265
2023-11-11,18.265
2023-11-12,18.265
2023-11-13,18.165
2023-11-14,18.854
2023-11-15,18.948
2023-11-16,18.751
2023-11-17,18.595
2023-11-18,18.595
2023-11-19,18.595
2023-11-20,18.536
2023-11-21,18.475
2023-11-22,18.352
2023-11-23,18.352
2023-11-24,18.576
2023-11-25,18.576
2023-11-26,18.576
2023-11-27,18.422
2023-11-28,18.101
2023-11-29,18.151
2023-11-30,18.259
2023-12-01,18.858
2023-12-02,18.858
2023-12-03,18.858
2023-12-04,19.656
2023-12-05,18.671
2023-12-06,19.215
2023-12-07,19.121
2023-12-08,19.176
2023-12-09,19.176
2023-12-10,19.176
2023-12-11,19.126
2023-12-12,18.987
2023-12-13,19.657
2023-12-14,20.369
2023-12-15,20.175
2023-12-16,20.175
2023-12-17,20.175
2023-12-18,20.185
2023-12-19,20.598
2023-12-20,22.508
2023-12-21,22.929
2023-12-22,22.749
2023-12-23,22.749
2023-12-24,22.749
2023-12-25,22.749
2023-12-26,23.06
2023-12-27,22.705
2023-12-28,22.423
2023-12-29,22.224
2023-12-30,22.224
2023-12-31,22.224
2024-01-01,22.224
2024-01-02,21.823
2024-01-03,20.997
2024-01-04,21.149
2024-01-05,21.152
2024-01-06,21.152
2024-01-07,21.152
2024-01-08,21.18
2024-01-09,21.122
2024-01-10,21.041
2024-01-11,20.705
2024-01-12,20.733
2024-01-13,20.733
2024-01-14,20.733
2024-01-15,20.733
2024-01-16,20.849
2024-01-17,20.969
2024-01-18,21.365
2024-01-19,21.487
2024-01-20,21.487
2024-01-21,21.487
2024-01-22,21.886
2024-01-23,21.698
2024-01-24,21.657
2024-01-25,21.71
2024-01-26,21.754
2024-01-27,21.754
2024-01-28,21.754
2024-01-29,21.747
2024-01-30,21.646
2024-01-31,21.307
2024-02-01,21.59
2024-02-02,21.643
2024-02-03,21.643
2024-02-04,21.643
2024-02-05,21.392
2024-02-06,21.388
2024-02-07,21.886
2024-02-08,22.515
2024-02-09,22.518
2024-02-10,22.518
2024-02-11,22.518
2024-02-12,22.599
2024-02-13,22.195
2024-02-14,22.132
2024-02-15,22.511
2024-02-16,21.783
2024-02-17,21.783
2024-02-18,21.783
2024-02-19,21.783
2024-02-20,21.781
2024-02-21,21.628
2024-02-22,21.625
2024-02-23,21.656
2024-02-24,21.656
2024-02-25,21.656
2024-02-26,21.537
2024-02-27,21.365
2024-02-28,21.725
2024-02-29,21.447
2024-03-01,21.386
2024-03-02,21.386
2024-03-03,21.386
2024-03-04,21.944
2024-03-05,21.556
2024-03-06,21.776
2024-03-07,20.624
2024-03-08,20.784
2024-03-09,20.784
2024-03-10,20.784
2024-03-11,20.658
2024-03-12,20.544
2024-03-13,20.875
2024-03-14,20.591
2024-03-15,20.896
2024-03-16,20.896
2024-03-17,20.896
2024-03-18,20.714
2024-03-19,20.931
2024-03-20,20.81
2024-03-21,21.201
2024-03-22,21.066
2024-03-23,21.066
2024-03-24,21.066
2024-03-25,21.162
2024-03-26,20.775
2024-03-27,20.987
2024-03-28,21.429
2024-03-29,21.429
2024-03-30,21.429
2024-03-31,21.429
2024-04-01,20.76
2024-04-02,20.306
2024-04-03,20.351
2024-04-04,20.398
2024-04-05,20.302
2024-04-06,20.302
2024-04-07,20.302
2024-04-08,20.348
