,AMAT US Equity
2021-03-14,14.765
2021-03-15,14.841
2021-03-16,15.309
2021-03-17,15.49
2021-03-18,14.764
2021-03-19,14.839
2021-03-20,14.839
2021-03-21,14.839
2021-03-22,15.416
2021-03-23,15.035
2021-03-24,15.645
2021-03-25,15.466
2021-03-26,16.619
2021-03-27,16.619
2021-03-28,16.619
2021-03-29,16.24
2021-03-30,16.376
2021-03-31,17.26
2021-04-01,18.283
2021-04-02,18.283
2021-04-03,18.283
2021-04-04,18.283
2021-04-05,18.48
2021-04-06,17.476
2021-04-07,16.932
2021-04-08,16.958
2021-04-09,16.904
2021-04-10,16.904
2021-04-11,16.904
2021-04-12,16.428
2021-04-13,16.44
2021-04-14,16.324
2021-04-15,16.559
2021-04-16,16.475
2021-04-17,16.475
2021-04-18,16.475
2021-04-19,16.125
2021-04-20,15.842
2021-04-21,16.638
2021-04-22,16.231
2021-04-23,16.614
2021-04-24,16.614
2021-04-25,16.614
2021-04-26,16.915
2021-04-27,16.851
2021-04-28,16.717
2021-04-29,16.68
2021-04-30,16.35
2021-05-01,16.35
2021-05-02,16.35
2021-05-03,16.367
2021-05-04,15.858
2021-05-05,16.051
2021-05-06,16.229
2021-05-07,16.379
2021-05-08,16.379
2021-05-09,16.379
2021-05-10,15.361
2021-05-11,15.221
2021-05-12,14.153
2021-05-13,14.774
2021-05-14,15.379
2021-05-15,15.379
2021-05-16,15.379
2021-05-17,15.223
2021-05-18,15.007
2021-05-19,15.375
2021-05-20,15.581
2021-05-21,14.761
2021-05-22,14.761
2021-05-23,14.761
2021-05-24,15.44
2021-05-25,15.775
2021-05-26,15.734
2021-05-27,15.84
2021-05-28,15.875
2021-05-29,15.875
2021-05-30,15.875
2021-05-31,15.875
2021-06-01,15.885
2021-06-02,15.977
2021-06-03,15.674
2021-06-04,16.073
2021-06-05,16.073
2021-06-06,16.073
2021-06-07,15.972
2021-06-08,15.615
2021-06-09,15.476
2021-06-10,15.764
2021-06-11,15.725
2021-06-12,15.725
2021-06-13,15.725
2021-06-14,15.979
2021-06-15,15.934
2021-06-16,15.743
2021-06-17,15.782
2021-06-18,15.082
2021-06-19,15.082
2021-06-20,15.082
2021-06-21,15.292
2021-06-22,15.336
2021-06-23,15.573
2021-06-24,15.89
2021-06-25,15.653
2021-06-26,15.653
2021-06-27,15.653
2021-06-28,16.204
2021-06-29,16.311
2021-06-30,16.366
2021-07-01,15.855
2021-07-02,15.879
2021-07-03,15.879
2021-07-04,15.879
2021-07-05,15.879
2021-07-06,15.72
2021-07-07,15.501
2021-07-08,15.232
2021-07-09,15.504
2021-07-10,15.504
2021-07-11,15.504
2021-07-12,15.723
2021-07-13,15.664
2021-07-14,15.59
2021-07-15,15.309
2021-07-16,14.732
2021-07-17,14.732
2021-07-18,14.732
2021-07-19,14.782
2021-07-20,15.167
2021-07-21,15.861
2021-07-22,15.766
2021-07-23,15.91
2021-07-24,15.91
2021-07-25,15.91
2021-07-26,15.916
2021-07-27,15.504
2021-07-28,15.77
2021-07-29,15.803
2021-07-30,16.082
2021-07-31,16.082
2021-08-01,16.082
2021-08-02,16.321
2021-08-03,16.339
2021-08-04,16.408
2021-08-05,16.351
2021-08-06,16.395
2021-08-07,16.395
2021-08-08,16.395
2021-08-09,16.32
2021-08-10,15.867
2021-08-11,15.495
2021-08-12,14.851
2021-08-13,14.93
2021-08-14,14.93
2021-08-15,14.93
2021-08-16,15.135
2021-08-17,14.803
2021-08-18,14.639
2021-08-19,14.307
2021-08-20,13.943
2021-08-21,13.943
2021-08-22,13.943
2021-08-23,14.414
2021-08-24,14.408
2021-08-25,14.586
2021-08-26,14.55
2021-08-27,14.996
2021-08-28,14.996
2021-08-29,14.996
2021-08-30,14.941
2021-08-31,14.84
2021-09-01,14.656
2021-09-02,14.765
2021-09-03,14.917
2021-09-04,14.917
2021-09-05,14.917
2021-09-06,14.917
2021-09-07,14.823
2021-09-08,14.504
2021-09-09,14.661
2021-09-10,14.861
2021-09-11,14.861
2021-09-12,14.861
2021-09-13,15.143
2021-09-14,15.219
2021-09-15,15.337
2021-09-16,15.648
2021-09-17,15.291
2021-09-18,15.291
2021-09-19,15.291
2021-09-20,14.718
2021-09-21,14.68
2021-09-22,14.997
2021-09-23,15.324
2021-09-24,15.412
2021-09-25,15.412
2021-09-26,15.412
2021-09-27,15.501
2021-09-28,14.432
2021-09-29,13.93
2021-09-30,13.98
2021-10-01,14.023
2021-10-02,14.023
2021-10-03,14.023
2021-10-04,13.597
2021-10-05,13.908
2021-10-06,13.74
2021-10-07,13.888
2021-10-08,13.707
2021-10-09,13.707
2021-10-10,13.707
2021-10-11,13.846
2021-10-12,13.766
2021-10-13,13.923
2021-10-14,14.343
2021-10-15,14.29
2021-10-16,14.29
2021-10-17,14.29
2021-10-18,14.474
2021-10-19,14.617
2021-10-20,14.55
2021-10-21,14.481
2021-10-22,14.762
2021-10-23,14.762
2021-10-24,14.762
2021-10-25,14.743
2021-10-26,14.335
2021-10-27,14.352
2021-10-28,14.772
2021-10-29,14.84
2021-10-30,14.84
2021-10-31,14.84
2021-11-01,15.151
2021-11-02,15.335
2021-11-03,15.502
2021-11-04,16.304
2021-11-05,16.647
2021-11-06,16.647
2021-11-07,16.647
2021-11-08,16.611
2021-11-09,16.973
2021-11-10,16.315
2021-11-11,16.695
2021-11-12,17.012
2021-11-13,17.012
2021-11-14,17.012
2021-11-15,16.952
2021-11-16,17.124
2021-11-17,16.92
2021-11-18,17.341
2021-11-19,16.111
2021-11-20,16.111
2021-11-21,16.111
2021-11-22,15.844
2021-11-23,15.99
2021-11-24,16.025
2021-11-25,16.025
2021-11-26,15.41
2021-11-27,15.41
2021-11-28,15.41
2021-11-29,16.263
2021-11-30,15.829
2021-12-01,16.45
2021-12-02,15.888
2021-12-03,15.817
2021-12-04,15.817
2021-12-05,15.817
2021-12-06,15.985
2021-12-07,17.016
2021-12-08,17.06
2021-12-09,16.557
2021-12-10,16.565
2021-12-11,16.565
2021-12-12,16.565
2021-12-13,15.955
2021-12-14,15.773
2021-12-15,16.406
2021-12-16,15.663
2021-12-17,15.605
2021-12-18,15.605
2021-12-19,15.605
2021-12-20,15.483
2021-12-21,16.167
2021-12-22,16.263
2021-12-23,16.602
2021-12-24,16.602
2021-12-25,16.602
2021-12-26,16.602
2021-12-27,17.374
2021-12-28,17.045
2021-12-29,17.188
2021-12-30,16.868
2021-12-31,16.802
2022-01-01,16.802
2022-01-02,16.802
2022-01-03,17.076
2022-01-04,16.908
2022-01-05,16.319
2022-01-06,16.595
2022-01-07,16.008
2022-01-08,16.008
2022-01-09,16.008
2022-01-10,15.879
2022-01-11,16.182
2022-01-12,16.936
2022-01-13,16.684
2022-01-14,17.727
2022-01-15,17.727
2022-01-16,17.727
2022-01-17,17.727
2022-01-18,16.173
2022-01-19,15.186
2022-01-20,14.683
2022-01-21,14.251
2022-01-22,14.251
2022-01-23,14.251
2022-01-24,14.698
2022-01-25,14.033
2022-01-26,14.306
2022-01-27,13.733
2022-01-28,13.976
2022-01-29,13.976
2022-01-30,13.976
2022-01-31,14.667
2022-02-01,14.713
2022-02-02,14.941
2022-02-03,14.49
2022-02-04,14.39
2022-02-05,14.39
2022-02-06,14.39
2022-02-07,14.45
2022-02-08,14.728
2022-02-09,15.306
2022-02-10,14.836
2022-02-11,14.095
2022-02-12,14.095
2022-02-13,14.095
2022-02-14,14.028
2022-02-15,14.877
2022-02-16,14.764
2022-02-17,14.256
2022-02-18,13.924
2022-02-19,13.924
2022-02-20,13.924
2022-02-21,13.924
2022-02-22,13.626
2022-02-23,13.375
2022-02-24,13.956
2022-02-25,14.197
2022-02-26,14.197
2022-02-27,14.197
2022-02-28,14.038
2022-03-01,13.558
2022-03-02,13.931
2022-03-03,13.666
2022-03-04,13.153
2022-03-05,13.153
2022-03-06,13.153
2022-03-07,12.471
2022-03-08,12.987
2022-03-09,13.454
2022-03-10,13.072
2022-03-11,12.933
2022-03-12,12.933
2022-03-13,12.933
2022-03-14,12.566
2022-03-15,13.014
2022-03-16,13.649
2022-03-17,13.807
2022-03-18,14.088
2022-03-19,14.088
2022-03-20,14.088
2022-03-21,13.99
2022-03-22,14.124
2022-03-23,13.7
2022-03-24,14.448
2022-03-25,14.288
2022-03-26,14.288
2022-03-27,14.288
2022-03-28,14.48
2022-03-29,14.878
2022-03-30,14.284
2022-03-31,13.864
2022-04-01,13.402
2022-04-02,13.402
2022-04-03,13.402
2022-04-04,13.615
2022-04-05,12.802
2022-04-06,12.552
2022-04-07,12.875
2022-04-08,12.618
2022-04-09,12.618
2022-04-10,12.618
2022-04-11,12.227
2022-04-12,12.05
2022-04-13,12.292
2022-04-14,11.924
2022-04-15,11.924
2022-04-16,11.924
2022-04-17,11.924
2022-04-18,12.083
2022-04-19,12.313
2022-04-20,12.401
2022-04-21,12.169
2022-04-22,11.865
2022-04-23,11.865
2022-04-24,11.865
2022-04-25,12.028
2022-04-26,11.445
2022-04-27,11.433
2022-04-28,12.045
2022-04-29,11.595
2022-04-30,11.595
2022-05-01,11.595
2022-05-02,11.87
2022-05-03,11.958
2022-05-04,12.484
2022-05-05,11.923
2022-05-06,11.821
2022-05-07,11.821
2022-05-08,11.821
2022-05-09,11.112
2022-05-10,11.262
2022-05-11,10.919
2022-05-12,11.218
2022-05-13,11.754
2022-05-14,11.754
2022-05-15,11.754
2022-05-16,11.609
2022-05-17,12.331
2022-05-18,11.751
2022-05-19,11.841
2022-05-20,11.471
2022-05-21,11.471
2022-05-22,11.471
2022-05-23,11.896
2022-05-24,11.534
2022-05-25,11.773
2022-05-26,12.483
2022-05-27,12.961
2022-05-28,12.961
2022-05-29,12.961
2022-05-30,12.961
2022-05-31,12.723
2022-06-01,12.416
2022-06-02,12.728
2022-06-03,12.467
2022-06-04,12.467
2022-06-05,12.467
2022-06-06,12.471
2022-06-07,12.544
2022-06-08,12.195
2022-06-09,11.629
2022-06-10,11.048
2022-06-11,11.048
2022-06-12,11.048
2022-06-13,10.445
2022-06-14,10.478
2022-06-15,10.564
2022-06-16,9.715
2022-06-17,9.741
2022-06-18,9.741
2022-06-19,9.741
2022-06-20,9.741
2022-06-21,10.32
2022-06-22,10.187
2022-06-23,10.115
2022-06-24,10.558
2022-06-25,10.558
2022-06-26,10.558
2022-06-27,10.585
2022-06-28,10.407
2022-06-29,10.07
2022-06-30,9.965
2022-07-01,9.449
2022-07-02,9.449
2022-07-03,9.449
2022-07-04,9.449
2022-07-05,9.469
2022-07-06,9.531
2022-07-07,9.992
2022-07-08,10.04
2022-07-09,10.04
2022-07-10,10.04
2022-07-11,9.757
2022-07-12,9.77
2022-07-13,9.808
2022-07-14,10.132
2022-07-15,10.652
2022-07-16,10.652
2022-07-17,10.652
2022-07-18,10.551
2022-07-19,11.128
2022-07-20,11.581
2022-07-21,11.764
2022-07-22,11.518
2022-07-23,11.518
2022-07-24,11.518
2022-07-25,11.576
2022-07-26,11.337
2022-07-27,11.858
2022-07-28,12.053
2022-07-29,12.147
2022-07-30,12.147
2022-07-31,12.147
2022-08-01,12.195
2022-08-02,12.034
2022-08-03,12.494
2022-08-04,12.729
2022-08-05,12.564
2022-08-06,12.564
2022-08-07,12.564
2022-08-08,12.359
2022-08-09,11.423
2022-08-10,12.041
2022-08-11,12.096
2022-08-12,12.654
2022-08-13,12.654
2022-08-14,12.654
2022-08-15,12.586
2022-08-16,12.438
2022-08-17,12.152
2022-08-18,12.596
2022-08-19,12.385
2022-08-20,12.385
2022-08-21,12.385
2022-08-22,11.982
2022-08-23,12.115
2022-08-24,12.091
2022-08-25,12.511
2022-08-26,11.773
2022-08-27,11.773
2022-08-28,11.773
2022-08-29,11.503
2022-08-30,11.263
2022-08-31,11.291
2022-09-01,11.02
2022-09-02,10.951
2022-09-03,10.951
2022-09-04,10.951
2022-09-05,10.951
2022-09-06,10.842
2022-09-07,11.041
2022-09-08,11.263
2022-09-09,11.589
2022-09-10,11.589
2022-09-11,11.589
2022-09-12,11.564
2022-09-13,10.854
2022-09-14,10.885
2022-09-15,10.678
2022-09-16,10.672
2022-09-17,10.672
2022-09-18,10.672
2022-09-19,10.774
2022-09-20,10.582
2022-09-21,10.458
2022-09-22,10.212
2022-09-23,10.122
2022-09-24,10.122
2022-09-25,10.122
2022-09-26,9.96
2022-09-27,10.271
2022-09-28,10.497
2022-09-29,10.304
2022-09-30,10.0
2022-10-01,10.0
2022-10-02,10.0
2022-10-03,10.528
2022-10-04,11.016
2022-10-05,10.992
2022-10-06,10.857
2022-10-07,10.177
2022-10-08,10.177
2022-10-09,10.177
2022-10-10,9.916
2022-10-11,9.584
2022-10-12,9.903
2022-10-13,10.696
2022-10-14,10.349
2022-10-15,10.349
2022-10-16,10.349
2022-10-17,10.568
2022-10-18,10.889
2022-10-19,11.183
2022-10-20,11.386
2022-10-21,12.082
2022-10-22,12.082
2022-10-23,12.082
2022-10-24,12.452
2022-10-25,12.832
2022-10-26,12.923
2022-10-27,12.688
2022-10-28,13.155
2022-10-29,13.155
2022-10-30,13.155
2022-10-31,12.945
2022-11-01,13.165
2022-11-02,12.867
2022-11-03,12.653
2022-11-04,13.445
2022-11-05,13.445
2022-11-06,13.445
2022-11-07,13.935
2022-11-08,14.368
2022-11-09,13.914
2022-11-10,15.449
2022-11-11,16.295
2022-11-12,16.295
2022-11-13,16.295
2022-11-14,15.865
2022-11-15,16.285
2022-11-16,15.474
2022-11-17,15.682
2022-11-18,15.531
2022-11-19,15.531
2022-11-20,15.531
2022-11-21,15.329
2022-11-22,15.535
2022-11-23,15.664
2022-11-24,15.664
2022-11-25,15.35
2022-11-26,15.35
2022-11-27,15.35
2022-11-28,15.009
2022-11-29,14.977
2022-11-30,15.938
2022-12-01,15.561
2022-12-02,15.518
2022-12-03,15.518
2022-12-04,15.518
2022-12-05,15.477
2022-12-06,15.245
2022-12-07,15.449
2022-12-08,15.843
2022-12-09,15.658
2022-12-10,15.658
2022-12-11,15.658
2022-12-12,15.947
2022-12-13,16.311
2022-12-14,15.986
2022-12-15,15.245
2022-12-16,15.277
2022-12-17,15.277
2022-12-18,15.277
2022-12-19,15.169
2022-12-20,15.097
2022-12-21,15.448
2022-12-22,14.228
2022-12-23,14.173
2022-12-24,14.173
2022-12-25,14.173
2022-12-26,14.173
2022-12-27,13.899
2022-12-28,13.736
2022-12-29,14.161
2022-12-30,14.196
2022-12-31,14.196
2023-01-01,14.196
2023-01-02,14.196
2023-01-03,14.102
2023-01-04,14.478
2023-01-05,14.275
2023-01-06,15.201
2023-01-07,15.201
2023-01-08,15.201
2023-01-09,15.493
2023-01-10,15.718
2023-01-11,16.012
2023-01-12,16.094
2023-01-13,16.06
2023-01-14,16.06
2023-01-15,16.06
2023-01-16,16.06
2023-01-17,15.962
2023-01-18,16.004
2023-01-19,15.488
2023-01-20,15.985
2023-01-21,15.985
2023-01-22,15.985
2023-01-23,17.034
2023-01-24,16.86
2023-01-25,17.003
2023-01-26,17.246
2023-01-27,16.787
2023-01-28,16.787
2023-01-29,16.787
2023-01-30,16.145
2023-01-31,16.636
2023-02-01,17.758
2023-02-02,18.541
2023-02-03,17.903
2023-02-04,17.903
2023-02-05,17.903
2023-02-06,17.561
2023-02-07,17.983
2023-02-08,17.301
2023-02-09,17.297
2023-02-10,17.076
2023-02-11,17.076
2023-02-12,17.076
2023-02-13,17.349
2023-02-14,17.646
2023-02-15,17.798
2023-02-16,17.091
2023-02-17,16.609
2023-02-18,16.609
2023-02-19,16.609
2023-02-20,16.609
2023-02-21,15.788
2023-02-22,15.701
2023-02-23,16.082
2023-02-24,15.854
2023-02-25,15.854
2023-02-26,15.854
2023-02-27,15.962
2023-02-28,16.51
2023-03-01,16.668
2023-03-02,16.946
2023-03-03,17.019
2023-03-04,17.019
2023-03-05,17.019
2023-03-06,16.959
2023-03-07,16.649
2023-03-08,16.975
2023-03-09,16.737
2023-03-10,16.342
2023-03-11,16.342
2023-03-12,16.342
2023-03-13,16.549
2023-03-14,17.272
2023-03-15,17.005
2023-03-16,17.629
2023-03-17,17.596
2023-03-18,17.596
2023-03-19,17.596
2023-03-20,17.803
2023-03-21,17.28
2023-03-22,17.059
2023-03-23,17.622
2023-03-24,17.155
2023-03-25,17.155
2023-03-26,17.155
2023-03-27,17.061
2023-03-28,16.706
2023-03-29,17.201
2023-03-30,17.526
2023-03-31,17.629
2023-04-01,17.629
2023-04-02,17.629
2023-04-03,17.556
2023-04-04,17.24
2023-04-05,16.838
2023-04-06,16.56
2023-04-07,16.56
2023-04-08,16.56
2023-04-09,16.56
2023-04-10,16.857
2023-04-11,16.84
2023-04-12,16.374
2023-04-13,16.419
2023-04-14,16.336
2023-04-15,16.336
2023-04-16,16.336
2023-04-17,16.187
2023-04-18,16.112
2023-04-19,15.977
2023-04-20,16.564
2023-04-21,16.429
2023-04-22,16.429
2023-04-23,16.429
2023-04-24,16.458
2023-04-25,16.024
2023-04-26,15.98
2023-04-27,16.179
2023-04-28,16.353
2023-04-29,16.353
2023-04-30,16.353
2023-05-01,16.341
2023-05-02,16.227
2023-05-03,16.39
2023-05-04,16.269
2023-05-05,16.791
2023-05-06,16.791
2023-05-07,16.791
2023-05-08,16.746
2023-05-09,16.47
2023-05-10,16.697
2023-05-11,16.704
2023-05-12,16.795
2023-05-13,16.795
2023-05-14,16.795
2023-05-15,17.522
2023-05-16,17.517
2023-05-17,18.311
2023-05-18,18.712
2023-05-19,17.95
2023-05-20,17.95
2023-05-21,17.95
2023-05-22,17.886
2023-05-23,17.587
2023-05-24,17.242
2023-05-25,18.479
2023-05-26,19.274
2023-05-27,19.274
2023-05-28,19.274
2023-05-29,19.274
2023-05-30,19.346
2023-05-31,18.883
2023-06-01,19.122
2023-06-02,19.093
2023-06-03,19.093
2023-06-04,19.093
2023-06-05,18.971
2023-06-06,19.006
2023-06-07,19.158
2023-06-08,19.327
2023-06-09,19.315
2023-06-10,19.315
2023-06-11,19.315
2023-06-12,19.867
2023-06-13,20.011
2023-06-14,19.924
2023-06-15,19.774
2023-06-16,19.594
2023-06-17,19.594
2023-06-18,19.594
2023-06-19,19.594
2023-06-20,19.536
2023-06-21,19.275
2023-06-22,19.593
