,GD US Equity
2020-09-10,7.903
2020-09-11,8.057
2020-09-12,8.057
2020-09-13,8.057
2020-09-14,8.174
2020-09-15,8.044
2020-09-16,8.135
2020-09-17,8.014
2020-09-18,7.925
2020-09-19,7.925
2020-09-20,7.925
2020-09-21,7.667
2020-09-22,7.729
2020-09-23,7.566
2020-09-24,7.588
2020-09-25,7.66
2020-09-26,7.66
2020-09-27,7.66
2020-09-28,7.811
2020-09-29,7.679
2020-09-30,7.673
2020-10-01,7.661
2020-10-02,7.82
2020-10-03,7.82
2020-10-04,7.82
2020-10-05,7.945
2020-10-06,7.921
2020-10-07,8.064
2020-10-08,8.135
2020-10-09,8.058
2020-10-10,8.058
2020-10-11,8.058
2020-10-12,8.118
2020-10-13,8.034
2020-10-14,7.934
2020-10-15,7.818
2020-10-16,7.898
2020-10-17,7.898
2020-10-18,7.898
2020-10-19,7.7
2020-10-20,7.688
2020-10-21,7.585
2020-10-22,7.741
2020-10-23,7.812
2020-10-24,7.812
2020-10-25,7.812
2020-10-26,7.691
2020-10-27,7.488
2020-10-28,7.518
2020-10-29,7.63
2020-10-30,7.631
2020-10-31,7.631
2020-11-01,7.631
2020-11-02,7.907
2020-11-03,8.03
2020-11-04,8.082
2020-11-05,8.085
2020-11-06,8.095
2020-11-07,8.095
2020-11-08,8.095
2020-11-09,8.549
2020-11-10,8.792
2020-11-11,8.732
2020-11-12,8.57
2020-11-13,8.782
2020-11-14,8.782
2020-11-15,8.782
2020-11-16,8.886
2020-11-17,8.801
2020-11-18,8.919
2020-11-19,8.715
2020-11-20,8.62
2020-11-21,8.62
2020-11-22,8.62
2020-11-23,8.717
2020-11-24,8.929
2020-11-25,8.834
2020-11-26,8.834
2020-11-27,8.835
2020-11-28,8.835
2020-11-29,8.835
2020-11-30,8.678
2020-12-01,8.818
2020-12-02,8.91
2020-12-03,8.941
2020-12-04,9.066
2020-12-05,9.066
2020-12-06,9.066
2020-12-07,8.89
2020-12-08,8.923
2020-12-09,8.956
2020-12-10,8.737
2020-12-11,8.793
2020-12-12,8.793
2020-12-13,8.793
2020-12-14,8.91
2020-12-15,9.012
2020-12-16,8.942
2020-12-17,8.837
2020-12-18,8.9
2020-12-19,8.9
2020-12-20,8.9
2020-12-21,8.725
2020-12-22,8.54
2020-12-23,8.636
2020-12-24,8.686
2020-12-25,8.686
2020-12-26,8.686
2020-12-27,8.686
2020-12-28,8.67
2020-12-29,8.601
2020-12-30,8.645
2020-12-31,8.675
2021-01-01,8.675
2021-01-02,8.675
2021-01-03,8.675
2021-01-04,8.507
2021-01-05,8.512
2021-01-06,8.729
2021-01-07,9.037
2021-01-08,8.981
2021-01-09,8.981
2021-01-10,8.981
2021-01-11,9.041
2021-01-12,9.143
2021-01-13,9.12
2021-01-14,9.274
2021-01-15,9.218
2021-01-16,9.218
2021-01-17,9.218
2021-01-18,9.218
2021-01-19,9.216
2021-01-20,9.27
2021-01-21,9.091
2021-01-22,9.194
2021-01-23,9.194
2021-01-24,9.194
2021-01-25,9.218
2021-01-26,9.047
2021-01-27,9.309
2021-01-28,9.268
2021-01-29,9.037
2021-01-30,9.037
2021-01-31,9.037
2021-02-01,9.098
2021-02-02,9.23
2021-02-03,9.439
2021-02-04,9.714
2021-02-05,9.793
2021-02-06,9.793
2021-02-07,9.793
2021-02-08,9.844
2021-02-09,9.998
2021-02-10,10.059
2021-02-11,10.079
2021-02-12,10.164
2021-02-13,10.164
2021-02-14,10.164
2021-02-15,10.164
2021-02-16,10.206
2021-02-17,10.279
2021-02-18,10.201
2021-02-19,10.298
2021-02-20,10.298
2021-02-21,10.298
2021-02-22,10.4
2021-02-23,10.458
2021-02-24,10.503
2021-02-25,10.386
2021-02-26,10.216
2021-02-27,10.216
2021-02-28,10.216
2021-03-01,10.44
2021-03-02,10.479
2021-03-03,10.496
2021-03-04,10.359
2021-03-05,10.656
2021-03-06,10.656
2021-03-07,10.656
2021-03-08,10.792
2021-03-09,10.545
2021-03-10,10.775
2021-03-11,10.791
2021-03-12,11.017
2021-03-13,11.017
2021-03-14,11.017
2021-03-15,11.043
2021-03-16,10.956
2021-03-17,11.14
2021-03-18,11.248
2021-03-19,11.147
2021-03-20,11.147
2021-03-21,11.147
2021-03-22,11.08
2021-03-23,10.974
2021-03-24,11.071
2021-03-25,11.3
2021-03-26,11.393
2021-03-27,11.393
2021-03-28,11.393
2021-03-29,11.503
2021-03-30,11.428
2021-03-31,11.394
2021-04-01,11.348
2021-04-02,11.348
2021-04-03,11.348
2021-04-04,11.348
2021-04-05,11.647
2021-04-06,11.617
2021-04-07,11.596
2021-04-08,11.725
2021-04-09,11.654
2021-04-10,11.654
2021-04-11,11.654
2021-04-12,11.777
2021-04-13,11.608
2021-04-14,11.684
2021-04-15,11.713
2021-04-16,11.748
2021-04-17,11.748
2021-04-18,11.748
2021-04-19,11.765
2021-04-20,11.719
2021-04-21,11.832
2021-04-22,11.746
2021-04-23,11.872
2021-04-24,11.872
2021-04-25,11.872
2021-04-26,11.79
2021-04-27,11.835
2021-04-28,11.77
2021-04-29,12.104
2021-04-30,12.048
2021-05-01,12.048
2021-05-02,12.048
2021-05-03,12.14
2021-05-04,12.159
2021-05-05,12.076
2021-05-06,12.203
2021-05-07,12.339
2021-05-08,12.339
2021-05-09,12.339
2021-05-10,12.325
2021-05-11,12.131
2021-05-12,11.836
2021-05-13,12.115
2021-05-14,12.156
2021-05-15,12.156
2021-05-16,12.156
2021-05-17,12.138
2021-05-18,11.992
2021-05-19,11.94
2021-05-20,11.974
2021-05-21,12.026
2021-05-22,12.026
2021-05-23,12.026
2021-05-24,12.008
2021-05-25,11.964
2021-05-26,11.971
2021-05-27,12.076
2021-05-28,12.028
2021-05-29,12.028
2021-05-30,12.028
2021-05-31,12.028
2021-06-01,12.004
2021-06-02,12.131
2021-06-03,12.085
2021-06-04,12.259
2021-06-05,12.259
2021-06-06,12.259
2021-06-07,12.145
2021-06-08,12.206
2021-06-09,12.152
2021-06-10,12.127
2021-06-11,12.128
2021-06-12,12.128
2021-06-13,12.128
2021-06-14,12.086
2021-06-15,12.188
2021-06-16,12.038
2021-06-17,11.886
2021-06-18,11.726
2021-06-19,11.726
2021-06-20,11.726
2021-06-21,12.122
2021-06-22,12.046
2021-06-23,11.87
2021-06-24,11.952
2021-06-25,12.06
2021-06-26,12.06
2021-06-27,12.06
2021-06-28,12.001
2021-06-29,11.863
2021-06-30,11.962
2021-07-01,12.025
2021-07-02,12.056
2021-07-03,12.056
2021-07-04,12.056
2021-07-05,12.056
2021-07-06,11.952
2021-07-07,12.136
2021-07-08,12.023
2021-07-09,12.163
2021-07-10,12.163
2021-07-11,12.163
2021-07-12,12.107
2021-07-13,12.069
2021-07-14,12.115
2021-07-15,12.108
2021-07-16,12.103
2021-07-17,12.103
2021-07-18,12.103
2021-07-19,11.771
2021-07-20,12.15
2021-07-21,12.254
2021-07-22,12.186
2021-07-23,12.268
2021-07-24,12.268
2021-07-25,12.268
2021-07-26,12.272
2021-07-27,12.408
2021-07-28,12.326
2021-07-29,12.497
2021-07-30,12.364
2021-07-31,12.364
2021-08-01,12.364
2021-08-02,12.352
2021-08-03,12.446
2021-08-04,12.354
2021-08-05,12.406
2021-08-06,12.557
2021-08-07,12.557
2021-08-08,12.557
2021-08-09,12.441
2021-08-10,12.553
2021-08-11,12.658
2021-08-12,12.562
2021-08-13,12.512
2021-08-14,12.512
2021-08-15,12.512
2021-08-16,12.644
2021-08-17,12.572
2021-08-18,12.413
2021-08-19,12.33
2021-08-20,12.444
2021-08-21,12.444
2021-08-22,12.444
2021-08-23,12.489
2021-08-24,12.546
2021-08-25,12.57
2021-08-26,12.619
2021-08-27,12.66
2021-08-28,12.66
2021-08-29,12.66
2021-08-30,12.626
2021-08-31,12.697
2021-09-01,12.664
2021-09-02,12.823
2021-09-03,12.833
2021-09-04,12.833
2021-09-05,12.833
2021-09-06,12.833
2021-09-07,12.829
2021-09-08,12.956
2021-09-09,12.919
2021-09-10,12.779
2021-09-11,12.779
2021-09-12,12.779
2021-09-13,12.641
2021-09-14,12.466
2021-09-15,12.581
2021-09-16,12.353
2021-09-17,12.368
2021-09-18,12.368
2021-09-19,12.368
2021-09-20,12.261
2021-09-21,12.119
2021-09-22,12.281
2021-09-23,12.395
2021-09-24,12.437
2021-09-25,12.437
2021-09-26,12.437
2021-09-27,12.458
2021-09-28,12.417
2021-09-29,12.498
2021-09-30,12.349
2021-10-01,12.487
2021-10-02,12.487
2021-10-03,12.487
2021-10-04,12.443
2021-10-05,12.483
2021-10-06,12.559
2021-10-07,12.737
2021-10-08,12.762
2021-10-09,12.762
2021-10-10,12.762
2021-10-11,12.81
2021-10-12,12.852
2021-10-13,12.842
2021-10-14,12.952
2021-10-15,13.137
2021-10-16,13.137
2021-10-17,13.137
2021-10-18,13.048
2021-10-19,13.172
2021-10-20,13.161
2021-10-21,13.135
2021-10-22,13.229
2021-10-23,13.229
2021-10-24,13.229
2021-10-25,13.127
2021-10-26,12.916
2021-10-27,13.011
2021-10-28,12.822
2021-10-29,12.83
2021-10-30,12.83
2021-10-31,12.83
2021-11-01,12.776
2021-11-02,12.767
2021-11-03,12.733
2021-11-04,12.54
2021-11-05,12.72
2021-11-06,12.72
2021-11-07,12.72
2021-11-08,12.823
2021-11-09,12.839
2021-11-10,12.741
2021-11-11,12.599
2021-11-12,12.718
2021-11-13,12.718
2021-11-14,12.718
2021-11-15,12.724
2021-11-16,12.577
2021-11-17,12.66
2021-11-18,12.568
2021-11-19,12.46
2021-11-20,12.46
2021-11-21,12.46
2021-11-22,12.654
2021-11-23,12.713
2021-11-24,12.615
2021-11-25,12.615
2021-11-26,12.274
2021-11-27,12.274
2021-11-28,12.274
2021-11-29,12.422
2021-11-30,12.072
2021-12-01,12.023
2021-12-02,12.342
2021-12-03,12.61
2021-12-04,12.61
2021-12-05,12.61
2021-12-06,12.747
2021-12-07,12.731
2021-12-08,12.831
2021-12-09,12.898
2021-12-10,13.089
2021-12-11,13.089
2021-12-12,13.089
2021-12-13,12.997
2021-12-14,12.996
2021-12-15,13.173
2021-12-16,13.169
2021-12-17,12.915
2021-12-18,12.915
2021-12-19,12.915
2021-12-20,12.69
2021-12-21,12.984
2021-12-22,13.015
2021-12-23,13.074
2021-12-24,13.074
2021-12-25,13.074
2021-12-26,13.074
2021-12-27,13.23
2021-12-28,13.264
2021-12-29,13.278
2021-12-30,13.256
2021-12-31,13.315
2022-01-01,13.315
2022-01-02,13.315
2022-01-03,13.251
2022-01-04,13.489
2022-01-05,13.379
2022-01-06,13.47
2022-01-07,13.492
2022-01-08,13.492
2022-01-09,13.492
2022-01-10,13.404
2022-01-11,13.466
2022-01-12,13.488
2022-01-13,13.528
2022-01-14,13.639
2022-01-15,13.639
2022-01-16,13.639
2022-01-17,13.639
2022-01-18,13.515
2022-01-19,13.464
2022-01-20,13.375
2022-01-21,13.219
2022-01-22,13.219
2022-01-23,13.219
2022-01-24,13.254
2022-01-25,13.182
2022-01-26,12.794
2022-01-27,12.753
2022-01-28,12.937
2022-01-29,12.937
2022-01-30,12.937
2022-01-31,12.837
2022-02-01,12.883
2022-02-02,12.956
2022-02-03,12.841
2022-02-04,12.866
2022-02-05,12.866
2022-02-06,12.866
2022-02-07,12.822
2022-02-08,12.964
2022-02-09,13.023
2022-02-10,12.786
2022-02-11,12.921
2022-02-12,12.921
2022-02-13,12.921
2022-02-14,12.765
2022-02-15,12.862
2022-02-16,12.961
2022-02-17,12.96
2022-02-18,13.046
2022-02-19,13.046
2022-02-20,13.046
2022-02-21,13.046
2022-02-22,13.106
2022-02-23,13.073
2022-02-24,13.21
2022-02-25,13.781
2022-02-26,13.781
2022-02-27,13.781
2022-02-28,14.162
2022-03-01,14.094
2022-03-02,14.241
2022-03-03,14.384
2022-03-04,14.817
2022-03-05,14.817
2022-03-06,14.817
2022-03-07,14.924
2022-03-08,14.201
2022-03-09,14.291
2022-03-10,14.213
2022-03-11,14.001
2022-03-12,14.001
2022-03-13,14.001
2022-03-14,14.082
2022-03-15,14.317
2022-03-16,13.719
2022-03-17,13.889
2022-03-18,13.872
2022-03-19,13.872
2022-03-20,13.872
2022-03-21,14.224
2022-03-22,14.33
2022-03-23,14.442
2022-03-24,14.521
2022-03-25,14.723
2022-03-26,14.723
2022-03-27,14.723
2022-03-28,14.514
2022-03-29,14.526
2022-03-30,14.721
2022-03-31,14.532
2022-04-01,14.611
2022-04-02,14.611
2022-04-03,14.611
2022-04-04,14.413
2022-04-05,14.409
2022-04-06,14.506
2022-04-07,14.755
2022-04-08,14.661
2022-04-09,14.661
2022-04-10,14.661
2022-04-11,14.753
2022-04-12,14.769
2022-04-13,14.773
2022-04-14,14.771
2022-04-15,14.771
2022-04-16,14.771
2022-04-17,14.771
2022-04-18,14.778
2022-04-19,14.944
2022-04-20,15.01
2022-04-21,14.669
2022-04-22,14.471
2022-04-23,14.471
2022-04-24,14.471
2022-04-25,14.494
2022-04-26,14.358
2022-04-27,14.529
2022-04-28,14.549
2022-04-29,14.277
2022-04-30,14.277
2022-05-01,14.277
2022-05-02,14.046
2022-05-03,14.054
2022-05-04,14.628
2022-05-05,14.407
2022-05-06,14.428
2022-05-07,14.428
2022-05-08,14.428
2022-05-09,13.812
2022-05-10,13.808
2022-05-11,13.666
2022-05-12,13.458
2022-05-13,13.582
2022-05-14,13.582
2022-05-15,13.582
2022-05-16,13.671
2022-05-17,13.901
2022-05-18,13.562
2022-05-19,13.07
2022-05-20,12.813
2022-05-21,12.813
2022-05-22,12.813
2022-05-23,13.005
2022-05-24,13.192
2022-05-25,13.206
2022-05-26,13.291
2022-05-27,13.606
2022-05-28,13.606
2022-05-29,13.606
2022-05-30,13.606
2022-05-31,13.51
2022-06-01,13.589
2022-06-02,13.782
2022-06-03,13.823
2022-06-04,13.823
2022-06-05,13.823
2022-06-06,13.81
2022-06-07,14.151
2022-06-08,13.897
2022-06-09,13.629
2022-06-10,13.493
2022-06-11,13.493
2022-06-12,13.493
2022-06-13,13.08
2022-06-14,12.982
2022-06-15,13.103
2022-06-16,12.741
2022-06-17,12.614
2022-06-18,12.614
2022-06-19,12.614
2022-06-20,12.614
2022-06-21,13.026
2022-06-22,12.994
2022-06-23,13.029
2022-06-24,13.374
2022-06-25,13.374
2022-06-26,13.374
2022-06-27,13.477
2022-06-28,13.295
2022-06-29,13.222
2022-06-30,13.418
2022-07-01,13.576
2022-07-02,13.576
2022-07-03,13.576
2022-07-04,13.576
2022-07-05,13.011
2022-07-06,13.316
2022-07-07,13.378
2022-07-08,13.41
2022-07-09,13.41
2022-07-10,13.41
2022-07-11,13.331
2022-07-12,13.135
2022-07-13,12.945
2022-07-14,12.766
2022-07-15,12.907
2022-07-16,12.907
2022-07-17,12.907
2022-07-18,12.726
2022-07-19,13.023
2022-07-20,13.147
2022-07-21,13.157
2022-07-22,13.149
2022-07-23,13.149
2022-07-24,13.149
2022-07-25,13.273
2022-07-26,13.202
2022-07-27,13.342
2022-07-28,13.576
2022-07-29,13.761
2022-07-30,13.761
2022-07-31,13.761
2022-08-01,13.711
2022-08-02,13.763
2022-08-03,13.983
2022-08-04,13.892
2022-08-05,13.868
2022-08-06,13.868
2022-08-07,13.868
2022-08-08,13.687
2022-08-09,13.765
2022-08-10,13.936
2022-08-11,14.019
2022-08-12,14.389
2022-08-13,14.389
2022-08-14,14.389
2022-08-15,14.589
2022-08-16,14.593
2022-08-17,14.666
2022-08-18,14.726
2022-08-19,14.604
2022-08-20,14.604
2022-08-21,14.604
2022-08-22,14.17
2022-08-23,14.141
2022-08-24,14.17
2022-08-25,14.383
2022-08-26,14.055
2022-08-27,14.055
2022-08-28,14.055
2022-08-29,14.116
2022-08-30,13.96
2022-08-31,13.839
2022-09-01,13.623
2022-09-02,13.594
2022-09-03,13.594
2022-09-04,13.594
2022-09-05,13.594
2022-09-06,13.574
2022-09-07,13.767
2022-09-08,13.764
2022-09-09,14.001
2022-09-10,14.001
2022-09-11,14.001
2022-09-12,14.232
2022-09-13,13.781
2022-09-14,13.947
2022-09-15,13.81
2022-09-16,13.749
2022-09-17,13.749
2022-09-18,13.749
2022-09-19,13.845
2022-09-20,13.849
2022-09-21,13.848
2022-09-22,13.841
2022-09-23,13.465
2022-09-24,13.465
2022-09-25,13.465
2022-09-26,13.376
2022-09-27,13.269
2022-09-28,13.377
2022-09-29,13.012
2022-09-30,12.875
2022-10-01,12.875
2022-10-02,12.875
2022-10-03,13.382
2022-10-04,13.753
2022-10-05,13.755
2022-10-06,13.633
2022-10-07,13.649
2022-10-08,13.649
2022-10-09,13.649
2022-10-10,13.734
2022-10-11,13.905
2022-10-12,13.635
2022-10-13,13.99
2022-10-14,13.504
2022-10-15,13.504
2022-10-16,13.504
2022-10-17,13.972
2022-10-18,14.499
2022-10-19,14.615
2022-10-20,14.497
2022-10-21,14.812
2022-10-22,14.812
2022-10-23,14.812
2022-10-24,14.886
2022-10-25,15.004
2022-10-26,15.054
2022-10-27,15.171
2022-10-28,15.338
2022-10-29,15.338
2022-10-30,15.338
2022-10-31,15.339
2022-11-01,15.346
2022-11-02,15.128
2022-11-03,15.286
2022-11-04,15.312
2022-11-05,15.312
2022-11-06,15.312
2022-11-07,15.446
2022-11-08,15.505
2022-11-09,15.332
2022-11-10,15.576
2022-11-11,14.94
2022-11-12,14.94
2022-11-13,14.94
2022-11-14,14.921
2022-11-15,15.125
2022-11-16,15.047
2022-11-17,15.148
2022-11-18,15.252
2022-11-19,15.252
2022-11-20,15.252
2022-11-21,15.397
2022-11-22,15.455
2022-11-23,15.503
2022-11-24,15.503
2022-11-25,15.593
2022-11-26,15.593
2022-11-27,15.593
2022-11-28,15.392
2022-11-29,15.437
2022-11-30,15.509
2022-12-01,15.501
2022-12-02,15.715
2022-12-03,15.715
2022-12-04,15.715
2022-12-05,15.418
2022-12-06,15.256
2022-12-07,15.126
2022-12-08,15.216
2022-12-09,15.177
2022-12-10,15.177
2022-12-11,15.177
2022-12-12,15.336
2022-12-13,15.281
2022-12-14,15.338
2022-12-15,15.099
2022-12-16,15.16
2022-12-17,15.16
2022-12-18,15.16
2022-12-19,15.047
2022-12-20,15.19
2022-12-21,15.394
2022-12-22,15.186
2022-12-23,15.267
2022-12-24,15.267
2022-12-25,15.267
2022-12-26,15.267
2022-12-27,15.318
2022-12-28,15.209
2022-12-29,15.349
2022-12-30,15.28
2022-12-31,15.28
2023-01-01,15.28
2023-01-02,15.28
2023-01-03,15.31
2023-01-04,15.061
2023-01-05,15.025
2023-01-06,15.248
2023-01-07,15.248
2023-01-08,15.248
2023-01-09,15.069
2023-01-10,15.213
2023-01-11,15.302
2023-01-12,15.241
2023-01-13,14.786
2023-01-14,14.786
2023-01-15,14.786
2023-01-16,14.786
2023-01-17,14.838
2023-01-18,14.583
2023-01-19,14.339
2023-01-20,14.431
2023-01-21,14.431
2023-01-22,14.431
2023-01-23,14.41
2023-01-24,14.596
2023-01-25,14.417
2023-01-26,14.797
2023-01-27,14.825
2023-01-28,14.825
2023-01-29,14.825
2023-01-30,14.951
2023-01-31,15.278
2023-02-01,15.156
2023-02-02,15.219
2023-02-03,15.228
2023-02-04,15.228
2023-02-05,15.228
2023-02-06,15.301
2023-02-07,15.275
2023-02-08,15.068
2023-02-09,15.038
2023-02-10,15.338
2023-02-11,15.338
2023-02-12,15.338
2023-02-13,15.316
2023-02-14,15.262
2023-02-15,15.289
2023-02-16,15.204
2023-02-17,15.464
2023-02-18,15.464
2023-02-19,15.464
2023-02-20,15.464
2023-02-21,15.349
2023-02-22,15.358
2023-02-23,15.208
2023-02-24,15.246
2023-02-25,15.246
2023-02-26,15.246
2023-02-27,15.159
2023-02-28,14.981
2023-03-01,14.966
2023-03-02,15.135
2023-03-03,15.186
2023-03-04,15.186
2023-03-05,15.186
2023-03-06,15.29
2023-03-07,15.118
2023-03-08,14.926
2023-03-09,14.65
2023-03-10,14.523
2023-03-11,14.523
2023-03-12,14.523
2023-03-13,14.383
2023-03-14,14.452
2023-03-15,14.249
2023-03-16,14.466
2023-03-17,14.341
2023-03-18,14.341
2023-03-19,14.341
2023-03-20,14.457
2023-03-21,14.619
2023-03-22,14.412
2023-03-23,14.466
2023-03-24,14.689
2023-03-25,14.689
2023-03-26,14.689
2023-03-27,14.789
2023-03-28,14.82
2023-03-29,14.906
2023-03-30,14.915
2023-03-31,15.028
2023-04-01,15.028
2023-04-02,15.028
2023-04-03,15.301
2023-04-04,15.101
2023-04-05,15.079
2023-04-06,14.995
2023-04-07,14.995
2023-04-08,14.995
2023-04-09,14.995
2023-04-10,15.087
2023-04-11,15.04
2023-04-12,15.106
2023-04-13,15.181
2023-04-14,15.109
2023-04-15,15.109
2023-04-16,15.109
2023-04-17,15.227
2023-04-18,15.26
2023-04-19,15.183
2023-04-20,15.098
2023-04-21,14.963
2023-04-22,14.963
2023-04-23,14.963
2023-04-24,14.929
2023-04-25,14.812
2023-04-26,14.284
2023-04-27,14.339
2023-04-28,14.515
2023-04-29,14.515
2023-04-30,14.515
2023-05-01,14.51
2023-05-02,14.17
2023-05-03,13.954
2023-05-04,13.877
2023-05-05,14.081
2023-05-06,14.081
2023-05-07,14.081
2023-05-08,14.0
2023-05-09,13.988
2023-05-10,14.012
2023-05-11,13.782
2023-05-12,13.908
2023-05-13,13.908
2023-05-14,13.908
2023-05-15,13.925
2023-05-16,13.722
2023-05-17,13.969
2023-05-18,13.943
2023-05-19,13.925
2023-05-20,13.925
2023-05-21,13.925
2023-05-22,14.048
2023-05-23,13.68
2023-05-24,13.652
2023-05-25,13.508
2023-05-26,13.568
2023-05-27,13.568
2023-05-28,13.568
2023-05-29,13.568
2023-05-30,13.567
2023-05-31,13.497
2023-06-01,13.573
2023-06-02,13.821
2023-06-03,13.821
2023-06-04,13.821
2023-06-05,13.832
2023-06-06,13.935
2023-06-07,14.158
2023-06-08,14.116
2023-06-09,14.032
2023-06-10,14.032
2023-06-11,14.032
2023-06-12,14.084
2023-06-13,14.133
2023-06-14,14.023
2023-06-15,14.209
2023-06-16,14.367
2023-06-17,14.367
2023-06-18,14.367
2023-06-19,14.367
2023-06-20,14.244
2023-06-21,14.379
2023-06-22,14.176
2023-06-23,14.04
2023-06-24,14.04
2023-06-25,14.04
2023-06-26,14.02
2023-06-27,14.018
2023-06-28,13.948
2023-06-29,14.177
2023-06-30,14.233
2023-07-01,14.233
