,DISCB US Equity
2020-08-03,9.236
2020-08-04,8.787
2020-08-05,8.357
2020-08-06,8.709
2020-08-07,7.91
2020-08-08,7.91
2020-08-09,7.91
2020-08-10,8.556
2020-08-11,8.36
2020-08-12,8.469
2020-08-13,8.857
2020-08-14,8.857
2020-08-15,8.857
2020-08-16,8.857
2020-08-17,9.002
2020-08-18,9.002
2020-08-19,8.578
2020-08-20,8.578
2020-08-21,8.578
2020-08-22,8.578
2020-08-23,8.578
2020-08-24,8.777
2020-08-25,8.777
2020-08-26,8.581
2020-08-27,7.917
2020-08-28,8.349
2020-08-29,8.349
2020-08-30,8.349
2020-08-31,8.133
2020-09-01,8.578
2020-09-02,8.578
2020-09-03,8.082
2020-09-04,8.211
2020-09-05,8.211
2020-09-06,8.211
2020-09-07,8.211
2020-09-08,8.227
2020-09-09,8.227
2020-09-10,8.242
2020-09-11,8.155
2020-09-12,8.155
2020-09-13,8.155
2020-09-14,8.099
2020-09-15,8.099
2020-09-16,8.099
2020-09-17,7.91
2020-09-18,7.91
2020-09-19,7.91
2020-09-20,7.91
2020-09-21,7.353
2020-09-22,7.353
2020-09-23,7.799
2020-09-24,8.108
2020-09-25,7.5
2020-09-26,7.5
2020-09-27,7.5
2020-09-28,7.5
2020-09-29,7.5
2020-09-30,7.467
2020-10-01,7.467
2020-10-02,7.467
2020-10-03,7.467
2020-10-04,7.467
2020-10-05,7.467
2020-10-06,7.467
2020-10-07,7.467
2020-10-08,7.364
2020-10-09,7.364
2020-10-10,7.364
2020-10-11,7.364
2020-10-12,7.364
2020-10-13,7.183
2020-10-14,7.183
2020-10-15,7.342
2020-10-16,7.207
2020-10-17,7.207
2020-10-18,7.207
2020-10-19,7.207
2020-10-20,7.207
2020-10-21,7.207
2020-10-22,7.207
2020-10-23,7.305
2020-10-24,7.305
2020-10-25,7.305
2020-10-26,7.296
2020-10-27,7.296
2020-10-28,7.273
2020-10-29,7.05
2020-10-30,7.05
2020-10-31,7.05
2020-11-01,7.05
2020-11-02,7.331
2020-11-03,6.138
2020-11-04,6.945
2020-11-05,6.809
2020-11-06,6.76
2020-11-07,6.76
2020-11-08,6.76
2020-11-09,8.03
2020-11-10,7.543
2020-11-11,7.182
2020-11-12,7.33
2020-11-13,7.179
2020-11-14,7.179
2020-11-15,7.179
2020-11-16,7.229
2020-11-17,7.489
2020-11-18,7.476
2020-11-19,7.323
2020-11-20,7.323
2020-11-21,7.323
2020-11-22,7.323
2020-11-23,7.3
2020-11-24,7.229
2020-11-25,7.789
2020-11-26,7.789
2020-11-27,7.453
2020-11-28,7.453
2020-11-29,7.453
2020-11-30,7.619
2020-12-01,7.484
2020-12-02,7.158
2020-12-03,7.611
2020-12-04,7.775
2020-12-05,7.775
2020-12-06,7.775
2020-12-07,7.705
2020-12-08,7.585
2020-12-09,7.827
2020-12-10,7.796
2020-12-11,7.751
2020-12-12,7.751
2020-12-13,7.751
2020-12-14,8.057
2020-12-15,7.618
2020-12-16,7.36
2020-12-17,7.818
2020-12-18,7.18
2020-12-19,7.18
2020-12-20,7.18
2020-12-21,7.232
2020-12-22,7.348
2020-12-23,7.441
2020-12-24,7.467
2020-12-25,7.467
2020-12-26,7.467
2020-12-27,7.467
2020-12-28,7.391
2020-12-29,7.507
2020-12-30,8.175
2020-12-31,7.678
2021-01-01,7.678
2021-01-02,7.678
2021-01-03,7.678
2021-01-04,8.175
2021-01-05,7.879
2021-01-06,8.424
2021-01-07,8.543
2021-01-08,8.519
2021-01-09,8.519
2021-01-10,8.519
2021-01-11,8.533
2021-01-12,8.981
2021-01-13,8.889
2021-01-14,9.017
2021-01-15,8.91
2021-01-16,8.91
2021-01-17,8.91
2021-01-18,8.91
2021-01-19,8.91
2021-01-20,9.639
2021-01-21,9.639
2021-01-22,9.651
2021-01-23,9.651
2021-01-24,9.651
2021-01-25,9.675
2021-01-26,9.874
2021-01-27,10.743
2021-01-28,10.332
2021-01-29,11.317
2021-01-30,11.317
2021-01-31,11.317
2021-02-01,11.29
2021-02-02,11.29
2021-02-03,10.824
2021-02-04,10.831
2021-02-05,10.747
2021-02-06,10.747
2021-02-07,10.747
2021-02-08,10.892
2021-02-09,11.083
2021-02-10,11.259
2021-02-11,12.338
2021-02-12,12.116
2021-02-13,12.116
2021-02-14,12.116
2021-02-15,12.116
2021-02-16,12.594
2021-02-17,12.494
2021-02-18,13.416
2021-02-19,13.275
2021-02-20,13.275
2021-02-21,13.275
2021-02-22,15.843
2021-02-23,15.839
2021-02-24,15.451
2021-02-25,16.201
2021-02-26,16.201
2021-02-27,16.201
2021-02-28,16.201
2021-03-01,16.744
2021-03-02,16.81
2021-03-03,17.96
2021-03-04,20.115
2021-03-05,19.56
2021-03-06,19.56
2021-03-07,19.56
2021-03-08,19.761
2021-03-09,20.112
2021-03-10,19.313
2021-03-11,19.67
2021-03-12,21.523
2021-03-13,21.523
2021-03-14,21.523
2021-03-15,22.698
2021-03-16,23.259
2021-03-17,23.259
2021-03-18,21.817
2021-03-19,22.85
2021-03-20,22.85
2021-03-21,22.85
2021-03-22,24.27
2021-03-23,22.514
2021-03-24,17.882
2021-03-25,16.71
2021-03-26,14.109
2021-03-27,14.109
2021-03-28,14.109
2021-03-29,14.824
2021-03-30,19.113
2021-03-31,34.944
2021-04-01,30.349
2021-04-02,30.349
2021-04-03,30.349
2021-04-04,30.349
2021-04-05,26.541
2021-04-06,25.102
2021-04-07,20.203
2021-04-08,19.402
2021-04-09,18.195
2021-04-10,18.195
2021-04-11,18.195
2021-04-12,17.14
2021-04-13,17.798
2021-04-14,23.424
2021-04-15,21.37
2021-04-16,20.036
2021-04-17,20.036
2021-04-18,20.036
2021-04-19,20.084
2021-04-20,19.808
2021-04-21,20.043
2021-04-22,19.36
2021-04-23,19.964
2021-04-24,19.964
2021-04-25,19.964
2021-04-26,19.753
2021-04-27,20.055
2021-04-28,19.401
2021-04-29,19.419
2021-04-30,19.555
2021-05-01,19.555
2021-05-02,19.555
2021-05-03,18.937
2021-05-04,18.351
2021-05-05,19.294
2021-05-06,19.028
2021-05-07,18.669
2021-05-08,18.669
2021-05-09,18.669
2021-05-10,18.18
2021-05-11,17.709
2021-05-12,17.744
2021-05-13,17.438
2021-05-14,17.239
2021-05-15,17.239
2021-05-16,17.239
2021-05-17,19.494
2021-05-18,19.389
2021-05-19,19.384
2021-05-20,17.325
2021-05-21,17.621
2021-05-22,17.621
2021-05-23,17.621
2021-05-24,17.4
2021-05-25,17.323
2021-05-26,17.395
2021-05-27,16.923
2021-05-28,17.375
2021-05-29,17.375
2021-05-30,17.375
2021-05-31,17.375
2021-06-01,17.122
2021-06-02,17.315
2021-06-03,17.164
2021-06-04,17.164
2021-06-05,17.164
2021-06-06,17.164
2021-06-07,17.201
2021-06-08,17.572
2021-06-09,17.296
2021-06-10,17.2
2021-06-11,17.51
2021-06-12,17.51
2021-06-13,17.51
2021-06-14,17.101
2021-06-15,17.101
2021-06-16,16.977
2021-06-17,16.949
2021-06-18,16.924
2021-06-19,16.924
2021-06-20,16.924
2021-06-21,16.638
2021-06-22,16.825
2021-06-23,17.283
2021-06-24,16.056
2021-06-25,16.329
2021-06-26,16.329
2021-06-27,16.329
2021-06-28,16.329
2021-06-29,15.908
2021-06-30,15.792
2021-07-01,15.362
2021-07-02,15.826
2021-07-03,15.826
2021-07-04,15.826
2021-07-05,15.826
2021-07-06,15.51
2021-07-07,14.302
2021-07-08,14.51
2021-07-09,14.473
2021-07-10,14.473
2021-07-11,14.473
2021-07-12,14.676
2021-07-13,14.415
2021-07-14,14.513
2021-07-15,14.513
2021-07-16,14.338
2021-07-17,14.338
2021-07-18,14.338
2021-07-19,13.685
2021-07-20,13.685
2021-07-21,13.749
2021-07-22,13.749
2021-07-23,13.699
2021-07-24,13.699
2021-07-25,13.699
2021-07-26,13.483
2021-07-27,13.059
2021-07-28,13.561
2021-07-29,13.061
2021-07-30,13.059
2021-07-31,13.059
2021-08-01,13.059
2021-08-02,12.112
2021-08-03,13.694
2021-08-04,12.027
2021-08-05,13.64
2021-08-06,12.376
2021-08-07,12.376
2021-08-08,12.376
2021-08-09,12.669
2021-08-10,12.497
2021-08-11,12.082
2021-08-12,12.026
2021-08-13,11.851
2021-08-14,11.851
2021-08-15,11.851
2021-08-16,12.39
2021-08-17,12.342
2021-08-18,11.71
2021-08-19,11.131
2021-08-20,10.771
2021-08-21,10.771
2021-08-22,10.771
2021-08-23,11.1
2021-08-24,11.493
2021-08-25,12.525
2021-08-26,12.17
2021-08-27,12.153
2021-08-28,12.153
2021-08-29,12.153
2021-08-30,14.343
2021-08-31,14.114
2021-09-01,13.97
2021-09-02,13.685
2021-09-03,13.979
2021-09-04,13.979
2021-09-05,13.979
2021-09-06,13.979
2021-09-07,13.826
2021-09-08,13.067
2021-09-09,13.093
2021-09-10,12.655
2021-09-11,12.655
2021-09-12,12.655
2021-09-13,13.107
2021-09-14,12.652
2021-09-15,12.359
2021-09-16,12.593
2021-09-17,13.063
2021-09-18,13.063
2021-09-19,13.063
2021-09-20,19.003
2021-09-21,13.477
2021-09-22,16.895
2021-09-23,15.612
2021-09-24,15.797
2021-09-25,15.797
2021-09-26,15.797
2021-09-27,16.059
2021-09-28,15.487
2021-09-29,14.802
2021-09-30,14.119
2021-10-01,14.724
2021-10-02,14.724
2021-10-03,14.724
2021-10-04,14.352
2021-10-05,14.409
2021-10-06,14.133
2021-10-07,12.666
2021-10-08,12.829
2021-10-09,12.829
2021-10-10,12.829
2021-10-11,11.827
2021-10-12,12.148
2021-10-13,13.162
2021-10-14,12.106
2021-10-15,12.503
2021-10-16,12.503
2021-10-17,12.503
2021-10-18,12.111
2021-10-19,11.866
2021-10-20,11.874
2021-10-21,12.128
2021-10-22,11.935
2021-10-23,11.935
2021-10-24,11.935
2021-10-25,12.1
2021-10-26,11.852
2021-10-27,11.533
2021-10-28,11.593
2021-10-29,11.422
2021-10-30,11.422
2021-10-31,11.422
2021-11-01,11.478
2021-11-02,11.152
2021-11-03,11.556
2021-11-04,11.723
2021-11-05,11.67
2021-11-06,11.67
2021-11-07,11.67
2021-11-08,11.355
2021-11-09,11.536
2021-11-10,11.576
2021-11-11,11.873
2021-11-12,12.164
2021-11-13,12.164
2021-11-14,12.164
2021-11-15,12.236
2021-11-16,12.397
2021-11-17,12.397
2021-11-18,12.115
2021-11-19,11.345
2021-11-20,11.345
2021-11-21,11.345
2021-11-22,10.867
2021-11-23,10.867
2021-11-24,11.403
2021-11-25,11.403
2021-11-26,11.403
2021-11-27,11.403
2021-11-28,11.403
2021-11-29,11.403
2021-11-30,9.983
2021-12-01,9.977
2021-12-02,10.892
2021-12-03,9.632
2021-12-04,9.632
2021-12-05,9.632
2021-12-06,10.307
2021-12-07,10.219
2021-12-08,10.091
2021-12-09,10.091
2021-12-10,9.843
2021-12-11,9.843
2021-12-12,9.843
2021-12-13,9.892
2021-12-14,9.122
2021-12-15,9.131
2021-12-16,9.381
2021-12-17,8.947
2021-12-18,8.947
2021-12-19,8.947
2021-12-20,8.569
2021-12-21,8.073
2021-12-22,8.82
2021-12-23,8.694
2021-12-24,8.694
2021-12-25,8.694
2021-12-26,8.694
2021-12-27,8.6
2021-12-28,8.495
2021-12-29,8.409
2021-12-30,8.209
2021-12-31,8.481
2022-01-01,8.481
2022-01-02,8.481
2022-01-03,8.837
2022-01-04,9.236
2022-01-05,8.985
2022-01-06,8.845
2022-01-07,10.465
2022-01-08,10.465
2022-01-09,10.465
2022-01-10,12.685
2022-01-11,12.111
2022-01-12,11.898
2022-01-13,11.584
2022-01-14,11.592
2022-01-15,11.592
2022-01-16,11.592
2022-01-17,11.592
2022-01-18,11.078
2022-01-19,10.548
2022-01-20,10.475
2022-01-21,9.786
2022-01-22,9.786
2022-01-23,9.786
2022-01-24,8.679
2022-01-25,9.663
2022-01-26,8.951
2022-01-27,9.171
2022-01-28,9.61
2022-01-29,9.61
2022-01-30,9.61
2022-01-31,10.051
2022-02-01,9.859
2022-02-02,10.001
2022-02-03,9.905
2022-02-04,9.683
2022-02-05,9.683
2022-02-06,9.683
2022-02-07,9.683
2022-02-08,9.852
2022-02-09,10.178
2022-02-10,10.286
2022-02-11,9.952
2022-02-12,9.952
2022-02-13,9.952
2022-02-14,10.248
2022-02-15,10.159
2022-02-16,10.003
2022-02-17,9.927
2022-02-18,10.0
2022-02-19,10.0
2022-02-20,10.0
2022-02-21,10.0
2022-02-22,9.819
2022-02-23,9.891
2022-02-24,8.412
2022-02-25,9.135
2022-02-26,9.135
2022-02-27,9.135
2022-02-28,8.107
2022-03-01,8.193
2022-03-02,8.671
2022-03-03,8.547
2022-03-04,8.135
2022-03-05,8.135
2022-03-06,8.135
2022-03-07,7.962
2022-03-08,7.815
2022-03-09,7.815
2022-03-10,7.959
2022-03-11,7.959
2022-03-12,7.959
2022-03-13,7.959
2022-03-14,7.673
2022-03-15,7.809
2022-03-16,7.786
2022-03-17,7.815
2022-03-18,7.887
2022-03-19,7.887
2022-03-20,7.887
2022-03-21,7.879
2022-03-22,8.171
2022-03-23,8.058
2022-03-24,8.104
2022-03-25,8.191
2022-03-26,8.191
2022-03-27,8.191
2022-03-28,8.067
2022-03-29,8.162
2022-03-30,8.226
2022-03-31,8.075
2022-04-01,8.101
2022-04-02,8.101
2022-04-03,8.101
2022-04-04,7.732
2022-04-05,7.295
2022-04-06,7.077
2022-04-07,6.956
2022-04-08,7.342
2022-04-09,7.342
2022-04-10,7.342
2022-04-11,7.342
2022-04-12,7.342
2022-04-13,7.342
2022-04-14,7.342
2022-04-15,7.342
2022-04-16,7.342
2022-04-17,7.342
2022-04-18,7.342
2022-04-19,7.342
2022-04-20,7.342
2022-04-21,7.342
2022-04-22,7.342
2022-04-23,7.342
2022-04-24,7.342
2022-04-25,7.342
2022-04-26,7.342
2022-04-27,7.342
2022-04-28,7.342
2022-04-29,7.342
2022-04-30,7.342
2022-05-01,7.342
2022-05-02,7.342
2022-05-03,7.342
2022-05-04,7.342
2022-05-05,7.342
2022-05-06,7.342
2022-05-07,7.342
2022-05-08,7.342
2022-05-09,7.342
2022-05-10,7.342
2022-05-11,7.342
2022-05-12,7.342
2022-05-13,7.342
2022-05-14,7.342
2022-05-15,7.342
2022-05-16,7.342
2022-05-17,7.342
2022-05-18,7.342
2022-05-19,7.342
2022-05-20,7.342
2022-05-21,7.342
2022-05-22,7.342
2022-05-23,7.342
2022-05-24,7.342
2022-05-25,7.342
2022-05-26,7.342
2022-05-27,7.342
2022-05-28,7.342
2022-05-29,7.342
2022-05-30,7.342
2022-05-31,7.342
2022-06-01,7.342
2022-06-02,7.342
2022-06-03,7.342
2022-06-04,7.342
2022-06-05,7.342
2022-06-06,7.342
2022-06-07,7.342
2022-06-08,7.342
2022-06-09,7.342
2022-06-10,7.342
2022-06-11,7.342
2022-06-12,7.342
2022-06-13,7.342
2022-06-14,7.342
2022-06-15,7.342
2022-06-16,7.342
2022-06-17,7.342
2022-06-18,7.342
2022-06-19,7.342
2022-06-20,7.342
2022-06-21,7.342
2022-06-22,7.342
2022-06-23,7.342
2022-06-24,7.342
2022-06-25,7.342
2022-06-26,7.342
2022-06-27,7.342
2022-06-28,7.342
2022-06-29,7.342
2022-06-30,7.342
2022-07-01,7.342
2022-07-02,7.342
2022-07-03,7.342
2022-07-04,7.342
2022-07-05,7.342
2022-07-06,7.342
2022-07-07,7.342
2022-07-08,7.342
2022-07-09,7.342
2022-07-10,7.342
2022-07-11,7.342
2022-07-12,7.342
2022-07-13,7.342
2022-07-14,7.342
2022-07-15,7.342
2022-07-16,7.342
2022-07-17,7.342
2022-07-18,7.342
2022-07-19,7.342
2022-07-20,7.342
2022-07-21,7.342
2022-07-22,7.342
2022-07-23,7.342
2022-07-24,7.342
2022-07-25,7.342
2022-07-26,7.342
2022-07-27,7.342
2022-07-28,7.342
2022-07-29,7.342
2022-07-30,7.342
2022-07-31,7.342
2022-08-01,7.342
2022-08-02,7.342
2022-08-03,7.342
2022-08-04,7.342
2022-08-05,7.342
2022-08-06,7.342
2022-08-07,7.342
2022-08-08,7.342
2022-08-09,7.342
2022-08-10,7.342
2022-08-11,7.342
2022-08-12,7.342
2022-08-13,7.342
2022-08-14,7.342
2022-08-15,7.342
2022-08-16,7.342
2022-08-17,7.342
2022-08-18,7.342
2022-08-19,7.342
2022-08-20,7.342
2022-08-21,7.342
2022-08-22,7.342
2022-08-23,7.342
2022-08-24,7.342
2022-08-25,7.342
2022-08-26,7.342
2022-08-27,7.342
2022-08-28,7.342
2022-08-29,7.342
2022-08-30,7.342
2022-08-31,7.342
2022-09-01,7.342
2022-09-02,7.342
2022-09-03,7.342
2022-09-04,7.342
2022-09-05,7.342
2022-09-06,7.342
2022-09-07,7.342
2022-09-08,7.342
2022-09-09,7.342
2022-09-10,7.342
2022-09-11,7.342
2022-09-12,7.342
2022-09-13,7.342
2022-09-14,7.342
2022-09-15,7.342
2022-09-16,7.342
2022-09-17,7.342
2022-09-18,7.342
2022-09-19,7.342
2022-09-20,7.342
2022-09-21,7.342
2022-09-22,7.342
2022-09-23,7.342
2022-09-24,7.342
2022-09-25,7.342
2022-09-26,7.342
2022-09-27,7.342
2022-09-28,7.342
2022-09-29,7.342
2022-09-30,7.342
2022-10-01,7.342
2022-10-02,7.342
2022-10-03,7.342
2022-10-04,7.342
2022-10-05,7.342
2022-10-06,7.342
2022-10-07,7.342
2022-10-08,7.342
2022-10-09,7.342
2022-10-10,7.342
2022-10-11,7.342
2022-10-12,7.342
2022-10-13,7.342
2022-10-14,7.342
2022-10-15,7.342
2022-10-16,7.342
2022-10-17,7.342
2022-10-18,7.342
2022-10-19,7.342
2022-10-20,7.342
2022-10-21,7.342
2022-10-22,7.342
2022-10-23,7.342
2022-10-24,7.342
2022-10-25,7.342
2022-10-26,7.342
2022-10-27,7.342
2022-10-28,7.342
2022-10-29,7.342
2022-10-30,7.342
2022-10-31,7.342
2022-11-01,7.342
2022-11-02,7.342
2022-11-03,7.342
2022-11-04,7.342
2022-11-05,7.342
2022-11-06,7.342
2022-11-07,7.342
2022-11-08,7.342
2022-11-09,7.342
2022-11-10,7.342
2022-11-11,7.342
2022-11-12,7.342
2022-11-13,7.342
2022-11-14,7.342
2022-11-15,7.342
2022-11-16,7.342
2022-11-17,7.342
2022-11-18,7.342
2022-11-19,7.342
2022-11-20,7.342
2022-11-21,7.342
2022-11-22,7.342
2022-11-23,7.342
2022-11-24,7.342
2022-11-25,7.342
2022-11-26,7.342
2022-11-27,7.342
2022-11-28,7.342
2022-11-29,7.342
2022-11-30,7.342
2022-12-01,7.342
2022-12-02,7.342
2022-12-03,7.342
2022-12-04,7.342
2022-12-05,7.342
2022-12-06,7.342
2022-12-07,7.342
2022-12-08,7.342
2022-12-09,7.342
2022-12-10,7.342
2022-12-11,7.342
2022-12-12,7.342
2022-12-13,7.342
2022-12-14,7.342
2022-12-15,7.342
2022-12-16,7.342
2022-12-17,7.342
2022-12-18,7.342
2022-12-19,7.342
2022-12-20,7.342
2022-12-21,7.342
2022-12-22,7.342
2022-12-23,7.342
2022-12-24,7.342
2022-12-25,7.342
2022-12-26,7.342
2022-12-27,7.342
2022-12-28,7.342
2022-12-29,7.342
2022-12-30,7.342
2022-12-31,7.342
2023-01-01,7.342
2023-01-02,7.342
2023-01-03,7.342
2023-01-04,7.342
2023-01-05,7.342
2023-01-06,7.342
2023-01-07,7.342
2023-01-08,7.342
2023-01-09,7.342
2023-01-10,7.342
2023-01-11,7.342
2023-01-12,7.342
2023-01-13,7.342
2023-01-14,7.342
2023-01-15,7.342
2023-01-16,7.342
2023-01-17,7.342
2023-01-18,7.342
2023-01-19,7.342
2023-01-20,7.342
2023-01-21,7.342
2023-01-22,7.342
2023-01-23,7.342
2023-01-24,7.342
2023-01-25,7.342
2023-01-26,7.342
2023-01-27,7.342
2023-01-28,7.342
2023-01-29,7.342
2023-01-30,7.342
2023-01-31,7.342
2023-02-01,7.342
2023-02-02,7.342
2023-02-03,7.342
2023-02-04,7.342
2023-02-05,7.342
2023-02-06,7.342
2023-02-07,7.342
2023-02-08,7.342
2023-02-09,7.342
2023-02-10,7.342
2023-02-11,7.342
2023-02-12,7.342
2023-02-13,7.342
2023-02-14,7.342
2023-02-15,7.342
2023-02-16,7.342
2023-02-17,7.342
2023-02-18,7.342
2023-02-19,7.342
2023-02-20,7.342
2023-02-21,7.342
2023-02-22,7.342
2023-02-23,7.342
2023-02-24,7.342
2023-02-25,7.342
2023-02-26,7.342
2023-02-27,7.342
2023-02-28,7.342
2023-03-01,7.342
2023-03-02,7.342
2023-03-03,7.342
2023-03-04,7.342
2023-03-05,7.342
2023-03-06,7.342
2023-03-07,7.342
2023-03-08,7.342
2023-03-09,7.342
2023-03-10,7.342
2023-03-11,7.342
2023-03-12,7.342
2023-03-13,7.342
2023-03-14,7.342
2023-03-15,7.342
2023-03-16,7.342
2023-03-17,7.342
2023-03-18,7.342
2023-03-19,7.342
2023-03-20,7.342
2023-03-21,7.342
2023-03-22,7.342
2023-03-23,7.342
2023-03-24,7.342
2023-03-25,7.342
2023-03-26,7.342
2023-03-27,7.342
2023-03-28,7.342
2023-03-29,7.342
2023-03-30,7.342
2023-03-31,7.342
2023-04-01,7.342
2023-04-02,7.342
2023-04-03,7.342
2023-04-04,7.342
2023-04-05,7.342
2023-04-06,7.342
2023-04-07,7.342
2023-04-08,7.342
2023-04-09,7.342
2023-04-10,7.342
2023-04-11,7.342
2023-04-12,7.342
2023-04-13,7.342
2023-04-14,7.342
2023-04-15,7.342
2023-04-16,7.342
2023-04-17,7.342
2023-04-18,7.342
2023-04-19,7.342
2023-04-20,7.342
2023-04-21,7.342
2023-04-22,7.342
2023-04-23,7.342
2023-04-24,7.342
2023-04-25,7.342
2023-04-26,7.342
2023-04-27,7.342
2023-04-28,7.342
2023-04-29,7.342
2023-04-30,7.342
2023-05-01,7.342
2023-05-02,7.342
2023-05-03,7.342
2023-05-04,7.342
2023-05-05,7.342
2023-05-06,7.342
2023-05-07,7.342
2023-05-08,7.342
2023-05-09,7.342
2023-05-10,7.342
2023-05-11,7.342
2023-05-12,7.342
2023-05-13,7.342
2023-05-14,7.342
2023-05-15,7.342
2023-05-16,7.342
2023-05-17,7.342
2023-05-18,7.342
2023-05-19,7.342
2023-05-20,7.342
2023-05-21,7.342
2023-05-22,7.342
2023-05-23,7.342
2023-05-24,7.342
2023-05-25,7.342
2023-05-26,7.342
2023-05-27,7.342
2023-05-28,7.342
2023-05-29,7.342
2023-05-30,7.342
2023-05-31,7.342
2023-06-01,7.342
2023-06-02,7.342
2023-06-03,7.342
2023-06-04,7.342
2023-06-05,7.342
2023-06-06,7.342
2023-06-07,7.342
2023-06-08,7.342
2023-06-09,7.342
2023-06-10,7.342
2023-06-11,7.342
2023-06-12,7.342
2023-06-13,7.342
2023-06-14,7.342
2023-06-15,7.342
2023-06-16,7.342
2023-06-17,7.342
2023-06-18,7.342
2023-06-19,7.342
2023-06-20,7.342
2023-06-21,7.342
2023-06-22,7.342
