,MXIM US Equity
2020-09-16,24.902
2020-09-17,24.857
2020-09-18,24.56
2020-09-19,24.56
2020-09-20,24.56
2020-09-21,24.192
2020-09-22,24.445
2020-09-23,23.988
2020-09-24,24.122
2020-09-25,24.333
2020-09-26,24.333
2020-09-27,24.333
2020-09-28,25.258
2020-09-29,25.191
2020-09-30,25.106
2020-10-01,25.726
2020-10-02,24.649
2020-10-03,24.649
2020-10-04,24.649
2020-10-05,25.343
2020-10-06,25.102
2020-10-07,26.019
2020-10-08,26.459
2020-10-09,27.037
2020-10-10,27.037
2020-10-11,27.037
2020-10-12,27.67
2020-10-13,27.163
2020-10-14,27.019
2020-10-15,26.897
2020-10-16,26.685
2020-10-17,26.685
2020-10-18,26.685
2020-10-19,26.27
2020-10-20,26.44
2020-10-21,26.691
2020-10-22,26.716
2020-10-23,26.469
2020-10-24,26.469
2020-10-25,26.469
2020-10-26,25.877
2020-10-27,24.17
2020-10-28,22.893
2020-10-29,23.211
2020-10-30,23.032
2020-10-31,23.032
2020-11-01,23.032
2020-11-02,23.058
2020-11-03,23.382
2020-11-04,24.67
2020-11-05,25.723
2020-11-06,26.248
2020-11-07,26.248
2020-11-08,26.248
2020-11-09,26.773
2020-11-10,26.46
2020-11-11,27.008
2020-11-12,26.572
2020-11-13,26.81
2020-11-14,26.81
2020-11-15,26.81
2020-11-16,27.11
2020-11-17,26.671
2020-11-18,26.176
2020-11-19,26.81
2020-11-20,26.575
2020-11-21,26.575
2020-11-22,26.575
2020-11-23,26.998
2020-11-24,26.99
2020-11-25,26.885
2020-11-26,26.885
2020-11-27,27.225
2020-11-28,27.225
2020-11-29,27.225
2020-11-30,27.433
2020-12-01,27.823
2020-12-02,27.823
2020-12-03,27.754
2020-12-04,28.546
2020-12-05,28.546
2020-12-06,28.546
2020-12-07,28.503
2020-12-08,28.959
2020-12-09,28.077
2020-12-10,27.922
2020-12-11,27.82
2020-12-12,27.82
2020-12-13,27.82
2020-12-14,28.137
2020-12-15,28.46
2020-12-16,28.166
2020-12-17,28.311
2020-12-18,28.513
2020-12-19,28.513
2020-12-20,28.513
2020-12-21,28.1
2020-12-22,28.499
2020-12-23,28.305
2020-12-24,28.555
2020-12-25,28.555
2020-12-26,28.555
2020-12-27,28.555
2020-12-28,28.552
2020-12-29,28.371
2020-12-30,28.865
2020-12-31,29.238
2021-01-01,29.238
2021-01-02,29.238
2021-01-03,29.238
2021-01-04,28.859
2021-01-05,29.462
2021-01-06,29.591
2021-01-07,30.976
2021-01-08,31.138
2021-01-09,31.138
2021-01-10,31.138
2021-01-11,31.458
2021-01-12,31.603
2021-01-13,31.474
2021-01-14,31.705
2021-01-15,31.42
2021-01-16,31.42
2021-01-17,31.42
2021-01-18,31.42
2021-01-19,32.001
2021-01-20,31.764
2021-01-21,31.714
2021-01-22,30.918
2021-01-23,30.918
2021-01-24,30.918
2021-01-25,30.528
2021-01-26,30.065
2021-01-27,27.55
2021-01-28,27.683
2021-01-29,27.146
2021-01-30,27.146
2021-01-31,27.146
2021-02-01,28.033
2021-02-02,27.974
2021-02-03,27.179
2021-02-04,27.68
2021-02-05,27.59
2021-02-06,27.59
2021-02-07,27.59
2021-02-08,28.327
2021-02-09,28.215
2021-02-10,28.243
2021-02-11,29.366
2021-02-12,29.762
2021-02-13,29.762
2021-02-14,29.762
2021-02-15,29.762
2021-02-16,29.743
2021-02-17,29.579
2021-02-18,29.255
2021-02-19,30.359
2021-02-20,30.359
2021-02-21,30.359
2021-02-22,29.483
2021-02-23,29.134
2021-02-24,29.926
2021-02-25,28.361
2021-02-26,28.818
2021-02-27,28.818
2021-02-28,28.818
2021-03-01,29.44
2021-03-02,28.651
2021-03-03,27.686
2021-03-04,26.712
2021-03-05,27.371
2021-03-06,27.371
2021-03-07,27.371
2021-03-08,26.301
2021-03-09,27.253
2021-03-10,26.879
2021-03-11,27.581
2021-03-12,27.213
2021-03-13,27.213
2021-03-14,27.213
2021-03-15,27.501
2021-03-16,27.897
2021-03-17,28.184
2021-03-18,27.229
2021-03-19,27.628
2021-03-20,27.628
2021-03-21,27.628
2021-03-22,28.042
2021-03-23,27.482
2021-03-24,27.649
2021-03-25,27.349
2021-03-26,28.809
2021-03-27,28.809
2021-03-28,28.809
2021-03-29,28.133
2021-03-30,27.787
2021-03-31,28.235
2021-04-01,29.496
2021-04-02,29.496
2021-04-03,29.496
2021-04-04,29.496
2021-04-05,30.074
2021-04-06,29.886
2021-04-07,29.462
2021-04-08,29.852
2021-04-09,29.595
2021-04-10,29.595
2021-04-11,29.595
2021-04-12,29.36
2021-04-13,29.289
2021-04-14,29.113
2021-04-15,29.515
2021-04-16,29.388
2021-04-17,29.388
2021-04-18,29.388
2021-04-19,29.005
2021-04-20,28.601
2021-04-21,29.308
2021-04-22,28.789
2021-04-23,29.716
2021-04-24,29.716
2021-04-25,29.716
2021-04-26,30.192
2021-04-27,29.166
2021-04-28,27.704
2021-04-29,28.434
2021-04-30,27.326
2021-05-01,27.326
2021-05-02,27.326
2021-05-03,26.751
2021-05-04,26.838
2021-05-05,27.247
2021-05-06,27.466
2021-05-07,27.841
2021-05-08,27.841
2021-05-09,27.841
2021-05-10,26.708
2021-05-11,26.794
2021-05-12,25.924
2021-05-13,26.074
2021-05-14,26.766
2021-05-15,26.766
2021-05-16,26.766
2021-05-17,26.265
2021-05-18,25.86
2021-05-19,27.096
2021-05-20,28.328
2021-05-21,28.397
2021-05-22,28.397
2021-05-23,28.397
2021-05-24,28.928
2021-05-25,29.084
2021-05-26,29.035
2021-05-27,29.061
2021-05-28,29.305
2021-05-29,29.305
2021-05-30,29.305
2021-05-31,29.305
2021-06-01,29.052
2021-06-02,29.178
2021-06-03,28.782
2021-06-04,29.425
2021-06-05,29.425
2021-06-06,29.425
2021-06-07,29.158
2021-06-08,29.316
2021-06-09,29.583
2021-06-10,29.762
2021-06-11,29.77
2021-06-12,29.77
2021-06-13,29.77
2021-06-14,29.914
2021-06-15,29.776
2021-06-16,29.471
2021-06-17,29.469
2021-06-18,28.699
2021-06-19,28.699
2021-06-20,28.699
2021-06-21,28.865
2021-06-22,28.831
2021-06-23,28.814
2021-06-24,29.454
2021-06-25,29.492
2021-06-26,29.492
2021-06-27,29.492
2021-06-28,30.049
2021-06-29,30.152
2021-06-30,30.267
2021-07-01,29.644
2021-07-02,29.885
2021-07-03,29.885
2021-07-04,29.885
2021-07-05,29.885
2021-07-06,29.463
2021-07-07,28.739
2021-07-08,28.265
2021-07-09,28.736
2021-07-10,28.736
2021-07-11,28.736
2021-07-12,28.954
2021-07-13,28.903
2021-07-14,28.75
2021-07-15,28.38
2021-07-16,27.894
2021-07-17,27.894
2021-07-18,27.894
2021-07-19,27.613
2021-07-20,28.015
2021-07-21,28.747
2021-07-22,28.187
2021-07-23,28.521
2021-07-24,28.521
2021-07-25,28.521
2021-07-26,28.503
2021-07-27,27.394
2021-07-28,27.107
2021-07-29,27.475
2021-07-30,27.607
2021-07-31,27.607
2021-08-01,27.607
2021-08-02,27.31
2021-08-03,27.047
2021-08-04,27.677
2021-08-05,27.516
2021-08-06,27.576
2021-08-07,27.576
2021-08-08,27.576
2021-08-09,27.518
2021-08-10,27.417
2021-08-11,27.373
2021-08-12,26.968
2021-08-13,27.316
2021-08-14,27.316
2021-08-15,27.316
2021-08-16,27.392
2021-08-17,27.335
2021-08-18,27.647
2021-08-19,27.886
2021-08-20,27.842
2021-08-21,27.842
2021-08-22,27.842
2021-08-23,29.206
2021-08-24,28.587
2021-08-25,28.25
2021-08-26,28.25
2021-08-27,28.25
2021-08-28,28.25
2021-08-29,28.25
2021-08-30,28.25
2021-08-31,28.25
2021-09-01,28.25
2021-09-02,28.25
2021-09-03,28.25
2021-09-04,28.25
2021-09-05,28.25
2021-09-06,28.25
2021-09-07,28.25
2021-09-08,28.25
2021-09-09,28.25
2021-09-10,28.25
2021-09-11,28.25
2021-09-12,28.25
2021-09-13,28.25
2021-09-14,28.25
2021-09-15,28.25
2021-09-16,28.25
2021-09-17,28.25
2021-09-18,28.25
2021-09-19,28.25
2021-09-20,28.25
2021-09-21,28.25
2021-09-22,28.25
2021-09-23,28.25
2021-09-24,28.25
2021-09-25,28.25
2021-09-26,28.25
2021-09-27,28.25
2021-09-28,28.25
2021-09-29,28.25
2021-09-30,28.25
2021-10-01,28.25
2021-10-02,28.25
2021-10-03,28.25
2021-10-04,28.25
2021-10-05,28.25
2021-10-06,28.25
2021-10-07,28.25
2021-10-08,28.25
2021-10-09,28.25
2021-10-10,28.25
2021-10-11,28.25
2021-10-12,28.25
2021-10-13,28.25
2021-10-14,28.25
2021-10-15,28.25
2021-10-16,28.25
2021-10-17,28.25
2021-10-18,28.25
2021-10-19,28.25
2021-10-20,28.25
2021-10-21,28.25
2021-10-22,28.25
2021-10-23,28.25
2021-10-24,28.25
2021-10-25,28.25
2021-10-26,28.25
2021-10-27,28.25
2021-10-28,28.25
2021-10-29,28.25
2021-10-30,28.25
2021-10-31,28.25
2021-11-01,28.25
2021-11-02,28.25
2021-11-03,28.25
2021-11-04,28.25
2021-11-05,28.25
2021-11-06,28.25
2021-11-07,28.25
2021-11-08,28.25
2021-11-09,28.25
2021-11-10,28.25
2021-11-11,28.25
2021-11-12,28.25
2021-11-13,28.25
2021-11-14,28.25
2021-11-15,28.25
2021-11-16,28.25
2021-11-17,28.25
2021-11-18,28.25
2021-11-19,28.25
2021-11-20,28.25
2021-11-21,28.25
2021-11-22,28.25
2021-11-23,28.25
2021-11-24,28.25
2021-11-25,28.25
2021-11-26,28.25
2021-11-27,28.25
2021-11-28,28.25
2021-11-29,28.25
2021-11-30,28.25
2021-12-01,28.25
2021-12-02,28.25
2021-12-03,28.25
2021-12-04,28.25
2021-12-05,28.25
2021-12-06,28.25
2021-12-07,28.25
2021-12-08,28.25
2021-12-09,28.25
2021-12-10,28.25
2021-12-11,28.25
2021-12-12,28.25
2021-12-13,28.25
2021-12-14,28.25
2021-12-15,28.25
2021-12-16,28.25
2021-12-17,28.25
2021-12-18,28.25
2021-12-19,28.25
2021-12-20,28.25
2021-12-21,28.25
2021-12-22,28.25
2021-12-23,28.25
2021-12-24,28.25
2021-12-25,28.25
2021-12-26,28.25
2021-12-27,28.25
2021-12-28,28.25
2021-12-29,28.25
2021-12-30,28.25
2021-12-31,28.25
2022-01-01,28.25
2022-01-02,28.25
2022-01-03,28.25
2022-01-04,28.25
2022-01-05,28.25
2022-01-06,28.25
2022-01-07,28.25
2022-01-08,28.25
2022-01-09,28.25
2022-01-10,28.25
2022-01-11,28.25
2022-01-12,28.25
2022-01-13,28.25
2022-01-14,28.25
2022-01-15,28.25
2022-01-16,28.25
2022-01-17,28.25
2022-01-18,28.25
2022-01-19,28.25
2022-01-20,28.25
2022-01-21,28.25
2022-01-22,28.25
2022-01-23,28.25
2022-01-24,28.25
2022-01-25,28.25
2022-01-26,28.25
2022-01-27,28.25
2022-01-28,28.25
2022-01-29,28.25
2022-01-30,28.25
2022-01-31,28.25
2022-02-01,28.25
2022-02-02,28.25
2022-02-03,28.25
2022-02-04,28.25
2022-02-05,28.25
2022-02-06,28.25
2022-02-07,28.25
2022-02-08,28.25
2022-02-09,28.25
2022-02-10,28.25
2022-02-11,28.25
2022-02-12,28.25
2022-02-13,28.25
2022-02-14,28.25
2022-02-15,28.25
2022-02-16,28.25
2022-02-17,28.25
2022-02-18,28.25
2022-02-19,28.25
2022-02-20,28.25
2022-02-21,28.25
2022-02-22,28.25
2022-02-23,28.25
2022-02-24,28.25
2022-02-25,28.25
2022-02-26,28.25
2022-02-27,28.25
2022-02-28,28.25
2022-03-01,28.25
2022-03-02,28.25
2022-03-03,28.25
2022-03-04,28.25
2022-03-05,28.25
2022-03-06,28.25
2022-03-07,28.25
2022-03-08,28.25
2022-03-09,28.25
2022-03-10,28.25
2022-03-11,28.25
2022-03-12,28.25
2022-03-13,28.25
2022-03-14,28.25
2022-03-15,28.25
2022-03-16,28.25
2022-03-17,28.25
2022-03-18,28.25
2022-03-19,28.25
2022-03-20,28.25
2022-03-21,28.25
2022-03-22,28.25
2022-03-23,28.25
2022-03-24,28.25
2022-03-25,28.25
2022-03-26,28.25
2022-03-27,28.25
2022-03-28,28.25
2022-03-29,28.25
2022-03-30,28.25
2022-03-31,28.25
2022-04-01,28.25
2022-04-02,28.25
2022-04-03,28.25
2022-04-04,28.25
2022-04-05,28.25
2022-04-06,28.25
2022-04-07,28.25
2022-04-08,28.25
2022-04-09,28.25
2022-04-10,28.25
2022-04-11,28.25
2022-04-12,28.25
2022-04-13,28.25
2022-04-14,28.25
2022-04-15,28.25
2022-04-16,28.25
2022-04-17,28.25
2022-04-18,28.25
2022-04-19,28.25
2022-04-20,28.25
2022-04-21,28.25
2022-04-22,28.25
2022-04-23,28.25
2022-04-24,28.25
2022-04-25,28.25
2022-04-26,28.25
2022-04-27,28.25
2022-04-28,28.25
2022-04-29,28.25
2022-04-30,28.25
2022-05-01,28.25
2022-05-02,28.25
2022-05-03,28.25
2022-05-04,28.25
2022-05-05,28.25
2022-05-06,28.25
2022-05-07,28.25
2022-05-08,28.25
2022-05-09,28.25
2022-05-10,28.25
2022-05-11,28.25
2022-05-12,28.25
2022-05-13,28.25
2022-05-14,28.25
2022-05-15,28.25
2022-05-16,28.25
2022-05-17,28.25
2022-05-18,28.25
2022-05-19,28.25
2022-05-20,28.25
2022-05-21,28.25
2022-05-22,28.25
2022-05-23,28.25
2022-05-24,28.25
2022-05-25,28.25
2022-05-26,28.25
2022-05-27,28.25
2022-05-28,28.25
2022-05-29,28.25
2022-05-30,28.25
2022-05-31,28.25
2022-06-01,28.25
2022-06-02,28.25
2022-06-03,28.25
2022-06-04,28.25
2022-06-05,28.25
2022-06-06,28.25
2022-06-07,28.25
2022-06-08,28.25
2022-06-09,28.25
2022-06-10,28.25
2022-06-11,28.25
2022-06-12,28.25
2022-06-13,28.25
2022-06-14,28.25
2022-06-15,28.25
2022-06-16,28.25
2022-06-17,28.25
2022-06-18,28.25
2022-06-19,28.25
2022-06-20,28.25
2022-06-21,28.25
2022-06-22,28.25
2022-06-23,28.25
2022-06-24,28.25
2022-06-25,28.25
2022-06-26,28.25
2022-06-27,28.25
2022-06-28,28.25
2022-06-29,28.25
2022-06-30,28.25
2022-07-01,28.25
2022-07-02,28.25
2022-07-03,28.25
2022-07-04,28.25
2022-07-05,28.25
2022-07-06,28.25
2022-07-07,28.25
2022-07-08,28.25
2022-07-09,28.25
2022-07-10,28.25
2022-07-11,28.25
2022-07-12,28.25
2022-07-13,28.25
2022-07-14,28.25
2022-07-15,28.25
2022-07-16,28.25
2022-07-17,28.25
2022-07-18,28.25
2022-07-19,28.25
2022-07-20,28.25
2022-07-21,28.25
2022-07-22,28.25
2022-07-23,28.25
2022-07-24,28.25
2022-07-25,28.25
2022-07-26,28.25
2022-07-27,28.25
2022-07-28,28.25
2022-07-29,28.25
2022-07-30,28.25
2022-07-31,28.25
2022-08-01,28.25
2022-08-02,28.25
2022-08-03,28.25
2022-08-04,28.25
2022-08-05,28.25
2022-08-06,28.25
2022-08-07,28.25
2022-08-08,28.25
2022-08-09,28.25
2022-08-10,28.25
2022-08-11,28.25
2022-08-12,28.25
2022-08-13,28.25
2022-08-14,28.25
2022-08-15,28.25
2022-08-16,28.25
2022-08-17,28.25
2022-08-18,28.25
2022-08-19,28.25
2022-08-20,28.25
2022-08-21,28.25
2022-08-22,28.25
2022-08-23,28.25
2022-08-24,28.25
2022-08-25,28.25
2022-08-26,28.25
2022-08-27,28.25
2022-08-28,28.25
2022-08-29,28.25
2022-08-30,28.25
2022-08-31,28.25
2022-09-01,28.25
2022-09-02,28.25
2022-09-03,28.25
2022-09-04,28.25
2022-09-05,28.25
2022-09-06,28.25
2022-09-07,28.25
2022-09-08,28.25
2022-09-09,28.25
2022-09-10,28.25
2022-09-11,28.25
2022-09-12,28.25
2022-09-13,28.25
2022-09-14,28.25
2022-09-15,28.25
2022-09-16,28.25
2022-09-17,28.25
2022-09-18,28.25
2022-09-19,28.25
2022-09-20,28.25
2022-09-21,28.25
2022-09-22,28.25
2022-09-23,28.25
2022-09-24,28.25
2022-09-25,28.25
2022-09-26,28.25
2022-09-27,28.25
2022-09-28,28.25
2022-09-29,28.25
2022-09-30,28.25
2022-10-01,28.25
2022-10-02,28.25
2022-10-03,28.25
2022-10-04,28.25
2022-10-05,28.25
2022-10-06,28.25
2022-10-07,28.25
2022-10-08,28.25
2022-10-09,28.25
2022-10-10,28.25
2022-10-11,28.25
2022-10-12,28.25
2022-10-13,28.25
2022-10-14,28.25
2022-10-15,28.25
2022-10-16,28.25
2022-10-17,28.25
2022-10-18,28.25
2022-10-19,28.25
2022-10-20,28.25
2022-10-21,28.25
2022-10-22,28.25
2022-10-23,28.25
2022-10-24,28.25
2022-10-25,28.25
2022-10-26,28.25
2022-10-27,28.25
2022-10-28,28.25
2022-10-29,28.25
2022-10-30,28.25
2022-10-31,28.25
2022-11-01,28.25
2022-11-02,28.25
2022-11-03,28.25
2022-11-04,28.25
2022-11-05,28.25
2022-11-06,28.25
2022-11-07,28.25
2022-11-08,28.25
2022-11-09,28.25
2022-11-10,28.25
2022-11-11,28.25
2022-11-12,28.25
2022-11-13,28.25
2022-11-14,28.25
2022-11-15,28.25
2022-11-16,28.25
2022-11-17,28.25
2022-11-18,28.25
2022-11-19,28.25
2022-11-20,28.25
2022-11-21,28.25
2022-11-22,28.25
2022-11-23,28.25
2022-11-24,28.25
2022-11-25,28.25
2022-11-26,28.25
2022-11-27,28.25
2022-11-28,28.25
2022-11-29,28.25
2022-11-30,28.25
2022-12-01,28.25
2022-12-02,28.25
2022-12-03,28.25
2022-12-04,28.25
2022-12-05,28.25
2022-12-06,28.25
2022-12-07,28.25
2022-12-08,28.25
2022-12-09,28.25
2022-12-10,28.25
2022-12-11,28.25
2022-12-12,28.25
2022-12-13,28.25
2022-12-14,28.25
2022-12-15,28.25
2022-12-16,28.25
2022-12-17,28.25
2022-12-18,28.25
2022-12-19,28.25
2022-12-20,28.25
2022-12-21,28.25
2022-12-22,28.25
2022-12-23,28.25
2022-12-24,28.25
2022-12-25,28.25
2022-12-26,28.25
2022-12-27,28.25
2022-12-28,28.25
2022-12-29,28.25
2022-12-30,28.25
2022-12-31,28.25
2023-01-01,28.25
2023-01-02,28.25
2023-01-03,28.25
2023-01-04,28.25
2023-01-05,28.25
2023-01-06,28.25
2023-01-07,28.25
2023-01-08,28.25
2023-01-09,28.25
2023-01-10,28.25
2023-01-11,28.25
2023-01-12,28.25
2023-01-13,28.25
2023-01-14,28.25
2023-01-15,28.25
2023-01-16,28.25
2023-01-17,28.25
2023-01-18,28.25
2023-01-19,28.25
2023-01-20,28.25
2023-01-21,28.25
2023-01-22,28.25
2023-01-23,28.25
2023-01-24,28.25
2023-01-25,28.25
2023-01-26,28.25
2023-01-27,28.25
2023-01-28,28.25
2023-01-29,28.25
2023-01-30,28.25
2023-01-31,28.25
2023-02-01,28.25
2023-02-02,28.25
2023-02-03,28.25
2023-02-04,28.25
2023-02-05,28.25
2023-02-06,28.25
2023-02-07,28.25
2023-02-08,28.25
2023-02-09,28.25
2023-02-10,28.25
2023-02-11,28.25
2023-02-12,28.25
2023-02-13,28.25
2023-02-14,28.25
2023-02-15,28.25
2023-02-16,28.25
2023-02-17,28.25
2023-02-18,28.25
2023-02-19,28.25
2023-02-20,28.25
2023-02-21,28.25
2023-02-22,28.25
2023-02-23,28.25
2023-02-24,28.25
2023-02-25,28.25
2023-02-26,28.25
2023-02-27,28.25
2023-02-28,28.25
2023-03-01,28.25
2023-03-02,28.25
2023-03-03,28.25
2023-03-04,28.25
2023-03-05,28.25
2023-03-06,28.25
2023-03-07,28.25
2023-03-08,28.25
2023-03-09,28.25
2023-03-10,28.25
2023-03-11,28.25
2023-03-12,28.25
2023-03-13,28.25
2023-03-14,28.25
2023-03-15,28.25
2023-03-16,28.25
2023-03-17,28.25
2023-03-18,28.25
2023-03-19,28.25
2023-03-20,28.25
2023-03-21,28.25
2023-03-22,28.25
2023-03-23,28.25
2023-03-24,28.25
2023-03-25,28.25
2023-03-26,28.25
2023-03-27,28.25
2023-03-28,28.25
2023-03-29,28.25
2023-03-30,28.25
2023-03-31,28.25
2023-04-01,28.25
2023-04-02,28.25
2023-04-03,28.25
2023-04-04,28.25
2023-04-05,28.25
2023-04-06,28.25
2023-04-07,28.25
2023-04-08,28.25
2023-04-09,28.25
2023-04-10,28.25
2023-04-11,28.25
2023-04-12,28.25
2023-04-13,28.25
2023-04-14,28.25
2023-04-15,28.25
2023-04-16,28.25
2023-04-17,28.25
2023-04-18,28.25
2023-04-19,28.25
2023-04-20,28.25
2023-04-21,28.25
2023-04-22,28.25
2023-04-23,28.25
2023-04-24,28.25
2023-04-25,28.25
2023-04-26,28.25
2023-04-27,28.25
2023-04-28,28.25
2023-04-29,28.25
2023-04-30,28.25
2023-05-01,28.25
2023-05-02,28.25
2023-05-03,28.25
2023-05-04,28.25
2023-05-05,28.25
2023-05-06,28.25
2023-05-07,28.25
2023-05-08,28.25
2023-05-09,28.25
2023-05-10,28.25
2023-05-11,28.25
2023-05-12,28.25
2023-05-13,28.25
2023-05-14,28.25
2023-05-15,28.25
2023-05-16,28.25
2023-05-17,28.25
2023-05-18,28.25
2023-05-19,28.25
2023-05-20,28.25
2023-05-21,28.25
2023-05-22,28.25
2023-05-23,28.25
2023-05-24,28.25
2023-05-25,28.25
2023-05-26,28.25
2023-05-27,28.25
2023-05-28,28.25
2023-05-29,28.25
2023-05-30,28.25
2023-05-31,28.25
2023-06-01,28.25
2023-06-02,28.25
2023-06-03,28.25
2023-06-04,28.25
2023-06-05,28.25
2023-06-06,28.25
2023-06-07,28.25
2023-06-08,28.25
2023-06-09,28.25
2023-06-10,28.25
2023-06-11,28.25
2023-06-12,28.25
2023-06-13,28.25
2023-06-14,28.25
2023-06-15,28.25
2023-06-16,28.25
2023-06-17,28.25
2023-06-18,28.25
2023-06-19,28.25
2023-06-20,28.25
2023-06-21,28.25
2023-06-22,28.25
