,WBT US Equity
2023-06-23,29.174
2023-06-24,29.174
2023-06-25,29.174
2023-06-26,29.174
2023-06-27,29.174
2023-06-28,29.174
2023-06-29,29.174
2023-06-30,29.174
2023-07-01,29.174
2023-07-02,29.174
2023-07-03,29.174
2023-07-04,29.174
2023-07-05,29.174
2023-07-06,29.174
2023-07-07,29.174
2023-07-08,29.174
2023-07-09,29.174
2023-07-10,29.174
2023-07-11,29.174
2023-07-12,29.174
2023-07-13,29.174
2023-07-14,29.174
2023-07-15,29.174
2023-07-16,29.174
2023-07-17,29.174
2023-07-18,29.174
2023-07-19,29.174
2023-07-20,29.174
2023-07-21,29.174
2023-07-22,29.174
2023-07-23,29.174
2023-07-24,29.174
2023-07-25,29.174
2023-07-26,29.174
2023-07-27,29.174
2023-07-28,29.174
2023-07-29,29.174
2023-07-30,29.174
2023-07-31,29.174
2023-08-01,29.174
2023-08-02,29.174
2023-08-03,29.174
2023-08-04,29.174
2023-08-05,29.174
2023-08-06,29.174
2023-08-07,29.174
2023-08-08,29.174
2023-08-09,29.174
2023-08-10,29.174
2023-08-11,29.174
2023-08-12,29.174
2023-08-13,29.174
2023-08-14,29.174
2023-08-15,29.174
2023-08-16,29.174
2023-08-17,29.174
2023-08-18,29.174
2023-08-19,29.174
2023-08-20,29.174
2023-08-21,29.174
2023-08-22,29.174
2023-08-23,29.174
2023-08-24,29.174
2023-08-25,29.174
2023-08-26,29.174
2023-08-27,29.174
2023-08-28,29.174
2023-08-29,29.174
2023-08-30,29.174
2023-08-31,29.174
2023-09-01,29.174
2023-09-02,29.174
2023-09-03,29.174
2023-09-04,29.174
2023-09-05,29.174
2023-09-06,29.174
2023-09-07,29.174
2023-09-08,29.174
2023-09-09,29.174
2023-09-10,29.174
2023-09-11,29.174
2023-09-12,29.174
2023-09-13,29.174
2023-09-14,29.174
2023-09-15,29.174
2023-09-16,29.174
2023-09-17,29.174
2023-09-18,29.174
2023-09-19,29.174
2023-09-20,29.174
2023-09-21,29.174
2023-09-22,29.174
2023-09-23,29.174
2023-09-24,29.174
2023-09-25,29.174
2023-09-26,29.174
2023-09-27,29.174
2023-09-28,29.174
2023-09-29,29.174
2023-09-30,29.174
2023-10-01,29.174
2023-10-02,29.174
2023-10-03,29.174
2023-10-04,29.174
2023-10-05,29.174
2023-10-06,29.174
2023-10-07,29.174
2023-10-08,29.174
2023-10-09,29.174
2023-10-10,29.174
2023-10-11,29.174
2023-10-12,29.174
2023-10-13,29.174
2023-10-14,29.174
2023-10-15,29.174
2023-10-16,29.174
2023-10-17,29.174
2023-10-18,29.174
2023-10-19,29.174
2023-10-20,29.174
2023-10-21,29.174
2023-10-22,29.174
2023-10-23,29.174
2023-10-24,29.174
2023-10-25,29.174
2023-10-26,29.174
2023-10-27,29.174
2023-10-28,29.174
2023-10-29,29.174
2023-10-30,29.174
2023-10-31,29.174
2023-11-01,29.174
2023-11-02,29.174
2023-11-03,29.174
2023-11-04,29.174
2023-11-05,29.174
2023-11-06,29.174
2023-11-07,29.174
2023-11-08,29.174
2023-11-09,29.174
2023-11-10,29.174
2023-11-11,29.174
2023-11-12,29.174
2023-11-13,29.174
2023-11-14,29.174
2023-11-15,29.174
2023-11-16,29.174
2023-11-17,29.174
2023-11-18,29.174
2023-11-19,29.174
2023-11-20,29.174
2023-11-21,29.174
2023-11-22,29.174
2023-11-23,29.174
2023-11-24,29.174
2023-11-25,29.174
2023-11-26,29.174
2023-11-27,29.174
2023-11-28,29.174
2023-11-29,29.174
2023-11-30,29.174
2023-12-01,29.174
2023-12-02,29.174
2023-12-03,29.174
2023-12-04,29.174
2023-12-05,29.174
2023-12-06,29.174
2023-12-07,29.174
2023-12-08,29.174
2023-12-09,29.174
2023-12-10,29.174
2023-12-11,29.174
2023-12-12,29.174
2023-12-13,29.174
2023-12-14,29.174
2023-12-15,29.174
2023-12-16,29.174
2023-12-17,29.174
2023-12-18,29.174
2023-12-19,29.174
2023-12-20,29.174
2023-12-21,29.174
2023-12-22,29.174
2023-12-23,29.174
2023-12-24,29.174
2023-12-25,29.174
2023-12-26,29.174
2023-12-27,29.174
2023-12-28,29.174
2023-12-29,29.174
2023-12-30,29.174
2023-12-31,29.174
2024-01-01,29.174
2024-01-02,29.174
2024-01-03,29.174
2024-01-04,29.174
2024-01-05,29.174
2024-01-06,29.174
2024-01-07,29.174
2024-01-08,29.174
2024-01-09,29.174
2024-01-10,29.174
2024-01-11,29.174
2024-01-12,29.174
2024-01-13,29.174
2024-01-14,29.174
2024-01-15,29.174
2024-01-16,29.174
2024-01-17,29.174
2024-01-18,29.174
2024-01-19,29.174
2024-01-20,29.174
2024-01-21,29.174
2024-01-22,29.174
2024-01-23,29.174
2024-01-24,29.174
2024-01-25,29.174
2024-01-26,29.174
2024-01-27,29.174
2024-01-28,29.174
2024-01-29,29.174
2024-01-30,29.174
2024-01-31,29.174
2024-02-01,29.174
2024-02-02,29.174
2024-02-03,29.174
2024-02-04,29.174
2024-02-05,29.174
2024-02-06,29.174
2024-02-07,29.174
2024-02-08,29.174
2024-02-09,29.174
2024-02-10,29.174
2024-02-11,29.174
2024-02-12,29.174
2024-02-13,29.174
2024-02-14,29.174
2024-02-15,29.174
2024-02-16,29.174
2024-02-17,29.174
2024-02-18,29.174
2024-02-19,29.174
2024-02-20,29.174
2024-02-21,29.174
2024-02-22,29.174
2024-02-23,29.174
2024-02-24,29.174
2024-02-25,29.174
2024-02-26,29.174
2024-02-27,29.174
2024-02-28,29.174
2024-02-29,29.174
2024-03-01,29.174
2024-03-02,29.174
2024-03-03,29.174
2024-03-04,29.174
2024-03-05,29.174
2024-03-06,29.174
2024-03-07,29.174
2024-03-08,29.174
2024-03-09,29.174
2024-03-10,29.174
2024-03-11,29.174
2024-03-12,29.174
2024-03-13,29.174
2024-03-14,29.174
2024-03-15,29.174
2024-03-16,29.174
2024-03-17,29.174
2024-03-18,29.174
2024-03-19,29.174
2024-03-20,29.174
2024-03-21,29.174
2024-03-22,29.174
2024-03-23,29.174
2024-03-24,29.174
2024-03-25,29.174
2024-03-26,29.174
2024-03-27,29.174
2024-03-28,29.174
2024-03-29,29.174
2024-03-30,29.174
2024-03-31,29.174
2024-04-01,29.174
2024-04-02,29.174
2024-04-03,29.174
2024-04-04,29.174
2024-04-05,29.174
2024-04-06,29.174
2024-04-07,29.174
2024-04-08,29.174
