,MMM US Equity
2023-06-23,8.457
2023-06-24,8.457
2023-06-25,8.457
2023-06-26,8.431
2023-06-27,8.261
2023-06-28,8.258
2023-06-29,8.314
2023-06-30,8.385
2023-07-01,8.385
2023-07-02,8.385
2023-07-03,8.473
2023-07-04,8.473
2023-07-05,8.263
2023-07-06,8.069
2023-07-07,8.151
2023-07-08,8.151
2023-07-09,8.151
2023-07-10,8.152
2023-07-11,8.534
2023-07-12,8.505
2023-07-13,8.613
2023-07-14,8.566
2023-07-15,8.566
2023-07-16,8.566
2023-07-17,8.516
2023-07-18,8.626
2023-07-19,8.665
2023-07-20,8.733
2023-07-21,8.736
2023-07-22,8.736
2023-07-23,8.736
2023-07-24,8.731
2023-07-25,9.169
2023-07-26,9.275
2023-07-27,9.156
2023-07-28,9.214
2023-07-29,9.214
2023-07-30,9.214
2023-07-31,9.18
2023-08-01,9.103
2023-08-02,8.967
2023-08-03,8.825
2023-08-04,8.687
2023-08-05,8.687
2023-08-06,8.687
2023-08-07,8.664
2023-08-08,8.573
2023-08-09,8.539
2023-08-10,8.555
2023-08-11,8.608
2023-08-12,8.608
2023-08-13,8.608
2023-08-14,8.511
2023-08-15,8.323
2023-08-16,8.294
2023-08-17,8.377
2023-08-18,8.353
2023-08-19,8.353
2023-08-20,8.353
2023-08-21,8.285
2023-08-22,8.228
2023-08-23,8.323
2023-08-24,8.227
2023-08-25,8.265
2023-08-26,8.265
2023-08-27,8.265
2023-08-28,8.696
2023-08-29,8.839
2023-08-30,8.746
2023-08-31,8.932
2023-09-01,8.955
2023-09-02,8.955
2023-09-03,8.955
2023-09-04,8.955
2023-09-05,8.947
2023-09-06,8.906
2023-09-07,8.871
2023-09-08,8.887
2023-09-09,8.887
2023-09-10,8.887
2023-09-11,9.025
2023-09-12,8.964
2023-09-13,8.453
2023-09-14,8.559
2023-09-15,8.453
2023-09-16,8.453
2023-09-17,8.453
2023-09-18,8.451
2023-09-19,8.396
2023-09-20,8.292
2023-09-21,8.166
2023-09-22,8.129
2023-09-23,8.129
2023-09-24,8.129
2023-09-25,7.94
2023-09-26,7.866
2023-09-27,7.831
2023-09-28,7.815
2023-09-29,7.849
2023-09-30,7.849
2023-10-01,7.849
2023-10-02,7.564
2023-10-03,7.446
2023-10-04,7.39
2023-10-05,7.374
2023-10-06,7.424
2023-10-07,7.424
2023-10-08,7.424
2023-10-09,7.495
2023-10-10,7.629
2023-10-11,7.608
2023-10-12,7.492
2023-10-13,7.464
2023-10-14,7.464
2023-10-15,7.464
2023-10-16,7.586
2023-10-17,7.635
2023-10-18,7.457
2023-10-19,7.343
2023-10-20,7.3
2023-10-21,7.3
2023-10-22,7.3
2023-10-23,7.22
2023-10-24,7.534
2023-10-25,7.434
2023-10-26,7.372
2023-10-27,7.278
2023-10-28,7.278
2023-10-29,7.278
2023-10-30,7.433
2023-10-31,7.552
2023-11-01,7.513
2023-11-02,7.659
2023-11-03,7.779
2023-11-04,7.779
2023-11-05,7.779
2023-11-06,7.751
2023-11-07,7.72
2023-11-08,7.652
2023-11-09,7.6
2023-11-10,7.692
2023-11-11,7.692
2023-11-12,7.692
2023-11-13,7.682
2023-11-14,7.871
2023-11-15,8.025
2023-11-16,8.057
2023-11-17,8.026
2023-11-18,8.026
2023-11-19,8.026
2023-11-20,7.996
2023-11-21,7.913
2023-11-22,8.029
2023-11-23,8.029
2023-11-24,8.078
2023-11-25,8.078
2023-11-26,8.078
2023-11-27,8.155
2023-11-28,8.276
2023-11-29,8.273
2023-11-30,8.323
2023-12-01,8.389
2023-12-02,8.389
2023-12-03,8.389
2023-12-04,8.69
2023-12-05,8.543
2023-12-06,8.636
2023-12-07,8.677
2023-12-08,8.685
2023-12-09,8.685
2023-12-10,8.685
2023-12-11,8.662
2023-12-12,8.611
2023-12-13,8.748
2023-12-14,8.987
2023-12-15,8.982
2023-12-16,8.982
2023-12-17,8.982
2023-12-18,8.879
2023-12-19,8.911
2023-12-20,8.695
2023-12-21,8.853
2023-12-22,8.918
2023-12-23,8.918
2023-12-24,8.918
2023-12-25,8.918
2023-12-26,9.067
2023-12-27,9.12
2023-12-28,9.2
2023-12-29,9.169
2023-12-30,9.169
2023-12-31,9.169
2024-01-01,9.169
2024-01-02,9.225
2024-01-03,9.045
2024-01-04,9.077
2024-01-05,9.105
2024-01-06,9.105
2024-01-07,9.105
2024-01-08,9.122
2024-01-09,9.143
2024-01-10,9.076
2024-01-11,9.128
2024-01-12,9.06
2024-01-13,9.06
2024-01-14,9.06
2024-01-15,9.06
2024-01-16,9.02
2024-01-17,8.89
2024-01-18,8.924
2024-01-19,9.035
2024-01-20,9.035
2024-01-21,9.035
2024-01-22,9.057
2024-01-23,8.156
2024-01-24,7.993
2024-01-25,8.235
2024-01-26,8.223
2024-01-27,8.223
2024-01-28,8.223
2024-01-29,8.257
2024-01-30,8.203
2024-01-31,8.083
2024-02-01,8.216
2024-02-02,8.131
2024-02-03,8.131
2024-02-04,8.131
2024-02-05,7.96
2024-02-06,8.048
2024-02-07,8.055
2024-02-08,8.003
2024-02-09,7.984
2024-02-10,7.984
2024-02-11,7.984
2024-02-12,8.172
2024-02-13,8.002
2024-02-14,7.981
2024-02-15,8.111
2024-02-16,8.011
2024-02-17,8.011
2024-02-18,8.011
2024-02-19,8.011
2024-02-20,8.061
2024-02-21,8.05
2024-02-22,8.096
2024-02-23,8.126
2024-02-24,8.126
2024-02-25,8.126
2024-02-26,8.055
2024-02-27,8.098
2024-02-28,8.024
2024-02-29,8.082
2024-03-01,8.056
2024-03-02,8.056
2024-03-03,8.056
2024-03-04,8.019
2024-03-05,8.128
2024-03-06,8.113
2024-03-07,8.122
2024-03-08,8.234
2024-03-09,8.234
2024-03-10,8.234
2024-03-11,8.255
2024-03-12,8.664
2024-03-13,9.11
2024-03-14,9.027
2024-03-15,9.191
2024-03-16,9.191
2024-03-17,9.191
2024-03-18,9.174
2024-03-19,9.202
2024-03-20,9.446
2024-03-21,9.424
2024-03-22,9.329
2024-03-23,9.329
2024-03-24,9.329
2024-03-25,9.159
2024-03-26,8.966
2024-03-27,9.137
2024-03-28,9.267
2024-03-29,9.267
2024-03-30,9.267
2024-03-31,9.267
2024-04-01,10.11
2024-04-02,10.148
2024-04-03,10.186
2024-04-04,9.896
2024-04-05,9.933
2024-04-06,9.933
2024-04-07,9.933
2024-04-08,10.307
