,VCTR US Equity
2022-04-29,4.406
2022-04-30,4.406
2022-05-01,4.406
2022-05-02,4.541
2022-05-03,4.549
2022-05-04,4.631
2022-05-05,4.456
2022-05-06,4.446
2022-05-07,4.446
2022-05-08,4.446
2022-05-09,4.296
2022-05-10,4.263
2022-05-11,4.194
2022-05-12,4.295
2022-05-13,4.338
2022-05-14,4.338
2022-05-15,4.338
2022-05-16,4.415
2022-05-17,4.579
2022-05-18,4.395
2022-05-19,4.348
2022-05-20,4.405
2022-05-21,4.405
2022-05-22,4.405
2022-05-23,4.453
2022-05-24,4.351
2022-05-25,4.502
2022-05-26,4.614
2022-05-27,4.723
2022-05-28,4.723
2022-05-29,4.723
2022-05-30,4.723
2022-05-31,4.728
2022-06-01,4.707
2022-06-02,4.845
2022-06-03,4.798
2022-06-04,4.798
2022-06-05,4.798
2022-06-06,4.612
2022-06-07,4.572
2022-06-08,4.49
2022-06-09,4.453
2022-06-10,4.546
2022-06-11,4.546
2022-06-12,4.546
2022-06-13,4.255
2022-06-14,4.398
2022-06-15,4.537
2022-06-16,4.4
2022-06-17,4.5
2022-06-18,4.5
2022-06-19,4.5
2022-06-20,4.5
2022-06-21,4.541
2022-06-22,4.539
2022-06-23,4.555
2022-06-24,4.652
2022-06-25,4.652
2022-06-26,4.652
2022-06-27,4.703
2022-06-28,4.687
2022-06-29,4.28
2022-06-30,4.453
2022-07-01,4.581
2022-07-02,4.581
2022-07-03,4.581
2022-07-04,4.581
2022-07-05,4.642
2022-07-06,4.564
2022-07-07,4.686
2022-07-08,4.566
2022-07-09,4.566
2022-07-10,4.566
2022-07-11,4.474
2022-07-12,4.501
2022-07-13,4.37
2022-07-14,4.301
2022-07-15,4.442
2022-07-16,4.442
2022-07-17,4.442
2022-07-18,4.497
2022-07-19,4.669
2022-07-20,4.722
2022-07-21,4.749
2022-07-22,4.739
2022-07-23,4.739
2022-07-24,4.739
2022-07-25,4.792
2022-07-26,4.87
2022-07-27,4.968
2022-07-28,5.081
2022-07-29,5.227
2022-07-30,5.227
2022-07-31,5.227
2022-08-01,5.293
2022-08-02,5.253
2022-08-03,5.266
2022-08-04,5.415
2022-08-05,5.255
2022-08-06,5.255
2022-08-07,5.255
2022-08-08,5.258
2022-08-09,5.255
2022-08-10,5.409
2022-08-11,5.63
2022-08-12,5.724
2022-08-13,5.724
2022-08-14,5.724
2022-08-15,5.767
2022-08-16,5.706
2022-08-17,5.577
2022-08-18,5.569
2022-08-19,5.413
2022-08-20,5.413
2022-08-21,5.413
2022-08-22,5.338
2022-08-23,5.371
2022-08-24,5.382
2022-08-25,5.436
2022-08-26,5.216
2022-08-27,5.216
2022-08-28,5.216
2022-08-29,5.188
2022-08-30,5.176
2022-08-31,5.106
2022-09-01,5.092
2022-09-02,5.083
2022-09-03,5.083
2022-09-04,5.083
2022-09-05,5.083
2022-09-06,5.087
2022-09-07,5.207
2022-09-08,5.289
2022-09-09,5.42
2022-09-10,5.42
2022-09-11,5.42
2022-09-12,5.543
2022-09-13,5.221
2022-09-14,5.285
2022-09-15,5.277
2022-09-16,5.225
2022-09-17,5.225
2022-09-18,5.225
2022-09-19,5.333
2022-09-20,5.083
2022-09-21,5.064
2022-09-22,4.879
2022-09-23,4.727
2022-09-24,4.727
2022-09-25,4.727
2022-09-26,4.679
2022-09-27,4.548
2022-09-28,4.629
2022-09-29,4.454
2022-09-30,4.584
2022-10-01,4.584
2022-10-02,4.584
2022-10-03,4.951
2022-10-04,5.128
2022-10-05,5.216
2022-10-06,5.184
2022-10-07,5.104
2022-10-08,5.104
2022-10-09,5.104
2022-10-10,5.126
2022-10-11,5.162
2022-10-12,5.276
2022-10-13,5.464
2022-10-14,5.392
2022-10-15,5.392
2022-10-16,5.392
2022-10-17,5.479
2022-10-18,5.53
2022-10-19,5.519
2022-10-20,5.291
2022-10-21,5.544
2022-10-22,5.544
2022-10-23,5.544
2022-10-24,5.735
2022-10-25,5.841
2022-10-26,5.908
2022-10-27,5.889
2022-10-28,6.074
2022-10-29,6.074
2022-10-30,6.074
2022-10-31,6.012
2022-11-01,6.07
2022-11-02,5.912
2022-11-03,5.821
2022-11-04,5.876
2022-11-05,5.876
2022-11-06,5.876
2022-11-07,6.007
2022-11-08,5.979
2022-11-09,5.865
2022-11-10,6.497
2022-11-11,6.583
2022-11-12,6.583
2022-11-13,6.583
2022-11-14,6.465
2022-11-15,6.497
2022-11-16,6.467
2022-11-17,6.455
2022-11-18,6.418
2022-11-19,6.418
2022-11-20,6.418
2022-11-21,6.369
2022-11-22,6.421
2022-11-23,6.181
2022-11-24,6.181
2022-11-25,5.826
2022-11-26,5.826
2022-11-27,5.826
2022-11-28,5.65
2022-11-29,5.784
2022-11-30,5.852
2022-12-01,5.915
2022-12-02,6.02
2022-12-03,6.02
2022-12-04,6.02
2022-12-05,5.916
2022-12-06,5.711
2022-12-07,5.538
2022-12-08,5.591
2022-12-09,5.593
2022-12-10,5.593
2022-12-11,5.593
2022-12-12,5.615
2022-12-13,5.593
2022-12-14,5.503
2022-12-15,5.505
2022-12-16,5.412
2022-12-17,5.412
2022-12-18,5.412
2022-12-19,5.3
2022-12-20,5.454
2022-12-21,5.52
2022-12-22,5.41
2022-12-23,5.462
2022-12-24,5.462
2022-12-25,5.462
2022-12-26,5.462
2022-12-27,5.46
2022-12-28,5.35
2022-12-29,5.448
2022-12-30,5.388
2022-12-31,5.388
2023-01-01,5.388
2023-01-02,5.388
2023-01-03,5.43
2023-01-04,5.51
2023-01-05,5.43
2023-01-06,5.543
2023-01-07,5.543
2023-01-08,5.543
2023-01-09,5.719
2023-01-10,5.819
2023-01-11,5.985
2023-01-12,5.905
2023-01-13,5.867
2023-01-14,5.867
2023-01-15,5.867
2023-01-16,5.867
2023-01-17,5.797
2023-01-18,5.789
2023-01-19,5.706
2023-01-20,5.875
2023-01-21,5.875
2023-01-22,5.875
2023-01-23,5.894
2023-01-24,5.842
2023-01-25,5.848
2023-01-26,5.916
2023-01-27,5.874
2023-01-28,5.874
2023-01-29,5.874
2023-01-30,5.88
2023-01-31,5.922
2023-02-01,6.062
2023-02-02,6.146
2023-02-03,6.29
2023-02-04,6.29
2023-02-05,6.29
2023-02-06,6.076
2023-02-07,6.211
2023-02-08,6.179
2023-02-09,6.041
2023-02-10,5.913
2023-02-11,5.913
2023-02-12,5.913
2023-02-13,6.126
2023-02-14,6.171
2023-02-15,6.291
2023-02-16,6.334
2023-02-17,6.474
2023-02-18,6.474
2023-02-19,6.474
2023-02-20,6.474
2023-02-21,6.272
2023-02-22,6.335
2023-02-23,6.43
2023-02-24,6.399
2023-02-25,6.399
2023-02-26,6.399
2023-02-27,6.401
2023-02-28,6.557
2023-03-01,6.474
2023-03-02,6.277
2023-03-03,6.287
2023-03-04,6.287
2023-03-05,6.287
2023-03-06,6.297
2023-03-07,6.275
2023-03-08,6.291
2023-03-09,6.111
2023-03-10,5.831
2023-03-11,5.831
2023-03-12,5.831
2023-03-13,5.681
2023-03-14,5.757
2023-03-15,5.799
2023-03-16,5.895
2023-03-17,5.782
2023-03-18,5.782
2023-03-19,5.782
2023-03-20,5.774
2023-03-21,6.016
2023-03-22,5.868
2023-03-23,5.747
2023-03-24,5.696
2023-03-25,5.696
2023-03-26,5.696
2023-03-27,5.747
2023-03-28,5.652
2023-03-29,5.561
2023-03-30,5.575
2023-03-31,5.662
2023-04-01,5.662
2023-04-02,5.662
2023-04-03,5.703
2023-04-04,5.684
2023-04-05,5.688
2023-04-06,5.577
2023-04-07,5.577
2023-04-08,5.577
2023-04-09,5.577
2023-04-10,5.668
2023-04-11,5.697
2023-04-12,5.581
2023-04-13,5.696
2023-04-14,5.685
2023-04-15,5.685
2023-04-16,5.685
2023-04-17,5.762
2023-04-18,5.818
2023-04-19,5.849
2023-04-20,5.832
2023-04-21,5.874
2023-04-22,5.874
2023-04-23,5.874
2023-04-24,5.871
2023-04-25,5.766
2023-04-26,5.709
2023-04-27,5.842
2023-04-28,5.884
2023-04-29,5.884
2023-04-30,5.884
2023-05-01,5.861
2023-05-02,5.664
2023-05-03,5.724
2023-05-04,5.518
2023-05-05,5.769
2023-05-06,5.769
2023-05-07,5.769
2023-05-08,5.978
2023-05-09,5.998
2023-05-10,5.964
2023-05-11,5.99
2023-05-12,5.922
2023-05-13,5.922
2023-05-14,5.922
2023-05-15,6.136
2023-05-16,6.108
2023-05-17,6.285
2023-05-18,6.23
2023-05-19,6.244
2023-05-20,6.244
2023-05-21,6.244
2023-05-22,6.261
2023-05-23,5.879
2023-05-24,5.919
2023-05-25,5.869
2023-05-26,5.963
2023-05-27,5.963
2023-05-28,5.963
2023-05-29,5.963
2023-05-30,6.011
2023-05-31,5.944
2023-06-01,6.019
2023-06-02,6.224
2023-06-03,6.224
2023-06-04,6.224
2023-06-05,6.159
2023-06-06,6.267
2023-06-07,6.447
2023-06-08,6.411
2023-06-09,6.289
2023-06-10,6.289
2023-06-11,6.289
2023-06-12,6.275
2023-06-13,6.364
2023-06-14,6.228
2023-06-15,6.241
2023-06-16,6.144
2023-06-17,6.144
2023-06-18,6.144
2023-06-19,6.144
2023-06-20,6.243
2023-06-21,6.152
2023-06-22,6.074
