,ARCH US Equity
2023-06-23,3.892
2023-06-24,3.892
2023-06-25,3.892
2023-06-26,3.919
2023-06-27,3.936
2023-06-28,3.905
2023-06-29,3.986
2023-06-30,3.947
2023-07-01,3.947
2023-07-02,3.947
2023-07-03,4.009
2023-07-04,4.009
2023-07-05,3.923
2023-07-06,3.854
2023-07-07,3.946
2023-07-08,3.946
2023-07-09,3.946
2023-07-10,3.925
2023-07-11,3.962
2023-07-12,3.92
2023-07-13,3.938
2023-07-14,3.78
2023-07-15,3.78
2023-07-16,3.78
2023-07-17,3.842
2023-07-18,3.911
2023-07-19,3.936
2023-07-20,4.125
2023-07-21,4.16
2023-07-22,4.16
2023-07-23,4.16
2023-07-24,4.223
2023-07-25,4.236
2023-07-26,4.216
2023-07-27,4.817
2023-07-28,4.735
2023-07-29,4.735
2023-07-30,4.735
2023-07-31,5.087
2023-08-01,5.149
2023-08-02,5.04
2023-08-03,5.124
2023-08-04,5.244
2023-08-05,5.244
2023-08-06,5.244
2023-08-07,5.263
2023-08-08,5.303
2023-08-09,5.462
2023-08-10,5.365
2023-08-11,5.327
2023-08-12,5.327
2023-08-13,5.327
2023-08-14,5.393
2023-08-15,5.279
2023-08-16,5.3
2023-08-17,5.304
2023-08-18,5.287
2023-08-19,5.287
2023-08-20,5.287
2023-08-21,5.302
2023-08-22,5.356
2023-08-23,5.307
2023-08-24,5.14
2023-08-25,5.124
2023-08-26,5.124
2023-08-27,5.124
2023-08-28,5.248
2023-08-29,5.315
2023-08-30,5.251
2023-08-31,5.341
2023-09-01,5.636
2023-09-02,5.636
2023-09-03,5.636
2023-09-04,5.636
2023-09-05,5.637
2023-09-06,5.615
2023-09-07,5.657
2023-09-08,5.764
2023-09-09,5.764
2023-09-10,5.764
2023-09-11,5.758
2023-09-12,5.862
2023-09-13,6.175
2023-09-14,6.497
2023-09-15,6.544
2023-09-16,6.544
2023-09-17,6.544
2023-09-18,6.524
2023-09-19,6.522
2023-09-20,6.506
2023-09-21,6.398
2023-09-22,6.424
2023-09-23,6.424
2023-09-24,6.424
2023-09-25,6.187
2023-09-26,5.769
2023-09-27,6.007
2023-09-28,6.223
2023-09-29,6.1
2023-09-30,6.1
2023-10-01,6.1
2023-10-02,5.993
2023-10-03,6.264
2023-10-04,6.044
2023-10-05,6.146
2023-10-06,6.287
2023-10-07,6.287
2023-10-08,6.287
2023-10-09,6.487
2023-10-10,6.48
2023-10-11,6.406
2023-10-12,6.31
2023-10-13,6.311
2023-10-14,6.311
2023-10-15,6.311
2023-10-16,6.327
2023-10-17,6.477
2023-10-18,6.402
2023-10-19,6.22
2023-10-20,6.118
2023-10-21,6.118
2023-10-22,6.118
2023-10-23,6.027
2023-10-24,6.101
2023-10-25,6.194
2023-10-26,6.349
2023-10-27,6.246
2023-10-28,6.246
2023-10-29,6.246
2023-10-30,6.183
2023-10-31,6.161
2023-11-01,6.251
2023-11-02,6.181
2023-11-03,6.151
2023-11-04,6.151
2023-11-05,6.151
2023-11-06,6.109
2023-11-07,5.767
2023-11-08,5.853
2023-11-09,5.902
2023-11-10,6.038
2023-11-11,6.038
2023-11-12,6.038
2023-11-13,5.937
2023-11-14,6.31
2023-11-15,6.274
2023-11-16,6.287
2023-11-17,6.578
2023-11-18,6.578
2023-11-19,6.578
2023-11-20,6.459
2023-11-21,6.498
2023-11-22,6.629
2023-11-23,6.629
2023-11-24,6.764
2023-11-25,6.764
2023-11-26,6.764
2023-11-27,6.832
2023-11-28,6.766
2023-11-29,6.746
2023-11-30,6.733
2023-12-01,7.009
2023-12-02,7.009
2023-12-03,7.009
2023-12-04,6.777
2023-12-05,6.761
2023-12-06,6.72
2023-12-07,6.769
2023-12-08,6.657
2023-12-09,6.657
2023-12-10,6.657
2023-12-11,6.558
2023-12-12,6.358
2023-12-13,6.124
2023-12-14,6.072
2023-12-15,6.137
2023-12-16,6.137
2023-12-17,6.137
2023-12-18,6.21
2023-12-19,6.423
2023-12-20,6.299
2023-12-21,6.447
2023-12-22,6.493
2023-12-23,6.493
2023-12-24,6.493
2023-12-25,6.493
2023-12-26,6.527
2023-12-27,6.581
2023-12-28,6.478
2023-12-29,6.45
2023-12-30,6.45
2023-12-31,6.45
2024-01-01,6.45
2024-01-02,6.526
2024-01-03,6.573
2024-01-04,6.751
2024-01-05,6.8
2024-01-06,6.8
2024-01-07,6.8
2024-01-08,6.733
2024-01-09,6.52
2024-01-10,6.287
2024-01-11,6.15
2024-01-12,6.211
2024-01-13,6.211
2024-01-14,6.211
2024-01-15,6.211
2024-01-16,6.065
2024-01-17,6.142
2024-01-18,6.481
2024-01-19,6.765
2024-01-20,6.765
2024-01-21,6.765
2024-01-22,6.678
2024-01-23,6.681
2024-01-24,6.612
2024-01-25,6.427
2024-01-26,6.497
2024-01-27,6.497
2024-01-28,6.497
2024-01-29,6.506
2024-01-30,6.53
2024-01-31,6.445
2024-02-01,6.476
2024-02-02,6.375
2024-02-03,6.375
2024-02-04,6.375
2024-02-05,6.222
2024-02-06,6.085
2024-02-07,6.04
2024-02-08,6.228
2024-02-09,6.143
2024-02-10,6.143
2024-02-11,6.143
2024-02-12,6.237
2024-02-13,6.193
2024-02-14,6.321
2024-02-15,7.391
2024-02-16,7.481
2024-02-17,7.481
2024-02-18,7.481
2024-02-19,7.481
2024-02-20,7.394
2024-02-21,7.613
2024-02-22,7.914
2024-02-23,7.841
2024-02-24,7.841
2024-02-25,7.841
2024-02-26,7.928
2024-02-27,7.937
2024-02-28,7.651
2024-02-29,7.805
2024-03-01,7.98
2024-03-02,7.98
2024-03-03,7.98
2024-03-04,7.634
2024-03-05,7.791
2024-03-06,8.03
2024-03-07,8.037
2024-03-08,8.033
2024-03-09,8.033
2024-03-10,8.033
2024-03-11,7.68
2024-03-12,7.678
2024-03-13,7.64
2024-03-14,7.38
2024-03-15,7.334
2024-03-16,7.334
2024-03-17,7.334
2024-03-18,7.6
2024-03-19,7.754
2024-03-20,7.734
2024-03-21,7.788
2024-03-22,7.684
2024-03-23,7.684
2024-03-24,7.684
2024-03-25,7.704
2024-03-26,7.597
2024-03-27,7.864
2024-03-28,7.789
2024-03-29,7.789
2024-03-30,7.789
2024-03-31,7.789
2024-04-01,7.674
2024-04-02,7.57
2024-04-03,7.59
2024-04-04,7.372
2024-04-05,7.344
2024-04-06,7.344
2024-04-07,7.344
2024-04-08,7.399
