,LPLA US Equity
2021-04-08,11.163
2021-04-09,10.998
2021-04-10,10.998
2021-04-11,10.998
2021-04-12,11.133
2021-04-13,10.955
2021-04-14,11.099
2021-04-15,11.076
2021-04-16,11.079
2021-04-17,11.079
2021-04-18,11.079
2021-04-19,10.982
2021-04-20,10.617
2021-04-21,10.768
2021-04-22,10.786
2021-04-23,11.153
2021-04-24,11.153
2021-04-25,11.153
2021-04-26,11.183
2021-04-27,11.358
2021-04-28,11.55
2021-04-29,11.721
2021-04-30,11.746
2021-05-01,11.746
2021-05-02,11.746
2021-05-03,11.39
2021-05-04,11.507
2021-05-05,10.233
2021-05-06,10.243
2021-05-07,10.208
2021-05-08,10.208
2021-05-09,10.208
2021-05-10,9.963
2021-05-11,9.705
2021-05-12,9.372
2021-05-13,9.519
2021-05-14,9.813
2021-05-15,9.813
2021-05-16,9.813
2021-05-17,9.735
2021-05-18,9.579
2021-05-19,9.578
2021-05-20,9.734
2021-05-21,9.751
2021-05-22,9.751
2021-05-23,9.751
2021-05-24,9.739
2021-05-25,9.626
2021-05-26,9.621
2021-05-27,9.652
2021-05-28,9.693
2021-05-29,9.693
2021-05-30,9.693
2021-05-31,9.693
2021-06-01,9.691
2021-06-02,9.695
2021-06-03,9.518
2021-06-04,9.309
2021-06-05,9.309
2021-06-06,9.309
2021-06-07,9.372
2021-06-08,9.325
2021-06-09,9.147
2021-06-10,9.088
2021-06-11,9.189
2021-06-12,9.189
2021-06-13,9.189
2021-06-14,9.128
2021-06-15,9.143
2021-06-16,9.308
2021-06-17,9.204
2021-06-18,8.898
2021-06-19,8.898
2021-06-20,8.898
2021-06-21,9.289
2021-06-22,9.099
2021-06-23,9.163
2021-06-24,9.208
2021-06-25,9.424
2021-06-26,9.424
2021-06-27,9.424
2021-06-28,9.066
2021-06-29,8.959
2021-06-30,8.853
2021-07-01,9.237
2021-07-02,9.182
2021-07-03,9.182
2021-07-04,9.182
2021-07-05,9.182
2021-07-06,8.988
2021-07-07,8.994
2021-07-08,8.725
2021-07-09,9.043
2021-07-10,9.043
2021-07-11,9.043
2021-07-12,9.139
2021-07-13,8.965
2021-07-14,8.854
2021-07-15,8.835
2021-07-16,8.677
2021-07-17,8.677
2021-07-18,8.677
2021-07-19,8.368
2021-07-20,8.785
2021-07-21,9.096
2021-07-22,8.967
2021-07-23,9.118
2021-07-24,9.118
2021-07-25,9.118
2021-07-26,9.138
2021-07-27,9.126
2021-07-28,9.203
2021-07-29,9.254
2021-07-30,9.067
2021-07-31,9.067
2021-08-01,9.067
2021-08-02,8.892
2021-08-03,8.684
2021-08-04,8.642
2021-08-05,8.959
2021-08-06,9.184
2021-08-07,9.184
2021-08-08,9.184
2021-08-09,9.212
2021-08-10,9.214
2021-08-11,9.3
2021-08-12,9.412
2021-08-13,9.298
2021-08-14,9.298
2021-08-15,9.298
2021-08-16,9.21
2021-08-17,9.055
2021-08-18,8.996
2021-08-19,8.858
2021-08-20,9.055
2021-08-21,9.055
2021-08-22,9.055
2021-08-23,9.19
2021-08-24,9.272
2021-08-25,9.424
2021-08-26,9.367
2021-08-27,9.584
2021-08-28,9.584
2021-08-29,9.584
2021-08-30,9.426
2021-08-31,9.391
2021-09-01,9.482
2021-09-02,9.529
2021-09-03,9.514
2021-09-04,9.514
2021-09-05,9.514
2021-09-06,9.514
2021-09-07,9.381
2021-09-08,9.293
2021-09-09,9.286
2021-09-10,9.151
2021-09-11,9.151
2021-09-12,9.151
2021-09-13,9.285
2021-09-14,9.157
2021-09-15,9.323
2021-09-16,9.236
2021-09-17,9.401
2021-09-18,9.401
2021-09-19,9.401
2021-09-20,9.131
2021-09-21,9.124
2021-09-22,9.441
2021-09-23,9.817
2021-09-24,9.967
2021-09-25,9.967
2021-09-26,9.967
2021-09-27,10.319
2021-09-28,10.119
2021-09-29,10.196
2021-09-30,10.039
2021-10-01,10.258
2021-10-02,10.258
2021-10-03,10.258
2021-10-04,10.098
2021-10-05,10.376
2021-10-06,10.394
2021-10-07,10.651
2021-10-08,10.839
2021-10-09,10.839
2021-10-10,10.839
2021-10-11,10.827
2021-10-12,10.812
2021-10-13,10.118
2021-10-14,10.304
2021-10-15,10.456
2021-10-16,10.456
2021-10-17,10.456
2021-10-18,10.455
2021-10-19,10.53
2021-10-20,10.569
2021-10-21,10.507
2021-10-22,10.602
2021-10-23,10.602
2021-10-24,10.602
2021-10-25,10.585
2021-10-26,10.609
2021-10-27,10.431
2021-10-28,10.429
2021-10-29,9.79
2021-10-30,9.79
2021-10-31,9.79
2021-11-01,9.948
2021-11-02,10.152
2021-11-03,10.326
2021-11-04,11.671
2021-11-05,11.538
2021-11-06,11.538
2021-11-07,11.538
2021-11-08,11.459
2021-11-09,11.264
2021-11-10,11.238
2021-11-11,11.295
2021-11-12,11.329
2021-11-13,11.329
2021-11-14,11.329
2021-11-15,11.465
2021-11-16,11.532
2021-11-17,11.443
2021-11-18,11.441
2021-11-19,11.272
2021-11-20,11.272
2021-11-21,11.272
2021-11-22,11.363
2021-11-23,11.712
2021-11-24,11.815
2021-11-25,11.815
2021-11-26,10.977
2021-11-27,10.977
2021-11-28,10.977
2021-11-29,11.17
2021-11-30,10.827
2021-12-01,10.629
2021-12-02,11.086
2021-12-03,10.849
2021-12-04,10.849
2021-12-05,10.849
2021-12-06,11.046
2021-12-07,11.28
2021-12-08,11.291
2021-12-09,11.085
2021-12-10,11.01
2021-12-11,11.01
2021-12-12,11.01
2021-12-13,10.781
2021-12-14,10.96
2021-12-15,11.222
2021-12-16,11.091
2021-12-17,10.806
2021-12-18,10.806
2021-12-19,10.806
2021-12-20,10.54
2021-12-21,10.926
2021-12-22,11.105
2021-12-23,11.229
2021-12-24,11.229
2021-12-25,11.229
2021-12-26,11.229
2021-12-27,11.223
2021-12-28,11.135
2021-12-29,11.113
2021-12-30,11.176
2021-12-31,11.053
2022-01-01,11.053
2022-01-02,11.053
2022-01-03,11.15
2022-01-04,11.354
2022-01-05,11.356
2022-01-06,11.685
2022-01-07,11.914
2022-01-08,11.914
2022-01-09,11.914
2022-01-10,12.059
2022-01-11,11.549
2022-01-12,11.534
2022-01-13,11.248
2022-01-14,11.25
2022-01-15,11.25
2022-01-16,11.25
2022-01-17,11.25
2022-01-18,10.823
2022-01-19,10.524
2022-01-20,10.565
2022-01-21,10.242
2022-01-22,10.242
2022-01-23,10.242
2022-01-24,10.221
2022-01-25,10.224
2022-01-26,10.421
2022-01-27,10.421
2022-01-28,10.645
2022-01-29,10.645
2022-01-30,10.645
2022-01-31,11.029
2022-02-01,11.351
2022-02-02,11.278
2022-02-03,9.94
2022-02-04,10.364
2022-02-05,10.364
2022-02-06,10.364
2022-02-07,10.286
2022-02-08,10.733
2022-02-09,10.658
2022-02-10,10.585
2022-02-11,10.452
2022-02-12,10.452
2022-02-13,10.452
2022-02-14,10.257
2022-02-15,10.477
2022-02-16,10.567
2022-02-17,10.201
2022-02-18,10.121
2022-02-19,10.121
2022-02-20,10.121
2022-02-21,10.121
2022-02-22,10.151
2022-02-23,10.002
2022-02-24,9.879
2022-02-25,10.209
2022-02-26,10.209
2022-02-27,10.209
2022-02-28,10.11
2022-03-01,9.235
2022-03-02,9.6
2022-03-03,9.212
2022-03-04,8.606
2022-03-05,8.606
2022-03-06,8.606
2022-03-07,7.869
2022-03-08,7.958
2022-03-09,8.313
2022-03-10,8.455
2022-03-11,8.42
2022-03-12,8.42
2022-03-13,8.42
2022-03-14,8.623
2022-03-15,8.768
2022-03-16,9.383
2022-03-17,9.516
2022-03-18,9.901
2022-03-19,9.901
2022-03-20,9.901
2022-03-21,9.844
2022-03-22,10.195
2022-03-23,10.058
2022-03-24,10.302
2022-03-25,10.262
2022-03-26,10.262
2022-03-27,10.262
2022-03-28,10.232
2022-03-29,10.168
2022-03-30,9.937
2022-03-31,9.719
2022-04-01,9.543
2022-04-02,9.543
2022-04-03,9.543
2022-04-04,9.596
2022-04-05,9.7
2022-04-06,9.593
2022-04-07,9.812
2022-04-08,10.147
2022-04-09,10.147
2022-04-10,10.147
2022-04-11,10.425
2022-04-12,10.606
2022-04-13,10.97
2022-04-14,11.07
2022-04-15,11.07
2022-04-16,11.07
2022-04-17,11.07
2022-04-18,10.698
2022-04-19,10.975
2022-04-20,10.943
2022-04-21,10.342
2022-04-22,10.018
2022-04-23,10.018
2022-04-24,10.018
2022-04-25,10.062
2022-04-26,9.652
2022-04-27,9.743
2022-04-28,9.946
2022-04-29,9.836
2022-04-30,9.836
2022-05-01,9.836
2022-05-02,9.96
2022-05-03,9.992
2022-05-04,10.131
2022-05-05,9.644
2022-05-06,9.369
2022-05-07,9.369
2022-05-08,9.369
2022-05-09,8.774
2022-05-10,8.884
2022-05-11,8.787
2022-05-12,8.682
2022-05-13,8.879
2022-05-14,8.879
2022-05-15,8.879
2022-05-16,8.688
2022-05-17,9.067
2022-05-18,8.78
2022-05-19,8.849
2022-05-20,9.005
2022-05-21,9.005
2022-05-22,9.005
2022-05-23,9.353
2022-05-24,9.367
2022-05-25,9.589
2022-05-26,9.912
2022-05-27,10.224
2022-05-28,10.224
2022-05-29,10.224
2022-05-30,10.224
2022-05-31,9.99
2022-06-01,9.779
2022-06-02,10.097
2022-06-03,10.085
2022-06-04,10.085
2022-06-05,10.085
2022-06-06,10.135
2022-06-07,10.373
2022-06-08,10.338
2022-06-09,9.949
2022-06-10,9.618
2022-06-11,9.618
2022-06-12,9.618
2022-06-13,9.195
2022-06-14,9.612
2022-06-15,9.621
2022-06-16,9.332
2022-06-17,9.452
2022-06-18,9.452
2022-06-19,9.452
2022-06-20,9.452
2022-06-21,9.774
2022-06-22,9.564
2022-06-23,9.064
2022-06-24,9.627
2022-06-25,9.627
2022-06-26,9.627
2022-06-27,9.712
2022-06-28,9.674
2022-06-29,9.417
2022-06-30,9.531
2022-07-01,9.363
2022-07-02,9.363
2022-07-03,9.363
2022-07-04,9.363
2022-07-05,9.578
2022-07-06,9.387
2022-07-07,9.708
2022-07-08,9.77
2022-07-09,9.77
2022-07-10,9.77
2022-07-11,9.484
2022-07-12,9.547
2022-07-13,9.509
2022-07-14,9.273
2022-07-15,9.611
2022-07-16,9.611
2022-07-17,9.611
2022-07-18,9.618
2022-07-19,10.151
2022-07-20,10.413
2022-07-21,10.544
2022-07-22,10.443
2022-07-23,10.443
2022-07-24,10.443
2022-07-25,10.634
2022-07-26,10.537
2022-07-27,10.699
2022-07-28,11.051
2022-07-29,11.394
2022-07-30,11.394
2022-07-31,11.394
2022-08-01,11.236
2022-08-02,11.281
2022-08-03,12.01
2022-08-04,12.208
2022-08-05,12.534
2022-08-06,12.534
2022-08-07,12.534
2022-08-08,12.405
2022-08-09,12.694
2022-08-10,12.472
2022-08-11,12.455
2022-08-12,12.67
2022-08-13,12.67
2022-08-14,12.67
2022-08-15,12.584
2022-08-16,12.77
2022-08-17,12.92
2022-08-18,12.927
2022-08-19,12.506
2022-08-20,12.506
2022-08-21,12.506
2022-08-22,12.317
2022-08-23,12.417
2022-08-24,12.555
2022-08-25,12.737
2022-08-26,12.605
2022-08-27,12.605
2022-08-28,12.605
2022-08-29,12.487
2022-08-30,12.397
2022-08-31,12.336
2022-09-01,12.399
2022-09-02,12.22
2022-09-03,12.22
2022-09-04,12.22
2022-09-05,12.22
2022-09-06,12.308
2022-09-07,12.473
2022-09-08,12.779
2022-09-09,12.889
2022-09-10,12.889
2022-09-11,12.889
2022-09-12,12.93
2022-09-13,12.903
2022-09-14,12.979
2022-09-15,12.997
2022-09-16,12.814
2022-09-17,12.814
2022-09-18,12.814
2022-09-19,12.915
2022-09-20,12.772
2022-09-21,12.736
2022-09-22,12.799
2022-09-23,12.336
2022-09-24,12.336
2022-09-25,12.336
2022-09-26,11.984
2022-09-27,12.178
2022-09-28,12.387
2022-09-29,12.065
2022-09-30,12.23
2022-10-01,12.23
2022-10-02,12.23
2022-10-03,12.516
2022-10-04,13.31
2022-10-05,12.897
2022-10-06,13.166
2022-10-07,12.956
2022-10-08,12.956
2022-10-09,12.956
2022-10-10,13.036
2022-10-11,12.708
2022-10-12,12.315
2022-10-13,12.711
2022-10-14,12.212
2022-10-15,12.212
2022-10-16,12.212
2022-10-17,12.185
2022-10-18,12.377
2022-10-19,12.119
2022-10-20,12.028
2022-10-21,12.194
2022-10-22,12.194
2022-10-23,12.194
2022-10-24,12.303
2022-10-25,12.524
2022-10-26,12.73
2022-10-27,12.802
2022-10-28,12.961
2022-10-29,12.961
2022-10-30,12.961
2022-10-31,12.475
2022-11-01,12.416
2022-11-02,12.378
2022-11-03,12.578
2022-11-04,12.761
2022-11-05,12.761
2022-11-06,12.761
2022-11-07,12.805
2022-11-08,12.868
2022-11-09,12.351
2022-11-10,11.605
2022-11-11,10.917
2022-11-12,10.917
2022-11-13,10.917
2022-11-14,11.046
2022-11-15,11.34
2022-11-16,10.543
2022-11-17,10.623
2022-11-18,10.636
2022-11-19,10.636
2022-11-20,10.636
2022-11-21,10.856
2022-11-22,11.294
2022-11-23,11.03
2022-11-24,11.03
2022-11-25,11.304
2022-11-26,11.304
2022-11-27,11.304
2022-11-28,11.44
2022-11-29,11.68
2022-11-30,11.524
2022-12-01,11.338
2022-12-02,11.476
2022-12-03,11.476
2022-12-04,11.476
2022-12-05,10.877
2022-12-06,11.054
2022-12-07,10.928
2022-12-08,10.81
2022-12-09,10.761
2022-12-10,10.761
2022-12-11,10.761
2022-12-12,10.826
2022-12-13,10.387
2022-12-14,10.44
2022-12-15,10.191
2022-12-16,10.075
2022-12-17,10.075
2022-12-18,10.075
2022-12-19,10.182
2022-12-20,10.184
2022-12-21,10.343
2022-12-22,10.278
2022-12-23,10.504
2022-12-24,10.504
2022-12-25,10.504
2022-12-26,10.504
2022-12-27,10.4
2022-12-28,10.369
2022-12-29,10.458
2022-12-30,10.432
2022-12-31,10.432
2023-01-01,10.432
2023-01-02,10.432
2023-01-03,10.539
2023-01-04,10.366
2023-01-05,10.701
2023-01-06,10.815
2023-01-07,10.815
2023-01-08,10.815
2023-01-09,10.786
2023-01-10,10.945
2023-01-11,10.708
2023-01-12,11.079
2023-01-13,11.228
2023-01-14,11.228
2023-01-15,11.228
2023-01-16,11.228
2023-01-17,11.349
2023-01-18,11.208
2023-01-19,10.747
2023-01-20,10.935
2023-01-21,10.935
2023-01-22,10.935
2023-01-23,11.052
2023-01-24,11.245
2023-01-25,11.295
2023-01-26,11.309
2023-01-27,11.298
2023-01-28,11.298
2023-01-29,11.298
2023-01-30,11.32
2023-01-31,11.547
2023-02-01,11.471
2023-02-02,11.003
2023-02-03,11.611
2023-02-04,11.611
2023-02-05,11.611
2023-02-06,11.784
2023-02-07,12.129
2023-02-08,12.14
2023-02-09,11.945
2023-02-10,11.84
2023-02-11,11.84
2023-02-12,11.84
2023-02-13,11.957
2023-02-14,12.082
2023-02-15,12.224
2023-02-16,12.238
2023-02-17,12.327
2023-02-18,12.327
2023-02-19,12.327
2023-02-20,12.327
2023-02-21,12.12
2023-02-22,12.062
2023-02-23,11.977
2023-02-24,12.194
2023-02-25,12.194
2023-02-26,12.194
2023-02-27,12.157
2023-02-28,12.305
2023-03-01,12.514
2023-03-02,12.601
2023-03-03,12.602
2023-03-04,12.602
2023-03-05,12.602
2023-03-06,12.496
2023-03-07,12.526
2023-03-08,12.482
2023-03-09,11.957
2023-03-10,11.418
2023-03-11,11.418
2023-03-12,11.418
2023-03-13,10.008
2023-03-14,10.169
2023-03-15,9.666
2023-03-16,10.018
2023-03-17,9.664
2023-03-18,9.664
2023-03-19,9.664
2023-03-20,10.167
2023-03-21,10.619
2023-03-22,10.155
2023-03-23,10.097
2023-03-24,9.509
2023-03-25,9.509
2023-03-26,9.509
2023-03-27,9.93
2023-03-28,9.991
2023-03-29,10.064
2023-03-30,9.955
2023-03-31,10.137
2023-04-01,10.137
2023-04-02,10.137
2023-04-03,9.994
2023-04-04,9.706
2023-04-05,9.844
2023-04-06,9.903
2023-04-07,9.903
2023-04-08,9.903
2023-04-09,9.903
2023-04-10,10.317
2023-04-11,10.445
2023-04-12,10.545
2023-04-13,10.753
2023-04-14,10.944
2023-04-15,10.944
2023-04-16,10.944
2023-04-17,11.04
2023-04-18,10.995
2023-04-19,11.174
2023-04-20,11.098
2023-04-21,11.018
2023-04-22,11.018
2023-04-23,11.018
2023-04-24,11.099
2023-04-25,10.836
2023-04-26,10.779
2023-04-27,10.999
2023-04-28,11.351
2023-04-29,11.351
2023-04-30,11.351
2023-05-01,11.492
2023-05-02,10.661
2023-05-03,10.2
2023-05-04,9.835
2023-05-05,10.372
2023-05-06,10.372
2023-05-07,10.372
2023-05-08,10.498
2023-05-09,10.463
2023-05-10,10.346
2023-05-11,10.326
2023-05-12,10.325
2023-05-13,10.325
2023-05-14,10.325
2023-05-15,10.499
2023-05-16,10.432
2023-05-17,10.76
2023-05-18,10.863
2023-05-19,10.931
2023-05-20,10.931
2023-05-21,10.931
2023-05-22,10.935
2023-05-23,10.879
2023-05-24,10.69
2023-05-25,10.936
2023-05-26,10.831
2023-05-27,10.831
2023-05-28,10.831
2023-05-29,10.831
2023-05-30,10.876
2023-05-31,10.671
2023-06-01,10.726
2023-06-02,11.108
2023-06-03,11.108
2023-06-04,11.108
2023-06-05,10.951
2023-06-06,11.054
2023-06-07,11.304
2023-06-08,11.06
2023-06-09,11.272
2023-06-10,11.272
2023-06-11,11.272
2023-06-12,10.843
2023-06-13,11.026
2023-06-14,11.33
2023-06-15,11.791
2023-06-16,11.516
2023-06-17,11.516
2023-06-18,11.516
2023-06-19,11.516
2023-06-20,11.528
2023-06-21,11.607
2023-06-22,11.558
