,PARA US Equity
2023-06-23,10.636
2023-06-24,10.636
2023-06-25,10.636
2023-06-26,10.782
2023-06-27,10.996
2023-06-28,10.899
2023-06-29,11.073
2023-06-30,11.017
2023-07-01,11.017
2023-07-02,11.017
2023-07-03,11.301
2023-07-04,11.301
2023-07-05,11.326
2023-07-06,11.551
2023-07-07,11.498
2023-07-08,11.498
2023-07-09,11.498
2023-07-10,11.462
2023-07-11,11.87
2023-07-12,11.775
2023-07-13,11.974
2023-07-14,11.604
2023-07-15,11.604
2023-07-16,11.604
2023-07-17,11.226
2023-07-18,11.574
2023-07-19,11.962
2023-07-20,11.857
2023-07-21,11.574
2023-07-22,11.574
2023-07-23,11.574
2023-07-24,11.614
2023-07-25,11.329
2023-07-26,11.595
2023-07-27,11.258
2023-07-28,11.475
2023-07-29,11.475
2023-07-30,11.475
2023-07-31,11.999
2023-08-01,12.022
2023-08-02,11.64
2023-08-03,11.296
2023-08-04,11.7
2023-08-05,11.7
2023-08-06,11.7
2023-08-07,12.145
2023-08-08,12.465
2023-08-09,11.9
2023-08-10,11.785
2023-08-11,11.751
2023-08-12,11.751
2023-08-13,11.751
2023-08-14,11.736
2023-08-15,12.081
2023-08-16,11.792
2023-08-17,11.446
2023-08-18,11.651
2023-08-19,11.651
2023-08-20,11.651
2023-08-21,11.517
2023-08-22,11.357
2023-08-23,11.716
2023-08-24,11.505
2023-08-25,11.332
2023-08-26,11.332
2023-08-27,11.332
2023-08-28,11.568
2023-08-29,11.741
2023-08-30,11.85
2023-08-31,11.843
2023-09-01,10.712
2023-09-02,10.712
2023-09-03,10.712
2023-09-04,10.712
2023-09-05,10.712
2023-09-06,10.516
2023-09-07,10.218
2023-09-08,10.72
2023-09-09,10.72
2023-09-10,10.72
2023-09-11,10.634
2023-09-12,10.603
2023-09-13,10.493
2023-09-14,10.863
2023-09-15,11.076
2023-09-16,11.076
2023-09-17,11.076
2023-09-18,10.739
2023-09-19,10.739
2023-09-20,10.455
2023-09-21,10.502
2023-09-22,9.981
2023-09-23,9.981
2023-09-24,9.981
2023-09-25,9.997
2023-09-26,9.839
2023-09-27,10.091
2023-09-28,10.123
2023-09-29,10.186
2023-09-30,10.186
2023-10-01,10.186
2023-10-02,10.061
2023-10-03,9.771
2023-10-04,9.64
2023-10-05,9.653
2023-10-06,9.744
2023-10-07,9.744
2023-10-08,9.744
2023-10-09,10.468
2023-10-10,10.88
2023-10-11,10.645
2023-10-12,10.294
2023-10-13,10.443
2023-10-14,10.443
2023-10-15,10.443
2023-10-16,10.759
2023-10-17,10.915
2023-10-18,10.679
2023-10-19,10.311
2023-10-20,10.066
2023-10-21,10.066
2023-10-22,10.066
2023-10-23,9.908
2023-10-24,9.872
2023-10-25,9.686
2023-10-26,9.651
2023-10-27,9.474
2023-10-28,9.474
2023-10-29,9.474
2023-10-30,9.801
2023-10-31,9.782
2023-11-01,9.745
2023-11-02,10.535
2023-11-03,11.673
2023-11-04,11.673
2023-11-05,11.673
2023-11-06,10.514
2023-11-07,10.638
2023-11-08,9.793
2023-11-09,10.033
2023-11-10,10.008
2023-11-11,10.008
2023-11-12,10.008
2023-11-13,9.636
2023-11-14,10.054
2023-11-15,10.576
2023-11-16,10.247
2023-11-17,10.592
2023-11-18,10.592
2023-11-19,10.592
2023-11-20,11.186
2023-11-21,11.146
2023-11-22,11.226
2023-11-23,11.226
2023-11-24,11.265
2023-11-25,11.265
2023-11-26,11.265
2023-11-27,11.218
2023-11-28,11.027
2023-11-29,11.424
2023-11-30,11.392
2023-12-01,12.51
2023-12-02,12.51
2023-12-03,12.51
2023-12-04,12.645
2023-12-05,12.055
2023-12-06,11.83
2023-12-07,11.682
2023-12-08,13.097
2023-12-09,13.097
2023-12-10,13.097
2023-12-11,12.623
2023-12-12,11.878
2023-12-13,12.236
2023-12-14,13.04
2023-12-15,12.696
2023-12-16,12.696
2023-12-17,12.696
2023-12-18,12.276
2023-12-19,12.944
2023-12-20,12.682
2023-12-21,12.505
2023-12-22,12.446
2023-12-23,12.446
2023-12-24,12.446
2023-12-25,12.446
2023-12-26,12.463
2023-12-27,12.438
2023-12-28,12.571
2023-12-29,12.272
2023-12-30,12.272
2023-12-31,12.272
2024-01-01,12.272
2024-01-02,11.949
2024-01-03,11.853
2024-01-04,12.104
2024-01-05,12.238
2024-01-06,12.238
2024-01-07,12.238
2024-01-08,12.271
2024-01-09,11.987
2024-01-10,12.173
2024-01-11,11.609
2024-01-12,11.592
2024-01-13,11.592
2024-01-14,11.592
2024-01-15,11.592
2024-01-16,11.505
2024-01-17,11.266
2024-01-18,11.341
2024-01-19,11.592
2024-01-20,11.592
2024-01-21,11.592
2024-01-22,11.905
2024-01-23,11.845
2024-01-24,11.568
2024-01-25,12.087
2024-01-26,11.98
2024-01-27,11.98
2024-01-28,11.98
2024-01-29,11.936
2024-01-30,11.876
2024-01-31,12.8
2024-02-01,13.192
2024-02-02,12.968
2024-02-03,12.968
2024-02-04,12.968
2024-02-05,12.599
2024-02-06,12.606
2024-02-07,11.579
2024-02-08,11.723
2024-02-09,11.624
2024-02-10,11.624
2024-02-11,11.624
2024-02-12,12.084
2024-02-13,11.714
2024-02-14,11.886
2024-02-15,11.345
2024-02-16,10.813
2024-02-17,10.813
2024-02-18,10.813
2024-02-19,10.813
2024-02-20,10.624
2024-02-21,10.491
2024-02-22,10.411
2024-02-23,9.966
2024-02-24,9.966
2024-02-25,9.966
2024-02-26,10.002
2024-02-27,10.147
2024-02-28,10.012
2024-02-29,10.067
2024-03-01,10.058
2024-03-02,10.058
2024-03-03,10.058
2024-03-04,9.603
2024-03-05,9.519
2024-03-06,9.726
2024-03-07,10.004
2024-03-08,10.124
2024-03-09,10.124
2024-03-10,10.124
2024-03-11,10.823
2024-03-12,10.816
2024-03-13,10.9
2024-03-14,10.633
2024-03-15,10.585
2024-03-16,10.585
2024-03-17,10.585
2024-03-18,10.37
2024-03-19,10.409
2024-03-20,11.637
2024-03-21,11.016
2024-03-22,10.485
2024-03-23,10.485
2024-03-24,10.485
2024-03-25,10.4
2024-03-26,10.327
2024-03-27,10.646
2024-03-28,10.719
2024-03-29,10.719
2024-03-30,10.719
2024-03-31,10.719
2024-04-01,10.731
2024-04-02,10.74
2024-04-03,12.347
2024-04-04,11.401
2024-04-05,11.032
2024-04-06,11.032
2024-04-07,11.032
2024-04-08,10.194
