,D US Equity
2020-09-07,14.403
2020-09-08,14.398
2020-09-09,14.663
2020-09-10,14.496
2020-09-11,14.663
2020-09-12,14.663
2020-09-13,14.663
2020-09-14,14.864
2020-09-15,14.895
2020-09-16,15.024
2020-09-17,14.697
2020-09-18,14.354
2020-09-19,14.354
2020-09-20,14.354
2020-09-21,14.356
2020-09-22,14.269
2020-09-23,14.043
2020-09-24,14.05
2020-09-25,14.187
2020-09-26,14.187
2020-09-27,14.187
2020-09-28,14.22
2020-09-29,14.339
2020-09-30,14.533
2020-10-01,14.47
2020-10-02,14.693
2020-10-03,14.693
2020-10-04,14.693
2020-10-05,14.746
2020-10-06,14.934
2020-10-07,14.917
2020-10-08,15.109
2020-10-09,15.057
2020-10-10,15.057
2020-10-11,15.057
2020-10-12,15.175
2020-10-13,15.019
2020-10-14,14.923
2020-10-15,14.879
2020-10-16,14.989
2020-10-17,14.989
2020-10-18,14.989
2020-10-19,14.854
2020-10-20,14.887
2020-10-21,14.731
2020-10-22,14.906
2020-10-23,14.898
2020-10-24,14.898
2020-10-25,14.898
2020-10-26,15.005
2020-10-27,15.143
2020-10-28,14.652
2020-10-29,14.863
2020-10-30,14.751
2020-10-31,14.751
2020-11-01,14.751
2020-11-02,14.994
2020-11-03,15.223
2020-11-04,15.185
2020-11-05,15.266
2020-11-06,15.368
2020-11-07,15.368
2020-11-08,15.368
2020-11-09,15.427
2020-11-10,15.747
2020-11-11,15.732
2020-11-12,15.53
2020-11-13,15.594
2020-11-14,15.594
2020-11-15,15.594
2020-11-16,15.804
2020-11-17,15.455
2020-11-18,14.911
2020-11-19,14.645
2020-11-20,14.441
2020-11-21,14.441
2020-11-22,14.441
2020-11-23,14.515
2020-11-24,14.575
2020-11-25,14.581
2020-11-26,14.581
2020-11-27,14.513
2020-11-28,14.513
2020-11-29,14.513
2020-11-30,14.412
2020-12-01,14.718
2020-12-02,14.74
2020-12-03,14.509
2020-12-04,14.043
2020-12-05,14.043
2020-12-06,14.043
2020-12-07,14.091
2020-12-08,13.834
2020-12-09,13.75
2020-12-10,13.754
2020-12-11,13.863
2020-12-12,13.863
2020-12-13,13.863
2020-12-14,13.811
2020-12-15,13.998
2020-12-16,13.941
2020-12-17,14.082
2020-12-18,13.978
2020-12-19,13.978
2020-12-20,13.978
2020-12-21,13.82
2020-12-22,13.631
2020-12-23,13.731
2020-12-24,13.767
2020-12-25,13.767
2020-12-26,13.767
2020-12-27,13.767
2020-12-28,13.668
2020-12-29,13.702
2020-12-30,13.735
2020-12-31,13.946
2021-01-01,13.946
2021-01-02,13.946
2021-01-03,13.946
2021-01-04,13.704
2021-01-05,13.538
2021-01-06,13.828
2021-01-07,13.531
2021-01-08,13.576
2021-01-09,13.576
2021-01-10,13.576
2021-01-11,13.477
2021-01-12,13.266
2021-01-13,13.398
2021-01-14,13.171
2021-01-15,13.368
2021-01-16,13.368
2021-01-17,13.368
2021-01-18,13.368
2021-01-19,13.16
2021-01-20,13.267
2021-01-21,13.288
2021-01-22,13.378
2021-01-23,13.378
2021-01-24,13.378
2021-01-25,13.613
2021-01-26,13.628
2021-01-27,13.525
2021-01-28,13.449
2021-01-29,13.489
2021-01-30,13.489
2021-01-31,13.489
2021-02-01,13.451
2021-02-02,13.467
2021-02-03,13.43
2021-02-04,13.452
2021-02-05,13.647
2021-02-06,13.647
2021-02-07,13.647
2021-02-08,13.663
2021-02-09,13.53
2021-02-10,13.526
2021-02-11,13.521
2021-02-12,13.264
2021-02-13,13.264
2021-02-14,13.264
2021-02-15,13.264
2021-02-16,13.152
2021-02-17,13.385
2021-02-18,13.47
2021-02-19,13.181
2021-02-20,13.181
2021-02-21,13.181
2021-02-22,13.185
2021-02-23,13.346
2021-02-24,13.185
2021-02-25,13.085
2021-02-26,12.657
2021-02-27,12.657
2021-02-28,12.657
2021-03-01,12.955
2021-03-02,12.931
2021-03-03,12.89
2021-03-04,12.713
2021-03-05,13.061
2021-03-06,13.061
2021-03-07,13.061
2021-03-08,13.461
2021-03-09,13.636
2021-03-10,13.687
2021-03-11,13.541
2021-03-12,13.749
2021-03-13,13.749
2021-03-14,13.749
2021-03-15,13.936
2021-03-16,13.889
2021-03-17,13.679
2021-03-18,13.741
2021-03-19,13.713
2021-03-20,13.713
2021-03-21,13.713
2021-03-22,13.741
2021-03-23,13.868
2021-03-24,13.865
2021-03-25,14.063
2021-03-26,14.167
2021-03-27,14.167
2021-03-28,14.167
2021-03-29,14.339
2021-03-30,14.121
2021-03-31,14.201
2021-04-01,14.238
2021-04-02,14.238
2021-04-03,14.238
2021-04-04,14.238
2021-04-05,14.368
2021-04-06,14.362
2021-04-07,14.332
2021-04-08,14.33
2021-04-09,14.347
2021-04-10,14.347
2021-04-11,14.347
2021-04-12,14.339
2021-04-13,14.567
2021-04-14,14.558
2021-04-15,14.725
2021-04-16,14.834
2021-04-17,14.834
2021-04-18,14.834
2021-04-19,14.806
2021-04-20,15.057
2021-04-21,15.074
2021-04-22,14.927
2021-04-23,14.92
2021-04-24,14.92
2021-04-25,14.92
2021-04-26,14.788
2021-04-27,14.715
2021-04-28,14.593
2021-04-29,14.852
2021-04-30,15.017
2021-05-01,15.017
2021-05-02,15.017
2021-05-03,15.106
2021-05-04,14.925
2021-05-05,14.651
2021-05-06,14.751
2021-05-07,14.745
2021-05-08,14.745
2021-05-09,14.745
2021-05-10,14.935
2021-05-11,14.779
2021-05-12,14.499
2021-05-13,14.732
2021-05-14,14.673
2021-05-15,14.673
2021-05-16,14.673
2021-05-17,14.598
2021-05-18,14.502
2021-05-19,14.469
2021-05-20,14.517
2021-05-21,14.704
2021-05-22,14.704
2021-05-23,14.704
2021-05-24,14.489
2021-05-25,14.286
2021-05-26,14.275
2021-05-27,14.189
2021-05-28,14.394
2021-05-29,14.394
2021-05-30,14.394
2021-05-31,14.394
2021-06-01,14.282
2021-06-02,14.441
2021-06-03,14.622
2021-06-04,14.586
2021-06-05,14.586
2021-06-06,14.586
2021-06-07,14.565
2021-06-08,14.451
2021-06-09,14.582
2021-06-10,14.763
2021-06-11,14.738
2021-06-12,14.738
2021-06-13,14.738
2021-06-14,14.919
2021-06-15,14.891
2021-06-16,14.582
2021-06-17,14.635
2021-06-18,14.262
2021-06-19,14.262
2021-06-20,14.262
2021-06-21,14.446
2021-06-22,14.398
2021-06-23,14.189
2021-06-24,14.222
2021-06-25,14.317
2021-06-26,14.317
2021-06-27,14.317
2021-06-28,14.342
2021-06-29,14.012
2021-06-30,14.024
2021-07-01,14.127
2021-07-02,14.13
2021-07-03,14.13
2021-07-04,14.13
2021-07-05,14.13
2021-07-06,14.355
2021-07-07,14.403
2021-07-08,14.462
2021-07-09,14.386
2021-07-10,14.386
2021-07-11,14.386
2021-07-12,14.386
2021-07-13,14.186
2021-07-14,14.327
2021-07-15,14.498
2021-07-16,14.692
2021-07-17,14.692
2021-07-18,14.692
2021-07-19,14.445
2021-07-20,14.408
2021-07-21,14.227
2021-07-22,14.165
2021-07-23,14.342
2021-07-24,14.342
2021-07-25,14.342
2021-07-26,14.298
2021-07-27,14.629
2021-07-28,14.422
2021-07-29,14.378
2021-07-30,14.256
2021-07-31,14.256
2021-08-01,14.256
2021-08-02,14.347
2021-08-03,14.376
2021-08-04,14.37
2021-08-05,14.486
2021-08-06,14.527
2021-08-07,14.527
2021-08-08,14.527
2021-08-09,14.527
2021-08-10,14.611
2021-08-11,14.705
2021-08-12,14.787
2021-08-13,14.854
2021-08-14,14.854
2021-08-15,14.854
2021-08-16,14.998
2021-08-17,15.028
2021-08-18,14.906
2021-08-19,15.112
2021-08-20,15.302
2021-08-21,15.302
2021-08-22,15.302
2021-08-23,15.097
2021-08-24,14.961
2021-08-25,14.965
2021-08-26,14.944
2021-08-27,14.895
2021-08-28,14.895
2021-08-29,14.895
2021-08-30,14.919
2021-08-31,14.831
2021-09-01,15.048
2021-09-02,15.152
2021-09-03,15.054
2021-09-04,15.054
2021-09-05,15.054
2021-09-06,15.054
2021-09-07,14.697
2021-09-08,14.95
2021-09-09,15.069
2021-09-10,14.847
2021-09-11,14.847
2021-09-12,14.847
2021-09-13,14.701
2021-09-14,14.626
2021-09-15,14.511
2021-09-16,14.391
2021-09-17,14.236
2021-09-18,14.236
2021-09-19,14.236
2021-09-20,14.328
2021-09-21,14.311
2021-09-22,14.374
2021-09-23,14.263
2021-09-24,14.324
2021-09-25,14.324
2021-09-26,14.324
2021-09-27,14.176
2021-09-28,14.048
2021-09-29,14.28
2021-09-30,14.025
2021-10-01,13.884
2021-10-02,13.884
2021-10-03,13.884
2021-10-04,14.088
2021-10-05,13.979
2021-10-06,14.246
2021-10-07,14.184
2021-10-08,13.963
2021-10-09,13.963
2021-10-10,13.963
2021-10-11,13.852
2021-10-12,13.929
2021-10-13,14.092
2021-10-14,14.146
2021-10-15,14.04
2021-10-16,14.04
2021-10-17,14.04
2021-10-18,13.821
2021-10-19,14.447
2021-10-20,14.71
2021-10-21,14.826
2021-10-22,14.845
2021-10-23,14.845
2021-10-24,14.845
2021-10-25,14.687
2021-10-26,14.704
2021-10-27,14.589
2021-10-28,14.656
2021-10-29,14.577
2021-10-30,14.577
2021-10-31,14.577
2021-11-01,14.474
2021-11-02,14.49
2021-11-03,14.488
2021-11-04,14.48
2021-11-05,14.683
2021-11-06,14.683
2021-11-07,14.683
2021-11-08,14.309
2021-11-09,14.309
2021-11-10,14.52
2021-11-11,14.403
2021-11-12,14.34
2021-11-13,14.34
2021-11-14,14.34
2021-11-15,14.558
2021-11-16,14.468
2021-11-17,14.457
2021-11-18,14.426
2021-11-19,14.234
2021-11-20,14.234
2021-11-21,14.234
2021-11-22,14.205
2021-11-23,14.355
2021-11-24,14.358
2021-11-25,14.358
2021-11-26,14.122
2021-11-27,14.122
2021-11-28,14.122
2021-11-29,14.266
2021-11-30,13.649
2021-12-01,13.582
2021-12-02,13.895
2021-12-03,14.127
2021-12-04,14.127
2021-12-05,14.127
2021-12-06,14.375
2021-12-07,14.601
2021-12-08,14.537
2021-12-09,14.743
2021-12-10,14.698
2021-12-11,14.698
2021-12-12,14.698
2021-12-13,14.848
2021-12-14,14.819
2021-12-15,15.128
2021-12-16,15.2
2021-12-17,14.825
2021-12-18,14.825
2021-12-19,14.825
2021-12-20,15.082
2021-12-21,14.923
2021-12-22,14.925
2021-12-23,14.962
2021-12-24,14.962
2021-12-25,14.962
2021-12-26,14.962
2021-12-27,14.979
2021-12-28,15.072
2021-12-29,15.171
2021-12-30,15.181
2021-12-31,15.198
2022-01-01,15.198
2022-01-02,15.198
2022-01-03,15.157
2022-01-04,15.109
2022-01-05,15.324
2022-01-06,15.295
2022-01-07,15.514
2022-01-08,15.514
2022-01-09,15.514
2022-01-10,15.427
2022-01-11,15.292
2022-01-12,15.348
2022-01-13,15.431
2022-01-14,15.319
2022-01-15,15.319
2022-01-16,15.319
2022-01-17,15.319
2022-01-18,15.182
2022-01-19,15.312
2022-01-20,15.323
2022-01-21,15.369
2022-01-22,15.369
2022-01-23,15.369
2022-01-24,15.431
2022-01-25,15.092
2022-01-26,14.992
2022-01-27,15.137
2022-01-28,15.379
2022-01-29,15.379
2022-01-30,15.379
2022-01-31,15.611
2022-02-01,15.489
2022-02-02,15.739
2022-02-03,15.679
2022-02-04,15.518
2022-02-05,15.518
2022-02-06,15.518
2022-02-07,15.516
2022-02-08,15.547
2022-02-09,15.545
2022-02-10,15.148
2022-02-11,15.302
2022-02-12,15.302
2022-02-13,15.302
2022-02-14,15.235
2022-02-15,15.122
2022-02-16,15.219
2022-02-17,15.31
2022-02-18,15.312
2022-02-19,15.312
2022-02-20,15.312
2022-02-21,15.312
2022-02-22,15.355
2022-02-23,15.02
2022-02-24,14.927
2022-02-25,15.417
2022-02-26,15.417
2022-02-27,15.417
2022-02-28,15.386
2022-03-01,15.339
2022-03-02,15.507
2022-03-03,15.747
2022-03-04,16.133
2022-03-05,16.133
2022-03-06,16.133
2022-03-07,16.26
2022-03-08,15.911
2022-03-09,15.802
2022-03-10,16.038
2022-03-11,16.047
2022-03-12,16.047
2022-03-13,16.047
2022-03-14,15.861
2022-03-15,15.802
2022-03-16,15.751
2022-03-17,16.128
2022-03-18,15.847
2022-03-19,15.847
2022-03-20,15.847
2022-03-21,15.957
2022-03-22,15.923
2022-03-23,15.931
2022-03-24,16.062
2022-03-25,16.388
2022-03-26,16.388
2022-03-27,16.388
2022-03-28,16.441
2022-03-29,16.568
2022-03-30,16.673
2022-03-31,16.583
2022-04-01,16.849
2022-04-02,16.849
2022-04-03,16.849
2022-04-04,16.657
2022-04-05,16.802
2022-04-06,17.143
2022-04-07,17.108
2022-04-08,17.249
2022-04-09,17.249
2022-04-10,17.249
2022-04-11,17.081
2022-04-12,17.055
2022-04-13,17.016
2022-04-14,17.057
2022-04-15,17.057
2022-04-16,17.057
2022-04-17,17.057
2022-04-18,16.939
2022-04-19,16.948
2022-04-20,16.952
2022-04-21,16.866
2022-04-22,16.543
2022-04-23,16.543
2022-04-24,16.543
2022-04-25,16.478
2022-04-26,16.278
2022-04-27,16.241
2022-04-28,16.34
2022-04-29,15.906
2022-04-30,15.906
2022-05-01,15.906
2022-05-02,15.791
2022-05-03,15.826
2022-05-04,16.075
2022-05-05,16.179
2022-05-06,16.37
2022-05-07,16.37
2022-05-08,16.37
2022-05-09,16.321
2022-05-10,15.968
2022-05-11,16.144
2022-05-12,16.12
2022-05-13,16.258
2022-05-14,16.258
2022-05-15,16.258
2022-05-16,16.274
2022-05-17,16.383
2022-05-18,16.074
2022-05-19,15.986
2022-05-20,16.057
2022-05-21,16.057
2022-05-22,16.057
2022-05-23,16.16
2022-05-24,16.52
2022-05-25,16.477
2022-05-26,16.461
2022-05-27,16.574
2022-05-28,16.574
2022-05-29,16.574
2022-05-30,16.574
2022-05-31,16.391
2022-06-01,16.292
2022-06-02,16.378
2022-06-03,16.227
2022-06-04,16.227
2022-06-05,16.227
2022-06-06,16.22
2022-06-07,16.293
2022-06-08,15.928
2022-06-09,15.565
2022-06-10,15.56
2022-06-11,15.56
2022-06-12,15.56
2022-06-13,14.973
2022-06-14,14.635
2022-06-15,14.69
2022-06-16,14.592
2022-06-17,14.402
2022-06-18,14.402
2022-06-19,14.402
2022-06-20,14.402
2022-06-21,14.632
2022-06-22,14.796
2022-06-23,15.142
2022-06-24,15.337
2022-06-25,15.337
2022-06-26,15.337
2022-06-27,15.431
2022-06-28,15.413
2022-06-29,15.509
2022-06-30,15.664
2022-07-01,15.945
2022-07-02,15.945
2022-07-03,15.945
2022-07-04,15.945
2022-07-05,15.59
2022-07-06,15.707
2022-07-07,15.666
2022-07-08,15.58
2022-07-09,15.58
2022-07-10,15.58
2022-07-11,15.662
2022-07-12,15.558
2022-07-13,15.442
2022-07-14,15.464
2022-07-15,15.548
2022-07-16,15.548
2022-07-17,15.548
2022-07-18,15.308
2022-07-19,15.263
2022-07-20,14.868
2022-07-21,14.88
2022-07-22,15.152
2022-07-23,15.152
2022-07-24,15.152
2022-07-25,15.397
2022-07-26,15.524
2022-07-27,15.515
2022-07-28,15.93
2022-07-29,16.059
2022-07-30,16.059
2022-07-31,16.059
2022-08-01,16.169
2022-08-02,16.095
2022-08-03,16.298
2022-08-04,16.238
2022-08-05,16.175
2022-08-06,16.175
2022-08-07,16.175
2022-08-08,15.944
2022-08-09,16.138
2022-08-10,16.091
2022-08-11,16.023
2022-08-12,16.233
2022-08-13,16.233
2022-08-14,16.233
2022-08-15,16.589
2022-08-16,16.746
2022-08-17,16.78
2022-08-18,16.785
2022-08-19,16.783
2022-08-20,16.783
2022-08-21,16.783
2022-08-22,16.577
2022-08-23,16.441
2022-08-24,16.516
2022-08-25,16.514
2022-08-26,16.275
2022-08-27,16.275
2022-08-28,16.275
2022-08-29,16.379
2022-08-30,16.13
2022-08-31,16.024
2022-09-01,16.256
2022-09-02,16.151
2022-09-03,16.151
2022-09-04,16.151
2022-09-05,16.151
2022-09-06,16.086
2022-09-07,16.445
2022-09-08,16.323
2022-09-09,16.67
2022-09-10,16.67
2022-09-11,16.67
2022-09-12,16.879
2022-09-13,16.486
2022-09-14,16.526
2022-09-15,16.221
2022-09-16,16.201
2022-09-17,16.201
2022-09-18,16.201
2022-09-19,16.273
2022-09-20,16.043
2022-09-21,15.822
2022-09-22,15.724
2022-09-23,15.586
2022-09-24,15.586
2022-09-25,15.586
2022-09-26,15.203
2022-09-27,14.84
2022-09-28,15.006
2022-09-29,14.245
2022-09-30,13.854
2022-10-01,13.854
2022-10-02,13.854
2022-10-03,14.229
2022-10-04,14.311
2022-10-05,13.813
2022-10-06,13.011
2022-10-07,12.701
2022-10-08,12.701
2022-10-09,12.701
2022-10-10,12.723
2022-10-11,12.788
2022-10-12,12.36
2022-10-13,12.829
2022-10-14,12.685
2022-10-15,12.685
2022-10-16,12.685
2022-10-17,12.879
2022-10-18,13.128
2022-10-19,12.966
2022-10-20,12.719
2022-10-21,12.94
2022-10-22,12.94
2022-10-23,12.94
2022-10-24,13.04
2022-10-25,13.22
2022-10-26,13.259
2022-10-27,13.309
2022-10-28,13.712
2022-10-29,13.712
2022-10-30,13.712
2022-10-31,13.822
2022-11-01,13.773
2022-11-02,13.639
2022-11-03,13.676
2022-11-04,13.264
2022-11-05,13.264
2022-11-06,13.264
2022-11-07,12.442
2022-11-08,12.389
2022-11-09,11.954
2022-11-10,12.339
2022-11-11,12.199
2022-11-12,12.199
2022-11-13,12.199
2022-11-14,11.504
2022-11-15,11.686
2022-11-16,11.831
2022-11-17,11.585
2022-11-18,11.742
2022-11-19,11.742
2022-11-20,11.742
2022-11-21,11.943
2022-11-22,12.086
2022-11-23,12.242
2022-11-24,12.242
2022-11-25,12.342
2022-11-26,12.342
2022-11-27,12.342
2022-11-28,12.178
2022-11-29,12.007
2022-11-30,12.277
2022-12-01,12.262
2022-12-02,12.282
2022-12-03,12.282
2022-12-04,12.282
2022-12-05,12.039
2022-12-06,12.065
2022-12-07,12.064
2022-12-08,12.124
2022-12-09,12.122
2022-12-10,12.122
2022-12-11,12.122
2022-12-12,12.476
2022-12-13,12.489
2022-12-14,12.342
2022-12-15,12.277
2022-12-16,12.408
2022-12-17,12.408
2022-12-18,12.408
2022-12-19,12.479
2022-12-20,12.549
2022-12-21,12.648
2022-12-22,12.74
2022-12-23,12.804
2022-12-24,12.804
2022-12-25,12.804
2022-12-26,12.804
2022-12-27,13.012
2022-12-28,12.945
2022-12-29,12.983
2022-12-30,12.915
2022-12-31,12.915
2023-01-01,12.915
2023-01-02,12.915
2023-01-03,13.263
2023-01-04,13.313
2023-01-05,12.945
2023-01-06,13.316
2023-01-07,13.316
2023-01-08,13.316
2023-01-09,13.256
2023-01-10,13.538
2023-01-11,13.659
2023-01-12,13.775
2023-01-13,13.777
2023-01-14,13.777
2023-01-15,13.777
2023-01-16,13.777
2023-01-17,13.763
2023-01-18,13.578
2023-01-19,13.622
2023-01-20,13.712
2023-01-21,13.712
2023-01-22,13.712
2023-01-23,13.958
2023-01-24,14.213
2023-01-25,14.177
2023-01-26,14.236
2023-01-27,14.346
2023-01-28,14.346
2023-01-29,14.346
2023-01-30,14.419
2023-01-31,14.637
2023-02-01,14.513
2023-02-02,14.26
2023-02-03,13.858
2023-02-04,13.858
2023-02-05,13.858
2023-02-06,14.239
2023-02-07,14.207
2023-02-08,13.82
2023-02-09,13.393
2023-02-10,13.813
2023-02-11,13.813
2023-02-12,13.813
2023-02-13,13.693
2023-02-14,13.557
2023-02-15,13.602
2023-02-16,13.738
2023-02-17,13.88
2023-02-18,13.88
2023-02-19,13.88
2023-02-20,13.88
2023-02-21,13.738
2023-02-22,13.653
2023-02-23,13.554
2023-02-24,13.485
2023-02-25,13.485
2023-02-26,13.485
2023-02-27,13.477
2023-02-28,13.307
2023-03-01,13.096
2023-03-02,13.318
2023-03-03,13.549
2023-03-04,13.549
2023-03-05,13.549
2023-03-06,13.556
2023-03-07,13.303
2023-03-08,13.376
2023-03-09,13.208
2023-03-10,13.345
2023-03-11,13.345
2023-03-12,13.345
2023-03-13,13.346
2023-03-14,13.471
2023-03-15,13.767
2023-03-16,13.72
2023-03-17,13.602
2023-03-18,13.602
2023-03-19,13.602
2023-03-20,13.656
2023-03-21,13.336
2023-03-22,13.119
2023-03-23,13.079
2023-03-24,13.472
2023-03-25,13.472
2023-03-26,13.472
2023-03-27,13.547
2023-03-28,13.695
2023-03-29,13.91
2023-03-30,13.937
2023-03-31,13.993
2023-04-01,13.993
2023-04-02,13.993
2023-04-03,13.907
2023-04-04,14.093
2023-04-05,14.368
2023-04-06,14.531
2023-04-07,14.531
2023-04-08,14.531
2023-04-09,14.531
2023-04-10,14.506
2023-04-11,14.536
2023-04-12,14.488
2023-04-13,14.606
2023-04-14,14.498
2023-04-15,14.498
2023-04-16,14.498
2023-04-17,14.67
2023-04-18,14.363
2023-04-19,14.546
2023-04-20,14.576
2023-04-21,14.704
2023-04-22,14.704
2023-04-23,14.704
2023-04-24,14.434
2023-04-25,14.381
2023-04-26,14.082
2023-04-27,14.391
2023-04-28,14.338
2023-04-29,14.338
2023-04-30,14.338
2023-05-01,14.333
2023-05-02,13.934
2023-05-03,13.992
2023-05-04,14.195
2023-05-05,14.19
2023-05-06,14.19
2023-05-07,14.19
2023-05-08,14.193
2023-05-09,14.193
2023-05-10,14.155
2023-05-11,13.931
2023-05-12,13.864
2023-05-13,13.864
2023-05-14,13.864
2023-05-15,13.769
2023-05-16,13.284
2023-05-17,13.379
2023-05-18,13.244
2023-05-19,13.127
2023-05-20,13.127
2023-05-21,13.127
2023-05-22,13.141
2023-05-23,13.177
2023-05-24,12.93
2023-05-25,12.708
2023-05-26,12.565
2023-05-27,12.565
2023-05-28,12.565
2023-05-29,12.565
2023-05-30,12.535
2023-05-31,12.671
2023-06-01,12.519
2023-06-02,12.734
2023-06-03,12.734
2023-06-04,12.734
2023-06-05,12.863
2023-06-06,13.148
2023-06-07,13.523
2023-06-08,13.635
2023-06-09,13.584
2023-06-10,13.584
2023-06-11,13.584
2023-06-12,13.369
2023-06-13,13.338
2023-06-14,13.384
2023-06-15,13.463
2023-06-16,13.58
2023-06-17,13.58
2023-06-18,13.58
2023-06-19,13.58
2023-06-20,13.54
2023-06-21,13.57
2023-06-22,13.496
2023-06-23,13.203
2023-06-24,13.203
2023-06-25,13.203
2023-06-26,13.45
2023-06-27,13.379
