,PPL US Equity
2023-08-15,14.53
2023-08-16,14.462
2023-08-17,14.342
2023-08-18,14.428
2023-08-19,14.428
2023-08-20,14.428
2023-08-21,14.382
2023-08-22,14.419
2023-08-23,14.368
2023-08-24,14.271
2023-08-25,14.402
2023-08-26,14.402
2023-08-27,14.402
2023-08-28,14.402
2023-08-29,14.402
2023-08-30,14.379
2023-08-31,14.203
2023-09-01,14.12
2023-09-02,14.12
2023-09-03,14.12
2023-09-04,14.12
2023-09-05,13.852
2023-09-06,13.964
2023-09-07,14.172
2023-09-08,14.305
2023-09-09,14.305
2023-09-10,14.305
2023-09-11,14.449
2023-09-12,14.473
2023-09-13,14.646
2023-09-14,14.825
2023-09-15,14.813
2023-09-16,14.813
2023-09-17,14.813
2023-09-18,14.819
2023-09-19,14.727
2023-09-20,14.819
2023-09-21,14.576
2023-09-22,14.507
2023-09-23,14.507
2023-09-24,14.507
2023-09-25,14.432
2023-09-26,14.011
2023-09-27,13.82
2023-09-28,13.497
2023-09-29,13.601
2023-09-30,13.601
2023-10-01,13.601
2023-10-02,13.018
2023-10-03,13.266
2023-10-04,13.202
2023-10-05,13.231
2023-10-06,13.508
2023-10-07,13.508
2023-10-08,13.508
2023-10-09,13.686
2023-10-10,13.75
2023-10-11,13.894
2023-10-12,13.629
2023-10-13,13.767
2023-10-14,13.767
2023-10-15,13.767
2023-10-16,13.959
2023-10-17,13.951
2023-10-18,13.871
2023-10-19,13.727
2023-10-20,13.692
2023-10-21,13.692
2023-10-22,13.692
2023-10-23,13.63
2023-10-24,13.895
2023-10-25,14.025
2023-10-26,14.232
2023-10-27,13.967
2023-10-28,13.967
2023-10-29,13.967
2023-10-30,14.03
2023-10-31,14.134
2023-11-01,14.209
2023-11-02,14.436
2023-11-03,14.603
2023-11-04,14.603
2023-11-05,14.603
2023-11-06,14.476
2023-11-07,14.925
2023-11-08,14.764
2023-11-09,14.505
2023-11-10,14.585
2023-11-11,14.585
2023-11-12,14.585
2023-11-13,14.361
2023-11-14,14.816
2023-11-15,14.85
2023-11-16,14.977
2023-11-17,15.017
2023-11-18,15.017
2023-11-19,15.017
2023-11-20,15.063
2023-11-21,15.144
2023-11-22,15.104
2023-11-23,15.104
2023-11-24,15.144
2023-11-25,15.144
2023-11-26,15.144
2023-11-27,15.104
2023-11-28,15.19
2023-11-29,14.983
2023-11-30,15.034
2023-12-01,15.242
2023-12-02,15.242
2023-12-03,15.242
2023-12-04,15.173
2023-12-05,14.977
2023-12-06,15.155
2023-12-07,15.155
2023-12-08,15.138
2023-12-09,15.138
2023-12-10,15.138
2023-12-11,15.331
2023-12-12,15.238
2023-12-13,15.878
2023-12-14,15.763
2023-12-15,15.681
2023-12-16,15.681
2023-12-17,15.681
2023-12-18,15.634
2023-12-19,15.669
2023-12-20,15.395
2023-12-21,15.384
2023-12-22,15.634
2023-12-23,15.634
2023-12-24,15.634
2023-12-25,15.634
2023-12-26,15.728
2023-12-27,15.763
2023-12-28,15.827
2023-12-29,15.798
2023-12-30,15.798
2023-12-31,15.798
2024-01-01,15.798
2024-01-02,16.037
2024-01-03,16.124
2024-01-04,16.101
2024-01-05,16.177
2024-01-06,16.177
2024-01-07,16.177
2024-01-08,16.297
2024-01-09,16.198
2024-01-10,16.076
2024-01-11,15.732
2024-01-12,15.767
2024-01-13,15.767
2024-01-14,15.767
2024-01-15,15.767
2024-01-16,15.61
2024-01-17,15.331
2024-01-18,15.098
2024-01-19,15.144
2024-01-20,15.144
2024-01-21,15.144
2024-01-22,15.019
2024-01-23,14.958
2024-01-24,14.795
2024-01-25,15.022
2024-01-26,15.057
2024-01-27,15.057
2024-01-28,15.057
2024-01-29,15.121
2024-01-30,15.132
2024-01-31,15.237
2024-02-01,15.407
2024-02-02,15.105
2024-02-03,15.105
2024-02-04,15.105
2024-02-05,14.856
2024-02-06,14.897
2024-02-07,14.891
2024-02-08,14.879
2024-02-09,15.001
2024-02-10,15.001
2024-02-11,15.001
2024-02-12,15.25
2024-02-13,15.105
2024-02-14,15.105
2024-02-15,15.343
2024-02-16,15.448
2024-02-17,15.448
2024-02-18,15.448
2024-02-19,15.448
2024-02-20,15.35
2024-02-21,15.611
2024-02-22,15.588
2024-02-23,15.559
2024-02-24,15.559
2024-02-25,15.559
2024-02-26,15.216
2024-02-27,15.344
2024-02-28,15.234
2024-02-29,15.309
2024-03-01,15.175
2024-03-02,15.175
2024-03-03,15.175
2024-03-04,15.524
2024-03-05,15.535
2024-03-06,15.588
2024-03-07,15.756
2024-03-08,15.932
2024-03-09,15.932
2024-03-10,15.932
2024-03-11,15.973
2024-03-12,15.78
2024-03-13,15.822
2024-03-14,15.58
2024-03-15,15.625
2024-03-16,15.625
2024-03-17,15.625
2024-03-18,15.786
2024-03-19,15.857
2024-03-20,15.921
2024-03-21,15.707
2024-03-22,15.753
2024-03-23,15.753
2024-03-24,15.753
2024-03-25,15.742
2024-03-26,15.474
2024-03-27,15.951
2024-03-28,16.015
2024-03-29,16.015
2024-03-30,16.015
2024-03-31,16.015
2024-04-01,15.998
2024-04-02,15.986
2024-04-03,15.87
2024-04-04,15.87
2024-04-05,15.835
2024-04-06,15.835
2024-04-07,15.835
2024-04-08,15.928
