,DTE US Equity
2023-06-23,16.031
2023-06-24,16.031
2023-06-25,16.031
2023-06-26,16.104
2023-06-27,16.129
2023-06-28,15.881
2023-06-29,15.922
2023-06-30,16.034
2023-07-01,16.034
2023-07-02,16.034
2023-07-03,16.213
2023-07-04,16.213
2023-07-05,16.395
2023-07-06,16.201
2023-07-07,16.029
2023-07-08,16.029
2023-07-09,16.029
2023-07-10,15.958
2023-07-11,16.157
2023-07-12,16.44
2023-07-13,16.531
2023-07-14,16.461
2023-07-15,16.461
2023-07-16,16.461
2023-07-17,16.127
2023-07-18,15.981
2023-07-19,16.195
2023-07-20,16.47
2023-07-21,16.759
2023-07-22,16.759
2023-07-23,16.759
2023-07-24,16.741
2023-07-25,16.804
2023-07-26,16.866
2023-07-27,16.643
2023-07-28,16.531
2023-07-29,16.531
2023-07-30,16.531
2023-07-31,16.638
2023-08-01,16.47
2023-08-02,16.461
2023-08-03,15.936
2023-08-04,15.703
2023-08-05,15.703
2023-08-06,15.703
2023-08-07,15.689
2023-08-08,15.757
2023-08-09,15.78
2023-08-10,15.625
2023-08-11,15.714
2023-08-12,15.714
2023-08-13,15.714
2023-08-14,15.517
2023-08-15,15.2
2023-08-16,15.252
2023-08-17,15.268
2023-08-18,15.374
2023-08-19,15.374
2023-08-20,15.374
2023-08-21,15.259
2023-08-22,15.309
2023-08-23,15.353
2023-08-24,15.233
2023-08-25,15.302
2023-08-26,15.302
2023-08-27,15.302
2023-08-28,15.309
2023-08-29,15.333
2023-08-30,15.276
2023-08-31,15.077
2023-09-01,14.86
2023-09-02,14.86
2023-09-03,14.86
2023-09-04,14.86
2023-09-05,14.652
2023-09-06,14.672
2023-09-07,14.864
2023-09-08,14.93
2023-09-09,14.93
2023-09-10,14.93
2023-09-11,14.98
2023-09-12,15.111
2023-09-13,15.421
2023-09-14,15.521
2023-09-15,15.667
2023-09-16,15.667
2023-09-17,15.667
2023-09-18,15.699
2023-09-19,15.608
2023-09-20,15.72
2023-09-21,15.633
2023-09-22,15.651
2023-09-23,15.651
2023-09-24,15.651
2023-09-25,15.57
2023-09-26,15.054
2023-09-27,14.815
2023-09-28,14.534
2023-09-29,14.616
2023-09-30,14.616
2023-10-01,14.616
2023-10-02,14.058
2023-10-03,14.334
2023-10-04,14.297
2023-10-05,13.868
2023-10-06,14.01
2023-10-07,14.01
2023-10-08,14.01
2023-10-09,14.222
2023-10-10,14.338
2023-10-11,14.409
2023-10-12,14.151
2023-10-13,14.424
2023-10-14,14.424
2023-10-15,14.424
2023-10-16,14.514
2023-10-17,14.526
2023-10-18,14.316
2023-10-19,14.262
2023-10-20,14.248
2023-10-21,14.248
2023-10-22,14.248
2023-10-23,14.204
2023-10-24,14.46
2023-10-25,14.495
2023-10-26,14.556
2023-10-27,14.343
2023-10-28,14.343
2023-10-29,14.343
2023-10-30,14.254
2023-10-31,14.279
2023-11-01,14.361
2023-11-02,14.591
2023-11-03,14.793
2023-11-04,14.793
2023-11-05,14.793
2023-11-06,14.601
2023-11-07,14.58
2023-11-08,14.582
2023-11-09,14.576
2023-11-10,14.586
2023-11-11,14.586
2023-11-12,14.586
2023-11-13,14.452
2023-11-14,15.057
2023-11-15,15.104
2023-11-16,15.281
2023-11-17,15.321
2023-11-18,15.321
2023-11-19,15.321
2023-11-20,15.213
2023-11-21,15.271
2023-11-22,15.478
2023-11-23,15.478
2023-11-24,15.583
2023-11-25,15.583
2023-11-26,15.583
2023-11-27,15.508
2023-11-28,15.531
2023-11-29,15.401
2023-11-30,15.387
2023-12-01,15.997
2023-12-02,15.997
2023-12-03,15.997
2023-12-04,16.025
2023-12-05,15.767
2023-12-06,15.866
2023-12-07,15.85
2023-12-08,16.045
2023-12-09,16.045
2023-12-10,16.045
2023-12-11,16.225
2023-12-12,16.2
2023-12-13,16.701
2023-12-14,16.557
2023-12-15,16.333
2023-12-16,16.333
2023-12-17,16.333
2023-12-18,16.321
2023-12-19,16.465
2023-12-20,16.25
2023-12-21,16.309
2023-12-22,16.291
2023-12-23,16.291
2023-12-24,16.291
2023-12-25,16.291
2023-12-26,16.373
2023-12-27,16.302
2023-12-28,16.409
2023-12-29,16.386
2023-12-30,16.386
2023-12-31,16.386
2024-01-01,16.386
2024-01-02,16.577
2024-01-03,16.461
2024-01-04,16.395
2024-01-05,16.412
2024-01-06,16.412
2024-01-07,16.412
2024-01-08,16.527
2024-01-09,16.442
2024-01-10,16.424
2024-01-11,16.008
2024-01-12,16.131
2024-01-13,16.131
2024-01-14,16.131
2024-01-15,16.131
2024-01-16,15.946
2024-01-17,15.666
2024-01-18,15.524
2024-01-19,15.475
2024-01-20,15.475
2024-01-21,15.475
2024-01-22,15.379
2024-01-23,15.461
2024-01-24,15.149
2024-01-25,15.362
2024-01-26,15.331
2024-01-27,15.331
2024-01-28,15.331
2024-01-29,15.368
2024-01-30,15.465
2024-01-31,15.592
2024-02-01,15.895
2024-02-02,15.542
2024-02-03,15.542
2024-02-04,15.542
2024-02-05,15.37
2024-02-06,15.413
2024-02-07,15.563
2024-02-08,15.416
2024-02-09,15.443
2024-02-10,15.443
2024-02-11,15.443
2024-02-12,15.732
2024-02-13,15.436
2024-02-14,15.577
2024-02-15,15.937
2024-02-16,15.942
2024-02-17,15.942
2024-02-18,15.942
2024-02-19,15.942
2024-02-20,15.918
2024-02-21,16.143
2024-02-22,15.827
2024-02-23,16.038
2024-02-24,16.038
2024-02-25,16.038
2024-02-26,15.704
2024-02-27,15.872
2024-02-28,15.986
2024-02-29,16.023
2024-03-01,15.988
2024-03-02,15.988
2024-03-03,15.988
2024-03-04,16.238
2024-03-05,16.266
2024-03-06,16.528
2024-03-07,16.661
2024-03-08,16.684
2024-03-09,16.684
2024-03-10,16.684
2024-03-11,16.718
2024-03-12,16.412
2024-03-13,16.439
2024-03-14,16.189
2024-03-15,16.206
2024-03-16,16.206
2024-03-17,16.206
2024-03-18,16.355
2024-03-19,16.5
2024-03-20,16.439
2024-03-21,16.337
2024-03-22,16.297
2024-03-23,16.297
2024-03-24,16.297
2024-03-25,16.228
2024-03-26,16.035
2024-03-27,16.659
2024-03-28,16.785
2024-03-29,16.785
2024-03-30,16.785
2024-03-31,16.785
2024-04-01,16.574
2024-04-02,16.628
2024-04-03,16.504
2024-04-04,16.399
2024-04-05,16.327
2024-04-06,16.327
2024-04-07,16.327
2024-04-08,16.387
