,HMTV US Equity
2020-04-06,45.684
2020-04-07,45.263
2020-04-08,44.737
2020-04-09,46.316
2020-04-10,46.316
2020-04-11,46.316
2020-04-12,46.316
2020-04-13,48.0
2020-04-14,50.053
2020-04-15,46.737
2020-04-16,43.789
2020-04-17,46.842
2020-04-18,46.842
2020-04-19,46.842
2020-04-20,44.579
2020-04-21,44.053
2020-04-22,44.368
2020-04-23,44.842
2020-04-24,45.263
2020-04-25,45.263
2020-04-26,45.263
2020-04-27,47.211
2020-04-28,47.421
2020-04-29,51.474
2020-04-30,48.842
2020-05-01,47.421
2020-05-02,47.421
2020-05-03,47.421
2020-05-04,48.053
2020-05-05,48.474
2020-05-06,45.474
2020-05-07,46.421
2020-05-08,47.105
2020-05-09,47.105
2020-05-10,47.105
2020-05-11,47.105
2020-05-12,47.105
2020-05-13,47.105
2020-05-14,47.105
2020-05-15,47.105
2020-05-16,47.105
2020-05-17,47.105
2020-05-18,47.105
2020-05-19,47.105
2020-05-20,47.105
2020-05-21,47.105
2020-05-22,47.105
2020-05-23,47.105
2020-05-24,47.105
2020-05-25,47.105
2020-05-26,47.105
2020-05-27,47.105
2020-05-28,47.105
2020-05-29,47.105
2020-05-30,47.105
2020-05-31,47.105
2020-06-01,47.105
2020-06-02,47.105
2020-06-03,47.105
2020-06-04,47.105
2020-06-05,47.105
2020-06-06,47.105
2020-06-07,47.105
2020-06-08,47.105
2020-06-09,47.105
2020-06-10,47.105
2020-06-11,47.105
2020-06-12,47.105
2020-06-13,47.105
2020-06-14,47.105
2020-06-15,47.105
2020-06-16,47.105
2020-06-17,47.105
2020-06-18,47.105
2020-06-19,47.105
2020-06-20,47.105
2020-06-21,47.105
2020-06-22,47.105
2020-06-23,47.105
2020-06-24,47.105
2020-06-25,47.105
2020-06-26,47.105
2020-06-27,47.105
2020-06-28,47.105
2020-06-29,47.105
2020-06-30,47.105
2020-07-01,47.105
2020-07-02,47.105
2020-07-03,47.105
2020-07-04,47.105
2020-07-05,47.105
2020-07-06,47.105
2020-07-07,47.105
2020-07-08,47.105
2020-07-09,47.105
2020-07-10,47.105
2020-07-11,47.105
2020-07-12,47.105
2020-07-13,47.105
2020-07-14,47.105
2020-07-15,47.105
2020-07-16,47.105
2020-07-17,47.105
2020-07-18,47.105
2020-07-19,47.105
2020-07-20,47.105
2020-07-21,47.105
2020-07-22,47.105
2020-07-23,47.105
2020-07-24,47.105
2020-07-25,47.105
2020-07-26,47.105
2020-07-27,47.105
2020-07-28,47.105
2020-07-29,47.105
2020-07-30,47.105
2020-07-31,47.105
2020-08-01,47.105
2020-08-02,47.105
2020-08-03,47.105
2020-08-04,47.105
2020-08-05,47.105
2020-08-06,47.105
2020-08-07,47.105
2020-08-08,47.105
2020-08-09,47.105
2020-08-10,47.105
2020-08-11,47.105
2020-08-12,47.105
2020-08-13,47.105
2020-08-14,47.105
2020-08-15,47.105
2020-08-16,47.105
2020-08-17,47.105
2020-08-18,47.105
2020-08-19,47.105
2020-08-20,47.105
2020-08-21,47.105
2020-08-22,47.105
2020-08-23,47.105
2020-08-24,47.105
2020-08-25,47.105
2020-08-26,47.105
2020-08-27,47.105
2020-08-28,47.105
2020-08-29,47.105
2020-08-30,47.105
2020-08-31,47.105
2020-09-01,47.105
2020-09-02,47.105
2020-09-03,47.105
2020-09-04,47.105
2020-09-05,47.105
2020-09-06,47.105
2020-09-07,47.105
2020-09-08,47.105
2020-09-09,47.105
2020-09-10,47.105
2020-09-11,47.105
2020-09-12,47.105
2020-09-13,47.105
2020-09-14,47.105
2020-09-15,47.105
2020-09-16,47.105
2020-09-17,47.105
2020-09-18,47.105
2020-09-19,47.105
2020-09-20,47.105
2020-09-21,47.105
2020-09-22,47.105
2020-09-23,47.105
2020-09-24,47.105
2020-09-25,47.105
2020-09-26,47.105
2020-09-27,47.105
2020-09-28,47.105
2020-09-29,47.105
2020-09-30,47.105
2020-10-01,47.105
2020-10-02,47.105
2020-10-03,47.105
2020-10-04,47.105
2020-10-05,47.105
2020-10-06,47.105
2020-10-07,47.105
2020-10-08,47.105
2020-10-09,47.105
2020-10-10,47.105
2020-10-11,47.105
2020-10-12,47.105
2020-10-13,47.105
2020-10-14,47.105
2020-10-15,47.105
2020-10-16,47.105
2020-10-17,47.105
2020-10-18,47.105
2020-10-19,47.105
2020-10-20,47.105
2020-10-21,47.105
2020-10-22,47.105
2020-10-23,47.105
2020-10-24,47.105
2020-10-25,47.105
2020-10-26,47.105
2020-10-27,47.105
2020-10-28,47.105
2020-10-29,47.105
2020-10-30,47.105
2020-10-31,47.105
2020-11-01,47.105
2020-11-02,47.105
2020-11-03,47.105
2020-11-04,47.105
2020-11-05,47.105
2020-11-06,47.105
2020-11-07,47.105
2020-11-08,47.105
2020-11-09,38.436
2020-11-10,40.0
2020-11-11,40.0
2020-11-12,37.782
2020-11-13,36.618
2020-11-14,36.618
2020-11-15,36.618
2020-11-16,41.127
2020-11-17,39.855
2020-11-18,40.545
2020-11-19,43.491
2020-11-20,42.873
2020-11-21,42.873
2020-11-22,42.873
2020-11-23,42.727
2020-11-24,42.545
2020-11-25,42.145
2020-11-26,42.145
2020-11-27,41.236
2020-11-28,41.236
2020-11-29,41.236
2020-11-30,39.127
2020-12-01,40.291
2020-12-02,40.582
2020-12-03,40.145
2020-12-04,40.945
2020-12-05,40.945
2020-12-06,40.945
2020-12-07,39.818
2020-12-08,41.127
2020-12-09,39.964
2020-12-10,40.291
2020-12-11,40.145
2020-12-12,40.145
2020-12-13,40.145
2020-12-14,38.836
2020-12-15,39.127
2020-12-16,38.218
2020-12-17,39.782
2020-12-18,36.036
2020-12-19,36.036
2020-12-20,36.036
2020-12-21,36.945
2020-12-22,38.145
2020-12-23,38.764
2020-12-24,38.4
2020-12-25,38.4
2020-12-26,38.4
2020-12-27,38.4
2020-12-28,37.818
2020-12-29,37.491
2020-12-30,38.182
2020-12-31,37.673
2021-01-01,37.673
2021-01-02,37.673
2021-01-03,37.673
2021-01-04,37.891
2021-01-05,36.909
2021-01-06,37.927
2021-01-07,37.636
2021-01-08,38.182
2021-01-09,38.182
2021-01-10,38.182
2021-01-11,37.891
2021-01-12,38.182
2021-01-13,36.764
2021-01-14,37.055
2021-01-15,37.345
2021-01-16,37.345
2021-01-17,37.345
2021-01-18,37.345
2021-01-19,38.0
2021-01-20,37.709
2021-01-21,36.764
2021-01-22,36.8
2021-01-23,36.8
2021-01-24,36.8
2021-01-25,36.218
2021-01-26,34.909
2021-01-27,34.8
2021-01-28,34.8
2021-01-29,37.964
2021-01-30,37.964
2021-01-31,37.964
2021-02-01,38.182
2021-02-02,36.4
2021-02-03,36.873
2021-02-04,38.182
2021-02-05,38.182
2021-02-06,38.182
2021-02-07,38.182
2021-02-08,42.218
2021-02-09,40.873
2021-02-10,41.055
2021-02-11,40.836
2021-02-12,41.455
2021-02-13,41.455
2021-02-14,41.455
2021-02-15,41.455
2021-02-16,40.836
2021-02-17,39.818
2021-02-18,39.891
2021-02-19,40.873
2021-02-20,40.873
2021-02-21,40.873
2021-02-22,40.945
2021-02-23,41.382
2021-02-24,41.782
2021-02-25,39.273
2021-02-26,40.182
2021-02-27,40.182
2021-02-28,40.182
2021-03-01,42.0
2021-03-02,28.554
2021-03-03,28.723
2021-03-04,28.892
2021-03-05,29.012
2021-03-06,29.012
2021-03-07,29.012
2021-03-08,31.253
2021-03-09,32.602
2021-03-10,33.59
2021-03-11,34.145
2021-03-12,34.096
2021-03-13,34.096
2021-03-14,34.096
2021-03-15,33.759
2021-03-16,34.169
2021-03-17,34.265
2021-03-18,33.614
2021-03-19,32.048
2021-03-20,32.048
2021-03-21,32.048
2021-03-22,33.108
2021-03-23,31.108
2021-03-24,30.361
2021-03-25,29.639
2021-03-26,28.554
2021-03-27,28.554
2021-03-28,28.554
2021-03-29,27.952
2021-03-30,28.12
2021-03-31,28.072
2021-04-01,31.133
2021-04-02,31.133
2021-04-03,31.133
2021-04-04,31.133
2021-04-05,31.325
2021-04-06,30.771
2021-04-07,30.169
2021-04-08,30.916
2021-04-09,30.795
2021-04-10,30.795
2021-04-11,30.795
2021-04-12,30.096
2021-04-13,29.422
2021-04-14,30.193
2021-04-15,30.096
2021-04-16,31.036
2021-04-17,31.036
2021-04-18,31.036
2021-04-19,31.398
2021-04-20,31.084
2021-04-21,31.566
2021-04-22,30.867
2021-04-23,30.843
2021-04-24,30.843
2021-04-25,30.843
2021-04-26,30.217
2021-04-27,30.602
2021-04-28,29.518
2021-04-29,29.687
2021-04-30,29.446
2021-05-01,29.446
2021-05-02,29.446
2021-05-03,30.145
2021-05-04,30.0
2021-05-05,31.432
2021-05-06,31.309
2021-05-07,32.346
2021-05-08,32.346
2021-05-09,32.346
2021-05-10,29.728
2021-05-11,29.654
2021-05-12,30.247
2021-05-13,31.58
2021-05-14,32.247
2021-05-15,32.247
2021-05-16,32.247
2021-05-17,31.753
2021-05-18,30.519
2021-05-19,31.012
2021-05-20,32.79
2021-05-21,32.667
2021-05-22,32.667
2021-05-23,32.667
2021-05-24,32.296
2021-05-25,31.407
2021-05-26,31.235
2021-05-27,31.136
2021-05-28,30.543
2021-05-29,30.543
2021-05-30,30.543
2021-05-31,30.543
2021-06-01,30.691
2021-06-02,29.605
2021-06-03,29.778
2021-06-04,29.432
2021-06-05,29.432
2021-06-06,29.432
2021-06-07,29.63
2021-06-08,29.086
2021-06-09,29.16
2021-06-10,28.864
2021-06-11,28.963
2021-06-12,28.963
2021-06-13,28.963
2021-06-14,29.457
2021-06-15,28.988
2021-06-16,28.642
2021-06-17,28.642
2021-06-18,28.148
2021-06-19,28.148
2021-06-20,28.148
2021-06-21,28.593
2021-06-22,28.617
2021-06-23,28.938
2021-06-24,30.173
2021-06-25,32.0
2021-06-26,32.0
2021-06-27,32.0
2021-06-28,29.185
2021-06-29,29.16
2021-06-30,29.136
2021-07-01,29.21
2021-07-02,28.741
2021-07-03,28.741
2021-07-04,28.741
2021-07-05,28.741
2021-07-06,28.568
2021-07-07,28.272
2021-07-08,28.469
2021-07-09,29.012
2021-07-10,29.012
2021-07-11,29.012
2021-07-12,29.951
2021-07-13,29.259
2021-07-14,28.716
2021-07-15,29.407
2021-07-16,28.642
2021-07-17,28.642
2021-07-18,28.642
2021-07-19,28.37
2021-07-20,28.84
2021-07-21,29.58
2021-07-22,31.556
2021-07-23,31.383
2021-07-24,31.383
2021-07-25,31.383
2021-07-26,32.198
2021-07-27,30.889
2021-07-28,31.086
2021-07-29,31.012
2021-07-30,31.383
2021-07-31,31.383
2021-08-01,31.383
2021-08-02,31.235
2021-08-03,31.111
2021-08-04,30.617
2021-08-05,31.037
2021-08-06,31.086
2021-08-07,31.086
2021-08-08,31.086
2021-08-09,31.086
2021-08-10,31.086
2021-08-11,31.086
2021-08-12,31.086
2021-08-13,31.086
2021-08-14,31.086
2021-08-15,31.086
2021-08-16,31.086
2021-08-17,31.086
2021-08-18,31.086
2021-08-19,31.086
2021-08-20,31.086
2021-08-21,31.086
2021-08-22,31.086
2021-08-23,31.086
2021-08-24,31.086
2021-08-25,31.086
2021-08-26,31.086
2021-08-27,31.086
2021-08-28,31.086
2021-08-29,31.086
2021-08-30,31.086
2021-08-31,31.086
2021-09-01,31.086
2021-09-02,31.086
2021-09-03,31.086
2021-09-04,31.086
2021-09-05,31.086
2021-09-06,31.086
2021-09-07,31.086
2021-09-08,31.086
2021-09-09,31.086
2021-09-10,31.086
2021-09-11,31.086
2021-09-12,31.086
2021-09-13,31.086
2021-09-14,31.086
2021-09-15,31.086
2021-09-16,31.086
2021-09-17,31.086
2021-09-18,31.086
2021-09-19,31.086
2021-09-20,31.086
2021-09-21,31.086
2021-09-22,31.086
2021-09-23,31.086
2021-09-24,31.086
2021-09-25,31.086
2021-09-26,31.086
2021-09-27,31.086
2021-09-28,31.086
2021-09-29,31.086
2021-09-30,31.086
2021-10-01,31.086
2021-10-02,31.086
2021-10-03,31.086
2021-10-04,31.086
2021-10-05,31.086
2021-10-06,31.086
2021-10-07,31.086
2021-10-08,31.086
2021-10-09,31.086
2021-10-10,31.086
2021-10-11,31.086
2021-10-12,31.086
2021-10-13,31.086
2021-10-14,31.086
2021-10-15,31.086
2021-10-16,31.086
2021-10-17,31.086
2021-10-18,31.086
2021-10-19,31.086
2021-10-20,31.086
2021-10-21,31.086
2021-10-22,31.086
2021-10-23,31.086
2021-10-24,31.086
2021-10-25,31.086
2021-10-26,31.086
2021-10-27,31.086
2021-10-28,31.086
2021-10-29,31.086
2021-10-30,31.086
2021-10-31,31.086
2021-11-01,31.086
2021-11-02,31.086
2021-11-03,31.086
2021-11-04,31.086
2021-11-05,31.086
2021-11-06,31.086
2021-11-07,31.086
2021-11-08,31.086
2021-11-09,31.086
2021-11-10,31.086
2021-11-11,31.086
2021-11-12,31.086
2021-11-13,31.086
2021-11-14,31.086
2021-11-15,31.086
2021-11-16,31.086
2021-11-17,31.086
2021-11-18,31.086
2021-11-19,31.086
2021-11-20,31.086
2021-11-21,31.086
2021-11-22,31.086
2021-11-23,31.086
2021-11-24,31.086
2021-11-25,31.086
2021-11-26,31.086
2021-11-27,31.086
2021-11-28,31.086
2021-11-29,31.086
2021-11-30,31.086
2021-12-01,31.086
2021-12-02,31.086
2021-12-03,31.086
2021-12-04,31.086
2021-12-05,31.086
2021-12-06,31.086
2021-12-07,31.086
2021-12-08,31.086
2021-12-09,31.086
2021-12-10,31.086
2021-12-11,31.086
2021-12-12,31.086
2021-12-13,31.086
2021-12-14,31.086
2021-12-15,31.086
2021-12-16,31.086
2021-12-17,31.086
2021-12-18,31.086
2021-12-19,31.086
2021-12-20,31.086
2021-12-21,31.086
2021-12-22,31.086
2021-12-23,31.086
2021-12-24,31.086
2021-12-25,31.086
2021-12-26,31.086
2021-12-27,31.086
2021-12-28,31.086
2021-12-29,31.086
2021-12-30,31.086
2021-12-31,31.086
2022-01-01,31.086
2022-01-02,31.086
2022-01-03,31.086
2022-01-04,31.086
2022-01-05,31.086
2022-01-06,31.086
2022-01-07,31.086
2022-01-08,31.086
2022-01-09,31.086
2022-01-10,31.086
2022-01-11,31.086
2022-01-12,31.086
2022-01-13,31.086
2022-01-14,31.086
2022-01-15,31.086
2022-01-16,31.086
2022-01-17,31.086
2022-01-18,31.086
2022-01-19,31.086
2022-01-20,31.086
2022-01-21,31.086
2022-01-22,31.086
2022-01-23,31.086
2022-01-24,31.086
2022-01-25,31.086
2022-01-26,31.086
2022-01-27,31.086
2022-01-28,31.086
2022-01-29,31.086
2022-01-30,31.086
2022-01-31,31.086
2022-02-01,31.086
2022-02-02,31.086
2022-02-03,31.086
2022-02-04,31.086
2022-02-05,31.086
2022-02-06,31.086
2022-02-07,31.086
2022-02-08,31.086
2022-02-09,31.086
2022-02-10,31.086
2022-02-11,31.086
2022-02-12,31.086
2022-02-13,31.086
2022-02-14,31.086
2022-02-15,31.086
2022-02-16,31.086
2022-02-17,31.086
2022-02-18,31.086
2022-02-19,31.086
2022-02-20,31.086
2022-02-21,31.086
2022-02-22,31.086
2022-02-23,31.086
2022-02-24,31.086
2022-02-25,31.086
2022-02-26,31.086
2022-02-27,31.086
2022-02-28,31.086
2022-03-01,31.086
2022-03-02,31.086
2022-03-03,31.086
2022-03-04,31.086
2022-03-05,31.086
2022-03-06,31.086
2022-03-07,31.086
2022-03-08,31.086
2022-03-09,31.086
2022-03-10,31.086
2022-03-11,31.086
2022-03-12,31.086
2022-03-13,31.086
2022-03-14,31.086
2022-03-15,31.086
2022-03-16,31.086
2022-03-17,31.086
2022-03-18,31.086
2022-03-19,31.086
2022-03-20,31.086
2022-03-21,31.086
2022-03-22,31.086
2022-03-23,31.086
2022-03-24,31.086
2022-03-25,31.086
2022-03-26,31.086
2022-03-27,31.086
2022-03-28,31.086
2022-03-29,31.086
2022-03-30,31.086
2022-03-31,31.086
2022-04-01,31.086
2022-04-02,31.086
2022-04-03,31.086
2022-04-04,31.086
2022-04-05,31.086
2022-04-06,31.086
2022-04-07,31.086
2022-04-08,31.086
2022-04-09,31.086
2022-04-10,31.086
2022-04-11,31.086
2022-04-12,31.086
2022-04-13,31.086
2022-04-14,31.086
2022-04-15,31.086
2022-04-16,31.086
2022-04-17,31.086
2022-04-18,31.086
2022-04-19,31.086
2022-04-20,31.086
2022-04-21,31.086
2022-04-22,31.086
2022-04-23,31.086
2022-04-24,31.086
2022-04-25,31.086
2022-04-26,31.086
2022-04-27,31.086
2022-04-28,31.086
2022-04-29,31.086
2022-04-30,31.086
2022-05-01,31.086
2022-05-02,31.086
2022-05-03,31.086
2022-05-04,31.086
2022-05-05,31.086
2022-05-06,31.086
2022-05-07,31.086
2022-05-08,31.086
2022-05-09,31.086
2022-05-10,31.086
2022-05-11,31.086
2022-05-12,31.086
2022-05-13,31.086
2022-05-14,31.086
2022-05-15,31.086
2022-05-16,31.086
2022-05-17,31.086
2022-05-18,31.086
2022-05-19,31.086
2022-05-20,31.086
2022-05-21,31.086
2022-05-22,31.086
2022-05-23,31.086
2022-05-24,31.086
2022-05-25,31.086
2022-05-26,31.086
2022-05-27,31.086
2022-05-28,31.086
2022-05-29,31.086
2022-05-30,31.086
2022-05-31,31.086
2022-06-01,31.086
2022-06-02,31.086
2022-06-03,31.086
2022-06-04,31.086
2022-06-05,31.086
2022-06-06,31.086
2022-06-07,31.086
2022-06-08,31.086
2022-06-09,31.086
2022-06-10,31.086
2022-06-11,31.086
2022-06-12,31.086
2022-06-13,31.086
2022-06-14,31.086
2022-06-15,31.086
2022-06-16,31.086
2022-06-17,31.086
2022-06-18,31.086
2022-06-19,31.086
2022-06-20,31.086
2022-06-21,31.086
2022-06-22,31.086
2022-06-23,31.086
2022-06-24,31.086
2022-06-25,31.086
2022-06-26,31.086
2022-06-27,31.086
2022-06-28,31.086
2022-06-29,31.086
2022-06-30,31.086
2022-07-01,31.086
2022-07-02,31.086
2022-07-03,31.086
2022-07-04,31.086
2022-07-05,31.086
2022-07-06,31.086
2022-07-07,31.086
2022-07-08,31.086
2022-07-09,31.086
2022-07-10,31.086
2022-07-11,31.086
2022-07-12,31.086
2022-07-13,31.086
2022-07-14,31.086
2022-07-15,31.086
2022-07-16,31.086
2022-07-17,31.086
2022-07-18,31.086
2022-07-19,31.086
2022-07-20,31.086
2022-07-21,31.086
2022-07-22,31.086
2022-07-23,31.086
2022-07-24,31.086
2022-07-25,31.086
2022-07-26,31.086
2022-07-27,31.086
2022-07-28,31.086
2022-07-29,31.086
2022-07-30,31.086
2022-07-31,31.086
2022-08-01,31.086
2022-08-02,31.086
2022-08-03,31.086
2022-08-04,31.086
2022-08-05,31.086
2022-08-06,31.086
2022-08-07,31.086
2022-08-08,31.086
2022-08-09,31.086
2022-08-10,31.086
2022-08-11,31.086
2022-08-12,31.086
2022-08-13,31.086
2022-08-14,31.086
2022-08-15,31.086
2022-08-16,31.086
2022-08-17,31.086
2022-08-18,31.086
2022-08-19,31.086
2022-08-20,31.086
2022-08-21,31.086
2022-08-22,31.086
2022-08-23,31.086
2022-08-24,31.086
2022-08-25,31.086
2022-08-26,31.086
2022-08-27,31.086
2022-08-28,31.086
2022-08-29,31.086
2022-08-30,31.086
2022-08-31,31.086
2022-09-01,31.086
2022-09-02,31.086
2022-09-03,31.086
2022-09-04,31.086
2022-09-05,31.086
2022-09-06,31.086
2022-09-07,31.086
2022-09-08,31.086
2022-09-09,31.086
2022-09-10,31.086
2022-09-11,31.086
2022-09-12,31.086
2022-09-13,31.086
2022-09-14,31.086
2022-09-15,31.086
2022-09-16,31.086
2022-09-17,31.086
2022-09-18,31.086
2022-09-19,31.086
2022-09-20,31.086
2022-09-21,31.086
2022-09-22,31.086
2022-09-23,31.086
2022-09-24,31.086
2022-09-25,31.086
2022-09-26,31.086
2022-09-27,31.086
2022-09-28,31.086
2022-09-29,31.086
2022-09-30,31.086
2022-10-01,31.086
2022-10-02,31.086
2022-10-03,31.086
2022-10-04,31.086
2022-10-05,31.086
2022-10-06,31.086
2022-10-07,31.086
2022-10-08,31.086
2022-10-09,31.086
2022-10-10,31.086
2022-10-11,31.086
2022-10-12,31.086
2022-10-13,31.086
2022-10-14,31.086
2022-10-15,31.086
2022-10-16,31.086
2022-10-17,31.086
2022-10-18,31.086
2022-10-19,31.086
2022-10-20,31.086
2022-10-21,31.086
2022-10-22,31.086
2022-10-23,31.086
2022-10-24,31.086
2022-10-25,31.086
2022-10-26,31.086
2022-10-27,31.086
2022-10-28,31.086
2022-10-29,31.086
2022-10-30,31.086
2022-10-31,31.086
2022-11-01,31.086
2022-11-02,31.086
2022-11-03,31.086
2022-11-04,31.086
2022-11-05,31.086
2022-11-06,31.086
2022-11-07,31.086
2022-11-08,31.086
2022-11-09,31.086
2022-11-10,31.086
2022-11-11,31.086
2022-11-12,31.086
2022-11-13,31.086
2022-11-14,31.086
2022-11-15,31.086
2022-11-16,31.086
2022-11-17,31.086
2022-11-18,31.086
2022-11-19,31.086
2022-11-20,31.086
2022-11-21,31.086
2022-11-22,31.086
2022-11-23,31.086
2022-11-24,31.086
2022-11-25,31.086
2022-11-26,31.086
2022-11-27,31.086
2022-11-28,31.086
2022-11-29,31.086
2022-11-30,31.086
2022-12-01,31.086
2022-12-02,31.086
2022-12-03,31.086
2022-12-04,31.086
2022-12-05,31.086
2022-12-06,31.086
2022-12-07,31.086
2022-12-08,31.086
2022-12-09,31.086
2022-12-10,31.086
2022-12-11,31.086
2022-12-12,31.086
2022-12-13,31.086
2022-12-14,31.086
2022-12-15,31.086
2022-12-16,31.086
2022-12-17,31.086
2022-12-18,31.086
2022-12-19,31.086
2022-12-20,31.086
2022-12-21,31.086
2022-12-22,31.086
2022-12-23,31.086
2022-12-24,31.086
2022-12-25,31.086
2022-12-26,31.086
2022-12-27,31.086
2022-12-28,31.086
2022-12-29,31.086
2022-12-30,31.086
2022-12-31,31.086
2023-01-01,31.086
2023-01-02,31.086
2023-01-03,31.086
2023-01-04,31.086
2023-01-05,31.086
2023-01-06,31.086
2023-01-07,31.086
2023-01-08,31.086
2023-01-09,31.086
2023-01-10,31.086
2023-01-11,31.086
2023-01-12,31.086
2023-01-13,31.086
2023-01-14,31.086
2023-01-15,31.086
2023-01-16,31.086
2023-01-17,31.086
2023-01-18,31.086
2023-01-19,31.086
2023-01-20,31.086
2023-01-21,31.086
2023-01-22,31.086
2023-01-23,31.086
2023-01-24,31.086
2023-01-25,31.086
2023-01-26,31.086
2023-01-27,31.086
2023-01-28,31.086
2023-01-29,31.086
2023-01-30,31.086
2023-01-31,31.086
2023-02-01,31.086
2023-02-02,31.086
2023-02-03,31.086
2023-02-04,31.086
2023-02-05,31.086
2023-02-06,31.086
2023-02-07,31.086
2023-02-08,31.086
2023-02-09,31.086
2023-02-10,31.086
2023-02-11,31.086
2023-02-12,31.086
2023-02-13,31.086
2023-02-14,31.086
2023-02-15,31.086
2023-02-16,31.086
2023-02-17,31.086
2023-02-18,31.086
2023-02-19,31.086
2023-02-20,31.086
2023-02-21,31.086
2023-02-22,31.086
2023-02-23,31.086
2023-02-24,31.086
2023-02-25,31.086
2023-02-26,31.086
2023-02-27,31.086
2023-02-28,31.086
2023-03-01,31.086
2023-03-02,31.086
2023-03-03,31.086
2023-03-04,31.086
2023-03-05,31.086
2023-03-06,31.086
2023-03-07,31.086
2023-03-08,31.086
2023-03-09,31.086
2023-03-10,31.086
2023-03-11,31.086
2023-03-12,31.086
2023-03-13,31.086
2023-03-14,31.086
2023-03-15,31.086
2023-03-16,31.086
2023-03-17,31.086
2023-03-18,31.086
2023-03-19,31.086
2023-03-20,31.086
2023-03-21,31.086
2023-03-22,31.086
2023-03-23,31.086
2023-03-24,31.086
2023-03-25,31.086
2023-03-26,31.086
2023-03-27,31.086
2023-03-28,31.086
2023-03-29,31.086
2023-03-30,31.086
2023-03-31,31.086
2023-04-01,31.086
2023-04-02,31.086
2023-04-03,31.086
2023-04-04,31.086
2023-04-05,31.086
2023-04-06,31.086
2023-04-07,31.086
2023-04-08,31.086
2023-04-09,31.086
2023-04-10,31.086
2023-04-11,31.086
2023-04-12,31.086
2023-04-13,31.086
2023-04-14,31.086
2023-04-15,31.086
2023-04-16,31.086
2023-04-17,31.086
2023-04-18,31.086
2023-04-19,31.086
2023-04-20,31.086
2023-04-21,31.086
2023-04-22,31.086
2023-04-23,31.086
2023-04-24,31.086
2023-04-25,31.086
2023-04-26,31.086
2023-04-27,31.086
2023-04-28,31.086
2023-04-29,31.086
2023-04-30,31.086
2023-05-01,31.086
2023-05-02,31.086
2023-05-03,31.086
2023-05-04,31.086
2023-05-05,31.086
2023-05-06,31.086
2023-05-07,31.086
2023-05-08,31.086
2023-05-09,31.086
2023-05-10,31.086
2023-05-11,31.086
2023-05-12,31.086
2023-05-13,31.086
2023-05-14,31.086
2023-05-15,31.086
2023-05-16,31.086
2023-05-17,31.086
2023-05-18,31.086
2023-05-19,31.086
2023-05-20,31.086
2023-05-21,31.086
2023-05-22,31.086
2023-05-23,31.086
2023-05-24,31.086
2023-05-25,31.086
2023-05-26,31.086
2023-05-27,31.086
2023-05-28,31.086
2023-05-29,31.086
2023-05-30,31.086
2023-05-31,31.086
2023-06-01,31.086
2023-06-02,31.086
2023-06-03,31.086
2023-06-04,31.086
2023-06-05,31.086
2023-06-06,31.086
2023-06-07,31.086
2023-06-08,31.086
2023-06-09,31.086
2023-06-10,31.086
2023-06-11,31.086
2023-06-12,31.086
2023-06-13,31.086
2023-06-14,31.086
2023-06-15,31.086
2023-06-16,31.086
2023-06-17,31.086
2023-06-18,31.086
2023-06-19,31.086
2023-06-20,31.086
2023-06-21,31.086
2023-06-22,31.086
