,EIX US Equity
2023-06-23,12.721
2023-06-24,12.721
2023-06-25,12.721
2023-06-26,12.917
2023-06-27,13.029
2023-06-28,12.836
2023-06-29,12.873
2023-06-30,13.049
2023-07-01,13.049
2023-07-02,13.049
2023-07-03,13.12
2023-07-04,13.12
2023-07-05,13.337
2023-07-06,13.177
2023-07-07,13.069
2023-07-08,13.069
2023-07-09,13.069
2023-07-10,12.965
2023-07-11,13.168
2023-07-12,13.373
2023-07-13,13.466
2023-07-14,13.375
2023-07-15,13.375
2023-07-16,13.375
2023-07-17,13.265
2023-07-18,13.166
2023-07-19,13.407
2023-07-20,13.75
2023-07-21,13.798
2023-07-22,13.798
2023-07-23,13.798
2023-07-24,13.827
2023-07-25,13.799
2023-07-26,13.749
2023-07-27,13.518
2023-07-28,13.921
2023-07-29,13.921
2023-07-30,13.921
2023-07-31,13.73
2023-08-01,13.555
2023-08-02,13.65
2023-08-03,13.421
2023-08-04,13.211
2023-08-05,13.211
2023-08-06,13.211
2023-08-07,13.282
2023-08-08,13.417
2023-08-09,13.375
2023-08-10,13.284
2023-08-11,13.394
2023-08-12,13.394
2023-08-13,13.394
2023-08-14,13.248
2023-08-15,13.036
2023-08-16,13.1
2023-08-17,12.992
2023-08-18,13.075
2023-08-19,13.075
2023-08-20,13.075
2023-08-21,13.069
2023-08-22,13.17
2023-08-23,13.242
2023-08-24,13.132
2023-08-25,13.202
2023-08-26,13.202
2023-08-27,13.202
2023-08-28,13.163
2023-08-29,13.246
2023-08-30,13.202
2023-08-31,12.998
2023-09-01,12.903
2023-09-02,12.903
2023-09-03,12.903
2023-09-04,12.903
2023-09-05,12.68
2023-09-06,12.774
2023-09-07,12.954
2023-09-08,13.165
2023-09-09,13.165
2023-09-10,13.165
2023-09-11,13.165
2023-09-12,13.244
2023-09-13,13.334
2023-09-14,13.481
2023-09-15,13.489
2023-09-16,13.489
2023-09-17,13.489
2023-09-18,13.427
2023-09-19,13.233
2023-09-20,13.15
2023-09-21,12.99
2023-09-22,12.833
2023-09-23,12.833
2023-09-24,12.833
2023-09-25,12.752
2023-09-26,12.386
2023-09-27,12.292
2023-09-28,12.1
2023-09-29,12.043
2023-09-30,12.043
2023-10-01,12.043
2023-10-02,11.615
2023-10-03,11.651
2023-10-04,11.651
2023-10-05,11.548
2023-10-06,11.809
2023-10-07,11.809
2023-10-08,11.809
2023-10-09,11.898
2023-10-10,12.039
2023-10-11,12.355
2023-10-12,12.347
2023-10-13,12.499
2023-10-14,12.499
2023-10-15,12.499
2023-10-16,12.589
2023-10-17,12.631
2023-10-18,12.49
2023-10-19,12.185
2023-10-20,11.939
2023-10-21,11.939
2023-10-22,11.939
2023-10-23,11.774
2023-10-24,12.196
2023-10-25,12.047
2023-10-26,12.121
2023-10-27,11.788
2023-10-28,11.788
2023-10-29,11.788
2023-10-30,11.933
2023-10-31,12.001
2023-11-01,12.172
2023-11-02,12.181
2023-11-03,12.266
2023-11-04,12.266
2023-11-05,12.266
2023-11-06,12.224
2023-11-07,12.155
2023-11-08,12.04
2023-11-09,12.088
2023-11-10,12.193
2023-11-11,12.193
2023-11-12,12.193
2023-11-13,11.912
2023-11-14,12.574
2023-11-15,12.49
2023-11-16,12.623
2023-11-17,12.611
2023-11-18,12.611
2023-11-19,12.611
2023-11-20,12.565
2023-11-21,12.535
2023-11-22,12.606
2023-11-23,12.606
2023-11-24,12.596
2023-11-25,12.596
2023-11-26,12.596
2023-11-27,12.676
2023-11-28,12.718
2023-11-29,12.583
2023-11-30,12.817
2023-12-01,12.91
2023-12-02,12.91
2023-12-03,12.91
2023-12-04,12.889
2023-12-05,12.765
2023-12-06,12.849
2023-12-07,12.878
2023-12-08,12.905
2023-12-09,12.905
2023-12-10,12.905
2023-12-11,12.99
2023-12-12,12.912
2023-12-13,13.517
2023-12-14,13.427
2023-12-15,13.376
2023-12-16,13.376
2023-12-17,13.376
2023-12-18,13.321
2023-12-19,13.371
2023-12-20,13.134
2023-12-21,13.259
2023-12-22,13.303
2023-12-23,13.303
2023-12-24,13.303
2023-12-25,13.303
2023-12-26,13.717
2023-12-27,13.769
2023-12-28,13.86
2023-12-29,13.838
2023-12-30,13.838
2023-12-31,13.838
2024-01-01,13.838
2024-01-02,14.0
2024-01-03,13.853
2024-01-04,13.991
2024-01-05,14.045
2024-01-06,14.045
2024-01-07,14.045
2024-01-08,14.153
2024-01-09,14.124
2024-01-10,13.99
2024-01-11,13.766
2024-01-12,13.781
2024-01-13,13.781
2024-01-14,13.781
2024-01-15,13.781
2024-01-16,13.572
2024-01-17,13.339
2024-01-18,13.227
2024-01-19,13.167
2024-01-20,13.167
2024-01-21,13.167
2024-01-22,13.059
2024-01-23,12.986
2024-01-24,12.632
2024-01-25,12.992
2024-01-26,13.081
2024-01-27,13.081
2024-01-28,13.081
2024-01-29,13.12
2024-01-30,13.045
2024-01-31,13.078
2024-02-01,13.235
2024-02-02,12.959
2024-02-03,12.959
2024-02-04,12.959
2024-02-05,12.725
2024-02-06,12.704
2024-02-07,12.767
2024-02-08,12.627
2024-02-09,12.623
2024-02-10,12.623
2024-02-11,12.623
2024-02-12,12.756
2024-02-13,12.566
2024-02-14,12.687
2024-02-15,12.966
2024-02-16,12.937
2024-02-17,12.937
2024-02-18,12.937
2024-02-19,12.937
2024-02-20,12.997
2024-02-21,13.273
2024-02-22,13.19
2024-02-23,13.442
2024-02-24,13.442
2024-02-25,13.442
2024-02-26,13.105
2024-02-27,13.334
2024-02-28,13.332
2024-02-29,13.366
2024-03-01,13.077
2024-03-02,13.077
2024-03-03,13.077
2024-03-04,13.256
2024-03-05,13.187
2024-03-06,13.44
2024-03-07,13.58
2024-03-08,13.641
2024-03-09,13.641
2024-03-10,13.641
2024-03-11,13.665
2024-03-12,13.678
2024-03-13,13.741
2024-03-14,13.498
2024-03-15,13.567
2024-03-16,13.567
2024-03-17,13.567
2024-03-18,13.613
2024-03-19,13.758
2024-03-20,13.758
2024-03-21,13.89
2024-03-22,13.769
2024-03-23,13.769
2024-03-24,13.769
2024-03-25,13.704
2024-03-26,13.506
2024-03-27,13.897
2024-03-28,14.163
2024-03-29,14.163
2024-03-30,14.163
2024-03-31,14.163
2024-04-01,14.111
2024-04-02,14.048
2024-04-03,14.002
2024-04-04,13.992
2024-04-05,14.187
2024-04-06,14.187
2024-04-07,14.187
2024-04-08,14.159
