,DUK US Equity
2023-06-28,14.42
2023-06-29,14.385
2023-06-30,14.524
2023-07-01,14.524
2023-07-02,14.524
2023-07-03,14.683
2023-07-04,14.683
2023-07-05,14.827
2023-07-06,14.657
2023-07-07,14.529
2023-07-08,14.529
2023-07-09,14.529
2023-07-10,14.44
2023-07-11,14.709
2023-07-12,14.948
2023-07-13,15.102
2023-07-14,15.053
2023-07-15,15.053
2023-07-16,15.053
2023-07-17,14.854
2023-07-18,14.704
2023-07-19,14.823
2023-07-20,15.081
2023-07-21,15.34
2023-07-22,15.34
2023-07-23,15.34
2023-07-24,15.338
2023-07-25,15.422
2023-07-26,15.466
2023-07-27,15.285
2023-07-28,15.107
2023-07-29,15.107
2023-07-30,15.107
2023-07-31,15.152
2023-08-01,14.914
2023-08-02,14.976
2023-08-03,14.626
2023-08-04,14.479
2023-08-05,14.479
2023-08-06,14.479
2023-08-07,14.511
2023-08-08,14.911
2023-08-09,15.025
2023-08-10,15.042
2023-08-11,15.189
2023-08-12,15.189
2023-08-13,15.189
2023-08-14,15.018
2023-08-15,14.799
2023-08-16,14.841
2023-08-17,14.848
2023-08-18,14.93
2023-08-19,14.93
2023-08-20,14.93
2023-08-21,14.673
2023-08-22,14.664
2023-08-23,14.786
2023-08-24,14.737
2023-08-25,14.836
2023-08-26,14.836
2023-08-27,14.836
2023-08-28,14.744
2023-08-29,14.788
2023-08-30,14.732
2023-08-31,14.542
2023-09-01,14.397
2023-09-02,14.397
2023-09-03,14.397
2023-09-04,14.397
2023-09-05,14.187
2023-09-06,14.325
2023-09-07,14.637
2023-09-08,14.903
2023-09-09,14.903
2023-09-10,14.903
2023-09-11,15.032
2023-09-12,15.088
2023-09-13,15.356
2023-09-14,15.612
2023-09-15,15.568
2023-09-16,15.568
2023-09-17,15.568
2023-09-18,15.532
2023-09-19,15.349
2023-09-20,15.436
2023-09-21,15.279
2023-09-22,15.266
2023-09-23,15.266
2023-09-24,15.266
2023-09-25,15.262
2023-09-26,14.904
2023-09-27,14.736
2023-09-28,14.505
2023-09-29,14.436
2023-09-30,14.436
2023-10-01,14.436
2023-10-02,13.975
2023-10-03,14.027
2023-10-04,14.086
2023-10-05,13.982
2023-10-06,14.217
2023-10-07,14.217
2023-10-08,14.217
2023-10-09,14.431
2023-10-10,14.548
2023-10-11,14.7
2023-10-12,14.408
2023-10-13,14.515
2023-10-14,14.515
2023-10-15,14.515
2023-10-16,14.64
2023-10-17,14.558
2023-10-18,14.432
2023-10-19,14.367
2023-10-20,14.242
2023-10-21,14.242
2023-10-22,14.242
2023-10-23,14.128
2023-10-24,14.362
2023-10-25,14.428
2023-10-26,14.6
2023-10-27,14.326
2023-10-28,14.326
2023-10-29,14.326
2023-10-30,14.387
2023-10-31,14.549
2023-11-01,14.655
2023-11-02,14.713
2023-11-03,14.777
2023-11-04,14.777
2023-11-05,14.777
2023-11-06,14.685
2023-11-07,14.613
2023-11-08,14.462
2023-11-09,14.397
2023-11-10,14.445
2023-11-11,14.445
2023-11-12,14.445
2023-11-13,14.241
2023-11-14,14.704
2023-11-15,14.664
2023-11-16,14.934
2023-11-17,14.905
2023-11-18,14.905
2023-11-19,14.905
2023-11-20,14.788
2023-11-21,14.884
2023-11-22,14.963
2023-11-23,14.963
2023-11-24,15.026
2023-11-25,15.026
2023-11-26,15.026
2023-11-27,15.058
2023-11-28,15.088
2023-11-29,15.019
2023-11-30,15.279
2023-12-01,15.338
2023-12-02,15.338
2023-12-03,15.338
2023-12-04,15.353
2023-12-05,15.328
2023-12-06,15.572
2023-12-07,15.658
2023-12-08,15.646
2023-12-09,15.646
2023-12-10,15.646
2023-12-11,15.807
2023-12-12,15.802
2023-12-13,16.258
2023-12-14,16.296
2023-12-15,16.018
2023-12-16,16.018
2023-12-17,16.018
2023-12-18,16.096
2023-12-19,16.026
2023-12-20,15.839
2023-12-21,15.952
2023-12-22,16.034
2023-12-23,16.034
2023-12-24,16.034
2023-12-25,16.034
2023-12-26,16.013
2023-12-27,15.942
2023-12-28,16.034
2023-12-29,16.053
2023-12-30,16.053
2023-12-31,16.053
2024-01-01,16.053
2024-01-02,16.181
2024-01-03,16.341
2024-01-04,16.293
2024-01-05,16.302
2024-01-06,16.302
2024-01-07,16.302
2024-01-08,16.437
2024-01-09,16.387
2024-01-10,16.413
2024-01-11,16.066
2024-01-12,16.283
2024-01-13,16.283
2024-01-14,16.283
2024-01-15,16.283
2024-01-16,16.214
2024-01-17,15.995
2024-01-18,15.834
2024-01-19,15.785
2024-01-20,15.785
2024-01-21,15.785
2024-01-22,15.71
2024-01-23,15.801
2024-01-24,15.629
2024-01-25,15.826
2024-01-26,15.849
2024-01-27,15.849
2024-01-28,15.849
2024-01-29,15.841
2024-01-30,15.801
2024-01-31,15.851
2024-02-01,16.175
2024-02-02,15.915
2024-02-03,15.915
2024-02-04,15.915
2024-02-05,15.755
2024-02-06,15.723
2024-02-07,15.796
2024-02-08,15.348
2024-02-09,15.194
2024-02-10,15.194
2024-02-11,15.194
2024-02-12,15.358
2024-02-13,15.186
2024-02-14,15.141
2024-02-15,15.484
2024-02-16,15.403
2024-02-17,15.403
2024-02-18,15.403
2024-02-19,15.403
2024-02-20,15.413
2024-02-21,15.589
2024-02-22,15.445
2024-02-23,15.546
2024-02-24,15.546
2024-02-25,15.546
2024-02-26,15.197
2024-02-27,15.231
2024-02-28,15.212
2024-02-29,15.395
2024-03-01,15.232
2024-03-02,15.232
2024-03-03,15.232
2024-03-04,15.494
2024-03-05,15.539
2024-03-06,15.77
2024-03-07,15.839
2024-03-08,15.919
2024-03-09,15.919
2024-03-10,15.919
2024-03-11,16.067
2024-03-12,15.928
2024-03-13,16.007
2024-03-14,15.932
2024-03-15,15.875
2024-03-16,15.875
2024-03-17,15.875
2024-03-18,15.914
2024-03-19,15.947
2024-03-20,15.992
2024-03-21,15.896
2024-03-22,15.837
2024-03-23,15.837
2024-03-24,15.837
2024-03-25,15.875
2024-03-26,15.68
2024-03-27,16.085
2024-03-28,16.188
2024-03-29,16.188
2024-03-30,16.188
2024-03-31,16.188
2024-04-01,16.081
2024-04-02,16.16
2024-04-03,16.065
2024-04-04,16.098
2024-04-05,16.063
2024-04-06,16.063
2024-04-07,16.063
2024-04-08,16.13
