,NI US Equity
2020-10-02,11.766
2020-10-03,11.766
2020-10-04,11.766
2020-10-05,11.686
2020-10-06,11.909
2020-10-07,11.718
2020-10-08,11.883
2020-10-09,11.952
2020-10-10,11.952
2020-10-11,11.952
2020-10-12,12.265
2020-10-13,12.281
2020-10-14,12.382
2020-10-15,12.43
2020-10-16,12.489
2020-10-17,12.489
2020-10-18,12.489
2020-10-19,12.473
2020-10-20,12.473
2020-10-21,12.473
2020-10-22,12.473
2020-10-23,12.473
2020-10-24,12.473
2020-10-25,12.473
2020-10-26,12.473
2020-10-27,12.473
2020-10-28,12.473
2020-10-29,12.473
2020-10-30,12.473
2020-10-31,12.473
2020-11-01,12.473
2020-11-02,12.473
2020-11-03,12.473
2020-11-04,12.473
2020-11-05,12.473
2020-11-06,12.473
2020-11-07,12.473
2020-11-08,12.473
2020-11-09,12.473
2020-11-10,12.473
2020-11-11,12.473
2020-11-12,12.473
2020-11-13,12.473
2020-11-14,12.473
2020-11-15,12.473
2020-11-16,12.473
2020-11-17,12.473
2020-11-18,12.473
2020-11-19,12.473
2020-11-20,12.473
2020-11-21,12.473
2020-11-22,12.473
2020-11-23,12.473
2020-11-24,12.473
2020-11-25,12.473
2020-11-26,12.473
2020-11-27,12.473
2020-11-28,12.473
2020-11-29,12.473
2020-11-30,12.473
2020-12-01,12.473
2020-12-02,12.473
2020-12-03,12.473
2020-12-04,12.473
2020-12-05,12.473
2020-12-06,12.473
2020-12-07,12.473
2020-12-08,12.473
2020-12-09,12.473
2020-12-10,12.473
2020-12-11,12.473
2020-12-12,12.473
2020-12-13,12.473
2020-12-14,12.473
2020-12-15,12.473
2020-12-16,12.473
2020-12-17,12.473
2020-12-18,12.473
2020-12-19,12.473
2020-12-20,12.473
2020-12-21,12.473
2020-12-22,12.473
2020-12-23,12.473
2020-12-24,12.473
2020-12-25,12.473
2020-12-26,12.473
2020-12-27,12.473
2020-12-28,12.473
2020-12-29,12.473
2020-12-30,12.473
2020-12-31,12.473
2021-01-01,12.473
2021-01-02,12.473
2021-01-03,12.473
2021-01-04,12.473
2021-01-05,12.473
2021-01-06,12.473
2021-01-07,12.473
2021-01-08,12.473
2021-01-09,12.473
2021-01-10,12.473
2021-01-11,12.473
2021-01-12,12.473
2021-01-13,12.473
2021-01-14,12.473
2021-01-15,12.473
2021-01-16,12.473
2021-01-17,12.473
2021-01-18,12.473
2021-01-19,12.473
2021-01-20,12.473
2021-01-21,12.473
2021-01-22,12.473
2021-01-23,12.473
2021-01-24,12.473
2021-01-25,12.473
2021-01-26,12.473
2021-01-27,12.473
2021-01-28,12.473
2021-01-29,12.473
2021-01-30,12.473
2021-01-31,12.473
2021-02-01,12.473
2021-02-02,12.473
2021-02-03,12.473
2021-02-04,12.473
2021-02-05,12.473
2021-02-06,12.473
2021-02-07,12.473
2021-02-08,12.473
2021-02-09,12.473
2021-02-10,12.473
2021-02-11,12.473
2021-02-12,12.473
2021-02-13,12.473
2021-02-14,12.473
2021-02-15,12.473
2021-02-16,12.473
2021-02-17,12.473
2021-02-18,12.113
2021-02-19,12.113
2021-02-20,12.113
2021-02-21,12.113
2021-02-22,11.869
2021-02-23,11.991
2021-02-24,11.763
2021-02-25,11.726
2021-02-26,11.455
2021-02-27,11.455
2021-02-28,11.455
2021-03-01,11.667
2021-03-02,11.545
2021-03-03,11.439
2021-03-04,11.402
2021-03-05,11.593
2021-03-06,11.593
2021-03-07,11.593
2021-03-08,11.689
2021-03-09,11.683
2021-03-10,11.736
2021-03-11,11.773
2021-03-12,11.959
2021-03-13,11.959
2021-03-14,11.959
2021-03-15,12.214
2021-03-16,12.436
2021-03-17,12.436
2021-03-18,12.5
2021-03-19,12.564
2021-03-20,12.564
2021-03-21,12.564
2021-03-22,12.42
2021-03-23,12.473
2021-03-24,12.664
2021-03-25,12.919
2021-03-26,12.622
2021-03-27,12.622
2021-03-28,12.622
2021-03-29,12.808
2021-03-30,12.723
2021-03-31,12.786
2021-04-01,12.765
2021-04-02,12.765
2021-04-03,12.765
2021-04-04,12.765
2021-04-05,12.956
2021-04-06,13.004
2021-04-07,13.062
2021-04-08,13.073
2021-04-09,13.105
2021-04-10,13.105
2021-04-11,13.105
2021-04-12,13.126
2021-04-13,12.907
2021-04-14,13.302
2021-04-15,13.471
2021-04-16,13.547
2021-04-17,13.547
2021-04-18,13.547
2021-04-19,13.611
2021-04-20,13.843
2021-04-21,13.764
2021-04-22,13.695
2021-04-23,13.664
2021-04-24,13.664
2021-04-25,13.664
2021-04-26,13.638
2021-04-27,13.579
2021-04-28,13.606
2021-04-29,13.804
2021-04-30,13.944
2021-05-01,13.944
2021-05-02,13.944
2021-05-03,13.92
2021-05-04,13.942
2021-05-05,13.815
2021-05-06,13.772
2021-05-07,13.889
2021-05-08,13.889
2021-05-09,13.889
2021-05-10,14.151
2021-05-11,13.798
2021-05-12,13.579
2021-05-13,13.772
2021-05-14,13.766
2021-05-15,13.766
2021-05-16,13.766
2021-05-17,13.606
2021-05-18,13.499
2021-05-19,13.462
2021-05-20,13.536
2021-05-21,13.59
2021-05-22,13.59
2021-05-23,13.59
2021-05-24,13.665
2021-05-25,13.542
2021-05-26,13.611
2021-05-27,13.638
2021-05-28,13.633
2021-05-29,13.633
2021-05-30,13.633
2021-05-31,13.633
2021-06-01,13.595
2021-06-02,13.659
2021-06-03,13.622
2021-06-04,13.627
2021-06-05,13.627
2021-06-06,13.627
2021-06-07,13.638
2021-06-08,13.59
2021-06-09,13.697
2021-06-10,13.766
2021-06-11,13.905
2021-06-12,13.905
2021-06-13,13.905
2021-06-14,13.916
2021-06-15,13.986
2021-06-16,13.798
2021-06-17,13.836
2021-06-18,13.376
2021-06-19,13.376
2021-06-20,13.376
2021-06-21,13.574
2021-06-22,13.446
2021-06-23,13.291
2021-06-24,13.28
2021-06-25,13.419
2021-06-26,13.419
2021-06-27,13.419
2021-06-28,13.451
2021-06-29,13.173
2021-06-30,13.098
2021-07-01,13.258
2021-07-02,13.274
2021-07-03,13.274
2021-07-04,13.274
2021-07-05,13.274
2021-07-06,13.296
2021-07-07,13.381
2021-07-08,13.339
2021-07-09,13.44
2021-07-10,13.44
2021-07-11,13.44
2021-07-12,13.494
2021-07-13,13.318
2021-07-14,13.43
2021-07-15,13.633
2021-07-16,13.734
2021-07-17,13.734
2021-07-18,13.734
2021-07-19,13.313
2021-07-20,13.425
2021-07-21,13.222
2021-07-22,13.27
2021-07-23,13.446
2021-07-24,13.446
2021-07-25,13.446
2021-07-26,13.462
2021-07-27,13.654
2021-07-28,13.601
2021-07-29,13.558
2021-07-30,13.326
2021-07-31,13.326
2021-08-01,13.326
2021-08-02,13.52
2021-08-03,13.617
2021-08-04,13.584
2021-08-05,13.687
2021-08-06,13.665
2021-08-07,13.665
2021-08-08,13.665
2021-08-09,13.579
2021-08-10,13.488
2021-08-11,13.644
2021-08-12,13.606
2021-08-13,13.703
2021-08-14,13.703
2021-08-15,13.703
2021-08-16,13.794
2021-08-17,13.821
2021-08-18,13.703
2021-08-19,13.719
2021-08-20,13.832
2021-08-21,13.832
2021-08-22,13.832
2021-08-23,13.633
2021-08-24,13.547
2021-08-25,13.466
2021-08-26,13.326
2021-08-27,13.353
2021-08-28,13.353
2021-08-29,13.353
2021-08-30,13.321
2021-08-31,13.246
2021-09-01,13.547
2021-09-02,13.638
2021-09-03,13.466
2021-09-04,13.466
2021-09-05,13.466
2021-09-06,13.466
2021-09-07,13.284
2021-09-08,13.488
2021-09-09,13.456
2021-09-10,13.225
2021-09-11,13.225
2021-09-12,13.225
2021-09-13,13.278
2021-09-14,13.063
2021-09-15,12.999
2021-09-16,12.924
2021-09-17,12.913
2021-09-18,12.913
2021-09-19,12.913
2021-09-20,12.859
2021-09-21,12.897
2021-09-22,12.967
2021-09-23,12.848
2021-09-24,12.902
2021-09-25,12.902
2021-09-26,12.902
2021-09-27,12.832
2021-09-28,12.811
2021-09-29,13.02
2021-09-30,13.02
2021-10-01,13.058
2021-10-02,13.058
2021-10-03,13.058
2021-10-04,13.214
2021-10-05,13.106
2021-10-06,13.246
2021-10-07,13.198
2021-10-08,13.128
2021-10-09,13.128
2021-10-10,13.128
2021-10-11,13.079
2021-10-12,13.044
2021-10-13,13.221
2021-10-14,13.333
2021-10-15,13.323
2021-10-16,13.323
2021-10-17,13.323
2021-10-18,13.125
2021-10-19,13.194
2021-10-20,13.339
2021-10-21,13.333
2021-10-22,13.414
2021-10-23,13.414
2021-10-24,13.414
2021-10-25,13.371
2021-10-26,13.366
2021-10-27,13.301
2021-10-28,13.334
2021-10-29,13.328
2021-10-30,13.328
2021-10-31,13.328
2021-11-01,13.415
2021-11-02,13.366
2021-11-03,13.623
2021-11-04,13.505
2021-11-05,13.634
2021-11-06,13.634
2021-11-07,13.634
2021-11-08,13.505
2021-11-09,13.483
2021-11-10,13.634
2021-11-11,13.516
2021-11-12,13.51
2021-11-13,13.51
2021-11-14,13.51
2021-11-15,13.758
2021-11-16,13.508
2021-11-17,13.513
2021-11-18,13.422
2021-11-19,13.476
2021-11-20,13.476
2021-11-21,13.476
2021-11-22,13.609
2021-11-23,13.647
2021-11-24,13.609
2021-11-25,13.609
2021-11-26,13.353
2021-11-27,13.353
2021-11-28,13.353
2021-11-29,13.492
2021-11-30,13.119
2021-12-01,13.06
2021-12-02,13.285
2021-12-03,13.435
2021-12-04,13.435
2021-12-05,13.435
2021-12-06,13.745
2021-12-07,13.85
2021-12-08,13.839
2021-12-09,13.86
2021-12-10,13.903
2021-12-11,13.903
2021-12-12,13.903
2021-12-13,14.085
2021-12-14,14.053
2021-12-15,14.262
2021-12-16,14.429
2021-12-17,14.413
2021-12-18,14.413
2021-12-19,14.413
2021-12-20,14.493
2021-12-21,14.38
2021-12-22,14.434
2021-12-23,14.407
2021-12-24,14.407
2021-12-25,14.407
2021-12-26,14.407
2021-12-27,14.514
2021-12-28,14.67
2021-12-29,14.852
2021-12-30,14.772
2021-12-31,14.804
2022-01-01,14.804
2022-01-02,14.804
2022-01-03,14.756
2022-01-04,14.809
2022-01-05,14.89
2022-01-06,14.825
2022-01-07,14.943
2022-01-08,14.943
2022-01-09,14.943
2022-01-10,14.89
2022-01-11,14.911
2022-01-12,14.986
2022-01-13,15.19
2022-01-14,15.19
2022-01-15,15.19
2022-01-16,15.19
2022-01-17,15.19
2022-01-18,15.099
2022-01-19,14.981
2022-01-20,14.927
2022-01-21,14.761
2022-01-22,14.761
2022-01-23,14.761
2022-01-24,14.566
2022-01-25,14.56
2022-01-26,14.662
2022-01-27,15.006
2022-01-28,15.703
2022-01-29,15.703
2022-01-30,15.703
2022-01-31,15.664
2022-02-01,15.476
2022-02-02,15.889
2022-02-03,15.965
2022-02-04,15.755
2022-02-05,15.755
2022-02-06,15.755
2022-02-07,15.579
2022-02-08,15.639
2022-02-09,15.704
2022-02-10,15.413
2022-02-11,15.554
2022-02-12,15.554
2022-02-13,15.554
2022-02-14,15.365
2022-02-15,15.284
2022-02-16,15.359
2022-02-17,15.451
2022-02-18,15.386
2022-02-19,15.386
2022-02-20,15.386
2022-02-21,15.386
2022-02-22,15.338
2022-02-23,15.186
2022-02-24,15.251
2022-02-25,15.601
2022-02-26,15.601
2022-02-27,15.601
2022-02-28,15.574
2022-03-01,15.423
2022-03-02,15.714
2022-03-03,15.972
2022-03-04,16.408
2022-03-05,16.408
2022-03-06,16.408
2022-03-07,16.153
2022-03-08,15.885
2022-03-09,15.906
2022-03-10,16.051
2022-03-11,15.981
2022-03-12,15.981
2022-03-13,15.981
2022-03-14,15.903
2022-03-15,16.032
2022-03-16,16.022
2022-03-17,16.049
2022-03-18,16.022
2022-03-19,16.022
2022-03-20,16.022
2022-03-21,16.249
2022-03-22,16.174
2022-03-23,16.19
2022-03-24,16.346
2022-03-25,16.667
2022-03-26,16.667
2022-03-27,16.667
2022-03-28,16.619
2022-03-29,16.822
2022-03-30,16.918
2022-03-31,17.02
2022-04-01,17.17
2022-04-02,17.17
2022-04-03,17.17
2022-04-04,16.977
2022-04-05,17.052
2022-04-06,17.373
2022-04-07,17.186
2022-04-08,17.154
2022-04-09,17.154
2022-04-10,17.154
2022-04-11,17.068
2022-04-12,17.186
2022-04-13,16.956
2022-04-14,16.993
2022-04-15,16.993
2022-04-16,16.993
2022-04-17,16.993
2022-04-18,16.949
2022-04-19,16.965
2022-04-20,17.131
2022-04-21,16.752
2022-04-22,16.475
2022-04-23,16.475
2022-04-24,16.475
2022-04-25,16.358
2022-04-26,16.154
2022-04-27,16.106
2022-04-28,16.206
2022-04-29,15.699
2022-04-30,15.699
2022-05-01,15.699
2022-05-02,15.489
2022-05-03,15.613
2022-05-04,15.996
2022-05-05,15.802
2022-05-06,15.908
2022-05-07,15.908
2022-05-08,15.908
2022-05-09,15.881
2022-05-10,15.816
2022-05-11,16.005
2022-05-12,15.973
2022-05-13,16.356
2022-05-14,16.356
2022-05-15,16.356
2022-05-16,16.424
2022-05-17,16.597
2022-05-18,16.495
2022-05-19,16.36
2022-05-20,16.334
2022-05-21,16.334
2022-05-22,16.334
2022-05-23,16.588
2022-05-24,16.852
2022-05-25,16.96
2022-05-26,17.014
2022-05-27,17.132
2022-05-28,17.132
2022-05-29,17.132
2022-05-30,17.132
2022-05-31,16.946
2022-06-01,16.886
2022-06-02,16.924
2022-06-03,16.93
2022-06-04,16.93
2022-06-05,16.93
2022-06-06,17.312
2022-06-07,17.317
2022-06-08,16.914
2022-06-09,16.478
2022-06-10,16.38
2022-06-11,16.38
2022-06-12,16.38
2022-06-13,15.557
2022-06-14,15.044
2022-06-15,15.11
2022-06-16,14.81
2022-06-17,14.532
2022-06-18,14.532
2022-06-19,14.532
2022-06-20,14.532
2022-06-21,14.706
2022-06-22,14.93
2022-06-23,15.159
2022-06-24,15.6
2022-06-25,15.6
2022-06-26,15.6
2022-06-27,15.894
2022-06-28,15.998
2022-06-29,16.058
2022-06-30,16.074
2022-07-01,16.21
2022-07-02,16.21
2022-07-03,16.21
2022-07-04,16.21
2022-07-05,15.401
2022-07-06,15.681
2022-07-07,15.374
2022-07-08,15.358
2022-07-09,15.358
2022-07-10,15.358
2022-07-11,15.536
2022-07-12,15.471
2022-07-13,15.433
2022-07-14,15.487
2022-07-15,15.525
2022-07-16,15.525
2022-07-17,15.525
2022-07-18,15.297
2022-07-19,15.356
2022-07-20,15.243
2022-07-21,15.135
2022-07-22,15.324
2022-07-23,15.324
2022-07-24,15.324
2022-07-25,15.642
2022-07-26,15.733
2022-07-27,15.793
2022-07-28,16.257
2022-07-29,16.512
2022-07-30,16.512
2022-07-31,16.512
2022-08-01,16.48
2022-08-02,16.349
2022-08-03,16.413
2022-08-04,16.186
2022-08-05,15.98
2022-08-06,15.98
2022-08-07,15.98
2022-08-08,16.213
2022-08-09,16.442
2022-08-10,16.491
2022-08-11,16.485
2022-08-12,16.875
2022-08-13,16.875
2022-08-14,16.875
2022-08-15,16.995
2022-08-16,17.114
2022-08-17,17.174
2022-08-18,17.184
2022-08-19,17.092
2022-08-20,17.092
2022-08-21,17.092
2022-08-22,16.913
2022-08-23,16.675
2022-08-24,16.767
2022-08-25,16.672
2022-08-26,16.374
2022-08-27,16.374
2022-08-28,16.374
2022-08-29,16.461
2022-08-30,16.135
2022-08-31,16.01
2022-09-01,16.13
2022-09-02,16.032
2022-09-03,16.032
2022-09-04,16.032
2022-09-05,16.032
2022-09-06,15.934
2022-09-07,16.43
2022-09-08,16.322
2022-09-09,16.441
2022-09-10,16.441
2022-09-11,16.441
2022-09-12,16.506
2022-09-13,16.047
2022-09-14,16.117
2022-09-15,15.631
2022-09-16,15.561
2022-09-17,15.561
2022-09-18,15.561
2022-09-19,15.809
2022-09-20,15.577
2022-09-21,15.334
2022-09-22,15.448
2022-09-23,15.135
2022-09-24,15.135
2022-09-25,15.135
2022-09-26,14.773
2022-09-27,14.498
2022-09-28,14.692
2022-09-29,14.017
2022-09-30,13.667
2022-10-01,13.667
2022-10-02,13.667
2022-10-03,14.112
2022-10-04,14.594
2022-10-05,14.193
2022-10-06,13.618
2022-10-07,13.298
2022-10-08,13.298
2022-10-09,13.298
2022-10-10,13.303
2022-10-11,13.493
2022-10-12,13.124
2022-10-13,13.694
2022-10-14,13.287
2022-10-15,13.287
2022-10-16,13.287
2022-10-17,13.504
2022-10-18,13.71
2022-10-19,13.608
2022-10-20,13.209
2022-10-21,13.395
2022-10-22,13.395
2022-10-23,13.395
2022-10-24,13.524
2022-10-25,13.776
2022-10-26,13.798
2022-10-27,13.908
2022-10-28,14.326
2022-10-29,14.326
2022-10-30,14.326
2022-10-31,14.215
2022-11-01,14.276
2022-11-02,14.176
2022-11-03,14.199
2022-11-04,14.326
2022-11-05,14.326
2022-11-06,14.326
2022-11-07,13.563
2022-11-08,13.875
2022-11-09,13.877
2022-11-10,14.563
2022-11-11,14.407
2022-11-12,14.407
2022-11-13,14.407
2022-11-14,14.379
2022-11-15,14.334
2022-11-16,14.513
2022-11-17,14.267
2022-11-18,14.692
2022-11-19,14.692
2022-11-20,14.692
2022-11-21,14.82
2022-11-22,14.96
2022-11-23,15.172
2022-11-24,15.172
2022-11-25,15.233
2022-11-26,15.233
2022-11-27,15.233
2022-11-28,15.194
2022-11-29,15.2
2022-11-30,15.596
2022-12-01,15.49
2022-12-02,15.389
2022-12-03,15.389
2022-12-04,15.389
2022-12-05,15.356
2022-12-06,15.54
2022-12-07,15.445
2022-12-08,15.501
2022-12-09,15.47
2022-12-10,15.47
2022-12-11,15.47
2022-12-12,15.86
2022-12-13,15.775
2022-12-14,15.713
2022-12-15,15.498
2022-12-16,15.357
2022-12-17,15.357
2022-12-18,15.357
2022-12-19,15.278
2022-12-20,15.289
2022-12-21,15.56
2022-12-22,15.487
2022-12-23,15.651
2022-12-24,15.651
2022-12-25,15.651
2022-12-26,15.651
2022-12-27,15.701
2022-12-28,15.56
2022-12-29,15.724
2022-12-30,15.487
2022-12-31,15.487
2023-01-01,15.487
2023-01-02,15.487
2023-01-03,15.498
2023-01-04,15.69
2023-01-05,15.323
2023-01-06,15.594
2023-01-07,15.594
2023-01-08,15.594
2023-01-09,15.747
2023-01-10,15.566
2023-01-11,15.775
2023-01-12,15.758
2023-01-13,15.696
2023-01-14,15.696
2023-01-15,15.696
2023-01-16,15.696
2023-01-17,15.6
2023-01-18,15.272
2023-01-19,15.154
2023-01-20,15.368
2023-01-21,15.368
2023-01-22,15.368
2023-01-23,15.355
2023-01-24,15.485
2023-01-25,15.633
2023-01-26,15.629
2023-01-27,15.617
2023-01-28,15.617
2023-01-29,15.617
2023-01-30,15.634
2023-01-31,15.729
2023-02-01,15.791
2023-02-02,15.74
2023-02-03,15.48
2023-02-04,15.48
2023-02-05,15.48
2023-02-06,15.6
2023-02-07,15.577
2023-02-08,15.325
2023-02-09,15.062
2023-02-10,15.377
2023-02-11,15.377
2023-02-12,15.377
2023-02-13,15.525
2023-02-14,15.405
2023-02-15,15.445
2023-02-16,15.377
2023-02-17,15.525
2023-02-18,15.525
2023-02-19,15.525
2023-02-20,15.525
2023-02-21,15.417
2023-02-22,15.72
2023-02-23,15.989
2023-02-24,15.943
2023-02-25,15.943
2023-02-26,15.943
2023-02-27,15.754
2023-02-28,15.719
2023-03-01,15.376
2023-03-02,15.628
2023-03-03,15.874
2023-03-04,15.874
2023-03-05,15.874
2023-03-06,15.813
2023-03-07,15.669
2023-03-08,15.893
2023-03-09,15.709
2023-03-10,15.325
2023-03-11,15.325
2023-03-12,15.325
2023-03-13,15.709
2023-03-14,15.956
2023-03-15,16.008
2023-03-16,16.071
2023-03-17,15.789
2023-03-18,15.789
2023-03-19,15.789
2023-03-20,15.99
2023-03-21,15.508
2023-03-22,15.23
2023-03-23,15.005
2023-03-24,15.421
2023-03-25,15.421
2023-03-26,15.421
2023-03-27,15.594
2023-03-28,15.692
2023-03-29,15.912
2023-03-30,16.05
2023-03-31,16.119
2023-04-01,16.119
2023-04-02,16.119
2023-04-03,16.004
2023-04-04,16.004
2023-04-05,16.54
2023-04-06,16.615
2023-04-07,16.615
2023-04-08,16.615
2023-04-09,16.615
2023-04-10,16.54
2023-04-11,16.511
2023-04-12,16.523
2023-04-13,16.338
2023-04-14,16.056
2023-04-15,16.056
2023-04-16,16.056
2023-04-17,16.315
2023-04-18,16.252
2023-04-19,16.459
2023-04-20,16.463
2023-04-21,16.491
2023-04-22,16.491
2023-04-23,16.491
2023-04-24,16.418
2023-04-25,16.487
2023-04-26,16.28
2023-04-27,16.576
2023-04-28,16.524
2023-04-29,16.524
2023-04-30,16.524
2023-05-01,16.583
2023-05-02,16.234
2023-05-03,16.336
2023-05-04,16.482
2023-05-05,16.58
2023-05-06,16.58
2023-05-07,16.58
2023-05-08,16.528
2023-05-09,16.528
2023-05-10,16.684
2023-05-11,16.262
2023-05-12,16.453
2023-05-13,16.453
2023-05-14,16.453
2023-05-15,16.193
2023-05-16,15.904
2023-05-17,15.841
2023-05-18,15.8
2023-05-19,15.8
2023-05-20,15.8
2023-05-21,15.8
2023-05-22,15.818
2023-05-23,15.8
2023-05-24,15.737
2023-05-25,15.598
2023-05-26,15.506
2023-05-27,15.506
2023-05-28,15.506
2023-05-29,15.506
2023-05-30,15.444
2023-05-31,15.612
2023-06-01,15.485
2023-06-02,15.537
2023-06-03,15.537
2023-06-04,15.537
2023-06-05,15.543
2023-06-06,15.634
2023-06-07,15.889
2023-06-08,15.849
2023-06-09,15.71
2023-06-10,15.71
2023-06-11,15.71
2023-06-12,15.746
2023-06-13,15.705
2023-06-14,15.769
2023-06-15,15.874
2023-06-16,15.897
2023-06-17,15.897
2023-06-18,15.897
2023-06-19,15.897
2023-06-20,15.719
2023-06-21,15.872
2023-06-22,15.67
2023-06-23,15.421
