,NKE US Equity
2023-06-23,27.766
2023-06-24,27.766
2023-06-25,27.766
2023-06-26,28.329
2023-06-27,28.803
2023-06-28,28.715
2023-06-29,29.252
2023-06-30,28.771
2023-07-01,28.771
2023-07-02,28.771
2023-07-03,28.48
2023-07-04,28.48
2023-07-05,28.059
2023-07-06,27.535
2023-07-07,27.418
2023-07-08,27.418
2023-07-09,27.418
2023-07-10,27.764
2023-07-11,28.187
2023-07-12,28.329
2023-07-13,28.388
2023-07-14,28.439
2023-07-15,28.439
2023-07-16,28.439
2023-07-17,28.64
2023-07-18,28.906
2023-07-19,28.948
2023-07-20,28.329
2023-07-21,28.732
2023-07-22,28.732
2023-07-23,28.732
2023-07-24,28.793
2023-07-25,28.669
2023-07-26,28.934
2023-07-27,28.502
2023-07-28,28.754
2023-07-29,28.754
2023-07-30,28.754
2023-07-31,29.222
2023-08-01,28.96
2023-08-02,28.46
2023-08-03,28.759
2023-08-04,28.804
2023-08-05,28.804
2023-08-06,28.804
2023-08-07,29.246
2023-08-08,29.037
2023-08-09,29.037
2023-08-10,28.862
2023-08-11,28.613
2023-08-12,28.613
2023-08-13,28.613
2023-08-14,28.494
2023-08-15,28.206
2023-08-16,28.2
2023-08-17,27.809
2023-08-18,27.745
2023-08-19,27.745
2023-08-20,27.745
2023-08-21,27.229
2023-08-22,26.858
2023-08-23,26.141
2023-08-24,25.844
2023-08-25,26.193
2023-08-26,26.193
2023-08-27,26.193
2023-08-28,26.402
2023-08-29,26.969
2023-08-30,27.057
2023-08-31,26.953
2023-09-01,27.187
2023-09-02,27.187
2023-09-03,27.187
2023-09-04,27.187
2023-09-05,26.645
2023-09-06,26.608
2023-09-07,26.032
2023-09-08,25.962
2023-09-09,25.962
2023-09-10,25.962
2023-09-11,25.742
2023-09-12,25.612
2023-09-13,25.587
2023-09-14,25.897
2023-09-15,25.67
2023-09-16,25.67
2023-09-17,25.67
2023-09-18,25.497
2023-09-19,25.26
2023-09-20,25.186
2023-09-21,24.53
2023-09-22,24.345
2023-09-23,24.345
2023-09-24,24.345
2023-09-25,24.337
2023-09-26,24.222
2023-09-27,24.02
2023-09-28,24.051
2023-09-29,25.452
2023-09-30,25.452
2023-10-01,25.452
2023-10-02,25.196
2023-10-03,25.324
2023-10-04,25.537
2023-10-05,25.511
2023-10-06,25.841
2023-10-07,25.841
2023-10-08,25.841
2023-10-09,25.78
2023-10-10,25.977
2023-10-11,26.251
2023-10-12,26.39
2023-10-13,26.565
2023-10-14,26.565
2023-10-15,26.565
2023-10-16,27.131
2023-10-17,27.389
2023-10-18,27.591
2023-10-19,27.4
2023-10-20,27.299
2023-10-21,27.299
2023-10-22,27.299
2023-10-23,27.336
2023-10-24,27.966
2023-10-25,27.56
2023-10-26,26.623
2023-10-27,26.08
2023-10-28,26.08
2023-10-29,26.08
2023-10-30,27.097
2023-10-31,27.355
2023-11-01,26.852
2023-11-02,27.97
2023-11-03,28.497
2023-11-04,28.497
2023-11-05,28.497
2023-11-06,28.509
2023-11-07,29.07
2023-11-08,29.078
2023-11-09,28.45
2023-11-10,28.214
2023-11-11,28.214
2023-11-12,28.214
2023-11-13,27.706
2023-11-14,28.118
2023-11-15,28.668
2023-11-16,28.628
2023-11-17,28.189
2023-11-18,28.189
2023-11-19,28.189
2023-11-20,28.285
2023-11-21,28.346
2023-11-22,28.71
2023-11-23,28.71
2023-11-24,28.574
2023-11-25,28.574
2023-11-26,28.574
2023-11-27,28.659
2023-11-28,28.869
2023-11-29,29.299
2023-11-30,29.273
2023-12-01,30.226
2023-12-02,30.226
2023-12-03,30.226
2023-12-04,30.663
2023-12-05,30.781
2023-12-06,30.968
2023-12-07,30.597
2023-12-08,30.89
2023-12-09,30.89
2023-12-10,30.89
2023-12-11,31.601
2023-12-12,31.875
2023-12-13,32.283
2023-12-14,32.234
2023-12-15,32.341
2023-12-16,32.341
2023-12-17,32.341
2023-12-18,32.215
2023-12-19,32.605
2023-12-20,32.283
2023-12-21,32.927
2023-12-22,29.616
2023-12-23,29.616
2023-12-24,29.616
2023-12-25,29.616
2023-12-26,29.619
2023-12-27,29.424
2023-12-28,29.97
2023-12-29,29.901
2023-12-30,29.901
2023-12-31,29.901
2024-01-01,29.901
2024-01-02,29.345
2024-01-03,28.622
2024-01-04,28.221
2024-01-05,28.161
2024-01-06,28.161
2024-01-07,28.161
2024-01-08,28.609
2024-01-09,28.366
2024-01-10,28.651
2024-01-11,29.239
2024-01-12,29.007
2024-01-13,29.007
2024-01-14,29.007
2024-01-15,29.007
2024-01-16,28.077
2024-01-17,27.829
2024-01-18,27.862
2024-01-19,28.094
2024-01-20,28.094
2024-01-21,28.094
2024-01-22,27.788
2024-01-23,28.158
2024-01-24,27.843
2024-01-25,27.846
2024-01-26,28.393
2024-01-27,28.393
2024-01-28,28.393
2024-01-29,28.705
2024-01-30,28.788
2024-01-31,28.056
2024-02-01,28.119
2024-02-02,27.875
2024-02-03,27.875
2024-02-04,27.875
2024-02-05,27.59
2024-02-06,28.401
2024-02-07,28.728
2024-02-08,28.714
2024-02-09,28.916
2024-02-10,28.916
2024-02-11,28.916
2024-02-12,29.658
2024-02-13,29.055
2024-02-14,29.431
2024-02-15,29.362
2024-02-16,28.658
2024-02-17,28.658
2024-02-18,28.658
2024-02-19,28.658
2024-02-20,28.6
2024-02-21,29.146
2024-02-22,29.093
2024-02-23,29.245
2024-02-24,29.245
2024-02-25,29.245
2024-02-26,28.936
2024-02-27,29.104
2024-02-28,28.883
2024-02-29,28.775
2024-03-01,28.308
2024-03-02,28.308
2024-03-03,28.308
2024-03-04,27.658
2024-03-05,27.301
2024-03-06,27.112
2024-03-07,27.26
2024-03-08,27.529
2024-03-09,27.529
2024-03-10,27.529
2024-03-11,28.07
2024-03-12,27.82
2024-03-13,28.14
2024-03-14,27.85
2024-03-15,27.67
2024-03-16,27.67
2024-03-17,27.67
2024-03-18,27.481
2024-03-19,27.805
2024-03-20,27.892
2024-03-21,27.913
2024-03-22,25.617
2024-03-23,25.617
2024-03-24,25.617
2024-03-25,25.622
2024-03-26,25.267
2024-03-27,25.662
2024-03-28,25.622
2024-03-29,25.622
2024-03-30,25.622
2024-03-31,25.622
2024-04-01,25.234
2024-04-02,24.789
2024-04-03,24.62
2024-04-04,24.257
2024-04-05,24.181
2024-04-06,24.181
2024-04-07,24.181
2024-04-08,24.496
