,URI US Equity
2023-06-24,9.454
2023-06-25,9.454
2023-06-26,9.651
2023-06-27,9.896
2023-06-28,10.007
2023-06-29,10.224
2023-06-30,10.452
2023-07-01,10.452
2023-07-02,10.452
2023-07-03,10.529
2023-07-04,10.529
2023-07-05,10.364
2023-07-06,10.051
2023-07-07,10.175
2023-07-08,10.175
2023-07-09,10.175
2023-07-10,10.443
2023-07-11,10.733
2023-07-12,10.961
2023-07-13,10.755
2023-07-14,10.451
2023-07-15,10.451
2023-07-16,10.451
2023-07-17,10.593
2023-07-18,10.898
2023-07-19,10.804
2023-07-20,10.763
2023-07-21,10.565
2023-07-22,10.565
2023-07-23,10.565
2023-07-24,10.563
2023-07-25,10.564
2023-07-26,10.441
2023-07-27,10.292
2023-07-28,10.371
2023-07-29,10.371
2023-07-30,10.371
2023-07-31,10.783
2023-08-01,11.0
2023-08-02,10.864
2023-08-03,10.791
2023-08-04,10.81
2023-08-05,10.81
2023-08-06,10.81
2023-08-07,11.291
2023-08-08,11.186
2023-08-09,11.198
2023-08-10,11.281
2023-08-11,11.419
2023-08-12,11.419
2023-08-13,11.419
2023-08-14,11.4
2023-08-15,11.264
2023-08-16,10.828
2023-08-17,10.562
2023-08-18,10.532
2023-08-19,10.532
2023-08-20,10.532
2023-08-21,10.557
2023-08-22,10.304
2023-08-23,10.471
2023-08-24,10.399
2023-08-25,10.479
2023-08-26,10.479
2023-08-27,10.479
2023-08-28,10.665
2023-08-29,11.073
2023-08-30,11.139
2023-08-31,11.119
2023-09-01,11.438
2023-09-02,11.438
2023-09-03,11.438
2023-09-04,11.438
2023-09-05,10.959
2023-09-06,11.063
2023-09-07,10.889
2023-09-08,10.806
2023-09-09,10.806
2023-09-10,10.806
2023-09-11,10.688
2023-09-12,10.652
2023-09-13,10.424
2023-09-14,10.563
2023-09-15,10.532
2023-09-16,10.532
2023-09-17,10.532
2023-09-18,10.557
2023-09-19,10.498
2023-09-20,10.427
2023-09-21,10.141
2023-09-22,10.084
2023-09-23,10.084
2023-09-24,10.084
2023-09-25,10.329
2023-09-26,10.187
2023-09-27,10.38
2023-09-28,10.427
2023-09-29,10.342
2023-09-30,10.342
2023-10-01,10.342
2023-10-02,10.174
2023-10-03,9.904
2023-10-04,9.855
2023-10-05,9.78
2023-10-06,10.068
2023-10-07,10.068
2023-10-08,10.068
2023-10-09,10.157
2023-10-10,10.429
2023-10-11,10.55
2023-10-12,10.327
2023-10-13,10.062
2023-10-14,10.062
2023-10-15,10.062
2023-10-16,10.248
2023-10-17,10.526
2023-10-18,9.957
2023-10-19,9.536
2023-10-20,9.425
2023-10-21,9.425
2023-10-22,9.425
2023-10-23,9.482
2023-10-24,9.423
2023-10-25,9.256
2023-10-26,9.343
2023-10-27,9.241
2023-10-28,9.241
2023-10-29,9.241
2023-10-30,9.536
2023-10-31,9.427
2023-11-01,9.548
2023-11-02,10.095
2023-11-03,10.528
2023-11-04,10.528
2023-11-05,10.528
2023-11-06,10.199
2023-11-07,10.276
2023-11-08,10.188
2023-11-09,10.172
2023-11-10,10.604
2023-11-11,10.604
2023-11-12,10.604
2023-11-13,10.753
2023-11-14,11.105
2023-11-15,11.149
2023-11-16,11.029
2023-11-17,11.183
2023-11-18,11.183
2023-11-19,11.183
2023-11-20,10.97
2023-11-21,10.84
2023-11-22,10.775
2023-11-23,10.775
2023-11-24,10.865
2023-11-25,10.865
2023-11-26,10.865
2023-11-27,10.793
2023-11-28,10.599
2023-11-29,11.072
2023-11-30,11.068
2023-12-01,11.668
2023-12-02,11.668
2023-12-03,11.668
2023-12-04,11.399
2023-12-05,11.058
2023-12-06,11.08
2023-12-07,11.256
2023-12-08,11.513
2023-12-09,11.513
2023-12-10,11.513
2023-12-11,11.747
2023-12-12,11.848
2023-12-13,12.319
2023-12-14,13.231
2023-12-15,13.285
2023-12-16,13.285
2023-12-17,13.285
2023-12-18,13.203
2023-12-19,13.342
2023-12-20,12.958
2023-12-21,13.252
2023-12-22,13.242
2023-12-23,13.242
2023-12-24,13.242
2023-12-25,13.242
2023-12-26,13.473
2023-12-27,13.436
2023-12-28,13.432
2023-12-29,13.309
2023-12-30,13.309
2023-12-31,13.309
2024-01-01,13.309
2024-01-02,13.163
2024-01-03,12.7
2024-01-04,12.749
2024-01-05,12.62
2024-01-06,12.62
2024-01-07,12.62
2024-01-08,12.82
2024-01-09,12.755
2024-01-10,12.794
2024-01-11,12.841
2024-01-12,13.015
2024-01-13,13.015
2024-01-14,13.015
2024-01-15,13.015
2024-01-16,13.06
2024-01-17,12.808
2024-01-18,13.112
2024-01-19,13.294
2024-01-20,13.294
2024-01-21,13.294
2024-01-22,13.45
2024-01-23,13.431
2024-01-24,13.392
2024-01-25,15.164
2024-01-26,14.645
2024-01-27,14.645
2024-01-28,14.645
2024-01-29,15.043
2024-01-30,14.886
2024-01-31,14.521
2024-02-01,14.909
2024-02-02,15.113
2024-02-03,15.113
2024-02-04,15.113
2024-02-05,14.919
2024-02-06,15.126
2024-02-07,15.114
2024-02-08,15.002
2024-02-09,15.059
2024-02-10,15.059
2024-02-11,15.059
2024-02-12,15.364
2024-02-13,14.784
2024-02-14,15.182
2024-02-15,15.343
2024-02-16,15.116
2024-02-17,15.116
2024-02-18,15.116
2024-02-19,15.116
2024-02-20,14.987
2024-02-21,15.01
2024-02-22,15.333
2024-02-23,15.32
2024-02-24,15.32
2024-02-25,15.32
2024-02-26,15.568
2024-02-27,15.7
2024-02-28,15.926
2024-02-29,16.091
2024-03-01,16.261
2024-03-02,16.261
2024-03-03,16.261
2024-03-04,16.505
2024-03-05,15.742
2024-03-06,15.683
2024-03-07,15.74
2024-03-08,15.667
2024-03-09,15.667
2024-03-10,15.667
2024-03-11,15.393
2024-03-12,15.652
2024-03-13,15.484
2024-03-14,15.578
2024-03-15,15.641
2024-03-16,15.641
2024-03-17,15.641
2024-03-18,15.803
2024-03-19,16.02
2024-03-20,16.383
2024-03-21,16.607
2024-03-22,16.497
2024-03-23,16.497
2024-03-24,16.497
2024-03-25,16.27
2024-03-26,16.278
2024-03-27,16.632
2024-03-28,16.655
2024-03-29,16.655
2024-03-30,16.655
2024-03-31,16.655
2024-04-01,16.401
2024-04-02,15.953
2024-04-03,16.284
2024-04-04,15.999
2024-04-05,16.3
2024-04-06,16.3
2024-04-07,16.3
2024-04-08,16.21
