,WNC US Equity
2023-06-23,7.64
2023-06-24,7.64
2023-06-25,7.64
2023-06-26,7.435
2023-06-27,7.245
2023-06-28,7.225
2023-06-29,7.158
2023-06-30,7.225
2023-07-01,7.225
2023-07-02,7.225
2023-07-03,7.344
2023-07-04,7.344
2023-07-05,6.785
2023-07-06,6.811
2023-07-07,6.895
2023-07-08,6.895
2023-07-09,6.895
2023-07-10,6.968
2023-07-11,7.286
2023-07-12,7.32
2023-07-13,7.307
2023-07-14,7.326
2023-07-15,7.326
2023-07-16,7.326
2023-07-17,7.497
2023-07-18,7.601
2023-07-19,7.637
2023-07-20,7.573
2023-07-21,7.552
2023-07-22,7.552
2023-07-23,7.552
2023-07-24,7.491
2023-07-25,7.561
2023-07-26,7.371
2023-07-27,6.97
2023-07-28,7.333
2023-07-29,7.333
2023-07-30,7.333
2023-07-31,7.408
2023-08-01,7.443
2023-08-02,7.396
2023-08-03,7.474
2023-08-04,7.509
2023-08-05,7.509
2023-08-06,7.509
2023-08-07,7.681
2023-08-08,7.377
2023-08-09,7.477
2023-08-10,7.59
2023-08-11,7.599
2023-08-12,7.599
2023-08-13,7.599
2023-08-14,7.121
2023-08-15,6.992
2023-08-16,6.942
2023-08-17,6.905
2023-08-18,6.911
2023-08-19,6.911
2023-08-20,6.911
2023-08-21,6.892
2023-08-22,6.889
2023-08-23,6.986
2023-08-24,6.93
2023-08-25,6.942
2023-08-26,6.942
2023-08-27,6.942
2023-08-28,7.011
2023-08-29,7.052
2023-08-30,7.03
2023-08-31,7.055
2023-09-01,7.23
2023-09-02,7.23
2023-09-03,7.23
2023-09-04,7.23
2023-09-05,6.936
2023-09-06,6.97
2023-09-07,6.795
2023-09-08,6.711
2023-09-09,6.711
2023-09-10,6.711
2023-09-11,6.654
2023-09-12,6.636
2023-09-13,6.611
2023-09-14,6.823
2023-09-15,6.842
2023-09-16,6.842
2023-09-17,6.842
2023-09-18,6.594
2023-09-19,6.586
2023-09-20,6.518
2023-09-21,6.615
2023-09-22,6.686
2023-09-23,6.686
2023-09-24,6.686
2023-09-25,6.639
2023-09-26,6.541
2023-09-27,6.564
2023-09-28,6.664
2023-09-29,6.576
2023-09-30,6.576
2023-10-01,6.576
2023-10-02,6.542
2023-10-03,6.514
2023-10-04,6.743
2023-10-05,6.797
2023-10-06,6.788
2023-10-07,6.788
2023-10-08,6.788
2023-10-09,6.879
2023-10-10,6.904
2023-10-11,6.961
2023-10-12,6.977
2023-10-13,6.825
2023-10-14,6.825
2023-10-15,6.825
2023-10-16,6.87
2023-10-17,6.892
2023-10-18,6.724
2023-10-19,6.472
2023-10-20,6.579
2023-10-21,6.579
2023-10-22,6.579
2023-10-23,6.463
2023-10-24,6.532
2023-10-25,6.374
2023-10-26,6.699
2023-10-27,6.587
2023-10-28,6.587
2023-10-29,6.587
2023-10-30,6.654
2023-10-31,6.606
2023-11-01,6.82
2023-11-02,6.779
2023-11-03,6.932
2023-11-04,6.932
2023-11-05,6.932
2023-11-06,6.699
2023-11-07,6.597
2023-11-08,6.654
2023-11-09,6.571
2023-11-10,6.737
2023-11-11,6.737
2023-11-12,6.737
2023-11-13,6.833
2023-11-14,7.092
2023-11-15,6.948
2023-11-16,6.737
2023-11-17,6.875
2023-11-18,6.875
2023-11-19,6.875
2023-11-20,6.929
2023-11-21,6.887
2023-11-22,6.884
2023-11-23,6.884
2023-11-24,6.923
2023-11-25,6.923
2023-11-26,6.923
2023-11-27,6.958
2023-11-28,6.862
2023-11-29,6.859
2023-11-30,6.999
2023-12-01,7.175
2023-12-02,7.175
2023-12-03,7.175
2023-12-04,7.437
2023-12-05,7.574
2023-12-06,7.625
2023-12-07,7.839
2023-12-08,7.896
2023-12-09,7.896
2023-12-10,7.896
2023-12-11,8.005
2023-12-12,7.919
2023-12-13,8.248
2023-12-14,8.723
2023-12-15,8.634
2023-12-16,8.634
2023-12-17,8.634
2023-12-18,8.244
2023-12-19,8.503
2023-12-20,8.305
2023-12-21,8.286
2023-12-22,8.244
2023-12-23,8.244
2023-12-24,8.244
2023-12-25,8.244
2023-12-26,9.213
2023-12-27,9.282
2023-12-28,9.26
2023-12-29,9.217
2023-12-30,9.217
2023-12-31,9.217
2024-01-01,9.217
2024-01-02,9.116
2024-01-03,8.737
2024-01-04,8.734
2024-01-05,9.109
2024-01-06,9.109
2024-01-07,9.109
2024-01-08,9.076
2024-01-09,8.806
2024-01-10,8.661
2024-01-11,8.586
2024-01-12,8.463
2024-01-13,8.463
2024-01-14,8.463
2024-01-15,8.463
2024-01-16,8.517
2024-01-17,8.625
2024-01-18,8.773
2024-01-19,8.905
2024-01-20,8.905
2024-01-21,8.905
2024-01-22,9.158
2024-01-23,9.158
2024-01-24,9.154
2024-01-25,9.226
2024-01-26,9.302
2024-01-27,9.302
2024-01-28,9.302
2024-01-29,9.248
2024-01-30,9.281
2024-01-31,9.15
2024-02-01,10.933
2024-02-02,11.449
2024-02-03,11.449
2024-02-04,11.449
2024-02-05,12.081
2024-02-06,11.95
2024-02-07,11.654
2024-02-08,11.46
2024-02-09,11.384
2024-02-10,11.384
2024-02-11,11.384
2024-02-12,11.874
2024-02-13,11.834
2024-02-14,11.887
2024-02-15,11.874
2024-02-16,11.838
2024-02-17,11.838
2024-02-18,11.838
2024-02-19,11.838
2024-02-20,11.447
2024-02-21,11.375
2024-02-22,11.546
2024-02-23,11.784
2024-02-24,11.784
2024-02-25,11.784
2024-02-26,12.112
2024-02-27,12.535
2024-02-28,12.72
2024-02-29,12.27
2024-03-01,12.081
2024-03-02,12.081
2024-03-03,12.081
2024-03-04,11.977
2024-03-05,12.157
2024-03-06,12.382
2024-03-07,12.409
2024-03-08,12.549
2024-03-09,12.549
2024-03-10,12.549
2024-03-11,12.346
2024-03-12,12.369
2024-03-13,12.324
2024-03-14,11.982
2024-03-15,12.621
2024-03-16,12.621
2024-03-17,12.621
2024-03-18,12.868
2024-03-19,12.463
2024-03-20,12.841
2024-03-21,12.742
2024-03-22,12.801
2024-03-23,12.801
2024-03-24,12.801
2024-03-25,12.648
2024-03-26,12.778
2024-03-27,13.237
2024-03-28,13.466
2024-03-29,13.466
2024-03-30,13.466
2024-03-31,13.466
2024-04-01,13.034
2024-04-02,12.7
2024-04-03,12.736
2024-04-04,12.955
2024-04-05,13.259
2024-04-06,13.259
2024-04-07,13.259
2024-04-08,13.255
