,MUR US Equity
2021-02-11,13.877
2021-02-12,14.407
2021-02-13,14.407
2021-02-14,14.407
2021-02-15,14.407
2021-02-16,14.992
2021-02-17,15.376
2021-02-18,14.528
2021-02-19,15.083
2021-02-20,15.083
2021-02-21,15.083
2021-02-22,15.85
2021-02-23,16.374
2021-02-24,17.494
2021-02-25,16.798
2021-02-26,21.169
2021-02-27,21.169
2021-02-28,21.169
2021-03-01,21.753
2021-03-02,28.537
2021-03-03,23.152
2021-03-04,32.366
2021-03-05,39.28
2021-03-06,39.28
2021-03-07,39.28
2021-03-08,36.871
2021-03-09,36.041
2021-03-10,37.463
2021-03-11,39.3
2021-03-12,39.932
2021-03-13,39.932
2021-03-14,39.932
2021-03-15,26.985
2021-03-16,24.604
2021-03-17,25.518
2021-03-18,23.905
2021-03-19,25.556
2021-03-20,25.556
2021-03-21,25.556
2021-03-22,24.1
2021-03-23,22.865
2021-03-24,23.239
2021-03-25,23.829
2021-03-26,24.553
2021-03-27,24.553
2021-03-28,24.553
2021-03-29,23.659
2021-03-30,23.63
2021-03-31,23.29
2021-04-01,24.723
2021-04-02,24.723
2021-04-03,24.723
2021-04-04,24.723
2021-04-05,23.134
2021-04-06,23.758
2021-04-07,24.241
2021-04-08,23.63
2021-04-09,23.304
2021-04-10,23.304
2021-04-11,23.304
2021-04-12,22.102
2021-04-13,22.061
2021-04-14,23.339
2021-04-15,18.715
2021-04-16,18.198
2021-04-17,18.198
2021-04-18,18.198
2021-04-19,23.981
2021-04-20,18.54
2021-04-21,19.395
2021-04-22,19.151
2021-04-23,19.615
2021-04-24,19.615
2021-04-25,19.615
2021-04-26,20.117
2021-04-27,20.643
2021-04-28,21.645
2021-04-29,21.67
2021-04-30,20.704
2021-05-01,20.704
2021-05-02,20.704
2021-05-03,21.315
2021-05-04,21.23
2021-05-05,22.587
2021-05-06,22.489
2021-05-07,18.573
2021-05-08,18.573
2021-05-09,18.573
2021-05-10,19.139
2021-05-11,14.552
2021-05-12,14.563
2021-05-13,13.507
2021-05-14,14.369
2021-05-15,14.369
2021-05-16,14.369
2021-05-17,16.102
2021-05-18,15.704
2021-05-19,14.426
2021-05-20,14.657
2021-05-21,14.629
2021-05-22,14.629
2021-05-23,14.629
2021-05-24,15.299
2021-05-25,14.454
2021-05-26,13.689
2021-05-27,13.947
2021-05-28,13.947
2021-05-29,13.947
2021-05-30,13.947
2021-05-31,13.947
2021-06-01,15.258
2021-06-02,15.747
2021-06-03,15.593
2021-06-04,15.554
2021-06-05,15.554
2021-06-06,15.554
2021-06-07,14.315
2021-06-08,14.226
2021-06-09,13.975
2021-06-10,14.041
2021-06-11,14.118
2021-06-12,14.118
2021-06-13,14.118
2021-06-14,14.083
2021-06-15,14.601
2021-06-16,14.69
2021-06-17,12.624
2021-06-18,12.526
2021-06-19,12.526
2021-06-20,12.526
2021-06-21,13.542
2021-06-22,13.58
2021-06-23,13.547
2021-06-24,13.867
2021-06-25,13.737
2021-06-26,13.737
2021-06-27,13.737
2021-06-28,12.759
2021-06-29,12.591
2021-06-30,12.645
2021-07-01,13.395
2021-07-02,13.14
2021-07-03,13.14
2021-07-04,13.14
2021-07-05,13.14
2021-07-06,12.348
2021-07-07,12.081
2021-07-08,11.861
2021-07-09,12.273
2021-07-10,12.273
2021-07-11,12.273
2021-07-12,12.064
2021-07-13,11.177
2021-07-14,10.523
2021-07-15,9.907
2021-07-16,9.485
2021-07-17,9.485
2021-07-18,9.485
2021-07-19,8.733
2021-07-20,8.328
2021-07-21,8.957
2021-07-22,8.788
2021-07-23,8.775
2021-07-24,8.775
2021-07-25,8.775
2021-07-26,8.632
2021-07-27,8.324
2021-07-28,8.555
2021-07-29,8.712
2021-07-30,8.504
2021-07-31,8.504
2021-08-01,8.504
2021-08-02,8.085
2021-08-03,8.324
2021-08-04,7.862
2021-08-05,8.348
2021-08-06,8.139
2021-08-07,8.139
2021-08-08,8.139
2021-08-09,7.677
2021-08-10,8.221
2021-08-11,8.317
2021-08-12,7.655
2021-08-13,7.709
2021-08-14,7.709
2021-08-15,7.709
2021-08-16,7.476
2021-08-17,7.54
2021-08-18,7.371
2021-08-19,6.979
2021-08-20,6.975
2021-08-21,6.975
2021-08-22,6.975
2021-08-23,7.36
2021-08-24,7.644
2021-08-25,7.769
2021-08-26,7.444
2021-08-27,7.851
2021-08-28,7.851
2021-08-29,7.851
2021-08-30,7.719
2021-08-31,7.597
2021-09-01,7.39
2021-09-02,7.773
2021-09-03,7.487
2021-09-04,7.487
2021-09-05,7.487
2021-09-06,7.487
2021-09-07,7.372
2021-09-08,7.038
2021-09-09,7.202
2021-09-10,7.138
2021-09-11,7.138
2021-09-12,7.138
2021-09-13,7.503
2021-09-14,7.265
2021-09-15,7.829
2021-09-16,7.623
2021-09-17,7.471
2021-09-18,7.471
2021-09-19,7.471
2021-09-20,7.047
2021-09-21,7.114
2021-09-22,7.5
2021-09-23,7.895
2021-09-24,7.97
2021-09-25,7.97
2021-09-26,7.97
2021-09-27,8.695
2021-09-28,8.727
2021-09-29,8.923
2021-09-30,8.92
2021-10-01,9.416
2021-10-02,9.416
2021-10-03,9.416
2021-10-04,9.426
2021-10-05,9.176
2021-10-06,8.914
2021-10-07,9.351
2021-10-08,9.923
2021-10-09,9.923
2021-10-10,9.923
2021-10-11,9.822
2021-10-12,9.809
2021-10-13,9.048
2021-10-14,9.06
2021-10-15,8.711
2021-10-16,8.711
2021-10-17,8.711
2021-10-18,8.752
2021-10-19,8.782
2021-10-20,8.877
2021-10-21,8.584
2021-10-22,8.724
2021-10-23,8.724
2021-10-24,8.724
2021-10-25,8.843
2021-10-26,8.758
2021-10-27,8.319
2021-10-28,8.55
2021-10-29,8.486
2021-10-30,8.486
2021-10-31,8.486
2021-11-01,8.843
2021-11-02,8.813
2021-11-03,8.508
2021-11-04,8.392
2021-11-05,8.995
2021-11-06,8.995
2021-11-07,8.995
2021-11-08,9.66
2021-11-09,9.395
2021-11-10,8.787
2021-11-11,8.775
2021-11-12,8.684
2021-11-13,8.684
2021-11-14,8.684
2021-11-15,8.73
2021-11-16,8.325
2021-11-17,8.056
2021-11-18,8.157
2021-11-19,7.781
2021-11-20,7.781
2021-11-21,7.781
2021-11-22,8.03
2021-11-23,8.668
2021-11-24,8.508
2021-11-25,8.508
2021-11-26,7.625
2021-11-27,7.625
2021-11-28,7.625
2021-11-29,7.97
2021-11-30,7.855
2021-12-01,7.545
2021-12-02,7.97
2021-12-03,7.83
2021-12-04,7.83
2021-12-05,7.83
2021-12-06,8.095
2021-12-07,9.904
2021-12-08,10.215
2021-12-09,9.977
2021-12-10,10.108
2021-12-11,10.108
2021-12-12,10.108
2021-12-13,9.696
2021-12-14,9.458
2021-12-15,9.447
2021-12-16,9.337
2021-12-17,8.924
2021-12-18,8.924
2021-12-19,8.924
2021-12-20,8.615
2021-12-21,9.12
2021-12-22,9.194
2021-12-23,9.159
2021-12-24,9.159
2021-12-25,9.159
2021-12-26,9.159
2021-12-27,9.582
2021-12-28,9.436
2021-12-29,9.322
2021-12-30,9.234
2021-12-31,9.283
2022-01-01,9.283
2022-01-02,9.283
2022-01-03,9.838
2022-01-04,9.78
2022-01-05,9.511
2022-01-06,9.915
2022-01-07,9.97
2022-01-08,9.97
2022-01-09,9.97
2022-01-10,9.588
2022-01-11,10.158
2022-01-12,10.171
2022-01-13,10.011
2022-01-14,10.402
2022-01-15,10.402
2022-01-16,10.402
2022-01-17,10.402
2022-01-18,10.036
2022-01-19,9.952
2022-01-20,9.704
2022-01-21,9.369
2022-01-22,9.369
2022-01-23,9.369
2022-01-24,9.605
2022-01-25,10.173
2022-01-26,9.809
2022-01-27,9.922
2022-01-28,9.439
2022-01-29,9.439
2022-01-30,9.439
2022-01-31,9.573
2022-02-01,9.494
2022-02-02,9.477
2022-02-03,9.549
2022-02-04,9.771
2022-02-05,9.771
2022-02-06,9.771
2022-02-07,9.482
2022-02-08,9.196
2022-02-09,9.325
2022-02-10,9.331
2022-02-11,10.13
2022-02-12,10.13
2022-02-13,10.13
2022-02-14,9.877
2022-02-15,9.66
2022-02-16,9.522
2022-02-17,9.648
2022-02-18,9.628
2022-02-19,9.628
2022-02-20,9.628
2022-02-21,9.628
2022-02-22,9.472
2022-02-23,9.697
2022-02-24,9.756
2022-02-25,9.818
2022-02-26,9.818
2022-02-27,9.818
2022-02-28,10.265
2022-03-01,10.437
2022-03-02,10.609
2022-03-03,9.949
2022-03-04,10.526
2022-03-05,10.526
2022-03-06,10.526
2022-03-07,10.61
2022-03-08,10.579
2022-03-09,10.504
2022-03-10,10.177
2022-03-11,10.383
2022-03-12,10.383
2022-03-13,10.383
2022-03-14,8.672
2022-03-15,8.535
2022-03-16,8.581
2022-03-17,8.969
2022-03-18,9.042
2022-03-19,9.042
2022-03-20,9.042
2022-03-21,9.593
2022-03-22,9.238
2022-03-23,9.122
2022-03-24,9.144
2022-03-25,9.063
2022-03-26,9.063
2022-03-27,9.063
2022-03-28,8.292
2022-03-29,8.389
2022-03-30,8.521
2022-03-31,8.464
2022-04-01,8.682
2022-04-02,8.682
2022-04-03,8.682
2022-04-04,8.702
2022-04-05,8.334
2022-04-06,7.725
2022-04-07,7.858
2022-04-08,8.045
2022-04-09,8.045
2022-04-10,8.045
2022-04-11,7.748
2022-04-12,7.807
2022-04-13,7.928
2022-04-14,7.988
2022-04-15,7.988
2022-04-16,7.988
2022-04-17,7.988
2022-04-18,8.34
2022-04-19,8.248
2022-04-20,8.118
2022-04-21,7.513
2022-04-22,7.136
2022-04-23,7.136
2022-04-24,7.136
2022-04-25,7.003
2022-04-26,6.88
2022-04-27,6.95
2022-04-28,7.169
2022-04-29,7.02
2022-04-30,7.02
2022-05-01,7.02
2022-05-02,6.876
2022-05-03,6.73
2022-05-04,7.249
2022-05-05,6.829
2022-05-06,7.022
2022-05-07,7.022
2022-05-08,7.022
2022-05-09,6.114
2022-05-10,6.029
2022-05-11,6.142
2022-05-12,6.172
2022-05-13,6.427
2022-05-14,6.427
2022-05-15,6.427
2022-05-16,6.563
2022-05-17,6.79
2022-05-18,6.57
2022-05-19,6.532
2022-05-20,6.733
2022-05-21,6.733
2022-05-22,6.733
2022-05-23,7.048
2022-05-24,7.002
2022-05-25,7.423
2022-05-26,7.82
2022-05-27,8.311
2022-05-28,8.311
2022-05-29,8.311
2022-05-30,8.311
2022-05-31,8.109
2022-06-01,8.224
2022-06-02,8.285
2022-06-03,8.308
2022-06-04,8.308
2022-06-05,8.308
2022-06-06,7.902
2022-06-07,8.25
2022-06-08,8.122
2022-06-09,8.197
2022-06-10,8.037
2022-06-11,8.037
2022-06-12,8.037
2022-06-13,7.589
2022-06-14,7.569
2022-06-15,7.35
2022-06-16,6.622
2022-06-17,6.115
2022-06-18,6.115
2022-06-19,6.115
2022-06-20,6.115
2022-06-21,5.87
2022-06-22,5.482
2022-06-23,5.384
2022-06-24,5.487
2022-06-25,5.487
2022-06-26,5.487
2022-06-27,5.707
2022-06-28,5.77
2022-06-29,5.42
2022-06-30,5.168
2022-07-01,5.202
2022-07-02,5.202
2022-07-03,5.202
2022-07-04,5.202
2022-07-05,4.669
2022-07-06,4.563
2022-07-07,4.848
2022-07-08,4.731
2022-07-09,4.731
2022-07-10,4.731
2022-07-11,4.715
2022-07-12,4.537
2022-07-13,4.511
2022-07-14,4.332
2022-07-15,4.531
2022-07-16,4.531
2022-07-17,4.531
2022-07-18,4.721
2022-07-19,4.925
2022-07-20,5.035
2022-07-21,4.87
2022-07-22,4.749
2022-07-23,4.749
2022-07-24,4.749
2022-07-25,5.079
2022-07-26,5.046
2022-07-27,5.248
2022-07-28,5.277
2022-07-29,5.551
2022-07-30,5.551
2022-07-31,5.551
2022-08-01,5.453
2022-08-02,5.391
2022-08-03,5.062
2022-08-04,5.197
2022-08-05,5.11
2022-08-06,5.11
2022-08-07,5.11
2022-08-08,5.239
2022-08-09,5.258
2022-08-10,5.122
2022-08-11,5.292
2022-08-12,5.331
2022-08-13,5.331
2022-08-14,5.331
2022-08-15,5.19
2022-08-16,5.108
2022-08-17,5.193
2022-08-18,5.463
2022-08-19,5.396
2022-08-20,5.396
2022-08-21,5.396
2022-08-22,5.245
2022-08-23,5.367
2022-08-24,5.509
2022-08-25,5.586
2022-08-26,5.523
2022-08-27,5.523
2022-08-28,5.523
2022-08-29,5.761
2022-08-30,5.488
2022-08-31,5.514
2022-09-01,5.374
2022-09-02,5.539
2022-09-03,5.539
2022-09-04,5.539
2022-09-05,5.539
2022-09-06,5.483
2022-09-07,5.361
2022-09-08,5.426
2022-09-09,5.635
2022-09-10,5.635
2022-09-11,5.635
2022-09-12,5.758
2022-09-13,5.606
2022-09-14,5.711
2022-09-15,5.724
2022-09-16,5.554
2022-09-17,5.554
2022-09-18,5.554
2022-09-19,5.286
2022-09-20,5.263
2022-09-21,5.131
2022-09-22,4.965
2022-09-23,4.521
2022-09-24,4.521
2022-09-25,4.521
2022-09-26,4.361
2022-09-27,4.457
2022-09-28,4.703
2022-09-29,4.774
2022-09-30,4.722
2022-10-01,4.722
2022-10-02,4.722
2022-10-03,5.374
2022-10-04,5.915
2022-10-05,6.141
2022-10-06,6.232
2022-10-07,6.239
2022-10-08,6.239
2022-10-09,6.239
2022-10-10,6.089
2022-10-11,5.977
2022-10-12,6.065
2022-10-13,6.384
2022-10-14,6.178
2022-10-15,6.178
2022-10-16,6.178
2022-10-17,6.186
2022-10-18,6.211
2022-10-19,6.431
2022-10-20,6.514
2022-10-21,6.826
2022-10-22,6.826
2022-10-23,6.826
2022-10-24,6.875
2022-10-25,6.917
2022-10-26,6.947
2022-10-27,6.901
2022-10-28,6.85
2022-10-29,6.85
2022-10-30,6.85
2022-10-31,6.983
2022-11-01,7.18
2022-11-02,6.968
2022-11-03,6.538
2022-11-04,6.523
2022-11-05,6.523
2022-11-06,6.523
2022-11-07,6.688
2022-11-08,6.741
2022-11-09,6.334
2022-11-10,6.639
2022-11-11,6.992
2022-11-12,6.992
2022-11-13,6.992
2022-11-14,6.754
2022-11-15,6.761
2022-11-16,6.481
2022-11-17,6.581
2022-11-18,6.424
2022-11-19,6.424
2022-11-20,6.424
2022-11-21,6.316
2022-11-22,6.588
2022-11-23,6.508
2022-11-24,6.508
2022-11-25,6.519
2022-11-26,6.519
2022-11-27,6.519
2022-11-28,6.222
2022-11-29,6.391
2022-11-30,6.48
2022-12-01,6.315
2022-12-02,6.271
2022-12-03,6.271
2022-12-04,6.271
2022-12-05,6.088
2022-12-06,5.915
2022-12-07,5.867
2022-12-08,5.887
2022-12-09,5.792
2022-12-10,5.792
2022-12-11,5.792
2022-12-12,5.92
2022-12-13,6.034
2022-12-14,5.891
2022-12-15,5.929
2022-12-16,5.66
2022-12-17,5.66
2022-12-18,5.66
2022-12-19,5.557
2022-12-20,5.636
2022-12-21,5.856
2022-12-22,5.644
2022-12-23,5.896
2022-12-24,5.896
2022-12-25,5.896
2022-12-26,5.896
2022-12-27,5.908
2022-12-28,5.63
2022-12-29,5.804
2022-12-30,5.913
2022-12-31,5.913
2023-01-01,5.913
2023-01-02,5.913
2023-01-03,5.582
2023-01-04,5.593
2023-01-05,5.908
2023-01-06,5.971
2023-01-07,5.971
2023-01-08,5.971
2023-01-09,6.037
2023-01-10,6.102
2023-01-11,6.104
2023-01-12,6.183
2023-01-13,6.259
2023-01-14,6.259
2023-01-15,6.259
2023-01-16,6.259
2023-01-17,6.433
2023-01-18,6.302
2023-01-19,6.384
2023-01-20,6.422
2023-01-21,6.422
2023-01-22,6.422
2023-01-23,6.481
2023-01-24,6.53
2023-01-25,6.548
2023-01-26,6.871
2023-01-27,6.82
2023-01-28,6.82
2023-01-29,6.82
2023-01-30,6.701
2023-01-31,6.854
2023-02-01,6.632
2023-02-02,6.455
2023-02-03,6.491
2023-02-04,6.491
2023-02-05,6.491
2023-02-06,6.453
2023-02-07,6.645
2023-02-08,6.675
2023-02-09,6.453
2023-02-10,6.832
2023-02-11,6.832
2023-02-12,6.832
2023-02-13,6.854
2023-02-14,6.92
2023-02-15,6.804
2023-02-16,6.637
2023-02-17,6.274
2023-02-18,6.274
2023-02-19,6.274
2023-02-20,6.274
2023-02-21,6.199
2023-02-22,6.102
2023-02-23,6.215
2023-02-24,6.266
2023-02-25,6.266
2023-02-26,6.266
2023-02-27,6.73
2023-02-28,6.535
2023-03-01,6.713
2023-03-02,6.827
2023-03-03,6.961
2023-03-04,6.961
2023-03-05,6.961
2023-03-06,6.926
2023-03-07,6.72
2023-03-08,6.428
2023-03-09,6.256
2023-03-10,6.072
2023-03-11,6.072
2023-03-12,6.072
2023-03-13,5.928
2023-03-14,5.979
2023-03-15,5.654
2023-03-16,5.773
2023-03-17,5.515
2023-03-18,5.515
2023-03-19,5.515
2023-03-20,5.638
2023-03-21,5.863
2023-03-22,5.693
2023-03-23,5.645
2023-03-24,5.792
2023-03-25,5.792
2023-03-26,5.792
2023-03-27,5.928
2023-03-28,5.985
2023-03-29,6.106
2023-03-30,6.055
2023-03-31,6.141
2023-04-01,6.141
2023-04-02,6.141
2023-04-03,6.821
2023-04-04,6.648
2023-04-05,6.701
2023-04-06,6.587
2023-04-07,6.587
2023-04-08,6.587
2023-04-09,6.587
2023-04-10,6.504
2023-04-11,6.53
2023-04-12,6.472
2023-04-13,6.434
2023-04-14,6.505
2023-04-15,6.505
2023-04-16,6.505
2023-04-17,6.479
2023-04-18,6.472
2023-04-19,6.303
2023-04-20,6.179
2023-04-21,6.128
2023-04-22,6.128
2023-04-23,6.128
2023-04-24,6.189
2023-04-25,6.032
2023-04-26,5.853
2023-04-27,5.949
2023-04-28,6.089
2023-04-29,6.089
2023-04-30,6.089
2023-05-01,6.026
2023-05-02,5.686
2023-05-03,5.476
2023-05-04,5.319
2023-05-05,5.53
2023-05-06,5.53
2023-05-07,5.53
2023-05-08,5.638
2023-05-09,5.627
2023-05-10,5.514
2023-05-11,5.284
2023-05-12,5.291
2023-05-13,5.291
2023-05-14,5.291
2023-05-15,5.365
2023-05-16,5.27
2023-05-17,5.481
2023-05-18,5.567
2023-05-19,5.575
2023-05-20,5.575
2023-05-21,5.575
2023-05-22,5.884
2023-05-23,5.957
2023-05-24,6.151
2023-05-25,5.911
2023-05-26,5.842
2023-05-27,5.842
2023-05-28,5.842
2023-05-29,5.842
2023-05-30,5.683
2023-05-31,5.566
2023-06-01,5.72
2023-06-02,6.196
2023-06-03,6.196
2023-06-04,6.196
2023-06-05,6.004
2023-06-06,6.127
2023-06-07,6.249
2023-06-08,6.156
2023-06-09,6.125
2023-06-10,6.125
2023-06-11,6.125
2023-06-12,6.231
2023-06-13,6.222
2023-06-14,6.146
2023-06-15,6.291
2023-06-16,6.314
2023-06-17,6.314
2023-06-18,6.314
2023-06-19,6.314
2023-06-20,6.189
2023-06-21,6.219
2023-06-22,6.119
