,EQT US Equity
2020-06-07,6.596
2020-06-08,7.412
2020-06-09,7.123
2020-06-10,6.657
2020-06-11,6.438
2020-06-12,6.499
2020-06-13,6.499
2020-06-14,6.499
2020-06-15,6.315
2020-06-16,6.179
2020-06-17,6.153
2020-06-18,6.004
2020-06-19,5.67
2020-06-20,5.67
2020-06-21,5.67
2020-06-22,5.42
2020-06-23,5.376
2020-06-24,5.262
2020-06-25,4.994
2020-06-26,4.674
2020-06-27,4.674
2020-06-28,4.674
2020-06-29,4.854
2020-06-30,5.222
2020-07-01,5.021
2020-07-02,5.56
2020-07-03,5.56
2020-07-04,5.56
2020-07-05,5.56
2020-07-06,5.968
2020-07-07,6.175
2020-07-08,5.841
2020-07-09,5.78
2020-07-10,5.714
2020-07-11,5.714
2020-07-12,5.714
2020-07-13,5.481
2020-07-14,5.534
2020-07-15,5.595
2020-07-16,5.556
2020-07-17,5.477
2020-07-18,5.477
2020-07-19,5.477
2020-07-20,5.429
2020-07-21,5.863
2020-07-22,5.718
2020-07-23,6.245
2020-07-24,6.219
2020-07-25,6.219
2020-07-26,6.219
2020-07-27,5.885
2020-07-28,6.607
2020-07-29,6.927
2020-07-30,6.808
2020-07-31,6.941
2020-08-01,6.941
2020-08-02,6.941
2020-08-03,7.501
2020-08-04,7.639
2020-08-05,7.821
2020-08-06,7.812
2020-08-07,8.208
2020-08-08,8.208
2020-08-09,8.208
2020-08-10,8.204
2020-08-11,7.759
2020-08-12,7.826
2020-08-13,7.644
2020-08-14,8.108
2020-08-15,8.108
2020-08-16,8.108
2020-08-17,8.18
2020-08-18,7.902
2020-08-19,7.95
2020-08-20,7.582
2020-08-21,7.668
2020-08-22,7.668
2020-08-23,7.668
2020-08-24,7.831
2020-08-25,7.826
2020-08-26,7.496
2020-08-27,7.721
2020-08-28,7.659
2020-08-29,7.659
2020-08-30,7.659
2020-08-31,7.587
2020-09-01,7.458
2020-09-02,7.2
2020-09-03,7.31
2020-09-04,7.343
2020-09-05,7.343
2020-09-06,7.343
2020-09-07,7.343
2020-09-08,6.932
2020-09-09,7.061
2020-09-10,6.726
2020-09-11,6.707
2020-09-12,6.707
2020-09-13,6.707
2020-09-14,6.803
2020-09-15,6.812
2020-09-16,7.056
2020-09-17,6.97
2020-09-18,7.238
2020-09-19,7.238
2020-09-20,7.238
2020-09-21,7.386
2020-09-22,7.032
2020-09-23,6.879
2020-09-24,6.922
2020-09-25,6.631
2020-09-26,6.631
2020-09-27,6.631
2020-09-28,6.688
2020-09-29,6.138
2020-09-30,6.181
2020-10-01,6.062
2020-10-02,6.086
2020-10-03,6.086
2020-10-04,6.086
2020-10-05,6.545
2020-10-06,6.435
2020-10-07,6.755
2020-10-08,6.932
2020-10-09,7.023
2020-10-10,7.023
2020-10-11,7.023
2020-10-12,7.362
2020-10-13,7.29
2020-10-14,7.099
2020-10-15,7.219
2020-10-16,7.032
2020-10-17,7.032
2020-10-18,7.032
2020-10-19,7.008
2020-10-20,7.185
2020-10-21,7.09
2020-10-22,7.353
2020-10-23,7.516
2020-10-24,7.516
2020-10-25,7.516
2020-10-26,7.274
2020-10-27,7.52
2020-10-28,6.941
2020-10-29,6.849
2020-10-30,6.659
2020-10-31,6.659
2020-11-01,6.659
2020-11-02,6.805
2020-11-03,6.536
2020-11-04,6.246
2020-11-05,6.272
2020-11-06,6.224
2020-11-07,6.224
2020-11-08,6.224
2020-11-09,5.934
2020-11-10,12.212
2020-11-11,12.714
2020-11-12,12.567
2020-11-13,13.181
2020-11-14,13.181
2020-11-15,13.181
2020-11-16,12.679
2020-11-17,12.489
2020-11-18,12.463
2020-11-19,19.0
2020-11-20,18.657
2020-11-21,18.657
2020-11-22,18.657
2020-11-23,19.532
2020-11-24,20.242
2020-11-25,19.519
2020-11-26,19.519
2020-11-27,19.329
2020-11-28,19.329
2020-11-29,19.329
2020-11-30,18.86
2020-12-01,18.353
2020-12-02,18.366
2020-12-03,17.098
2020-12-04,18.049
2020-12-05,18.049
2020-12-06,18.049
2020-12-07,17.593
2020-12-08,18.479
2020-12-09,19.252
2020-12-10,20.232
2020-12-11,19.252
2020-12-12,19.252
2020-12-13,19.252
2020-12-14,19.155
2020-12-15,19.694
2020-12-16,18.783
2020-12-17,19.195
2020-12-18,19.209
2020-12-19,19.209
2020-12-20,19.209
2020-12-21,19.11
2020-12-22,18.868
2020-12-23,20.161
2020-12-24,19.763
2020-12-25,19.763
2020-12-26,19.763
2020-12-27,19.763
2020-12-28,17.916
2020-12-29,17.703
2020-12-30,18.442
2020-12-31,18.058
2021-01-01,18.058
2021-01-02,18.058
2021-01-03,18.058
2021-01-04,19.053
2021-01-05,19.948
2021-01-06,21.255
2021-01-07,27.676
2021-01-08,26.898
2021-01-09,26.898
2021-01-10,26.898
2021-01-11,28.195
2021-01-12,30.529
2021-01-13,31.844
2021-01-14,33.159
2021-01-15,34.271
2021-01-16,34.271
2021-01-17,34.271
2021-01-18,34.271
2021-01-19,46.871
2021-01-20,68.661
2021-01-21,67.855
2021-01-22,69.552
2021-01-23,69.552
2021-01-24,69.552
2021-01-25,33.973
2021-01-26,32.942
2021-01-27,34.159
2021-01-28,33.911
2021-01-29,33.715
2021-01-30,33.715
2021-01-31,33.715
2021-02-01,35.162
2021-02-02,34.253
2021-02-03,35.679
2021-02-04,35.121
2021-02-05,34.625
2021-02-06,34.625
2021-02-07,34.625
2021-02-08,35.307
2021-02-09,34.005
2021-02-10,34.666
2021-02-11,38.236
2021-02-12,40.122
2021-02-13,40.122
2021-02-14,40.122
2021-02-15,40.122
2021-02-16,40.576
2021-02-17,34.26
2021-02-18,32.705
2021-02-19,30.579
2021-02-20,30.579
2021-02-21,30.579
2021-02-22,35.951
2021-02-23,34.004
2021-02-24,35.854
2021-02-25,34.967
2021-02-26,31.158
2021-02-27,31.158
2021-02-28,31.158
2021-03-01,32.297
2021-03-02,32.297
2021-03-03,32.262
2021-03-04,32.069
2021-03-05,31.491
2021-03-06,31.491
2021-03-07,31.491
2021-03-08,23.903
2021-03-09,24.385
2021-03-10,25.83
2021-03-11,26.752
2021-03-12,25.802
2021-03-13,25.802
2021-03-14,25.802
2021-03-15,25.344
2021-03-16,25.29
2021-03-17,25.575
2021-03-18,23.879
2021-03-19,25.059
2021-03-20,25.059
2021-03-21,25.059
2021-03-22,25.059
2021-03-23,24.34
2021-03-24,23.797
2021-03-25,25.222
2021-03-26,26.742
2021-03-27,26.742
2021-03-28,26.742
2021-03-29,26.145
2021-03-30,24.734
2021-03-31,25.208
2021-04-01,25.724
2021-04-02,25.724
2021-04-03,25.724
2021-04-04,25.724
2021-04-05,24.557
2021-04-06,25.032
2021-04-07,23.963
2021-04-08,23.577
2021-04-09,22.872
2021-04-10,22.872
2021-04-11,22.872
2021-04-12,21.988
2021-04-13,22.14
2021-04-14,23.124
2021-04-15,22.163
2021-04-16,22.013
2021-04-17,22.013
2021-04-18,22.013
2021-04-19,22.899
2021-04-20,18.418
2021-04-21,18.418
2021-04-22,23.557
2021-04-23,23.544
2021-04-24,23.544
2021-04-25,23.544
2021-04-26,24.341
2021-04-27,24.767
2021-04-28,25.962
2021-04-29,25.683
2021-04-30,25.378
2021-05-01,25.378
2021-05-02,25.378
2021-05-03,26.241
2021-05-04,26.454
2021-05-05,26.813
2021-05-06,22.195
2021-05-07,22.988
2021-05-08,22.988
2021-05-09,22.988
2021-05-10,23.277
2021-05-11,19.555
2021-05-12,19.257
2021-05-13,18.583
2021-05-14,19.736
2021-05-15,19.736
2021-05-16,19.736
2021-05-17,21.342
2021-05-18,20.435
2021-05-19,20.111
2021-05-20,19.796
2021-05-21,20.129
2021-05-22,20.129
2021-05-23,20.129
2021-05-24,19.248
2021-05-25,18.546
2021-05-26,19.095
2021-05-27,18.672
2021-05-28,18.78
2021-05-29,18.78
2021-05-30,18.78
2021-05-31,18.78
2021-06-01,19.581
2021-06-02,18.858
2021-06-03,18.58
2021-06-04,18.615
2021-06-05,18.615
2021-06-06,18.615
2021-06-07,18.953
2021-06-08,19.526
2021-06-09,19.439
2021-06-10,19.552
2021-06-11,19.977
2021-06-12,19.977
2021-06-13,19.977
2021-06-14,19.439
2021-06-15,18.962
2021-06-16,17.299
2021-06-17,13.464
2021-06-18,12.708
2021-06-19,12.708
2021-06-20,12.708
2021-06-21,13.411
2021-06-22,13.372
2021-06-23,13.582
2021-06-24,14.062
2021-06-25,14.476
2021-06-26,14.476
2021-06-27,14.476
2021-06-28,14.042
2021-06-29,13.288
2021-06-30,13.978
2021-07-01,13.903
2021-07-02,13.57
2021-07-03,13.57
2021-07-04,13.57
2021-07-05,13.57
2021-07-06,14.658
2021-07-07,14.566
2021-07-08,13.899
2021-07-09,14.14
2021-07-10,14.14
2021-07-11,14.14
2021-07-12,14.207
2021-07-13,14.2
2021-07-14,13.616
2021-07-15,13.569
2021-07-16,12.882
2021-07-17,12.882
2021-07-18,12.882
2021-07-19,11.498
2021-07-20,11.92
2021-07-21,12.52
2021-07-22,12.486
2021-07-23,12.351
2021-07-24,12.351
2021-07-25,12.351
2021-07-26,12.009
2021-07-27,11.693
2021-07-28,11.94
2021-07-29,9.531
2021-07-30,9.378
2021-07-31,9.378
2021-08-01,9.378
2021-08-02,9.074
2021-08-03,9.265
2021-08-04,9.426
2021-08-05,9.575
2021-08-06,9.834
2021-08-07,9.834
2021-08-08,9.834
2021-08-09,10.147
2021-08-10,10.699
2021-08-11,10.588
2021-08-12,10.351
2021-08-13,9.909
2021-08-14,9.909
2021-08-15,9.909
2021-08-16,9.589
2021-08-17,9.406
2021-08-18,9.07
2021-08-19,8.976
2021-08-20,8.942
2021-08-21,8.942
2021-08-22,8.942
2021-08-23,9.147
2021-08-24,9.163
2021-08-25,9.644
2021-08-26,9.583
2021-08-27,10.285
2021-08-28,10.285
2021-08-29,10.285
2021-08-30,10.003
2021-08-31,10.125
2021-09-01,10.356
2021-09-02,10.953
2021-09-03,11.34
2021-09-04,11.34
2021-09-05,11.34
2021-09-06,11.34
2021-09-07,11.224
2021-09-08,11.307
2021-09-09,10.975
2021-09-10,10.716
2021-09-11,10.716
2021-09-12,10.716
2021-09-13,11.03
2021-09-14,10.787
2021-09-15,10.584
2021-09-16,9.957
2021-09-17,9.684
2021-09-18,9.684
2021-09-19,9.684
2021-09-20,9.648
2021-09-21,9.458
2021-09-22,9.72
2021-09-23,10.008
2021-09-24,10.248
2021-09-25,10.248
2021-09-26,10.248
2021-09-27,11.453
2021-09-28,11.32
2021-09-29,10.638
2021-09-30,10.495
2021-10-01,10.577
2021-10-02,10.577
2021-10-03,10.577
2021-10-04,10.398
2021-10-05,10.466
2021-10-06,10.161
2021-10-07,9.331
2021-10-08,9.147
2021-10-09,9.147
2021-10-10,9.147
2021-10-11,8.717
2021-10-12,8.687
2021-10-13,8.695
2021-10-14,8.328
2021-10-15,7.636
2021-10-16,7.636
2021-10-17,7.636
2021-10-18,7.733
2021-10-19,7.298
2021-10-20,7.701
2021-10-21,7.467
2021-10-22,7.712
2021-10-23,7.712
2021-10-24,7.712
2021-10-25,8.124
2021-10-26,8.131
2021-10-27,7.685
2021-10-28,7.187
2021-10-29,6.69
2021-10-30,6.69
2021-10-31,6.69
2021-11-01,6.828
2021-11-02,6.749
2021-11-03,6.765
2021-11-04,6.652
2021-11-05,6.72
2021-11-06,6.72
2021-11-07,6.72
2021-11-08,6.737
2021-11-09,6.613
2021-11-10,6.392
2021-11-11,6.899
2021-11-12,6.951
2021-11-13,6.951
2021-11-14,6.951
2021-11-15,7.128
2021-11-16,7.174
2021-11-17,6.975
2021-11-18,6.881
2021-11-19,6.789
2021-11-20,6.789
2021-11-21,6.789
2021-11-22,6.812
2021-11-23,6.949
2021-11-24,7.005
2021-11-25,7.005
2021-11-26,6.903
2021-11-27,6.903
2021-11-28,6.903
2021-11-29,6.811
2021-11-30,6.39
2021-12-01,6.038
2021-12-02,6.101
2021-12-03,7.016
2021-12-04,7.016
2021-12-05,7.016
2021-12-06,7.073
2021-12-07,7.152
2021-12-08,7.298
2021-12-09,7.207
2021-12-10,7.259
2021-12-11,7.259
2021-12-12,7.259
2021-12-13,6.76
2021-12-14,6.906
2021-12-15,6.808
2021-12-16,6.948
2021-12-17,6.902
2021-12-18,6.902
2021-12-19,6.902
2021-12-20,6.899
2021-12-21,6.88
2021-12-22,7.201
2021-12-23,7.185
2021-12-24,7.185
2021-12-25,7.185
2021-12-26,7.185
2021-12-27,7.409
2021-12-28,7.425
2021-12-29,7.402
2021-12-30,7.194
2021-12-31,7.119
2022-01-01,7.119
2022-01-02,7.119
2022-01-03,7.123
2022-01-04,7.315
2022-01-05,7.061
2022-01-06,7.074
2022-01-07,7.408
2022-01-08,7.408
2022-01-09,7.408
2022-01-10,7.47
2022-01-11,7.642
2022-01-12,8.009
2022-01-13,7.572
2022-01-14,7.894
2022-01-15,7.894
2022-01-16,7.894
2022-01-17,7.894
2022-01-18,7.383
2022-01-19,7.23
2022-01-20,6.878
2022-01-21,6.695
2022-01-22,6.695
2022-01-23,6.695
2022-01-24,6.931
2022-01-25,6.467
2022-01-26,6.351
2022-01-27,6.525
2022-01-28,6.802
2022-01-29,6.802
2022-01-30,6.802
2022-01-31,6.837
2022-02-01,7.011
2022-02-02,7.127
2022-02-03,6.869
2022-02-04,6.937
2022-02-05,6.937
2022-02-06,6.937
2022-02-07,6.811
2022-02-08,6.794
2022-02-09,6.897
2022-02-10,7.076
2022-02-11,7.554
2022-02-12,7.554
2022-02-13,7.554
2022-02-14,7.501
2022-02-15,7.61
2022-02-16,7.715
2022-02-17,7.646
2022-02-18,7.353
2022-02-19,7.353
2022-02-20,7.353
2022-02-21,7.353
2022-02-22,7.276
2022-02-23,7.343
2022-02-24,7.481
2022-02-25,7.66
2022-02-26,7.66
2022-02-27,7.66
2022-02-28,7.787
2022-03-01,8.218
2022-03-02,8.373
2022-03-03,8.62
2022-03-04,9.144
2022-03-05,9.144
2022-03-06,9.144
2022-03-07,9.495
2022-03-08,9.126
2022-03-09,9.311
2022-03-10,8.711
2022-03-11,9.244
2022-03-12,9.244
2022-03-13,9.244
2022-03-14,7.306
2022-03-15,7.369
2022-03-16,7.493
2022-03-17,7.775
2022-03-18,7.795
2022-03-19,7.795
2022-03-20,7.795
2022-03-21,8.168
2022-03-22,7.662
2022-03-23,7.798
2022-03-24,8.352
2022-03-25,9.327
2022-03-26,9.327
2022-03-27,9.327
2022-03-28,9.482
2022-03-29,9.24
2022-03-30,9.284
2022-03-31,9.349
2022-04-01,9.789
2022-04-02,9.789
2022-04-03,9.789
2022-04-04,9.865
2022-04-05,9.83
2022-04-06,10.126
2022-04-07,9.32
2022-04-08,9.825
2022-04-09,9.825
2022-04-10,9.825
2022-04-11,10.045
2022-04-12,10.284
2022-04-13,10.643
2022-04-14,10.101
2022-04-15,10.101
2022-04-16,10.101
2022-04-17,10.101
2022-04-18,10.257
2022-04-19,10.871
2022-04-20,10.634
2022-04-21,10.013
2022-04-22,9.189
2022-04-23,9.189
2022-04-24,9.189
2022-04-25,8.519
2022-04-26,8.27
2022-04-27,8.419
2022-04-28,8.575
2022-04-29,8.398
2022-04-30,8.398
2022-05-01,8.398
2022-05-02,8.41
2022-05-03,8.966
2022-05-04,9.156
2022-05-05,8.936
2022-05-06,8.751
2022-05-07,8.751
2022-05-08,8.751
2022-05-09,7.792
2022-05-10,7.829
2022-05-11,7.868
2022-05-12,7.847
2022-05-13,7.949
2022-05-14,7.949
2022-05-15,7.949
2022-05-16,8.407
2022-05-17,9.095
2022-05-18,8.66
2022-05-19,8.677
2022-05-20,8.889
2022-05-21,8.889
2022-05-22,8.889
2022-05-23,9.679
2022-05-24,9.844
2022-05-25,10.222
2022-05-26,10.342
2022-05-27,10.809
2022-05-28,10.809
2022-05-29,10.809
2022-05-30,10.809
2022-05-31,10.651
2022-06-01,11.115
2022-06-02,10.907
2022-06-03,10.711
2022-06-04,10.711
2022-06-05,10.711
2022-06-06,10.746
2022-06-07,10.912
2022-06-08,10.735
2022-06-09,10.538
2022-06-10,10.513
2022-06-11,10.513
2022-06-12,10.513
2022-06-13,9.776
2022-06-14,8.857
2022-06-15,8.945
2022-06-16,8.371
2022-06-17,7.796
2022-06-18,7.796
2022-06-19,7.796
2022-06-20,7.796
2022-06-21,7.232
2022-06-22,6.894
2022-06-23,6.513
2022-06-24,6.515
2022-06-25,6.515
2022-06-26,6.515
2022-06-27,6.636
2022-06-28,6.924
2022-06-29,6.794
2022-06-30,6.229
2022-07-01,6.206
2022-07-02,6.206
2022-07-03,6.206
2022-07-04,6.206
2022-07-05,5.834
2022-07-06,5.763
2022-07-07,6.29
2022-07-08,6.277
2022-07-09,6.277
2022-07-10,6.277
2022-07-11,6.027
2022-07-12,5.997
2022-07-13,6.401
2022-07-14,6.066
2022-07-15,6.161
2022-07-16,6.161
2022-07-17,6.161
2022-07-18,6.274
2022-07-19,6.487
2022-07-20,6.83
2022-07-21,7.063
2022-07-22,6.929
2022-07-23,6.929
2022-07-24,6.929
2022-07-25,7.343
2022-07-26,7.365
2022-07-27,7.129
2022-07-28,6.749
2022-07-29,7.005
2022-07-30,7.005
2022-07-31,7.005
2022-08-01,6.778
2022-08-02,6.709
2022-08-03,6.855
2022-08-04,6.608
2022-08-05,6.801
2022-08-06,6.801
2022-08-07,6.801
2022-08-08,6.673
2022-08-09,6.926
2022-08-10,6.779
2022-08-11,7.15
2022-08-12,7.211
2022-08-13,7.211
2022-08-14,7.211
2022-08-15,7.0
2022-08-16,7.3
2022-08-17,7.288
2022-08-18,7.463
2022-08-19,7.379
2022-08-20,7.379
2022-08-21,7.379
2022-08-22,7.62
2022-08-23,7.422
2022-08-24,7.709
2022-08-25,7.676
2022-08-26,7.759
2022-08-27,7.759
2022-08-28,7.759
2022-08-29,7.883
2022-08-30,6.941
2022-08-31,7.079
2022-09-01,6.858
2022-09-02,7.002
2022-09-03,7.002
2022-09-04,7.002
2022-09-05,7.002
2022-09-06,6.403
2022-09-07,6.291
2022-09-08,6.386
2022-09-09,6.556
2022-09-10,6.556
2022-09-11,6.556
2022-09-12,6.82
2022-09-13,6.496
2022-09-14,6.861
2022-09-15,6.246
2022-09-16,5.992
2022-09-17,5.992
2022-09-18,5.992
2022-09-19,6.379
2022-09-20,6.278
2022-09-21,6.12
2022-09-22,5.682
2022-09-23,5.029
2022-09-24,5.029
2022-09-25,5.029
2022-09-26,4.918
2022-09-27,4.957
2022-09-28,5.149
2022-09-29,4.987
2022-09-30,5.141
2022-10-01,5.141
2022-10-02,5.141
2022-10-03,5.268
2022-10-04,5.778
2022-10-05,5.834
2022-10-06,5.659
2022-10-07,5.557
2022-10-08,5.557
2022-10-09,5.557
2022-10-10,5.419
2022-10-11,5.518
2022-10-12,5.518
2022-10-13,5.683
2022-10-14,5.331
2022-10-15,5.331
2022-10-16,5.331
2022-10-17,5.419
2022-10-18,5.317
2022-10-19,5.197
2022-10-20,5.016
2022-10-21,4.664
2022-10-22,4.664
2022-10-23,4.664
2022-10-24,4.709
2022-10-25,4.865
2022-10-26,4.909
2022-10-27,4.918
2022-10-28,4.977
2022-10-29,4.977
2022-10-30,4.977
2022-10-31,5.409
2022-11-01,5.303
2022-11-02,5.267
2022-11-03,5.121
2022-11-04,5.341
2022-11-05,5.341
2022-11-06,5.341
2022-11-07,5.744
2022-11-08,5.733
2022-11-09,5.347
2022-11-10,5.617
2022-11-11,5.581
2022-11-12,5.581
2022-11-13,5.581
2022-11-14,5.609
2022-11-15,5.793
2022-11-16,5.493
2022-11-17,5.519
2022-11-18,5.365
2022-11-19,5.365
2022-11-20,5.365
2022-11-21,5.404
2022-11-22,5.725
2022-11-23,5.709
2022-11-24,5.709
2022-11-25,5.639
2022-11-26,5.639
2022-11-27,5.639
2022-11-28,5.441
2022-11-29,5.591
2022-11-30,5.558
2022-12-01,5.441
2022-12-02,5.233
2022-12-03,5.233
2022-12-04,5.233
2022-12-05,4.829
2022-12-06,4.808
2022-12-07,4.785
2022-12-08,4.649
2022-12-09,4.667
2022-12-10,4.667
2022-12-11,4.667
2022-12-12,4.788
2022-12-13,4.822
2022-12-14,4.9
2022-12-15,4.955
2022-12-16,4.826
2022-12-17,4.826
2022-12-18,4.826
2022-12-19,4.669
2022-12-20,4.673
2022-12-21,4.738
2022-12-22,4.526
2022-12-23,4.682
2022-12-24,4.682
2022-12-25,4.682
2022-12-26,4.682
2022-12-27,4.699
2022-12-28,4.335
2022-12-29,4.383
2022-12-30,4.377
2022-12-31,4.377
2023-01-01,4.377
2023-01-02,4.377
2023-01-03,4.117
2023-01-04,4.368
2023-01-05,4.22
2023-01-06,4.385
2023-01-07,4.385
2023-01-08,4.385
2023-01-09,4.609
2023-01-10,4.713
2023-01-11,4.613
2023-01-12,4.999
2023-01-13,5.101
2023-01-14,5.101
2023-01-15,5.101
2023-01-16,5.101
2023-01-17,5.534
2023-01-18,5.273
2023-01-19,5.316
2023-01-20,5.32
2023-01-21,5.32
2023-01-22,5.32
2023-01-23,5.522
2023-01-24,5.459
2023-01-25,5.293
2023-01-26,5.274
2023-01-27,5.247
2023-01-28,5.247
2023-01-29,5.247
2023-01-30,5.123
2023-01-31,5.206
2023-02-01,5.199
2023-02-02,5.234
2023-02-03,5.172
2023-02-04,5.172
2023-02-05,5.172
2023-02-06,4.96
2023-02-07,5.073
2023-02-08,4.932
2023-02-09,5.247
2023-02-10,5.489
2023-02-11,5.489
2023-02-12,5.489
2023-02-13,5.349
2023-02-14,5.387
2023-02-15,5.356
2023-02-16,5.556
2023-02-17,5.336
2023-02-18,5.336
2023-02-19,5.336
2023-02-20,5.336
2023-02-21,5.021
2023-02-22,5.36
2023-02-23,5.445
2023-02-24,5.821
2023-02-25,5.821
2023-02-26,5.821
2023-02-27,5.762
2023-02-28,5.702
2023-03-01,5.646
2023-03-02,5.818
2023-03-03,6.01
2023-03-04,6.01
2023-03-05,6.01
2023-03-06,5.783
2023-03-07,5.691
2023-03-08,5.555
2023-03-09,5.434
2023-03-10,5.399
2023-03-11,5.399
2023-03-12,5.399
2023-03-13,5.422
2023-03-14,5.496
2023-03-15,5.163
2023-03-16,5.394
2023-03-17,5.384
2023-03-18,5.384
2023-03-19,5.384
2023-03-20,5.529
2023-03-21,5.683
2023-03-22,5.409
2023-03-23,5.603
2023-03-24,5.799
2023-03-25,5.799
2023-03-26,5.799
2023-03-27,5.758
2023-03-28,5.845
2023-03-29,5.949
2023-03-30,5.919
2023-03-31,6.036
2023-04-01,6.036
2023-04-02,6.036
2023-04-03,6.056
2023-04-04,6.186
2023-04-05,6.318
2023-04-06,6.225
2023-04-07,6.225
2023-04-08,6.225
2023-04-09,6.225
2023-04-10,6.936
2023-04-11,7.151
2023-04-12,6.995
2023-04-13,7.129
2023-04-14,7.178
2023-04-15,7.178
2023-04-16,7.178
2023-04-17,7.172
2023-04-18,7.491
2023-04-19,7.299
2023-04-20,7.205
2023-04-21,7.305
2023-04-22,7.305
2023-04-23,7.305
2023-04-24,7.23
2023-04-25,7.003
2023-04-26,6.916
2023-04-27,7.419
2023-04-28,7.696
2023-04-29,7.696
2023-04-30,7.696
2023-05-01,7.511
2023-05-02,7.195
2023-05-03,6.904
2023-05-04,6.762
2023-05-05,7.048
2023-05-06,7.048
2023-05-07,7.048
2023-05-08,7.055
2023-05-09,7.054
2023-05-10,7.015
2023-05-11,6.95
2023-05-12,7.246
2023-05-13,7.246
2023-05-14,7.246
2023-05-15,7.594
2023-05-16,7.499
2023-05-17,7.539
2023-05-18,8.0
2023-05-19,7.719
2023-05-20,7.719
2023-05-21,7.719
2023-05-22,7.75
2023-05-23,7.652
2023-05-24,7.92
2023-05-25,7.951
2023-05-26,7.864
2023-05-27,7.864
2023-05-28,7.864
2023-05-29,7.864
2023-05-30,7.649
2023-05-31,7.583
2023-06-01,7.549
2023-06-02,7.861
2023-06-03,7.861
2023-06-04,7.861
2023-06-05,7.751
2023-06-06,8.035
2023-06-07,8.422
2023-06-08,8.456
2023-06-09,8.365
2023-06-10,8.365
2023-06-11,8.365
2023-06-12,8.413
2023-06-13,8.567
2023-06-14,8.459
2023-06-15,8.569
2023-06-16,8.721
2023-06-17,8.721
2023-06-18,8.721
2023-06-19,8.721
2023-06-20,8.65
2023-06-21,8.755
2023-06-22,8.685
