,ALK US Equity
2020-07-26,3.42
2020-07-27,3.332
2020-07-28,3.415
2020-07-29,3.391
2020-07-30,3.381
2020-07-31,3.36
2020-08-01,3.36
2020-08-02,3.36
2020-08-03,3.317
2020-08-04,3.346
2020-08-05,3.489
2020-08-06,3.553
2020-08-07,3.572
2020-08-08,3.572
2020-08-09,3.572
2020-08-10,3.829
2020-08-11,3.803
2020-08-12,3.752
2020-08-13,3.687
2020-08-14,3.676
2020-08-15,3.676
2020-08-16,3.676
2020-08-17,3.538
2020-08-18,3.531
2020-08-19,3.498
2020-08-20,3.49
2020-08-21,3.457
2020-08-22,3.457
2020-08-23,3.457
2020-08-24,3.66
2020-08-25,3.679
2020-08-26,3.58
2020-08-27,3.756
2020-08-28,3.974
2020-08-29,3.974
2020-08-30,3.974
2020-08-31,3.8
2020-09-01,3.82
2020-09-02,3.948
2020-09-03,3.94
2020-09-04,3.982
2020-09-05,3.982
2020-09-06,3.982
2020-09-07,3.982
2020-09-08,4.059
2020-09-09,3.968
2020-09-10,3.989
2020-09-11,3.935
2020-09-12,3.935
2020-09-13,3.935
2020-09-14,4.05
2020-09-15,4.115
2020-09-16,4.207
2020-09-17,4.112
2020-09-18,4.004
2020-09-19,4.004
2020-09-20,4.004
2020-09-21,3.672
2020-09-22,3.696
2020-09-23,3.596
2020-09-24,3.483
2020-09-25,3.58
2020-09-26,3.58
2020-09-27,3.58
2020-09-28,3.662
2020-09-29,3.578
2020-09-30,3.574
2020-10-01,3.601
2020-10-02,3.66
2020-10-03,3.66
2020-10-04,3.66
2020-10-05,3.665
2020-10-06,3.521
2020-10-07,3.612
2020-10-08,3.769
2020-10-09,3.775
2020-10-10,3.775
2020-10-11,3.775
2020-10-12,3.747
2020-10-13,3.707
2020-10-14,3.761
2020-10-15,3.71
2020-10-16,3.839
2020-10-17,3.839
2020-10-18,3.839
2020-10-19,3.861
2020-10-20,3.896
2020-10-21,3.872
2020-10-22,3.96
2020-10-23,4.056
2020-10-24,4.056
2020-10-25,4.056
2020-10-26,3.764
2020-10-27,3.656
2020-10-28,3.484
2020-10-29,3.588
2020-10-30,3.697
2020-10-31,3.697
2020-11-01,3.697
2020-11-02,3.734
2020-11-03,3.762
2020-11-04,3.688
2020-11-05,3.822
2020-11-06,3.733
2020-11-07,3.733
2020-11-08,3.733
2020-11-09,4.479
2020-11-10,4.441
2020-11-11,4.326
2020-11-12,4.138
2020-11-13,4.357
2020-11-14,4.357
2020-11-15,4.357
2020-11-16,4.601
2020-11-17,4.63
2020-11-18,4.656
2020-11-19,4.731
2020-11-20,4.656
2020-11-21,4.656
2020-11-22,4.656
2020-11-23,4.851
2020-11-24,5.109
2020-11-25,5.119
2020-11-26,5.119
2020-11-27,5.029
2020-11-28,5.029
2020-11-29,5.029
2020-11-30,4.973
2020-12-01,4.97
2020-12-02,5.004
2020-12-03,5.172
2020-12-04,5.165
2020-12-05,5.165
2020-12-06,5.165
2020-12-07,4.977
2020-12-08,4.973
2020-12-09,4.913
2020-12-10,5.004
2020-12-11,4.866
2020-12-12,4.866
2020-12-13,4.866
2020-12-14,4.774
2020-12-15,4.91
2020-12-16,4.854
2020-12-17,4.895
2020-12-18,4.912
2020-12-19,4.912
2020-12-20,4.912
2020-12-21,4.9
2020-12-22,4.912
2020-12-23,5.058
2020-12-24,5.098
2020-12-25,5.098
2020-12-26,5.098
2020-12-27,5.098
2020-12-28,5.13
2020-12-29,5.076
2020-12-30,5.161
2020-12-31,5.073
2021-01-01,5.073
2021-01-02,5.073
2021-01-03,5.073
2021-01-04,4.804
2021-01-05,4.864
2021-01-06,5.026
2021-01-07,5.007
2021-01-08,4.974
2021-01-09,4.974
2021-01-10,4.974
2021-01-11,4.893
2021-01-12,5.043
2021-01-13,5.059
2021-01-14,5.407
2021-01-15,5.234
2021-01-16,5.234
2021-01-17,5.234
2021-01-18,5.234
2021-01-19,5.338
2021-01-20,5.445
2021-01-21,5.362
2021-01-22,5.314
2021-01-23,5.314
2021-01-24,5.314
2021-01-25,5.161
2021-01-26,5.057
2021-01-27,4.766
2021-01-28,4.943
2021-01-29,4.764
2021-01-30,4.764
2021-01-31,4.764
2021-02-01,4.867
2021-02-02,4.942
2021-02-03,5.126
2021-02-04,5.315
2021-02-05,5.286
2021-02-06,5.286
2021-02-07,5.286
2021-02-08,5.569
2021-02-09,5.438
2021-02-10,5.596
2021-02-11,5.628
2021-02-12,5.616
2021-02-13,5.616
2021-02-14,5.616
2021-02-15,5.616
2021-02-16,5.848
2021-02-17,5.853
2021-02-18,5.844
2021-02-19,6.076
2021-02-20,6.076
2021-02-21,6.076
2021-02-22,6.206
2021-02-23,6.49
2021-02-24,6.58
2021-02-25,6.396
2021-02-26,6.343
2021-02-27,6.343
2021-02-28,6.343
2021-03-01,6.325
2021-03-02,6.382
2021-03-03,6.435
2021-03-04,6.304
2021-03-05,6.331
2021-03-06,6.331
2021-03-07,6.331
2021-03-08,6.633
2021-03-09,6.526
2021-03-10,6.477
2021-03-11,6.409
2021-03-12,6.636
2021-03-13,6.636
2021-03-14,6.636
2021-03-15,7.022
2021-03-16,6.888
2021-03-17,7.141
2021-03-18,6.887
2021-03-19,6.905
2021-03-20,6.905
2021-03-21,6.905
2021-03-22,6.689
2021-03-23,6.406
2021-03-24,6.382
2021-03-25,6.61
2021-03-26,6.665
2021-03-27,6.665
2021-03-28,6.665
2021-03-29,6.585
2021-03-30,6.823
2021-03-31,6.752
2021-04-01,6.78
2021-04-02,6.78
2021-04-03,6.78
2021-04-04,6.78
2021-04-05,6.936
2021-04-06,7.194
2021-04-07,7.06
2021-04-08,7.092
2021-04-09,7.086
2021-04-10,7.086
2021-04-11,7.086
2021-04-12,6.956
2021-04-13,6.851
2021-04-14,6.885
2021-04-15,6.774
2021-04-16,6.764
2021-04-17,6.764
2021-04-18,6.764
2021-04-19,6.709
2021-04-20,6.527
2021-04-21,6.715
2021-04-22,6.533
2021-04-23,6.752
2021-04-24,6.752
2021-04-25,6.752
2021-04-26,6.779
2021-04-27,6.74
2021-04-28,6.698
2021-04-29,6.69
2021-04-30,6.745
2021-05-01,6.745
2021-05-02,6.745
2021-05-03,6.701
2021-05-04,6.494
2021-05-05,6.528
2021-05-06,6.54
2021-05-07,6.624
2021-05-08,6.624
2021-05-09,6.624
2021-05-10,6.545
2021-05-11,6.394
2021-05-12,6.319
2021-05-13,8.251
2021-05-14,8.58
2021-05-15,8.58
2021-05-16,8.58
2021-05-17,8.805
2021-05-18,8.635
2021-05-19,8.517
2021-05-20,8.407
2021-05-21,8.362
2021-05-22,8.362
2021-05-23,8.362
2021-05-24,8.507
2021-05-25,8.385
2021-05-26,8.555
2021-05-27,8.652
2021-05-28,8.655
2021-05-29,8.655
2021-05-30,8.655
2021-05-31,8.655
2021-06-01,8.698
2021-06-02,8.485
2021-06-03,8.188
2021-06-04,8.186
2021-06-05,8.186
2021-06-06,8.186
2021-06-07,8.2
2021-06-08,8.293
2021-06-09,8.208
2021-06-10,8.118
2021-06-11,8.19
2021-06-12,8.19
2021-06-13,8.19
2021-06-14,8.061
2021-06-15,8.046
2021-06-16,7.996
2021-06-17,7.52
2021-06-18,7.6
2021-06-19,7.6
2021-06-20,7.6
2021-06-21,7.806
2021-06-22,7.708
2021-06-23,7.657
2021-06-24,7.629
2021-06-25,7.595
2021-06-26,7.595
2021-06-27,7.595
2021-06-28,7.377
2021-06-29,7.218
2021-06-30,7.24
2021-07-01,7.375
2021-07-02,7.288
2021-07-03,7.288
2021-07-04,7.288
2021-07-05,7.288
2021-07-06,7.106
2021-07-07,6.917
2021-07-08,6.936
2021-07-09,7.128
2021-07-10,7.128
2021-07-11,7.128
2021-07-12,7.172
2021-07-13,6.925
2021-07-14,6.917
2021-07-15,6.828
2021-07-16,6.553
2021-07-17,6.553
2021-07-18,6.553
2021-07-19,6.338
2021-07-20,6.656
2021-07-21,6.909
2021-07-22,6.559
2021-07-23,6.589
2021-07-24,6.589
2021-07-25,6.589
2021-07-26,6.851
2021-07-27,6.71
2021-07-28,6.749
2021-07-29,6.657
2021-07-30,6.564
2021-07-31,6.564
2021-08-01,6.564
2021-08-02,6.415
2021-08-03,6.458
2021-08-04,6.238
2021-08-05,6.5
2021-08-06,6.535
2021-08-07,6.535
2021-08-08,6.535
2021-08-09,6.421
2021-08-10,6.603
2021-08-11,6.881
2021-08-12,6.779
2021-08-13,6.669
2021-08-14,6.669
2021-08-15,6.669
2021-08-16,6.639
2021-08-17,6.394
2021-08-18,6.353
2021-08-19,6.248
2021-08-20,6.291
2021-08-21,6.291
2021-08-22,6.291
2021-08-23,6.383
2021-08-24,6.611
2021-08-25,6.674
2021-08-26,6.618
2021-08-27,6.738
2021-08-28,6.738
2021-08-29,6.738
2021-08-30,6.564
2021-08-31,6.637
2021-09-01,6.624
2021-09-02,6.733
2021-09-03,6.648
2021-09-04,6.648
2021-09-05,6.648
2021-09-06,6.648
2021-09-07,6.652
2021-09-08,6.565
2021-09-09,6.92
2021-09-10,6.669
2021-09-11,6.669
2021-09-12,6.669
2021-09-13,6.797
2021-09-14,6.694
2021-09-15,6.699
2021-09-16,6.78
2021-09-17,6.768
2021-09-18,6.768
2021-09-19,6.768
2021-09-20,6.773
2021-09-21,6.672
2021-09-22,6.831
2021-09-23,7.111
2021-09-24,7.228
2021-09-25,7.228
2021-09-26,7.228
2021-09-27,7.283
2021-09-28,7.279
2021-09-29,7.188
2021-09-30,6.968
2021-10-01,7.396
2021-10-02,7.396
2021-10-03,7.396
2021-10-04,7.383
2021-10-05,7.325
2021-10-06,7.195
2021-10-07,7.1
2021-10-08,7.048
2021-10-09,7.048
2021-10-10,7.048
2021-10-11,6.89
2021-10-12,6.886
2021-10-13,6.722
2021-10-14,6.779
2021-10-15,6.808
2021-10-16,6.808
2021-10-17,6.808
2021-10-18,6.767
2021-10-19,6.711
2021-10-20,6.747
2021-10-21,6.623
2021-10-22,6.342
2021-10-23,6.342
2021-10-24,6.342
2021-10-25,6.456
2021-10-26,6.496
2021-10-27,6.309
2021-10-28,6.327
2021-10-29,6.32
2021-10-30,6.32
2021-10-31,6.32
2021-11-01,6.548
2021-11-02,6.517
2021-11-03,6.694
2021-11-04,6.67
2021-11-05,7.104
2021-11-06,7.104
2021-11-07,7.104
2021-11-08,7.047
2021-11-09,7.041
2021-11-10,6.887
2021-11-11,6.8
2021-11-12,6.661
2021-11-13,6.661
2021-11-14,6.661
2021-11-15,6.663
2021-11-16,6.45
2021-11-17,6.408
2021-11-18,6.384
2021-11-19,6.408
2021-11-20,6.408
2021-11-21,6.408
2021-11-22,6.45
2021-11-23,6.407
2021-11-24,6.429
2021-11-25,6.429
2021-11-26,5.904
2021-11-27,5.904
2021-11-28,5.904
2021-11-29,5.904
2021-11-30,5.799
2021-12-01,5.527
2021-12-02,5.952
2021-12-03,5.838
2021-12-04,5.838
2021-12-05,5.838
2021-12-06,6.084
2021-12-07,6.052
2021-12-08,6.181
2021-12-09,6.18
2021-12-10,6.21
2021-12-11,6.21
2021-12-12,6.21
2021-12-13,6.046
2021-12-14,6.026
2021-12-15,6.042
2021-12-16,5.916
2021-12-17,6.013
2021-12-18,6.013
2021-12-19,6.013
2021-12-20,5.93
2021-12-21,6.258
2021-12-22,6.273
2021-12-23,6.373
2021-12-24,6.373
2021-12-25,6.373
2021-12-26,6.373
2021-12-27,6.325
2021-12-28,6.358
2021-12-29,6.267
2021-12-30,6.243
2021-12-31,6.262
2022-01-01,6.262
2022-01-02,6.262
2022-01-03,6.499
2022-01-04,6.665
2022-01-05,6.583
2022-01-06,6.546
2022-01-07,6.714
2022-01-08,6.714
2022-01-09,6.714
2022-01-10,6.623
2022-01-11,6.77
2022-01-12,6.669
2022-01-13,6.838
2022-01-14,6.746
2022-01-15,6.746
2022-01-16,6.746
2022-01-17,6.746
2022-01-18,6.648
2022-01-19,6.574
2022-01-20,6.507
2022-01-21,6.29
2022-01-22,6.29
2022-01-23,6.29
2022-01-24,6.215
2022-01-25,6.311
2022-01-26,6.325
2022-01-27,6.442
2022-01-28,6.399
2022-01-29,6.399
2022-01-30,6.399
2022-01-31,6.704
2022-02-01,6.713
2022-02-02,6.656
2022-02-03,6.521
2022-02-04,6.551
2022-02-05,6.551
2022-02-06,6.551
2022-02-07,6.78
2022-02-08,7.061
2022-02-09,7.176
2022-02-10,7.179
2022-02-11,6.961
2022-02-12,6.961
2022-02-13,6.961
2022-02-14,6.869
2022-02-15,7.218
2022-02-16,7.266
2022-02-17,7.095
2022-02-18,7.083
2022-02-19,7.083
2022-02-20,7.083
2022-02-21,7.083
2022-02-22,6.967
2022-02-23,6.725
2022-02-24,6.771
2022-02-25,6.936
2022-02-26,6.936
2022-02-27,6.936
2022-02-28,6.764
2022-03-01,6.306
2022-03-02,6.34
2022-03-03,6.218
2022-03-04,5.942
2022-03-05,5.942
2022-03-06,5.942
2022-03-07,5.283
2022-03-08,5.643
2022-03-09,5.88
2022-03-10,5.943
2022-03-11,5.903
2022-03-12,5.903
2022-03-13,5.903
2022-03-14,5.998
2022-03-15,6.256
2022-03-16,6.613
2022-03-17,6.372
2022-03-18,6.474
2022-03-19,6.474
2022-03-20,6.474
2022-03-21,6.567
2022-03-22,6.664
2022-03-23,6.614
2022-03-24,7.103
2022-03-25,7.276
2022-03-26,7.276
2022-03-27,7.276
2022-03-28,7.007
2022-03-29,7.154
2022-03-30,7.107
2022-03-31,7.107
2022-04-01,7.1
2022-04-02,7.1
2022-04-03,7.1
2022-04-04,7.003
2022-04-05,6.968
2022-04-06,6.743
2022-04-07,6.543
2022-04-08,6.533
2022-04-09,6.533
2022-04-10,6.533
2022-04-11,6.593
2022-04-12,6.862
2022-04-13,7.22
2022-04-14,7.332
2022-04-15,7.332
2022-04-16,7.332
2022-04-17,7.332
2022-04-18,7.299
2022-04-19,7.481
2022-04-20,7.535
2022-04-21,7.44
2022-04-22,7.124
2022-04-23,7.124
2022-04-24,7.124
2022-04-25,7.11
2022-04-26,6.785
2022-04-27,6.839
2022-04-28,6.997
2022-04-29,6.852
2022-04-30,6.852
2022-05-01,6.852
2022-05-02,6.527
2022-05-03,6.527
2022-05-04,6.581
2022-05-05,6.291
2022-05-06,6.178
2022-05-07,6.178
2022-05-08,6.178
2022-05-09,5.815
2022-05-10,5.84
2022-05-11,5.635
2022-05-12,5.488
2022-05-13,5.677
2022-05-14,5.677
2022-05-15,5.677
2022-05-16,5.61
2022-05-17,6.059
2022-05-18,5.878
2022-05-19,5.962
2022-05-20,5.878
2022-05-21,5.878
2022-05-22,5.878
2022-05-23,5.924
2022-05-24,5.637
2022-05-25,5.758
2022-05-26,6.009
2022-05-27,6.175
2022-05-28,6.175
2022-05-29,6.175
2022-05-30,6.175
2022-05-31,6.153
2022-06-01,5.938
2022-06-02,6.042
2022-06-03,6.232
2022-06-04,6.232
2022-06-05,6.232
2022-06-06,6.228
2022-06-07,6.29
2022-06-08,6.134
2022-06-09,5.688
2022-06-10,5.432
2022-06-11,5.432
2022-06-12,5.432
2022-06-13,5.053
2022-06-14,5.012
2022-06-15,5.084
2022-06-16,4.963
2022-06-17,5.153
2022-06-18,5.153
2022-06-19,5.153
2022-06-20,5.153
2022-06-21,5.164
2022-06-22,5.147
2022-06-23,5.212
2022-06-24,5.475
2022-06-25,5.475
2022-06-26,5.475
2022-06-27,5.307
2022-06-28,5.295
2022-06-29,5.256
2022-06-30,5.201
2022-07-01,5.346
2022-07-02,5.346
2022-07-03,5.346
2022-07-04,5.346
2022-07-05,5.394
2022-07-06,5.333
2022-07-07,5.32
2022-07-08,5.324
2022-07-09,5.324
2022-07-10,5.324
2022-07-11,5.253
2022-07-12,5.443
2022-07-13,5.372
2022-07-14,5.365
2022-07-15,5.433
2022-07-16,5.433
2022-07-17,5.433
2022-07-18,5.462
2022-07-19,5.628
2022-07-20,5.708
2022-07-21,5.583
2022-07-22,5.526
2022-07-23,5.526
2022-07-24,5.526
2022-07-25,5.727
2022-07-26,5.769
2022-07-27,5.959
2022-07-28,5.989
2022-07-29,6.032
2022-07-30,6.032
2022-07-31,6.032
2022-08-01,6.198
2022-08-02,6.097
2022-08-03,6.343
2022-08-04,6.428
2022-08-05,6.378
2022-08-06,6.378
2022-08-07,6.378
2022-08-08,6.412
2022-08-09,6.265
2022-08-10,6.386
2022-08-11,6.334
2022-08-12,6.486
2022-08-13,6.486
2022-08-14,6.486
2022-08-15,6.754
2022-08-16,6.724
2022-08-17,6.501
2022-08-18,6.508
2022-08-19,6.335
2022-08-20,6.335
2022-08-21,6.335
2022-08-22,6.16
2022-08-23,6.203
2022-08-24,6.33
2022-08-25,6.44
2022-08-26,6.257
2022-08-27,6.257
2022-08-28,6.257
2022-08-29,6.222
2022-08-30,6.255
2022-08-31,6.072
2022-09-01,6.09
2022-09-02,6.08
2022-09-03,6.08
2022-09-04,6.08
2022-09-05,6.08
2022-09-06,6.119
2022-09-07,6.425
2022-09-08,6.369
2022-09-09,6.49
2022-09-10,6.49
2022-09-11,6.49
2022-09-12,6.526
2022-09-13,6.264
2022-09-14,6.406
2022-09-15,6.448
2022-09-16,6.241
2022-09-17,6.241
2022-09-18,6.241
2022-09-19,6.438
2022-09-20,6.375
2022-09-21,6.116
2022-09-22,5.959
2022-09-23,5.803
2022-09-24,5.803
2022-09-25,5.803
2022-09-26,5.522
2022-09-27,5.556
2022-09-28,5.741
2022-09-29,5.569
2022-09-30,5.571
2022-10-01,5.571
2022-10-02,5.571
2022-10-03,5.694
2022-10-04,6.085
2022-10-05,6.086
2022-10-06,6.058
2022-10-07,5.92
2022-10-08,5.92
2022-10-09,5.92
2022-10-10,5.875
2022-10-11,5.804
2022-10-12,5.938
2022-10-13,6.037
2022-10-14,6.027
2022-10-15,6.027
2022-10-16,6.027
2022-10-17,5.984
2022-10-18,6.101
2022-10-19,6.03
2022-10-20,5.763
2022-10-21,5.914
2022-10-22,5.914
2022-10-23,5.914
2022-10-24,6.141
2022-10-25,6.26
2022-10-26,6.181
2022-10-27,6.24
2022-10-28,6.408
2022-10-29,6.408
2022-10-30,6.408
2022-10-31,6.412
2022-11-01,6.421
2022-11-02,6.417
2022-11-03,6.478
2022-11-04,7.179
2022-11-05,7.179
2022-11-06,7.179
2022-11-07,7.208
2022-11-08,7.22
2022-11-09,7.08
2022-11-10,7.512
2022-11-11,7.561
2022-11-12,7.561
2022-11-13,7.561
2022-11-14,7.404
2022-11-15,7.305
2022-11-16,7.123
2022-11-17,7.154
2022-11-18,7.279
2022-11-19,7.279
2022-11-20,7.279
2022-11-21,7.22
2022-11-22,7.167
2022-11-23,7.226
2022-11-24,7.226
2022-11-25,7.313
2022-11-26,7.313
2022-11-27,7.313
2022-11-28,7.139
2022-11-29,7.271
2022-11-30,7.397
2022-12-01,7.393
2022-12-02,7.282
2022-12-03,7.282
2022-12-04,7.282
2022-12-05,7.288
2022-12-06,7.224
2022-12-07,6.909
2022-12-08,6.875
2022-12-09,6.953
2022-12-10,6.953
2022-12-11,6.953
2022-12-12,7.138
2022-12-13,7.065
2022-12-14,7.137
2022-12-15,6.797
2022-12-16,6.724
2022-12-17,6.724
2022-12-18,6.724
2022-12-19,6.495
2022-12-20,6.521
2022-12-21,6.64
2022-12-22,6.492
2022-12-23,6.557
2022-12-24,6.557
2022-12-25,6.557
2022-12-26,6.557
2022-12-27,6.398
2022-12-28,6.253
2022-12-29,6.481
2022-12-30,6.501
2022-12-31,6.501
2023-01-01,6.501
2023-01-02,6.501
2023-01-03,6.383
2023-01-04,6.638
2023-01-05,6.609
2023-01-06,6.785
2023-01-07,6.785
2023-01-08,6.785
2023-01-09,6.841
2023-01-10,7.078
2023-01-11,6.849
2023-01-12,7.038
2023-01-13,7.165
2023-01-14,7.165
2023-01-15,7.165
2023-01-16,7.165
2023-01-17,7.166
2023-01-18,7.025
2023-01-19,7.038
2023-01-20,7.098
2023-01-21,7.098
2023-01-22,7.098
2023-01-23,7.138
2023-01-24,7.085
2023-01-25,7.273
2023-01-26,7.221
2023-01-27,7.2
2023-01-28,7.2
2023-01-29,7.2
2023-01-30,6.966
2023-01-31,7.13
2023-02-01,7.199
2023-02-02,7.441
2023-02-03,7.425
2023-02-04,7.425
2023-02-05,7.425
2023-02-06,7.281
2023-02-07,7.193
2023-02-08,7.15
2023-02-09,7.386
2023-02-10,7.215
2023-02-11,7.215
2023-02-12,7.215
2023-02-13,7.299
2023-02-14,7.367
2023-02-15,7.322
2023-02-16,7.154
2023-02-17,7.15
2023-02-18,7.15
2023-02-19,7.15
2023-02-20,7.15
2023-02-21,6.959
2023-02-22,6.921
2023-02-23,6.949
2023-02-24,6.889
2023-02-25,6.889
2023-02-26,6.889
2023-02-27,6.979
2023-02-28,6.966
2023-03-01,7.023
2023-03-02,6.988
2023-03-03,7.055
2023-03-04,7.055
2023-03-05,7.055
2023-03-06,6.976
2023-03-07,7.065
2023-03-08,7.167
2023-03-09,7.009
2023-03-10,6.701
2023-03-11,6.701
2023-03-12,6.701
2023-03-13,6.407
2023-03-14,6.142
2023-03-15,5.869
2023-03-16,5.881
2023-03-17,5.708
2023-03-18,5.708
2023-03-19,5.708
2023-03-20,5.705
2023-03-21,5.893
2023-03-22,5.724
2023-03-23,5.593
2023-03-24,5.54
2023-03-25,5.54
2023-03-26,5.54
2023-03-27,5.665
2023-03-28,5.784
2023-03-29,5.903
2023-03-30,5.959
2023-03-31,6.077
2023-04-01,6.077
2023-04-02,6.077
2023-04-03,6.121
2023-04-04,6.119
2023-04-05,6.116
2023-04-06,6.129
2023-04-07,6.129
2023-04-08,6.129
2023-04-09,6.129
2023-04-10,6.186
2023-04-11,6.306
2023-04-12,6.131
2023-04-13,6.19
2023-04-14,6.121
2023-04-15,6.121
2023-04-16,6.121
2023-04-17,6.228
2023-04-18,6.214
2023-04-19,6.375
2023-04-20,6.26
2023-04-21,6.354
2023-04-22,6.354
2023-04-23,6.354
2023-04-24,6.246
2023-04-25,6.026
2023-04-26,5.989
2023-04-27,6.092
2023-04-28,6.162
2023-04-29,6.162
2023-04-30,6.162
2023-05-01,6.166
2023-05-02,6.13
2023-05-03,6.144
2023-05-04,5.949
2023-05-05,6.1
2023-05-06,6.1
2023-05-07,6.1
2023-05-08,6.143
2023-05-09,6.205
2023-05-10,6.093
2023-05-11,6.085
2023-05-12,6.038
2023-05-13,6.038
2023-05-14,6.038
2023-05-15,6.126
2023-05-16,6.027
2023-05-17,6.396
2023-05-18,6.358
2023-05-19,6.236
2023-05-20,6.236
2023-05-21,6.236
2023-05-22,6.289
2023-05-23,6.276
2023-05-24,6.164
2023-05-25,6.317
2023-05-26,6.314
2023-05-27,6.314
2023-05-28,6.314
2023-05-29,6.314
2023-05-30,6.329
2023-05-31,6.29
2023-06-01,6.277
2023-06-02,6.454
2023-06-03,6.454
2023-06-04,6.454
2023-06-05,6.479
2023-06-06,6.644
2023-06-07,6.763
2023-06-08,6.803
2023-06-09,6.803
2023-06-10,6.803
2023-06-11,6.803
2023-06-12,6.933
2023-06-13,7.107
2023-06-14,7.054
2023-06-15,7.04
2023-06-16,7.051
2023-06-17,7.051
2023-06-18,7.051
2023-06-19,7.051
2023-06-20,6.924
2023-06-21,6.928
2023-06-22,6.941
