,H US Equity
2023-06-24,29.938
2023-06-25,29.938
2023-06-26,30.03
2023-06-27,30.854
2023-06-28,31.02
2023-06-29,31.647
2023-06-30,32.286
2023-07-01,32.286
2023-07-02,32.286
2023-07-03,32.086
2023-07-04,32.086
2023-07-05,31.858
2023-07-06,32.007
2023-07-07,32.576
2023-07-08,32.576
2023-07-09,32.576
2023-07-10,33.746
2023-07-11,33.675
2023-07-12,33.436
2023-07-13,33.79
2023-07-14,33.26
2023-07-15,33.26
2023-07-16,33.26
2023-07-17,33.857
2023-07-18,34.377
2023-07-19,34.325
2023-07-20,34.189
2023-07-21,34.39
2023-07-22,34.39
2023-07-23,34.39
2023-07-24,34.143
2023-07-25,34.407
2023-07-26,34.22
2023-07-27,34.737
2023-07-28,35.555
2023-07-29,35.555
2023-07-30,35.555
2023-07-31,35.867
2023-08-01,35.492
2023-08-02,34.728
2023-08-03,32.428
2023-08-04,32.908
2023-08-05,32.908
2023-08-06,32.908
2023-08-07,33.971
2023-08-08,34.136
2023-08-09,34.094
2023-08-10,34.649
2023-08-11,34.558
2023-08-12,34.558
2023-08-13,34.558
2023-08-14,34.575
2023-08-15,32.684
2023-08-16,32.678
2023-08-17,31.859
2023-08-18,32.013
2023-08-19,32.013
2023-08-20,32.013
2023-08-21,31.976
2023-08-22,31.84
2023-08-23,31.845
2023-08-24,31.764
2023-08-25,31.649
2023-08-26,31.649
2023-08-27,31.649
2023-08-28,32.243
2023-08-29,32.988
2023-08-30,32.945
2023-08-31,32.117
2023-09-01,32.585
2023-09-02,32.585
2023-09-03,32.585
2023-09-04,32.585
2023-09-05,32.224
2023-09-06,32.487
2023-09-07,31.938
2023-09-08,32.345
2023-09-09,32.345
2023-09-10,32.345
2023-09-11,31.698
2023-09-12,31.354
2023-09-13,30.232
2023-09-14,31.041
2023-09-15,30.918
2023-09-16,30.918
2023-09-17,30.918
2023-09-18,30.753
2023-09-19,30.447
2023-09-20,30.534
2023-09-21,29.775
2023-09-22,29.729
2023-09-23,29.729
2023-09-24,29.729
2023-09-25,29.842
2023-09-26,29.659
2023-09-27,29.966
2023-09-28,31.304
2023-09-29,30.686
2023-09-30,30.686
2023-10-01,30.686
2023-10-02,30.212
2023-10-03,29.52
2023-10-04,30.131
2023-10-05,30.183
2023-10-06,30.206
2023-10-07,30.206
2023-10-08,30.206
2023-10-09,30.218
2023-10-10,32.026
2023-10-11,31.398
2023-10-12,31.213
2023-10-13,30.473
2023-10-14,30.473
2023-10-15,30.473
2023-10-16,31.046
2023-10-17,31.25
2023-10-18,30.646
2023-10-19,30.243
2023-10-20,29.17
2023-10-21,29.17
2023-10-22,29.17
2023-10-23,29.785
2023-10-24,30.008
2023-10-25,29.761
2023-10-26,29.514
2023-10-27,29.15
2023-10-28,29.15
2023-10-29,29.15
2023-10-30,29.793
2023-10-31,30.078
2023-11-01,30.536
2023-11-02,30.12
2023-11-03,31.013
2023-11-04,31.013
2023-11-05,31.013
2023-11-06,31.158
2023-11-07,31.86
2023-11-08,31.424
2023-11-09,31.738
2023-11-10,32.258
2023-11-11,32.258
2023-11-12,32.258
2023-11-13,32.136
2023-11-14,33.077
2023-11-15,33.636
2023-11-16,34.007
2023-11-17,34.513
2023-11-18,34.513
2023-11-19,34.513
2023-11-20,34.477
2023-11-21,34.636
2023-11-22,35.136
2023-11-23,35.136
2023-11-24,34.992
2023-11-25,34.992
2023-11-26,34.992
2023-11-27,34.628
2023-11-28,34.114
2023-11-29,34.0
2023-11-30,34.284
2023-12-01,35.282
2023-12-02,35.282
2023-12-03,35.282
2023-12-04,35.861
2023-12-05,35.355
2023-12-06,35.693
2023-12-07,36.565
2023-12-08,37.115
2023-12-09,37.115
2023-12-10,37.115
2023-12-11,38.531
2023-12-12,38.803
2023-12-13,38.903
2023-12-14,39.707
2023-12-15,39.79
2023-12-16,39.79
2023-12-17,39.79
2023-12-18,40.024
2023-12-19,39.756
2023-12-20,38.699
2023-12-21,39.604
2023-12-22,39.744
2023-12-23,39.744
2023-12-24,39.744
2023-12-25,39.744
2023-12-26,39.927
2023-12-27,39.701
2023-12-28,39.784
2023-12-29,39.72
2023-12-30,39.72
2023-12-31,39.72
2024-01-01,39.72
2024-01-02,39.408
2024-01-03,38.722
2024-01-04,38.409
2024-01-05,38.968
2024-01-06,38.968
2024-01-07,38.968
2024-01-08,39.531
2024-01-09,39.545
2024-01-10,39.736
2024-01-11,39.898
2024-01-12,39.607
2024-01-13,39.607
2024-01-14,39.607
2024-01-15,39.607
2024-01-16,39.347
2024-01-17,39.591
2024-01-18,40.162
2024-01-19,40.475
2024-01-20,40.475
2024-01-21,40.475
2024-01-22,40.68
2024-01-23,40.636
2024-01-24,40.505
2024-01-25,40.661
2024-01-26,40.444
2024-01-27,40.444
2024-01-28,40.444
2024-01-29,40.683
2024-01-30,40.362
2024-01-31,39.679
2024-02-01,40.248
2024-02-02,40.47
2024-02-03,40.47
2024-02-04,40.47
2024-02-05,39.757
2024-02-06,40.05
2024-02-07,40.125
2024-02-08,40.592
2024-02-09,40.431
2024-02-10,40.431
2024-02-11,40.431
2024-02-12,41.125
2024-02-13,39.189
2024-02-14,39.982
2024-02-15,41.534
2024-02-16,41.07
2024-02-17,41.07
2024-02-18,41.07
2024-02-19,41.07
2024-02-20,40.9
2024-02-21,41.293
2024-02-22,41.908
2024-02-23,44.319
2024-02-24,44.319
2024-02-25,44.319
2024-02-26,40.866
2024-02-27,40.784
2024-02-28,40.991
2024-02-29,42.241
2024-03-01,43.413
2024-03-02,43.413
2024-03-03,43.413
2024-03-04,43.322
2024-03-05,43.408
2024-03-06,43.344
2024-03-07,41.729
2024-03-08,41.742
2024-03-09,41.742
2024-03-10,41.742
2024-03-11,40.992
2024-03-12,41.548
2024-03-13,41.75
2024-03-14,39.982
2024-03-15,39.344
2024-03-16,39.344
2024-03-17,39.344
2024-03-18,39.99
2024-03-19,40.243
2024-03-20,40.715
2024-03-21,40.893
2024-03-22,40.85
2024-03-23,40.85
2024-03-24,40.85
2024-03-25,39.821
2024-03-26,40.192
2024-03-27,40.575
2024-03-28,40.267
2024-03-29,40.267
2024-03-30,40.267
2024-03-31,40.267
2024-04-01,39.886
2024-04-02,39.22
2024-04-03,39.728
2024-04-04,39.304
2024-04-05,39.649
2024-04-06,39.649
2024-04-07,39.649
2024-04-08,39.68
