,CLR US Equity
2020-08-23,11.315
2020-08-24,11.619
2020-08-25,11.876
2020-08-26,10.904
2020-08-27,11.049
2020-08-28,11.106
2020-08-29,11.106
2020-08-30,11.106
2020-08-31,10.841
2020-09-01,10.778
2020-09-02,10.355
2020-09-03,10.071
2020-09-04,9.888
2020-09-05,9.888
2020-09-06,9.888
2020-09-07,9.888
2020-09-08,8.916
2020-09-09,9.223
2020-09-10,8.529
2020-09-11,8.471
2020-09-12,8.471
2020-09-13,8.471
2020-09-14,8.478
2020-09-15,8.356
2020-09-16,8.972
2020-09-17,9.383
2020-09-18,9.544
2020-09-19,9.544
2020-09-20,9.544
2020-09-21,8.876
2020-09-22,8.625
2020-09-23,7.936
2020-09-24,8.043
2020-09-25,8.024
2020-09-26,8.024
2020-09-27,8.024
2020-09-28,8.1
2020-09-29,7.784
2020-09-30,7.759
2020-10-01,7.43
2020-10-02,7.772
2020-10-03,7.772
2020-10-04,7.772
2020-10-05,8.366
2020-10-06,8.018
2020-10-07,8.201
2020-10-08,8.802
2020-10-09,8.498
2020-10-10,8.498
2020-10-11,8.498
2020-10-12,8.46
2020-10-13,7.827
2020-10-14,7.845
2020-10-15,8.046
2020-10-16,7.809
2020-10-17,7.809
2020-10-18,7.809
2020-10-19,7.458
2020-10-20,7.73
2020-10-21,7.574
2020-10-22,7.961
2020-10-23,8.031
2020-10-24,8.031
2020-10-25,8.031
2020-10-26,7.493
2020-10-27,7.475
2020-10-28,7.007
2020-10-29,7.122
2020-10-30,6.96
2020-10-31,6.96
2020-11-01,6.96
2020-11-02,7.261
2020-11-03,7.354
2020-11-04,7.446
2020-11-05,7.695
2020-11-06,7.082
2020-11-07,7.082
2020-11-08,7.082
2020-11-09,9.2
2020-11-10,9.487
2020-11-11,9.232
2020-11-12,8.898
2020-11-13,10.666
2020-11-14,10.666
2020-11-15,10.666
2020-11-16,11.622
2020-11-17,11.856
2020-11-18,12.001
2020-11-19,12.501
2020-11-20,12.251
2020-11-21,12.251
2020-11-22,12.251
2020-11-23,13.591
2020-11-24,14.124
2020-11-25,14.18
2020-11-26,14.18
2020-11-27,13.623
2020-11-28,13.623
2020-11-29,13.623
2020-11-30,12.413
2020-12-01,12.356
2020-12-02,12.735
2020-12-03,12.953
2020-12-04,14.535
2020-12-05,14.535
2020-12-06,14.535
2020-12-07,15.853
2020-12-08,16.465
2020-12-09,16.891
2020-12-10,17.72
2020-12-11,17.398
2020-12-12,17.398
2020-12-13,17.398
2020-12-14,16.098
2020-12-15,16.522
2020-12-16,15.914
2020-12-17,15.923
2020-12-18,15.481
2020-12-19,15.481
2020-12-20,15.481
2020-12-21,15.333
2020-12-22,14.67
2020-12-23,15.573
2020-12-24,15.398
2020-12-25,15.398
2020-12-26,15.398
2020-12-27,15.398
2020-12-28,14.983
2020-12-29,15.232
2020-12-30,15.518
2020-12-31,15.02
2021-01-01,15.02
2021-01-02,15.02
2021-01-03,15.02
2021-01-04,15.803
2021-01-05,17.711
2021-01-06,18.273
2021-01-07,17.858
2021-01-08,17.536
2021-01-09,17.536
2021-01-10,17.536
2021-01-11,13.453
2021-01-12,13.949
2021-01-13,13.091
2021-01-14,13.283
2021-01-15,13.128
2021-01-16,13.128
2021-01-17,13.128
2021-01-18,13.128
2021-01-19,13.325
2021-01-20,13.191
2021-01-21,12.516
2021-01-22,11.461
2021-01-23,11.461
2021-01-24,11.461
2021-01-25,11.223
2021-01-26,11.176
2021-01-27,12.466
2021-01-28,12.301
2021-01-29,11.655
2021-01-30,11.655
2021-01-31,11.655
2021-02-01,11.643
2021-02-02,11.265
2021-02-03,12.241
2021-02-04,12.318
2021-02-05,12.425
2021-02-06,12.425
2021-02-07,12.425
2021-02-08,13.656
2021-02-09,13.046
2021-02-10,12.666
2021-02-11,12.211
2021-02-12,12.623
2021-02-13,12.623
2021-02-14,12.623
2021-02-15,12.623
2021-02-16,13.319
2021-02-17,12.984
2021-02-18,11.58
2021-02-19,12.229
2021-02-20,12.229
2021-02-21,12.229
2021-02-22,12.331
2021-02-23,12.263
2021-02-24,12.869
2021-02-25,12.408
2021-02-26,12.108
2021-02-27,12.108
2021-02-28,12.108
2021-03-01,12.548
2021-03-02,12.453
2021-03-03,13.094
2021-03-04,14.488
2021-03-05,16.53
2021-03-06,16.53
2021-03-07,16.53
2021-03-08,18.193
2021-03-09,17.555
2021-03-10,18.157
2021-03-11,18.305
2021-03-12,17.157
2021-03-13,17.157
2021-03-14,17.157
2021-03-15,15.838
2021-03-16,14.805
2021-03-17,14.843
2021-03-18,13.724
2021-03-19,14.378
2021-03-20,14.378
2021-03-21,14.378
2021-03-22,13.929
2021-03-23,13.507
2021-03-24,13.281
2021-03-25,13.215
2021-03-26,13.639
2021-03-27,13.639
2021-03-28,13.639
2021-03-29,13.169
2021-03-30,13.261
2021-03-31,13.205
2021-04-01,13.955
2021-04-02,13.955
2021-04-03,13.955
2021-04-04,13.955
2021-04-05,13.128
2021-04-06,13.281
2021-04-07,13.195
2021-04-08,12.766
2021-04-09,13.026
2021-04-10,13.026
2021-04-11,13.026
2021-04-12,12.868
2021-04-13,12.909
2021-04-14,13.947
2021-04-15,13.048
2021-04-16,12.791
2021-04-17,12.791
2021-04-18,12.791
2021-04-19,13.037
2021-04-20,11.983
2021-04-21,12.034
2021-04-22,11.865
2021-04-23,12.062
2021-04-24,12.062
2021-04-25,12.062
2021-04-26,12.137
2021-04-27,12.241
2021-04-28,13.962
2021-04-29,14.14
2021-04-30,14.164
2021-05-01,14.164
2021-05-02,14.164
2021-05-03,14.537
2021-05-04,14.347
2021-05-05,15.05
2021-05-06,15.04
2021-05-07,15.7
2021-05-08,15.7
2021-05-09,15.7
2021-05-10,15.566
2021-05-11,15.687
2021-05-12,15.63
2021-05-13,15.259
2021-05-14,16.222
2021-05-15,16.222
2021-05-16,16.222
2021-05-17,16.513
2021-05-18,15.976
2021-05-19,15.48
2021-05-20,15.521
2021-05-21,15.8
2021-05-22,15.8
2021-05-23,15.8
2021-05-24,16.503
2021-05-25,16.09
2021-05-26,15.62
2021-05-27,15.861
2021-05-28,15.969
2021-05-29,15.969
2021-05-30,15.969
2021-05-31,15.969
2021-06-01,17.376
2021-06-02,17.572
2021-06-03,17.264
2021-06-04,18.737
2021-06-05,18.737
2021-06-06,18.737
2021-06-07,18.806
2021-06-08,19.093
2021-06-09,18.859
2021-06-10,18.167
2021-06-11,18.29
2021-06-12,18.29
2021-06-13,18.29
2021-06-14,18.223
2021-06-15,18.939
2021-06-16,18.826
2021-06-17,21.092
2021-06-18,20.975
2021-06-19,20.975
2021-06-20,20.975
2021-06-21,22.477
2021-06-22,22.859
2021-06-23,23.068
2021-06-24,23.382
2021-06-25,22.159
2021-06-26,22.159
2021-06-27,22.159
2021-06-28,20.601
2021-06-29,20.854
2021-06-30,20.37
2021-07-01,21.365
2021-07-02,20.953
2021-07-03,20.953
2021-07-04,20.953
2021-07-05,20.953
2021-07-06,19.795
2021-07-07,19.477
2021-07-08,19.816
2021-07-09,20.33
2021-07-10,20.33
2021-07-11,20.33
2021-07-12,20.256
2021-07-13,20.534
2021-07-14,19.277
2021-07-15,15.408
2021-07-16,14.575
2021-07-17,14.575
2021-07-18,14.575
2021-07-19,13.431
2021-07-20,13.754
2021-07-21,14.622
2021-07-22,14.501
2021-07-23,14.425
2021-07-24,14.425
2021-07-25,14.425
2021-07-26,14.242
2021-07-27,13.783
2021-07-28,13.981
2021-07-29,13.892
2021-07-30,13.747
2021-07-31,13.747
2021-08-01,13.747
2021-08-02,13.558
2021-08-03,12.963
2021-08-04,11.882
2021-08-05,12.616
2021-08-06,12.739
2021-08-07,12.739
2021-08-08,12.739
2021-08-09,13.28
2021-08-10,13.817
2021-08-11,13.683
2021-08-12,12.404
2021-08-13,12.046
2021-08-14,12.046
2021-08-15,12.046
2021-08-16,11.542
2021-08-17,11.536
2021-08-18,11.233
2021-08-19,11.016
2021-08-20,11.128
2021-08-21,11.128
2021-08-22,11.128
2021-08-23,11.917
2021-08-24,12.299
2021-08-25,11.73
2021-08-26,11.498
2021-08-27,12.04
2021-08-28,12.04
2021-08-29,12.04
2021-08-30,12.002
2021-08-31,12.306
2021-09-01,12.043
2021-09-02,12.151
2021-09-03,12.079
2021-09-04,12.079
2021-09-05,12.079
2021-09-06,12.079
2021-09-07,12.012
2021-09-08,12.028
2021-09-09,12.063
2021-09-10,12.431
2021-09-11,12.431
2021-09-12,12.431
2021-09-13,12.869
2021-09-14,12.708
2021-09-15,13.516
2021-09-16,13.709
2021-09-17,13.297
2021-09-18,13.297
2021-09-19,13.297
2021-09-20,12.933
2021-09-21,12.984
2021-09-22,13.475
2021-09-23,14.058
2021-09-24,13.987
2021-09-25,13.987
2021-09-26,13.987
2021-09-27,14.653
2021-09-28,14.529
2021-09-29,14.498
2021-09-30,14.367
2021-10-01,14.743
2021-10-02,14.743
2021-10-03,14.743
2021-10-04,15.311
2021-10-05,15.502
2021-10-06,15.162
2021-10-07,15.722
2021-10-08,16.369
2021-10-09,16.369
2021-10-10,16.369
2021-10-11,16.503
2021-10-12,16.457
2021-10-13,15.103
2021-10-14,14.532
2021-10-15,14.168
2021-10-16,14.168
2021-10-17,14.168
2021-10-18,13.474
2021-10-19,13.304
2021-10-20,12.668
2021-10-21,12.271
2021-10-22,12.658
2021-10-23,12.658
2021-10-24,12.658
2021-10-25,12.776
2021-10-26,12.818
2021-10-27,11.87
2021-10-28,11.973
2021-10-29,11.939
2021-10-30,11.939
2021-10-31,11.939
2021-11-01,12.19
2021-11-02,12.175
2021-11-03,11.499
2021-11-04,10.012
2021-11-05,9.431
2021-11-06,9.431
2021-11-07,9.431
2021-11-08,9.666
2021-11-09,9.734
2021-11-10,9.486
2021-11-11,9.654
2021-11-12,9.258
2021-11-13,9.258
2021-11-14,9.258
2021-11-15,9.411
2021-11-16,9.309
2021-11-17,9.06
2021-11-18,9.209
2021-11-19,8.79
2021-11-20,8.79
2021-11-21,8.79
2021-11-22,8.91
2021-11-23,9.647
2021-11-24,9.624
2021-11-25,9.624
2021-11-26,8.858
2021-11-27,8.858
2021-11-28,8.858
2021-11-29,9.057
2021-11-30,8.648
2021-12-01,8.227
2021-12-02,8.458
2021-12-03,8.333
2021-12-04,8.333
2021-12-05,8.333
2021-12-06,8.55
2021-12-07,9.029
2021-12-08,8.986
2021-12-09,8.864
2021-12-10,8.891
2021-12-11,8.891
2021-12-12,8.891
2021-12-13,8.522
2021-12-14,8.318
2021-12-15,8.407
2021-12-16,8.38
2021-12-17,8.328
2021-12-18,8.328
2021-12-19,8.328
2021-12-20,8.266
2021-12-21,8.814
2021-12-22,8.807
2021-12-23,8.878
2021-12-24,8.878
2021-12-25,8.878
2021-12-26,8.878
2021-12-27,9.207
2021-12-28,9.024
2021-12-29,8.937
2021-12-30,8.812
2021-12-31,8.842
2022-01-01,8.842
2022-01-02,8.842
2022-01-03,9.126
2022-01-04,9.142
2022-01-05,8.888
2022-01-06,9.491
2022-01-07,9.344
2022-01-08,9.344
2022-01-09,9.344
2022-01-10,9.103
2022-01-11,9.606
2022-01-12,9.6
2022-01-13,9.554
2022-01-14,9.905
2022-01-15,9.905
2022-01-16,9.905
2022-01-17,9.905
2022-01-18,9.774
2022-01-19,9.717
2022-01-20,9.449
2022-01-21,9.033
2022-01-22,9.033
2022-01-23,9.033
2022-01-24,9.144
2022-01-25,9.818
2022-01-26,9.681
2022-01-27,9.43
2022-01-28,9.399
2022-01-29,9.399
2022-01-30,9.399
2022-01-31,9.157
2022-02-01,9.686
2022-02-02,9.711
2022-02-03,9.742
2022-02-04,10.093
2022-02-05,10.093
2022-02-06,10.093
2022-02-07,9.743
2022-02-08,9.347
2022-02-09,9.473
2022-02-10,9.486
2022-02-11,10.164
2022-02-12,10.164
2022-02-13,10.164
2022-02-14,9.821
2022-02-15,9.112
2022-02-16,9.365
2022-02-17,9.361
2022-02-18,9.115
2022-02-19,9.115
2022-02-20,9.115
2022-02-21,9.115
2022-02-22,8.882
2022-02-23,8.941
2022-02-24,8.92
2022-02-25,9.037
2022-02-26,9.037
2022-02-27,9.037
2022-02-28,9.611
2022-03-01,10.007
2022-03-02,10.021
2022-03-03,9.719
2022-03-04,10.187
2022-03-05,10.187
2022-03-06,10.187
2022-03-07,9.601
2022-03-08,9.52
2022-03-09,9.465
2022-03-10,9.388
2022-03-11,9.192
2022-03-12,9.192
2022-03-13,9.192
2022-03-14,8.737
2022-03-15,8.684
2022-03-16,8.724
2022-03-17,9.308
2022-03-18,8.757
2022-03-19,8.757
2022-03-20,8.757
2022-03-21,9.237
2022-03-22,9.115
2022-03-23,9.374
2022-03-24,9.28
2022-03-25,9.598
2022-03-26,9.598
2022-03-27,9.598
2022-03-28,9.252
2022-03-29,9.545
2022-03-30,9.617
2022-03-31,8.992
2022-04-01,9.222
2022-04-02,9.222
2022-04-03,9.222
2022-04-04,9.194
2022-04-05,8.971
2022-04-06,8.338
2022-04-07,8.54
2022-04-08,8.842
2022-04-09,8.842
2022-04-10,8.842
2022-04-11,8.546
2022-04-12,8.816
2022-04-13,8.94
2022-04-14,8.848
2022-04-15,8.848
2022-04-16,8.848
2022-04-17,8.848
2022-04-18,8.688
2022-04-19,8.515
2022-04-20,8.472
2022-04-21,8.107
2022-04-22,7.567
2022-04-23,7.567
2022-04-24,7.567
2022-04-25,7.258
2022-04-26,7.106
2022-04-27,7.125
2022-04-28,7.357
2022-04-29,7.058
2022-04-30,7.058
2022-05-01,7.058
2022-05-02,7.035
2022-05-03,7.306
2022-05-04,7.655
2022-05-05,7.498
2022-05-06,7.755
2022-05-07,7.755
2022-05-08,7.755
2022-05-09,6.877
2022-05-10,6.941
2022-05-11,6.955
2022-05-12,7.137
2022-05-13,7.267
2022-05-14,7.267
2022-05-15,7.267
2022-05-16,7.471
2022-05-17,7.567
2022-05-18,7.28
2022-05-19,7.289
2022-05-20,7.389
2022-05-21,7.389
2022-05-22,7.389
2022-05-23,7.816
2022-05-24,7.604
2022-05-25,7.88
2022-05-26,8.119
2022-05-27,8.48
2022-05-28,8.48
2022-05-29,8.48
2022-05-30,8.48
2022-05-31,8.364
2022-06-01,8.476
2022-06-02,8.289
2022-06-03,8.473
2022-06-04,8.473
2022-06-05,8.473
2022-06-06,8.291
2022-06-07,8.493
2022-06-08,8.491
2022-06-09,8.423
2022-06-10,8.241
2022-06-11,8.241
2022-06-12,8.241
2022-06-13,7.429
2022-06-14,8.31
2022-06-15,8.018
2022-06-16,7.782
2022-06-17,7.371
2022-06-18,7.371
2022-06-19,7.371
2022-06-20,7.371
2022-06-21,7.322
2022-06-22,7.144
2022-06-23,7.053
2022-06-24,7.163
2022-06-25,7.163
2022-06-26,7.163
2022-06-27,7.684
2022-06-28,7.731
2022-06-29,7.567
2022-06-30,7.648
2022-07-01,7.684
2022-07-02,7.684
2022-07-03,7.684
2022-07-04,7.684
2022-07-05,7.503
2022-07-06,7.35
2022-07-07,7.541
2022-07-08,7.608
2022-07-09,7.608
2022-07-10,7.608
2022-07-11,7.5
2022-07-12,7.291
2022-07-13,7.328
2022-07-14,7.312
2022-07-15,7.316
2022-07-16,7.316
2022-07-17,7.316
2022-07-18,7.508
2022-07-19,7.638
2022-07-20,7.692
2022-07-21,7.497
2022-07-22,7.321
2022-07-23,7.321
2022-07-24,7.321
2022-07-25,7.573
2022-07-26,7.578
2022-07-27,7.745
2022-07-28,7.629
2022-07-29,7.711
2022-07-30,7.711
2022-07-31,7.711
2022-08-01,7.571
2022-08-02,7.559
2022-08-03,7.459
2022-08-04,7.254
2022-08-05,7.445
2022-08-06,7.445
2022-08-07,7.445
2022-08-08,7.301
2022-08-09,7.454
2022-08-10,7.475
2022-08-11,7.579
2022-08-12,7.584
2022-08-13,7.584
2022-08-14,7.584
2022-08-15,7.477
2022-08-16,7.431
2022-08-17,7.504
2022-08-18,7.756
2022-08-19,7.648
2022-08-20,7.648
2022-08-21,7.648
2022-08-22,7.609
2022-08-23,7.747
2022-08-24,7.856
2022-08-25,7.823
2022-08-26,7.743
2022-08-27,7.743
2022-08-28,7.743
2022-08-29,7.41
2022-08-30,7.228
2022-08-31,7.046
2022-09-01,6.896
2022-09-02,6.959
2022-09-03,6.959
2022-09-04,6.959
2022-09-05,6.959
2022-09-06,6.871
2022-09-07,6.839
2022-09-08,6.944
2022-09-09,7.038
2022-09-10,7.038
2022-09-11,7.038
2022-09-12,6.924
2022-09-13,6.812
2022-09-14,6.942
2022-09-15,6.831
2022-09-16,6.73
2022-09-17,6.73
2022-09-18,6.73
2022-09-19,6.769
2022-09-20,6.715
2022-09-21,6.656
2022-09-22,6.904
2022-09-23,6.514
2022-09-24,6.514
2022-09-25,6.514
2022-09-26,6.372
2022-09-27,6.479
2022-09-28,6.812
2022-09-29,6.772
2022-09-30,6.795
2022-10-01,6.795
2022-10-02,6.795
2022-10-03,7.172
2022-10-04,7.326
2022-10-05,7.315
2022-10-06,7.335
2022-10-07,7.328
2022-10-08,7.328
2022-10-09,7.328
2022-10-10,7.228
2022-10-11,7.258
2022-10-12,7.23
2022-10-13,7.408
2022-10-14,7.173
2022-10-15,7.173
2022-10-16,7.173
2022-10-17,8.029
2022-10-18,7.977
2022-10-19,8.173
2022-10-20,8.197
2022-10-21,8.22
2022-10-22,8.22
2022-10-23,8.22
2022-10-24,7.896
2022-10-25,8.513
2022-10-26,7.895
2022-10-27,7.896
2022-10-28,7.904
2022-10-29,7.904
2022-10-30,7.904
2022-10-31,7.904
2022-11-01,7.9
2022-11-02,7.904
2022-11-03,7.946
2022-11-04,7.957
2022-11-05,7.957
2022-11-06,7.957
2022-11-07,8.024
2022-11-08,8.017
2022-11-09,7.995
2022-11-10,8.003
2022-11-11,8.006
2022-11-12,8.006
2022-11-13,8.006
2022-11-14,7.995
2022-11-15,7.571
2022-11-16,7.579
2022-11-17,7.584
2022-11-18,7.762
2022-11-19,7.762
2022-11-20,7.762
2022-11-21,7.766
2022-11-22,7.888
2022-11-23,7.888
2022-11-24,7.888
2022-11-25,7.888
2022-11-26,7.888
2022-11-27,7.888
2022-11-28,7.888
2022-11-29,7.888
2022-11-30,7.888
2022-12-01,7.888
2022-12-02,7.888
2022-12-03,7.888
2022-12-04,7.888
2022-12-05,7.888
2022-12-06,7.888
2022-12-07,7.888
2022-12-08,7.888
2022-12-09,7.888
2022-12-10,7.888
2022-12-11,7.888
2022-12-12,7.888
2022-12-13,7.888
2022-12-14,7.888
2022-12-15,7.888
2022-12-16,7.888
2022-12-17,7.888
2022-12-18,7.888
2022-12-19,7.888
2022-12-20,7.888
2022-12-21,7.888
2022-12-22,7.888
2022-12-23,7.888
2022-12-24,7.888
2022-12-25,7.888
2022-12-26,7.888
2022-12-27,7.888
2022-12-28,7.888
2022-12-29,7.888
2022-12-30,7.888
2022-12-31,7.888
2023-01-01,7.888
2023-01-02,7.888
2023-01-03,7.888
2023-01-04,7.888
2023-01-05,7.888
2023-01-06,7.888
2023-01-07,7.888
2023-01-08,7.888
2023-01-09,7.888
2023-01-10,7.888
2023-01-11,7.888
2023-01-12,7.888
2023-01-13,7.888
2023-01-14,7.888
2023-01-15,7.888
2023-01-16,7.888
2023-01-17,7.888
2023-01-18,7.888
2023-01-19,7.888
2023-01-20,7.888
2023-01-21,7.888
2023-01-22,7.888
2023-01-23,7.888
2023-01-24,7.888
2023-01-25,7.888
2023-01-26,7.888
2023-01-27,7.888
2023-01-28,7.888
2023-01-29,7.888
2023-01-30,7.888
2023-01-31,7.888
2023-02-01,7.888
2023-02-02,7.888
2023-02-03,7.888
2023-02-04,7.888
2023-02-05,7.888
2023-02-06,7.888
2023-02-07,7.888
2023-02-08,7.888
2023-02-09,7.888
2023-02-10,7.888
2023-02-11,7.888
2023-02-12,7.888
2023-02-13,7.888
2023-02-14,7.888
2023-02-15,7.888
2023-02-16,7.888
2023-02-17,7.888
2023-02-18,7.888
2023-02-19,7.888
2023-02-20,7.888
2023-02-21,7.888
2023-02-22,7.888
2023-02-23,7.888
2023-02-24,7.888
2023-02-25,7.888
2023-02-26,7.888
2023-02-27,7.888
2023-02-28,7.888
2023-03-01,7.888
2023-03-02,7.888
2023-03-03,7.888
2023-03-04,7.888
2023-03-05,7.888
2023-03-06,7.888
2023-03-07,7.888
2023-03-08,7.888
2023-03-09,7.888
2023-03-10,7.888
2023-03-11,7.888
2023-03-12,7.888
2023-03-13,7.888
2023-03-14,7.888
2023-03-15,7.888
2023-03-16,7.888
2023-03-17,7.888
2023-03-18,7.888
2023-03-19,7.888
2023-03-20,7.888
2023-03-21,7.888
2023-03-22,7.888
2023-03-23,7.888
2023-03-24,7.888
2023-03-25,7.888
2023-03-26,7.888
2023-03-27,7.888
2023-03-28,7.888
2023-03-29,7.888
2023-03-30,7.888
2023-03-31,7.888
2023-04-01,7.888
2023-04-02,7.888
2023-04-03,7.888
2023-04-04,7.888
2023-04-05,7.888
2023-04-06,7.888
2023-04-07,7.888
2023-04-08,7.888
2023-04-09,7.888
2023-04-10,7.888
2023-04-11,7.888
2023-04-12,7.888
2023-04-13,7.888
2023-04-14,7.888
2023-04-15,7.888
2023-04-16,7.888
2023-04-17,7.888
2023-04-18,7.888
2023-04-19,7.888
2023-04-20,7.888
2023-04-21,7.888
2023-04-22,7.888
2023-04-23,7.888
2023-04-24,7.888
2023-04-25,7.888
2023-04-26,7.888
2023-04-27,7.888
2023-04-28,7.888
2023-04-29,7.888
2023-04-30,7.888
2023-05-01,7.888
2023-05-02,7.888
2023-05-03,7.888
2023-05-04,7.888
2023-05-05,7.888
2023-05-06,7.888
2023-05-07,7.888
2023-05-08,7.888
2023-05-09,7.888
2023-05-10,7.888
2023-05-11,7.888
2023-05-12,7.888
2023-05-13,7.888
2023-05-14,7.888
2023-05-15,7.888
2023-05-16,7.888
2023-05-17,7.888
2023-05-18,7.888
2023-05-19,7.888
2023-05-20,7.888
2023-05-21,7.888
2023-05-22,7.888
2023-05-23,7.888
2023-05-24,7.888
2023-05-25,7.888
2023-05-26,7.888
2023-05-27,7.888
2023-05-28,7.888
2023-05-29,7.888
2023-05-30,7.888
2023-05-31,7.888
2023-06-01,7.888
2023-06-02,7.888
2023-06-03,7.888
2023-06-04,7.888
2023-06-05,7.888
2023-06-06,7.888
2023-06-07,7.888
2023-06-08,7.888
2023-06-09,7.888
2023-06-10,7.888
2023-06-11,7.888
2023-06-12,7.888
2023-06-13,7.888
2023-06-14,7.888
2023-06-15,7.888
2023-06-16,7.888
2023-06-17,7.888
2023-06-18,7.888
2023-06-19,7.888
2023-06-20,7.888
2023-06-21,7.888
2023-06-22,7.888
