,DAL US Equity
2020-09-20,3.842
2020-09-21,3.489
2020-09-22,3.536
2020-09-23,3.459
2020-09-24,3.394
2020-09-25,3.484
2020-09-26,3.484
2020-09-27,3.484
2020-09-28,3.667
2020-09-29,3.581
2020-09-30,3.578
2020-10-01,3.639
2020-10-02,3.715
2020-10-03,3.715
2020-10-04,3.715
2020-10-05,3.744
2020-10-06,3.634
2020-10-07,3.762
2020-10-08,3.824
2020-10-09,3.839
2020-10-10,3.839
2020-10-11,3.839
2020-10-12,3.819
2020-10-13,3.717
2020-10-14,3.666
2020-10-15,3.618
2020-10-16,3.633
2020-10-17,3.633
2020-10-18,3.633
2020-10-19,3.636
2020-10-20,3.692
2020-10-21,3.636
2020-10-22,3.893
2020-10-23,3.925
2020-10-24,3.925
2020-10-25,3.925
2020-10-26,3.686
2020-10-27,3.545
2020-10-28,3.423
2020-10-29,3.551
2020-10-30,3.537
2020-10-31,3.537
2020-11-01,3.537
2020-11-02,3.488
2020-11-03,3.567
2020-11-04,3.513
2020-11-05,3.692
2020-11-06,3.627
2020-11-07,3.627
2020-11-08,3.627
2020-11-09,4.245
2020-11-10,4.276
2020-11-11,4.226
2020-11-12,4.149
2020-11-13,4.4
2020-11-14,4.4
2020-11-15,4.4
2020-11-16,4.585
2020-11-17,4.537
2020-11-18,4.575
2020-11-19,4.575
2020-11-20,4.48
2020-11-21,4.48
2020-11-22,4.48
2020-11-23,4.681
2020-11-24,4.979
2020-11-25,4.982
2020-11-26,4.982
2020-11-27,4.955
2020-11-28,4.955
2020-11-29,4.955
2020-11-30,4.857
2020-12-01,4.822
2020-12-02,4.956
2020-12-03,5.183
2020-12-04,5.112
2020-12-05,5.112
2020-12-06,5.112
2020-12-07,5.412
2020-12-08,5.42
2020-12-09,5.382
2020-12-10,5.447
2020-12-11,5.334
2020-12-12,5.334
2020-12-13,5.334
2020-12-14,5.2
2020-12-15,5.348
2020-12-16,5.25
2020-12-17,5.254
2020-12-18,5.199
2020-12-19,5.199
2020-12-20,5.199
2020-12-21,5.13
2020-12-22,4.977
2020-12-23,5.143
2020-12-24,5.078
2020-12-25,5.078
2020-12-26,5.078
2020-12-27,5.078
2020-12-28,5.131
2020-12-29,5.116
2020-12-30,5.184
2020-12-31,5.139
2021-01-01,5.139
2021-01-02,5.139
2021-01-03,5.139
2021-01-04,4.95
2021-01-05,5.055
2021-01-06,5.161
2021-01-07,5.141
2021-01-08,5.115
2021-01-09,5.115
2021-01-10,5.115
2021-01-11,5.037
2021-01-12,5.15
2021-01-13,5.107
2021-01-14,5.236
2021-01-15,5.075
2021-01-16,5.075
2021-01-17,5.075
2021-01-18,5.075
2021-01-19,5.117
2021-01-20,5.284
2021-01-21,5.163
2021-01-22,5.078
2021-01-23,5.078
2021-01-24,5.078
2021-01-25,4.915
2021-01-26,4.968
2021-01-27,4.867
2021-01-28,5.064
2021-01-29,4.796
2021-01-30,4.796
2021-01-31,4.796
2021-02-01,4.779
2021-02-02,4.903
2021-02-03,5.026
2021-02-04,5.172
2021-02-05,5.199
2021-02-06,5.199
2021-02-07,5.199
2021-02-08,5.464
2021-02-09,5.371
2021-02-10,5.421
2021-02-11,5.398
2021-02-12,5.47
2021-02-13,5.47
2021-02-14,5.47
2021-02-15,5.47
2021-02-16,5.602
2021-02-17,5.664
2021-02-18,5.663
2021-02-19,5.828
2021-02-20,5.828
2021-02-21,5.828
2021-02-22,6.092
2021-02-23,6.168
2021-02-24,6.329
2021-02-25,6.157
2021-02-26,6.117
2021-02-27,6.117
2021-02-28,6.117
2021-03-01,6.133
2021-03-02,6.154
2021-03-03,6.17
2021-03-04,5.992
2021-03-05,5.897
2021-03-06,5.897
2021-03-07,5.897
2021-03-08,6.11
2021-03-09,6.076
2021-03-10,6.099
2021-03-11,6.166
2021-03-12,6.358
2021-03-13,6.358
2021-03-14,6.358
2021-03-15,6.507
2021-03-16,6.302
2021-03-17,6.436
2021-03-18,6.276
2021-03-19,6.253
2021-03-20,6.253
2021-03-21,6.253
2021-03-22,6.121
2021-03-23,5.824
2021-03-24,5.82
2021-03-25,6.023
2021-03-26,6.083
2021-03-27,6.083
2021-03-28,6.083
2021-03-29,6.04
2021-03-30,6.241
2021-03-31,6.162
2021-04-01,6.232
2021-04-02,6.232
2021-04-03,6.232
2021-04-04,6.232
2021-04-05,6.414
2021-04-06,6.251
2021-04-07,6.075
2021-04-08,6.028
2021-04-09,5.963
2021-04-10,5.963
2021-04-11,5.963
2021-04-12,5.908
2021-04-13,5.841
2021-04-14,5.83
2021-04-15,5.659
2021-04-16,5.895
2021-04-17,5.895
2021-04-18,5.895
2021-04-19,5.833
2021-04-20,5.618
2021-04-21,5.776
2021-04-22,5.643
2021-04-23,5.788
2021-04-24,5.788
2021-04-25,5.788
2021-04-26,5.891
2021-04-27,5.857
2021-04-28,5.869
2021-04-29,5.976
2021-04-30,6.045
2021-05-01,6.045
2021-05-02,6.045
2021-05-03,6.0
2021-05-04,5.754
2021-05-05,5.824
2021-05-06,5.789
2021-05-07,5.941
2021-05-08,5.941
2021-05-09,5.941
2021-05-10,5.853
2021-05-11,5.736
2021-05-12,5.544
2021-05-13,6.293
2021-05-14,6.627
2021-05-15,6.627
2021-05-16,6.627
2021-05-17,6.69
2021-05-18,6.688
2021-05-19,6.603
2021-05-20,6.499
2021-05-21,6.47
2021-05-22,6.47
2021-05-23,6.47
2021-05-24,6.607
2021-05-25,6.679
2021-05-26,6.796
2021-05-27,7.085
2021-05-28,7.03
2021-05-29,7.03
2021-05-30,7.03
2021-05-31,7.03
2021-06-01,7.033
2021-06-02,7.044
2021-06-03,6.802
2021-06-04,6.78
2021-06-05,6.78
2021-06-06,6.78
2021-06-07,6.794
2021-06-08,6.936
2021-06-09,6.859
2021-06-10,6.74
2021-06-11,6.772
2021-06-12,6.772
2021-06-13,6.772
2021-06-14,6.684
2021-06-15,6.631
2021-06-16,6.629
2021-06-17,6.106
2021-06-18,6.159
2021-06-19,6.159
2021-06-20,6.159
2021-06-21,6.27
2021-06-22,6.215
2021-06-23,6.201
2021-06-24,6.152
2021-06-25,6.086
2021-06-26,6.086
2021-06-27,6.086
2021-06-28,5.907
2021-06-29,5.873
2021-06-30,5.926
2021-07-01,6.003
2021-07-02,5.992
2021-07-03,5.992
2021-07-04,5.992
2021-07-05,5.992
2021-07-06,6.01
2021-07-07,5.912
2021-07-08,5.847
2021-07-09,5.965
2021-07-10,5.965
2021-07-11,5.965
2021-07-12,5.796
2021-07-13,5.539
2021-07-14,5.315
2021-07-15,5.417
2021-07-16,5.248
2021-07-17,5.248
2021-07-18,5.248
2021-07-19,5.052
2021-07-20,5.327
2021-07-21,5.451
2021-07-22,5.379
2021-07-23,5.294
2021-07-24,5.294
2021-07-25,5.294
2021-07-26,5.459
2021-07-27,5.137
2021-07-28,5.18
2021-07-29,5.171
2021-07-30,5.005
2021-07-31,5.005
2021-08-01,5.005
2021-08-02,4.948
2021-08-03,4.988
2021-08-04,4.88
2021-08-05,5.088
2021-08-06,5.13
2021-08-07,5.13
2021-08-08,5.13
2021-08-09,4.999
2021-08-10,5.148
2021-08-11,5.292
2021-08-12,5.193
2021-08-13,5.112
2021-08-14,5.112
2021-08-15,5.112
2021-08-16,5.116
2021-08-17,4.969
2021-08-18,4.952
2021-08-19,4.86
2021-08-20,4.884
2021-08-21,4.884
2021-08-22,4.884
2021-08-23,5.024
2021-08-24,5.193
2021-08-25,5.292
2021-08-26,5.283
2021-08-27,5.38
2021-08-28,5.38
2021-08-29,5.38
2021-08-30,5.171
2021-08-31,5.24
2021-09-01,5.235
2021-09-02,5.289
2021-09-03,5.215
2021-09-04,5.215
2021-09-05,5.215
2021-09-06,5.215
2021-09-07,5.228
2021-09-08,5.137
2021-09-09,5.367
2021-09-10,5.141
2021-09-11,5.141
2021-09-12,5.141
2021-09-13,5.249
2021-09-14,5.152
2021-09-15,5.178
2021-09-16,5.254
2021-09-17,5.239
2021-09-18,5.239
2021-09-19,5.239
2021-09-20,5.327
2021-09-21,5.272
2021-09-22,5.433
2021-09-23,5.563
2021-09-24,5.686
2021-09-25,5.686
2021-09-26,5.686
2021-09-27,5.719
2021-09-28,5.674
2021-09-29,5.664
2021-09-30,5.566
2021-10-01,5.928
2021-10-02,5.928
2021-10-03,5.928
2021-10-04,5.873
2021-10-05,5.914
2021-10-06,5.819
2021-10-07,5.774
2021-10-08,5.734
2021-10-09,5.734
2021-10-10,5.734
2021-10-11,5.788
2021-10-12,5.835
2021-10-13,5.521
2021-10-14,5.662
2021-10-15,5.633
2021-10-16,5.633
2021-10-17,5.633
2021-10-18,5.614
2021-10-19,5.534
2021-10-20,5.513
2021-10-21,5.527
2021-10-22,5.436
2021-10-23,5.436
2021-10-24,5.436
2021-10-25,5.405
2021-10-26,5.432
2021-10-27,5.345
2021-10-28,5.37
2021-10-29,5.367
2021-10-30,5.367
2021-10-31,5.367
2021-11-01,5.544
2021-11-02,5.54
2021-11-03,5.656
2021-11-04,5.622
2021-11-05,6.075
2021-11-06,6.075
2021-11-07,6.075
2021-11-08,6.124
2021-11-09,6.108
2021-11-10,5.995
2021-11-11,5.96
2021-11-12,5.791
2021-11-13,5.791
2021-11-14,5.791
2021-11-15,5.813
2021-11-16,5.629
2021-11-17,5.525
2021-11-18,5.3
2021-11-19,5.243
2021-11-20,5.243
2021-11-21,5.243
2021-11-22,5.254
2021-11-23,5.222
2021-11-24,5.243
2021-11-25,5.243
2021-11-26,4.806
2021-11-27,4.806
2021-11-28,4.806
2021-11-29,4.787
2021-11-30,4.782
2021-12-01,4.429
2021-12-02,4.856
2021-12-03,4.769
2021-12-04,4.769
2021-12-05,4.769
2021-12-06,5.055
2021-12-07,5.042
2021-12-08,5.153
2021-12-09,5.103
2021-12-10,5.061
2021-12-11,5.061
2021-12-12,5.061
2021-12-13,4.887
2021-12-14,4.842
2021-12-15,4.852
2021-12-16,4.783
2021-12-17,4.844
2021-12-18,4.844
2021-12-19,4.844
2021-12-20,4.819
2021-12-21,5.099
2021-12-22,5.18
2021-12-23,5.202
2021-12-24,5.202
2021-12-25,5.202
2021-12-26,5.202
2021-12-27,4.947
2021-12-28,5.027
2021-12-29,4.967
2021-12-30,4.952
2021-12-31,4.957
2022-01-01,4.957
2022-01-02,4.957
2022-01-03,5.11
2022-01-04,5.148
2022-01-05,5.109
2022-01-06,5.087
2022-01-07,5.265
2022-01-08,5.265
2022-01-09,5.265
2022-01-10,5.201
2022-01-11,5.45
2022-01-12,5.368
2022-01-13,5.472
2022-01-14,5.319
2022-01-15,5.319
2022-01-16,5.319
2022-01-17,5.319
2022-01-18,5.343
2022-01-19,5.246
2022-01-20,5.289
2022-01-21,5.155
2022-01-22,5.155
2022-01-23,5.155
2022-01-24,5.109
2022-01-25,5.23
2022-01-26,5.224
2022-01-27,5.167
2022-01-28,5.159
2022-01-29,5.159
2022-01-30,5.159
2022-01-31,5.349
2022-02-01,5.457
2022-02-02,5.461
2022-02-03,5.355
2022-02-04,5.371
2022-02-05,5.371
2022-02-06,5.371
2022-02-07,5.518
2022-02-08,5.743
2022-02-09,5.914
2022-02-10,5.917
2022-02-11,5.705
2022-02-12,5.705
2022-02-13,5.705
2022-02-14,5.617
2022-02-15,6.007
2022-02-16,5.996
2022-02-17,5.847
2022-02-18,5.784
2022-02-19,5.784
2022-02-20,5.784
2022-02-21,5.784
2022-02-22,5.656
2022-02-23,5.426
2022-02-24,5.445
2022-02-25,5.608
2022-02-26,5.608
2022-02-27,5.608
2022-02-28,5.39
2022-03-01,5.082
2022-03-02,5.136
2022-03-03,4.874
2022-03-04,4.602
2022-03-05,4.602
2022-03-06,4.602
2022-03-07,4.014
2022-03-08,4.159
2022-03-09,4.364
2022-03-10,4.336
2022-03-11,4.272
2022-03-12,4.272
2022-03-13,4.272
2022-03-14,4.357
2022-03-15,4.749
2022-03-16,5.031
2022-03-17,5.07
2022-03-18,5.124
2022-03-19,5.124
2022-03-20,5.124
2022-03-21,4.928
2022-03-22,5.049
2022-03-23,4.945
2022-03-24,5.087
2022-03-25,5.176
2022-03-26,5.176
2022-03-27,5.176
2022-03-28,5.235
2022-03-29,5.396
2022-03-30,5.422
2022-03-31,5.455
2022-04-01,5.419
2022-04-02,5.419
2022-04-03,5.419
2022-04-04,5.426
2022-04-05,5.375
2022-04-06,5.177
2022-04-07,5.113
2022-04-08,5.059
2022-04-09,5.059
2022-04-10,5.059
2022-04-11,5.357
2022-04-12,5.168
2022-04-13,5.458
2022-04-14,5.003
2022-04-15,5.003
2022-04-16,5.003
2022-04-17,5.003
2022-04-18,4.904
2022-04-19,5.14
2022-04-20,5.2
2022-04-21,5.342
2022-04-22,5.448
2022-04-23,5.448
2022-04-24,5.448
2022-04-25,5.396
2022-04-26,5.225
2022-04-27,5.376
2022-04-28,5.528
2022-04-29,5.366
2022-04-30,5.366
2022-05-01,5.366
2022-05-02,5.321
2022-05-03,5.406
2022-05-04,5.544
2022-05-05,5.327
2022-05-06,5.184
2022-05-07,5.184
2022-05-08,5.184
2022-05-09,4.836
2022-05-10,4.89
2022-05-11,4.791
2022-05-12,4.636
2022-05-13,5.079
2022-05-14,5.079
2022-05-15,5.079
2022-05-16,5.058
2022-05-17,5.396
2022-05-18,5.209
2022-05-19,5.176
2022-05-20,5.097
2022-05-21,5.097
2022-05-22,5.097
2022-05-23,5.213
2022-05-24,4.91
2022-05-25,5.103
2022-05-26,5.397
2022-05-27,5.582
2022-05-28,5.582
2022-05-29,5.582
2022-05-30,5.582
2022-05-31,5.511
2022-06-01,5.227
2022-06-02,5.332
2022-06-03,5.138
2022-06-04,5.138
2022-06-05,5.138
2022-06-06,5.189
2022-06-07,5.287
2022-06-08,5.025
2022-06-09,4.759
2022-06-10,4.547
2022-06-11,4.547
2022-06-12,4.547
2022-06-13,4.137
2022-06-14,4.031
2022-06-15,4.105
2022-06-16,3.825
2022-06-17,3.913
2022-06-18,3.913
2022-06-19,3.913
2022-06-20,3.913
2022-06-21,3.886
2022-06-22,3.879
2022-06-23,3.854
2022-06-24,4.068
2022-06-25,4.068
2022-06-26,4.068
2022-06-27,3.973
2022-06-28,3.998
2022-06-29,3.907
2022-06-30,3.818
2022-07-01,3.891
2022-07-02,3.891
2022-07-03,3.891
2022-07-04,3.891
2022-07-05,3.93
2022-07-06,3.892
2022-07-07,4.028
2022-07-08,4.029
2022-07-09,4.029
2022-07-10,4.029
2022-07-11,3.982
2022-07-12,4.227
2022-07-13,4.045
2022-07-14,3.994
2022-07-15,4.037
2022-07-16,4.037
2022-07-17,4.037
2022-07-18,4.171
2022-07-19,4.366
2022-07-20,4.607
2022-07-21,4.488
2022-07-22,4.403
2022-07-23,4.403
2022-07-24,4.403
2022-07-25,4.411
2022-07-26,4.334
2022-07-27,4.455
2022-07-28,4.484
2022-07-29,4.498
2022-07-30,4.498
2022-07-31,4.498
2022-08-01,4.559
2022-08-02,4.501
2022-08-03,4.703
2022-08-04,4.714
2022-08-05,4.659
2022-08-06,4.659
2022-08-07,4.659
2022-08-08,4.774
2022-08-09,4.697
2022-08-10,4.799
2022-08-11,4.532
2022-08-12,4.604
2022-08-13,4.604
2022-08-14,4.604
2022-08-15,4.671
2022-08-16,4.716
2022-08-17,4.609
2022-08-18,4.603
2022-08-19,4.437
2022-08-20,4.437
2022-08-21,4.437
2022-08-22,4.321
2022-08-23,4.387
2022-08-24,4.445
2022-08-25,4.536
2022-08-26,4.361
2022-08-27,4.361
2022-08-28,4.361
2022-08-29,4.274
2022-08-30,4.233
2022-08-31,4.146
2022-09-01,4.149
2022-09-02,4.129
2022-09-03,4.129
2022-09-04,4.129
2022-09-05,4.129
2022-09-06,4.249
2022-09-07,4.391
2022-09-08,4.376
2022-09-09,4.449
2022-09-10,4.449
2022-09-11,4.449
2022-09-12,4.516
2022-09-13,4.324
2022-09-14,4.449
2022-09-15,4.534
2022-09-16,4.427
2022-09-17,4.427
2022-09-18,4.427
2022-09-19,4.541
2022-09-20,4.558
2022-09-21,4.337
2022-09-22,4.173
2022-09-23,4.106
2022-09-24,4.106
2022-09-25,4.106
2022-09-26,3.964
2022-09-27,4.032
2022-09-28,4.172
2022-09-29,4.023
2022-09-30,3.969
2022-10-01,3.969
2022-10-02,3.969
2022-10-03,4.08
2022-10-04,4.447
2022-10-05,4.414
2022-10-06,4.455
2022-10-07,4.276
2022-10-08,4.276
2022-10-09,4.276
2022-10-10,4.28
2022-10-11,4.214
2022-10-12,4.353
2022-10-13,4.522
2022-10-14,4.634
2022-10-15,4.634
2022-10-16,4.634
2022-10-17,4.643
2022-10-18,4.795
2022-10-19,4.847
2022-10-20,4.792
2022-10-21,4.856
2022-10-22,4.856
2022-10-23,4.856
2022-10-24,4.947
2022-10-25,5.134
2022-10-26,5.134
2022-10-27,5.163
2022-10-28,5.251
2022-10-29,5.251
2022-10-30,5.251
2022-10-31,5.139
2022-11-01,5.093
2022-11-02,5.03
2022-11-03,5.051
2022-11-04,5.175
2022-11-05,5.175
2022-11-06,5.175
2022-11-07,5.27
2022-11-08,5.307
2022-11-09,5.294
2022-11-10,5.615
2022-11-11,5.607
2022-11-12,5.607
2022-11-13,5.607
2022-11-14,5.488
2022-11-15,5.521
2022-11-16,5.398
2022-11-17,5.389
2022-11-18,5.453
2022-11-19,5.453
2022-11-20,5.453
2022-11-21,5.415
2022-11-22,5.415
2022-11-23,5.457
2022-11-24,5.457
2022-11-25,5.553
2022-11-26,5.553
2022-11-27,5.553
2022-11-28,5.359
2022-11-29,5.476
2022-11-30,5.596
2022-12-01,5.597
2022-12-02,5.65
2022-12-03,5.65
2022-12-04,5.65
2022-12-05,5.662
2022-12-06,5.681
2022-12-07,5.431
2022-12-08,5.305
2022-12-09,5.347
2022-12-10,5.347
2022-12-11,5.347
2022-12-12,5.501
2022-12-13,5.278
2022-12-14,5.26
2022-12-15,5.023
2022-12-16,4.979
2022-12-17,4.979
2022-12-18,4.979
2022-12-19,4.892
2022-12-20,4.889
2022-12-21,5.02
2022-12-22,4.899
2022-12-23,4.935
2022-12-24,4.935
2022-12-25,4.935
2022-12-26,4.935
2022-12-27,4.896
2022-12-28,4.761
2022-12-29,4.871
2022-12-30,4.89
2022-12-31,4.89
2023-01-01,4.89
2023-01-02,4.89
2023-01-03,4.853
2023-01-04,5.089
2023-01-05,5.212
2023-01-06,5.331
2023-01-07,5.331
2023-01-08,5.331
2023-01-09,5.457
2023-01-10,5.653
2023-01-11,5.488
2023-01-12,5.692
2023-01-13,5.411
2023-01-14,5.411
2023-01-15,5.411
2023-01-16,5.411
2023-01-17,5.496
2023-01-18,5.513
2023-01-19,5.509
2023-01-20,5.607
2023-01-21,5.607
2023-01-22,5.607
2023-01-23,5.614
2023-01-24,5.574
2023-01-25,5.657
2023-01-26,5.634
2023-01-27,5.585
2023-01-28,5.585
2023-01-29,5.585
2023-01-30,5.537
2023-01-31,5.638
2023-02-01,5.752
2023-02-02,5.753
2023-02-03,5.707
2023-02-04,5.707
2023-02-05,5.707
2023-02-06,5.731
2023-02-07,5.723
2023-02-08,5.673
2023-02-09,5.611
2023-02-10,5.49
2023-02-11,5.49
2023-02-12,5.49
2023-02-13,5.56
2023-02-14,5.658
2023-02-15,5.647
2023-02-16,5.535
2023-02-17,5.546
2023-02-18,5.546
2023-02-19,5.546
2023-02-20,5.546
2023-02-21,5.367
2023-02-22,5.354
2023-02-23,5.429
2023-02-24,5.404
2023-02-25,5.404
2023-02-26,5.404
2023-02-27,5.471
2023-02-28,5.544
2023-03-01,5.568
2023-03-02,5.555
2023-03-03,5.617
2023-03-04,5.617
2023-03-05,5.617
2023-03-06,5.561
2023-03-07,5.649
2023-03-08,5.745
2023-03-09,5.617
2023-03-10,5.421
2023-03-11,5.421
2023-03-12,5.421
2023-03-13,5.192
2023-03-14,5.16
2023-03-15,4.834
2023-03-16,4.901
2023-03-17,4.792
2023-03-18,4.792
2023-03-19,4.792
2023-03-20,4.818
2023-03-21,4.918
2023-03-22,4.756
2023-03-23,4.664
2023-03-24,4.584
2023-03-25,4.584
2023-03-26,4.584
2023-03-27,4.663
2023-03-28,4.712
2023-03-29,4.809
2023-03-30,4.923
2023-03-31,5.04
2023-04-01,5.04
2023-04-02,5.04
2023-04-03,4.963
2023-04-04,4.902
2023-04-05,4.836
2023-04-06,4.869
2023-04-07,4.869
2023-04-08,4.869
2023-04-09,4.869
2023-04-10,4.903
2023-04-11,4.975
2023-04-12,4.863
2023-04-13,4.783
2023-04-14,4.827
2023-04-15,4.827
2023-04-16,4.827
2023-04-17,4.918
2023-04-18,5.028
2023-04-19,5.109
2023-04-20,4.925
2023-04-21,4.888
2023-04-22,4.888
2023-04-23,4.888
2023-04-24,4.844
2023-04-25,4.7
2023-04-26,4.676
2023-04-27,4.759
2023-04-28,4.899
2023-04-29,4.899
2023-04-30,4.899
2023-05-01,4.957
2023-05-02,4.93
2023-05-03,4.873
2023-05-04,4.723
2023-05-05,4.846
2023-05-06,4.846
2023-05-07,4.846
2023-05-08,4.883
2023-05-09,4.854
2023-05-10,4.797
2023-05-11,4.715
2023-05-12,4.716
2023-05-13,4.716
2023-05-14,4.716
2023-05-15,4.786
2023-05-16,4.8
2023-05-17,5.099
2023-05-18,5.094
2023-05-19,5.06
2023-05-20,5.06
2023-05-21,5.06
2023-05-22,5.035
2023-05-23,5.099
2023-05-24,4.96
2023-05-25,5.076
2023-05-26,5.096
2023-05-27,5.096
2023-05-28,5.096
2023-05-29,5.096
2023-05-30,5.151
2023-05-31,5.158
2023-06-01,5.165
2023-06-02,5.255
2023-06-03,5.255
2023-06-04,5.255
2023-06-05,5.268
2023-06-06,5.344
2023-06-07,5.428
2023-06-08,5.554
2023-06-09,5.578
2023-06-10,5.578
2023-06-11,5.578
2023-06-12,5.709
2023-06-13,5.902
2023-06-14,5.991
2023-06-15,6.07
2023-06-16,6.057
2023-06-17,6.057
2023-06-18,6.057
2023-06-19,6.057
2023-06-20,6.01
2023-06-21,6.047
2023-06-22,6.058
