,NOC US Equity
2023-07-02,18.233
2023-07-03,18.328
2023-07-04,18.328
2023-07-05,18.363
2023-07-06,18.24
2023-07-07,18.099
2023-07-08,18.099
2023-07-09,18.099
2023-07-10,18.1
2023-07-11,18.426
2023-07-12,18.131
2023-07-13,18.278
2023-07-14,18.022
2023-07-15,18.022
2023-07-16,18.022
2023-07-17,18.166
2023-07-18,17.704
2023-07-19,17.688
2023-07-20,18.171
2023-07-21,18.134
2023-07-22,18.134
2023-07-23,18.134
2023-07-24,18.085
2023-07-25,18.275
2023-07-26,18.274
2023-07-27,17.756
2023-07-28,18.065
2023-07-29,18.065
2023-07-30,18.065
2023-07-31,17.861
2023-08-01,17.987
2023-08-02,17.96
2023-08-03,17.765
2023-08-04,17.601
2023-08-05,17.601
2023-08-06,17.601
2023-08-07,17.526
2023-08-08,17.375
2023-08-09,17.481
2023-08-10,17.267
2023-08-11,17.299
2023-08-12,17.299
2023-08-13,17.299
2023-08-14,17.234
2023-08-15,16.982
2023-08-16,17.137
2023-08-17,17.213
2023-08-18,17.233
2023-08-19,17.233
2023-08-20,17.233
2023-08-21,17.372
2023-08-22,17.534
2023-08-23,17.405
2023-08-24,17.312
2023-08-25,17.281
2023-08-26,17.281
2023-08-27,17.281
2023-08-28,17.345
2023-08-29,17.301
2023-08-30,17.492
2023-08-31,17.423
2023-09-01,17.512
2023-09-02,17.512
2023-09-03,17.512
2023-09-04,17.512
2023-09-05,17.33
2023-09-06,17.031
2023-09-07,17.326
2023-09-08,16.994
2023-09-09,16.994
2023-09-10,16.994
2023-09-11,17.085
2023-09-12,17.048
2023-09-13,17.138
2023-09-14,17.38
2023-09-15,17.427
2023-09-16,17.427
2023-09-17,17.427
2023-09-18,17.709
2023-09-19,17.526
2023-09-20,17.696
2023-09-21,17.572
2023-09-22,17.081
2023-09-23,17.081
2023-09-24,17.081
2023-09-25,17.108
2023-09-26,17.149
2023-09-27,17.57
2023-09-28,17.66
2023-09-29,17.688
2023-09-30,17.688
2023-10-01,17.688
2023-10-02,17.77
2023-10-03,17.452
2023-10-04,16.969
2023-10-05,16.88
2023-10-06,17.007
2023-10-07,17.007
2023-10-08,17.007
2023-10-09,18.792
2023-10-10,18.534
2023-10-11,18.825
2023-10-12,18.982
2023-10-13,19.493
2023-10-14,19.493
2023-10-15,19.493
2023-10-16,19.449
2023-10-17,19.446
2023-10-18,19.516
2023-10-19,19.484
2023-10-20,19.315
2023-10-21,19.315
2023-10-22,19.315
2023-10-23,19.112
2023-10-24,19.026
2023-10-25,19.218
2023-10-26,19.235
2023-10-27,19.09
2023-10-28,19.09
2023-10-29,19.09
2023-10-30,19.117
2023-10-31,19.254
2023-11-01,19.124
2023-11-02,19.431
2023-11-03,19.219
2023-11-04,19.219
2023-11-05,19.219
2023-11-06,19.325
2023-11-07,19.193
2023-11-08,18.897
2023-11-09,18.922
2023-11-10,19.011
2023-11-11,19.011
2023-11-12,19.011
2023-11-13,19.041
2023-11-14,19.142
2023-11-15,19.066
2023-11-16,19.021
2023-11-17,19.033
2023-11-18,19.033
2023-11-19,19.033
2023-11-20,19.1
2023-11-21,19.316
2023-11-22,19.331
2023-11-23,19.331
2023-11-24,19.411
2023-11-25,19.411
2023-11-26,19.411
2023-11-27,19.282
2023-11-28,19.352
2023-11-29,19.242
2023-11-30,19.561
2023-12-01,19.754
2023-12-02,19.754
2023-12-03,19.754
2023-12-04,19.774
2023-12-05,19.621
2023-12-06,19.772
2023-12-07,19.656
2023-12-08,19.606
2023-12-09,19.606
2023-12-10,19.606
2023-12-11,19.709
2023-12-12,19.729
2023-12-13,19.96
2023-12-14,19.081
2023-12-15,18.98
2023-12-16,18.98
2023-12-17,18.98
2023-12-18,19.16
2023-12-19,19.108
2023-12-20,18.82
2023-12-21,18.905
2023-12-22,19.066
2023-12-23,19.066
2023-12-24,19.066
2023-12-25,19.066
2023-12-26,19.122
2023-12-27,19.11
2023-12-28,19.171
2023-12-29,19.272
2023-12-30,19.272
2023-12-31,19.272
2024-01-01,19.272
2024-01-02,19.352
2024-01-03,19.549
2024-01-04,19.42
2024-01-05,19.344
2024-01-06,19.344
2024-01-07,19.344
2024-01-08,19.561
2024-01-09,19.436
2024-01-10,19.424
2024-01-11,19.234
2024-01-12,19.8
2024-01-13,19.8
2024-01-14,19.8
2024-01-15,19.8
2024-01-16,19.667
2024-01-17,19.502
2024-01-18,19.505
2024-01-19,19.333
2024-01-20,19.333
2024-01-21,19.333
2024-01-22,19.183
2024-01-23,19.244
2024-01-24,19.079
2024-01-25,17.78
2024-01-26,17.852
2024-01-27,17.852
2024-01-28,17.852
2024-01-29,17.77
2024-01-30,17.98
2024-01-31,18.112
2024-02-01,18.091
2024-02-02,18.105
2024-02-03,18.105
2024-02-04,18.105
2024-02-05,17.9
2024-02-06,18.142
2024-02-07,18.374
2024-02-08,18.266
2024-02-09,18.416
2024-02-10,18.416
2024-02-11,18.416
2024-02-12,18.274
2024-02-13,18.06
2024-02-14,18.068
2024-02-15,18.215
2024-02-16,18.254
2024-02-17,18.254
2024-02-18,18.254
2024-02-19,18.254
2024-02-20,18.34
2024-02-21,18.586
2024-02-22,18.466
2024-02-23,18.707
2024-02-24,18.707
2024-02-25,18.707
2024-02-26,18.635
2024-02-27,18.595
2024-02-28,18.619
2024-02-29,18.703
2024-03-01,18.455
2024-03-02,18.455
2024-03-03,18.455
2024-03-04,18.646
2024-03-05,18.573
2024-03-06,18.686
2024-03-07,18.497
2024-03-08,18.623
2024-03-09,18.623
2024-03-10,18.623
2024-03-11,18.595
2024-03-12,18.579
2024-03-13,18.554
2024-03-14,18.661
2024-03-15,18.697
2024-03-16,18.697
2024-03-17,18.697
2024-03-18,18.723
2024-03-19,18.929
2024-03-20,19.061
2024-03-21,18.929
2024-03-22,18.98
2024-03-23,18.98
2024-03-24,18.98
2024-03-25,18.998
2024-03-26,19.022
2024-03-27,19.323
2024-03-28,19.376
2024-03-29,19.376
2024-03-30,19.376
2024-03-31,19.376
2024-04-01,19.08
2024-04-02,18.9
2024-04-03,18.521
2024-04-04,18.621
2024-04-05,18.419
2024-04-06,18.419
2024-04-07,18.419
2024-04-08,18.497
