,KO US Equity
2023-06-24,21.252
2023-06-25,21.252
2023-06-26,21.259
2023-06-27,21.206
2023-06-28,21.008
2023-06-29,20.835
2023-06-30,20.904
2023-07-01,20.904
2023-07-02,20.904
2023-07-03,21.029
2023-07-04,21.029
2023-07-05,21.185
2023-07-06,21.022
2023-07-07,20.752
2023-07-08,20.752
2023-07-09,20.752
2023-07-10,20.596
2023-07-11,20.669
2023-07-12,20.78
2023-07-13,20.957
2023-07-14,21.14
2023-07-15,21.14
2023-07-16,21.14
2023-07-17,21.109
2023-07-18,21.033
2023-07-19,21.39
2023-07-20,21.642
2023-07-21,21.659
2023-07-22,21.659
2023-07-23,21.659
2023-07-24,21.666
2023-07-25,21.594
2023-07-26,21.832
2023-07-27,21.621
2023-07-28,21.65
2023-07-29,21.65
2023-07-30,21.65
2023-07-31,21.452
2023-08-01,21.397
2023-08-02,21.47
2023-08-03,21.359
2023-08-04,21.037
2023-08-05,21.037
2023-08-06,21.037
2023-08-07,21.203
2023-08-08,21.11
2023-08-09,21.143
2023-08-10,21.095
2023-08-11,21.181
2023-08-12,21.181
2023-08-13,21.181
2023-08-14,21.081
2023-08-15,20.932
2023-08-16,20.935
2023-08-17,20.98
2023-08-18,21.098
2023-08-19,21.098
2023-08-20,21.098
2023-08-21,20.918
2023-08-22,20.79
2023-08-23,20.862
2023-08-24,20.807
2023-08-25,20.904
2023-08-26,20.904
2023-08-27,20.904
2023-08-28,20.963
2023-08-29,20.942
2023-08-30,20.932
2023-08-31,20.71
2023-09-01,20.53
2023-09-02,20.53
2023-09-03,20.53
2023-09-04,20.53
2023-09-05,20.36
2023-09-06,20.347
2023-09-07,20.191
2023-09-08,20.198
2023-09-09,20.198
2023-09-10,20.198
2023-09-11,20.388
2023-09-12,20.188
2023-09-13,20.236
2023-09-14,20.389
2023-09-15,20.208
2023-09-16,20.208
2023-09-17,20.208
2023-09-18,20.333
2023-09-19,20.291
2023-09-20,20.382
2023-09-21,20.068
2023-09-22,20.089
2023-09-23,20.089
2023-09-24,20.089
2023-09-25,19.88
2023-09-26,19.716
2023-09-27,19.514
2023-09-28,19.465
2023-09-29,19.524
2023-09-30,19.524
2023-10-01,19.524
2023-10-02,19.37
2023-10-03,19.161
2023-10-04,19.237
2023-10-05,18.34
2023-10-06,18.639
2023-10-07,18.639
2023-10-08,18.639
2023-10-09,18.561
2023-10-10,18.965
2023-10-11,18.9
2023-10-12,18.61
2023-10-13,18.638
2023-10-14,18.638
2023-10-15,18.638
2023-10-16,18.855
2023-10-17,19.081
2023-10-18,19.081
2023-10-19,19.214
2023-10-20,19.292
2023-10-21,19.292
2023-10-22,19.292
2023-10-23,19.119
2023-10-24,19.614
2023-10-25,19.755
2023-10-26,19.628
2023-10-27,19.424
2023-10-28,19.424
2023-10-29,19.424
2023-10-30,19.758
2023-10-31,19.878
2023-11-01,19.86
2023-11-02,20.096
2023-11-03,19.973
2023-11-04,19.973
2023-11-05,19.973
2023-11-06,20.054
2023-11-07,20.128
2023-11-08,20.096
2023-11-09,19.945
2023-11-10,19.966
2023-11-11,19.966
2023-11-12,19.966
2023-11-13,20.026
2023-11-14,20.086
2023-11-15,20.124
2023-11-16,20.103
2023-11-17,20.142
2023-11-18,20.142
2023-11-19,20.142
2023-11-20,20.191
2023-11-21,20.413
2023-11-22,20.55
2023-11-23,20.55
2023-11-24,20.603
2023-11-25,20.603
2023-11-26,20.603
2023-11-27,20.564
2023-11-28,20.606
2023-11-29,20.476
2023-11-30,20.713
2023-12-01,20.784
2023-12-02,20.784
2023-12-03,20.784
2023-12-04,20.759
2023-12-05,20.791
2023-12-06,20.77
2023-12-07,20.82
2023-12-08,20.773
2023-12-09,20.773
2023-12-10,20.773
2023-12-11,20.926
2023-12-12,21.053
2023-12-13,21.234
2023-12-14,20.918
2023-12-15,20.763
2023-12-16,20.763
2023-12-17,20.763
2023-12-18,20.919
2023-12-19,20.851
2023-12-20,20.419
2023-12-21,20.554
2023-12-22,20.671
2023-12-23,20.671
2023-12-24,20.671
2023-12-25,20.671
2023-12-26,20.756
2023-12-27,20.809
2023-12-28,20.823
2023-12-29,20.887
2023-12-30,20.887
2023-12-31,20.887
2024-01-01,20.887
2024-01-02,21.202
2024-01-03,21.252
2024-01-04,21.181
2024-01-05,21.149
2024-01-06,21.149
2024-01-07,21.149
2024-01-08,21.298
2024-01-09,21.259
2024-01-10,21.329
2024-01-11,21.191
2024-01-12,21.389
2024-01-13,21.389
2024-01-14,21.389
2024-01-15,21.389
2024-01-16,21.247
2024-01-17,21.24
2024-01-18,21.3
2024-01-19,21.183
2024-01-20,21.183
2024-01-21,21.183
2024-01-22,21.091
2024-01-23,21.19
2024-01-24,20.857
2024-01-25,20.946
2024-01-26,21.02
2024-01-27,21.02
2024-01-28,21.02
2024-01-29,21.148
2024-01-30,21.2
2024-01-31,21.055
2024-02-01,21.575
2024-02-02,21.419
2024-02-03,21.419
2024-02-04,21.419
2024-02-05,21.242
2024-02-06,21.154
2024-02-07,21.172
2024-02-08,21.115
2024-02-09,21.02
2024-02-10,21.02
2024-02-11,21.02
2024-02-12,21.069
2024-02-13,20.976
2024-02-14,20.925
2024-02-15,20.964
2024-02-16,20.953
2024-02-17,20.953
2024-02-18,20.953
2024-02-19,20.953
2024-02-20,21.415
2024-02-21,21.605
2024-02-22,21.574
2024-02-23,21.591
2024-02-24,21.591
2024-02-25,21.591
2024-02-26,21.418
2024-02-27,21.28
2024-02-28,21.301
2024-02-29,21.167
2024-03-01,20.995
2024-03-02,20.995
2024-03-03,20.995
2024-03-04,21.093
2024-03-05,20.991
2024-03-06,21.002
2024-03-07,20.963
2024-03-08,20.984
2024-03-09,20.984
2024-03-10,20.984
2024-03-11,21.237
2024-03-12,21.329
2024-03-13,21.548
2024-03-14,21.507
2024-03-15,21.287
2024-03-16,21.287
2024-03-17,21.287
2024-03-18,21.376
2024-03-19,21.411
2024-03-20,21.596
2024-03-21,21.497
2024-03-22,21.504
2024-03-23,21.504
2024-03-24,21.504
2024-03-25,21.472
2024-03-26,21.522
2024-03-27,21.696
2024-03-28,21.749
2024-03-29,21.749
2024-03-30,21.749
2024-03-31,21.749
2024-04-01,21.571
2024-04-02,21.383
2024-04-03,21.269
2024-04-04,21.081
2024-04-05,21.155
2024-04-06,21.155
2024-04-07,21.155
2024-04-08,21.07
