,ROK US Equity
2020-08-22,17.73
2020-08-23,17.73
2020-08-24,17.906
2020-08-25,17.91
2020-08-26,18.03
2020-08-27,18.001
2020-08-28,18.098
2020-08-29,18.098
2020-08-30,18.098
2020-08-31,17.886
2020-09-01,18.15
2020-09-02,18.411
2020-09-03,17.752
2020-09-04,17.709
2020-09-05,17.709
2020-09-06,17.709
2020-09-07,17.709
2020-09-08,17.14
2020-09-09,17.423
2020-09-10,17.02
2020-09-11,17.243
2020-09-12,17.243
2020-09-13,17.243
2020-09-14,17.43
2020-09-15,17.439
2020-09-16,17.479
2020-09-17,17.24
2020-09-18,16.988
2020-09-19,16.988
2020-09-20,16.988
2020-09-21,16.222
2020-09-22,16.61
2020-09-23,16.509
2020-09-24,16.865
2020-09-25,16.733
2020-09-26,16.733
2020-09-27,16.733
2020-09-28,17.068
2020-09-29,17.164
2020-09-30,17.122
2020-10-01,17.032
2020-10-02,17.335
2020-10-03,17.335
2020-10-04,17.335
2020-10-05,18.534
2020-10-06,18.5
2020-10-07,18.789
2020-10-08,19.162
2020-10-09,19.413
2020-10-10,19.413
2020-10-11,19.413
2020-10-12,19.719
2020-10-13,19.632
2020-10-14,19.699
2020-10-15,19.979
2020-10-16,20.106
2020-10-17,20.106
2020-10-18,20.106
2020-10-19,19.882
2020-10-20,19.599
2020-10-21,19.261
2020-10-22,19.465
2020-10-23,19.772
2020-10-24,19.772
2020-10-25,19.772
2020-10-26,19.271
2020-10-27,19.266
2020-10-28,19.032
2020-10-29,19.181
2020-10-30,19.285
2020-10-31,19.285
2020-11-01,19.285
2020-11-02,19.958
2020-11-03,20.607
2020-11-04,19.738
2020-11-05,20.357
2020-11-06,20.287
2020-11-07,20.287
2020-11-08,20.287
2020-11-09,20.718
2020-11-10,20.256
2020-11-11,19.569
2020-11-12,18.975
2020-11-13,19.5
2020-11-14,19.5
2020-11-15,19.5
2020-11-16,19.617
2020-11-17,19.625
2020-11-18,19.965
2020-11-19,20.179
2020-11-20,19.977
2020-11-21,19.977
2020-11-22,19.977
2020-11-23,20.312
2020-11-24,20.717
2020-11-25,20.747
2020-11-26,20.747
2020-11-27,20.707
2020-11-28,20.707
2020-11-29,20.707
2020-11-30,20.594
2020-12-01,19.901
2020-12-02,19.879
2020-12-03,19.762
2020-12-04,19.981
2020-12-05,19.981
2020-12-06,19.981
2020-12-07,19.753
2020-12-08,20.114
2020-12-09,20.249
2020-12-10,19.885
2020-12-11,19.881
2020-12-12,19.881
2020-12-13,19.881
2020-12-14,19.727
2020-12-15,20.07
2020-12-16,19.95
2020-12-17,20.068
2020-12-18,20.13
2020-12-19,20.13
2020-12-20,20.13
2020-12-21,20.244
2020-12-22,20.105
2020-12-23,20.136
2020-12-24,20.185
2020-12-25,20.185
2020-12-26,20.185
2020-12-27,20.185
2020-12-28,20.163
2020-12-29,20.025
2020-12-30,20.223
2020-12-31,20.362
2021-01-01,20.362
2021-01-02,20.362
2021-01-03,20.362
2021-01-04,20.01
2021-01-05,20.206
2021-01-06,21.189
2021-01-07,21.27
2021-01-08,21.456
2021-01-09,21.456
2021-01-10,21.456
2021-01-11,21.52
2021-01-12,21.72
2021-01-13,21.47
2021-01-14,21.497
2021-01-15,20.912
2021-01-16,20.912
2021-01-17,20.912
2021-01-18,20.912
2021-01-19,21.354
2021-01-20,21.597
2021-01-21,21.902
2021-01-22,21.761
2021-01-23,21.761
2021-01-24,21.761
2021-01-25,21.353
2021-01-26,20.01
2021-01-27,19.669
2021-01-28,20.439
2021-01-29,20.222
2021-01-30,20.222
2021-01-31,20.222
2021-02-01,20.153
2021-02-02,20.547
2021-02-03,19.966
2021-02-04,19.631
2021-02-05,19.763
2021-02-06,19.763
2021-02-07,19.763
2021-02-08,20.119
2021-02-09,20.058
2021-02-10,19.914
2021-02-11,20.086
2021-02-12,20.363
2021-02-13,20.363
2021-02-14,20.363
2021-02-15,20.363
2021-02-16,20.407
2021-02-17,20.275
2021-02-18,19.955
2021-02-19,20.285
2021-02-20,20.285
2021-02-21,20.285
2021-02-22,19.936
2021-02-23,20.055
2021-02-24,20.188
2021-02-25,19.973
2021-02-26,19.881
2021-02-27,19.881
2021-02-28,19.881
2021-03-01,20.531
2021-03-02,20.4
2021-03-03,20.575
2021-03-04,20.184
2021-03-05,20.759
2021-03-06,20.759
2021-03-07,20.759
2021-03-08,21.151
2021-03-09,21.303
2021-03-10,21.626
2021-03-11,21.675
2021-03-12,21.756
2021-03-13,21.756
2021-03-14,21.756
2021-03-15,21.741
2021-03-16,21.19
2021-03-17,21.435
2021-03-18,21.352
2021-03-19,21.187
2021-03-20,21.187
2021-03-21,21.187
2021-03-22,21.48
2021-03-23,21.221
2021-03-24,21.588
2021-03-25,21.708
2021-03-26,22.438
2021-03-27,22.438
2021-03-28,22.438
2021-03-29,22.173
2021-03-30,21.953
2021-03-31,21.772
2021-04-01,21.608
2021-04-02,21.608
2021-04-03,21.608
2021-04-04,21.608
2021-04-05,21.635
2021-04-06,21.198
2021-04-07,21.065
2021-04-08,21.046
2021-04-09,21.333
2021-04-10,21.333
2021-04-11,21.333
2021-04-12,21.373
2021-04-13,21.189
2021-04-14,21.0
2021-04-15,21.378
2021-04-16,21.505
2021-04-17,21.505
2021-04-18,21.505
2021-04-19,21.606
2021-04-20,21.293
2021-04-21,21.595
2021-04-22,21.371
2021-04-23,21.695
2021-04-24,21.695
2021-04-25,21.695
2021-04-26,21.563
2021-04-27,21.659
2021-04-28,21.401
2021-04-29,21.42
2021-04-30,21.672
2021-05-01,21.672
2021-05-02,21.672
2021-05-03,21.418
2021-05-04,21.536
2021-05-05,21.858
2021-05-06,22.02
2021-05-07,22.198
2021-05-08,22.198
2021-05-09,22.198
2021-05-10,22.209
2021-05-11,22.004
2021-05-12,21.367
2021-05-13,21.791
2021-05-14,21.9
2021-05-15,21.9
2021-05-16,21.9
2021-05-17,21.694
2021-05-18,21.403
2021-05-19,21.16
2021-05-20,21.154
2021-05-21,21.306
2021-05-22,21.306
2021-05-23,21.306
2021-05-24,21.485
2021-05-25,21.333
2021-05-26,21.331
2021-05-27,21.542
2021-05-28,21.594
2021-05-29,21.594
2021-05-30,21.594
2021-05-31,21.594
2021-06-01,21.935
2021-06-02,22.257
2021-06-03,22.472
2021-06-04,22.568
2021-06-05,22.568
2021-06-06,22.568
2021-06-07,22.495
2021-06-08,22.553
2021-06-09,22.857
2021-06-10,23.064
2021-06-11,23.267
2021-06-12,23.267
2021-06-13,23.267
2021-06-14,23.066
2021-06-15,23.255
2021-06-16,23.183
2021-06-17,22.189
2021-06-18,22.248
2021-06-19,22.248
2021-06-20,22.248
2021-06-21,22.953
2021-06-22,23.351
2021-06-23,23.402
2021-06-24,23.378
2021-06-25,23.389
2021-06-26,23.389
2021-06-27,23.389
2021-06-28,23.192
2021-06-29,23.19
2021-06-30,23.39
2021-07-01,23.331
2021-07-02,23.325
2021-07-03,23.325
2021-07-04,23.325
2021-07-05,23.325
2021-07-06,23.225
2021-07-07,23.875
2021-07-08,23.376
2021-07-09,23.631
2021-07-10,23.631
2021-07-11,23.631
2021-07-12,23.496
2021-07-13,23.159
2021-07-14,23.195
2021-07-15,23.349
2021-07-16,23.357
2021-07-17,23.357
2021-07-18,23.357
2021-07-19,22.935
2021-07-20,23.384
2021-07-21,23.571
2021-07-22,23.509
2021-07-23,23.647
2021-07-24,23.647
2021-07-25,23.647
2021-07-26,23.533
2021-07-27,23.149
2021-07-28,23.598
2021-07-29,23.477
2021-07-30,23.678
2021-07-31,23.678
2021-08-01,23.678
2021-08-02,23.643
2021-08-03,23.932
2021-08-04,23.791
2021-08-05,23.927
2021-08-06,23.974
2021-08-07,23.974
2021-08-08,23.974
2021-08-09,23.952
2021-08-10,24.286
2021-08-11,24.134
2021-08-12,24.193
2021-08-13,24.224
2021-08-14,24.224
2021-08-15,24.224
2021-08-16,24.445
2021-08-17,23.973
2021-08-18,23.922
2021-08-19,24.061
2021-08-20,24.111
2021-08-21,24.111
2021-08-22,24.111
2021-08-23,24.075
2021-08-24,24.218
2021-08-25,24.441
2021-08-26,24.473
2021-08-27,24.617
2021-08-28,24.617
2021-08-29,24.617
2021-08-30,24.857
2021-08-31,24.907
2021-09-01,24.721
2021-09-02,25.036
2021-09-03,24.796
2021-09-04,24.796
2021-09-05,24.796
2021-09-06,24.796
2021-09-07,24.372
2021-09-08,24.394
2021-09-09,24.109
2021-09-10,24.037
2021-09-11,24.037
2021-09-12,24.037
2021-09-13,24.167
2021-09-14,23.978
2021-09-15,24.311
2021-09-16,24.261
2021-09-17,23.843
2021-09-18,23.843
2021-09-19,23.843
2021-09-20,23.148
2021-09-21,22.972
2021-09-22,23.107
2021-09-23,23.277
2021-09-24,23.156
2021-09-25,23.156
2021-09-26,23.156
2021-09-27,23.175
2021-09-28,22.709
2021-09-29,22.795
2021-09-30,22.503
2021-10-01,22.566
2021-10-02,22.566
2021-10-03,22.566
2021-10-04,22.354
2021-10-05,22.78
2021-10-06,23.136
2021-10-07,23.651
2021-10-08,23.378
2021-10-09,23.378
2021-10-10,23.378
2021-10-11,23.174
2021-10-12,23.1
2021-10-13,23.248
2021-10-14,24.048
2021-10-15,24.363
2021-10-16,24.363
2021-10-17,24.363
2021-10-18,24.424
2021-10-19,24.514
2021-10-20,24.766
2021-10-21,24.635
2021-10-22,24.526
2021-10-23,24.526
2021-10-24,24.526
2021-10-25,24.478
2021-10-26,24.469
2021-10-27,24.325
2021-10-28,24.713
2021-10-29,24.766
2021-10-30,24.766
2021-10-31,24.766
2021-11-01,24.804
2021-11-02,25.306
2021-11-03,25.185
2021-11-04,25.378
2021-11-05,25.119
2021-11-06,25.119
2021-11-07,25.119
2021-11-08,24.857
2021-11-09,24.869
2021-11-10,24.709
2021-11-11,24.436
2021-11-12,24.877
2021-11-13,24.877
2021-11-14,24.877
2021-11-15,24.921
2021-11-16,25.33
2021-11-17,25.267
2021-11-18,25.475
2021-11-19,25.726
2021-11-20,25.726
2021-11-21,25.726
2021-11-22,25.658
2021-11-23,25.563
2021-11-24,25.488
2021-11-25,25.488
2021-11-26,25.073
2021-11-27,25.073
2021-11-28,25.073
2021-11-29,25.175
2021-11-30,24.851
2021-12-01,24.542
2021-12-02,25.403
2021-12-03,25.537
2021-12-04,25.537
2021-12-05,25.537
2021-12-06,25.496
2021-12-07,25.928
2021-12-08,25.757
2021-12-09,25.618
2021-12-10,25.919
2021-12-11,25.919
2021-12-12,25.919
2021-12-13,25.909
2021-12-14,25.289
2021-12-15,25.933
2021-12-16,25.928
2021-12-17,25.28
2021-12-18,25.28
2021-12-19,25.28
2021-12-20,24.897
2021-12-21,25.128
2021-12-22,25.034
2021-12-23,25.159
2021-12-24,25.159
2021-12-25,25.159
2021-12-26,25.159
2021-12-27,25.764
2021-12-28,25.767
2021-12-29,25.82
2021-12-30,25.656
2021-12-31,25.804
2022-01-01,25.804
2022-01-02,25.804
2022-01-03,25.125
2022-01-04,25.379
2022-01-05,24.954
2022-01-06,24.788
2022-01-07,24.253
2022-01-08,24.253
2022-01-09,24.253
2022-01-10,24.399
2022-01-11,24.641
2022-01-12,24.649
2022-01-13,24.267
2022-01-14,23.917
2022-01-15,23.917
2022-01-16,23.917
2022-01-17,23.917
2022-01-18,23.386
2022-01-19,23.249
2022-01-20,23.11
2022-01-21,23.147
2022-01-22,23.147
2022-01-23,23.147
2022-01-24,22.969
2022-01-25,22.221
2022-01-26,21.956
2022-01-27,21.054
2022-01-28,20.8
2022-01-29,20.8
2022-01-30,20.8
2022-01-31,21.138
2022-02-01,21.202
2022-02-02,21.513
2022-02-03,20.809
2022-02-04,20.514
2022-02-05,20.514
2022-02-06,20.514
2022-02-07,20.484
2022-02-08,20.539
2022-02-09,20.934
2022-02-10,20.269
2022-02-11,19.691
2022-02-12,19.691
2022-02-13,19.691
2022-02-14,19.763
2022-02-15,20.052
2022-02-16,20.104
2022-02-17,19.622
2022-02-18,19.484
2022-02-19,19.484
2022-02-20,19.484
2022-02-21,19.484
2022-02-22,19.436
2022-02-23,18.94
2022-02-24,19.593
2022-02-25,19.83
2022-02-26,19.83
2022-02-27,19.83
2022-02-28,19.631
2022-03-01,19.303
2022-03-02,19.721
2022-03-03,19.847
2022-03-04,19.744
2022-03-05,19.744
2022-03-06,19.744
2022-03-07,19.413
2022-03-08,20.067
2022-03-09,19.959
2022-03-10,19.334
2022-03-11,18.926
2022-03-12,18.926
2022-03-13,18.926
2022-03-14,18.878
2022-03-15,19.222
2022-03-16,19.771
2022-03-17,19.956
2022-03-18,20.349
2022-03-19,20.349
2022-03-20,20.349
2022-03-21,20.134
2022-03-22,20.225
2022-03-23,19.952
2022-03-24,20.288
2022-03-25,20.597
2022-03-26,20.597
2022-03-27,20.597
2022-03-28,20.722
2022-03-29,21.066
2022-03-30,20.758
2022-03-31,20.705
2022-04-01,21.034
2022-04-02,21.034
2022-04-03,21.034
2022-04-04,20.764
2022-04-05,20.614
2022-04-06,20.127
2022-04-07,20.038
2022-04-08,19.917
2022-04-09,19.917
2022-04-10,19.917
2022-04-11,19.671
2022-04-12,19.436
2022-04-13,19.825
2022-04-14,19.426
2022-04-15,19.426
2022-04-16,19.426
2022-04-17,19.426
2022-04-18,19.412
2022-04-19,20.113
2022-04-20,20.234
2022-04-21,20.176
2022-04-22,19.342
2022-04-23,19.342
2022-04-24,19.342
2022-04-25,19.4
2022-04-26,18.724
2022-04-27,19.064
2022-04-28,19.551
2022-04-29,18.758
2022-04-30,18.758
2022-05-01,18.758
2022-05-02,18.563
2022-05-03,16.161
2022-05-04,17.319
2022-05-05,16.801
2022-05-06,16.807
2022-05-07,16.807
2022-05-08,16.807
2022-05-09,15.91
2022-05-10,16.212
2022-05-11,15.728
2022-05-12,16.11
2022-05-13,16.198
2022-05-14,16.198
2022-05-15,16.198
2022-05-16,15.898
2022-05-17,16.043
2022-05-18,15.363
2022-05-19,15.624
2022-05-20,15.686
2022-05-21,15.686
2022-05-22,15.686
2022-05-23,15.933
2022-05-24,15.581
2022-05-25,15.74
2022-05-26,16.207
2022-05-27,16.705
2022-05-28,16.705
2022-05-29,16.705
2022-05-30,16.705
2022-05-31,16.948
2022-06-01,17.25
2022-06-02,17.501
2022-06-03,17.351
2022-06-04,17.351
2022-06-05,17.351
2022-06-06,17.08
2022-06-07,17.284
2022-06-08,17.092
2022-06-09,16.967
2022-06-10,16.645
2022-06-11,16.645
2022-06-12,16.645
2022-06-13,16.074
2022-06-14,15.982
2022-06-15,16.399
2022-06-16,15.789
2022-06-17,15.238
2022-06-18,15.238
2022-06-19,15.238
2022-06-20,15.238
2022-06-21,15.421
2022-06-22,15.602
2022-06-23,15.723
2022-06-24,16.054
2022-06-25,16.054
2022-06-26,16.054
2022-06-27,16.122
2022-06-28,15.829
2022-06-29,15.791
2022-06-30,15.963
2022-07-01,15.915
2022-07-02,15.915
2022-07-03,15.915
2022-07-04,15.915
2022-07-05,15.987
2022-07-06,16.063
2022-07-07,16.252
2022-07-08,16.089
2022-07-09,16.089
2022-07-10,16.089
2022-07-11,16.173
2022-07-12,16.056
2022-07-13,16.042
2022-07-14,16.182
2022-07-15,16.73
2022-07-16,16.73
2022-07-17,16.73
2022-07-18,16.599
2022-07-19,17.547
2022-07-20,17.697
2022-07-21,18.078
2022-07-22,18.168
2022-07-23,18.168
2022-07-24,18.168
2022-07-25,18.033
2022-07-26,17.99
2022-07-27,19.808
2022-07-28,20.235
2022-07-29,20.894
2022-07-30,20.894
2022-07-31,20.894
2022-08-01,20.672
2022-08-02,20.319
2022-08-03,20.549
2022-08-04,20.92
2022-08-05,20.747
2022-08-06,20.747
2022-08-07,20.747
2022-08-08,20.608
2022-08-09,20.164
2022-08-10,20.859
2022-08-11,20.802
2022-08-12,21.295
2022-08-13,21.295
2022-08-14,21.295
2022-08-15,21.382
2022-08-16,21.277
2022-08-17,20.987
2022-08-18,21.027
2022-08-19,20.635
2022-08-20,20.635
2022-08-21,20.635
2022-08-22,20.002
2022-08-23,19.963
2022-08-24,19.923
2022-08-25,20.228
2022-08-26,19.41
2022-08-27,19.41
2022-08-28,19.41
2022-08-29,19.495
2022-08-30,19.39
2022-08-31,19.415
2022-09-01,19.715
2022-09-02,19.408
2022-09-03,19.408
2022-09-04,19.408
2022-09-05,19.408
2022-09-06,19.428
2022-09-07,19.815
2022-09-08,19.972
2022-09-09,20.9
2022-09-10,20.9
2022-09-11,20.9
2022-09-12,21.037
2022-09-13,20.264
2022-09-14,20.54
2022-09-15,20.064
2022-09-16,19.469
2022-09-17,19.469
2022-09-18,19.469
2022-09-19,19.818
2022-09-20,19.326
2022-09-21,18.909
2022-09-22,18.413
2022-09-23,17.985
2022-09-24,17.985
2022-09-25,17.985
2022-09-26,17.629
2022-09-27,17.36
2022-09-28,17.786
2022-09-29,17.68
2022-09-30,17.625
2022-10-01,17.625
2022-10-02,17.625
2022-10-03,18.536
2022-10-04,19.044
2022-10-05,19.281
2022-10-06,19.141
2022-10-07,18.536
2022-10-08,18.536
2022-10-09,18.536
2022-10-10,18.529
2022-10-11,18.629
2022-10-12,18.571
2022-10-13,19.118
2022-10-14,18.45
2022-10-15,18.45
2022-10-16,18.45
2022-10-17,18.984
2022-10-18,19.485
2022-10-19,19.249
2022-10-20,18.532
2022-10-21,19.08
2022-10-22,19.08
2022-10-23,19.08
2022-10-24,19.36
2022-10-25,19.885
2022-10-26,19.828
2022-10-27,20.296
2022-10-28,21.154
2022-10-29,21.154
2022-10-30,21.154
2022-10-31,21.008
2022-11-01,21.037
2022-11-02,19.364
2022-11-03,19.995
2022-11-04,20.448
2022-11-05,20.448
2022-11-06,20.448
2022-11-07,20.734
2022-11-08,21.019
2022-11-09,20.971
2022-11-10,22.087
2022-11-11,22.752
2022-11-12,22.752
2022-11-13,22.752
2022-11-14,22.298
2022-11-15,22.477
2022-11-16,22.041
2022-11-17,21.569
2022-11-18,22.075
2022-11-19,22.075
2022-11-20,22.075
2022-11-21,21.979
2022-11-22,22.261
2022-11-23,22.231
2022-11-24,22.231
2022-11-25,22.085
2022-11-26,22.085
2022-11-27,22.085
2022-11-28,21.739
2022-11-29,21.649
2022-11-30,22.032
2022-12-01,22.243
2022-12-02,22.137
2022-12-03,22.137
2022-12-04,22.137
2022-12-05,21.902
2022-12-06,21.41
2022-12-07,21.244
2022-12-08,21.444
2022-12-09,21.664
2022-12-10,21.664
2022-12-11,21.664
2022-12-12,22.028
2022-12-13,22.635
2022-12-14,22.421
2022-12-15,21.42
2022-12-16,21.08
2022-12-17,21.08
2022-12-18,21.08
2022-12-19,20.88
2022-12-20,21.191
2022-12-21,21.604
2022-12-22,21.322
2022-12-23,21.388
2022-12-24,21.388
2022-12-25,21.388
2022-12-26,21.388
2022-12-27,21.455
2022-12-28,21.259
2022-12-29,21.629
2022-12-30,21.457
2022-12-31,21.457
2023-01-01,21.457
2023-01-02,21.457
2023-01-03,21.802
2023-01-04,21.728
2023-01-05,21.569
2023-01-06,22.312
2023-01-07,22.312
2023-01-08,22.312
2023-01-09,22.445
2023-01-10,22.638
2023-01-11,23.342
2023-01-12,23.411
2023-01-13,23.683
2023-01-14,23.683
2023-01-15,23.683
2023-01-16,23.683
2023-01-17,23.442
2023-01-18,22.806
2023-01-19,22.005
2023-01-20,22.393
2023-01-21,22.393
2023-01-22,22.393
2023-01-23,22.85
2023-01-24,23.045
2023-01-25,23.054
2023-01-26,22.716
2023-01-27,22.979
2023-01-28,22.979
2023-01-29,22.979
2023-01-30,22.237
2023-01-31,22.519
2023-02-01,22.586
2023-02-02,23.138
2023-02-03,23.043
2023-02-04,23.043
2023-02-05,23.043
2023-02-06,22.865
2023-02-07,22.998
2023-02-08,22.682
2023-02-09,22.849
2023-02-10,22.648
2023-02-11,22.648
2023-02-12,22.648
2023-02-13,23.332
2023-02-14,23.281
2023-02-15,23.669
2023-02-16,23.496
2023-02-17,23.737
2023-02-18,23.737
2023-02-19,23.737
2023-02-20,23.737
2023-02-21,23.02
2023-02-22,23.037
2023-02-23,23.277
2023-02-24,23.153
2023-02-25,23.153
2023-02-26,23.153
2023-02-27,23.472
2023-02-28,23.515
2023-03-01,23.333
2023-03-02,23.643
2023-03-03,24.125
2023-03-04,24.125
2023-03-05,24.125
2023-03-06,24.362
2023-03-07,23.865
2023-03-08,24.102
2023-03-09,23.833
2023-03-10,23.047
2023-03-11,23.047
2023-03-12,23.047
2023-03-13,22.803
2023-03-14,23.464
2023-03-15,22.058
2023-03-16,22.485
2023-03-17,21.752
2023-03-18,21.752
2023-03-19,21.752
2023-03-20,22.2
2023-03-21,22.585
2023-03-22,22.144
2023-03-23,22.207
2023-03-24,22.142
2023-03-25,22.142
2023-03-26,22.142
2023-03-27,22.206
2023-03-28,22.236
2023-03-29,22.695
2023-03-30,22.934
2023-03-31,23.406
2023-04-01,23.406
2023-04-02,23.406
2023-04-03,23.234
2023-04-04,22.234
2023-04-05,21.753
2023-04-06,21.663
2023-04-07,21.663
2023-04-08,21.663
2023-04-09,21.663
2023-04-10,21.908
2023-04-11,22.17
2023-04-12,22.377
2023-04-13,22.138
2023-04-14,22.073
2023-04-15,22.073
2023-04-16,22.073
2023-04-17,22.25
2023-04-18,22.171
2023-04-19,21.955
2023-04-20,21.916
2023-04-21,22.046
2023-04-22,22.046
2023-04-23,22.046
2023-04-24,22.141
2023-04-25,22.049
2023-04-26,21.704
2023-04-27,22.002
2023-04-28,21.669
2023-04-29,21.669
2023-04-30,21.669
2023-05-01,21.546
2023-05-02,21.263
2023-05-03,21.233
2023-05-04,21.276
2023-05-05,21.598
2023-05-06,21.598
2023-05-07,21.598
2023-05-08,21.421
2023-05-09,21.167
2023-05-10,20.499
2023-05-11,20.53
2023-05-12,20.721
2023-05-13,20.721
2023-05-14,20.721
2023-05-15,20.989
2023-05-16,20.503
2023-05-17,20.856
2023-05-18,21.291
2023-05-19,21.306
2023-05-20,21.306
2023-05-21,21.306
2023-05-22,21.394
2023-05-23,21.09
2023-05-24,20.466
2023-05-25,20.709
2023-05-26,21.679
2023-05-27,21.679
2023-05-28,21.679
2023-05-29,21.679
2023-05-30,21.721
2023-05-31,21.143
2023-06-01,21.285
2023-06-02,22.224
2023-06-03,22.224
2023-06-04,22.224
2023-06-05,22.138
2023-06-06,22.159
2023-06-07,22.655
2023-06-08,22.989
2023-06-09,23.185
2023-06-10,23.185
2023-06-11,23.185
2023-06-12,23.51
2023-06-13,23.941
2023-06-14,23.763
2023-06-15,24.151
2023-06-16,23.878
2023-06-17,23.878
2023-06-18,23.878
2023-06-19,23.878
2023-06-20,23.847
2023-06-21,24.253
2023-06-22,23.816
