,AL US Equity
2020-06-16,4.122
2020-06-17,3.934
2020-06-18,3.864
2020-06-19,3.806
2020-06-20,3.806
2020-06-21,3.806
2020-06-22,3.777
2020-06-23,3.839
2020-06-24,3.662
2020-06-25,3.651
2020-06-26,3.527
2020-06-27,3.527
2020-06-28,3.527
2020-06-29,3.711
2020-06-30,3.697
2020-07-01,3.575
2020-07-02,3.561
2020-07-03,3.561
2020-07-04,3.561
2020-07-05,3.561
2020-07-06,3.724
2020-07-07,3.496
2020-07-08,3.56
2020-07-09,3.353
2020-07-10,3.485
2020-07-11,3.485
2020-07-12,3.485
2020-07-13,3.48
2020-07-14,3.533
2020-07-15,3.782
2020-07-16,3.682
2020-07-17,3.673
2020-07-18,3.673
2020-07-19,3.673
2020-07-20,3.552
2020-07-21,3.463
2020-07-22,3.44
2020-07-23,3.458
2020-07-24,3.349
2020-07-25,3.349
2020-07-26,3.349
2020-07-27,3.285
2020-07-28,3.249
2020-07-29,3.426
2020-07-30,3.371
2020-07-31,3.31
2020-08-01,3.31
2020-08-02,3.31
2020-08-03,3.422
2020-08-04,3.478
2020-08-05,3.58
2020-08-06,3.576
2020-08-07,3.764
2020-08-08,3.764
2020-08-09,3.764
2020-08-10,3.891
2020-08-11,3.963
2020-08-12,3.993
2020-08-13,3.917
2020-08-14,3.899
2020-08-15,3.899
2020-08-16,3.899
2020-08-17,3.82
2020-08-18,3.8
2020-08-19,3.805
2020-08-20,3.758
2020-08-21,3.673
2020-08-22,3.673
2020-08-23,3.673
2020-08-24,3.908
2020-08-25,3.903
2020-08-26,3.783
2020-08-27,3.965
2020-08-28,4.079
2020-08-29,4.079
2020-08-30,4.079
2020-08-31,3.923
2020-09-01,3.988
2020-09-02,3.975
2020-09-03,3.947
2020-09-04,4.057
2020-09-05,4.057
2020-09-06,4.057
2020-09-07,4.057
2020-09-08,4.026
2020-09-09,3.952
2020-09-10,3.916
2020-09-11,4.01
2020-09-12,4.01
2020-09-13,4.01
2020-09-14,4.141
2020-09-15,4.037
2020-09-16,4.191
2020-09-17,4.136
2020-09-18,3.941
2020-09-19,3.941
2020-09-20,3.941
2020-09-21,3.785
2020-09-22,3.774
2020-09-23,3.563
2020-09-24,3.443
2020-09-25,3.552
2020-09-26,3.552
2020-09-27,3.552
2020-09-28,3.786
2020-09-29,3.713
2020-09-30,3.732
2020-10-01,3.923
2020-10-02,3.939
2020-10-03,3.939
2020-10-04,3.939
2020-10-05,3.994
2020-10-06,3.798
2020-10-07,3.887
2020-10-08,3.898
2020-10-09,3.956
2020-10-10,3.956
2020-10-11,3.956
2020-10-12,3.927
2020-10-13,3.775
2020-10-14,3.742
2020-10-15,3.791
2020-10-16,3.786
2020-10-17,3.786
2020-10-18,3.786
2020-10-19,3.861
2020-10-20,3.941
2020-10-21,3.862
2020-10-22,4.056
2020-10-23,4.072
2020-10-24,4.072
2020-10-25,4.072
2020-10-26,3.894
2020-10-27,3.708
2020-10-28,3.474
2020-10-29,3.557
2020-10-30,3.455
2020-10-31,3.455
2020-11-01,3.455
2020-11-02,3.658
2020-11-03,3.767
2020-11-04,3.675
2020-11-05,3.903
2020-11-06,3.88
2020-11-07,3.88
2020-11-08,3.88
2020-11-09,4.589
2020-11-10,4.291
2020-11-11,4.394
2020-11-12,4.375
2020-11-13,4.478
2020-11-14,4.478
2020-11-15,4.478
2020-11-16,4.889
2020-11-17,5.003
2020-11-18,5.021
2020-11-19,4.896
2020-11-20,4.729
2020-11-21,4.729
2020-11-22,4.729
2020-11-23,4.981
2020-11-24,5.05
2020-11-25,4.9
2020-11-26,4.9
2020-11-27,4.818
2020-11-28,4.818
2020-11-29,4.818
2020-11-30,4.639
2020-12-01,4.797
2020-12-02,4.845
2020-12-03,5.173
2020-12-04,5.419
2020-12-05,5.419
2020-12-06,5.419
2020-12-07,5.203
2020-12-08,5.193
2020-12-09,5.217
2020-12-10,5.402
2020-12-11,5.399
2020-12-12,5.399
2020-12-13,5.399
2020-12-14,5.325
2020-12-15,5.327
2020-12-16,5.3
2020-12-17,5.39
2020-12-18,5.292
2020-12-19,5.292
2020-12-20,5.292
2020-12-21,5.331
2020-12-22,5.188
2020-12-23,5.447
2020-12-24,5.499
2020-12-25,5.499
2020-12-26,5.499
2020-12-27,5.499
2020-12-28,5.516
2020-12-29,5.519
2020-12-30,5.64
2020-12-31,5.656
2021-01-01,5.656
2021-01-02,5.656
2021-01-03,5.656
2021-01-04,5.398
2021-01-05,5.57
2021-01-06,5.648
2021-01-07,5.567
2021-01-08,5.516
2021-01-09,5.516
2021-01-10,5.516
2021-01-11,5.724
2021-01-12,5.813
2021-01-13,5.626
2021-01-14,5.759
2021-01-15,5.511
2021-01-16,5.511
2021-01-17,5.511
2021-01-18,5.511
2021-01-19,5.619
2021-01-20,5.687
2021-01-21,5.497
2021-01-22,5.412
2021-01-23,5.412
2021-01-24,5.412
2021-01-25,5.395
2021-01-26,5.282
2021-01-27,5.103
2021-01-28,5.302
2021-01-29,4.996
2021-01-30,4.996
2021-01-31,4.996
2021-02-01,5.101
2021-02-02,5.259
2021-02-03,5.442
2021-02-04,5.467
2021-02-05,5.442
2021-02-06,5.442
2021-02-07,5.442
2021-02-08,5.485
2021-02-09,5.449
2021-02-10,5.488
2021-02-11,5.378
2021-02-12,5.433
2021-02-13,5.433
2021-02-14,5.433
2021-02-15,5.433
2021-02-16,5.371
2021-02-17,5.483
2021-02-18,5.432
2021-02-19,5.67
2021-02-20,5.67
2021-02-21,5.67
2021-02-22,5.86
2021-02-23,5.53
2021-02-24,5.617
2021-02-25,5.33
2021-02-26,5.418
2021-02-27,5.418
2021-02-28,5.418
2021-03-01,5.409
2021-03-02,5.303
2021-03-03,5.577
2021-03-04,5.633
2021-03-05,5.67
2021-03-06,5.67
2021-03-07,5.67
2021-03-08,5.968
2021-03-09,5.767
2021-03-10,5.759
2021-03-11,6.145
2021-03-12,6.139
2021-03-13,6.139
2021-03-14,6.139
2021-03-15,6.084
2021-03-16,5.943
2021-03-17,5.997
2021-03-18,5.844
2021-03-19,5.699
2021-03-20,5.699
2021-03-21,5.699
2021-03-22,5.747
2021-03-23,5.455
2021-03-24,5.532
2021-03-25,5.779
2021-03-26,5.925
2021-03-27,5.925
2021-03-28,5.925
2021-03-29,5.856
2021-03-30,5.927
2021-03-31,5.808
2021-04-01,5.884
2021-04-02,5.884
2021-04-03,5.884
2021-04-04,5.884
2021-04-05,5.835
2021-04-06,5.855
2021-04-07,5.847
2021-04-08,5.837
2021-04-09,5.808
2021-04-10,5.808
2021-04-11,5.808
2021-04-12,5.782
2021-04-13,5.722
2021-04-14,5.766
2021-04-15,5.85
2021-04-16,5.753
2021-04-17,5.753
2021-04-18,5.753
2021-04-19,5.683
2021-04-20,5.5
2021-04-21,5.562
2021-04-22,5.489
2021-04-23,5.599
2021-04-24,5.599
2021-04-25,5.599
2021-04-26,5.707
2021-04-27,5.776
2021-04-28,5.721
2021-04-29,5.666
2021-04-30,5.536
2021-05-01,5.536
2021-05-02,5.536
2021-05-03,5.606
2021-05-04,5.594
2021-05-05,5.757
2021-05-06,5.786
2021-05-07,5.233
2021-05-08,5.233
2021-05-09,5.233
2021-05-10,5.392
2021-05-11,5.318
2021-05-12,5.121
2021-05-13,5.297
2021-05-14,5.497
2021-05-15,5.497
2021-05-16,5.497
2021-05-17,5.481
2021-05-18,5.399
2021-05-19,5.423
2021-05-20,5.369
2021-05-21,5.387
2021-05-22,5.387
2021-05-23,5.387
2021-05-24,5.42
2021-05-25,5.411
2021-05-26,5.584
2021-05-27,5.58
2021-05-28,5.578
2021-05-29,5.578
2021-05-30,5.578
2021-05-31,5.578
2021-06-01,5.713
2021-06-02,5.623
2021-06-03,5.536
2021-06-04,5.533
2021-06-05,5.533
2021-06-06,5.533
2021-06-07,5.558
2021-06-08,5.624
2021-06-09,5.479
2021-06-10,5.43
2021-06-11,5.501
2021-06-12,5.501
2021-06-13,5.501
2021-06-14,5.444
2021-06-15,5.494
2021-06-16,5.39
2021-06-17,5.213
2021-06-18,5.042
2021-06-19,5.042
2021-06-20,5.042
2021-06-21,5.239
2021-06-22,5.183
2021-06-23,5.168
2021-06-24,5.277
2021-06-25,5.289
2021-06-26,5.289
2021-06-27,5.289
2021-06-28,5.069
2021-06-29,4.963
2021-06-30,4.964
2021-07-01,5.045
2021-07-02,5.021
2021-07-03,5.021
2021-07-04,5.021
2021-07-05,5.021
2021-07-06,4.882
2021-07-07,4.893
2021-07-08,4.847
2021-07-09,5.024
2021-07-10,5.024
2021-07-11,5.024
2021-07-12,5.009
2021-07-13,4.911
2021-07-14,4.902
2021-07-15,4.936
2021-07-16,4.791
2021-07-17,4.791
2021-07-18,4.791
2021-07-19,4.632
2021-07-20,4.901
2021-07-21,4.989
2021-07-22,4.912
2021-07-23,4.894
2021-07-24,4.894
2021-07-25,4.894
2021-07-26,4.939
2021-07-27,4.919
2021-07-28,5.104
2021-07-29,5.165
2021-07-30,5.144
2021-07-31,5.144
2021-08-01,5.144
2021-08-02,5.113
2021-08-03,5.163
2021-08-04,5.114
2021-08-05,5.248
2021-08-06,5.115
2021-08-07,5.115
2021-08-08,5.115
2021-08-09,5.018
2021-08-10,5.114
2021-08-11,5.229
2021-08-12,5.231
2021-08-13,5.229
2021-08-14,5.229
2021-08-15,5.229
2021-08-16,5.181
2021-08-17,5.103
2021-08-18,4.977
2021-08-19,4.822
2021-08-20,4.813
2021-08-21,4.813
2021-08-22,4.813
2021-08-23,4.799
2021-08-24,4.923
2021-08-25,4.964
2021-08-26,4.76
2021-08-27,4.853
2021-08-28,4.853
2021-08-29,4.853
2021-08-30,4.787
2021-08-31,4.777
2021-09-01,4.744
2021-09-02,4.822
2021-09-03,4.88
2021-09-04,4.88
2021-09-05,4.88
2021-09-06,4.88
2021-09-07,4.764
2021-09-08,4.69
2021-09-09,4.764
2021-09-10,4.638
2021-09-11,4.638
2021-09-12,4.638
2021-09-13,4.731
2021-09-14,4.679
2021-09-15,4.723
2021-09-16,4.671
2021-09-17,4.564
2021-09-18,4.564
2021-09-19,4.564
2021-09-20,4.557
2021-09-21,4.435
2021-09-22,4.512
2021-09-23,4.679
2021-09-24,4.682
2021-09-25,4.682
2021-09-26,4.682
2021-09-27,4.792
2021-09-28,4.813
2021-09-29,4.82
2021-09-30,4.749
2021-10-01,5.04
2021-10-02,5.04
2021-10-03,5.04
2021-10-04,4.906
2021-10-05,4.968
2021-10-06,5.042
2021-10-07,5.058
2021-10-08,5.052
2021-10-09,5.052
2021-10-10,5.052
2021-10-11,5.015
2021-10-12,5.034
2021-10-13,5.046
2021-10-14,5.071
2021-10-15,5.101
2021-10-16,5.101
2021-10-17,5.101
2021-10-18,5.059
2021-10-19,4.997
2021-10-20,5.064
2021-10-21,5.023
2021-10-22,5.038
2021-10-23,5.038
2021-10-24,5.038
2021-10-25,5.052
2021-10-26,5.106
2021-10-27,4.937
2021-10-28,4.949
2021-10-29,4.834
2021-10-30,4.834
2021-10-31,4.834
2021-11-01,5.143
2021-11-02,5.269
2021-11-03,5.372
2021-11-04,5.183
2021-11-05,5.963
2021-11-06,5.963
2021-11-07,5.963
2021-11-08,6.039
2021-11-09,6.043
2021-11-10,5.982
2021-11-11,5.813
2021-11-12,5.774
2021-11-13,5.774
2021-11-14,5.774
2021-11-15,5.722
2021-11-16,5.646
2021-11-17,5.607
2021-11-18,5.538
2021-11-19,5.393
2021-11-20,5.393
2021-11-21,5.393
2021-11-22,5.481
2021-11-23,5.56
2021-11-24,5.493
2021-11-25,5.493
2021-11-26,5.004
2021-11-27,5.004
2021-11-28,5.004
2021-11-29,5.04
2021-11-30,4.94
2021-12-01,4.809
2021-12-02,5.078
2021-12-03,4.978
2021-12-04,4.978
2021-12-05,4.978
2021-12-06,5.18
2021-12-07,5.302
2021-12-08,5.441
2021-12-09,5.416
2021-12-10,5.415
2021-12-11,5.415
2021-12-12,5.415
2021-12-13,5.257
2021-12-14,5.127
2021-12-15,5.142
2021-12-16,5.115
2021-12-17,5.078
2021-12-18,5.078
2021-12-19,5.078
2021-12-20,4.989
2021-12-21,5.291
2021-12-22,5.353
2021-12-23,5.365
2021-12-24,5.365
2021-12-25,5.365
2021-12-26,5.365
2021-12-27,5.439
2021-12-28,5.429
2021-12-29,5.397
2021-12-30,5.378
2021-12-31,5.407
2022-01-01,5.407
2022-01-02,5.407
2022-01-03,5.507
2022-01-04,5.56
2022-01-05,5.516
2022-01-06,5.598
2022-01-07,5.647
2022-01-08,5.647
2022-01-09,5.647
2022-01-10,5.666
2022-01-11,5.595
2022-01-12,5.567
2022-01-13,5.472
2022-01-14,5.44
2022-01-15,5.44
2022-01-16,5.44
2022-01-17,5.44
2022-01-18,5.354
2022-01-19,4.783
2022-01-20,4.688
2022-01-21,4.546
2022-01-22,4.546
2022-01-23,4.546
2022-01-24,4.561
2022-01-25,4.447
2022-01-26,4.385
2022-01-27,4.302
2022-01-28,4.361
2022-01-29,4.361
2022-01-30,4.361
2022-01-31,4.449
2022-02-01,4.512
2022-02-02,4.486
2022-02-03,4.369
2022-02-04,4.382
2022-02-05,4.382
2022-02-06,4.382
2022-02-07,4.439
2022-02-08,4.629
2022-02-09,4.749
2022-02-10,4.719
2022-02-11,4.607
2022-02-12,4.607
2022-02-13,4.607
2022-02-14,4.626
2022-02-15,4.85
2022-02-16,4.905
2022-02-17,5.139
2022-02-18,5.757
2022-02-19,5.757
2022-02-20,5.757
2022-02-21,5.757
2022-02-22,5.73
2022-02-23,5.669
2022-02-24,5.61
2022-02-25,5.758
2022-02-26,5.758
2022-02-27,5.758
2022-02-28,5.343
2022-03-01,5.01
2022-03-02,5.225
2022-03-03,5.004
2022-03-04,4.676
2022-03-05,4.676
2022-03-06,4.676
2022-03-07,4.299
2022-03-08,4.558
2022-03-09,4.596
2022-03-10,4.594
2022-03-11,4.789
2022-03-12,4.789
2022-03-13,4.789
2022-03-14,4.995
2022-03-15,5.186
2022-03-16,5.38
2022-03-17,5.423
2022-03-18,5.502
2022-03-19,5.502
2022-03-20,5.502
2022-03-21,5.499
2022-03-22,5.651
2022-03-23,5.613
2022-03-24,5.722
2022-03-25,5.837
2022-03-26,5.837
2022-03-27,5.837
2022-03-28,5.884
2022-03-29,5.904
2022-03-30,5.813
2022-03-31,5.831
2022-04-01,5.794
2022-04-02,5.794
2022-04-03,5.794
2022-04-04,5.746
2022-04-05,5.623
2022-04-06,5.555
2022-04-07,5.516
2022-04-08,5.455
2022-04-09,5.455
2022-04-10,5.455
2022-04-11,5.483
2022-04-12,5.434
2022-04-13,5.592
2022-04-14,5.657
2022-04-15,5.657
2022-04-16,5.657
2022-04-17,5.657
2022-04-18,5.681
2022-04-19,5.918
2022-04-20,5.946
2022-04-21,5.913
2022-04-22,5.79
2022-04-23,5.79
2022-04-24,5.79
2022-04-25,5.715
2022-04-26,5.426
2022-04-27,5.337
2022-04-28,5.446
2022-04-29,5.26
2022-04-30,5.26
2022-05-01,5.26
2022-05-02,5.226
2022-05-03,5.301
2022-05-04,5.374
2022-05-05,5.354
2022-05-06,4.888
2022-05-07,4.888
2022-05-08,4.888
2022-05-09,4.389
2022-05-10,4.645
2022-05-11,4.503
2022-05-12,4.334
2022-05-13,4.611
2022-05-14,4.611
2022-05-15,4.611
2022-05-16,4.538
2022-05-17,4.788
2022-05-18,4.632
2022-05-19,4.614
2022-05-20,4.602
2022-05-21,4.602
2022-05-22,4.602
2022-05-23,4.649
2022-05-24,4.485
2022-05-25,4.568
2022-05-26,4.74
2022-05-27,4.869
2022-05-28,4.869
2022-05-29,4.869
2022-05-30,4.869
2022-05-31,4.81
2022-06-01,4.754
2022-06-02,4.925
2022-06-03,4.8
2022-06-04,4.8
2022-06-05,4.8
2022-06-06,4.833
2022-06-07,4.885
2022-06-08,4.803
2022-06-09,4.68
2022-06-10,4.388
2022-06-11,4.388
2022-06-12,4.388
2022-06-13,4.141
2022-06-14,4.073
2022-06-15,4.185
2022-06-16,3.981
2022-06-17,4.077
2022-06-18,4.077
2022-06-19,4.077
2022-06-20,4.077
2022-06-21,4.157
2022-06-22,4.124
2022-06-23,4.001
2022-06-24,4.362
2022-06-25,4.362
2022-06-26,4.362
2022-06-27,4.32
2022-06-28,4.333
2022-06-29,4.353
2022-06-30,4.416
2022-07-01,4.431
2022-07-02,4.431
2022-07-03,4.431
2022-07-04,4.431
2022-07-05,4.351
2022-07-06,4.265
2022-07-07,4.371
2022-07-08,4.436
2022-07-09,4.436
2022-07-10,4.436
2022-07-11,4.339
2022-07-12,4.431
2022-07-13,4.314
2022-07-14,4.285
2022-07-15,4.449
2022-07-16,4.449
2022-07-17,4.449
2022-07-18,4.501
2022-07-19,4.634
2022-07-20,4.709
2022-07-21,4.704
2022-07-22,4.634
2022-07-23,4.634
2022-07-24,4.634
2022-07-25,4.617
2022-07-26,4.555
2022-07-27,4.68
2022-07-28,4.746
2022-07-29,4.902
2022-07-30,4.902
2022-07-31,4.902
2022-08-01,4.906
2022-08-02,4.921
2022-08-03,5.023
2022-08-04,5.106
2022-08-05,5.292
2022-08-06,5.292
2022-08-07,5.292
2022-08-08,5.266
2022-08-09,5.242
2022-08-10,5.335
2022-08-11,5.446
2022-08-12,5.554
2022-08-13,5.554
2022-08-14,5.554
2022-08-15,5.589
2022-08-16,5.703
2022-08-17,5.579
2022-08-18,5.561
2022-08-19,5.37
2022-08-20,5.37
2022-08-21,5.37
2022-08-22,5.181
2022-08-23,5.221
2022-08-24,5.27
2022-08-25,5.396
2022-08-26,5.196
2022-08-27,5.196
2022-08-28,5.196
2022-08-29,5.163
2022-08-30,5.12
2022-08-31,5.042
2022-09-01,4.976
2022-09-02,5.082
2022-09-03,5.082
2022-09-04,5.082
2022-09-05,5.082
2022-09-06,5.121
2022-09-07,5.187
2022-09-08,5.2
2022-09-09,5.338
2022-09-10,5.338
2022-09-11,5.338
2022-09-12,5.421
2022-09-13,5.147
2022-09-14,5.121
2022-09-15,5.09
2022-09-16,4.808
2022-09-17,4.808
2022-09-18,4.808
2022-09-19,4.97
2022-09-20,4.891
2022-09-21,4.739
2022-09-22,4.581
2022-09-23,4.454
2022-09-24,4.454
2022-09-25,4.454
2022-09-26,4.252
2022-09-27,4.363
2022-09-28,4.504
2022-09-29,4.442
2022-09-30,4.379
2022-10-01,4.379
2022-10-02,4.379
2022-10-03,4.517
2022-10-04,4.76
2022-10-05,4.688
2022-10-06,4.641
2022-10-07,4.569
2022-10-08,4.569
2022-10-09,4.569
2022-10-10,4.565
2022-10-11,4.393
2022-10-12,4.448
2022-10-13,4.551
2022-10-14,4.452
2022-10-15,4.452
2022-10-16,4.452
2022-10-17,4.689
2022-10-18,4.782
2022-10-19,4.693
2022-10-20,4.701
2022-10-21,4.855
2022-10-22,4.855
2022-10-23,4.855
2022-10-24,4.815
2022-10-25,4.949
2022-10-26,4.931
2022-10-27,5.042
2022-10-28,5.074
2022-10-29,5.074
2022-10-30,5.074
2022-10-31,5.113
2022-11-01,5.168
2022-11-02,5.023
2022-11-03,5.023
2022-11-04,5.239
2022-11-05,5.239
2022-11-06,5.239
2022-11-07,5.295
2022-11-08,5.322
2022-11-09,5.188
2022-11-10,5.45
2022-11-11,5.625
2022-11-12,5.625
2022-11-13,5.625
2022-11-14,5.606
2022-11-15,5.583
2022-11-16,5.485
2022-11-17,5.511
2022-11-18,5.562
2022-11-19,5.562
2022-11-20,5.562
2022-11-21,5.518
2022-11-22,5.673
2022-11-23,5.736
2022-11-24,5.736
2022-11-25,5.764
2022-11-26,5.764
2022-11-27,5.764
2022-11-28,5.626
2022-11-29,5.691
2022-11-30,5.793
2022-12-01,5.835
2022-12-02,5.862
2022-12-03,5.862
2022-12-04,5.862
2022-12-05,5.761
2022-12-06,5.763
2022-12-07,5.685
2022-12-08,5.701
2022-12-09,5.73
2022-12-10,5.73
2022-12-11,5.73
2022-12-12,5.784
2022-12-13,5.827
2022-12-14,5.859
2022-12-15,5.689
2022-12-16,5.663
2022-12-17,5.663
2022-12-18,5.663
2022-12-19,5.523
2022-12-20,5.618
2022-12-21,5.692
2022-12-22,5.569
2022-12-23,5.633
2022-12-24,5.633
2022-12-25,5.633
2022-12-26,5.633
2022-12-27,5.749
2022-12-28,5.622
2022-12-29,5.781
2022-12-30,5.793
2022-12-31,5.793
2023-01-01,5.793
2023-01-02,5.793
2023-01-03,5.891
2023-01-04,6.15
2023-01-05,6.141
2023-01-06,6.306
2023-01-07,6.306
2023-01-08,6.306
2023-01-09,6.525
2023-01-10,6.606
2023-01-11,6.505
2023-01-12,6.657
2023-01-13,6.674
2023-01-14,6.674
2023-01-15,6.674
2023-01-16,6.674
2023-01-17,6.642
2023-01-18,6.605
2023-01-19,6.591
2023-01-20,6.754
2023-01-21,6.754
2023-01-22,6.754
2023-01-23,6.798
2023-01-24,6.765
2023-01-25,6.777
2023-01-26,6.849
2023-01-27,6.849
2023-01-28,6.849
2023-01-29,6.849
2023-01-30,6.781
2023-01-31,6.9
2023-02-01,6.976
2023-02-02,6.964
2023-02-03,6.863
2023-02-04,6.863
2023-02-05,6.863
2023-02-06,6.768
2023-02-07,6.858
2023-02-08,6.749
2023-02-09,6.659
2023-02-10,6.659
2023-02-11,6.659
2023-02-12,6.659
2023-02-13,6.73
2023-02-14,6.807
2023-02-15,6.872
2023-02-16,6.824
2023-02-17,6.601
2023-02-18,6.601
2023-02-19,6.601
2023-02-20,6.601
2023-02-21,6.468
2023-02-22,6.573
2023-02-23,6.645
2023-02-24,6.593
2023-02-25,6.593
2023-02-26,6.593
2023-02-27,6.587
2023-02-28,6.476
2023-03-01,6.493
2023-03-02,6.483
2023-03-03,6.516
2023-03-04,6.516
2023-03-05,6.516
2023-03-06,6.334
2023-03-07,6.287
2023-03-08,6.205
2023-03-09,5.939
2023-03-10,5.869
2023-03-11,5.869
2023-03-12,5.869
2023-03-13,5.731
2023-03-14,5.852
2023-03-15,5.689
2023-03-16,5.728
2023-03-17,5.487
2023-03-18,5.487
2023-03-19,5.487
2023-03-20,5.589
2023-03-21,5.714
2023-03-22,5.583
2023-03-23,5.502
2023-03-24,5.503
2023-03-25,5.503
2023-03-26,5.503
2023-03-27,5.61
2023-03-28,5.619
2023-03-29,5.67
2023-03-30,5.803
2023-03-31,5.916
2023-04-01,5.916
2023-04-02,5.916
2023-04-03,5.842
2023-04-04,5.785
2023-04-05,5.755
2023-04-06,5.9
2023-04-07,5.9
2023-04-08,5.9
2023-04-09,5.9
2023-04-10,5.959
2023-04-11,5.934
2023-04-12,6.039
2023-04-13,6.083
2023-04-14,6.043
2023-04-15,6.043
2023-04-16,6.043
2023-04-17,6.087
2023-04-18,6.115
2023-04-19,6.08
2023-04-20,5.97
2023-04-21,6.017
2023-04-22,6.017
2023-04-23,6.017
2023-04-24,6.105
2023-04-25,6.1
2023-04-26,6.144
2023-04-27,6.342
2023-04-28,6.427
2023-04-29,6.427
2023-04-30,6.427
2023-05-01,6.482
2023-05-02,6.347
2023-05-03,6.203
2023-05-04,5.958
2023-05-05,6.184
2023-05-06,6.184
2023-05-07,6.184
2023-05-08,6.138
2023-05-09,6.231
2023-05-10,6.21
2023-05-11,6.238
2023-05-12,6.226
2023-05-13,6.226
2023-05-14,6.226
2023-05-15,6.281
2023-05-16,6.174
2023-05-17,6.343
2023-05-18,6.369
2023-05-19,6.327
2023-05-20,6.327
2023-05-21,6.327
2023-05-22,6.348
2023-05-23,6.389
2023-05-24,6.229
2023-05-25,6.337
2023-05-26,6.299
2023-05-27,6.299
2023-05-28,6.299
2023-05-29,6.299
2023-05-30,6.253
2023-05-31,6.158
2023-06-01,6.334
2023-06-02,6.52
2023-06-03,6.52
2023-06-04,6.52
2023-06-05,6.519
2023-06-06,6.618
2023-06-07,6.839
2023-06-08,6.801
2023-06-09,6.781
2023-06-10,6.781
2023-06-11,6.781
2023-06-12,6.904
2023-06-13,6.889
2023-06-14,6.811
2023-06-15,6.914
2023-06-16,6.775
2023-06-17,6.775
2023-06-18,6.775
2023-06-19,6.775
2023-06-20,6.69
2023-06-21,6.689
2023-06-22,6.7
2023-06-23,6.563
