,ON US Equity
2020-12-17,8.483
2020-12-18,8.467
2020-12-19,8.467
2020-12-20,8.467
2020-12-21,8.478
2020-12-22,8.55
2020-12-23,8.537
2020-12-24,8.588
2020-12-25,8.588
2020-12-26,8.588
2020-12-27,8.588
2020-12-28,8.577
2020-12-29,8.499
2020-12-30,8.719
2020-12-31,8.787
2021-01-01,8.787
2021-01-02,8.787
2021-01-03,8.787
2021-01-04,8.77
2021-01-05,8.918
2021-01-06,9.144
2021-01-07,9.493
2021-01-08,9.536
2021-01-09,9.536
2021-01-10,9.536
2021-01-11,9.678
2021-01-12,9.774
2021-01-13,9.93
2021-01-14,10.174
2021-01-15,9.855
2021-01-16,9.855
2021-01-17,9.855
2021-01-18,9.855
2021-01-19,10.341
2021-01-20,10.185
2021-01-21,10.158
2021-01-22,10.012
2021-01-23,10.012
2021-01-24,10.012
2021-01-25,9.925
2021-01-26,9.691
2021-01-27,9.146
2021-01-28,9.463
2021-01-29,9.259
2021-01-30,9.259
2021-01-31,9.259
2021-02-01,9.855
2021-02-02,9.71
2021-02-03,9.723
2021-02-04,10.042
2021-02-05,10.116
2021-02-06,10.116
2021-02-07,10.116
2021-02-08,10.49
2021-02-09,10.701
2021-02-10,10.522
2021-02-11,10.659
2021-02-12,10.875
2021-02-13,10.875
2021-02-14,10.875
2021-02-15,10.875
2021-02-16,11.028
2021-02-17,10.825
2021-02-18,10.506
2021-02-19,11.033
2021-02-20,11.033
2021-02-21,11.033
2021-02-22,10.656
2021-02-23,10.614
2021-02-24,10.714
2021-02-25,9.945
2021-02-26,10.611
2021-02-27,10.611
2021-02-28,10.611
2021-03-01,11.138
2021-03-02,10.653
2021-03-03,10.456
2021-03-04,9.76
2021-03-05,10.227
2021-03-06,10.227
2021-03-07,10.227
2021-03-08,9.484
2021-03-09,9.995
2021-03-10,9.895
2021-03-11,10.224
2021-03-12,10.142
2021-03-13,10.142
2021-03-14,10.142
2021-03-15,10.348
2021-03-16,10.714
2021-03-17,11.022
2021-03-18,10.314
2021-03-19,10.564
2021-03-20,10.564
2021-03-21,10.564
2021-03-22,10.756
2021-03-23,10.166
2021-03-24,10.045
2021-03-25,10.063
2021-03-26,10.709
2021-03-27,10.709
2021-03-28,10.709
2021-03-29,10.303
2021-03-30,10.506
2021-03-31,10.964
2021-04-01,11.302
2021-04-02,11.302
2021-04-03,11.302
2021-04-04,11.302
2021-04-05,11.602
2021-04-06,11.481
2021-04-07,11.312
2021-04-08,11.347
2021-04-09,11.32
2021-04-10,11.32
2021-04-11,11.32
2021-04-12,11.173
2021-04-13,11.078
2021-04-14,11.094
2021-04-15,11.233
2021-04-16,11.115
2021-04-17,11.115
2021-04-18,11.115
2021-04-19,10.822
2021-04-20,10.461
2021-04-21,10.901
2021-04-22,10.785
2021-04-23,11.212
2021-04-24,11.212
2021-04-25,11.212
2021-04-26,11.542
2021-04-27,11.408
2021-04-28,10.922
2021-04-29,10.804
2021-04-30,10.277
2021-05-01,10.277
2021-05-02,10.277
2021-05-03,9.504
2021-05-04,9.495
2021-05-05,9.572
2021-05-06,9.582
2021-05-07,9.847
2021-05-08,9.847
2021-05-09,9.847
2021-05-10,9.437
2021-05-11,9.475
2021-05-12,9.093
2021-05-13,9.309
2021-05-14,9.546
2021-05-15,9.546
2021-05-16,9.546
2021-05-17,9.365
2021-05-18,9.353
2021-05-19,9.549
2021-05-20,9.822
2021-05-21,9.743
2021-05-22,9.743
2021-05-23,9.743
2021-05-24,10.028
2021-05-25,9.926
2021-05-26,9.941
2021-05-27,10.265
2021-05-28,10.206
2021-05-29,10.206
2021-05-30,10.206
2021-05-31,10.206
2021-06-01,10.173
2021-06-02,10.041
2021-06-03,9.62
2021-06-04,9.74
2021-06-05,9.74
2021-06-06,9.74
2021-06-07,9.679
2021-06-08,9.582
2021-06-09,9.493
2021-06-10,9.628
2021-06-11,9.63
2021-06-12,9.63
2021-06-13,9.63
2021-06-14,9.768
2021-06-15,9.544
2021-06-16,9.505
2021-06-17,9.432
2021-06-18,9.121
2021-06-19,9.121
2021-06-20,9.121
2021-06-21,9.302
2021-06-22,9.226
2021-06-23,9.241
2021-06-24,9.457
2021-06-25,9.394
2021-06-26,9.394
2021-06-27,9.394
2021-06-28,9.682
2021-06-29,9.707
2021-06-30,9.587
2021-07-01,9.494
2021-07-02,9.617
2021-07-03,9.617
2021-07-04,9.617
2021-07-05,9.617
2021-07-06,9.574
2021-07-07,9.284
2021-07-08,9.196
2021-07-09,9.454
2021-07-10,9.454
2021-07-11,9.454
2021-07-12,9.627
2021-07-13,9.497
2021-07-14,9.432
2021-07-15,9.091
2021-07-16,8.803
2021-07-17,8.803
2021-07-18,8.803
2021-07-19,8.713
2021-07-20,8.893
2021-07-21,9.234
2021-07-22,8.983
2021-07-23,9.103
2021-07-24,9.103
2021-07-25,9.103
2021-07-26,9.189
2021-07-27,8.971
2021-07-28,9.281
2021-07-29,9.669
2021-07-30,9.782
2021-07-31,9.782
2021-08-01,9.782
2021-08-02,10.937
2021-08-03,11.177
2021-08-04,11.249
2021-08-05,11.039
2021-08-06,11.153
2021-08-07,11.153
2021-08-08,11.153
2021-08-09,11.185
2021-08-10,10.933
2021-08-11,11.032
2021-08-12,10.69
2021-08-13,10.702
2021-08-14,10.702
2021-08-15,10.702
2021-08-16,10.692
2021-08-17,10.709
2021-08-18,10.651
2021-08-19,10.454
2021-08-20,10.587
2021-08-21,10.587
2021-08-22,10.587
2021-08-23,10.824
2021-08-24,11.122
2021-08-25,11.26
2021-08-26,11.395
2021-08-27,11.775
2021-08-28,11.775
2021-08-29,11.775
2021-08-30,11.716
2021-08-31,11.48
2021-09-01,11.563
2021-09-02,11.749
2021-09-03,11.83
2021-09-04,11.83
2021-09-05,11.83
2021-09-06,11.83
2021-09-07,11.817
2021-09-08,11.607
2021-09-09,11.708
2021-09-10,12.135
2021-09-11,12.135
2021-09-12,12.135
2021-09-13,12.329
2021-09-14,12.384
2021-09-15,12.736
2021-09-16,12.785
2021-09-17,12.653
2021-09-18,12.653
2021-09-19,12.653
2021-09-20,12.337
2021-09-21,12.34
2021-09-22,12.578
2021-09-23,12.774
2021-09-24,12.796
2021-09-25,12.796
2021-09-26,12.796
2021-09-27,12.845
2021-09-28,12.287
2021-09-29,11.9
2021-09-30,11.882
2021-10-01,11.856
2021-10-02,11.856
2021-10-03,11.856
2021-10-04,11.669
2021-10-05,11.864
2021-10-06,11.619
2021-10-07,11.799
2021-10-08,11.562
2021-10-09,11.562
2021-10-10,11.562
2021-10-11,11.269
2021-10-12,11.009
2021-10-13,10.892
2021-10-14,11.18
2021-10-15,11.263
2021-10-16,11.263
2021-10-17,11.263
2021-10-18,11.479
2021-10-19,11.684
2021-10-20,11.843
2021-10-21,12.041
2021-10-22,11.95
2021-10-23,11.95
2021-10-24,11.95
2021-10-25,12.015
2021-10-26,11.734
2021-10-27,11.58
2021-10-28,12.243
2021-10-29,12.495
2021-10-30,12.495
2021-10-31,12.495
2021-11-01,13.855
2021-11-02,14.001
2021-11-03,14.175
2021-11-04,14.668
2021-11-05,14.489
2021-11-06,14.489
2021-11-07,14.489
2021-11-08,14.389
2021-11-09,14.261
2021-11-10,13.923
2021-11-11,14.261
2021-11-12,14.359
2021-11-13,14.359
2021-11-14,14.359
2021-11-15,14.506
2021-11-16,15.224
2021-11-17,15.29
2021-11-18,15.55
2021-11-19,15.521
2021-11-20,15.521
2021-11-21,15.521
2021-11-22,15.121
2021-11-23,15.08
2021-11-24,15.283
2021-11-25,15.283
2021-11-26,14.776
2021-11-27,14.776
2021-11-28,14.776
2021-11-29,15.442
2021-11-30,15.053
2021-12-01,15.119
2021-12-02,15.325
2021-12-03,15.695
2021-12-04,15.695
2021-12-05,15.695
2021-12-06,15.173
2021-12-07,16.038
2021-12-08,15.741
2021-12-09,15.511
2021-12-10,15.991
2021-12-11,15.991
2021-12-12,15.991
2021-12-13,15.334
2021-12-14,15.432
2021-12-15,15.996
2021-12-16,14.908
2021-12-17,15.19
2021-12-18,15.19
2021-12-19,15.19
2021-12-20,14.933
2021-12-21,15.876
2021-12-22,16.057
2021-12-23,16.359
2021-12-24,16.359
2021-12-25,16.359
2021-12-26,16.359
2021-12-27,17.099
2021-12-28,16.741
2021-12-29,16.89
2021-12-30,16.567
2021-12-31,16.643
2022-01-01,16.643
2022-01-02,16.643
2022-01-03,17.194
2022-01-04,17.385
2022-01-05,16.52
2022-01-06,16.479
2022-01-07,15.82
2022-01-08,15.82
2022-01-09,15.82
2022-01-10,15.957
2022-01-11,16.155
2022-01-12,16.293
2022-01-13,15.839
2022-01-14,16.222
2022-01-15,16.222
2022-01-16,16.222
2022-01-17,16.222
2022-01-18,15.445
2022-01-19,14.46
2022-01-20,13.609
2022-01-21,13.411
2022-01-22,13.411
2022-01-23,13.411
2022-01-24,13.56
2022-01-25,13.065
2022-01-26,13.663
2022-01-27,13.151
2022-01-28,13.173
2022-01-29,13.173
2022-01-30,13.173
2022-01-31,14.457
2022-02-01,14.617
2022-02-02,14.967
2022-02-03,13.774
2022-02-04,14.07
2022-02-05,14.07
2022-02-06,14.07
2022-02-07,13.63
2022-02-08,13.727
2022-02-09,14.031
2022-02-10,13.265
2022-02-11,12.334
2022-02-12,12.334
2022-02-13,12.334
2022-02-14,12.269
2022-02-15,13.018
2022-02-16,13.2
2022-02-17,12.589
2022-02-18,12.592
2022-02-19,12.592
2022-02-20,12.592
2022-02-21,12.592
2022-02-22,12.223
2022-02-23,12.079
2022-02-24,12.776
2022-02-25,13.282
2022-02-26,13.282
2022-02-27,13.282
2022-02-28,13.096
2022-03-01,12.476
2022-03-02,13.15
2022-03-03,12.866
2022-03-04,12.2
2022-03-05,12.2
2022-03-06,12.2
2022-03-07,11.194
2022-03-08,11.669
2022-03-09,12.221
2022-03-10,12.054
2022-03-11,11.69
2022-03-12,11.69
2022-03-13,11.69
2022-03-14,11.276
2022-03-15,11.851
2022-03-16,12.573
2022-03-17,12.709
2022-03-18,12.953
2022-03-19,12.953
2022-03-20,12.953
2022-03-21,12.953
2022-03-22,13.006
2022-03-23,12.631
2022-03-24,13.298
2022-03-25,13.347
2022-03-26,13.347
2022-03-27,13.347
2022-03-28,13.524
2022-03-29,13.946
2022-03-30,13.34
2022-03-31,12.963
2022-04-01,12.346
2022-04-02,12.346
2022-04-03,12.346
2022-04-04,12.337
2022-04-05,11.532
2022-04-06,11.118
2022-04-07,11.199
2022-04-08,10.917
2022-04-09,10.917
2022-04-10,10.917
2022-04-11,10.834
2022-04-12,11.002
2022-04-13,11.232
2022-04-14,11.027
2022-04-15,11.027
2022-04-16,11.027
2022-04-17,11.027
2022-04-18,11.298
2022-04-19,11.673
2022-04-20,11.47
2022-04-21,11.027
2022-04-22,10.72
2022-04-23,10.72
2022-04-24,10.72
2022-04-25,11.072
2022-04-26,10.634
2022-04-27,10.602
2022-04-28,11.28
2022-04-29,10.789
2022-04-30,10.789
2022-05-01,10.789
2022-05-02,10.899
2022-05-03,10.784
2022-05-04,11.1
2022-05-05,10.405
2022-05-06,10.386
2022-05-07,10.386
2022-05-08,10.386
2022-05-09,9.574
2022-05-10,10.149
2022-05-11,9.79
2022-05-12,10.019
2022-05-13,10.624
2022-05-14,10.624
2022-05-15,10.624
2022-05-16,10.429
2022-05-17,11.063
2022-05-18,10.558
2022-05-19,10.603
2022-05-20,10.677
2022-05-21,10.677
2022-05-22,10.677
2022-05-23,10.569
2022-05-24,10.306
2022-05-25,10.635
2022-05-26,11.22
2022-05-27,11.562
2022-05-28,11.562
2022-05-29,11.562
2022-05-30,11.562
2022-05-31,11.475
2022-06-01,11.208
2022-06-02,12.025
2022-06-03,11.902
2022-06-04,11.902
2022-06-05,11.902
2022-06-06,12.655
2022-06-07,12.554
2022-06-08,12.234
2022-06-09,12.013
2022-06-10,11.599
2022-06-11,11.599
2022-06-12,11.599
2022-06-13,10.814
2022-06-14,10.926
2022-06-15,11.151
2022-06-16,10.271
2022-06-17,10.079
2022-06-18,10.079
2022-06-19,10.079
2022-06-20,10.079
2022-06-21,9.981
2022-06-22,9.8
2022-06-23,9.696
2022-06-24,10.177
2022-06-25,10.177
2022-06-26,10.177
2022-06-27,10.407
2022-06-28,10.146
2022-06-29,9.821
2022-06-30,9.666
2022-07-01,9.145
2022-07-02,9.145
2022-07-03,9.145
2022-07-04,9.145
2022-07-05,9.235
2022-07-06,9.295
2022-07-07,10.154
2022-07-08,10.482
2022-07-09,10.482
2022-07-10,10.482
2022-07-11,10.312
2022-07-12,10.345
2022-07-13,10.288
2022-07-14,10.596
2022-07-15,11.376
2022-07-16,11.376
2022-07-17,11.376
2022-07-18,11.148
2022-07-19,12.023
2022-07-20,12.291
2022-07-21,12.512
2022-07-22,12.154
2022-07-23,12.154
2022-07-24,12.154
2022-07-25,12.137
2022-07-26,11.915
2022-07-27,12.786
2022-07-28,13.205
2022-07-29,13.659
2022-07-30,13.659
2022-07-31,13.659
2022-08-01,12.335
2022-08-02,12.517
2022-08-03,13.11
2022-08-04,12.962
2022-08-05,12.882
2022-08-06,12.882
2022-08-07,12.882
2022-08-08,12.827
2022-08-09,12.015
2022-08-10,12.61
2022-08-11,12.64
2022-08-12,13.554
2022-08-13,13.554
2022-08-14,13.554
2022-08-15,13.57
2022-08-16,13.469
2022-08-17,13.008
2022-08-18,13.952
2022-08-19,13.815
2022-08-20,13.815
2022-08-21,13.815
2022-08-22,13.105
2022-08-23,13.571
2022-08-24,13.72
2022-08-25,14.611
2022-08-26,13.634
2022-08-27,13.634
2022-08-28,13.634
2022-08-29,13.242
2022-08-30,13.137
2022-08-31,13.099
2022-09-01,12.967
2022-09-02,12.832
2022-09-03,12.832
2022-09-04,12.832
2022-09-05,12.832
2022-09-06,12.555
2022-09-07,12.804
2022-09-08,13.41
2022-09-09,13.623
2022-09-10,13.623
2022-09-11,13.623
2022-09-12,13.667
2022-09-13,12.711
2022-09-14,13.034
2022-09-15,12.954
2022-09-16,13.072
2022-09-17,13.072
2022-09-18,13.072
2022-09-19,13.303
2022-09-20,12.984
2022-09-21,12.958
2022-09-22,12.317
2022-09-23,12.004
2022-09-24,12.004
2022-09-25,12.004
2022-09-26,11.889
2022-09-27,12.19
2022-09-28,12.419
2022-09-29,11.934
2022-09-30,11.818
2022-10-01,11.818
2022-10-02,11.818
2022-10-03,12.285
2022-10-04,13.068
2022-10-05,13.179
2022-10-06,13.32
2022-10-07,12.292
2022-10-08,12.292
2022-10-09,12.292
2022-10-10,11.743
2022-10-11,11.233
2022-10-12,11.135
2022-10-13,11.52
2022-10-14,10.977
2022-10-15,10.977
2022-10-16,10.977
2022-10-17,11.328
2022-10-18,11.506
2022-10-19,11.514
2022-10-20,11.656
2022-10-21,12.458
2022-10-22,12.458
2022-10-23,12.458
2022-10-24,12.396
2022-10-25,12.631
2022-10-26,12.849
2022-10-27,12.301
2022-10-28,12.8
2022-10-29,12.8
2022-10-30,12.8
2022-10-31,12.232
2022-11-01,12.291
2022-11-02,11.967
2022-11-03,11.784
2022-11-04,12.58
2022-11-05,12.58
2022-11-06,12.58
2022-11-07,13.034
2022-11-08,13.357
2022-11-09,12.708
2022-11-10,14.491
2022-11-11,14.941
2022-11-12,14.941
2022-11-13,14.941
2022-11-14,14.578
2022-11-15,14.905
2022-11-16,14.1
2022-11-17,14.265
2022-11-18,14.536
2022-11-19,14.536
2022-11-20,14.536
2022-11-21,14.273
2022-11-22,14.792
2022-11-23,14.845
2022-11-24,14.845
2022-11-25,14.724
2022-11-26,14.724
2022-11-27,14.724
2022-11-28,14.034
2022-11-29,14.187
2022-11-30,15.085
2022-12-01,14.843
2022-12-02,14.652
2022-12-03,14.652
2022-12-04,14.652
2022-12-05,14.357
2022-12-06,13.99
2022-12-07,14.07
2022-12-08,14.475
2022-12-09,14.148
2022-12-10,14.148
2022-12-11,14.148
2022-12-12,14.241
2022-12-13,14.355
2022-12-14,13.559
2022-12-15,12.891
2022-12-16,13.115
2022-12-17,13.115
2022-12-18,13.115
2022-12-19,12.869
2022-12-20,12.845
2022-12-21,13.047
2022-12-22,12.461
2022-12-23,12.516
2022-12-24,12.516
2022-12-25,12.516
2022-12-26,12.516
2022-12-27,12.309
2022-12-28,12.092
2022-12-29,12.58
2022-12-30,12.519
2022-12-31,12.519
2023-01-01,12.519
2023-01-02,12.519
2023-01-03,12.367
2023-01-04,12.485
2023-01-05,11.991
2023-01-06,12.539
2023-01-07,12.539
2023-01-08,12.539
2023-01-09,13.04
2023-01-10,12.963
2023-01-11,13.035
2023-01-12,13.096
2023-01-13,13.14
2023-01-14,13.14
2023-01-15,13.14
2023-01-16,13.14
2023-01-17,13.286
2023-01-18,13.378
2023-01-19,12.806
2023-01-20,13.364
2023-01-21,13.364
2023-01-22,13.364
2023-01-23,14.28
2023-01-24,14.135
2023-01-25,14.484
2023-01-26,14.861
2023-01-27,14.859
2023-01-28,14.859
2023-01-29,14.859
2023-01-30,14.324
2023-01-31,14.814
2023-02-01,15.7
2023-02-02,16.563
2023-02-03,16.388
2023-02-04,16.388
2023-02-05,16.388
2023-02-06,15.74
2023-02-07,16.725
2023-02-08,16.347
2023-02-09,16.572
2023-02-10,16.386
2023-02-11,16.386
2023-02-12,16.386
2023-02-13,16.5
2023-02-14,16.989
2023-02-15,16.955
2023-02-16,16.451
2023-02-17,16.007
2023-02-18,16.007
2023-02-19,16.007
2023-02-20,16.007
2023-02-21,15.49
2023-02-22,15.362
2023-02-23,15.287
2023-02-24,14.866
2023-02-25,14.866
2023-02-26,14.866
2023-02-27,15.149
2023-02-28,15.087
2023-03-01,15.247
2023-03-02,14.958
2023-03-03,15.385
2023-03-04,15.385
2023-03-05,15.385
2023-03-06,15.087
2023-03-07,15.338
2023-03-08,16.196
2023-03-09,15.866
2023-03-10,15.276
2023-03-11,15.276
2023-03-12,15.276
2023-03-13,15.153
2023-03-14,15.825
2023-03-15,15.202
2023-03-16,15.689
2023-03-17,15.256
2023-03-18,15.256
2023-03-19,15.256
2023-03-20,15.588
2023-03-21,15.855
2023-03-22,15.362
2023-03-23,15.781
2023-03-24,15.165
2023-03-25,15.165
2023-03-26,15.165
2023-03-27,14.748
2023-03-28,14.915
2023-03-29,15.566
2023-03-30,15.948
2023-03-31,16.044
2023-04-01,16.044
2023-04-02,16.044
2023-04-03,15.814
2023-04-04,15.247
2023-04-05,14.868
2023-04-06,14.635
2023-04-07,14.635
2023-04-08,14.635
2023-04-09,14.635
2023-04-10,15.093
2023-04-11,15.0
2023-04-12,14.824
2023-04-13,15.043
2023-04-14,15.107
2023-04-15,15.107
2023-04-16,15.107
2023-04-17,15.246
2023-04-18,15.402
2023-04-19,14.956
2023-04-20,14.439
2023-04-21,14.338
2023-04-22,14.338
2023-04-23,14.338
2023-04-24,14.44
2023-04-25,13.658
2023-04-26,13.971
2023-04-27,13.588
2023-04-28,13.973
2023-04-29,13.973
2023-04-30,13.973
2023-05-01,14.782
2023-05-02,14.779
2023-05-03,14.663
2023-05-04,14.523
2023-05-05,15.13
2023-05-06,15.13
2023-05-07,15.13
2023-05-08,15.031
2023-05-09,14.712
2023-05-10,14.909
2023-05-11,14.993
2023-05-12,15.184
2023-05-13,15.184
2023-05-14,15.184
2023-05-15,15.386
2023-05-16,15.452
2023-05-17,15.872
2023-05-18,16.008
2023-05-19,15.608
2023-05-20,15.608
2023-05-21,15.608
2023-05-22,15.771
2023-05-23,15.271
2023-05-24,14.762
2023-05-25,15.171
2023-05-26,16.026
2023-05-27,16.026
2023-05-28,16.026
2023-05-29,16.026
2023-05-30,15.536
2023-05-31,15.467
2023-06-01,16.272
2023-06-02,16.065
2023-06-03,16.065
2023-06-04,16.065
2023-06-05,15.843
2023-06-06,16.37
2023-06-07,16.511
2023-06-08,16.649
2023-06-09,16.47
2023-06-10,16.47
2023-06-11,16.47
2023-06-12,16.847
2023-06-13,17.145
2023-06-14,17.158
2023-06-15,16.836
2023-06-16,16.676
2023-06-17,16.676
2023-06-18,16.676
2023-06-19,16.676
2023-06-20,16.54
2023-06-21,16.297
2023-06-22,16.46
2023-06-23,16.195
