,LRCX US Equity
2023-06-23,23.603
2023-06-24,23.603
2023-06-25,23.603
2023-06-26,24.052
2023-06-27,25.169
2023-06-28,24.899
2023-06-29,24.828
2023-06-30,24.925
2023-07-01,24.925
2023-07-02,24.925
2023-07-03,25.24
2023-07-04,25.24
2023-07-05,24.371
2023-07-06,24.078
2023-07-07,23.956
2023-07-08,23.956
2023-07-09,23.956
2023-07-10,24.335
2023-07-11,24.016
2023-07-12,24.14
2023-07-13,24.741
2023-07-14,24.634
2023-07-15,24.634
2023-07-16,24.634
2023-07-17,25.464
2023-07-18,25.305
2023-07-19,24.694
2023-07-20,23.708
2023-07-21,24.02
2023-07-22,24.02
2023-07-23,24.02
2023-07-24,24.619
2023-07-25,25.051
2023-07-26,24.527
2023-07-27,25.739
2023-07-28,26.417
2023-07-29,26.417
2023-07-30,26.417
2023-07-31,26.271
2023-08-01,26.176
2023-08-02,25.078
2023-08-03,25.351
2023-08-04,24.984
2023-08-05,24.984
2023-08-06,24.984
2023-08-07,25.523
2023-08-08,25.184
2023-08-09,24.732
2023-08-10,24.745
2023-08-11,23.504
2023-08-12,23.504
2023-08-13,23.504
2023-08-14,24.053
2023-08-15,23.643
2023-08-16,23.299
2023-08-17,23.381
2023-08-18,23.539
2023-08-19,23.539
2023-08-20,23.539
2023-08-21,24.126
2023-08-22,24.039
2023-08-23,24.445
2023-08-24,23.647
2023-08-25,23.804
2023-08-26,23.804
2023-08-27,23.804
2023-08-28,24.015
2023-08-29,24.676
2023-08-30,24.743
2023-08-31,25.315
2023-09-01,25.189
2023-09-02,25.189
2023-09-03,25.189
2023-09-04,25.189
2023-09-05,25.145
2023-09-06,24.983
2023-09-07,24.281
2023-09-08,24.048
2023-09-09,24.048
2023-09-10,24.048
2023-09-11,23.861
2023-09-12,23.537
2023-09-13,23.752
2023-09-14,23.696
2023-09-15,22.494
2023-09-16,22.494
2023-09-17,22.494
2023-09-18,22.946
2023-09-19,22.616
2023-09-20,22.388
2023-09-21,22.082
2023-09-22,22.397
2023-09-23,22.397
2023-09-24,22.397
2023-09-25,22.45
2023-09-26,21.923
2023-09-27,22.209
2023-09-28,22.701
2023-09-29,22.674
2023-09-30,22.674
2023-10-01,22.674
2023-10-02,22.823
2023-10-03,22.361
2023-10-04,22.877
2023-10-05,22.525
2023-10-06,22.607
2023-10-07,22.607
2023-10-08,22.607
2023-10-09,22.566
2023-10-10,22.807
2023-10-11,23.071
2023-10-12,23.532
2023-10-13,23.185
2023-10-14,23.185
2023-10-15,23.185
2023-10-16,23.491
2023-10-17,23.464
2023-10-18,22.824
2023-10-19,21.383
2023-10-20,21.292
2023-10-21,21.292
2023-10-22,21.292
2023-10-23,21.265
2023-10-24,21.395
2023-10-25,20.663
2023-10-26,20.726
2023-10-27,20.565
2023-10-28,20.565
2023-10-29,20.565
2023-10-30,20.546
2023-10-31,20.713
2023-11-01,21.362
2023-11-02,21.947
2023-11-03,22.328
2023-11-04,22.328
2023-11-05,22.328
2023-11-06,22.503
2023-11-07,22.58
2023-11-08,22.803
2023-11-09,22.897
2023-11-10,24.136
2023-11-11,24.136
2023-11-12,24.136
2023-11-13,23.878
2023-11-14,24.64
2023-11-15,24.746
2023-11-16,24.836
2023-11-17,24.832
2023-11-18,24.832
2023-11-19,24.832
2023-11-20,25.499
2023-11-21,25.081
2023-11-22,25.507
2023-11-23,25.507
2023-11-24,25.509
2023-11-25,25.509
2023-11-26,25.509
2023-11-27,25.685
2023-11-28,25.256
2023-11-29,25.384
2023-11-30,25.452
2023-12-01,25.671
2023-12-02,25.671
2023-12-03,25.671
2023-12-04,25.244
2023-12-05,24.785
2023-12-06,24.704
2023-12-07,25.172
2023-12-08,24.999
2023-12-09,24.999
2023-12-10,24.999
2023-12-11,26.127
2023-12-12,26.043
2023-12-13,26.164
2023-12-14,27.324
2023-12-15,27.548
2023-12-16,27.548
2023-12-17,27.548
2023-12-18,27.436
2023-12-19,27.831
2023-12-20,26.902
2023-12-21,27.686
2023-12-22,27.795
2023-12-23,27.795
2023-12-24,27.795
2023-12-25,27.795
2023-12-26,28.355
2023-12-27,28.327
2023-12-28,28.14
2023-12-29,27.911
2023-12-30,27.911
2023-12-31,27.911
2024-01-01,27.911
2024-01-02,26.701
2024-01-03,26.36
2024-01-04,26.151
2024-01-05,26.198
2024-01-06,26.198
2024-01-07,26.198
2024-01-08,27.069
2024-01-09,26.886
2024-01-10,26.802
2024-01-11,27.178
2024-01-12,27.164
2024-01-13,27.164
2024-01-14,27.164
2024-01-15,27.164
2024-01-16,27.245
2024-01-17,26.911
2024-01-18,28.082
2024-01-19,29.599
2024-01-20,29.599
2024-01-21,29.599
2024-01-22,29.858
2024-01-23,29.745
2024-01-24,29.865
2024-01-25,29.881
2024-01-26,28.947
2024-01-27,28.947
2024-01-28,28.947
2024-01-29,28.962
2024-01-30,28.619
2024-01-31,28.256
2024-02-01,28.497
2024-02-02,28.719
2024-02-03,28.719
2024-02-04,28.719
2024-02-05,29.151
2024-02-06,28.579
2024-02-07,29.056
2024-02-08,29.598
2024-02-09,31.215
2024-02-10,31.215
2024-02-11,31.215
2024-02-12,31.092
2024-02-13,30.564
2024-02-14,31.356
2024-02-15,31.29
2024-02-16,31.709
2024-02-17,31.709
2024-02-18,31.709
2024-02-19,31.709
2024-02-20,30.833
2024-02-21,30.884
2024-02-22,32.337
2024-02-23,31.768
2024-02-24,31.768
2024-02-25,31.768
2024-02-26,32.119
2024-02-27,31.844
2024-02-28,31.568
2024-02-29,32.101
2024-03-01,33.582
2024-03-02,33.582
2024-03-03,33.582
2024-03-04,33.445
2024-03-05,32.953
2024-03-06,33.595
2024-03-07,34.029
2024-03-08,32.732
2024-03-09,32.732
2024-03-10,32.732
2024-03-11,31.813
2024-03-12,32.554
2024-03-13,31.728
2024-03-14,31.693
2024-03-15,31.159
2024-03-16,31.159
2024-03-17,31.159
2024-03-18,31.616
2024-03-19,31.813
2024-03-20,32.429
2024-03-21,33.574
2024-03-22,33.414
2024-03-23,33.414
2024-03-24,33.414
2024-03-25,33.194
2024-03-26,33.05
2024-03-27,32.996
2024-03-28,33.198
2024-03-29,33.198
2024-03-30,33.198
2024-03-31,33.198
2024-04-01,33.547
2024-04-02,33.054
2024-04-03,33.431
2024-04-04,32.518
2024-04-05,33.079
2024-04-06,33.079
2024-04-07,33.079
2024-04-08,33.034
