,HDS US Equity
2020-10-16,20.372
2020-10-17,20.372
2020-10-18,20.372
2020-10-19,20.145
2020-10-20,20.357
2020-10-21,20.087
2020-10-22,20.505
2020-10-23,20.471
2020-10-24,20.471
2020-10-25,20.471
2020-10-26,19.808
2020-10-27,19.413
2020-10-28,19.279
2020-10-29,19.332
2020-10-30,19.163
2020-10-31,19.163
2020-11-01,19.163
2020-11-02,20.019
2020-11-03,20.505
2020-11-04,20.216
2020-11-05,20.62
2020-11-06,20.899
2020-11-07,20.899
2020-11-08,20.899
2020-11-09,20.339
2020-11-10,20.539
2020-11-11,20.6
2020-11-12,20.326
2020-11-13,20.871
2020-11-14,20.871
2020-11-15,20.871
2020-11-16,25.843
2020-11-17,27.254
2020-11-18,27.22
2020-11-19,27.22
2020-11-20,27.195
2020-11-21,27.195
2020-11-22,27.195
2020-11-23,27.195
2020-11-24,27.195
2020-11-25,27.21
2020-11-26,27.21
2020-11-27,27.224
2020-11-28,27.224
2020-11-29,27.224
2020-11-30,27.21
2020-12-01,27.215
2020-12-02,27.234
2020-12-03,27.283
2020-12-04,27.049
2020-12-05,27.049
2020-12-06,27.049
2020-12-07,26.05
2020-12-08,25.953
2020-12-09,25.986
2020-12-10,25.981
2020-12-11,25.977
2020-12-12,25.977
2020-12-13,25.977
2020-12-14,25.981
2020-12-15,26.056
2020-12-16,26.117
2020-12-17,26.018
2020-12-18,26.018
2020-12-19,26.018
2020-12-20,26.018
2020-12-21,26.032
2020-12-22,26.022
2020-12-23,26.078
2020-12-24,26.078
2020-12-25,26.078
2020-12-26,26.078
2020-12-27,26.078
2020-12-28,26.078
2020-12-29,26.078
2020-12-30,26.078
2020-12-31,26.078
2021-01-01,26.078
2021-01-02,26.078
2021-01-03,26.078
2021-01-04,26.078
2021-01-05,26.078
2021-01-06,26.078
2021-01-07,26.078
2021-01-08,26.078
2021-01-09,26.078
2021-01-10,26.078
2021-01-11,26.078
2021-01-12,26.078
2021-01-13,26.078
2021-01-14,26.078
2021-01-15,26.078
2021-01-16,26.078
2021-01-17,26.078
2021-01-18,26.078
2021-01-19,26.078
2021-01-20,26.078
2021-01-21,26.078
2021-01-22,26.078
2021-01-23,26.078
2021-01-24,26.078
2021-01-25,26.078
2021-01-26,26.078
2021-01-27,26.078
2021-01-28,26.078
2021-01-29,26.078
2021-01-30,26.078
2021-01-31,26.078
2021-02-01,26.078
2021-02-02,26.078
2021-02-03,26.078
2021-02-04,26.078
2021-02-05,26.078
2021-02-06,26.078
2021-02-07,26.078
2021-02-08,26.078
2021-02-09,26.078
2021-02-10,26.078
2021-02-11,26.078
2021-02-12,26.078
2021-02-13,26.078
2021-02-14,26.078
2021-02-15,26.078
2021-02-16,26.078
2021-02-17,26.078
2021-02-18,26.078
2021-02-19,26.078
2021-02-20,26.078
2021-02-21,26.078
2021-02-22,26.078
2021-02-23,26.078
2021-02-24,26.078
2021-02-25,26.078
2021-02-26,26.078
2021-02-27,26.078
2021-02-28,26.078
2021-03-01,26.078
2021-03-02,26.078
2021-03-03,26.078
2021-03-04,26.078
2021-03-05,26.078
2021-03-06,26.078
2021-03-07,26.078
2021-03-08,26.078
2021-03-09,26.078
2021-03-10,26.078
2021-03-11,26.078
2021-03-12,26.078
2021-03-13,26.078
2021-03-14,26.078
2021-03-15,26.078
2021-03-16,26.078
2021-03-17,26.078
2021-03-18,26.078
2021-03-19,26.078
2021-03-20,26.078
2021-03-21,26.078
2021-03-22,26.078
2021-03-23,26.078
2021-03-24,26.078
2021-03-25,26.078
2021-03-26,26.078
2021-03-27,26.078
2021-03-28,26.078
2021-03-29,26.078
2021-03-30,26.078
2021-03-31,26.078
2021-04-01,26.078
2021-04-02,26.078
2021-04-03,26.078
2021-04-04,26.078
2021-04-05,26.078
2021-04-06,26.078
2021-04-07,26.078
2021-04-08,26.078
2021-04-09,26.078
2021-04-10,26.078
2021-04-11,26.078
2021-04-12,26.078
2021-04-13,26.078
2021-04-14,26.078
2021-04-15,26.078
2021-04-16,26.078
2021-04-17,26.078
2021-04-18,26.078
2021-04-19,26.078
2021-04-20,26.078
2021-04-21,26.078
2021-04-22,26.078
2021-04-23,26.078
2021-04-24,26.078
2021-04-25,26.078
2021-04-26,26.078
2021-04-27,26.078
2021-04-28,26.078
2021-04-29,26.078
2021-04-30,26.078
2021-05-01,26.078
2021-05-02,26.078
2021-05-03,26.078
2021-05-04,26.078
2021-05-05,26.078
2021-05-06,26.078
2021-05-07,26.078
2021-05-08,26.078
2021-05-09,26.078
2021-05-10,26.078
2021-05-11,26.078
2021-05-12,26.078
2021-05-13,26.078
2021-05-14,26.078
2021-05-15,26.078
2021-05-16,26.078
2021-05-17,26.078
2021-05-18,26.078
2021-05-19,26.078
2021-05-20,26.078
2021-05-21,26.078
2021-05-22,26.078
2021-05-23,26.078
2021-05-24,26.078
2021-05-25,26.078
2021-05-26,26.078
2021-05-27,26.078
2021-05-28,26.078
2021-05-29,26.078
2021-05-30,26.078
2021-05-31,26.078
2021-06-01,26.078
2021-06-02,26.078
2021-06-03,26.078
2021-06-04,26.078
2021-06-05,26.078
2021-06-06,26.078
2021-06-07,26.078
2021-06-08,26.078
2021-06-09,26.078
2021-06-10,26.078
2021-06-11,26.078
2021-06-12,26.078
2021-06-13,26.078
2021-06-14,26.078
2021-06-15,26.078
2021-06-16,26.078
2021-06-17,26.078
2021-06-18,26.078
2021-06-19,26.078
2021-06-20,26.078
2021-06-21,26.078
2021-06-22,26.078
2021-06-23,26.078
2021-06-24,26.078
2021-06-25,26.078
2021-06-26,26.078
2021-06-27,26.078
2021-06-28,26.078
2021-06-29,26.078
2021-06-30,26.078
2021-07-01,26.078
2021-07-02,26.078
2021-07-03,26.078
2021-07-04,26.078
2021-07-05,26.078
2021-07-06,26.078
2021-07-07,26.078
2021-07-08,26.078
2021-07-09,26.078
2021-07-10,26.078
2021-07-11,26.078
2021-07-12,26.078
2021-07-13,26.078
2021-07-14,26.078
2021-07-15,26.078
2021-07-16,26.078
2021-07-17,26.078
2021-07-18,26.078
2021-07-19,26.078
2021-07-20,26.078
2021-07-21,26.078
2021-07-22,26.078
2021-07-23,26.078
2021-07-24,26.078
2021-07-25,26.078
2021-07-26,26.078
2021-07-27,26.078
2021-07-28,26.078
2021-07-29,26.078
2021-07-30,26.078
2021-07-31,26.078
2021-08-01,26.078
2021-08-02,26.078
2021-08-03,26.078
2021-08-04,26.078
2021-08-05,26.078
2021-08-06,26.078
2021-08-07,26.078
2021-08-08,26.078
2021-08-09,26.078
2021-08-10,26.078
2021-08-11,26.078
2021-08-12,26.078
2021-08-13,26.078
2021-08-14,26.078
2021-08-15,26.078
2021-08-16,26.078
2021-08-17,26.078
2021-08-18,26.078
2021-08-19,26.078
2021-08-20,26.078
2021-08-21,26.078
2021-08-22,26.078
2021-08-23,26.078
2021-08-24,26.078
2021-08-25,26.078
2021-08-26,26.078
2021-08-27,26.078
2021-08-28,26.078
2021-08-29,26.078
2021-08-30,26.078
2021-08-31,26.078
2021-09-01,26.078
2021-09-02,26.078
2021-09-03,26.078
2021-09-04,26.078
2021-09-05,26.078
2021-09-06,26.078
2021-09-07,26.078
2021-09-08,26.078
2021-09-09,26.078
2021-09-10,26.078
2021-09-11,26.078
2021-09-12,26.078
2021-09-13,26.078
2021-09-14,26.078
2021-09-15,26.078
2021-09-16,26.078
2021-09-17,26.078
2021-09-18,26.078
2021-09-19,26.078
2021-09-20,26.078
2021-09-21,26.078
2021-09-22,26.078
2021-09-23,26.078
2021-09-24,26.078
2021-09-25,26.078
2021-09-26,26.078
2021-09-27,26.078
2021-09-28,26.078
2021-09-29,26.078
2021-09-30,26.078
2021-10-01,26.078
2021-10-02,26.078
2021-10-03,26.078
2021-10-04,26.078
2021-10-05,26.078
2021-10-06,26.078
2021-10-07,26.078
2021-10-08,26.078
2021-10-09,26.078
2021-10-10,26.078
2021-10-11,26.078
2021-10-12,26.078
2021-10-13,26.078
2021-10-14,26.078
2021-10-15,26.078
2021-10-16,26.078
2021-10-17,26.078
2021-10-18,26.078
2021-10-19,26.078
2021-10-20,26.078
2021-10-21,26.078
2021-10-22,26.078
2021-10-23,26.078
2021-10-24,26.078
2021-10-25,26.078
2021-10-26,26.078
2021-10-27,26.078
2021-10-28,26.078
2021-10-29,26.078
2021-10-30,26.078
2021-10-31,26.078
2021-11-01,26.078
2021-11-02,26.078
2021-11-03,26.078
2021-11-04,26.078
2021-11-05,26.078
2021-11-06,26.078
2021-11-07,26.078
2021-11-08,26.078
2021-11-09,26.078
2021-11-10,26.078
2021-11-11,26.078
2021-11-12,26.078
2021-11-13,26.078
2021-11-14,26.078
2021-11-15,26.078
2021-11-16,26.078
2021-11-17,26.078
2021-11-18,26.078
2021-11-19,26.078
2021-11-20,26.078
2021-11-21,26.078
2021-11-22,26.078
2021-11-23,26.078
2021-11-24,26.078
2021-11-25,26.078
2021-11-26,26.078
2021-11-27,26.078
2021-11-28,26.078
2021-11-29,26.078
2021-11-30,26.078
2021-12-01,26.078
2021-12-02,26.078
2021-12-03,26.078
2021-12-04,26.078
2021-12-05,26.078
2021-12-06,26.078
2021-12-07,26.078
2021-12-08,26.078
2021-12-09,26.078
2021-12-10,26.078
2021-12-11,26.078
2021-12-12,26.078
2021-12-13,26.078
2021-12-14,26.078
2021-12-15,26.078
2021-12-16,26.078
2021-12-17,26.078
2021-12-18,26.078
2021-12-19,26.078
2021-12-20,26.078
2021-12-21,26.078
2021-12-22,26.078
2021-12-23,26.078
2021-12-24,26.078
2021-12-25,26.078
2021-12-26,26.078
2021-12-27,26.078
2021-12-28,26.078
2021-12-29,26.078
2021-12-30,26.078
2021-12-31,26.078
2022-01-01,26.078
2022-01-02,26.078
2022-01-03,26.078
2022-01-04,26.078
2022-01-05,26.078
2022-01-06,26.078
2022-01-07,26.078
2022-01-08,26.078
2022-01-09,26.078
2022-01-10,26.078
2022-01-11,26.078
2022-01-12,26.078
2022-01-13,26.078
2022-01-14,26.078
2022-01-15,26.078
2022-01-16,26.078
2022-01-17,26.078
2022-01-18,26.078
2022-01-19,26.078
2022-01-20,26.078
2022-01-21,26.078
2022-01-22,26.078
2022-01-23,26.078
2022-01-24,26.078
2022-01-25,26.078
2022-01-26,26.078
2022-01-27,26.078
2022-01-28,26.078
2022-01-29,26.078
2022-01-30,26.078
2022-01-31,26.078
2022-02-01,26.078
2022-02-02,26.078
2022-02-03,26.078
2022-02-04,26.078
2022-02-05,26.078
2022-02-06,26.078
2022-02-07,26.078
2022-02-08,26.078
2022-02-09,26.078
2022-02-10,26.078
2022-02-11,26.078
2022-02-12,26.078
2022-02-13,26.078
2022-02-14,26.078
2022-02-15,26.078
2022-02-16,26.078
2022-02-17,26.078
2022-02-18,26.078
2022-02-19,26.078
2022-02-20,26.078
2022-02-21,26.078
2022-02-22,26.078
2022-02-23,26.078
2022-02-24,26.078
2022-02-25,26.078
2022-02-26,26.078
2022-02-27,26.078
2022-02-28,26.078
2022-03-01,26.078
2022-03-02,26.078
2022-03-03,26.078
2022-03-04,26.078
2022-03-05,26.078
2022-03-06,26.078
2022-03-07,26.078
2022-03-08,26.078
2022-03-09,26.078
2022-03-10,26.078
2022-03-11,26.078
2022-03-12,26.078
2022-03-13,26.078
2022-03-14,26.078
2022-03-15,26.078
2022-03-16,26.078
2022-03-17,26.078
2022-03-18,26.078
2022-03-19,26.078
2022-03-20,26.078
2022-03-21,26.078
2022-03-22,26.078
2022-03-23,26.078
2022-03-24,26.078
2022-03-25,26.078
2022-03-26,26.078
2022-03-27,26.078
2022-03-28,26.078
2022-03-29,26.078
2022-03-30,26.078
2022-03-31,26.078
2022-04-01,26.078
2022-04-02,26.078
2022-04-03,26.078
2022-04-04,26.078
2022-04-05,26.078
2022-04-06,26.078
2022-04-07,26.078
2022-04-08,26.078
2022-04-09,26.078
2022-04-10,26.078
2022-04-11,26.078
2022-04-12,26.078
2022-04-13,26.078
2022-04-14,26.078
2022-04-15,26.078
2022-04-16,26.078
2022-04-17,26.078
2022-04-18,26.078
2022-04-19,26.078
2022-04-20,26.078
2022-04-21,26.078
2022-04-22,26.078
2022-04-23,26.078
2022-04-24,26.078
2022-04-25,26.078
2022-04-26,26.078
2022-04-27,26.078
2022-04-28,26.078
2022-04-29,26.078
2022-04-30,26.078
2022-05-01,26.078
2022-05-02,26.078
2022-05-03,26.078
2022-05-04,26.078
2022-05-05,26.078
2022-05-06,26.078
2022-05-07,26.078
2022-05-08,26.078
2022-05-09,26.078
2022-05-10,26.078
2022-05-11,26.078
2022-05-12,26.078
2022-05-13,26.078
2022-05-14,26.078
2022-05-15,26.078
2022-05-16,26.078
2022-05-17,26.078
2022-05-18,26.078
2022-05-19,26.078
2022-05-20,26.078
2022-05-21,26.078
2022-05-22,26.078
2022-05-23,26.078
2022-05-24,26.078
2022-05-25,26.078
2022-05-26,26.078
2022-05-27,26.078
2022-05-28,26.078
2022-05-29,26.078
2022-05-30,26.078
2022-05-31,26.078
2022-06-01,26.078
2022-06-02,26.078
2022-06-03,26.078
2022-06-04,26.078
2022-06-05,26.078
2022-06-06,26.078
2022-06-07,26.078
2022-06-08,26.078
2022-06-09,26.078
2022-06-10,26.078
2022-06-11,26.078
2022-06-12,26.078
2022-06-13,26.078
2022-06-14,26.078
2022-06-15,26.078
2022-06-16,26.078
2022-06-17,26.078
2022-06-18,26.078
2022-06-19,26.078
2022-06-20,26.078
2022-06-21,26.078
2022-06-22,26.078
2022-06-23,26.078
2022-06-24,26.078
2022-06-25,26.078
2022-06-26,26.078
2022-06-27,26.078
2022-06-28,26.078
2022-06-29,26.078
2022-06-30,26.078
2022-07-01,26.078
2022-07-02,26.078
2022-07-03,26.078
2022-07-04,26.078
2022-07-05,26.078
2022-07-06,26.078
2022-07-07,26.078
2022-07-08,26.078
2022-07-09,26.078
2022-07-10,26.078
2022-07-11,26.078
2022-07-12,26.078
2022-07-13,26.078
2022-07-14,26.078
2022-07-15,26.078
2022-07-16,26.078
2022-07-17,26.078
2022-07-18,26.078
2022-07-19,26.078
2022-07-20,26.078
2022-07-21,26.078
2022-07-22,26.078
2022-07-23,26.078
2022-07-24,26.078
2022-07-25,26.078
2022-07-26,26.078
2022-07-27,26.078
2022-07-28,26.078
2022-07-29,26.078
2022-07-30,26.078
2022-07-31,26.078
2022-08-01,26.078
2022-08-02,26.078
2022-08-03,26.078
2022-08-04,26.078
2022-08-05,26.078
2022-08-06,26.078
2022-08-07,26.078
2022-08-08,26.078
2022-08-09,26.078
2022-08-10,26.078
2022-08-11,26.078
2022-08-12,26.078
2022-08-13,26.078
2022-08-14,26.078
2022-08-15,26.078
2022-08-16,26.078
2022-08-17,26.078
2022-08-18,26.078
2022-08-19,26.078
2022-08-20,26.078
2022-08-21,26.078
2022-08-22,26.078
2022-08-23,26.078
2022-08-24,26.078
2022-08-25,26.078
2022-08-26,26.078
2022-08-27,26.078
2022-08-28,26.078
2022-08-29,26.078
2022-08-30,26.078
2022-08-31,26.078
2022-09-01,26.078
2022-09-02,26.078
2022-09-03,26.078
2022-09-04,26.078
2022-09-05,26.078
2022-09-06,26.078
2022-09-07,26.078
2022-09-08,26.078
2022-09-09,26.078
2022-09-10,26.078
2022-09-11,26.078
2022-09-12,26.078
2022-09-13,26.078
2022-09-14,26.078
2022-09-15,26.078
2022-09-16,26.078
2022-09-17,26.078
2022-09-18,26.078
2022-09-19,26.078
2022-09-20,26.078
2022-09-21,26.078
2022-09-22,26.078
2022-09-23,26.078
2022-09-24,26.078
2022-09-25,26.078
2022-09-26,26.078
2022-09-27,26.078
2022-09-28,26.078
2022-09-29,26.078
2022-09-30,26.078
2022-10-01,26.078
2022-10-02,26.078
2022-10-03,26.078
2022-10-04,26.078
2022-10-05,26.078
2022-10-06,26.078
2022-10-07,26.078
2022-10-08,26.078
2022-10-09,26.078
2022-10-10,26.078
2022-10-11,26.078
2022-10-12,26.078
2022-10-13,26.078
2022-10-14,26.078
2022-10-15,26.078
2022-10-16,26.078
2022-10-17,26.078
2022-10-18,26.078
2022-10-19,26.078
2022-10-20,26.078
2022-10-21,26.078
2022-10-22,26.078
2022-10-23,26.078
2022-10-24,26.078
2022-10-25,26.078
2022-10-26,26.078
2022-10-27,26.078
2022-10-28,26.078
2022-10-29,26.078
2022-10-30,26.078
2022-10-31,26.078
2022-11-01,26.078
2022-11-02,26.078
2022-11-03,26.078
2022-11-04,26.078
2022-11-05,26.078
2022-11-06,26.078
2022-11-07,26.078
2022-11-08,26.078
2022-11-09,26.078
2022-11-10,26.078
2022-11-11,26.078
2022-11-12,26.078
2022-11-13,26.078
2022-11-14,26.078
2022-11-15,26.078
2022-11-16,26.078
2022-11-17,26.078
2022-11-18,26.078
2022-11-19,26.078
2022-11-20,26.078
2022-11-21,26.078
2022-11-22,26.078
2022-11-23,26.078
2022-11-24,26.078
2022-11-25,26.078
2022-11-26,26.078
2022-11-27,26.078
2022-11-28,26.078
2022-11-29,26.078
2022-11-30,26.078
2022-12-01,26.078
2022-12-02,26.078
2022-12-03,26.078
2022-12-04,26.078
2022-12-05,26.078
2022-12-06,26.078
2022-12-07,26.078
2022-12-08,26.078
2022-12-09,26.078
2022-12-10,26.078
2022-12-11,26.078
2022-12-12,26.078
2022-12-13,26.078
2022-12-14,26.078
2022-12-15,26.078
2022-12-16,26.078
2022-12-17,26.078
2022-12-18,26.078
2022-12-19,26.078
2022-12-20,26.078
2022-12-21,26.078
2022-12-22,26.078
2022-12-23,26.078
2022-12-24,26.078
2022-12-25,26.078
2022-12-26,26.078
2022-12-27,26.078
2022-12-28,26.078
2022-12-29,26.078
2022-12-30,26.078
2022-12-31,26.078
2023-01-01,26.078
2023-01-02,26.078
2023-01-03,26.078
2023-01-04,26.078
2023-01-05,26.078
2023-01-06,26.078
2023-01-07,26.078
2023-01-08,26.078
2023-01-09,26.078
2023-01-10,26.078
2023-01-11,26.078
2023-01-12,26.078
2023-01-13,26.078
2023-01-14,26.078
2023-01-15,26.078
2023-01-16,26.078
2023-01-17,26.078
2023-01-18,26.078
2023-01-19,26.078
2023-01-20,26.078
2023-01-21,26.078
2023-01-22,26.078
2023-01-23,26.078
2023-01-24,26.078
2023-01-25,26.078
2023-01-26,26.078
2023-01-27,26.078
2023-01-28,26.078
2023-01-29,26.078
2023-01-30,26.078
2023-01-31,26.078
2023-02-01,26.078
2023-02-02,26.078
2023-02-03,26.078
2023-02-04,26.078
2023-02-05,26.078
2023-02-06,26.078
2023-02-07,26.078
2023-02-08,26.078
2023-02-09,26.078
2023-02-10,26.078
2023-02-11,26.078
2023-02-12,26.078
2023-02-13,26.078
2023-02-14,26.078
2023-02-15,26.078
2023-02-16,26.078
2023-02-17,26.078
2023-02-18,26.078
2023-02-19,26.078
2023-02-20,26.078
2023-02-21,26.078
2023-02-22,26.078
2023-02-23,26.078
2023-02-24,26.078
2023-02-25,26.078
2023-02-26,26.078
2023-02-27,26.078
2023-02-28,26.078
2023-03-01,26.078
2023-03-02,26.078
2023-03-03,26.078
2023-03-04,26.078
2023-03-05,26.078
2023-03-06,26.078
2023-03-07,26.078
2023-03-08,26.078
2023-03-09,26.078
2023-03-10,26.078
2023-03-11,26.078
2023-03-12,26.078
2023-03-13,26.078
2023-03-14,26.078
2023-03-15,26.078
2023-03-16,26.078
2023-03-17,26.078
2023-03-18,26.078
2023-03-19,26.078
2023-03-20,26.078
2023-03-21,26.078
2023-03-22,26.078
2023-03-23,26.078
2023-03-24,26.078
2023-03-25,26.078
2023-03-26,26.078
2023-03-27,26.078
2023-03-28,26.078
2023-03-29,26.078
2023-03-30,26.078
2023-03-31,26.078
2023-04-01,26.078
2023-04-02,26.078
2023-04-03,26.078
2023-04-04,26.078
2023-04-05,26.078
2023-04-06,26.078
2023-04-07,26.078
2023-04-08,26.078
2023-04-09,26.078
2023-04-10,26.078
2023-04-11,26.078
2023-04-12,26.078
2023-04-13,26.078
2023-04-14,26.078
2023-04-15,26.078
2023-04-16,26.078
2023-04-17,26.078
2023-04-18,26.078
2023-04-19,26.078
2023-04-20,26.078
2023-04-21,26.078
2023-04-22,26.078
2023-04-23,26.078
2023-04-24,26.078
2023-04-25,26.078
2023-04-26,26.078
2023-04-27,26.078
2023-04-28,26.078
2023-04-29,26.078
2023-04-30,26.078
2023-05-01,26.078
2023-05-02,26.078
2023-05-03,26.078
2023-05-04,26.078
2023-05-05,26.078
2023-05-06,26.078
2023-05-07,26.078
2023-05-08,26.078
2023-05-09,26.078
2023-05-10,26.078
2023-05-11,26.078
2023-05-12,26.078
2023-05-13,26.078
2023-05-14,26.078
2023-05-15,26.078
2023-05-16,26.078
2023-05-17,26.078
2023-05-18,26.078
2023-05-19,26.078
2023-05-20,26.078
2023-05-21,26.078
2023-05-22,26.078
2023-05-23,26.078
2023-05-24,26.078
2023-05-25,26.078
2023-05-26,26.078
2023-05-27,26.078
2023-05-28,26.078
2023-05-29,26.078
2023-05-30,26.078
2023-05-31,26.078
2023-06-01,26.078
2023-06-02,26.078
2023-06-03,26.078
2023-06-04,26.078
2023-06-05,26.078
2023-06-06,26.078
2023-06-07,26.078
2023-06-08,26.078
2023-06-09,26.078
2023-06-10,26.078
2023-06-11,26.078
2023-06-12,26.078
2023-06-13,26.078
2023-06-14,26.078
2023-06-15,26.078
2023-06-16,26.078
2023-06-17,26.078
2023-06-18,26.078
2023-06-19,26.078
2023-06-20,26.078
2023-06-21,26.078
2023-06-22,26.078
