,BIIB US Equity
2020-11-12,8.712
2020-11-13,8.966
2020-11-14,8.966
2020-11-15,8.966
2020-11-16,9.052
2020-11-17,8.974
2020-11-18,8.692
2020-11-19,8.797
2020-11-20,8.802
2020-11-21,8.802
2020-11-22,8.802
2020-11-23,8.772
2020-11-24,8.741
2020-11-25,8.714
2020-11-26,8.714
2020-11-27,8.787
2020-11-28,8.787
2020-11-29,8.787
2020-11-30,8.723
2020-12-01,8.822
2020-12-02,8.945
2020-12-03,8.843
2020-12-04,8.907
2020-12-05,8.907
2020-12-06,8.907
2020-12-07,8.828
2020-12-08,8.928
2020-12-09,8.871
2020-12-10,8.807
2020-12-11,8.751
2020-12-12,8.751
2020-12-13,8.751
2020-12-14,8.889
2020-12-15,9.015
2020-12-16,8.996
2020-12-17,9.07
2020-12-18,9.047
2020-12-19,9.047
2020-12-20,9.047
2020-12-21,9.0
2020-12-22,9.002
2020-12-23,9.123
2020-12-24,9.039
2020-12-25,9.039
2020-12-26,9.039
2020-12-27,9.039
2020-12-28,8.867
2020-12-29,8.842
2020-12-30,8.847
2020-12-31,8.893
2021-01-01,8.893
2021-01-02,8.893
2021-01-03,8.893
2021-01-04,8.867
2021-01-05,8.993
2021-01-06,9.042
2021-01-07,9.129
2021-01-08,9.205
2021-01-09,9.205
2021-01-10,9.205
2021-01-11,9.751
2021-01-12,9.747
2021-01-13,9.72
2021-01-14,10.217
2021-01-15,10.055
2021-01-16,10.055
2021-01-17,10.055
2021-01-18,10.055
2021-01-19,9.982
2021-01-20,9.852
2021-01-21,9.846
2021-01-22,9.814
2021-01-23,9.814
2021-01-24,9.814
2021-01-25,10.005
2021-01-26,9.864
2021-01-27,9.614
2021-01-28,9.712
2021-01-29,10.168
2021-01-30,10.168
2021-01-31,10.168
2021-02-01,9.997
2021-02-02,9.97
2021-02-03,9.858
2021-02-04,10.551
2021-02-05,10.461
2021-02-06,10.461
2021-02-07,10.461
2021-02-08,10.813
2021-02-09,10.857
2021-02-10,11.086
2021-02-11,11.24
2021-02-12,11.208
2021-02-13,11.208
2021-02-14,11.208
2021-02-15,11.208
2021-02-16,11.26
2021-02-17,11.172
2021-02-18,11.141
2021-02-19,11.227
2021-02-20,11.227
2021-02-21,11.227
2021-02-22,11.48
2021-02-23,11.256
2021-02-24,11.404
2021-02-25,11.183
2021-02-26,11.006
2021-02-27,11.006
2021-02-28,11.006
2021-03-01,11.021
2021-03-02,10.884
2021-03-03,10.77
2021-03-04,10.702
2021-03-05,10.992
2021-03-06,10.992
2021-03-07,10.992
2021-03-08,10.964
2021-03-09,10.821
2021-03-10,10.663
2021-03-11,10.859
2021-03-12,10.806
2021-03-13,10.806
2021-03-14,10.806
2021-03-15,10.687
2021-03-16,10.679
2021-03-17,10.853
2021-03-18,10.775
2021-03-19,10.972
2021-03-20,10.972
2021-03-21,10.972
2021-03-22,11.189
2021-03-23,10.978
2021-03-24,10.916
2021-03-25,11.256
2021-03-26,11.365
2021-03-27,11.365
2021-03-28,11.365
2021-03-29,11.343
2021-03-30,11.34
2021-03-31,11.493
2021-04-01,11.451
2021-04-02,11.451
2021-04-03,11.451
2021-04-04,11.451
2021-04-05,11.417
2021-04-06,11.165
2021-04-07,11.012
2021-04-08,10.964
2021-04-09,11.065
2021-04-10,11.065
2021-04-11,11.065
2021-04-12,10.829
2021-04-13,10.968
2021-04-14,10.952
2021-04-15,11.143
2021-04-16,11.178
2021-04-17,11.178
2021-04-18,11.178
2021-04-19,11.083
2021-04-20,11.282
2021-04-21,11.137
2021-04-22,10.648
2021-04-23,10.994
2021-04-24,10.994
2021-04-25,10.994
2021-04-26,11.325
2021-04-27,11.238
2021-04-28,11.247
2021-04-29,11.151
2021-04-30,11.235
2021-05-01,11.235
2021-05-02,11.235
2021-05-03,11.571
2021-05-04,11.39
2021-05-05,11.558
2021-05-06,11.581
2021-05-07,11.663
2021-05-08,11.663
2021-05-09,11.663
2021-05-10,11.73
2021-05-11,11.848
2021-05-12,11.662
2021-05-13,11.99
2021-05-14,11.926
2021-05-15,11.926
2021-05-16,11.926
2021-05-17,11.91
2021-05-18,11.936
2021-05-19,11.967
2021-05-20,12.172
2021-05-21,12.028
2021-05-22,12.028
2021-05-23,12.028
2021-05-24,11.844
2021-05-25,11.614
2021-05-26,11.376
2021-05-27,11.356
2021-05-28,11.361
2021-05-29,11.361
2021-05-30,11.361
2021-05-31,11.361
2021-06-01,11.464
2021-06-02,11.559
2021-06-03,11.696
2021-06-04,12.279
2021-06-05,12.279
2021-06-06,12.279
2021-06-07,15.725
2021-06-08,13.906
2021-06-09,14.313
2021-06-10,14.504
2021-06-11,13.191
2021-06-12,13.191
2021-06-13,13.191
2021-06-14,13.586
2021-06-15,13.311
2021-06-16,13.151
2021-06-17,12.888
2021-06-18,13.054
2021-06-19,13.054
2021-06-20,13.054
2021-06-21,12.814
2021-06-22,12.598
2021-06-23,12.513
2021-06-24,11.748
2021-06-25,11.9
2021-06-26,11.9
2021-06-27,11.9
2021-06-28,11.66
2021-06-29,11.847
2021-06-30,12.181
2021-07-01,12.274
2021-07-02,12.267
2021-07-03,12.267
2021-07-04,12.267
2021-07-05,12.267
2021-07-06,12.256
2021-07-07,12.627
2021-07-08,12.639
2021-07-09,12.266
2021-07-10,12.266
2021-07-11,12.266
2021-07-12,11.954
2021-07-13,12.052
2021-07-14,12.057
2021-07-15,11.154
2021-07-16,11.028
2021-07-17,11.028
2021-07-18,11.028
2021-07-19,11.047
2021-07-20,10.99
2021-07-21,11.006
2021-07-22,11.406
2021-07-23,11.339
2021-07-24,11.339
2021-07-25,11.339
2021-07-26,11.567
2021-07-27,11.632
2021-07-28,11.625
2021-07-29,11.451
2021-07-30,11.366
2021-07-31,11.366
2021-08-01,11.366
2021-08-02,11.555
2021-08-03,11.775
2021-08-04,11.832
2021-08-05,11.779
2021-08-06,11.898
2021-08-07,11.898
2021-08-08,11.898
2021-08-09,11.905
2021-08-10,11.801
2021-08-11,11.865
2021-08-12,11.922
2021-08-13,11.977
2021-08-14,11.977
2021-08-15,11.977
2021-08-16,12.021
2021-08-17,12.241
2021-08-18,11.964
2021-08-19,11.85
2021-08-20,11.959
2021-08-21,11.959
2021-08-22,11.959
2021-08-23,12.123
2021-08-24,12.227
2021-08-25,11.994
2021-08-26,11.976
2021-08-27,12.01
2021-08-28,12.01
2021-08-29,12.01
2021-08-30,12.053
2021-08-31,11.86
2021-09-01,11.837
2021-09-02,11.743
2021-09-03,11.674
2021-09-04,11.674
2021-09-05,11.674
2021-09-06,11.674
2021-09-07,11.452
2021-09-08,11.252
2021-09-09,10.504
2021-09-10,10.492
2021-09-11,10.492
2021-09-12,10.492
2021-09-13,10.566
2021-09-14,10.357
2021-09-15,10.471
2021-09-16,10.487
2021-09-17,10.505
2021-09-18,10.505
2021-09-19,10.505
2021-09-20,10.445
2021-09-21,10.342
2021-09-22,10.169
2021-09-23,10.305
2021-09-24,10.253
2021-09-25,10.253
2021-09-26,10.253
2021-09-27,10.074
2021-09-28,10.007
2021-09-29,10.043
2021-09-30,9.993
2021-10-01,10.026
2021-10-02,10.026
2021-10-03,10.026
2021-10-04,9.828
2021-10-05,9.89
2021-10-06,10.001
2021-10-07,10.184
2021-10-08,10.225
2021-10-09,10.225
2021-10-10,10.225
2021-10-11,10.216
2021-10-12,10.187
2021-10-13,10.188
2021-10-14,10.333
2021-10-15,10.186
2021-10-16,10.186
2021-10-17,10.186
2021-10-18,9.795
2021-10-19,9.74
2021-10-20,10.691
2021-10-21,10.908
2021-10-22,10.69
2021-10-23,10.69
2021-10-24,10.69
2021-10-25,11.23
2021-10-26,11.321
2021-10-27,10.735
2021-10-28,10.938
2021-10-29,11.013
2021-10-30,11.013
2021-10-31,11.013
2021-11-01,11.237
2021-11-02,11.254
2021-11-03,11.546
2021-11-04,11.58
2021-11-05,11.509
2021-11-06,11.509
2021-11-07,11.509
2021-11-08,11.262
2021-11-09,11.151
2021-11-10,11.068
2021-11-11,11.053
2021-11-12,11.213
2021-11-13,11.213
2021-11-14,11.213
2021-11-15,11.27
2021-11-16,10.845
2021-11-17,10.706
2021-11-18,10.67
2021-11-19,10.687
2021-11-20,10.687
2021-11-21,10.687
2021-11-22,10.48
2021-11-23,10.561
2021-11-24,10.394
2021-11-25,10.394
2021-11-26,10.093
2021-11-27,10.093
2021-11-28,10.093
2021-11-29,9.811
2021-11-30,9.796
2021-12-01,9.536
2021-12-02,9.496
2021-12-03,9.304
2021-12-04,9.304
2021-12-05,9.304
2021-12-06,9.469
2021-12-07,9.596
2021-12-08,10.078
2021-12-09,9.98
2021-12-10,9.988
2021-12-11,9.988
2021-12-12,9.988
2021-12-13,10.069
2021-12-14,9.908
2021-12-15,10.128
2021-12-16,10.112
2021-12-17,10.242
2021-12-18,10.242
2021-12-19,10.242
2021-12-20,10.295
2021-12-21,10.334
2021-12-22,10.326
2021-12-23,10.389
2021-12-24,10.389
2021-12-25,10.389
2021-12-26,10.389
2021-12-27,10.335
2021-12-28,10.414
2021-12-29,11.399
2021-12-30,11.032
2021-12-31,11.089
2022-01-01,11.089
2022-01-02,11.089
2022-01-03,11.481
2022-01-04,11.368
2022-01-05,11.252
2022-01-06,11.14
2022-01-07,10.974
2022-01-08,10.974
2022-01-09,10.974
2022-01-10,11.102
2022-01-11,11.689
2022-01-12,10.998
2022-01-13,11.541
2022-01-14,11.669
2022-01-15,11.669
2022-01-16,11.669
2022-01-17,11.669
2022-01-18,11.401
2022-01-19,11.255
2022-01-20,11.014
2022-01-21,10.751
2022-01-22,10.751
2022-01-23,10.751
2022-01-24,11.021
2022-01-25,10.904
2022-01-26,10.789
2022-01-27,10.756
2022-01-28,11.128
2022-01-29,11.128
2022-01-30,11.128
2022-01-31,11.167
2022-02-01,11.333
2022-02-02,11.115
2022-02-03,12.176
2022-02-04,12.441
2022-02-05,12.441
2022-02-06,12.441
2022-02-07,12.929
2022-02-08,12.993
2022-02-09,13.251
2022-02-10,12.856
2022-02-11,12.537
2022-02-12,12.537
2022-02-13,12.537
2022-02-14,12.51
2022-02-15,12.739
2022-02-16,12.574
2022-02-17,12.342
2022-02-18,12.295
2022-02-19,12.295
2022-02-20,12.295
2022-02-21,12.295
2022-02-22,12.425
2022-02-23,12.382
2022-02-24,12.029
2022-02-25,12.256
2022-02-26,12.256
2022-02-27,12.256
2022-02-28,12.509
2022-03-01,12.543
2022-03-02,12.391
2022-03-03,12.702
2022-03-04,12.595
2022-03-05,12.595
2022-03-06,12.595
2022-03-07,12.327
2022-03-08,12.101
2022-03-09,12.132
2022-03-10,11.914
2022-03-11,11.814
2022-03-12,11.814
2022-03-13,11.814
2022-03-14,11.581
2022-03-15,11.795
2022-03-16,12.18
2022-03-17,12.271
2022-03-18,12.465
2022-03-19,12.465
2022-03-20,12.465
2022-03-21,12.131
2022-03-22,12.372
2022-03-23,12.296
2022-03-24,12.495
2022-03-25,12.375
2022-03-26,12.375
2022-03-27,12.375
2022-03-28,12.417
2022-03-29,12.609
2022-03-30,12.379
2022-03-31,12.325
2022-04-01,12.3
2022-04-02,12.3
2022-04-03,12.3
2022-04-04,12.184
2022-04-05,11.952
2022-04-06,12.07
2022-04-07,12.278
2022-04-08,12.531
2022-04-09,12.531
2022-04-10,12.531
2022-04-11,12.289
2022-04-12,12.138
2022-04-13,12.484
2022-04-14,12.396
2022-04-15,12.396
2022-04-16,12.396
2022-04-17,12.396
2022-04-18,12.513
2022-04-19,13.13
2022-04-20,13.002
2022-04-21,13.012
2022-04-22,12.511
2022-04-23,12.511
2022-04-24,12.511
2022-04-25,12.795
2022-04-26,12.351
2022-04-27,12.453
2022-04-28,12.662
2022-04-29,12.483
2022-04-30,12.483
2022-05-01,12.483
2022-05-02,12.476
2022-05-03,12.52
2022-05-04,12.941
2022-05-05,12.385
2022-05-06,12.001
2022-05-07,12.001
2022-05-08,12.001
2022-05-09,11.578
2022-05-10,12.039
2022-05-11,11.796
2022-05-12,11.997
2022-05-13,12.292
2022-05-14,12.292
2022-05-15,12.292
2022-05-16,12.247
2022-05-17,12.343
2022-05-18,11.91
2022-05-19,11.751
2022-05-20,12.15
2022-05-21,12.15
2022-05-22,12.15
2022-05-23,12.115
2022-05-24,12.306
2022-05-25,12.295
2022-05-26,12.408
2022-05-27,12.528
2022-05-28,12.528
2022-05-29,12.528
2022-05-30,12.528
2022-05-31,12.151
2022-06-01,12.151
2022-06-02,12.033
2022-06-03,12.217
2022-06-04,12.217
2022-06-05,12.217
2022-06-06,11.952
2022-06-07,12.193
2022-06-08,12.535
2022-06-09,12.262
2022-06-10,11.976
2022-06-11,11.976
2022-06-12,11.976
2022-06-13,11.686
2022-06-14,11.809
2022-06-15,11.992
2022-06-16,11.644
2022-06-17,12.257
2022-06-18,12.257
2022-06-19,12.257
2022-06-20,12.257
2022-06-21,12.575
2022-06-22,12.581
2022-06-23,12.848
2022-06-24,12.881
2022-06-25,12.881
2022-06-26,12.881
2022-06-27,12.981
2022-06-28,12.308
2022-06-29,12.474
2022-06-30,12.395
2022-07-01,12.802
2022-07-02,12.802
2022-07-03,12.802
2022-07-04,12.802
2022-07-05,12.92
2022-07-06,13.127
2022-07-07,13.264
2022-07-08,13.315
2022-07-09,13.315
2022-07-10,13.315
2022-07-11,13.099
2022-07-12,13.119
2022-07-13,13.031
2022-07-14,12.99
2022-07-15,13.138
2022-07-16,13.138
2022-07-17,13.138
2022-07-18,13.128
2022-07-19,13.491
2022-07-20,12.808
2022-07-21,13.145
2022-07-22,12.665
2022-07-23,12.665
2022-07-24,12.665
2022-07-25,12.746
2022-07-26,12.947
2022-07-27,13.075
2022-07-28,13.153
2022-07-29,13.206
2022-07-30,13.206
2022-07-31,13.206
2022-08-01,12.855
2022-08-02,12.848
2022-08-03,13.121
2022-08-04,13.348
2022-08-05,13.404
2022-08-06,13.404
2022-08-07,13.404
2022-08-08,13.364
2022-08-09,13.366
2022-08-10,13.578
2022-08-11,13.401
2022-08-12,13.571
2022-08-13,13.571
2022-08-14,13.571
2022-08-15,13.656
2022-08-16,13.488
2022-08-17,13.362
2022-08-18,13.285
2022-08-19,13.147
2022-08-20,13.147
2022-08-21,13.147
2022-08-22,12.755
2022-08-23,12.455
2022-08-24,12.391
2022-08-25,12.579
2022-08-26,12.195
2022-08-27,12.195
2022-08-28,12.195
2022-08-29,12.105
2022-08-30,12.041
2022-08-31,11.998
2022-09-01,12.402
2022-09-02,12.183
2022-09-03,12.183
2022-09-04,12.183
2022-09-05,12.183
2022-09-06,12.099
2022-09-07,12.471
2022-09-08,12.925
2022-09-09,13.132
2022-09-10,13.132
2022-09-11,13.132
2022-09-12,13.275
2022-09-13,12.716
2022-09-14,12.794
2022-09-15,12.958
2022-09-16,13.055
2022-09-17,13.055
2022-09-18,13.055
2022-09-19,13.119
2022-09-20,12.802
2022-09-21,12.497
2022-09-22,12.582
2022-09-23,12.404
2022-09-24,12.404
2022-09-25,12.404
2022-09-26,12.277
2022-09-27,12.315
2022-09-28,17.184
2022-09-29,16.162
2022-09-30,16.328
2022-10-01,16.328
2022-10-02,16.328
2022-10-03,16.163
2022-10-04,16.356
2022-10-05,16.004
2022-10-06,15.997
2022-10-07,15.692
2022-10-08,15.692
2022-10-09,15.692
2022-10-10,15.503
2022-10-11,15.464
2022-10-12,15.441
2022-10-13,16.432
2022-10-14,16.131
2022-10-15,16.131
2022-10-16,16.131
2022-10-17,16.555
2022-10-18,16.573
2022-10-19,16.236
2022-10-20,16.125
2022-10-21,16.41
2022-10-22,16.41
2022-10-23,16.41
2022-10-24,16.882
2022-10-25,16.725
2022-10-26,17.365
2022-10-27,17.207
2022-10-28,17.704
2022-10-29,17.704
2022-10-30,17.704
2022-10-31,17.51
2022-11-01,17.3
2022-11-02,17.197
2022-11-03,17.37
2022-11-04,17.467
2022-11-05,17.467
2022-11-06,17.467
2022-11-07,17.641
2022-11-08,17.736
2022-11-09,17.498
2022-11-10,18.018
2022-11-11,17.928
2022-11-12,17.928
2022-11-13,17.928
2022-11-14,18.701
2022-11-15,18.952
2022-11-16,18.966
2022-11-17,19.095
2022-11-18,19.148
2022-11-19,19.148
2022-11-20,19.148
2022-11-21,19.069
2022-11-22,19.391
2022-11-23,19.184
2022-11-24,19.184
2022-11-25,19.291
2022-11-26,19.291
2022-11-27,19.291
2022-11-28,18.454
2022-11-29,18.423
2022-11-30,19.368
2022-12-01,19.144
2022-12-02,18.879
2022-12-03,18.879
2022-12-04,18.879
2022-12-05,18.291
2022-12-06,18.213
2022-12-07,18.256
2022-12-08,18.065
2022-12-09,17.832
2022-12-10,17.832
2022-12-11,17.832
2022-12-12,18.158
2022-12-13,18.199
2022-12-14,18.062
2022-12-15,17.712
2022-12-16,17.807
2022-12-17,17.807
2022-12-18,17.807
2022-12-19,17.769
2022-12-20,17.965
2022-12-21,17.924
2022-12-22,17.534
2022-12-23,17.443
2022-12-24,17.443
2022-12-25,17.443
2022-12-26,17.443
2022-12-27,17.169
2022-12-28,17.123
2022-12-29,17.246
2022-12-30,17.303
2022-12-31,17.303
2023-01-01,17.303
2023-01-02,17.303
2023-01-03,17.035
2023-01-04,16.921
2023-01-05,16.968
2023-01-06,17.318
2023-01-07,17.318
2023-01-08,17.318
2023-01-09,17.03
2023-01-10,17.447
2023-01-11,17.669
2023-01-12,17.858
2023-01-13,17.829
2023-01-14,17.829
2023-01-15,17.829
2023-01-16,17.829
2023-01-17,17.895
2023-01-18,17.54
2023-01-19,17.334
2023-01-20,17.651
2023-01-21,17.651
2023-01-22,17.651
2023-01-23,18.018
2023-01-24,18.015
2023-01-25,18.006
2023-01-26,18.022
2023-01-27,17.908
2023-01-28,17.908
2023-01-29,17.908
2023-01-30,17.7
2023-01-31,18.007
2023-02-01,18.05
2023-02-02,17.798
2023-02-03,17.557
2023-02-04,17.557
2023-02-05,17.557
2023-02-06,17.845
2023-02-07,18.04
2023-02-08,17.669
2023-02-09,17.814
2023-02-10,17.77
2023-02-11,17.77
2023-02-12,17.77
2023-02-13,18.012
2023-02-14,17.931
2023-02-15,17.085
2023-02-16,16.59
2023-02-17,16.986
2023-02-18,16.986
2023-02-19,16.986
2023-02-20,16.986
2023-02-21,16.592
2023-02-22,16.63
2023-02-23,16.593
2023-02-24,16.476
2023-02-25,16.476
2023-02-26,16.476
2023-02-27,16.512
2023-02-28,16.54
2023-03-01,16.684
2023-03-02,16.472
2023-03-03,16.531
2023-03-04,16.531
2023-03-05,16.531
2023-03-06,16.53
2023-03-07,16.202
2023-03-08,16.033
2023-03-09,15.787
2023-03-10,15.639
2023-03-11,15.639
2023-03-12,15.639
2023-03-13,15.754
2023-03-14,15.985
2023-03-15,15.986
2023-03-16,16.253
2023-03-17,16.125
2023-03-18,16.125
2023-03-19,16.125
2023-03-20,16.416
2023-03-21,16.308
2023-03-22,16.006
2023-03-23,16.248
2023-03-24,16.546
2023-03-25,16.546
2023-03-26,16.546
2023-03-27,16.543
2023-03-28,16.559
2023-03-29,16.79
2023-03-30,16.858
2023-03-31,17.038
2023-04-01,17.038
2023-04-02,17.038
2023-04-03,17.02
2023-04-04,16.892
2023-04-05,17.428
2023-04-06,17.617
2023-04-07,17.617
2023-04-08,17.617
2023-04-09,17.617
2023-04-10,17.375
2023-04-11,17.426
2023-04-12,17.562
2023-04-13,17.807
2023-04-14,17.73
2023-04-15,17.73
2023-04-16,17.73
2023-04-17,17.951
2023-04-18,18.064
2023-04-19,17.973
2023-04-20,17.848
2023-04-21,18.015
2023-04-22,18.015
2023-04-23,18.015
2023-04-24,17.956
2023-04-25,17.121
2023-04-26,17.575
2023-04-27,17.922
2023-04-28,18.511
2023-04-29,18.511
2023-04-30,18.511
2023-05-01,18.869
2023-05-02,18.758
2023-05-03,18.862
2023-05-04,19.031
2023-05-05,19.382
2023-05-06,19.382
2023-05-07,19.382
2023-05-08,19.157
2023-05-09,19.135
2023-05-10,19.09
2023-05-11,18.925
2023-05-12,18.867
2023-05-13,18.867
2023-05-14,18.867
2023-05-15,19.005
2023-05-16,18.745
2023-05-17,18.662
2023-05-18,18.614
2023-05-19,18.798
2023-05-20,18.798
2023-05-21,18.798
2023-05-22,18.7
2023-05-23,18.473
2023-05-24,18.377
2023-05-25,18.107
2023-05-26,18.2
2023-05-27,18.2
2023-05-28,18.2
2023-05-29,18.2
2023-05-30,18.202
2023-05-31,18.024
2023-06-01,18.389
2023-06-02,18.255
2023-06-03,18.255
2023-06-04,18.255
2023-06-05,18.372
2023-06-06,18.23
2023-06-07,18.487
2023-06-08,18.728
2023-06-09,18.728
2023-06-10,18.728
2023-06-11,18.728
2023-06-12,19.003
2023-06-13,18.471
2023-06-14,18.27
2023-06-15,18.138
2023-06-16,18.117
2023-06-17,18.117
2023-06-18,18.117
2023-06-19,18.117
2023-06-20,17.892
2023-06-21,17.927
2023-06-22,17.902
