,TGT US Equity
2023-06-23,12.597
2023-06-24,12.597
2023-06-25,12.597
2023-06-26,12.853
2023-06-27,12.662
2023-06-28,12.659
2023-06-29,12.701
2023-06-30,12.604
2023-07-01,12.604
2023-07-02,12.604
2023-07-03,12.887
2023-07-04,12.887
2023-07-05,12.666
2023-07-06,12.503
2023-07-07,12.444
2023-07-08,12.444
2023-07-09,12.444
2023-07-10,12.627
2023-07-11,12.785
2023-07-12,12.739
2023-07-13,12.731
2023-07-14,12.549
2023-07-15,12.549
2023-07-16,12.549
2023-07-17,12.461
2023-07-18,12.538
2023-07-19,12.719
2023-07-20,12.905
2023-07-21,12.852
2023-07-22,12.852
2023-07-23,12.852
2023-07-24,12.979
2023-07-25,12.806
2023-07-26,12.996
2023-07-27,12.999
2023-07-28,13.122
2023-07-29,13.122
2023-07-30,13.122
2023-07-31,13.265
2023-08-01,12.926
2023-08-02,13.005
2023-08-03,12.926
2023-08-04,12.906
2023-08-05,12.906
2023-08-06,12.906
2023-08-07,12.856
2023-08-08,12.918
2023-08-09,13.115
2023-08-10,13.272
2023-08-11,13.459
2023-08-12,13.459
2023-08-13,13.459
2023-08-14,13.338
2023-08-15,12.998
2023-08-16,13.742
2023-08-17,13.977
2023-08-18,14.149
2023-08-19,14.149
2023-08-20,14.149
2023-08-21,13.981
2023-08-22,13.669
2023-08-23,13.48
2023-08-24,13.577
2023-08-25,13.325
2023-08-26,13.325
2023-08-27,13.325
2023-08-28,13.504
2023-08-29,13.803
2023-08-30,13.916
2023-08-31,13.872
2023-09-01,13.759
2023-09-02,13.759
2023-09-03,13.759
2023-09-04,13.759
2023-09-05,13.723
2023-09-06,13.557
2023-09-07,13.688
2023-09-08,13.604
2023-09-09,13.604
2023-09-10,13.604
2023-09-11,13.492
2023-09-12,13.462
2023-09-13,13.52
2023-09-14,13.722
2023-09-15,13.533
2023-09-16,13.533
2023-09-17,13.533
2023-09-18,13.1
2023-09-19,13.191
2023-09-20,13.218
2023-09-21,12.896
2023-09-22,12.396
2023-09-23,12.396
2023-09-24,12.396
2023-09-25,12.38
2023-09-26,12.073
2023-09-27,12.097
2023-09-28,12.077
2023-09-29,12.188
2023-09-30,12.188
2023-10-01,12.188
2023-10-02,11.76
2023-10-03,11.812
2023-10-04,11.753
2023-10-05,11.605
2023-10-06,11.589
2023-10-07,11.589
2023-10-08,11.589
2023-10-09,11.672
2023-10-10,12.099
2023-10-11,12.029
2023-10-12,12.228
2023-10-13,12.359
2023-10-14,12.359
2023-10-15,12.359
2023-10-16,12.294
2023-10-17,12.423
2023-10-18,12.163
2023-10-19,11.967
2023-10-20,12.019
2023-10-21,12.019
2023-10-22,12.019
2023-10-23,11.863
2023-10-24,12.003
2023-10-25,12.188
2023-10-26,12.254
2023-10-27,11.828
2023-10-28,11.828
2023-10-29,11.828
2023-10-30,11.987
2023-10-31,12.221
2023-11-01,12.084
2023-11-02,12.253
2023-11-03,12.453
2023-11-04,12.453
2023-11-05,12.453
2023-11-06,12.289
2023-11-07,12.346
2023-11-08,12.192
2023-11-09,11.878
2023-11-10,12.064
2023-11-11,12.064
2023-11-12,12.064
2023-11-13,11.924
2023-11-14,12.442
2023-11-15,14.445
2023-11-16,14.352
2023-11-17,14.347
2023-11-18,14.347
2023-11-19,14.347
2023-11-20,14.317
2023-11-21,14.444
2023-11-22,14.411
2023-11-23,14.411
2023-11-24,14.517
2023-11-25,14.517
2023-11-26,14.517
2023-11-27,14.503
2023-11-28,14.54
2023-11-29,14.485
2023-11-30,14.76
2023-12-01,14.867
2023-12-02,14.867
2023-12-03,14.867
2023-12-04,14.613
2023-12-05,14.522
2023-12-06,14.577
2023-12-07,14.774
2023-12-08,14.774
2023-12-09,14.774
2023-12-10,14.774
2023-12-11,14.936
2023-12-12,14.816
2023-12-13,15.113
2023-12-14,15.414
2023-12-15,15.112
2023-12-16,15.112
2023-12-17,15.112
2023-12-18,15.059
2023-12-19,15.189
2023-12-20,14.897
2023-12-21,15.166
2023-12-22,15.256
2023-12-23,15.256
2023-12-24,15.256
2023-12-25,15.256
2023-12-26,15.347
2023-12-27,15.494
2023-12-28,15.511
2023-12-29,15.498
2023-12-30,15.498
2023-12-31,15.498
2024-01-01,15.498
2024-01-02,15.572
2024-01-03,15.126
2024-01-04,15.306
2024-01-05,15.36
2024-01-06,15.36
2024-01-07,15.36
2024-01-08,15.459
2024-01-09,15.681
2024-01-10,15.716
2024-01-11,15.49
2024-01-12,15.369
2024-01-13,15.369
2024-01-14,15.369
2024-01-15,15.369
2024-01-16,15.311
2024-01-17,15.109
2024-01-18,14.935
2024-01-19,15.016
2024-01-20,15.016
2024-01-21,15.016
2024-01-22,15.257
2024-01-23,15.314
2024-01-24,15.131
2024-01-25,15.455
2024-01-26,15.493
2024-01-27,15.493
2024-01-28,15.493
2024-01-29,15.36
2024-01-30,15.251
2024-01-31,15.095
2024-02-01,15.674
2024-02-02,15.791
2024-02-03,15.791
2024-02-04,15.791
2024-02-05,15.437
2024-02-06,15.694
2024-02-07,15.93
2024-02-08,15.996
2024-02-09,15.902
2024-02-10,15.902
2024-02-11,15.902
2024-02-12,16.213
2024-02-13,15.856
2024-02-14,15.831
2024-02-15,15.943
2024-02-16,16.3
2024-02-17,16.3
2024-02-18,16.3
2024-02-19,16.3
2024-02-20,16.452
2024-02-21,16.331
2024-02-22,16.501
2024-02-23,16.626
2024-02-24,16.626
2024-02-25,16.626
2024-02-26,16.48
2024-02-27,16.682
2024-02-28,16.622
2024-02-29,16.753
2024-03-01,17.012
2024-03-02,17.012
2024-03-03,17.012
2024-03-04,16.507
2024-03-05,18.233
2024-03-06,18.556
2024-03-07,18.327
2024-03-08,18.113
2024-03-09,18.113
2024-03-10,18.113
2024-03-11,17.844
2024-03-12,17.715
2024-03-13,17.62
2024-03-14,17.371
2024-03-15,17.361
2024-03-16,17.361
2024-03-17,17.361
2024-03-18,17.719
2024-03-19,17.796
2024-03-20,18.034
2024-03-21,18.004
2024-03-22,17.841
2024-03-23,17.841
2024-03-24,17.841
2024-03-25,18.255
2024-03-26,18.148
2024-03-27,18.367
2024-03-28,18.585
2024-03-29,18.585
2024-03-30,18.585
2024-03-31,18.585
2024-04-01,18.649
2024-04-02,18.41
2024-04-03,18.332
2024-04-04,17.99
2024-04-05,17.943
2024-04-06,17.943
2024-04-07,17.943
2024-04-08,17.727
