,WAT US Equity
2023-07-03,18.964
2023-07-04,18.964
2023-07-05,19.127
2023-07-06,18.979
2023-07-07,18.919
2023-07-08,18.919
2023-07-09,18.919
2023-07-10,18.972
2023-07-11,18.891
2023-07-12,19.279
2023-07-13,19.348
2023-07-14,19.483
2023-07-15,19.483
2023-07-16,19.483
2023-07-17,19.415
2023-07-18,19.563
2023-07-19,20.19
2023-07-20,20.168
2023-07-21,20.854
2023-07-22,20.854
2023-07-23,20.854
2023-07-24,20.745
2023-07-25,20.714
2023-07-26,20.959
2023-07-27,20.619
2023-07-28,20.735
2023-07-29,20.735
2023-07-30,20.735
2023-07-31,19.969
2023-08-01,19.838
2023-08-02,21.633
2023-08-03,21.69
2023-08-04,21.6
2023-08-05,21.6
2023-08-06,21.6
2023-08-07,21.652
2023-08-08,22.175
2023-08-09,21.823
2023-08-10,21.62
2023-08-11,21.797
2023-08-12,21.797
2023-08-13,21.797
2023-08-14,21.551
2023-08-15,21.334
2023-08-16,20.543
2023-08-17,20.416
2023-08-18,20.179
2023-08-19,20.179
2023-08-20,20.179
2023-08-21,19.968
2023-08-22,20.028
2023-08-23,20.256
2023-08-24,20.267
2023-08-25,20.431
2023-08-26,20.431
2023-08-27,20.431
2023-08-28,21.035
2023-08-29,21.51
2023-08-30,21.464
2023-08-31,20.987
2023-09-01,21.001
2023-09-02,21.001
2023-09-03,21.001
2023-09-04,21.001
2023-09-05,20.652
2023-09-06,20.392
2023-09-07,20.2
2023-09-08,19.697
2023-09-09,19.697
2023-09-10,19.697
2023-09-11,19.696
2023-09-12,19.476
2023-09-13,19.99
2023-09-14,20.348
2023-09-15,20.631
2023-09-16,20.631
2023-09-17,20.631
2023-09-18,20.439
2023-09-19,20.581
2023-09-20,20.493
2023-09-21,20.101
2023-09-22,20.111
2023-09-23,20.111
2023-09-24,20.111
2023-09-25,20.257
2023-09-26,20.039
2023-09-27,20.366
2023-09-28,20.624
2023-09-29,20.562
2023-09-30,20.562
2023-10-01,20.562
2023-10-02,20.285
2023-10-03,19.872
2023-10-04,20.078
2023-10-05,20.028
2023-10-06,20.134
2023-10-07,20.134
2023-10-08,20.134
2023-10-09,20.103
2023-10-10,20.239
2023-10-11,20.044
2023-10-12,18.952
2023-10-13,19.074
2023-10-14,19.074
2023-10-15,19.074
2023-10-16,19.267
2023-10-17,19.484
2023-10-18,18.868
2023-10-19,19.184
2023-10-20,19.346
2023-10-21,19.346
2023-10-22,19.346
2023-10-23,19.586
2023-10-24,19.09
2023-10-25,18.563
2023-10-26,18.727
2023-10-27,18.751
2023-10-28,18.751
2023-10-29,18.751
2023-10-30,18.134
2023-10-31,18.274
2023-11-01,18.451
2023-11-02,18.801
2023-11-03,19.956
2023-11-04,19.956
2023-11-05,19.956
2023-11-06,19.317
2023-11-07,21.215
2023-11-08,21.074
2023-11-09,20.883
2023-11-10,21.117
2023-11-11,21.117
2023-11-12,21.117
2023-11-13,20.816
2023-11-14,21.454
2023-11-15,22.14
2023-11-16,22.078
2023-11-17,21.72
2023-11-18,21.72
2023-11-19,21.72
2023-11-20,21.641
2023-11-21,22.779
2023-11-22,22.919
2023-11-23,22.919
2023-11-24,23.255
2023-11-25,23.255
2023-11-26,23.255
2023-11-27,22.974
2023-11-28,22.887
2023-11-29,23.201
2023-11-30,23.274
2023-12-01,23.957
2023-12-02,23.957
2023-12-03,23.957
2023-12-04,23.952
2023-12-05,23.634
2023-12-06,24.013
2023-12-07,24.333
2023-12-08,24.23
2023-12-09,24.23
2023-12-10,24.23
2023-12-11,24.581
2023-12-12,24.729
2023-12-13,25.92
2023-12-14,26.685
2023-12-15,26.585
2023-12-16,26.585
2023-12-17,26.585
2023-12-18,26.761
2023-12-19,27.316
2023-12-20,26.841
2023-12-21,27.301
2023-12-22,27.38
2023-12-23,27.38
2023-12-24,27.38
2023-12-25,27.38
2023-12-26,27.565
2023-12-27,27.654
2023-12-28,27.632
2023-12-29,27.338
2023-12-30,27.338
2023-12-31,27.338
2024-01-01,27.338
2024-01-02,27.312
2024-01-03,25.435
2024-01-04,25.681
2024-01-05,25.488
2024-01-06,25.488
2024-01-07,25.488
2024-01-08,26.046
2024-01-09,25.28
2024-01-10,25.7
2024-01-11,25.435
2024-01-12,25.73
2024-01-13,25.73
2024-01-14,25.73
2024-01-15,25.73
2024-01-16,25.744
2024-01-17,25.274
2024-01-18,25.914
2024-01-19,26.105
2024-01-20,26.105
2024-01-21,26.105
2024-01-22,26.489
2024-01-23,26.438
2024-01-24,26.083
2024-01-25,26.048
2024-01-26,26.392
2024-01-27,26.392
2024-01-28,26.392
2024-01-29,27.089
2024-01-30,27.424
2024-01-31,26.533
2024-02-01,27.096
2024-02-02,26.786
2024-02-03,26.786
2024-02-04,26.786
2024-02-05,27.13
2024-02-06,27.64
2024-02-07,27.195
2024-02-08,27.481
2024-02-09,27.146
2024-02-10,27.146
2024-02-11,27.146
2024-02-12,26.926
2024-02-13,26.201
2024-02-14,26.7
2024-02-15,27.15
2024-02-16,27.347
2024-02-17,27.347
2024-02-18,27.347
2024-02-19,27.347
2024-02-20,27.241
2024-02-21,27.709
2024-02-22,27.796
2024-02-23,27.855
2024-02-24,27.855
2024-02-25,27.855
2024-02-26,27.5
2024-02-27,27.973
2024-02-28,28.396
2024-02-29,28.374
2024-03-01,29.099
2024-03-02,29.099
2024-03-03,29.099
2024-03-04,29.159
2024-03-05,28.877
2024-03-06,29.347
2024-03-07,30.357
2024-03-08,29.931
2024-03-09,29.931
2024-03-10,29.931
2024-03-11,29.756
2024-03-12,29.709
2024-03-13,29.577
2024-03-14,28.891
2024-03-15,29.675
2024-03-16,29.675
2024-03-17,29.675
2024-03-18,29.202
2024-03-19,29.344
2024-03-20,29.294
2024-03-21,29.638
2024-03-22,29.205
2024-03-23,29.205
2024-03-24,29.205
2024-03-25,28.819
2024-03-26,28.431
2024-03-27,29.027
2024-03-28,28.946
2024-03-29,28.946
2024-03-30,28.946
2024-03-31,28.946
2024-04-01,28.97
2024-04-02,28.568
2024-04-03,28.683
2024-04-04,28.108
2024-04-05,28.249
2024-04-06,28.249
2024-04-07,28.249
2024-04-08,28.51
