,ETN US Equity
2023-06-23,20.668
2023-06-24,20.668
2023-06-25,20.668
2023-06-26,20.84
2023-06-27,20.994
2023-06-28,20.652
2023-06-29,21.087
2023-06-30,21.326
2023-07-01,21.326
2023-07-02,21.326
2023-07-03,21.276
2023-07-04,21.276
2023-07-05,21.092
2023-07-06,20.935
2023-07-07,20.987
2023-07-08,20.987
2023-07-09,20.987
2023-07-10,21.439
2023-07-11,21.43
2023-07-12,21.319
2023-07-13,21.563
2023-07-14,21.468
2023-07-15,21.468
2023-07-16,21.468
2023-07-17,21.697
2023-07-18,22.158
2023-07-19,22.105
2023-07-20,22.221
2023-07-21,21.881
2023-07-22,21.881
2023-07-23,21.881
2023-07-24,21.847
2023-07-25,21.734
2023-07-26,21.392
2023-07-27,21.292
2023-07-28,21.419
2023-07-29,21.419
2023-07-30,21.419
2023-07-31,21.632
2023-08-01,22.799
2023-08-02,22.531
2023-08-03,22.268
2023-08-04,22.175
2023-08-05,22.175
2023-08-06,22.175
2023-08-07,22.708
2023-08-08,22.617
2023-08-09,22.348
2023-08-10,22.256
2023-08-11,22.403
2023-08-12,22.403
2023-08-13,22.403
2023-08-14,22.368
2023-08-15,22.256
2023-08-16,22.067
2023-08-17,21.892
2023-08-18,21.92
2023-08-19,21.92
2023-08-20,21.92
2023-08-21,22.031
2023-08-22,22.19
2023-08-23,22.599
2023-08-24,22.559
2023-08-25,22.9
2023-08-26,22.9
2023-08-27,22.9
2023-08-28,23.104
2023-08-29,23.291
2023-08-30,23.493
2023-08-31,23.523
2023-09-01,23.86
2023-09-02,23.86
2023-09-03,23.86
2023-09-04,23.86
2023-09-05,23.441
2023-09-06,23.65
2023-09-07,23.976
2023-09-08,24.111
2023-09-09,24.111
2023-09-10,24.111
2023-09-11,24.301
2023-09-12,23.266
2023-09-13,22.603
2023-09-14,22.679
2023-09-15,22.219
2023-09-16,22.219
2023-09-17,22.219
2023-09-18,22.373
2023-09-19,22.063
2023-09-20,21.909
2023-09-21,21.5
2023-09-22,21.706
2023-09-23,21.706
2023-09-24,21.706
2023-09-25,22.027
2023-09-26,21.53
2023-09-27,21.877
2023-09-28,21.996
2023-09-29,21.764
2023-09-30,21.764
2023-10-01,21.764
2023-10-02,21.454
2023-10-03,21.311
2023-10-04,21.336
2023-10-05,20.708
2023-10-06,21.403
2023-10-07,21.403
2023-10-08,21.403
2023-10-09,21.682
2023-10-10,21.678
2023-10-11,21.945
2023-10-12,22.106
2023-10-13,21.206
2023-10-14,21.206
2023-10-15,21.206
2023-10-16,21.527
2023-10-17,21.542
2023-10-18,20.506
2023-10-19,20.252
2023-10-20,19.639
2023-10-21,19.639
2023-10-22,19.639
2023-10-23,19.784
2023-10-24,20.206
2023-10-25,19.76
2023-10-26,19.894
2023-10-27,19.768
2023-10-28,19.768
2023-10-29,19.768
2023-10-30,20.018
2023-10-31,20.99
2023-11-01,21.66
2023-11-02,21.779
2023-11-03,21.661
2023-11-04,21.661
2023-11-05,21.661
2023-11-06,21.813
2023-11-07,21.754
2023-11-08,21.896
2023-11-09,21.974
2023-11-10,22.291
2023-11-11,22.291
2023-11-12,22.291
2023-11-13,22.342
2023-11-14,22.901
2023-11-15,22.655
2023-11-16,22.734
2023-11-17,22.834
2023-11-18,22.834
2023-11-19,22.834
2023-11-20,22.746
2023-11-21,22.755
2023-11-22,22.946
2023-11-23,22.946
2023-11-24,22.927
2023-11-25,22.927
2023-11-26,22.927
2023-11-27,22.933
2023-11-28,22.513
2023-11-29,22.634
2023-11-30,22.823
2023-12-01,23.101
2023-12-02,23.101
2023-12-03,23.101
2023-12-04,22.875
2023-12-05,22.614
2023-12-06,22.746
2023-12-07,22.848
2023-12-08,23.289
2023-12-09,23.289
2023-12-10,23.289
2023-12-11,23.491
2023-12-12,23.728
2023-12-13,23.697
2023-12-14,23.789
2023-12-15,23.76
2023-12-16,23.76
2023-12-17,23.76
2023-12-18,23.732
2023-12-19,23.834
2023-12-20,23.413
2023-12-21,23.748
2023-12-22,23.875
2023-12-23,23.875
2023-12-24,23.875
2023-12-25,23.875
2023-12-26,24.033
2023-12-27,24.094
2023-12-28,24.087
2023-12-29,24.094
2023-12-30,24.094
2023-12-31,24.094
2024-01-01,24.094
2024-01-02,23.897
2024-01-03,23.307
2024-01-04,23.445
2024-01-05,23.476
2024-01-06,23.476
2024-01-07,23.476
2024-01-08,23.883
2024-01-09,23.952
2024-01-10,24.093
2024-01-11,24.346
2024-01-12,24.215
2024-01-13,24.215
2024-01-14,24.215
2024-01-15,24.215
2024-01-16,24.178
2024-01-17,23.73
2024-01-18,23.92
2024-01-19,24.367
2024-01-20,24.367
2024-01-21,24.367
2024-01-22,24.292
2024-01-23,24.227
2024-01-24,24.06
2024-01-25,24.483
2024-01-26,24.49
2024-01-27,24.49
2024-01-28,24.49
2024-01-29,24.772
2024-01-30,24.926
2024-01-31,24.507
2024-02-01,26.126
2024-02-02,26.723
2024-02-03,26.723
2024-02-04,26.723
2024-02-05,26.534
2024-02-06,26.699
2024-02-07,26.869
2024-02-08,26.905
2024-02-09,27.373
2024-02-10,27.373
2024-02-11,27.373
2024-02-12,26.987
2024-02-13,26.823
2024-02-14,27.142
2024-02-15,27.153
2024-02-16,27.318
2024-02-17,27.318
2024-02-18,27.318
2024-02-19,27.318
2024-02-20,27.145
2024-02-21,27.251
2024-02-22,27.98
2024-02-23,28.009
2024-02-24,28.009
2024-02-25,28.009
2024-02-26,27.958
2024-02-27,27.886
2024-02-28,28.22
2024-02-29,28.42
2024-03-01,28.883
2024-03-02,28.883
2024-03-03,28.883
2024-03-04,29.172
2024-03-05,28.556
2024-03-06,29.027
2024-03-07,29.456
2024-03-08,29.191
2024-03-09,29.191
2024-03-10,29.191
2024-03-11,28.721
2024-03-12,29.205
2024-03-13,29.45
2024-03-14,29.455
2024-03-15,29.22
2024-03-16,29.22
2024-03-17,29.22
2024-03-18,29.304
2024-03-19,29.708
2024-03-20,30.544
2024-03-21,31.107
2024-03-22,31.212
2024-03-23,31.212
2024-03-24,31.212
2024-03-25,30.748
2024-03-26,30.768
2024-03-27,30.997
2024-03-28,30.821
2024-03-29,30.821
2024-03-30,30.821
2024-03-31,30.821
2024-04-01,30.757
2024-04-02,31.016
2024-04-03,31.613
2024-04-04,31.431
2024-04-05,32.447
2024-04-06,32.447
2024-04-07,32.447
2024-04-08,31.987
