,FICO US Equity
2020-06-11,24.29
2020-06-12,24.29
2020-06-13,24.29
2020-06-14,24.29
2020-06-15,24.29
2020-06-16,24.29
2020-06-17,24.29
2020-06-18,24.29
2020-06-19,24.29
2020-06-20,24.29
2020-06-21,24.29
2020-06-22,24.29
2020-06-23,24.29
2020-06-24,24.29
2020-06-25,24.29
2020-06-26,24.29
2020-06-27,24.29
2020-06-28,24.29
2020-06-29,24.29
2020-06-30,24.29
2020-07-01,24.29
2020-07-02,24.29
2020-07-03,24.29
2020-07-04,24.29
2020-07-05,24.29
2020-07-06,24.29
2020-07-07,24.29
2020-07-08,24.29
2020-07-09,24.29
2020-07-10,24.29
2020-07-11,24.29
2020-07-12,24.29
2020-07-13,24.29
2020-07-14,24.29
2020-07-15,24.29
2020-07-16,24.29
2020-07-17,24.29
2020-07-18,24.29
2020-07-19,24.29
2020-07-20,24.29
2020-07-21,24.29
2020-07-22,24.29
2020-07-23,24.29
2020-07-24,24.29
2020-07-25,24.29
2020-07-26,24.29
2020-07-27,24.29
2020-07-28,24.29
2020-07-29,24.29
2020-07-30,24.29
2020-07-31,24.29
2020-08-01,24.29
2020-08-02,24.29
2020-08-03,24.29
2020-08-04,24.29
2020-08-05,24.29
2020-08-06,24.29
2020-08-07,24.29
2020-08-08,24.29
2020-08-09,24.29
2020-08-10,24.29
2020-08-11,24.29
2020-08-12,24.29
2020-08-13,24.29
2020-08-14,24.29
2020-08-15,24.29
2020-08-16,24.29
2020-08-17,24.29
2020-08-18,24.29
2020-08-19,24.29
2020-08-20,24.29
2020-08-21,24.29
2020-08-22,24.29
2020-08-23,24.29
2020-08-24,24.29
2020-08-25,24.29
2020-08-26,24.29
2020-08-27,24.29
2020-08-28,24.29
2020-08-29,24.29
2020-08-30,24.29
2020-08-31,24.29
2020-09-01,24.29
2020-09-02,24.29
2020-09-03,24.29
2020-09-04,24.29
2020-09-05,24.29
2020-09-06,24.29
2020-09-07,24.29
2020-09-08,24.29
2020-09-09,24.29
2020-09-10,24.29
2020-09-11,24.29
2020-09-12,24.29
2020-09-13,24.29
2020-09-14,24.29
2020-09-15,24.29
2020-09-16,24.29
2020-09-17,24.29
2020-09-18,24.29
2020-09-19,24.29
2020-09-20,24.29
2020-09-21,24.29
2020-09-22,24.29
2020-09-23,24.29
2020-09-24,24.29
2020-09-25,24.29
2020-09-26,24.29
2020-09-27,24.29
2020-09-28,24.29
2020-09-29,24.29
2020-09-30,24.29
2020-10-01,24.29
2020-10-02,24.29
2020-10-03,24.29
2020-10-04,24.29
2020-10-05,24.29
2020-10-06,24.29
2020-10-07,24.29
2020-10-08,24.29
2020-10-09,24.29
2020-10-10,24.29
2020-10-11,24.29
2020-10-12,24.29
2020-10-13,24.29
2020-10-14,24.29
2020-10-15,24.29
2020-10-16,24.29
2020-10-17,24.29
2020-10-18,24.29
2020-10-19,24.29
2020-10-20,24.29
2020-10-21,24.29
2020-10-22,24.29
2020-10-23,24.29
2020-10-24,24.29
2020-10-25,24.29
2020-10-26,24.29
2020-10-27,24.29
2020-10-28,24.29
2020-10-29,24.29
2020-10-30,24.29
2020-10-31,24.29
2020-11-01,24.29
2020-11-02,24.29
2020-11-03,24.29
2020-11-04,24.29
2020-11-05,24.29
2020-11-06,24.29
2020-11-07,24.29
2020-11-08,24.29
2020-11-09,24.29
2020-11-10,24.29
2020-11-11,24.29
2020-11-12,24.29
2020-11-13,24.29
2020-11-14,24.29
2020-11-15,24.29
2020-11-16,24.29
2020-11-17,24.29
2020-11-18,24.29
2020-11-19,24.29
2020-11-20,24.29
2020-11-21,24.29
2020-11-22,24.29
2020-11-23,24.29
2020-11-24,24.29
2020-11-25,24.29
2020-11-26,24.29
2020-11-27,24.29
2020-11-28,24.29
2020-11-29,24.29
2020-11-30,24.29
2020-12-01,24.29
2020-12-02,24.29
2020-12-03,24.29
2020-12-04,24.29
2020-12-05,24.29
2020-12-06,24.29
2020-12-07,24.29
2020-12-08,24.29
2020-12-09,24.29
2020-12-10,24.29
2020-12-11,24.29
2020-12-12,24.29
2020-12-13,24.29
2020-12-14,24.29
2020-12-15,24.29
2020-12-16,24.29
2020-12-17,24.29
2020-12-18,24.29
2020-12-19,24.29
2020-12-20,24.29
2020-12-21,24.29
2020-12-22,24.29
2020-12-23,24.29
2020-12-24,24.29
2020-12-25,24.29
2020-12-26,24.29
2020-12-27,24.29
2020-12-28,24.29
2020-12-29,24.29
2020-12-30,24.29
2020-12-31,24.29
2021-01-01,24.29
2021-01-02,24.29
2021-01-03,24.29
2021-01-04,24.29
2021-01-05,24.29
2021-01-06,24.29
2021-01-07,24.29
2021-01-08,24.29
2021-01-09,24.29
2021-01-10,24.29
2021-01-11,24.29
2021-01-12,24.29
2021-01-13,24.29
2021-01-14,24.29
2021-01-15,24.29
2021-01-16,24.29
2021-01-17,24.29
2021-01-18,24.29
2021-01-19,24.29
2021-01-20,24.29
2021-01-21,24.29
2021-01-22,24.29
2021-01-23,24.29
2021-01-24,24.29
2021-01-25,24.29
2021-01-26,24.29
2021-01-27,24.29
2021-01-28,24.29
2021-01-29,24.29
2021-01-30,24.29
2021-01-31,24.29
2021-02-01,24.29
2021-02-02,24.29
2021-02-03,24.29
2021-02-04,24.29
2021-02-05,24.29
2021-02-06,24.29
2021-02-07,24.29
2021-02-08,24.29
2021-02-09,24.29
2021-02-10,24.29
2021-02-11,24.29
2021-02-12,24.29
2021-02-13,24.29
2021-02-14,24.29
2021-02-15,24.29
2021-02-16,24.29
2021-02-17,24.29
2021-02-18,24.29
2021-02-19,24.29
2021-02-20,24.29
2021-02-21,24.29
2021-02-22,24.29
2021-02-23,24.29
2021-02-24,24.29
2021-02-25,24.29
2021-02-26,24.29
2021-02-27,24.29
2021-02-28,24.29
2021-03-01,24.29
2021-03-02,24.29
2021-03-03,24.29
2021-03-04,24.29
2021-03-05,24.29
2021-03-06,24.29
2021-03-07,24.29
2021-03-08,24.29
2021-03-09,24.29
2021-03-10,24.29
2021-03-11,24.29
2021-03-12,24.29
2021-03-13,24.29
2021-03-14,24.29
2021-03-15,24.29
2021-03-16,24.29
2021-03-17,24.29
2021-03-18,24.29
2021-03-19,24.29
2021-03-20,24.29
2021-03-21,24.29
2021-03-22,24.29
2021-03-23,24.29
2021-03-24,24.29
2021-03-25,24.29
2021-03-26,24.29
2021-03-27,24.29
2021-03-28,24.29
2021-03-29,24.29
2021-03-30,24.29
2021-03-31,24.29
2021-04-01,24.29
2021-04-02,24.29
2021-04-03,24.29
2021-04-04,24.29
2021-04-05,24.29
2021-04-06,24.29
2021-04-07,24.29
2021-04-08,24.29
2021-04-09,24.29
2021-04-10,24.29
2021-04-11,24.29
2021-04-12,24.29
2021-04-13,24.29
2021-04-14,24.29
2021-04-15,24.29
2021-04-16,24.29
2021-04-17,24.29
2021-04-18,24.29
2021-04-19,24.29
2021-04-20,24.29
2021-04-21,24.29
2021-04-22,24.29
2021-04-23,24.29
2021-04-24,24.29
2021-04-25,24.29
2021-04-26,24.29
2021-04-27,24.29
2021-04-28,24.29
2021-04-29,24.29
2021-04-30,24.29
2021-05-01,24.29
2021-05-02,24.29
2021-05-03,24.29
2021-05-04,24.29
2021-05-05,24.29
2021-05-06,21.478
2021-05-07,21.563
2021-05-08,21.563
2021-05-09,21.563
2021-05-10,21.421
2021-05-11,21.167
2021-05-12,20.259
2021-05-13,20.677
2021-05-14,21.356
2021-05-15,21.356
2021-05-16,21.356
2021-05-17,21.303
2021-05-18,21.292
2021-05-19,21.024
2021-05-20,21.784
2021-05-21,21.37
2021-05-22,21.37
2021-05-23,21.37
2021-05-24,21.743
2021-05-25,22.017
2021-05-26,21.882
2021-05-27,21.801
2021-05-28,21.993
2021-05-29,21.993
2021-05-30,21.993
2021-05-31,21.993
2021-06-01,21.684
2021-06-02,21.499
2021-06-03,20.85
2021-06-04,21.31
2021-06-05,21.31
2021-06-06,21.31
2021-06-07,21.065
2021-06-08,22.301
2021-06-09,22.439
2021-06-10,22.678
2021-06-11,23.06
2021-06-12,23.06
2021-06-13,23.06
2021-06-14,23.097
2021-06-15,22.82
2021-06-16,22.549
2021-06-17,22.884
2021-06-18,22.949
2021-06-19,22.949
2021-06-20,22.949
2021-06-21,23.13
2021-06-22,23.116
2021-06-23,22.703
2021-06-24,22.888
2021-06-25,22.886
2021-06-26,22.886
2021-06-27,22.886
2021-06-28,23.132
2021-06-29,23.379
2021-06-30,22.964
2021-07-01,22.856
2021-07-02,23.198
2021-07-03,23.198
2021-07-04,23.198
2021-07-05,23.198
2021-07-06,23.605
2021-07-07,27.659
2021-07-08,25.857
2021-07-09,26.308
2021-07-10,26.308
2021-07-11,26.308
2021-07-12,26.195
2021-07-13,26.159
2021-07-14,26.394
2021-07-15,26.278
2021-07-16,26.511
2021-07-17,26.511
2021-07-18,26.511
2021-07-19,26.407
2021-07-20,26.985
2021-07-21,27.366
2021-07-22,27.842
2021-07-23,27.976
2021-07-24,27.976
2021-07-25,27.976
2021-07-26,27.321
2021-07-27,26.807
2021-07-28,26.689
2021-07-29,26.705
2021-07-30,26.51
2021-07-31,26.51
2021-08-01,26.51
2021-08-02,26.618
2021-08-03,25.988
2021-08-04,25.204
2021-08-05,24.485
2021-08-06,22.805
2021-08-07,22.805
2021-08-08,22.805
2021-08-09,22.437
2021-08-10,21.941
2021-08-11,21.966
2021-08-12,21.688
2021-08-13,21.566
2021-08-14,21.566
2021-08-15,21.566
2021-08-16,21.397
2021-08-17,21.837
2021-08-18,21.489
2021-08-19,21.351
2021-08-20,21.123
2021-08-21,21.123
2021-08-22,21.123
2021-08-23,21.412
2021-08-24,21.691
2021-08-25,21.876
2021-08-26,21.513
2021-08-27,21.941
2021-08-28,21.941
2021-08-29,21.941
2021-08-30,21.732
2021-08-31,21.952
2021-09-01,22.393
2021-09-02,22.536
2021-09-03,22.31
2021-09-04,22.31
2021-09-05,22.31
2021-09-06,22.31
2021-09-07,22.074
2021-09-08,22.09
2021-09-09,22.04
2021-09-10,21.553
2021-09-11,21.553
2021-09-12,21.553
2021-09-13,21.217
2021-09-14,20.975
2021-09-15,21.033
2021-09-16,21.664
2021-09-17,21.167
2021-09-18,21.167
2021-09-19,21.167
2021-09-20,20.793
2021-09-21,20.464
2021-09-22,20.373
2021-09-23,20.636
2021-09-24,20.439
2021-09-25,20.439
2021-09-26,20.439
2021-09-27,20.295
2021-09-28,19.713
2021-09-29,19.486
2021-09-30,19.397
2021-10-01,19.794
2021-10-02,19.794
2021-10-03,19.794
2021-10-04,19.309
2021-10-05,19.292
2021-10-06,19.506
2021-10-07,19.812
2021-10-08,19.545
2021-10-09,19.545
2021-10-10,19.545
2021-10-11,19.232
2021-10-12,19.457
2021-10-13,19.364
2021-10-14,19.899
2021-10-15,19.976
2021-10-16,19.976
2021-10-17,19.976
2021-10-18,20.24
2021-10-19,20.251
2021-10-20,20.017
2021-10-21,19.88
2021-10-22,19.988
2021-10-23,19.988
2021-10-24,19.988
2021-10-25,20.18
2021-10-26,20.025
2021-10-27,19.257
2021-10-28,19.271
2021-10-29,19.41
2021-10-30,19.41
2021-10-31,19.41
2021-11-01,19.511
2021-11-02,19.037
2021-11-03,18.718
2021-11-04,18.662
2021-11-05,18.533
2021-11-06,18.533
2021-11-07,18.533
2021-11-08,19.409
2021-11-09,19.68
2021-11-10,18.943
2021-11-11,19.916
2021-11-12,19.803
2021-11-13,19.803
2021-11-14,19.803
2021-11-15,20.594
2021-11-16,19.919
2021-11-17,19.113
2021-11-18,18.596
2021-11-19,21.839
2021-11-20,21.839
2021-11-21,21.839
2021-11-22,21.636
2021-11-23,21.376
2021-11-24,21.586
2021-11-25,21.586
2021-11-26,21.113
2021-11-27,21.113
2021-11-28,21.113
2021-11-29,21.421
2021-11-30,21.572
2021-12-01,22.21
2021-12-02,23.247
2021-12-03,22.233
2021-12-04,22.233
2021-12-05,22.233
2021-12-06,23.268
2021-12-07,23.021
2021-12-08,23.255
2021-12-09,23.404
2021-12-10,23.432
2021-12-11,23.432
2021-12-12,23.432
2021-12-13,23.809
2021-12-14,23.449
2021-12-15,23.865
2021-12-16,23.488
2021-12-17,23.693
2021-12-18,23.693
2021-12-19,23.693
2021-12-20,21.036
2021-12-21,21.115
2021-12-22,21.39
2021-12-23,21.631
2021-12-24,21.631
2021-12-25,21.631
2021-12-26,21.631
2021-12-27,21.62
2021-12-28,21.561
2021-12-29,21.856
2021-12-30,21.731
2021-12-31,21.56
2022-01-01,21.56
2022-01-02,21.56
2022-01-03,22.03
2022-01-04,22.164
2022-01-05,21.173
2022-01-06,22.05
2022-01-07,21.877
2022-01-08,21.877
2022-01-09,21.877
2022-01-10,21.884
2022-01-11,22.297
2022-01-12,22.47
2022-01-13,21.804
2022-01-14,21.697
2022-01-15,21.697
2022-01-16,21.697
2022-01-17,21.697
2022-01-18,21.672
2022-01-19,21.815
2022-01-20,21.425
2022-01-21,21.229
2022-01-22,21.229
2022-01-23,21.229
2022-01-24,21.847
2022-01-25,20.719
2022-01-26,20.745
2022-01-27,19.613
2022-01-28,22.623
2022-01-29,22.623
2022-01-30,22.623
2022-01-31,22.709
2022-02-01,22.826
2022-02-02,23.153
2022-02-03,22.72
2022-02-04,23.033
2022-02-05,23.033
2022-02-06,23.033
2022-02-07,23.065
2022-02-08,23.511
2022-02-09,24.014
2022-02-10,23.711
2022-02-11,23.701
2022-02-12,23.701
2022-02-13,23.701
2022-02-14,23.508
2022-02-15,23.762
2022-02-16,23.469
2022-02-17,23.349
2022-02-18,22.856
2022-02-19,22.856
2022-02-20,22.856
2022-02-21,22.856
2022-02-22,22.258
2022-02-23,20.865
2022-02-24,21.675
2022-02-25,21.718
2022-02-26,21.718
2022-02-27,21.718
2022-02-28,21.617
2022-03-01,21.813
2022-03-02,22.48
2022-03-03,22.112
2022-03-04,22.812
2022-03-05,22.812
2022-03-06,22.812
2022-03-07,21.885
2022-03-08,21.513
2022-03-09,22.293
2022-03-10,22.095
2022-03-11,21.25
2022-03-12,21.25
2022-03-13,21.25
2022-03-14,21.38
2022-03-15,21.961
2022-03-16,22.192
2022-03-17,22.031
2022-03-18,22.556
2022-03-19,22.556
2022-03-20,22.556
2022-03-21,22.193
2022-03-22,22.241
2022-03-23,21.307
2022-03-24,21.341
2022-03-25,20.989
2022-03-26,20.989
2022-03-27,20.989
2022-03-28,21.213
2022-03-29,21.992
2022-03-30,21.882
2022-03-31,21.4
2022-04-01,20.612
2022-04-02,20.612
2022-04-03,20.612
2022-04-04,20.757
2022-04-05,20.182
2022-04-06,19.227
2022-04-07,19.46
2022-04-08,19.348
2022-04-09,19.348
2022-04-10,19.348
2022-04-11,19.499
2022-04-12,19.328
2022-04-13,19.688
2022-04-14,19.628
2022-04-15,19.628
2022-04-16,19.628
2022-04-17,19.628
2022-04-18,19.202
2022-04-19,19.43
2022-04-20,19.361
2022-04-21,18.345
2022-04-22,18.284
2022-04-23,18.284
2022-04-24,18.284
2022-04-25,18.471
2022-04-26,17.651
2022-04-27,17.67
2022-04-28,17.739
2022-04-29,17.193
2022-04-30,17.193
2022-05-01,17.193
2022-05-02,17.219
2022-05-03,17.055
2022-05-04,17.419
2022-05-05,16.694
2022-05-06,16.105
2022-05-07,16.105
2022-05-08,16.105
2022-05-09,15.716
2022-05-10,16.498
2022-05-11,16.161
2022-05-12,16.236
2022-05-13,16.641
2022-05-14,16.641
2022-05-15,16.641
2022-05-16,16.773
2022-05-17,17.473
2022-05-18,17.29
2022-05-19,17.432
2022-05-20,18.201
2022-05-21,18.201
2022-05-22,18.201
2022-05-23,18.353
2022-05-24,17.99
2022-05-25,18.325
2022-05-26,18.487
2022-05-27,18.915
2022-05-28,18.915
2022-05-29,18.915
2022-05-30,18.915
2022-05-31,18.852
2022-06-01,18.7
2022-06-02,19.312
2022-06-03,19.353
2022-06-04,19.353
2022-06-05,19.353
2022-06-06,19.176
2022-06-07,19.419
2022-06-08,18.802
2022-06-09,18.634
2022-06-10,18.495
2022-06-11,18.495
2022-06-12,18.495
2022-06-13,17.544
2022-06-14,17.464
2022-06-15,18.219
2022-06-16,17.252
2022-06-17,18.173
2022-06-18,18.173
2022-06-19,18.173
2022-06-20,18.173
2022-06-21,18.46
2022-06-22,18.537
2022-06-23,19.286
2022-06-24,19.953
2022-06-25,19.953
2022-06-26,19.953
2022-06-27,19.899
2022-06-28,19.243
2022-06-29,19.229
2022-06-30,19.221
2022-07-01,19.574
2022-07-02,19.574
2022-07-03,19.574
2022-07-04,19.574
2022-07-05,19.721
2022-07-06,20.089
2022-07-07,20.31
2022-07-08,20.082
2022-07-09,20.082
2022-07-10,20.082
2022-07-11,20.033
2022-07-12,19.76
2022-07-13,19.961
2022-07-14,20.113
2022-07-15,20.535
2022-07-16,20.535
2022-07-17,20.535
2022-07-18,20.396
2022-07-19,21.117
2022-07-20,21.575
2022-07-21,22.353
2022-07-22,22.422
2022-07-23,22.422
2022-07-24,22.422
2022-07-25,22.52
2022-07-26,20.532
2022-07-27,20.326
2022-07-28,21.189
2022-07-29,21.457
2022-07-30,21.457
2022-07-31,21.457
2022-08-01,21.395
2022-08-02,21.483
2022-08-03,22.065
2022-08-04,21.724
2022-08-05,22.047
2022-08-06,22.047
2022-08-07,22.047
2022-08-08,22.383
2022-08-09,22.417
2022-08-10,22.898
2022-08-11,22.219
2022-08-12,22.425
2022-08-13,22.425
2022-08-14,22.425
2022-08-15,22.381
2022-08-16,22.916
2022-08-17,22.81
2022-08-18,22.728
2022-08-19,22.381
2022-08-20,22.381
2022-08-21,22.381
2022-08-22,21.839
2022-08-23,21.757
2022-08-24,21.875
2022-08-25,22.189
2022-08-26,21.79
2022-08-27,21.79
2022-08-28,21.79
2022-08-29,21.136
2022-08-30,20.829
2022-08-31,20.536
2022-09-01,20.419
2022-09-02,20.349
2022-09-03,20.349
2022-09-04,20.349
2022-09-05,20.349
2022-09-06,20.434
2022-09-07,20.8
2022-09-08,20.896
2022-09-09,20.904
2022-09-10,20.904
2022-09-11,20.904
2022-09-12,21.315
2022-09-13,21.022
2022-09-14,21.469
2022-09-15,21.192
2022-09-16,21.56
2022-09-17,21.56
2022-09-18,21.56
2022-09-19,20.814
2022-09-20,20.825
2022-09-21,20.808
2022-09-22,20.34
2022-09-23,19.8
2022-09-24,19.8
2022-09-25,19.8
2022-09-26,19.812
2022-09-27,19.602
2022-09-28,19.946
2022-09-29,19.569
2022-09-30,19.106
2022-10-01,19.106
2022-10-02,19.106
2022-10-03,19.658
2022-10-04,20.488
2022-10-05,20.434
2022-10-06,19.219
2022-10-07,18.679
2022-10-08,18.679
2022-10-09,18.679
2022-10-10,18.406
2022-10-11,18.843
2022-10-12,18.824
2022-10-13,18.766
2022-10-14,18.596
2022-10-15,18.596
2022-10-16,18.596
2022-10-17,19.008
2022-10-18,19.506
2022-10-19,18.993
2022-10-20,18.976
2022-10-21,19.026
2022-10-22,19.026
2022-10-23,19.026
2022-10-24,19.315
2022-10-25,20.092
2022-10-26,20.74
2022-10-27,21.991
2022-10-28,22.48
2022-10-29,22.48
2022-10-30,22.48
2022-10-31,22.189
2022-11-01,22.063
2022-11-02,20.737
2022-11-03,20.235
2022-11-04,20.174
2022-11-05,20.174
2022-11-06,20.174
2022-11-07,20.406
2022-11-08,21.045
2022-11-09,20.215
2022-11-10,25.756
2022-11-11,26.578
2022-11-12,26.578
2022-11-13,26.578
2022-11-14,25.936
2022-11-15,26.968
2022-11-16,27.028
2022-11-17,25.665
2022-11-18,25.206
2022-11-19,25.206
2022-11-20,25.206
2022-11-21,25.437
2022-11-22,25.28
2022-11-23,25.341
2022-11-24,25.341
2022-11-25,25.769
2022-11-26,25.769
2022-11-27,25.769
2022-11-28,25.708
2022-11-29,25.842
2022-11-30,27.109
2022-12-01,27.171
2022-12-02,27.179
2022-12-03,27.179
2022-12-04,27.179
2022-12-05,26.776
2022-12-06,26.667
2022-12-07,26.837
2022-12-08,27.34
2022-12-09,26.958
2022-12-10,26.958
2022-12-11,26.958
2022-12-12,26.996
2022-12-13,27.182
2022-12-14,26.574
2022-12-15,26.203
2022-12-16,25.871
2022-12-17,25.871
2022-12-18,25.871
2022-12-19,25.653
2022-12-20,25.894
2022-12-21,26.903
2022-12-22,26.917
2022-12-23,27.015
2022-12-24,27.015
2022-12-25,27.015
2022-12-26,27.015
2022-12-27,26.908
2022-12-28,26.581
2022-12-29,26.321
2022-12-30,26.219
2022-12-31,26.219
2023-01-01,26.219
2023-01-02,26.219
2023-01-03,25.895
2023-01-04,26.677
2023-01-05,26.204
2023-01-06,26.444
2023-01-07,26.444
2023-01-08,26.444
2023-01-09,26.151
2023-01-10,25.804
2023-01-11,26.382
2023-01-12,26.866
2023-01-13,27.413
2023-01-14,27.413
2023-01-15,27.413
2023-01-16,27.413
2023-01-17,27.855
2023-01-18,27.948
2023-01-19,27.677
2023-01-20,28.8
2023-01-21,28.8
2023-01-22,28.8
2023-01-23,28.834
2023-01-24,28.402
2023-01-25,28.518
2023-01-26,28.553
2023-01-27,28.946
2023-01-28,28.946
2023-01-29,28.946
2023-01-30,28.246
2023-01-31,29.196
2023-02-01,29.929
2023-02-02,30.264
2023-02-03,29.869
2023-02-04,29.869
2023-02-05,29.869
2023-02-06,29.524
2023-02-07,29.703
2023-02-08,29.673
2023-02-09,29.712
2023-02-10,29.8
2023-02-11,29.8
2023-02-12,29.8
2023-02-13,30.436
2023-02-14,30.603
2023-02-15,30.642
2023-02-16,30.153
2023-02-17,29.907
2023-02-18,29.907
2023-02-19,29.907
2023-02-20,29.907
2023-02-21,29.154
2023-02-22,29.087
2023-02-23,29.446
2023-02-24,29.195
2023-02-25,29.195
2023-02-26,29.195
2023-02-27,29.391
2023-02-28,29.697
2023-03-01,29.934
2023-03-02,30.141
2023-03-03,30.918
2023-03-04,30.918
2023-03-05,30.918
2023-03-06,30.538
2023-03-07,30.764
2023-03-08,30.712
2023-03-09,30.532
2023-03-10,30.502
2023-03-11,30.502
2023-03-12,30.502
2023-03-13,29.938
2023-03-14,30.552
2023-03-15,29.299
2023-03-16,29.81
2023-03-17,28.713
2023-03-18,28.713
2023-03-19,28.713
2023-03-20,29.923
2023-03-21,30.552
2023-03-22,29.754
2023-03-23,29.849
2023-03-24,30.291
2023-03-25,30.291
2023-03-26,30.291
2023-03-27,30.19
2023-03-28,29.79
2023-03-29,30.606
2023-03-30,30.53
2023-03-31,30.818
2023-04-01,30.818
2023-04-02,30.818
2023-04-03,30.255
2023-04-04,30.231
2023-04-05,29.675
2023-04-06,29.491
2023-04-07,29.491
2023-04-08,29.491
2023-04-09,29.491
2023-04-10,29.804
2023-04-11,29.778
2023-04-12,30.018
2023-04-13,30.647
2023-04-14,30.615
2023-04-15,30.615
2023-04-16,30.615
2023-04-17,30.546
2023-04-18,30.585
2023-04-19,30.495
2023-04-20,30.851
2023-04-21,31.544
2023-04-22,31.544
2023-04-23,31.544
2023-04-24,31.295
2023-04-25,31.118
2023-04-26,31.33
2023-04-27,31.986
2023-04-28,31.554
2023-04-29,31.554
2023-04-30,31.554
2023-05-01,32.766
2023-05-02,32.003
2023-05-03,32.551
2023-05-04,31.87
2023-05-05,31.668
2023-05-06,31.668
2023-05-07,31.668
2023-05-08,31.86
2023-05-09,31.896
2023-05-10,32.79
2023-05-11,32.417
2023-05-12,32.181
2023-05-13,32.181
2023-05-14,32.181
2023-05-15,32.714
2023-05-16,32.627
2023-05-17,32.414
2023-05-18,33.137
2023-05-19,32.698
2023-05-20,32.698
2023-05-21,32.698
2023-05-22,33.408
2023-05-23,32.697
2023-05-24,32.912
2023-05-25,33.21
2023-05-26,34.048
2023-05-27,34.048
2023-05-28,34.048
2023-05-29,34.048
2023-05-30,33.996
2023-05-31,33.878
2023-06-01,34.118
2023-06-02,34.037
2023-06-03,34.037
2023-06-04,34.037
2023-06-05,34.069
2023-06-06,34.0
2023-06-07,32.361
2023-06-08,32.767
2023-06-09,33.11
2023-06-10,33.11
2023-06-11,33.11
2023-06-12,34.199
2023-06-13,34.258
2023-06-14,33.988
2023-06-15,34.281
2023-06-16,34.189
2023-06-17,34.189
2023-06-18,34.189
2023-06-19,34.189
2023-06-20,34.0
2023-06-21,33.785
2023-06-22,33.629
