,ECHO US Equity
2020-05-05,13.102
2020-05-06,13.53
2020-05-07,13.578
2020-05-08,14.136
2020-05-09,14.136
2020-05-10,14.136
2020-05-11,14.111
2020-05-12,13.489
2020-05-13,12.407
2020-05-14,12.326
2020-05-15,12.415
2020-05-16,12.415
2020-05-17,12.415
2020-05-18,13.918
2020-05-19,15.081
2020-05-20,15.404
2020-05-21,15.905
2020-05-22,16.338
2020-05-23,16.338
2020-05-24,16.338
2020-05-25,16.338
2020-05-26,16.865
2020-05-27,17.927
2020-05-28,18.046
2020-05-29,17.587
2020-05-30,17.587
2020-05-31,17.587
2020-06-01,17.647
2020-06-02,17.978
2020-06-03,18.547
2020-06-04,18.564
2020-06-05,18.929
2020-06-06,18.929
2020-06-07,18.929
2020-06-08,19.278
2020-06-09,18.83
2020-06-10,18.906
2020-06-11,17.718
2020-06-12,17.489
2020-06-13,17.489
2020-06-14,17.489
2020-06-15,17.642
2020-06-16,18.558
2020-06-17,19.05
2020-06-18,19.109
2020-06-19,18.193
2020-06-20,18.193
2020-06-21,18.193
2020-06-22,17.803
2020-06-23,17.778
2020-06-24,17.939
2020-06-25,17.277
2020-06-26,17.133
2020-06-27,17.133
2020-06-28,17.133
2020-06-29,18.007
2020-06-30,18.338
2020-07-01,18.117
2020-07-02,18.448
2020-07-03,18.448
2020-07-04,18.448
2020-07-05,18.448
2020-07-06,18.841
2020-07-07,19.002
2020-07-08,18.528
2020-07-09,18.24
2020-07-10,18.78
2020-07-11,18.78
2020-07-12,18.78
2020-07-13,18.545
2020-07-14,19.016
2020-07-15,19.656
2020-07-16,19.698
2020-07-17,20.276
2020-07-18,20.276
2020-07-19,20.276
2020-07-20,20.615
2020-07-21,20.978
2020-07-22,20.923
2020-07-23,20.955
2020-07-24,20.433
2020-07-25,20.433
2020-07-26,20.433
2020-07-27,20.681
2020-07-28,19.45
2020-07-29,19.799
2020-07-30,19.845
2020-07-31,19.4
2020-08-01,19.4
2020-08-02,19.4
2020-08-03,19.361
2020-08-04,19.746
2020-08-05,19.739
2020-08-06,19.704
2020-08-07,20.331
2020-08-08,20.331
2020-08-09,20.331
2020-08-10,20.423
2020-08-11,20.838
2020-08-12,20.784
2020-08-13,20.892
2020-08-14,20.653
2020-08-15,20.653
2020-08-16,20.653
2020-08-17,20.53
2020-08-18,20.392
2020-08-19,20.592
2020-08-20,20.615
2020-08-21,20.561
2020-08-22,20.561
2020-08-23,20.561
2020-08-24,20.869
2020-08-25,21.015
2020-08-26,21.015
2020-08-27,21.076
2020-08-28,21.345
2020-08-29,21.345
2020-08-30,21.345
2020-08-31,20.999
2020-09-01,21.507
2020-09-02,21.295
2020-09-03,20.83
2020-09-04,20.784
2020-09-05,20.784
2020-09-06,20.784
2020-09-07,20.784
2020-09-08,20.315
2020-09-09,20.976
2020-09-10,21.345
2020-09-11,20.661
2020-09-12,20.661
2020-09-13,20.661
2020-09-14,20.453
2020-09-15,20.561
2020-09-16,20.776
2020-09-17,20.377
2020-09-18,20.315
2020-09-19,20.315
2020-09-20,20.315
2020-09-21,19.612
2020-09-22,19.646
2020-09-23,19.869
2020-09-24,19.786
2020-09-25,19.771
2020-09-26,19.771
2020-09-27,19.771
2020-09-28,20.497
2020-09-29,20.076
2020-09-30,19.702
2020-10-01,19.526
2020-10-02,19.864
2020-10-03,19.864
2020-10-04,19.864
2020-10-05,20.593
2020-10-06,19.565
2020-10-07,20.36
2020-10-08,20.544
2020-10-09,20.161
2020-10-10,20.161
2020-10-11,20.161
2020-10-12,20.256
2020-10-13,20.22
2020-10-14,20.286
2020-10-15,20.835
2020-10-16,20.535
2020-10-17,20.535
2020-10-18,20.535
2020-10-19,20.308
2020-10-20,20.396
2020-10-21,20.131
2020-10-22,19.891
2020-10-23,20.357
2020-10-24,20.357
2020-10-25,20.357
2020-10-26,20.022
2020-10-27,19.723
2020-10-28,17.107
2020-10-29,18.115
2020-10-30,16.455
2020-10-31,16.455
2020-11-01,16.455
2020-11-02,16.431
2020-11-03,17.175
2020-11-04,17.157
2020-11-05,16.996
2020-11-06,16.806
2020-11-07,16.806
2020-11-08,16.806
2020-11-09,17.254
2020-11-10,17.437
2020-11-11,16.983
2020-11-12,17.372
2020-11-13,16.989
2020-11-14,16.989
2020-11-15,16.989
2020-11-16,17.331
2020-11-17,17.501
2020-11-18,17.272
2020-11-19,17.083
2020-11-20,16.818
2020-11-21,16.818
2020-11-22,16.818
2020-11-23,17.484
2020-11-24,17.79
2020-11-25,17.784
2020-11-26,17.784
2020-11-27,17.372
2020-11-28,17.372
2020-11-29,17.372
2020-11-30,16.73
2020-12-01,16.889
2020-12-02,16.959
2020-12-03,17.154
2020-12-04,17.331
2020-12-05,17.331
2020-12-06,17.331
2020-12-07,17.183
2020-12-08,17.23
2020-12-09,17.552
2020-12-10,17.245
2020-12-11,17.327
2020-12-12,17.327
2020-12-13,17.327
2020-12-14,15.749
2020-12-15,15.923
2020-12-16,16.018
2020-12-17,16.44
2020-12-18,16.525
2020-12-19,16.525
2020-12-20,16.525
2020-12-21,16.543
2020-12-22,16.354
2020-12-23,16.26
2020-12-24,16.342
2020-12-25,16.342
2020-12-26,16.342
2020-12-27,16.342
2020-12-28,16.366
2020-12-29,16.088
2020-12-30,15.912
2020-12-31,15.823
2021-01-01,15.823
2021-01-02,15.823
2021-01-03,15.823
2021-01-04,15.593
2021-01-05,15.698
2021-01-06,16.787
2021-01-07,16.915
2021-01-08,16.554
2021-01-09,16.554
2021-01-10,16.554
2021-01-11,16.454
2021-01-12,16.838
2021-01-13,16.187
2021-01-14,16.448
2021-01-15,16.163
2021-01-16,16.163
2021-01-17,16.163
2021-01-18,16.163
2021-01-19,16.175
2021-01-20,16.456
2021-01-21,16.592
2021-01-22,17.2
2021-01-23,17.2
2021-01-24,17.2
2021-01-25,18.033
2021-01-26,18.502
2021-01-27,17.087
2021-01-28,16.37
2021-01-29,15.654
2021-01-30,15.654
2021-01-31,15.654
2021-02-01,16.005
2021-02-02,16.457
2021-02-03,16.022
2021-02-04,16.109
2021-02-05,15.477
2021-02-06,15.477
2021-02-07,15.477
2021-02-08,15.409
2021-02-09,15.859
2021-02-10,15.563
2021-02-11,15.167
2021-02-12,15.47
2021-02-13,15.47
2021-02-14,15.47
2021-02-15,15.47
2021-02-16,15.151
2021-02-17,15.093
2021-02-18,14.915
2021-02-19,15.459
2021-02-20,15.459
2021-02-21,15.459
2021-02-22,15.508
2021-02-23,14.896
2021-02-24,14.97
2021-02-25,15.014
2021-02-26,15.299
2021-02-27,15.299
2021-02-28,15.299
2021-03-01,15.87
2021-03-02,15.717
2021-03-03,15.953
2021-03-04,15.783
2021-03-05,16.178
2021-03-06,16.178
2021-03-07,16.178
2021-03-08,16.771
2021-03-09,17.155
2021-03-10,17.353
2021-03-11,17.825
2021-03-12,17.809
2021-03-13,17.809
2021-03-14,17.809
2021-03-15,17.249
2021-03-16,18.407
2021-03-17,18.413
2021-03-18,18.094
2021-03-19,17.919
2021-03-20,17.919
2021-03-21,17.919
2021-03-22,16.936
2021-03-23,16.2
2021-03-24,16.074
2021-03-25,16.551
2021-03-26,17.15
2021-03-27,17.15
2021-03-28,17.15
2021-03-29,17.029
2021-03-30,17.468
2021-03-31,17.155
2021-04-01,17.384
2021-04-02,17.384
2021-04-03,17.384
2021-04-04,17.384
2021-04-05,18.067
2021-04-06,17.655
2021-04-07,17.306
2021-04-08,17.165
2021-04-09,17.2
2021-04-10,17.2
2021-04-11,17.2
2021-04-12,17.314
2021-04-13,17.26
2021-04-14,17.345
2021-04-15,17.626
2021-04-16,17.783
2021-04-17,17.783
2021-04-18,17.783
2021-04-19,17.691
2021-04-20,17.193
2021-04-21,16.885
2021-04-22,17.031
2021-04-23,17.134
2021-04-24,17.134
2021-04-25,17.134
2021-04-26,16.836
2021-04-27,16.766
2021-04-28,16.067
2021-04-29,15.876
2021-04-30,15.302
2021-05-01,15.302
2021-05-02,15.302
2021-05-03,15.929
2021-05-04,15.793
2021-05-05,17.108
2021-05-06,16.411
2021-05-07,16.818
2021-05-08,16.818
2021-05-09,16.818
2021-05-10,16.595
2021-05-11,16.131
2021-05-12,15.722
2021-05-13,16.837
2021-05-14,16.804
2021-05-15,16.804
2021-05-16,16.804
2021-05-17,16.199
2021-05-18,15.799
2021-05-19,15.471
2021-05-20,15.034
2021-05-21,15.376
2021-05-22,15.376
2021-05-23,15.376
2021-05-24,15.53
2021-05-25,15.239
2021-05-26,15.394
2021-05-27,15.508
2021-05-28,15.548
2021-05-29,15.548
2021-05-30,15.548
2021-05-31,15.548
2021-06-01,15.808
2021-06-02,15.348
2021-06-03,15.362
2021-06-04,15.33
2021-06-05,15.33
2021-06-06,15.33
2021-06-07,15.517
2021-06-08,15.712
2021-06-09,15.216
2021-06-10,14.902
2021-06-11,14.993
2021-06-12,14.993
2021-06-13,14.993
2021-06-14,14.838
2021-06-15,14.939
2021-06-16,14.898
2021-06-17,14.165
2021-06-18,13.924
2021-06-19,13.924
2021-06-20,13.924
2021-06-21,14.092
2021-06-22,14.342
2021-06-23,14.36
2021-06-24,14.524
2021-06-25,14.506
2021-06-26,14.506
2021-06-27,14.506
2021-06-28,14.156
2021-06-29,13.996
2021-06-30,13.903
2021-07-01,14.039
2021-07-02,13.415
2021-07-03,13.415
2021-07-04,13.415
2021-07-05,13.415
2021-07-06,13.021
2021-07-07,13.148
2021-07-08,12.672
2021-07-09,12.988
2021-07-10,12.988
2021-07-11,12.988
2021-07-12,12.907
2021-07-13,12.939
2021-07-14,12.934
2021-07-15,13.042
2021-07-16,12.929
2021-07-17,12.929
2021-07-18,12.929
2021-07-19,12.283
2021-07-20,12.428
2021-07-21,12.527
2021-07-22,12.798
2021-07-23,12.762
2021-07-24,12.762
2021-07-25,12.762
2021-07-26,12.518
2021-07-27,12.505
2021-07-28,12.042
2021-07-29,12.038
2021-07-30,12.148
2021-07-31,12.148
2021-08-01,12.148
2021-08-02,11.949
2021-08-03,12.121
2021-08-04,11.741
2021-08-05,11.62
2021-08-06,11.847
2021-08-07,11.847
2021-08-08,11.847
2021-08-09,11.635
2021-08-10,11.798
2021-08-11,11.848
2021-08-12,11.807
2021-08-13,11.878
2021-08-14,11.878
2021-08-15,11.878
2021-08-16,12.034
2021-08-17,11.882
2021-08-18,11.74
2021-08-19,11.588
2021-08-20,11.837
2021-08-21,11.837
2021-08-22,11.837
2021-08-23,12.012
2021-08-24,11.971
2021-08-25,11.993
2021-08-26,11.908
2021-08-27,12.109
2021-08-28,12.109
2021-08-29,12.109
2021-08-30,11.976
2021-08-31,11.943
2021-09-01,12.02
2021-09-02,12.027
2021-09-03,11.922
2021-09-04,11.922
2021-09-05,11.922
2021-09-06,11.922
2021-09-07,11.642
2021-09-08,11.616
2021-09-09,11.377
2021-09-10,17.327
2021-09-11,17.327
2021-09-12,17.327
2021-09-13,17.475
2021-09-14,17.443
2021-09-15,17.439
2021-09-16,17.439
2021-09-17,17.446
2021-09-18,17.446
2021-09-19,17.446
2021-09-20,17.435
2021-09-21,17.371
2021-09-22,17.378
2021-09-23,17.374
2021-09-24,17.382
2021-09-25,17.382
2021-09-26,17.382
2021-09-27,17.48
2021-09-28,17.378
2021-09-29,17.422
2021-09-30,17.374
2021-10-01,17.349
2021-10-02,17.349
2021-10-03,17.349
2021-10-04,17.389
2021-10-05,17.48
2021-10-06,17.531
2021-10-07,17.509
2021-10-08,17.347
2021-10-09,17.347
2021-10-10,17.347
2021-10-11,17.391
2021-10-12,17.391
2021-10-13,17.362
2021-10-14,17.373
2021-10-15,17.355
2021-10-16,17.355
2021-10-17,17.355
2021-10-18,17.362
2021-10-19,17.365
2021-10-20,17.369
2021-10-21,17.373
2021-10-22,17.391
2021-10-23,17.391
2021-10-24,17.391
2021-10-25,17.38
2021-10-26,17.14
2021-10-27,17.118
2021-10-28,17.154
2021-10-29,17.158
2021-10-30,17.158
2021-10-31,17.158
2021-11-01,17.129
2021-11-02,16.656
2021-11-03,16.656
2021-11-04,16.677
2021-11-05,16.687
2021-11-06,16.687
2021-11-07,16.687
2021-11-08,16.512
2021-11-09,16.523
2021-11-10,16.516
2021-11-11,16.519
2021-11-12,16.509
2021-11-13,16.509
2021-11-14,16.509
2021-11-15,16.523
2021-11-16,16.54
2021-11-17,16.543
2021-11-18,16.536
2021-11-19,16.536
2021-11-20,16.536
2021-11-21,16.536
2021-11-22,16.543
2021-11-23,16.543
2021-11-24,16.543
2021-11-25,16.543
2021-11-26,16.543
2021-11-27,16.543
2021-11-28,16.543
2021-11-29,16.543
2021-11-30,16.543
2021-12-01,16.543
2021-12-02,16.543
2021-12-03,16.543
2021-12-04,16.543
2021-12-05,16.543
2021-12-06,16.543
2021-12-07,16.543
2021-12-08,16.543
2021-12-09,16.543
2021-12-10,16.543
2021-12-11,16.543
2021-12-12,16.543
2021-12-13,16.543
2021-12-14,16.543
2021-12-15,16.543
2021-12-16,16.543
2021-12-17,16.543
2021-12-18,16.543
2021-12-19,16.543
2021-12-20,16.543
2021-12-21,16.543
2021-12-22,16.543
2021-12-23,16.543
2021-12-24,16.543
2021-12-25,16.543
2021-12-26,16.543
2021-12-27,16.543
2021-12-28,16.543
2021-12-29,16.543
2021-12-30,16.543
2021-12-31,16.543
2022-01-01,16.543
2022-01-02,16.543
2022-01-03,16.543
2022-01-04,16.543
2022-01-05,16.543
2022-01-06,16.543
2022-01-07,16.543
2022-01-08,16.543
2022-01-09,16.543
2022-01-10,16.543
2022-01-11,16.543
2022-01-12,16.543
2022-01-13,16.543
2022-01-14,16.543
2022-01-15,16.543
2022-01-16,16.543
2022-01-17,16.543
2022-01-18,16.543
2022-01-19,16.543
2022-01-20,16.543
2022-01-21,16.543
2022-01-22,16.543
2022-01-23,16.543
2022-01-24,16.543
2022-01-25,16.543
2022-01-26,16.543
2022-01-27,16.543
2022-01-28,16.543
2022-01-29,16.543
2022-01-30,16.543
2022-01-31,16.543
2022-02-01,16.543
2022-02-02,16.543
2022-02-03,16.543
2022-02-04,16.543
2022-02-05,16.543
2022-02-06,16.543
2022-02-07,16.543
2022-02-08,16.543
2022-02-09,16.543
2022-02-10,16.543
2022-02-11,16.543
2022-02-12,16.543
2022-02-13,16.543
2022-02-14,16.543
2022-02-15,16.543
2022-02-16,16.543
2022-02-17,16.543
2022-02-18,16.543
2022-02-19,16.543
2022-02-20,16.543
2022-02-21,16.543
2022-02-22,16.543
2022-02-23,16.543
2022-02-24,16.543
2022-02-25,16.543
2022-02-26,16.543
2022-02-27,16.543
2022-02-28,16.543
2022-03-01,16.543
2022-03-02,16.543
2022-03-03,16.543
2022-03-04,16.543
2022-03-05,16.543
2022-03-06,16.543
2022-03-07,16.543
2022-03-08,16.543
2022-03-09,16.543
2022-03-10,16.543
2022-03-11,16.543
2022-03-12,16.543
2022-03-13,16.543
2022-03-14,16.543
2022-03-15,16.543
2022-03-16,16.543
2022-03-17,16.543
2022-03-18,16.543
2022-03-19,16.543
2022-03-20,16.543
2022-03-21,16.543
2022-03-22,16.543
2022-03-23,16.543
2022-03-24,16.543
2022-03-25,16.543
2022-03-26,16.543
2022-03-27,16.543
2022-03-28,16.543
2022-03-29,16.543
2022-03-30,16.543
2022-03-31,16.543
2022-04-01,16.543
2022-04-02,16.543
2022-04-03,16.543
2022-04-04,16.543
2022-04-05,16.543
2022-04-06,16.543
2022-04-07,16.543
2022-04-08,16.543
2022-04-09,16.543
2022-04-10,16.543
2022-04-11,16.543
2022-04-12,16.543
2022-04-13,16.543
2022-04-14,16.543
2022-04-15,16.543
2022-04-16,16.543
2022-04-17,16.543
2022-04-18,16.543
2022-04-19,16.543
2022-04-20,16.543
2022-04-21,16.543
2022-04-22,16.543
2022-04-23,16.543
2022-04-24,16.543
2022-04-25,16.543
2022-04-26,16.543
2022-04-27,16.543
2022-04-28,16.543
2022-04-29,16.543
2022-04-30,16.543
2022-05-01,16.543
2022-05-02,16.543
2022-05-03,16.543
2022-05-04,16.543
2022-05-05,16.543
2022-05-06,16.543
2022-05-07,16.543
2022-05-08,16.543
2022-05-09,16.543
2022-05-10,16.543
2022-05-11,16.543
2022-05-12,16.543
2022-05-13,16.543
2022-05-14,16.543
2022-05-15,16.543
2022-05-16,16.543
2022-05-17,16.543
2022-05-18,16.543
2022-05-19,16.543
2022-05-20,16.543
2022-05-21,16.543
2022-05-22,16.543
2022-05-23,16.543
2022-05-24,16.543
2022-05-25,16.543
2022-05-26,16.543
2022-05-27,16.543
2022-05-28,16.543
2022-05-29,16.543
2022-05-30,16.543
2022-05-31,16.543
2022-06-01,16.543
2022-06-02,16.543
2022-06-03,16.543
2022-06-04,16.543
2022-06-05,16.543
2022-06-06,16.543
2022-06-07,16.543
2022-06-08,16.543
2022-06-09,16.543
2022-06-10,16.543
2022-06-11,16.543
2022-06-12,16.543
2022-06-13,16.543
2022-06-14,16.543
2022-06-15,16.543
2022-06-16,16.543
2022-06-17,16.543
2022-06-18,16.543
2022-06-19,16.543
2022-06-20,16.543
2022-06-21,16.543
2022-06-22,16.543
2022-06-23,16.543
2022-06-24,16.543
2022-06-25,16.543
2022-06-26,16.543
2022-06-27,16.543
2022-06-28,16.543
2022-06-29,16.543
2022-06-30,16.543
2022-07-01,16.543
2022-07-02,16.543
2022-07-03,16.543
2022-07-04,16.543
2022-07-05,16.543
2022-07-06,16.543
2022-07-07,16.543
2022-07-08,16.543
2022-07-09,16.543
2022-07-10,16.543
2022-07-11,16.543
2022-07-12,16.543
2022-07-13,16.543
2022-07-14,16.543
2022-07-15,16.543
2022-07-16,16.543
2022-07-17,16.543
2022-07-18,16.543
2022-07-19,16.543
2022-07-20,16.543
2022-07-21,16.543
2022-07-22,16.543
2022-07-23,16.543
2022-07-24,16.543
2022-07-25,16.543
2022-07-26,16.543
2022-07-27,16.543
2022-07-28,16.543
2022-07-29,16.543
2022-07-30,16.543
2022-07-31,16.543
2022-08-01,16.543
2022-08-02,16.543
2022-08-03,16.543
2022-08-04,16.543
2022-08-05,16.543
2022-08-06,16.543
2022-08-07,16.543
2022-08-08,16.543
2022-08-09,16.543
2022-08-10,16.543
2022-08-11,16.543
2022-08-12,16.543
2022-08-13,16.543
2022-08-14,16.543
2022-08-15,16.543
2022-08-16,16.543
2022-08-17,16.543
2022-08-18,16.543
2022-08-19,16.543
2022-08-20,16.543
2022-08-21,16.543
2022-08-22,16.543
2022-08-23,16.543
2022-08-24,16.543
2022-08-25,16.543
2022-08-26,16.543
2022-08-27,16.543
2022-08-28,16.543
2022-08-29,16.543
2022-08-30,16.543
2022-08-31,16.543
2022-09-01,16.543
2022-09-02,16.543
2022-09-03,16.543
2022-09-04,16.543
2022-09-05,16.543
2022-09-06,16.543
2022-09-07,16.543
2022-09-08,16.543
2022-09-09,16.543
2022-09-10,16.543
2022-09-11,16.543
2022-09-12,16.543
2022-09-13,16.543
2022-09-14,16.543
2022-09-15,16.543
2022-09-16,16.543
2022-09-17,16.543
2022-09-18,16.543
2022-09-19,16.543
2022-09-20,16.543
2022-09-21,16.543
2022-09-22,16.543
2022-09-23,16.543
2022-09-24,16.543
2022-09-25,16.543
2022-09-26,16.543
2022-09-27,16.543
2022-09-28,16.543
2022-09-29,16.543
2022-09-30,16.543
2022-10-01,16.543
2022-10-02,16.543
2022-10-03,16.543
2022-10-04,16.543
2022-10-05,16.543
2022-10-06,16.543
2022-10-07,16.543
2022-10-08,16.543
2022-10-09,16.543
2022-10-10,16.543
2022-10-11,16.543
2022-10-12,16.543
2022-10-13,16.543
2022-10-14,16.543
2022-10-15,16.543
2022-10-16,16.543
2022-10-17,16.543
2022-10-18,16.543
2022-10-19,16.543
2022-10-20,16.543
2022-10-21,16.543
2022-10-22,16.543
2022-10-23,16.543
2022-10-24,16.543
2022-10-25,16.543
2022-10-26,16.543
2022-10-27,16.543
2022-10-28,16.543
2022-10-29,16.543
2022-10-30,16.543
2022-10-31,16.543
2022-11-01,16.543
2022-11-02,16.543
2022-11-03,16.543
2022-11-04,16.543
2022-11-05,16.543
2022-11-06,16.543
2022-11-07,16.543
2022-11-08,16.543
2022-11-09,16.543
2022-11-10,16.543
2022-11-11,16.543
2022-11-12,16.543
2022-11-13,16.543
2022-11-14,16.543
2022-11-15,16.543
2022-11-16,16.543
2022-11-17,16.543
2022-11-18,16.543
2022-11-19,16.543
2022-11-20,16.543
2022-11-21,16.543
2022-11-22,16.543
2022-11-23,16.543
2022-11-24,16.543
2022-11-25,16.543
2022-11-26,16.543
2022-11-27,16.543
2022-11-28,16.543
2022-11-29,16.543
2022-11-30,16.543
2022-12-01,16.543
2022-12-02,16.543
2022-12-03,16.543
2022-12-04,16.543
2022-12-05,16.543
2022-12-06,16.543
2022-12-07,16.543
2022-12-08,16.543
2022-12-09,16.543
2022-12-10,16.543
2022-12-11,16.543
2022-12-12,16.543
2022-12-13,16.543
2022-12-14,16.543
2022-12-15,16.543
2022-12-16,16.543
2022-12-17,16.543
2022-12-18,16.543
2022-12-19,16.543
2022-12-20,16.543
2022-12-21,16.543
2022-12-22,16.543
2022-12-23,16.543
2022-12-24,16.543
2022-12-25,16.543
2022-12-26,16.543
2022-12-27,16.543
2022-12-28,16.543
2022-12-29,16.543
2022-12-30,16.543
2022-12-31,16.543
2023-01-01,16.543
2023-01-02,16.543
2023-01-03,16.543
2023-01-04,16.543
2023-01-05,16.543
2023-01-06,16.543
2023-01-07,16.543
2023-01-08,16.543
2023-01-09,16.543
2023-01-10,16.543
2023-01-11,16.543
2023-01-12,16.543
2023-01-13,16.543
2023-01-14,16.543
2023-01-15,16.543
2023-01-16,16.543
2023-01-17,16.543
2023-01-18,16.543
2023-01-19,16.543
2023-01-20,16.543
2023-01-21,16.543
2023-01-22,16.543
2023-01-23,16.543
2023-01-24,16.543
2023-01-25,16.543
2023-01-26,16.543
2023-01-27,16.543
2023-01-28,16.543
2023-01-29,16.543
2023-01-30,16.543
2023-01-31,16.543
2023-02-01,16.543
2023-02-02,16.543
2023-02-03,16.543
2023-02-04,16.543
2023-02-05,16.543
2023-02-06,16.543
2023-02-07,16.543
2023-02-08,16.543
2023-02-09,16.543
2023-02-10,16.543
2023-02-11,16.543
2023-02-12,16.543
2023-02-13,16.543
2023-02-14,16.543
2023-02-15,16.543
2023-02-16,16.543
2023-02-17,16.543
2023-02-18,16.543
2023-02-19,16.543
2023-02-20,16.543
2023-02-21,16.543
2023-02-22,16.543
2023-02-23,16.543
2023-02-24,16.543
2023-02-25,16.543
2023-02-26,16.543
2023-02-27,16.543
2023-02-28,16.543
2023-03-01,16.543
2023-03-02,16.543
2023-03-03,16.543
2023-03-04,16.543
2023-03-05,16.543
2023-03-06,16.543
2023-03-07,16.543
2023-03-08,16.543
2023-03-09,16.543
2023-03-10,16.543
2023-03-11,16.543
2023-03-12,16.543
2023-03-13,16.543
2023-03-14,16.543
2023-03-15,16.543
2023-03-16,16.543
2023-03-17,16.543
2023-03-18,16.543
2023-03-19,16.543
2023-03-20,16.543
2023-03-21,16.543
2023-03-22,16.543
2023-03-23,16.543
2023-03-24,16.543
2023-03-25,16.543
2023-03-26,16.543
2023-03-27,16.543
2023-03-28,16.543
2023-03-29,16.543
2023-03-30,16.543
2023-03-31,16.543
2023-04-01,16.543
2023-04-02,16.543
2023-04-03,16.543
2023-04-04,16.543
2023-04-05,16.543
2023-04-06,16.543
2023-04-07,16.543
2023-04-08,16.543
2023-04-09,16.543
2023-04-10,16.543
2023-04-11,16.543
2023-04-12,16.543
2023-04-13,16.543
2023-04-14,16.543
2023-04-15,16.543
2023-04-16,16.543
2023-04-17,16.543
2023-04-18,16.543
2023-04-19,16.543
2023-04-20,16.543
2023-04-21,16.543
2023-04-22,16.543
2023-04-23,16.543
2023-04-24,16.543
2023-04-25,16.543
2023-04-26,16.543
2023-04-27,16.543
2023-04-28,16.543
2023-04-29,16.543
2023-04-30,16.543
2023-05-01,16.543
2023-05-02,16.543
2023-05-03,16.543
2023-05-04,16.543
2023-05-05,16.543
2023-05-06,16.543
2023-05-07,16.543
2023-05-08,16.543
2023-05-09,16.543
2023-05-10,16.543
2023-05-11,16.543
2023-05-12,16.543
2023-05-13,16.543
2023-05-14,16.543
2023-05-15,16.543
2023-05-16,16.543
2023-05-17,16.543
2023-05-18,16.543
2023-05-19,16.543
2023-05-20,16.543
2023-05-21,16.543
2023-05-22,16.543
2023-05-23,16.543
2023-05-24,16.543
2023-05-25,16.543
2023-05-26,16.543
2023-05-27,16.543
2023-05-28,16.543
2023-05-29,16.543
2023-05-30,16.543
2023-05-31,16.543
2023-06-01,16.543
2023-06-02,16.543
2023-06-03,16.543
2023-06-04,16.543
2023-06-05,16.543
2023-06-06,16.543
2023-06-07,16.543
2023-06-08,16.543
2023-06-09,16.543
2023-06-10,16.543
2023-06-11,16.543
2023-06-12,16.543
2023-06-13,16.543
2023-06-14,16.543
2023-06-15,16.543
2023-06-16,16.543
2023-06-17,16.543
2023-06-18,16.543
2023-06-19,16.543
2023-06-20,16.543
2023-06-21,16.543
2023-06-22,16.543
