,EOG US Equity
2020-08-27,6.795
2020-08-28,6.986
2020-08-29,6.986
2020-08-30,6.986
2020-08-31,6.854
2020-09-01,6.835
2020-09-02,6.606
2020-09-03,6.52
2020-09-04,6.522
2020-09-05,6.522
2020-09-06,6.522
2020-09-07,6.522
2020-09-08,6.173
2020-09-09,6.328
2020-09-10,5.745
2020-09-11,5.903
2020-09-12,5.903
2020-09-13,5.903
2020-09-14,5.922
2020-09-15,5.834
2020-09-16,6.177
2020-09-17,6.359
2020-09-18,6.285
2020-09-19,6.285
2020-09-20,6.285
2020-09-21,5.991
2020-09-22,5.936
2020-09-23,5.595
2020-09-24,5.637
2020-09-25,5.76
2020-09-26,5.76
2020-09-27,5.76
2020-09-28,5.758
2020-09-29,5.566
2020-09-30,5.527
2020-10-01,5.361
2020-10-02,5.354
2020-10-03,5.354
2020-10-04,5.354
2020-10-05,5.607
2020-10-06,5.535
2020-10-07,5.688
2020-10-08,5.836
2020-10-09,5.772
2020-10-10,5.772
2020-10-11,5.772
2020-10-12,5.872
2020-10-13,5.945
2020-10-14,5.865
2020-10-15,5.997
2020-10-16,5.893
2020-10-17,5.893
2020-10-18,5.893
2020-10-19,5.727
2020-10-20,5.712
2020-10-21,5.53
2020-10-22,5.815
2020-10-23,5.906
2020-10-24,5.906
2020-10-25,5.906
2020-10-26,5.5
2020-10-27,5.445
2020-10-28,5.278
2020-10-29,5.515
2020-10-30,5.559
2020-10-31,5.559
2020-11-01,5.559
2020-11-02,5.707
2020-11-03,5.686
2020-11-04,5.851
2020-11-05,5.78
2020-11-06,5.566
2020-11-07,5.566
2020-11-08,5.566
2020-11-09,6.674
2020-11-10,6.825
2020-11-11,6.78
2020-11-12,6.473
2020-11-13,7.326
2020-11-14,7.326
2020-11-15,7.326
2020-11-16,7.786
2020-11-17,7.841
2020-11-18,7.249
2020-11-19,7.29
2020-11-20,7.279
2020-11-21,7.279
2020-11-22,7.279
2020-11-23,8.079
2020-11-24,8.727
2020-11-25,8.499
2020-11-26,8.499
2020-11-27,8.247
2020-11-28,8.247
2020-11-29,8.247
2020-11-30,7.518
2020-12-01,7.462
2020-12-02,7.668
2020-12-03,7.725
2020-12-04,8.499
2020-12-05,8.499
2020-12-06,8.499
2020-12-07,8.267
2020-12-08,8.417
2020-12-09,8.308
2020-12-10,8.578
2020-12-11,8.409
2020-12-12,8.409
2020-12-13,8.409
2020-12-14,8.17
2020-12-15,8.34
2020-12-16,8.268
2020-12-17,8.177
2020-12-18,8.117
2020-12-19,8.117
2020-12-20,8.117
2020-12-21,7.852
2020-12-22,7.659
2020-12-23,7.852
2020-12-24,7.777
2020-12-25,7.777
2020-12-26,7.777
2020-12-27,7.777
2020-12-28,7.673
2020-12-29,7.631
2020-12-30,7.927
2020-12-31,7.819
2021-01-01,7.819
2021-01-02,7.819
2021-01-03,7.819
2021-01-04,8.219
2021-01-05,8.889
2021-01-06,9.077
2021-01-07,9.664
2021-01-08,9.705
2021-01-09,9.705
2021-01-10,9.705
2021-01-11,9.354
2021-01-12,9.696
2021-01-13,9.39
2021-01-14,9.676
2021-01-15,9.202
2021-01-16,9.202
2021-01-17,9.202
2021-01-18,9.202
2021-01-19,9.403
2021-01-20,9.359
2021-01-21,8.555
2021-01-22,8.127
2021-01-23,8.127
2021-01-24,8.127
2021-01-25,8.106
2021-01-26,7.855
2021-01-27,8.037
2021-01-28,8.216
2021-01-29,7.794
2021-01-30,7.794
2021-01-31,7.794
2021-02-01,7.851
2021-02-02,7.834
2021-02-03,8.526
2021-02-04,8.769
2021-02-05,8.637
2021-02-06,8.637
2021-02-07,8.637
2021-02-08,9.065
2021-02-09,8.883
2021-02-10,8.967
2021-02-11,8.882
2021-02-12,9.088
2021-02-13,9.088
2021-02-14,9.088
2021-02-15,9.088
2021-02-16,9.398
2021-02-17,9.463
2021-02-18,9.021
2021-02-19,9.31
2021-02-20,9.31
2021-02-21,9.31
2021-02-22,9.845
2021-02-23,10.337
2021-02-24,11.026
2021-02-25,10.694
2021-02-26,9.57
2021-02-27,9.57
2021-02-28,9.57
2021-03-01,9.218
2021-03-02,9.155
2021-03-03,9.513
2021-03-04,10.117
2021-03-05,10.563
2021-03-06,10.563
2021-03-07,10.563
2021-03-08,10.565
2021-03-09,10.426
2021-03-10,10.638
2021-03-11,10.667
2021-03-12,10.623
2021-03-13,10.623
2021-03-14,10.623
2021-03-15,10.288
2021-03-16,9.775
2021-03-17,10.126
2021-03-18,9.532
2021-03-19,9.696
2021-03-20,9.696
2021-03-21,9.696
2021-03-22,9.44
2021-03-23,9.722
2021-03-24,10.126
2021-03-25,10.195
2021-03-26,10.452
2021-03-27,10.452
2021-03-28,10.452
2021-03-29,10.279
2021-03-30,10.226
2021-03-31,10.124
2021-04-01,10.541
2021-04-02,10.541
2021-04-03,10.541
2021-04-04,10.541
2021-04-05,10.045
2021-04-06,10.116
2021-04-07,10.216
2021-04-08,9.837
2021-04-09,9.779
2021-04-10,9.779
2021-04-11,9.779
2021-04-12,9.552
2021-04-13,9.593
2021-04-14,9.788
2021-04-15,9.419
2021-04-16,9.119
2021-04-17,9.119
2021-04-18,9.119
2021-04-19,8.257
2021-04-20,7.976
2021-04-21,8.021
2021-04-22,7.948
2021-04-23,8.03
2021-04-24,8.03
2021-04-25,8.03
2021-04-26,8.12
2021-04-27,8.335
2021-04-28,8.719
2021-04-29,8.829
2021-04-30,8.563
2021-05-01,8.563
2021-05-02,8.563
2021-05-03,8.834
2021-05-04,8.722
2021-05-05,8.92
2021-05-06,8.951
2021-05-07,9.658
2021-05-08,9.658
2021-05-09,9.658
2021-05-10,10.112
2021-05-11,9.643
2021-05-12,9.494
2021-05-13,9.286
2021-05-14,9.571
2021-05-15,9.571
2021-05-16,9.571
2021-05-17,9.861
2021-05-18,9.614
2021-05-19,9.333
2021-05-20,9.33
2021-05-21,9.278
2021-05-22,9.278
2021-05-23,9.278
2021-05-24,9.286
2021-05-25,9.117
2021-05-26,9.083
2021-05-27,9.166
2021-05-28,9.167
2021-05-29,9.167
2021-05-30,9.167
2021-05-31,9.167
2021-06-01,9.652
2021-06-02,9.73
2021-06-03,9.907
2021-06-04,9.981
2021-06-05,9.981
2021-06-06,9.981
2021-06-07,9.839
2021-06-08,9.88
2021-06-09,9.701
2021-06-10,9.742
2021-06-11,9.659
2021-06-12,9.659
2021-06-13,9.659
2021-06-14,9.594
2021-06-15,9.677
2021-06-16,9.577
2021-06-17,9.131
2021-06-18,8.894
2021-06-19,8.894
2021-06-20,8.894
2021-06-21,9.064
2021-06-22,9.06
2021-06-23,9.14
2021-06-24,9.181
2021-06-25,9.348
2021-06-26,9.348
2021-06-27,9.348
2021-06-28,8.849
2021-06-29,8.778
2021-06-30,8.899
2021-07-01,9.171
2021-07-02,9.147
2021-07-03,9.147
2021-07-04,9.147
2021-07-05,9.147
2021-07-06,8.758
2021-07-07,8.483
2021-07-08,8.358
2021-07-09,8.438
2021-07-10,8.438
2021-07-11,8.438
2021-07-12,8.511
2021-07-13,8.452
2021-07-14,8.234
2021-07-15,7.888
2021-07-16,7.652
2021-07-17,7.652
2021-07-18,7.652
2021-07-19,7.174
2021-07-20,7.292
2021-07-21,7.567
2021-07-22,7.517
2021-07-23,7.395
2021-07-24,7.395
2021-07-25,7.395
2021-07-26,7.556
2021-07-27,7.404
2021-07-28,7.462
2021-07-29,7.504
2021-07-30,7.418
2021-07-31,7.418
2021-08-01,7.418
2021-08-02,7.291
2021-08-03,7.501
2021-08-04,7.184
2021-08-05,7.173
2021-08-06,7.179
2021-08-07,7.179
2021-08-08,7.179
2021-08-09,6.961
2021-08-10,6.903
2021-08-11,6.976
2021-08-12,6.981
2021-08-13,6.589
2021-08-14,6.589
2021-08-15,6.589
2021-08-16,6.387
2021-08-17,6.392
2021-08-18,6.333
2021-08-19,6.226
2021-08-20,6.247
2021-08-21,6.247
2021-08-22,6.247
2021-08-23,6.554
2021-08-24,6.632
2021-08-25,6.659
2021-08-26,6.533
2021-08-27,6.747
2021-08-28,6.747
2021-08-29,6.747
2021-08-30,6.53
2021-08-31,6.542
2021-09-01,6.43
2021-09-02,6.624
2021-09-03,6.607
2021-09-04,6.607
2021-09-05,6.607
2021-09-06,6.607
2021-09-07,6.573
2021-09-08,6.526
2021-09-09,6.542
2021-09-10,6.522
2021-09-11,6.522
2021-09-12,6.522
2021-09-13,6.808
2021-09-14,6.753
2021-09-15,7.312
2021-09-16,7.182
2021-09-17,7.209
2021-09-18,7.209
2021-09-19,7.209
2021-09-20,6.945
2021-09-21,7.011
2021-09-22,7.247
2021-09-23,7.468
2021-09-24,7.574
2021-09-25,7.574
2021-09-26,7.574
2021-09-27,7.934
2021-09-28,7.926
2021-09-29,8.008
2021-09-30,7.785
2021-10-01,8.138
2021-10-02,8.138
2021-10-03,8.138
2021-10-04,8.328
2021-10-05,8.385
2021-10-06,8.334
2021-10-07,8.259
2021-10-08,8.715
2021-10-09,8.715
2021-10-10,8.715
2021-10-11,8.679
2021-10-12,8.676
2021-10-13,8.666
2021-10-14,8.377
2021-10-15,8.287
2021-10-16,8.287
2021-10-17,8.287
2021-10-18,8.109
2021-10-19,8.127
2021-10-20,8.204
2021-10-21,8.01
2021-10-22,8.107
2021-10-23,8.107
2021-10-24,8.107
2021-10-25,8.216
2021-10-26,8.3
2021-10-27,8.129
2021-10-28,8.196
2021-10-29,8.078
2021-10-30,8.078
2021-10-31,8.078
2021-11-01,8.165
2021-11-02,8.11
2021-11-03,7.946
2021-11-04,7.881
2021-11-05,8.166
2021-11-06,8.166
2021-11-07,8.166
2021-11-08,8.864
2021-11-09,8.875
2021-11-10,8.636
2021-11-11,8.692
2021-11-12,8.684
2021-11-13,8.684
2021-11-14,8.684
2021-11-15,8.534
2021-11-16,8.438
2021-11-17,8.271
2021-11-18,8.229
2021-11-19,7.867
2021-11-20,7.867
2021-11-21,7.867
2021-11-22,7.961
2021-11-23,8.425
2021-11-24,8.585
2021-11-25,8.585
2021-11-26,8.066
2021-11-27,8.066
2021-11-28,8.066
2021-11-29,8.064
2021-11-30,7.937
2021-12-01,7.786
2021-12-02,7.897
2021-12-03,7.867
2021-12-04,7.867
2021-12-05,7.867
2021-12-06,8.012
2021-12-07,8.774
2021-12-08,8.727
2021-12-09,8.611
2021-12-10,8.689
2021-12-11,8.689
2021-12-12,8.689
2021-12-13,8.529
2021-12-14,8.456
2021-12-15,8.408
2021-12-16,8.545
2021-12-17,8.327
2021-12-18,8.327
2021-12-19,8.327
2021-12-20,8.286
2021-12-21,8.56
2021-12-22,8.647
2021-12-23,8.643
2021-12-24,8.643
2021-12-25,8.643
2021-12-26,8.643
2021-12-27,9.044
2021-12-28,8.988
2021-12-29,8.951
2021-12-30,8.884
2021-12-31,8.849
2022-01-01,8.849
2022-01-02,8.849
2022-01-03,9.082
2022-01-04,9.499
2022-01-05,9.325
2022-01-06,9.471
2022-01-07,9.732
2022-01-08,9.732
2022-01-09,9.732
2022-01-10,9.639
2022-01-11,10.0
2022-01-12,10.056
2022-01-13,9.954
2022-01-14,10.08
2022-01-15,10.08
2022-01-16,10.08
2022-01-17,10.08
2022-01-18,10.095
2022-01-19,10.044
2022-01-20,9.888
2022-01-21,9.61
2022-01-22,9.61
2022-01-23,9.61
2022-01-24,9.814
2022-01-25,10.24
2022-01-26,10.296
2022-01-27,10.509
2022-01-28,10.504
2022-01-29,10.504
2022-01-30,10.504
2022-01-31,10.551
2022-02-01,10.706
2022-02-02,10.681
2022-02-03,10.573
2022-02-04,10.755
2022-02-05,10.755
2022-02-06,10.755
2022-02-07,10.693
2022-02-08,10.399
2022-02-09,10.557
2022-02-10,10.496
2022-02-11,10.877
2022-02-12,10.877
2022-02-13,10.877
2022-02-14,10.566
2022-02-15,10.332
2022-02-16,10.413
2022-02-17,10.491
2022-02-18,10.399
2022-02-19,10.399
2022-02-20,10.399
2022-02-21,10.399
2022-02-22,10.205
2022-02-23,10.138
2022-02-24,10.117
2022-02-25,9.838
2022-02-26,9.838
2022-02-27,9.838
2022-02-28,10.14
2022-03-01,10.276
2022-03-02,10.305
2022-03-03,10.1
2022-03-04,10.252
2022-03-05,10.252
2022-03-06,10.252
2022-03-07,10.083
2022-03-08,9.791
2022-03-09,9.456
2022-03-10,9.888
2022-03-11,9.624
2022-03-12,9.624
2022-03-13,9.624
2022-03-14,9.084
2022-03-15,8.98
2022-03-16,8.915
2022-03-17,9.299
2022-03-18,8.887
2022-03-19,8.887
2022-03-20,8.887
2022-03-21,9.398
2022-03-22,9.189
2022-03-23,9.396
2022-03-24,9.202
2022-03-25,9.385
2022-03-26,9.385
2022-03-27,9.385
2022-03-28,9.11
2022-03-29,9.123
2022-03-30,9.157
2022-03-31,8.887
2022-04-01,8.969
2022-04-02,8.969
2022-04-03,8.969
2022-04-04,9.009
2022-04-05,8.785
2022-04-06,8.482
2022-04-07,8.637
2022-04-08,9.086
2022-04-09,9.086
2022-04-10,9.086
2022-04-11,8.641
2022-04-12,8.839
2022-04-13,8.82
2022-04-14,8.718
2022-04-15,8.718
2022-04-16,8.718
2022-04-17,8.718
2022-04-18,8.612
2022-04-19,8.355
2022-04-20,8.405
2022-04-21,8.182
2022-04-22,7.943
2022-04-23,7.943
2022-04-24,7.943
2022-04-25,7.59
2022-04-26,7.577
2022-04-27,7.66
2022-04-28,7.997
2022-04-29,7.928
2022-04-30,7.928
2022-05-01,7.928
2022-05-02,7.898
2022-05-03,8.2
2022-05-04,8.472
2022-05-05,8.369
2022-05-06,8.963
2022-05-07,8.963
2022-05-08,8.963
2022-05-09,7.931
2022-05-10,8.034
2022-05-11,8.157
2022-05-12,8.098
2022-05-13,8.351
2022-05-14,8.351
2022-05-15,8.351
2022-05-16,8.51
2022-05-17,8.571
2022-05-18,8.246
2022-05-19,8.18
2022-05-20,8.222
2022-05-21,8.222
2022-05-22,8.222
2022-05-23,8.64
2022-05-24,8.572
2022-05-25,8.731
2022-05-26,8.745
2022-05-27,8.95
2022-05-28,8.95
2022-05-29,8.95
2022-05-30,8.95
2022-05-31,8.957
2022-06-01,9.151
2022-06-02,9.119
2022-06-03,9.318
2022-06-04,9.318
2022-06-05,9.318
2022-06-06,9.218
2022-06-07,9.533
2022-06-08,9.52
2022-06-09,9.308
2022-06-10,9.407
2022-06-11,9.407
2022-06-12,9.407
2022-06-13,8.535
2022-06-14,8.556
2022-06-15,8.309
2022-06-16,7.794
2022-06-17,7.279
2022-06-18,7.279
2022-06-19,7.279
2022-06-20,7.279
2022-06-21,7.597
2022-06-22,7.153
2022-06-23,6.92
2022-06-24,7.141
2022-06-25,7.141
2022-06-26,7.141
2022-06-27,7.529
2022-06-28,7.831
2022-06-29,7.494
2022-06-30,7.31
2022-07-01,7.388
2022-07-02,7.388
2022-07-03,7.388
2022-07-04,7.388
2022-07-05,6.938
2022-07-06,6.634
2022-07-07,6.907
2022-07-08,6.944
2022-07-09,6.944
2022-07-10,6.944
2022-07-11,6.805
2022-07-12,6.538
2022-07-13,6.515
2022-07-14,6.296
2022-07-15,6.439
2022-07-16,6.439
2022-07-17,6.439
2022-07-18,6.585
2022-07-19,6.857
2022-07-20,6.986
2022-07-21,6.855
2022-07-22,6.714
2022-07-23,6.714
2022-07-24,6.714
2022-07-25,7.01
2022-07-26,6.895
2022-07-27,7.182
2022-07-28,7.129
2022-07-29,7.381
2022-07-30,7.381
2022-07-31,7.381
2022-08-01,7.139
2022-08-02,7.113
2022-08-03,6.876
2022-08-04,6.643
2022-08-05,7.156
2022-08-06,7.156
2022-08-07,7.156
2022-08-08,7.179
2022-08-09,7.272
2022-08-10,7.339
2022-08-11,7.662
2022-08-12,7.726
2022-08-13,7.726
2022-08-14,7.726
2022-08-15,7.6
2022-08-16,7.627
2022-08-17,7.714
2022-08-18,8.184
2022-08-19,8.167
2022-08-20,8.167
2022-08-21,8.167
2022-08-22,8.212
2022-08-23,8.411
2022-08-24,8.557
2022-08-25,8.648
2022-08-26,8.603
2022-08-27,8.603
2022-08-28,8.603
2022-08-29,8.772
2022-08-30,8.361
2022-08-31,8.282
2022-09-01,8.105
2022-09-02,8.282
2022-09-03,8.282
2022-09-04,8.282
2022-09-05,8.282
2022-09-06,7.984
2022-09-07,7.777
2022-09-08,7.852
2022-09-09,8.186
2022-09-10,8.186
2022-09-11,8.186
2022-09-12,8.388
2022-09-13,8.156
2022-09-14,8.461
2022-09-15,8.197
2022-09-16,8.122
2022-09-17,8.122
2022-09-18,8.122
2022-09-19,8.054
2022-09-20,8.001
2022-09-21,7.908
2022-09-22,8.127
2022-09-23,7.509
2022-09-24,7.509
2022-09-25,7.509
2022-09-26,7.291
2022-09-27,7.316
2022-09-28,7.782
2022-09-29,7.908
2022-09-30,7.822
2022-10-01,7.822
2022-10-02,7.822
2022-10-03,8.477
2022-10-04,8.931
2022-10-05,8.996
2022-10-06,9.102
2022-10-07,9.097
2022-10-08,9.097
2022-10-09,9.097
2022-10-10,8.829
2022-10-11,8.785
2022-10-12,8.785
2022-10-13,9.061
2022-10-14,8.63
2022-10-15,8.63
2022-10-16,8.63
2022-10-17,8.655
2022-10-18,8.83
2022-10-19,9.277
2022-10-20,9.377
2022-10-21,9.62
2022-10-22,9.62
2022-10-23,9.62
2022-10-24,9.485
2022-10-25,9.307
2022-10-26,9.469
2022-10-27,9.474
2022-10-28,9.426
2022-10-29,9.426
2022-10-30,9.426
2022-10-31,9.626
2022-11-01,9.611
2022-11-02,9.56
2022-11-03,9.703
2022-11-04,9.972
2022-11-05,9.972
2022-11-06,9.972
2022-11-07,10.249
2022-11-08,10.412
2022-11-09,9.805
2022-11-10,9.994
2022-11-11,10.306
2022-11-12,10.306
2022-11-13,10.306
2022-11-14,10.241
2022-11-15,10.319
2022-11-16,9.98
2022-11-17,10.053
2022-11-18,9.828
2022-11-19,9.828
2022-11-20,9.828
2022-11-21,9.741
2022-11-22,10.012
2022-11-23,9.886
2022-11-24,9.886
2022-11-25,9.886
2022-11-26,9.886
2022-11-27,9.886
2022-11-28,9.47
2022-11-29,9.807
2022-11-30,9.852
2022-12-01,9.755
2022-12-02,9.637
2022-12-03,9.637
2022-12-04,9.637
2022-12-05,9.597
2022-12-06,9.143
2022-12-07,9.041
2022-12-08,8.927
2022-12-09,8.719
2022-12-10,8.719
2022-12-11,8.719
2022-12-12,8.891
2022-12-13,9.143
2022-12-14,9.128
2022-12-15,9.173
2022-12-16,9.101
2022-12-17,9.101
2022-12-18,9.101
2022-12-19,9.084
2022-12-20,9.154
2022-12-21,9.395
2022-12-22,9.126
2022-12-23,9.438
2022-12-24,9.438
2022-12-25,9.438
2022-12-26,9.438
2022-12-27,9.544
2022-12-28,9.207
2022-12-29,9.296
2022-12-30,9.259
2022-12-31,9.259
2023-01-01,9.259
2023-01-02,9.259
2023-01-03,8.843
2023-01-04,8.837
2023-01-05,8.881
2023-01-06,9.102
2023-01-07,9.102
2023-01-08,9.102
2023-01-09,9.144
2023-01-10,9.114
2023-01-11,9.119
2023-01-12,9.378
2023-01-13,9.366
2023-01-14,9.366
2023-01-15,9.366
2023-01-16,9.366
2023-01-17,9.426
2023-01-18,9.24
2023-01-19,9.419
2023-01-20,9.535
2023-01-21,9.535
2023-01-22,9.535
2023-01-23,9.649
2023-01-24,9.532
2023-01-25,9.505
2023-01-26,9.742
2023-01-27,9.665
2023-01-28,9.665
2023-01-29,9.665
2023-01-30,9.494
2023-01-31,9.494
2023-02-01,9.111
2023-02-02,8.938
2023-02-03,8.928
2023-02-04,8.928
2023-02-05,8.928
2023-02-06,8.872
2023-02-07,9.155
2023-02-08,9.216
2023-02-09,9.132
2023-02-10,9.633
2023-02-11,9.633
2023-02-12,9.633
2023-02-13,9.571
2023-02-14,9.561
2023-02-15,9.23
2023-02-16,8.987
2023-02-17,8.504
2023-02-18,8.504
2023-02-19,8.504
2023-02-20,8.504
2023-02-21,8.51
2023-02-22,8.4
2023-02-23,8.599
2023-02-24,8.161
2023-02-25,8.161
2023-02-26,8.161
2023-02-27,8.198
2023-02-28,8.089
2023-03-01,8.447
2023-03-02,8.646
2023-03-03,8.714
2023-03-04,8.714
2023-03-05,8.714
2023-03-06,8.644
2023-03-07,8.477
2023-03-08,8.438
2023-03-09,8.23
2023-03-10,8.03
2023-03-11,8.03
2023-03-12,8.03
2023-03-13,7.81
2023-03-14,7.817
2023-03-15,7.325
2023-03-16,7.519
2023-03-17,7.436
2023-03-18,7.436
2023-03-19,7.436
2023-03-20,7.661
2023-03-21,7.891
2023-03-22,7.681
2023-03-23,7.722
2023-03-24,7.877
2023-03-25,7.877
2023-03-26,7.877
2023-03-27,8.051
2023-03-28,8.202
2023-03-29,8.376
2023-03-30,8.464
2023-03-31,8.545
2023-04-01,8.545
2023-04-02,8.545
2023-04-03,9.129
2023-04-04,9.087
2023-04-05,9.109
2023-04-06,8.973
2023-04-07,8.973
2023-04-08,8.973
2023-04-09,8.973
2023-04-10,8.988
2023-04-11,9.098
2023-04-12,9.138
2023-04-13,9.178
2023-04-14,9.239
2023-04-15,9.239
2023-04-16,9.239
2023-04-17,9.169
2023-04-18,9.0
2023-04-19,8.957
2023-04-20,8.877
2023-04-21,8.858
2023-04-22,8.858
2023-04-23,8.858
2023-04-24,8.999
2023-04-25,8.809
2023-04-26,8.733
2023-04-27,8.731
2023-04-28,9.005
2023-04-29,9.005
2023-04-30,9.005
2023-05-01,8.942
2023-05-02,8.413
2023-05-03,8.368
2023-05-04,8.384
2023-05-05,8.609
2023-05-06,8.609
2023-05-07,8.609
2023-05-08,8.648
2023-05-09,8.609
2023-05-10,8.469
2023-05-11,8.268
2023-05-12,8.277
2023-05-13,8.277
2023-05-14,8.277
2023-05-15,8.345
2023-05-16,8.043
2023-05-17,8.317
2023-05-18,8.377
2023-05-19,8.597
2023-05-20,8.597
2023-05-21,8.597
2023-05-22,8.584
2023-05-23,8.578
2023-05-24,8.565
2023-05-25,8.37
2023-05-26,8.349
2023-05-27,8.349
2023-05-28,8.349
2023-05-29,8.349
2023-05-30,8.249
2023-05-31,8.134
2023-06-01,8.199
2023-06-02,8.489
2023-06-03,8.489
2023-06-04,8.489
2023-06-05,8.468
2023-06-06,8.602
2023-06-07,8.865
2023-06-08,8.857
2023-06-09,8.851
2023-06-10,8.851
2023-06-11,8.851
2023-06-12,8.785
2023-06-13,8.682
2023-06-14,8.524
2023-06-15,8.603
2023-06-16,8.735
2023-06-17,8.735
2023-06-18,8.735
2023-06-19,8.735
2023-06-20,8.497
2023-06-21,8.539
2023-06-22,8.337
